Ga-69(n,g) ENDFB-8.0
Energy(eV) XS(b)
471.600 54.4466
471.644 59.3257
471.689 64.4914
471.735 70.2205
471.782 76.2441
471.828 82.5354
471.874 89.0460
471.921 95.7630
471.967 102.624
472.060 116.552
472.153 130.318
472.246 143.339
472.310 151.475
472.373 158.787
472.420 163.520
472.466 167.639
472.504 170.537
472.542 172.951
472.581 174.873
472.619 176.272
472.659 177.181
472.700 177.474
472.727 177.325
472.771 176.500
472.815 174.961
472.860 172.729
472.904 169.842
472.940 166.973
472.976 163.710
473.013 160.064
473.049 156.085
473.122 147.238
473.195 137.454
473.268 127.017
473.340 116.216
473.486 94.5846
473.559 84.2142
473.631 74.4019
473.668 69.7352
473.704 65.2500
473.740 60.9557
473.777 56.8705
473.813 52.9766
473.849 49.2981
473.886 45.8152
473.922 42.5459
473.968 38.6673
473.992 36.8441
474.015 35.1067
474.038 33.4385
474.061 31.8521
474.084 30.3320
474.107 28.8892
474.131 27.5092
474.154 26.2018
474.177 24.9534
474.200 23.7725
474.223 22.6467
474.246 21.5833
474.269 20.5751
474.292 19.6198
474.329 18.2164
474.365 16.9298
474.402 15.7518
474.438 14.6767
474.474 13.6910
474.511 12.7925
474.547 11.9692
474.583 11.2189
474.620 10.5314
474.656 9.90287
474.693 9.32805
474.729 8.80329
474.765 8.32116
474.802 7.88015
474.838 7.47400
474.874 7.10151
474.911 6.75748
474.947 6.44012
474.983 6.14687
475.020 5.87612
475.056 5.62431
475.093 5.39034
475.129 5.17254
475.165 4.96993
475.202 4.78006
475.238 4.60230
475.274 4.43559
475.311 4.27936
475.347 4.13190
475.383 3.99325
475.456 3.73811
475.522 3.52873
475.588 3.33847
475.655 3.16459
475.721 3.00510
475.787 2.85809
475.853 2.72258
475.919 2.59711
475.985 2.48064
476.051 2.37213
476.117 2.27110
476.184 2.17671
476.250 2.08836
476.316 2.00552
476.382 1.92771
476.448 1.85453
476.514 1.78559
476.587 1.71419
476.660 1.64722
476.732 1.58414
476.805 1.52482
476.878 1.46880
476.951 1.41597
477.096 1.31876
477.241 1.23143
477.387 1.15272
477.532 1.08152
477.678 1.01692
477.777 0.976196
477.876 0.937934
477.975 0.901936
478.075 0.868025
478.174 0.836039
478.273 0.805835
478.471 0.750279
478.670 0.700384
478.868 0.655438
479.066 0.614758
479.265 0.577852
479.410 0.552895
479.556 0.529559
479.701 0.507706
479.847 0.487227
479.992 0.467982
480.138 0.449900
480.283 0.432864
480.428 0.416817
480.574 0.401663
480.719 0.387347
481.010 0.360998
481.301 0.337334
481.592 0.316002
481.883 0.296697
482.174 0.279182
482.465 0.263232
482.756 0.248674
483.047 0.235346
483.338 0.223121
483.629 0.211879
483.920 0.201515
484.211 0.191935
484.502 0.183064
484.792 0.174828
485.083 0.167168
485.374 0.160032
485.665 0.153378
485.956 0.147162
486.247 0.141347
486.538 0.135898
486.829 0.130788
487.120 0.125987
487.411 0.121473
487.702 0.117220
487.993 0.113212
488.574 0.105855
489.156 0.0992732
489.738 0.0933627
490.320 0.0880358
490.902 0.0832195
491.484 0.0788497
492.066 0.0748747
492.648 0.0712478
493.229 0.0679329
493.653 0.0656997
494.076 0.0636038
494.922 0.0597706
495.768 0.0563513
496.615 0.0532973
497.461 0.0505610
498.307 0.0481021
499.154 0.0458861
500.000 0.0438856
500.685 0.0424061
501.370 0.0410370
502.054 0.0397694
502.739 0.0385955
503.424 0.0375069
504.109 0.0364973
505.478 0.0346905
506.848 0.0331341
508.217 0.0317964
509.587 0.0306535
510.956 0.0296878
511.828 0.0291602
512.699 0.0286984
513.571 0.0283020
514.442 0.0279721
515.314 0.0277112
516.185 0.0275239
517.057 0.0274174
517.928 0.0274021
518.924 0.0275160
519.920 0.0278025
520.916 0.0283114
521.912 0.0291112
522.535 0.0298146
523.157 0.0307345
523.780 0.0319339
524.402 0.0335054
525.025 0.0355886
525.336 0.0368846
525.647 0.0383955
525.959 0.0401687
526.270 0.0422655
526.581 0.0447715
526.892 0.0477991
527.172 0.0510990
527.453 0.0550993
527.733 0.0600138
528.013 0.0661478
528.153 0.0698077
528.293 0.0739609
528.433 0.0787064
528.573 0.0841678
528.713 0.0905228
528.853 0.0979954
528.993 0.106929
529.133 0.117806
529.203 0.124209
529.273 0.131408
529.343 0.139594
529.413 0.148957
529.484 0.159800
529.554 0.172443
529.624 0.187345
529.694 0.205068
529.764 0.226353
529.834 0.252020
529.869 0.266838
529.904 0.283182
529.939 0.301226
529.974 0.321159
530.009 0.343254
530.044 0.367611
530.079 0.394535
530.114 0.424287
530.149 0.457151
530.184 0.493430
530.219 0.533445
530.254 0.577536
530.293 0.631904
530.332 0.692133
530.371 0.758889
530.409 0.832725
530.448 0.914203
530.487 1.00389
530.526 1.10236
530.565 1.21017
530.604 1.32784
530.643 1.45590
530.682 1.59479
530.721 1.74494
530.760 1.90668
530.798 2.08028
530.837 2.26590
530.876 2.46361
530.919 2.69502
530.962 2.94072
531.005 3.20023
531.047 3.47283
531.090 3.75758
531.133 4.05328
531.219 4.67148
531.421 6.19180
531.507 6.81018
531.549 7.10285
531.592 7.37992
531.643 7.68500
531.693 7.96048
531.736 8.16718
531.779 8.34724
531.822 8.49857
531.865 8.61936
531.916 8.72268
531.968 8.77734
532.000 8.78634
532.008 8.78564
532.034 8.77514
532.060 8.75214
532.112 8.66931
532.163 8.54040
532.215 8.36696
532.267 8.14465
532.320 7.88264
532.373 7.58454
532.426 7.25648
532.508 6.70131
532.589 6.10647
532.801 4.52205
532.851 4.15824
532.902 3.80686
532.952 3.47037
533.003 3.15138
533.053 2.85013
533.104 2.56886
533.129 2.43518
533.154 2.30707
533.179 2.18402
533.205 2.06602
533.243 1.89543
533.281 1.73681
533.320 1.58905
533.358 1.45260
533.397 1.32634
533.435 1.21049
533.474 1.10395
533.512 1.00677
533.551 0.917901
533.589 0.837260
533.628 0.763883
533.666 0.697608
533.704 0.637560
533.743 0.583536
533.781 0.534758
533.820 0.491009
533.853 0.456296
533.887 0.424814
533.921 0.396109
533.954 0.370103
533.988 0.346406
534.022 0.324941
534.055 0.305381
534.089 0.287654
534.156 0.256815
534.224 0.231225
534.291 0.209889
534.358 0.192015
534.425 0.176889
534.493 0.164006
534.560 0.152937
534.627 0.143342
534.695 0.134951
534.762 0.127552
534.896 0.115091
535.031 0.104963
535.166 0.0965502
535.300 0.0894385
535.435 0.0833483
535.569 0.0780680
535.704 0.0734534
535.838 0.0693907
535.973 0.0657934
536.242 0.0597120
536.511 0.0547926
536.780 0.0507450
537.050 0.0473717
537.280 0.0449048
537.511 0.0427576
537.972 0.0392200
538.434 0.0364485
538.895 0.0342363
539.472 0.0320406
540.049 0.0303038
540.625 0.0289061
541.202 0.0277674
541.779 0.0268280
542.356 0.0260461
542.932 0.0253915
543.509 0.0248393
544.663 0.0239519
545.816 0.0232848
546.970 0.0227808
548.123 0.0223973
549.200 0.0221224
550.276 0.0219109
552.430 0.0216424
554.583 0.0215065
556.736 0.0214786
558.428 0.0215193
560.120 0.0216035
563.503 0.0218884
566.887 0.0223114
570.270 0.0228648
573.654 0.0235428
577.038 0.0243579
580.421 0.0253231
583.805 0.0264623
585.881 0.0272687
587.957 0.0281750
590.034 0.0292034
592.110 0.0303682
593.148 0.0310324
594.186 0.0317595
595.224 0.0325626
596.263 0.0334598
597.301 0.0344765
598.339 0.0356483
599.377 0.0370212
600.415 0.0386683
601.338 0.0404806
601.799 0.0415512
602.261 0.0427620
602.722 0.0441445
603.184 0.0457394
603.645 0.0476005
604.106 0.0498042
604.491 0.0519816
604.875 0.0545625
605.260 0.0576668
605.644 0.0614603
606.029 0.0661830
606.221 0.0689999
606.413 0.0721970
606.606 0.0758566
606.798 0.0800765
606.990 0.0849949
607.182 0.0907859
607.375 0.0977037
607.567 0.106099
607.759 0.116532
607.855 0.122770
607.951 0.129899
608.048 0.138152
608.144 0.147819
608.240 0.159326
608.336 0.173251
608.432 0.190405
608.528 0.211835
608.576 0.224612
608.624 0.239015
608.672 0.255364
608.720 0.273886
608.773 0.297255
608.826 0.324223
608.879 0.355370
608.932 0.391283
608.985 0.432833
609.038 0.480774
609.091 0.536006
609.143 0.599378
609.170 0.634615
609.196 0.672181
609.223 0.712502
609.249 0.755419
609.276 0.801406
609.302 0.850264
609.328 0.902312
609.355 0.957704
609.381 1.01682
609.408 1.07936
609.434 1.14571
609.461 1.21599
609.487 1.29065
609.513 1.36926
609.540 1.45223
609.566 1.53968
609.593 1.63209
609.619 1.72887
609.646 1.83084
609.672 1.93732
609.699 2.04919
609.725 2.16565
609.751 2.28714
609.778 2.41370
609.831 2.68248
609.884 2.97123
609.936 3.27929
609.989 3.60491
610.028 3.85290
610.066 4.10831
610.143 4.64033
610.297 5.75393
610.403 6.51924
610.456 6.88881
610.508 7.24275
610.566 7.60690
610.624 7.94094
610.677 8.21683
610.729 8.45887
610.782 8.66332
610.835 8.82670
610.890 8.95050
610.945 9.02558
611.000 9.05063
611.008 9.05000
611.034 9.04068
611.059 9.02029
611.111 8.94684
611.162 8.83050
611.214 8.67315
611.281 8.40787
611.334 8.15655
611.387 7.87256
611.450 7.49981
611.513 7.09498
611.619 6.35689
611.725 5.58560
611.807 4.98906
611.890 4.40800
611.972 3.85428
612.013 3.59097
612.054 3.33771
612.112 2.99798
612.141 2.83669
612.170 2.68182
612.199 2.53241
612.228 2.38905
612.257 2.25177
612.285 2.12102
612.314 1.99585
612.343 1.87667
612.372 1.76340
612.401 1.65630
612.430 1.55451
612.459 1.45859
612.488 1.36771
612.517 1.28236
612.544 1.20824
612.570 1.13823
612.597 1.07218
612.623 1.01017
612.650 0.951584
612.677 0.896705
612.703 0.844966
612.730 0.796602
612.756 0.751096
612.783 0.708639
612.809 0.668763
612.836 0.631624
612.862 0.596797
612.889 0.564409
612.942 0.505910
612.995 0.455023
613.048 0.411003
613.101 0.372893
613.155 0.339920
613.208 0.311394
613.261 0.286698
613.314 0.265293
613.367 0.246705
613.418 0.231208
613.468 0.217593
613.519 0.205593
613.570 0.194978
613.671 0.177141
613.773 0.162824
613.874 0.151122
613.975 0.141386
614.077 0.133151
614.178 0.126086
614.280 0.119947
614.381 0.114559
614.584 0.105534
614.787 0.0982783
614.989 0.0923358
615.144 0.0884928
615.395 0.0832399
615.646 0.0789530
615.897 0.0754122
616.148 0.0724599
616.399 0.0699768
616.650 0.0678764
616.901 0.0660908
617.152 0.0645679
617.655 0.0621468
618.157 0.0603626
618.659 0.0590434
619.161 0.0580750
619.624 0.0574254
620.088 0.0569650
621.015 0.0564848
621.788 0.0564296
622.560 0.0566135
623.333 0.0569755
624.105 0.0574822
625.650 0.0588622
627.195 0.0606430
628.740 0.0627624
630.285 0.0651904
631.830 0.0679177
633.375 0.0709473
635.075 0.0746457
636.775 0.0787554
638.474 0.0833163
640.174 0.0883786
641.873 0.0940054
643.573 0.100272
645.272 0.107271
646.122 0.111079
646.972 0.115113
648.517 0.123086
650.062 0.131989
650.835 0.136834
651.607 0.141969
652.380 0.147416
653.152 0.153202
653.925 0.159356
654.697 0.165907
655.470 0.172891
656.242 0.180348
657.015 0.188315
657.787 0.196821
658.560 0.205924
659.332 0.215726
660.182 0.227393
661.032 0.240070
661.882 0.253873
662.731 0.268940
663.581 0.285430
664.431 0.303527
665.281 0.323449
666.130 0.345445
666.980 0.369822
667.830 0.396931
668.255 0.411640
668.680 0.427198
669.105 0.443672
669.530 0.461130
669.954 0.479662
670.379 0.499353
670.804 0.520303
671.229 0.542614
671.654 0.566420
672.079 0.591852
672.504 0.619058
672.929 0.648195
673.392 0.682412
673.856 0.719404
674.319 0.759507
674.783 0.803120
675.208 0.846566
675.632 0.893705
676.057 0.944953
676.482 1.00079
676.907 1.06179
677.332 1.12859
677.757 1.20197
678.182 1.28279
678.568 1.36365
678.954 1.45247
679.341 1.55034
679.534 1.60304
679.727 1.65850
679.920 1.71692
680.113 1.77848
680.306 1.84342
680.499 1.91200
680.693 1.98455
680.886 2.06129
681.079 2.14261
681.272 2.22888
681.484 2.33006
681.697 2.43830
681.909 2.55441
682.122 2.67905
682.334 2.81319
682.547 2.95769
682.759 3.11381
682.971 3.28266
683.184 3.46584
683.396 3.66485
683.609 3.88178
683.715 3.99755
683.821 4.11864
683.928 4.24549
684.034 4.37822
684.140 4.51733
684.246 4.66325
684.352 4.81644
684.459 4.97737
684.565 5.14660
684.671 5.32470
684.768 5.49494
684.864 5.67356
684.961 5.86114
685.057 6.05808
685.154 6.26545
685.250 6.48378
685.347 6.71388
685.444 6.95634
685.540 7.21263
685.637 7.48355
685.733 7.77025
685.830 8.07368
685.926 8.39587
686.023 8.73770
686.120 9.10159
686.216 9.48869
686.322 9.94495
686.429 10.4351
686.535 10.9632
686.641 11.5332
686.747 12.1504
686.853 12.8191
686.960 13.5458
687.066 14.3376
687.172 15.2034
687.278 16.1511
687.331 16.6592
687.385 17.1923
687.438 17.7519
687.491 18.3398
687.544 18.9580
687.597 19.6086
687.650 20.2938
687.703 21.0161
687.756 21.7781
687.809 22.5827
687.862 23.4330
687.916 24.3323
687.969 25.2862
688.022 26.2948
688.075 27.3643
688.128 28.4989
688.181 29.7037
688.234 30.9839
688.287 32.3448
688.340 33.7925
688.394 35.3361
688.447 36.9765
688.500 38.7235
688.553 40.5844
688.606 42.5667
688.659 44.6783
688.712 46.9274
688.765 49.3221
688.833 52.5947
688.901 56.1341
688.968 59.9572
689.036 64.0800
689.103 68.5174
689.171 73.2824
689.239 78.3855
689.306 83.8259
689.359 88.3590
689.412 93.0991
689.465 98.0524
689.519 103.215
689.572 108.579
689.625 114.136
689.731 125.777
689.837 138.019
689.943 150.657
690.156 176.205
690.295 192.233
690.365 199.756
690.434 206.814
690.504 213.332
690.573 219.209
690.643 224.361
690.712 228.704
690.784 232.284
690.856 234.878
690.928 236.442
691.000 236.949
691.048 236.694
691.126 235.276
691.204 232.641
691.282 228.843
691.360 223.953
691.438 218.067
691.515 211.294
691.593 203.755
691.671 195.579
691.752 186.605
691.832 177.254
691.993 157.960
692.154 138.725
692.234 129.401
692.315 120.387
692.398 111.402
692.482 102.890
692.565 94.8781
692.649 87.3896
692.733 80.4338
692.816 74.0082
692.900 68.1008
692.983 62.6920
693.067 57.7510
693.151 53.2606
693.234 49.1832
693.318 45.4866
693.402 42.1347
693.485 39.1038
693.569 36.3597
693.652 33.8741
693.710 32.3113
693.767 30.8515
693.824 29.4846
693.881 28.2037
693.938 27.0005
693.995 25.8733
694.052 24.8144
694.109 23.8188
694.166 22.8803
694.223 21.9978
694.280 21.1656
694.337 20.3802
694.394 19.6382
694.451 18.9365
694.565 17.6430
694.648 16.7771
694.732 15.9754
694.816 15.2308
694.899 14.5380
694.983 13.8915
695.067 13.2886
695.150 12.7248
695.234 12.1967
695.317 11.7008
695.401 11.2355
695.485 10.7979
695.568 10.3857
695.652 9.99702
695.735 9.63007
695.819 9.28323
695.903 8.95504
696.070 8.34908
696.237 7.80331
696.405 7.30993
696.572 6.86264
696.739 6.45537
696.906 6.08386
697.074 5.74364
697.241 5.43161
697.385 5.18215
697.530 4.94979
697.674 4.73269
697.819 4.52980
697.963 4.33963
698.107 4.16137
698.252 3.99392
698.396 3.83641
698.541 3.68798
698.685 3.54811
698.830 3.41607
698.974 3.29129
699.263 3.06139
699.552 2.85489
699.719 2.74471
699.886 2.64082
700.054 2.54273
700.221 2.45008
700.555 2.27934
700.890 2.12590
701.224 1.98748
701.559 1.86219
701.893 1.74840
702.228 1.64476
702.623 1.53377
703.018 1.43367
703.414 1.34309
703.809 1.26089
704.204 1.18606
704.600 1.11773
704.995 1.05514
705.390 0.997650
705.725 0.952574
706.059 0.910476
706.394 0.871106
706.728 0.834236
707.063 0.799662
707.397 0.767198
707.732 0.736675
708.066 0.707942
708.401 0.680860
708.735 0.655307
709.070 0.631169
709.404 0.608344
710.073 0.566265
710.742 0.528421
711.411 0.494252
712.080 0.463303
712.749 0.435181
713.418 0.409552
714.087 0.386129
714.756 0.364668
715.425 0.344955
716.094 0.326808
716.641 0.313009
717.189 0.300079
717.736 0.287956
718.283 0.276571
718.831 0.265844
719.378 0.255718
719.926 0.246153
720.473 0.237117
721.020 0.228571
721.568 0.220484
722.662 0.205555
723.757 0.192105
724.852 0.179945
725.521 0.173079
726.190 0.166603
726.859 0.160488
727.528 0.154708
728.866 0.144057
730.204 0.134484
731.542 0.125847
732.880 0.118029
734.218 0.110929
735.555 0.104462
737.137 0.0975367
738.718 0.0912918
740.299 0.0856408
741.880 0.0805113
743.462 0.0758438
745.043 0.0716067
746.624 0.0677020
748.205 0.0641154
749.543 0.0613080
750.881 0.0586862
752.219 0.0562341
753.557 0.0539410
754.895 0.0517907
756.233 0.0497705
757.571 0.0478731
758.909 0.0460879
760.247 0.0444042
761.585 0.0428167
764.261 0.0399005
766.937 0.0372892
769.613 0.0349406
772.289 0.0328225
774.965 0.0309044
777.641 0.0291624
780.317 0.0275760
782.993 0.0261265
785.669 0.0247992
788.345 0.0235807
791.021 0.0224592
793.575 0.0214771
796.129 0.0205614
798.684 0.0197124
801.238 0.0189133
803.792 0.0181751
806.346 0.0174865
808.901 0.0168364
811.455 0.0162335
816.564 0.0151319
821.672 0.0141627
826.781 0.0132998
831.890 0.0125294
837.241 0.0118124
842.593 0.0111699
847.945 0.0105941
853.297 0.0100784
858.649 0.00961212
864.001 0.00919289
869.353 0.00881478
874.705 0.00847310
879.084 0.00822020
883.462 0.00798975
887.841 0.00778124
892.220 0.00759493
896.599 0.00743229
900.978 0.00729660
905.356 0.00719429
909.735 0.00713639
914.114 0.00714677
918.493 0.00727582
920.682 0.00741608
922.872 0.00764050
925.061 0.00799832
927.251 0.00857060
928.285 0.00896115
929.318 0.00947794
930.352 0.0101685
931.386 0.0111125
932.420 0.0124381
932.937 0.0133089
933.454 0.0143771
933.971 0.0157126
934.488 0.0174122
935.005 0.0196193
935.522 0.0225566
935.887 0.0252645
936.252 0.0287323
936.617 0.0333088
936.799 0.0361913
936.981 0.0396238
937.164 0.0438016
937.346 0.0490233
937.529 0.0557918
937.711 0.0649285
937.803 0.0707949
937.894 0.0778259
937.985 0.0863401
938.076 0.0967327
938.167 0.109497
938.259 0.125244
938.350 0.144716
938.441 0.168809
938.513 0.191886
938.585 0.219092
938.658 0.251124
938.730 0.288720
938.802 0.332743
938.874 0.383922
938.947 0.443203
939.019 0.511501
939.055 0.549425
939.091 0.589845
939.127 0.632970
939.163 0.678908
939.199 0.727760
939.235 0.779623
939.272 0.834585
939.308 0.892727
939.344 0.954295
939.380 1.01901
939.416 1.08708
939.452 1.15855
939.488 1.23343
939.524 1.31172
939.560 1.39342
939.597 1.47849
939.633 1.56712
939.669 1.65874
939.741 1.85131
939.813 2.05539
939.885 2.26955
939.958 2.49196
940.030 2.72045
940.174 3.18506
940.326 3.66275
940.402 3.88723
940.478 4.09675
940.562 4.30515
940.646 4.48550
940.703 4.59004
940.760 4.67817
940.801 4.73173
940.843 4.77553
940.894 4.81520
940.945 4.83962
941.000 4.84860
941.024 4.84678
941.075 4.83121
941.127 4.79995
941.170 4.76167
941.249 4.66441
941.317 4.55345
941.385 4.41959
941.472 4.22129
941.558 3.99564
941.637 3.76921
941.716 3.52930
941.874 3.02627
942.032 2.52125
942.111 2.27723
942.190 2.04331
942.269 1.82129
942.309 1.71556
942.348 1.61351
942.388 1.51504
942.427 1.42074
942.467 1.33045
942.506 1.24422
942.550 1.15457
942.593 1.07000
942.636 0.990230
942.679 0.915213
942.722 0.844692
942.765 0.778878
942.808 0.717466
942.851 0.660304
942.895 0.607107
942.938 0.557944
942.981 0.512504
943.024 0.470594
943.067 0.432022
943.110 0.396594
943.153 0.364114
943.196 0.334392
943.240 0.307180
943.283 0.282421
943.369 0.239367
943.455 0.203801
943.541 0.174610
943.628 0.150663
943.714 0.131094
943.800 0.115081
943.886 0.101958
944.001 0.0880013
944.116 0.0771561
944.231 0.0686236
944.346 0.0618084
944.461 0.0562724
944.576 0.0516964
944.806 0.0445658
945.036 0.0392245
945.266 0.0350420
945.496 0.0316620
945.726 0.0288703
946.186 0.0245290
946.646 0.0213273
947.106 0.0188867
947.566 0.0169812
948.371 0.0145194
949.176 0.0127814
949.981 0.0114966
950.786 0.0105173
951.590 0.00975492
952.395 0.00914954
954.005 0.00826410
955.960 0.00754081
957.915 0.00703715
959.870 0.00667361
961.824 0.00639991
965.734 0.00602233
969.643 0.00575801
973.553 0.00556548
977.463 0.00541648
985.282 0.00519528
992.641 0.00504122
1000.00 0.00491802
1011.81 0.00476397
1023.61 0.00464328
1035.42 0.00455314
1047.23 0.00447867
1059.03 0.00442707
1070.84 0.00439035
1082.65 0.00436723
1094.45 0.00435775
1108.72 0.00436805
1122.99 0.00439992
1137.25 0.00445430
1151.52 0.00453380
1165.78 0.00463817
1180.05 0.00478406
1187.18 0.00487620
1194.32 0.00498562
1201.45 0.00511850
1208.58 0.00527967
1216.45 0.00552676
1220.39 0.00569432
1224.32 0.00591255
1228.26 0.00621587
1232.19 0.00666638
1234.16 0.00699068
1236.13 0.00743651
1238.10 0.00807137
1240.07 0.00901306
1241.05 0.00967898
1242.03 0.0105627
1243.02 0.0117635
1244.00 0.0134467
1244.49 0.0145577
1244.98 0.0159267
1245.48 0.0176493
1245.97 0.0198681
1246.46 0.0228054
1246.95 0.0268406
1247.20 0.0294780
1247.44 0.0327306
1247.69 0.0368765
1247.94 0.0423833
1248.20 0.0508209
1248.33 0.0566071
1248.46 0.0638766
1248.59 0.0732850
1248.72 0.0855145
1248.85 0.101527
1248.98 0.122380
1249.11 0.149944
1249.18 0.166912
1249.24 0.185996
1249.31 0.208084
1249.37 0.232823
1249.44 0.260860
1249.50 0.292547
1249.57 0.328834
1249.64 0.369005
1249.70 0.413964
1249.77 0.464097
1249.83 0.520688
1249.90 0.582395
1249.96 0.650376
1250.03 0.724946
1250.08 0.797269
1250.14 0.875214
1250.20 0.958899
1250.26 1.04680
1250.32 1.14204
1250.37 1.24306
1250.43 1.34979
1250.49 1.46006
1250.55 1.57751
1250.60 1.69994
1250.66 1.82694
1250.72 1.95575
1250.83 2.22544
1250.95 2.50375
1251.16 3.02442
1251.27 3.27348
1251.38 3.50321
1251.44 3.61831
1251.50 3.72550
1251.55 3.82380
1251.61 3.91089
1251.69 4.01216
1251.76 4.09309
1251.85 4.15656
1251.90 4.18231
1251.95 4.19745
1252.00 4.20189
1252.01 4.20170
1252.04 4.19920
1252.06 4.19405
1252.11 4.17574
1252.19 4.13226
1252.25 4.08237
1252.31 4.01984
1252.39 3.90592
1252.48 3.77002
1252.53 3.68329
1252.60 3.53900
1252.68 3.38482
1252.75 3.22104
1252.82 3.04986
1253.12 2.32884
1253.20 2.14948
1253.27 1.97679
1253.35 1.80971
1253.42 1.64940
1253.47 1.55153
1253.51 1.45896
1253.56 1.36781
1253.61 1.28209
1253.65 1.19817
1253.70 1.11968
1253.75 1.04326
1253.79 0.972160
1253.84 0.903293
1253.88 0.839554
1253.93 0.778118
1253.98 0.721532
1254.02 0.667250
1254.07 0.617485
1254.12 0.570940
1254.16 0.527499
1254.21 0.486192
1254.26 0.448646
1254.35 0.380897
1254.44 0.323132
1254.53 0.274227
1254.63 0.233088
1254.72 0.198682
1254.81 0.170048
1254.91 0.146549
1255.02 0.123330
1255.13 0.105073
1255.24 0.0904670
1255.35 0.0789700
1255.46 0.0697179
1255.57 0.0623576
1255.80 0.0514647
1256.02 0.0439941
1256.24 0.0385984
1256.47 0.0345037
1256.69 0.0312661
1257.14 0.0264219
1257.58 0.0229496
1258.03 0.0203455
1258.47 0.0183367
1259.27 0.0157207
1260.06 0.0138976
1260.85 0.0125786
1261.64 0.0116019
1262.54 0.0107750
1263.43 0.0101415
1265.21 0.00926289
1267.00 0.00871601
1268.78 0.00836680
1270.56 0.00814286
1272.35 0.00800342
1275.91 0.00788847
1279.28 0.00790979
1282.65 0.00801983
1286.02 0.00819248
1289.39 0.00842530
1292.76 0.00871799
1296.13 0.00907538
1299.50 0.00950529
1302.87 0.0100232
1307.23 0.0108665
1309.41 0.0113798
1311.59 0.0119707
1313.77 0.0126558
1315.95 0.0134568
1318.13 0.0144024
1320.31 0.0155269
1322.49 0.0168851
1324.67 0.0185538
1326.85 0.0206329
1327.94 0.0218710
1329.03 0.0232720
1330.02 0.0247155
1331.01 0.0263493
1332.00 0.0282091
1332.99 0.0303393
1333.98 0.0327958
1334.97 0.0356477
1335.96 0.0389836
1336.95 0.0429262
1337.50 0.0454116
1338.04 0.0481633
1338.59 0.0512204
1339.13 0.0546295
1339.68 0.0584472
1340.22 0.0627422
1340.77 0.0675984
1341.31 0.0731192
1341.83 0.0791365
1342.35 0.0860046
1342.87 0.0939094
1343.39 0.103072
1343.92 0.113800
1344.18 0.119845
1344.44 0.126423
1344.70 0.133602
1344.96 0.141457
1345.22 0.150079
1345.48 0.159574
1345.75 0.170623
1346.02 0.182899
1346.29 0.196702
1346.57 0.212185
1346.84 0.229773
1347.11 0.249727
1347.38 0.272684
1347.66 0.299103
1347.89 0.325517
1348.13 0.355763
1348.24 0.372707
1348.36 0.391007
1348.48 0.410827
1348.60 0.432172
1348.72 0.455642
1348.83 0.481342
1348.95 0.509620
1349.07 0.540628
1349.19 0.575428
1349.30 0.614102
1349.42 0.658175
1349.54 0.707999
1349.61 0.740797
1349.68 0.776010
1349.74 0.814487
1349.81 0.856681
1349.88 0.903120
1349.95 0.954414
1350.02 1.01127
1350.08 1.07449
1350.15 1.14611
1350.22 1.22513
1350.29 1.31377
1350.36 1.41341
1350.42 1.52562
1350.49 1.65217
1350.53 1.72145
1350.56 1.79507
1350.59 1.87333
1350.63 1.95652
1350.68 2.08850
1350.73 2.22989
1350.78 2.38758
1350.83 2.55643
1350.88 2.74460
1350.93 2.94587
1350.98 3.16988
1351.02 3.40911
1351.07 3.67487
1351.12 3.95811
1351.17 4.27205
1351.22 4.60579
1351.27 4.97472
1351.32 5.36579
1351.37 5.79675
1351.42 6.25209
1351.46 6.59828
1351.49 6.95193
1351.52 7.32325
1351.56 7.71275
1351.59 8.12095
1351.63 8.54833
1351.66 8.99535
1351.69 9.46246
1351.73 9.95006
1351.76 10.4585
1351.83 11.5392
1351.90 12.7067
1351.97 13.9621
1352.03 15.3261
1352.10 16.7583
1352.17 18.2759
1352.24 19.8753
1352.31 21.5519
1352.37 23.2995
1352.44 25.1101
1352.51 26.9747
1352.57 28.7127
1352.63 30.4774
1352.77 34.3910
1352.91 38.2623
1353.01 40.9769
1353.10 43.5431
1353.17 45.2147
1353.24 46.7477
1353.31 48.1505
1353.38 49.4074
1353.45 50.5042
1353.51 51.4281
1353.58 52.1203
1353.64 52.6407
1353.71 53.0258
1353.78 53.2010
1353.80 53.2139
1353.84 53.1787
1353.91 52.9218
1353.99 52.4198
1354.07 51.6686
1354.14 50.6989
1354.22 49.4820
1354.29 48.0786
1354.37 46.4943
1354.45 44.7510
1354.57 41.6004
1354.70 38.1929
1354.85 33.8329
1355.00 29.4708
1355.08 27.1079
1355.17 24.8365
1355.25 22.6474
1355.33 20.5568
1355.41 18.7165
1355.49 17.0014
1355.56 15.3921
1355.64 13.8915
1355.68 13.1642
1355.72 12.4834
1355.75 11.8300
1355.79 11.2037
1355.83 10.6043
1355.87 10.0315
1355.91 9.48466
1355.94 8.96340
1355.98 8.45441
1356.02 7.98316
1356.06 7.53562
1356.10 7.11110
1356.13 6.70887
1356.17 6.32819
1356.21 5.96829
1356.25 5.62840
1356.29 5.29953
1356.33 4.99774
1356.36 4.71355
1356.40 4.44618
1356.44 4.19485
1356.48 3.95877
1356.52 3.73720
1356.55 3.52938
1356.59 3.36452
1356.62 3.21322
1356.65 3.06983
1356.68 2.93397
1356.71 2.80126
1356.74 2.67964
1356.77 2.56451
1356.80 2.45555
1356.84 2.34922
