Ne-22(n,tot) ENDFB-8.0
Energy(eV) XS(b)
9.18120E+06 1.70277
9.27125E+06 1.70108
9.35293E+06 1.69961
9.50000E+06 1.69708
1.00000E+07 1.69005
1.00257E+07 1.68978
1.00258E+07 1.68978
1.00990E+07 1.68901
1.02709E+07 1.68733
1.04960E+07 1.68534
1.04960E+07 1.68534
1.04997E+07 1.68531
1.05000E+07 1.68531
1.05709E+07 1.68419
1.08203E+07 1.68045
1.08396E+07 1.68017
1.08397E+07 1.68017
1.10000E+07 1.68280
1.12376E+07 1.68250
1.15000E+07 1.68239
1.19812E+07 1.68385
1.20000E+07 1.68392
1.21983E+07 1.68513
1.25000E+07 1.68714
1.26035E+07 1.68807
1.30000E+07 1.69180
1.31862E+07 1.69394
1.35000E+07 1.69764
1.36232E+07 1.69927
1.36397E+07 1.69950
1.38114E+07 1.70181
1.39324E+07 1.70345
1.40000E+07 1.70437
1.40311E+07 1.70483
1.45000E+07 1.71175
1.47911E+07 1.71627
1.50000E+07 1.71952
1.53495E+07 1.72513
1.53496E+07 1.72513
1.54494E+07 1.72673
1.54750E+07 1.72714
1.55000E+07 1.72754
1.55685E+07 1.72863
1.57730E+07 1.73187
1.59663E+07 1.73490
1.59663E+07 1.73490
1.60000E+07 1.73543
1.62546E+07 1.73944
1.64289E+07 1.74215
1.65000E+07 1.74325
1.65972E+07 1.74473
1.66738E+07 1.74590
1.67159E+07 1.74653
1.69377E+07 1.74984
1.70000E+07 1.75076
1.75000E+07 1.75792
1.78146E+07 1.76220
1.80000E+07 1.76464
1.84455E+07 1.77023
1.84455E+07 1.77023
1.85000E+07 1.77089
1.90000E+07 1.77660
1.95000E+07 1.78180
1.95376E+07 1.78217
1.95376E+07 1.78217
2.00000E+07 1.78643
2.10000E+07 1.79413
2.20000E+07 1.79975
2.21128E+07 1.80017
2.24266E+07 1.80132
2.28575E+07 1.80291
2.30000E+07 1.80343
2.36295E+07 1.80458
2.38253E+07 1.80494
2.40000E+07 1.80526
2.44393E+07 1.80531
2.44567E+07 1.80531
2.50000E+07 1.80537
2.51758E+07 1.80509
2.52830E+07 1.80493
2.60000E+07 1.80381
2.66958E+07 1.80169
2.67833E+07 1.80142
2.70000E+07 1.80076
2.74946E+07 1.79851
2.76096E+07 1.79799
2.80000E+07 1.79622
2.89708E+07 1.79050
2.90000E+07 1.79033
3.00000E+07 1.78312
3.00000E+07 1.78233
3.00000E+07 1.78233
3.10000E+07 1.77413
3.20000E+07 1.76451
3.30000E+07 1.75418
3.40000E+07 1.74260
3.50000E+07 1.73043
3.60000E+07 1.71721
3.70000E+07 1.70355
3.80000E+07 1.68898
3.90000E+07 1.67410
4.00000E+07 1.65847
4.10000E+07 1.64262
4.20000E+07 1.62618
4.30000E+07 1.60962
4.40000E+07 1.59257
4.50000E+07 1.57549
4.60000E+07 1.55803
4.70000E+07 1.54062
4.80000E+07 1.52291
4.90000E+07 1.50531
5.00000E+07 1.48750
5.10000E+07 1.46984
5.20000E+07 1.45204
5.30000E+07 1.43444
5.40000E+07 1.41674
5.50000E+07 1.39928
5.60000E+07 1.38173
5.70000E+07 1.36448
5.80000E+07 1.34724
5.90000E+07 1.33027
6.00000E+07 1.31334
6.10000E+07 1.29685
6.20000E+07 1.28044
6.30000E+07 1.26410
6.40000E+07 1.24786
6.50000E+07 1.23172
6.60000E+07 1.21618
6.70000E+07 1.20076
6.80000E+07 1.18546
6.90000E+07 1.17030
7.00000E+07 1.15527
7.10000E+07 1.14080
7.20000E+07 1.12648
7.30000E+07 1.11231
7.40000E+07 1.09829
7.50000E+07 1.08443
7.60000E+07 1.07108
7.70000E+07 1.05802
7.80000E+07 1.04499
7.90000E+07 1.03225
8.00000E+07 1.01955
8.10000E+07 1.00746
8.20000E+07 0.995653
8.30000E+07 0.983884
8.40000E+07 0.972404
8.50000E+07 0.960959
8.60000E+07 0.949673
8.70000E+07 0.938673
8.80000E+07 0.927703
8.90000E+07 0.917017
9.00000E+07 0.906360
9.10000E+07 0.896327
9.20000E+07 0.886574
9.30000E+07 0.876844
9.40000E+07 0.867388
9.50000E+07 0.857954
9.60000E+07 0.848663
9.70000E+07 0.839641
9.80000E+07 0.830636
9.90000E+07 0.821891
1.00000E+08 0.813161
1.02000E+08 0.796941
1.04000E+08 0.781122
1.06000E+08 0.765929
1.08000E+08 0.751225
1.10000E+08 0.736992
1.12000E+08 0.723646
1.14000E+08 0.710859
1.16000E+08 0.698493
1.18000E+08 0.686421
1.20000E+08 0.674856
1.22000E+08 0.664122
1.24000E+08 0.653640
1.26000E+08 0.643621
1.28000E+08 0.633937
1.30000E+08 0.624467
1.32000E+08 0.615735
1.34000E+08 0.607301
1.36000E+08 0.599049
1.38000E+08 0.591179
1.40000E+08 0.583573
1.42000E+08 0.576418
1.44000E+08 0.569610
1.46000E+08 0.563036
1.48000E+08 0.556591
1.50000E+08 0.550464
1.52000E+08 0.544664
1.54000E+08 0.539165
1.56000E+08 0.533858
1.58000E+08 0.528645
1.60000E+08 0.523707
1.62000E+08 0.519178
1.64000E+08 0.514723
1.66000E+08 0.510523
1.68000E+08 0.506388
1.70000E+08 0.502496
1.72000E+08 0.498747
1.74000E+08 0.495052
1.76000E+08 0.491582
1.78000E+08 0.488155
1.80000E+08 0.484946
1.82000E+08 0.482019
1.84000E+08 0.479302
1.86000E+08 0.476701
1.88000E+08 0.474128
1.90000E+08 0.471753
1.92000E+08 0.469399
1.94000E+08 0.467238
1.96000E+08 0.465180
1.98000E+08 0.463138
2.00000E+08 0.461280
