Au-197(n,g) ENDFB-8.0
186.446 0.704724
186.580 0.752997
186.646 0.779349
186.713 0.807340
186.779 0.837109
186.846 0.868810
186.949 0.922040
187.052 0.980962
187.155 1.04654
187.258 1.11966
187.309 1.15949
187.361 1.20172
187.412 1.24653
187.464 1.29405
187.515 1.34472
187.567 1.39872
187.618 1.45634
187.670 1.51781
187.736 1.60393
187.803 1.69823
187.869 1.80179
187.936 1.91587
188.003 2.04196
188.069 2.18184
188.136 2.33762
188.169 2.42224
188.202 2.51184
188.236 2.60681
188.269 2.70760
188.302 2.81470
188.336 2.92866
188.369 3.05011
188.402 3.17971
188.435 3.31824
188.469 3.46657
188.502 3.62566
188.535 3.79663
188.569 3.98072
188.602 4.17938
188.635 4.39424
188.669 4.62721
188.702 4.88049
188.735 5.15665
188.769 5.45966
188.802 5.79131
188.835 6.15672
188.868 6.56107
188.902 7.01068
188.935 7.51333
188.952 7.78835
188.968 8.07877
188.985 8.38972
189.002 8.71931
189.026 9.24074
189.050 9.81757
189.074 10.4589
189.098 11.1756
189.115 11.7211
189.132 12.3102
189.148 12.9560
189.165 13.6574
189.182 14.4303
189.198 15.2743
189.215 16.2092
189.232 17.2350
189.248 18.3766
189.265 19.6343
189.282 21.0392
189.298 22.5919
189.307 23.4430
189.315 24.3306
189.323 25.2673
189.332 26.2559
189.340 27.3122
189.348 28.4143
189.357 29.5776
189.365 30.8054
189.374 32.2299
189.383 33.7408
189.392 35.3430
189.401 37.0415
189.410 38.8416
189.419 40.7485
189.429 42.7675
189.438 44.8802
189.447 47.1388
189.456 49.5262
189.465 52.0481
189.474 54.6799
189.483 57.4858
189.492 60.4428
189.501 63.5562
189.510 66.7944
189.519 69.9638
189.527 73.2386
189.535 76.6592
189.543 80.2289
189.552 83.9963
189.560 87.8744
189.568 91.9096
189.577 96.1038
189.585 100.512
189.593 105.030
189.610 114.554
189.627 124.790
189.643 135.603
189.654 142.833
189.665 150.307
189.675 158.016
189.686 165.948
189.707 182.427
189.728 199.609
189.745 213.533
189.762 227.695
189.795 256.211
189.828 284.272
189.861 310.716
189.878 323.083
189.895 334.570
189.911 345.176
189.928 354.647
189.944 362.885
189.961 369.848
189.977 375.447
189.994 379.608
190.014 382.640
190.034 383.445
190.042 383.137
190.059 381.236
190.076 377.699
190.094 372.534
190.111 365.877
190.124 359.548
190.138 352.426
190.152 344.526
190.165 335.915
190.192 316.993
190.219 296.132
190.251 269.981
190.283 242.954
190.309 220.592
190.335 198.769
190.361 177.772
190.387 157.899
190.400 148.421
190.413 139.305
190.426 130.567
190.439 122.282
190.453 114.330
190.466 106.837
190.479 99.6875
190.492 92.9897
190.502 88.0554
190.512 83.3532
190.522 78.8786
190.532 74.6268
190.542 70.5923
190.552 66.7690
190.562 63.1503
190.572 59.7295
190.583 56.4992
190.593 53.4522
190.603 50.5810
190.613 47.8778
190.623 45.3350
190.633 42.9451
190.643 40.7003
190.653 38.6135
190.666 36.0723
190.679 33.7350
190.692 31.5867
190.705 29.6274
190.719 27.8134
190.732 26.1596
190.745 24.6285
190.758 23.2323
190.771 21.9389
190.784 20.7495
190.797 19.6550
190.810 18.6544
190.823 17.7245
190.836 16.8725
190.849 16.0788
190.862 15.3497
190.875 14.6686
190.888 14.0364
190.901 13.4487
190.914 12.9055
190.928 12.3948
190.941 11.9212
190.954 11.4744
190.967 11.0587
190.980 10.6653
190.993 10.2953
191.019 9.62032
191.045 9.01749
191.071 8.47602
191.097 7.98535
191.123 7.54199
191.150 7.13800
191.176 6.76845
191.202 6.42795
191.228 6.11561
191.254 5.82710
191.280 5.55990
191.306 5.31090
191.332 5.08012
191.359 4.86493
191.385 4.66388
191.411 4.47571
191.437 4.29929
191.463 4.13362
191.489 3.97782
191.515 3.83056
191.541 3.69222
191.567 3.56161
191.594 3.43813
191.646 3.21012
191.698 3.00543
191.750 2.82023
191.803 2.65271
191.855 2.50007
191.907 2.36111
191.947 2.26175
191.988 2.16884
192.028 2.08183
192.069 2.00042
192.109 1.92375
192.149 1.85165
192.190 1.78373
192.230 1.71985
192.311 1.60222
192.392 1.49702
192.472 1.40233
192.553 1.31697
192.605 1.26602
192.658 1.21826
192.710 1.17327
192.762 1.13098
192.814 1.09105
192.867 1.05343
192.971 0.984193
193.076 0.922128
193.180 0.866271
193.285 0.815817
193.389 0.770130
193.460 0.741342
193.531 0.714365
193.603 0.688981
193.674 0.665135
193.816 0.621466
193.959 0.582569
194.101 0.547703
194.244 0.516334
194.386 0.488007
194.529 0.462365
194.633 0.445056
194.738 0.428899
194.842 0.413794
194.947 0.399652
195.051 0.386392
195.156 0.373943
195.365 0.351225
195.574 0.331050
195.783 0.313054
195.992 0.296934
196.201 0.282446
196.343 0.273386
196.486 0.264926
196.771 0.249605
197.056 0.236146
197.341 0.224283
197.626 0.213733
197.910 0.204306
198.195 0.195864
198.480 0.188286
198.860 0.179335
199.240 0.171513
199.620 0.164648
200.000 0.158600
200.264 0.154827
200.527 0.151364
201.054 0.145257
201.581 0.140114
202.108 0.135807
202.635 0.132183
203.161 0.129221
203.688 0.126890
204.215 0.125181
204.777 0.124211
205.058 0.124112
205.339 0.124334
205.620 0.124956
205.901 0.126092
206.182 0.127912
206.323 0.129169
206.463 0.130729
206.604 0.132664
206.744 0.135063
206.885 0.138051
207.025 0.141800
207.166 0.146561
207.271 0.151015
207.376 0.156468
207.482 0.163234
207.535 0.167241
207.587 0.171751
207.631 0.175980
207.675 0.180683
207.719 0.185949
207.763 0.191877
207.807 0.198591
207.851 0.206250
207.895 0.215065
207.938 0.225315
207.978 0.236112
208.018 0.248751
208.057 0.263799
208.097 0.282016
208.116 0.292661
208.136 0.304475
208.156 0.317781
208.176 0.332684
208.195 0.349622
208.215 0.368755
208.235 0.390668
208.255 0.415593
208.272 0.440917
208.290 0.469564
208.307 0.502010
208.325 0.538562
208.342 0.580225
208.360 0.627166
208.378 0.680625
208.395 0.740752
208.413 0.809049
208.430 0.886064
208.439 0.928124
208.448 0.972707
208.457 1.01993
208.465 1.06933
208.474 1.12217
208.483 1.17800
208.492 1.23696
208.500 1.29843
208.509 1.36394
208.518 1.43291
208.527 1.50546
208.536 1.58081
208.544 1.66078
208.553 1.74463
208.562 1.83244
208.571 1.92429
208.580 2.02025
208.588 2.12039
208.606 2.33210
208.623 2.56207
208.641 2.80770
208.659 3.07154
208.676 3.35006
208.694 3.64559
208.711 3.95359
208.735 4.39990
208.760 4.86515
208.808 5.82399
208.839 6.43069
208.869 7.01285
208.893 7.44128
208.918 7.83208
208.942 8.17445
208.966 8.46154
208.975 8.55109
208.988 8.66740
209.001 8.76319
209.014 8.83920
209.026 8.89367
209.040 8.92753
209.053 8.93847
209.076 8.90343
209.099 8.80174
209.118 8.66864
209.138 8.47801
209.158 8.24342
209.179 7.96695
209.199 7.65626
209.227 7.18492
209.254 6.67220
209.295 5.87490
209.336 5.06720
209.358 4.63651
209.376 4.28595
209.395 3.94729
209.410 3.68642
209.424 3.43549
209.439 3.19526
209.454 2.96630
209.469 2.74903
209.484 2.54372
209.498 2.35047
209.513 2.17049
209.526 2.02115
209.539 1.88193
209.552 1.75145
209.565 1.62948
209.578 1.51488
209.591 1.40911
209.604 1.31093
209.617 1.21999
209.626 1.15870
209.635 1.10145
209.644 1.04686
209.654 0.995945
209.663 0.947478
209.672 0.902357
209.681 0.859913
209.690 0.820013
209.700 0.782135
209.709 0.746965
209.727 0.682675
209.746 0.626192
209.764 0.576878
209.779 0.541632
209.794 0.509907
209.809 0.481348
209.823 0.455793
209.838 0.432599
209.853 0.411676
209.868 0.392780
209.883 0.375799
209.897 0.360304
209.912 0.346239
209.942 0.321853
209.971 0.301411
210.001 0.284218
210.030 0.269505
210.060 0.256828
210.090 0.245798
210.119 0.236141
210.149 0.227557
210.178 0.219922
210.237 0.206842
210.289 0.197289
210.341 0.189131
210.393 0.182064
210.444 0.175913
210.496 0.170498
210.548 0.165720
210.599 0.161470
210.651 0.157671
210.747 0.151598
210.843 0.146556
210.939 0.142318
211.035 0.138724
211.132 0.135641
211.228 0.132984
211.324 0.130674
211.420 0.128658
211.612 0.125325
211.804 0.122711
211.996 0.120621
212.188 0.118928
212.513 0.116737
212.838 0.115167
213.164 0.114041
213.489 0.113251
214.139 0.112332
214.789 0.112054
215.719 0.112446
216.649 0.113516
217.578 0.115133
218.508 0.117285
219.438 0.119965
220.368 0.123212
221.297 0.127079
222.227 0.131652
222.920 0.135595
223.614 0.140062
224.307 0.145129
225.000 0.150895
225.693 0.157450
226.387 0.164970
227.080 0.173677
227.427 0.178539
227.773 0.183788
228.250 0.191718
228.726 0.200588
229.203 0.210554
229.680 0.221808
230.156 0.234587
230.395 0.241636
230.633 0.249180
230.871 0.257269
231.110 0.265957
231.348 0.275305
231.586 0.285385
231.868 0.298347
232.149 0.312556
232.431 0.328198
232.713 0.345534
232.994 0.364826
233.276 0.386340
233.558 0.410439
233.839 0.437562
234.078 0.463272
234.316 0.491924
234.554 0.523992
234.792 0.560050
234.912 0.579797
235.031 0.600798
235.150 0.623202
235.269 0.647098
235.388 0.672664
235.507 0.700016
235.627 0.729369
235.746 0.760868
235.887 0.801230
236.027 0.845315
236.168 0.893661
236.309 0.946869
236.450 1.00568
236.591 1.07081
236.731 1.14325
236.872 1.22413
236.991 1.30021
237.111 1.38424
237.230 1.47754
237.349 1.58136
237.408 1.63781
237.468 1.69756
237.528 1.76090
237.587 1.82800
237.647 1.89940
237.706 1.97536
237.766 2.05627
237.825 2.14243
237.912 2.27864
237.999 2.42890
238.085 2.59564
238.172 2.78097
238.215 2.88182
238.259 2.98830
238.302 3.10112
238.345 3.22081
238.389 3.34824
238.432 3.48347
238.475 3.62750
238.519 3.78113
238.581 4.02243
238.644 4.28839
238.707 4.58354
238.769 4.91131
238.801 5.08979
238.832 5.27805
238.863 5.47747
238.895 5.68899
238.926 5.91438
238.957 6.15335
238.989 6.40788
239.020 6.67941
239.059 7.04108
239.097 7.43366
239.136 7.86329
239.174 8.33254
239.213 8.84955
239.252 9.41846
239.290 10.0505
239.329 10.7524
239.348 11.1360
239.368 11.5404
239.387 11.9696
239.406 12.4260
239.426 12.9120
239.445 13.4308
239.464 13.9856
239.484 14.5802
239.501 15.1678
239.519 15.7931
239.537 16.4638
239.554 17.1847
239.572 17.9660
239.590 18.8052
239.608 19.7136
239.625 20.6994
239.643 21.7781
239.661 22.9478
239.670 23.5762
239.679 24.2261
239.687 24.9140
239.696 25.6262
239.705 26.3807
239.714 27.1627
239.723 27.9920
239.732 28.8522
239.741 29.7652
239.749 30.7130
239.758 31.7198
239.767 32.7657
239.776 33.8773
239.785 35.0327
239.794 36.2614
239.802 37.5391
239.811 38.8982
239.820 40.3119
239.829 41.8161
239.838 43.3810
239.847 45.0461
239.856 46.7783
239.864 48.6214
239.873 50.5384
239.882 52.5776
239.891 54.6980
239.900 56.9527
239.909 59.2961
239.918 61.7865
239.926 64.4034
239.935 67.1523
239.944 70.0053
239.953 73.0328
239.962 76.1723
239.971 79.5007
239.980 82.9486
239.988 86.5999
239.997 90.3779
240.006 94.3739
240.015 98.5032
240.024 102.865
240.033 107.366
240.042 112.113
240.050 117.005
240.059 122.156
240.068 127.515
240.077 133.088
240.086 138.810
240.095 144.815
240.104 150.969
240.121 164.008
240.139 178.015
240.157 192.831
240.174 208.517
240.192 225.047
240.213 245.696
240.234 267.276
240.255 289.763
240.276 313.005
240.311 353.574
240.347 394.722
240.382 435.308
240.418 473.705
240.435 491.671
240.453 508.574
240.471 524.235
240.488 538.488
240.507 551.775
240.525 563.112
240.544 572.476
240.563 579.648
240.588 585.916
240.614 587.695
240.617 587.604
240.627 586.862
240.637 585.459
240.657 580.651
240.677 573.250
240.697 563.369
240.716 551.487
240.736 537.550
240.755 521.747
240.774 504.381
240.794 484.990
240.814 464.343
240.834 442.700
240.854 420.319
240.894 374.239
240.934 328.236
240.961 297.627
240.988 268.194
241.015 240.280
241.029 226.978
241.042 214.238
241.062 196.344
241.082 179.541
241.102 163.851
241.122 149.280
241.142 135.817
241.152 129.462
241.162 123.436
241.172 117.612
241.182 112.101
241.192 106.786
241.202 101.767
241.212 96.9358
241.222 92.3367
241.232 87.9627
241.241 83.8465
241.251 79.8974
241.261 76.1866
241.271 72.6313
241.281 69.2950
241.291 66.1023
241.301 63.0801
241.311 60.2206
241.321 57.5426
241.331 54.9846
241.341 52.5905
241.351 50.3051
241.361 48.1672
241.371 46.2065
241.380 44.3695
241.390 42.6298
241.399 40.9824
241.409 39.4222
241.418 37.9446
241.428 36.5449
241.437 35.2189
241.456 32.7714
241.475 30.5713
241.494 28.5908
241.513 26.8049
241.532 25.1912
241.551 23.7299
241.570 22.4036
241.589 21.1965
241.608 20.0952
241.627 19.0876
241.646 18.1631
241.665 17.3126
241.685 16.4885
241.705 15.7329
241.725 15.0345
241.745 14.3873
241.765 13.7830
241.785 13.2230
241.805 12.7002
241.824 12.2110
241.844 11.7502
241.864 11.3196
241.884 10.9143
241.904 10.5323
241.944 9.83068
241.984 9.20184
242.013 8.78344
242.042 8.39478
242.071 8.03293
242.100 7.69648
242.129 7.38088
242.158 7.08636
242.187 6.80913
242.215 6.54957
242.244 6.30452
242.273 6.07365
242.302 5.85586
242.331 5.65083
242.389 5.27265
242.447 4.93287
242.487 4.71836
242.527 4.51868
242.567 4.33154
242.607 4.15677
242.646 3.99246
242.686 3.83856
242.726 3.69383
242.766 3.55754
242.806 3.42874
242.846 3.30747
242.925 3.08446
243.005 2.88422
243.084 2.70417
243.164 2.54128
243.244 2.39360
243.324 2.25929
243.403 2.13693
243.483 2.02488
243.562 1.92225
243.642 1.82780
243.722 1.74087
243.801 1.66049
243.881 1.58611
243.961 1.51712
244.040 1.45311
244.120 1.39346
244.200 1.33792
244.279 1.28601
244.359 1.23753
244.439 1.19210
244.518 1.14955
244.598 1.10958
244.678 1.07206
244.837 1.00347
244.996 0.942497
245.156 0.888054
245.315 0.839322
245.474 0.795531
245.634 0.756060
245.793 0.720391
245.952 0.688086
246.111 0.658774
246.271 0.632123
246.430 0.607812
246.589 0.585606
246.749 0.565276
246.908 0.546651
247.067 0.529569
247.227 0.513915
247.386 0.499551
247.545 0.486369
247.705 0.474263
247.864 0.463162
248.183 0.443651
248.501 0.427305
248.820 0.413724
249.081 0.404435
249.341 0.396630
249.602 0.390193
249.863 0.385028
250.123 0.381059
250.384 0.378229
250.645 0.376496
250.906 0.375834
251.224 0.376465
251.543 0.378691
251.862 0.382566
252.180 0.388185
252.499 0.395713
252.817 0.405401
253.136 0.417656
253.295 0.424944
253.455 0.433162
253.614 0.442488
253.773 0.453160
253.933 0.465584
254.092 0.480426
254.172 0.489097
254.251 0.498872
254.331 0.510127
254.411 0.523394
254.490 0.539679
254.530 0.549444
254.570 0.560724
254.610 0.574031
254.650 0.589951
254.689 0.609398
254.709 0.620802
254.729 0.633559
254.753 0.650730
254.776 0.670403
254.800 0.693199
254.823 0.719440
254.847 0.749929
254.870 0.785051
254.894 0.825627
254.917 0.872415
254.941 0.926464
254.965 0.988156
254.976 1.02236
254.988 1.05887
255.000 1.09779
255.012 1.13886
255.023 1.18288
255.035 1.22960
255.047 1.27912
255.059 1.33106
255.071 1.38639
255.082 1.44422
255.094 1.50561
255.106 1.56955
255.128 1.69694
255.149 1.83440
255.171 1.98236
255.193 2.14040
255.214 2.30868
255.236 2.48476
255.258 2.66820
255.280 2.85756
255.334 3.34625
255.388 3.82620
255.424 4.12232
255.443 4.25863
255.461 4.38510
255.481 4.51109
255.500 4.62172
255.520 4.71540
255.540 4.79045
255.566 4.85848
255.591 4.89325
255.602 4.89794
255.628 4.88338
255.653 4.83545
255.672 4.77998
255.690 4.70853
255.703 4.65070
255.706 4.63492
255.714 4.59410
255.722 4.55073
255.739 4.44672
255.756 4.33269
255.791 4.07704
255.813 3.89940
255.835 3.71356
255.879 3.32831
255.914 3.02424
255.949 2.72842
255.984 2.44806
256.001 2.31509
256.018 2.18864
256.040 2.03608
256.062 1.89413
256.085 1.76313
256.107 1.64316
256.129 1.53413
256.151 1.43575
256.173 1.34761
256.195 1.26950
256.217 1.20011
256.239 1.13915
256.261 1.08592
256.283 1.03992
256.305 1.00003
256.327 0.965810
256.350 0.936620
256.372 0.911967
256.397 0.888347
256.422 0.869147
256.447 0.853610
256.472 0.841168
256.504 0.829193
256.536 0.820505
256.567 0.814447
256.599 0.810506
256.662 0.807353
256.725 0.808726
256.788 0.813227
256.851 0.820024
256.977 0.838682
257.104 0.862540
257.230 0.890714
257.356 0.922848
257.482 0.958862
257.621 1.00310
257.760 1.05240
257.899 1.10725
258.037 1.16823
258.176 1.23609
258.315 1.31174
258.454 1.39629
258.593 1.49108
258.725 1.59270
258.792 1.64810
258.858 1.70679
258.924 1.76924
258.990 1.83554
259.057 1.90624
259.123 1.98149
259.189 2.06195
259.255 2.14782
259.322 2.23989
259.388 2.33847
259.454 2.44450
259.520 2.55843
259.587 2.68144
259.653 2.81413
259.728 2.97936
259.804 3.16084
259.880 3.36078
259.956 3.58181
260.025 3.80563
260.094 4.05261
260.164 4.32613
260.233 4.63019
260.303 4.96961
260.337 5.15435
260.372 5.35021
260.407 5.55812
260.441 5.77912
260.476 6.01435
260.511 6.26512
260.568 6.71295
260.596 6.95620
260.624 7.21373
260.653 7.48674
260.681 7.77654
260.710 8.08461
260.738 8.41259
260.766 8.76234
260.795 9.13593
260.823 9.53572
260.852 9.96438
260.880 10.4250
260.908 10.9210
260.937 11.4564
260.965 12.0359
260.983 12.4150
261.000 12.8140
261.017 13.2346
261.035 13.6757
261.052 14.1444
261.069 14.6372
261.087 15.1623
261.104 15.7160
261.121 16.3076
261.139 16.9334
261.156 17.6040
261.173 18.3155
261.191 19.0805
261.208 19.8949
261.226 20.7732
261.243 21.7112
261.259 22.6296
261.274 23.6124
261.290 24.6654
261.306 25.7876
261.322 27.0002
261.338 28.3037
261.353 29.7064
261.369 31.2070
261.385 32.8343
261.401 34.5891
261.416 36.4824
261.432 38.5124
261.448 40.7175
261.464 43.0825
261.479 45.6514
261.495 48.4058
261.513 51.7115
261.530 55.3033
261.547 59.2026
261.565 63.4059
261.582 67.9837
261.599 72.9050
261.617 78.2479
261.634 83.9715
261.651 90.1613
261.669 96.7637
261.686 103.871
261.703 111.413
261.721 119.489
261.738 128.010
261.755 137.024
261.773 146.529
261.790 156.574
261.807 167.031
261.825 178.001
261.842 189.331
261.860 201.118
261.877 213.187
261.912 238.247
261.956 271.165
262.000 304.070
262.035 328.977
262.069 352.263
262.088 363.754
262.106 374.459
262.125 384.271
262.143 393.045
262.169 403.484
262.195 411.615
262.220 417.266
262.246 420.311
262.263 420.873
262.272 420.711
262.299 418.156
262.327 412.586
262.354 404.135
262.382 393.008
262.411 378.512
262.441 361.723
262.470 343.016
262.499 322.837
262.530 300.608
262.561 277.846
262.622 232.359
262.652 210.431
262.683 189.475
262.714 169.728
262.729 160.363
262.744 151.358
262.765 139.660
262.786 128.673
262.807 118.403
262.828 108.847
262.849 99.9936
262.870 91.8220
262.891 84.3073
262.911 77.4507
262.927 72.7547
262.942 68.3940
262.957 64.3226
262.973 60.5258
262.988 56.9886
263.003 53.6962
263.019 50.6340
263.034 47.7876
263.049 45.1430
263.064 42.6868
263.080 40.4059
263.095 38.2879
263.110 36.3211
263.126 34.4942
263.141 32.7968
263.156 31.2189
263.172 29.7421
263.187 28.3768
263.202 27.1050
263.218 25.9194
263.233 24.8131
263.248 23.7796
263.263 22.8132
263.279 21.9085
263.294 21.0552
263.309 20.2597
263.325 19.5124
263.340 18.8093
263.355 18.1471
263.371 17.5225
263.401 16.3752
263.428 15.4788
263.454 14.6637
263.481 13.9146
263.507 13.2290
263.534 12.5950
263.560 12.0114
263.586 11.4707
263.613 10.9685
263.639 10.4993
263.666 10.0634
263.692 9.65581
263.718 9.27416
263.745 8.91481
263.771 8.57847
263.798 8.26195
263.824 7.96365
263.855 7.63779
263.885 7.33359
263.916 7.04820
263.947 6.78004
263.977 6.52690
264.008 6.28919
264.039 6.06491
264.069 5.85304
264.130 5.46236
264.192 5.11200
264.253 4.79601
264.314 4.50996
264.356 4.32986
264.398 4.16134
264.439 4.00268
264.481 3.85381
264.523 3.71327
264.565 3.58107
264.648 3.33801
264.732 3.12041
264.815 2.92480
264.899 2.74826
264.982 2.58839
265.043 2.48043
265.105 2.37980
265.166 2.28555
265.227 2.19745
265.288 2.11470
265.350 2.03712
265.411 1.96419
265.472 1.89553
265.533 1.83073
265.594 1.76969
265.717 1.65753
265.839 1.55699
265.962 1.46668
266.095 1.37816
266.229 1.29875
266.363 1.22727
266.496 1.16275
266.630 1.10433
266.763 1.05130
266.897 1.00305
267.031 0.959010
267.153 0.921942
267.276 0.887726
267.398 0.856104
267.520 0.826873
267.643 0.799784
267.765 0.774682
267.888 0.751405
268.010 0.729827
268.133 0.709784
268.255 0.691181
268.500 0.657917
268.745 0.629341
268.990 0.604928
269.190 0.587769
269.391 0.572973
269.591 0.560430
269.792 0.550081
269.992 0.541923
270.192 0.536009
270.393 0.532471
270.593 0.531532
270.760 0.532978
270.927 0.536752
271.094 0.543249
271.261 0.553033
271.345 0.559402
271.428 0.566925
271.512 0.575761
271.595 0.586102
271.679 0.598179
271.762 0.612275
271.846 0.628739
271.929 0.648011
272.007 0.669043
272.085 0.693563
272.163 0.722342
272.241 0.756359
272.280 0.775749
272.319 0.796976
272.358 0.820281
272.397 0.845881
272.436 0.874252
272.475 0.905666
272.514 0.940804
272.553 0.980137
272.576 1.00654
272.600 1.03507
272.624 1.06599
272.647 1.09947
272.671 1.13619
272.695 1.17628
272.718 1.22062
272.742 1.26951
272.766 1.32414
272.789 1.38499
272.813 1.45374
272.836 1.53118
272.860 1.61960
272.872 1.66822
272.884 1.72024
272.896 1.77646
272.907 1.83628
272.919 1.90049
272.931 1.96950
272.946 2.06747
272.962 2.17460
272.977 2.29260
272.992 2.42268
273.008 2.56616
273.023 2.72449
273.038 2.89924
273.054 3.09210
273.069 3.30488
273.084 3.53954
273.099 3.79815
273.115 4.08291
273.130 4.39613
273.145 4.74022
273.161 5.11770
273.176 5.53116
273.187 5.85815
273.198 6.20366
273.209 6.57498
273.221 6.96649
273.232 7.38628
273.243 7.82787
273.254 8.29586
273.265 8.79120
273.276 9.31963
273.287 9.87256
273.299 10.4608
273.310 11.0745
273.321 11.7254
273.332 12.4024
273.343 13.1116
273.354 13.8535
273.370 14.9369
273.385 16.0758
273.400 17.2766
273.415 18.5382
273.431 19.8590
273.446 21.2367
273.461 22.6680
273.477 24.1494
273.505 26.9640
273.532 29.8847
273.560 32.8796
273.588 35.9000
273.619 39.1877
273.649 42.3589
273.680 45.3294
273.710 48.0150
273.722 48.9106
273.745 50.6275
273.769 52.0702
273.784 52.8498
273.799 53.4954
273.821 54.1839
273.843 54.5869
273.864 54.7014
273.879 54.6121
273.894 54.3890
273.919 53.6832
273.945 52.5959
273.972 51.0362
274.000 49.1074
274.027 46.8587
274.055 44.3550
274.082 41.6372
274.109 38.7853
274.162 33.1347
274.214 27.5644
274.241 24.7747
274.268 22.1328
274.282 20.8671
274.296 19.6452
274.310 18.4692
274.323 17.3486
274.343 15.7955
274.363 14.3470
274.383 13.0037
274.393 12.3681
274.403 11.7645
274.413 11.1805
274.423 10.6273
274.433 10.0933
274.443 9.58878
274.453 9.10288
274.462 8.64478
274.472 8.20460
274.482 7.79049
274.496 7.25174
274.510 6.75117
274.523 6.28690
274.537 5.85701
274.551 5.45959
274.565 5.09272
274.578 4.75453
274.592 4.44535
274.606 4.15883
274.619 3.89560
274.633 3.65399
274.647 3.43393
274.660 3.23067
274.674 3.04445
274.688 2.87389
274.701 2.71880
274.712 2.60698
274.722 2.50252
274.733 2.40492
274.744 2.31455
274.754 2.22924
274.765 2.14947
274.775 2.07484
274.786 2.00563
274.796 1.94019
274.807 1.87886
274.828 1.76788
274.849 1.66950
274.870 1.58281
274.892 1.50540
274.913 1.43665
274.934 1.37474
274.955 1.31927
274.976 1.26889
274.997 1.22335
275.018 1.18182
275.040 1.14378
275.069 1.09505
275.099 1.05162
275.129 1.01241
275.159 0.977042
275.189 0.944759
275.219 0.915357
275.249 0.888292
275.278 0.863459
275.308 0.840448
275.338 0.819211
275.398 0.781082
275.457 0.747943
275.517 0.718976
275.577 0.693411
275.636 0.670768
275.696 0.650617
275.756 0.632609
275.816 0.616457
275.875 0.601922
275.935 0.588804
275.995 0.576936
276.114 0.556396
276.233 0.539380
276.353 0.525200
276.472 0.513332
276.636 0.500111
276.799 0.489718
276.963 0.481605
277.126 0.475365
277.290 0.470669
277.453 0.467268
277.617 0.464958
277.780 0.463598
278.140 0.463453
278.499 0.466589
278.859 0.472478
279.218 0.480798
279.578 0.491374
279.938 0.504122
280.297 0.519037
280.657 0.536175
281.017 0.555649
281.376 0.577606
281.736 0.602264
282.096 0.629872
282.455 0.660763
282.815 0.695309
283.174 0.733985
283.534 0.777351
283.894 0.826100
284.253 0.881023
284.433 0.911107
284.613 0.943126
284.793 0.977240
284.973 1.01363
285.152 1.05248
285.332 1.09401
285.512 1.13848
285.692 1.18614
285.872 1.23730
286.051 1.29228
286.231 1.35142
286.411 1.41516
286.558 1.47115
286.705 1.53088
286.852 1.59476
286.999 1.66315
287.147 1.73650
287.294 1.81518
287.441 1.89978
287.588 1.99089
287.768 2.11211
287.948 2.24552
288.127 2.39281
288.307 2.55598
288.487 2.73739
288.667 2.93985
288.757 3.05000
288.847 3.16674
288.936 3.29060
289.026 3.42216
289.149 3.61531
289.272 3.82570
289.394 4.05561
289.517 4.30758
289.639 4.58460
289.701 4.73358
289.762 4.89018
289.823 5.05493
289.885 5.22842
289.946 5.41127
290.007 5.60417
290.097 5.90682
290.187 6.23536
290.277 6.59284
290.367 6.98276
290.412 7.19138
290.457 7.40920
290.502 7.63783
290.547 7.87691
290.592 8.12821
290.637 8.39140
290.682 8.66851
290.726 8.95920
290.767 9.23719
290.808 9.52860
290.849 9.83431
290.890 10.1545
290.931 10.4917
290.972 10.8464
291.013 11.2197
291.053 11.6121
291.094 12.0269
291.135 12.4648
291.176 12.9276
291.217 13.4161
291.258 13.9346
291.299 14.4832
291.340 15.0671
291.380 15.6863
291.425 16.4157
291.470 17.1968
291.515 18.0384
291.560 18.9429
291.605 19.9215
291.650 20.9777
291.695 22.1254
291.740 23.3701
291.785 24.7295
291.830 26.2152
291.875 27.8437
291.897 28.7175
291.920 29.6304
291.942 30.5936
291.965 31.6064
291.987 32.6722
292.010 33.7899
292.032 34.9736
292.055 36.2233
292.077 37.5439
292.100 38.9348
292.122 40.4145
292.145 41.9837
292.167 43.6499
292.190 45.4133
292.212 47.2985
292.235 49.3081
292.257 51.4530
292.279 53.7349
292.302 56.1874
292.324 58.8154
292.347 61.6350
292.369 64.6501
292.392 67.9069
292.414 71.4135
292.437 75.1929
292.459 79.2512
292.486 84.4905
292.512 90.2314
292.539 96.5258
292.566 103.402
292.579 107.099
292.592 110.971
292.605 115.024
292.619 119.235
292.632 123.676
292.645 128.322
292.659 133.182
292.672 138.225
292.694 147.348
292.717 157.165
292.739 167.714
292.762 178.974
292.784 191.074
292.807 203.990
292.829 217.738
292.852 232.263
292.874 247.694
292.897 263.959
292.919 281.038
292.941 298.816
292.964 317.405
292.986 336.665
293.031 376.787
293.076 418.562
293.121 460.767
293.166 502.247
293.211 541.599
293.234 560.451
293.257 578.156
293.280 594.516
293.303 609.285
293.326 622.419
293.349 633.689
293.372 642.960
293.395 650.087
293.425 656.184
293.456 658.240
293.471 657.729
293.496 654.718
293.521 649.052
293.546 640.817
293.571 630.182
293.596 617.216
293.621 602.144
293.646 585.175
293.670 566.619
293.707 536.726
293.744 504.564
293.780 470.936
293.817 436.707
293.887 371.075
293.923 339.589
293.958 309.529
293.984 288.710
