Ti-50(n,tot) ENDFB-8.0
Energy(eV) XS(b)
81682.8 3.52079
81685.3 3.43467
81685.7 3.42026
81687.1 3.35659
81692.6 3.07967
81693.9 3.01860
81695.3 2.96490
81696.7 2.91843
81698.1 2.87991
81699.2 2.85295
81700.4 2.83075
81701.5 2.81279
81702.7 2.79852
81703.9 2.78736
81704.4 2.78278
81705.0 2.77877
81705.6 2.77529
81706.2 2.77226
81706.8 2.76965
81707.3 2.76739
81707.9 2.76546
81708.5 2.76379
81709.1 2.76237
81709.7 2.76116
81710.2 2.76013
81710.8 2.75924
81711.4 2.75849
81712.0 2.75786
81712.6 2.75731
81713.1 2.75685
81714.3 2.75611
81715.5 2.75556
81716.6 2.75514
81717.8 2.75481
81718.9 2.75454
81721.3 2.75412
81723.6 2.75378
81725.9 2.75348
81730.5 2.75297
81735.2 2.75250
81742.8 2.75182
81750.3 2.75119
81765.4 2.75003
81795.7 2.74792
81856.2 2.74408
82010.2 2.73545
82164.1 2.72804
82472.1 2.71654
82780.1 2.70996
83088.0 2.71015
83374.0 2.72171
83517.0 2.73543
83660.0 2.75922
83792.0 2.79706
83858.0 2.82576
83924.0 2.86482
83968.0 2.89901
84012.0 2.94231
84056.0 2.99781
84100.0 3.07093
84130.2 3.13523
84160.5 3.21512
84190.7 3.31592
84205.8 3.37644
84220.9 3.44535
84242.9 3.56400
84253.9 3.63321
84264.9 3.71028
84275.9 3.79630
84286.9 3.89290
84297.9 4.00204
84308.9 4.12567
84316.5 4.22061
84324.1 4.32456
84331.6 4.43879
84339.2 4.56468
84346.7 4.70382
84354.3 4.85809
84361.9 5.02967
84369.4 5.22116
84377.0 5.43595
84384.6 5.67713
84392.1 5.94939
84399.7 6.25799
84407.2 6.60931
84411.0 6.80331
84414.8 7.01097
84418.6 7.23346
84422.4 7.47212
84426.1 7.72842
84429.9 8.00405
84433.7 8.30170
84437.5 8.62187
84441.3 8.96757
84445.0 9.34124
84448.8 9.74554
84452.6 10.1833
84456.4 10.6578
84460.2 11.1723
84464.0 11.7322
84467.7 12.3383
84471.5 12.9961
84475.3 13.7099
84479.1 14.4838
84482.9 15.3219
84486.6 16.2276
84490.4 17.2039
84493.1 17.9369
84495.8 18.7060
84501.1 20.3497
84506.4 22.1223
84511.8 23.9920
84522.4 27.8281
84527.8 29.6373
84530.4 30.4704
84533.1 31.2345
84537.3 32.2802
84539.4 32.7102
84541.6 33.0716
84543.7 33.3605
84545.8 33.5704
84547.9 33.6998
84550.0 33.7468
84552.8 33.6836
84555.5 33.4814
84558.3 33.1450
84561.0 32.6846
84563.7 32.1075
84566.5 31.4280
84569.2 30.6605
84572.0 29.8234
84577.5 27.9854
84583.0 26.0358
84588.5 24.0652
84594.0 22.1542
84597.9 20.8332
84601.9 19.5835
84605.9 18.4089
84609.9 17.3125
84613.8 16.2923
84617.8 15.3513
84621.8 14.4837
84625.7 13.6854
84629.5 12.9961
84633.2 12.3596
84636.9 11.7721
84640.6 11.2297
84644.3 10.7287
84648.1 10.2659
84651.8 9.83803
84655.5 9.44316
84658.7 9.12413
84661.9 8.82629
84665.1 8.54707
84668.3 8.28505
84674.8 7.80753
84681.2 7.38470
84687.6 7.00855
84694.0 6.67395
84700.5 6.37485
84706.9 6.10663
84714.3 5.82926
84721.8 5.58290
84729.2 5.36324
84736.6 5.16691
84744.1 4.99034
84751.5 4.83123
84758.9 4.68739
84766.4 4.55714
84774.5 4.42824
84782.6 4.31180
84790.7 4.20615
84798.8 4.11003
84815.1 3.94217
84831.3 3.80130
84846.2 3.69065
84861.0 3.59478
84875.9 3.51119
84890.8 3.43786
84905.6 3.37314
84920.5 3.31580
84950.3 3.21906
84982.7 3.13465
85015.2 3.06673
85047.6 3.01124
85080.1 2.96544
85139.6 2.89926
85199.1 2.84976
85258.5 2.81164
85318.0 2.78158
85410.0 2.74609
85501.9 2.71973
85593.9 2.69929
85685.8 2.68307
85804.8 2.66645
85923.8 2.65327
86042.8 2.64251
86161.8 2.63354
86291.6 2.62532
86421.4 2.61827
86551.2 2.61239
86681.0 2.60755
86789.1 2.60462
86843.2 2.60370
86897.3 2.60334
86951.4 2.60383
86978.4 2.60450
87005.5 2.60567
87032.5 2.60723
87059.6 2.60963
87086.6 2.61311
87113.6 2.61811
87131.2 2.62253
87148.8 2.62818
87166.4 2.63542
87184.0 2.64510
87201.5 2.65817
87219.1 2.67623
87236.7 2.70196
87245.5 2.71900
87254.3 2.73987
87261.0 2.75942
87267.8 2.78286
87274.6 2.81130
87281.3 2.84620
87288.1 2.88959
87294.8 2.94441
87301.6 3.01507
87305.0 3.05835
87308.4 3.10846
87311.9 3.17012
87315.5 3.24332
87319.0 3.33118
87322.6 3.43798
87324.3 3.50046
87326.1 3.56975
87327.9 3.64783
87329.7 3.73528
87331.4 3.83492
87333.2 3.94789
87335.0 4.07833
87336.8 4.22843
87338.6 4.41317
87339.5 4.51798
87340.5 4.63247
87341.4 4.75782
87342.3 4.89542
87343.3 5.04684
87344.2 5.21195
87345.1 5.39634
87346.0 5.60054
87347.0 5.82709
87347.9 6.07877
87348.8 6.35868
87349.8 6.67018
87350.7 7.01692
87351.6 7.39843
87352.7 7.91042
87353.3 8.19128
87353.8 8.48990
87354.4 8.80717
87354.9 9.14400
87355.5 9.50123
87356.0 9.87971
87356.6 10.2802
87357.1 10.7035
87357.7 11.1503
87358.2 11.6211
87358.8 12.1165
87359.3 12.6368
87360.4 13.7531
87361.3 14.6848
87362.1 15.6639
87363.0 16.7113
87363.8 17.7992
87364.6 18.9488
87365.5 20.1271
87367.2 22.5935
87369.0 25.3763
87370.9 28.0902
87371.9 29.5102
87372.9 30.8303
87373.9 32.0397
87374.9 33.1141
87376.2 34.2392
87376.8 34.6996
87377.5 35.0774
87378.1 35.3814
87378.7 35.5993
87379.4 35.7347
87380.0 35.7863
87380.2 35.7845
87380.9 35.7175
87381.5 35.5589
87382.2 35.3102
87382.9 34.9739
87383.5 34.5534
87384.2 34.0526
87384.8 33.4763
87385.5 32.8300
87386.2 32.0519
87386.9 31.2179
87388.4 29.3851
87389.8 27.3761
87391.2 25.2891
87394.3 20.7783
87395.8 18.6442
87396.6 17.6358
87397.3 16.6673
87398.2 15.5646
87399.1 14.5385
87400.0 13.5785
87400.9 12.6856
87401.8 11.8593
87402.7 11.0982
87403.6 10.4000
87404.5 9.76196
87405.3 9.26131
87406.1 8.80575
87406.8 8.38094
87407.6 7.99558
87408.4 7.63712
87409.1 7.31256
87409.9 7.01480
87410.6 6.74170
87411.4 6.48806
87412.2 6.25851
87412.9 6.04780
87413.7 5.85425
87414.5 5.67404
87415.2 5.51043
87416.7 5.22050
87418.1 5.00332
87419.4 4.81305
87420.7 4.64552
87422.0 4.49727
87423.3 4.36542
87424.7 4.24758
87426.0 4.14178
87427.3 4.04705
87429.9 3.88202
87432.6 3.74523
87435.2 3.62953
87437.8 3.53136
87440.2 3.45505
87442.5 3.38796
87447.3 3.27583
87452.0 3.18630
87456.7 3.11368
87461.4 3.05360
87466.1 3.00340
87470.9 2.96098
87475.6 2.92487
87485.6 2.86390
87495.5 2.81823
87505.5 2.78296
87515.5 2.75503
87525.5 2.73255
87535.5 2.71417
87545.5 2.69895
87555.5 2.68618
87567.1 2.67368
87578.8 2.66328
87602.1 2.64694
87625.4 2.63465
87648.7 2.62518
87672.0 2.61769
87695.3 2.61163
87741.9 2.60245
87786.3 2.59597
87830.7 2.59094
87875.1 2.58686
87919.5 2.58347
87955.0 2.58113
88026.1 2.57711
88097.1 2.57373
88168.1 2.57080
88239.2 2.56819
88381.2 2.56362
88594.3 2.55785
88807.4 2.55281
89020.5 2.54841
89233.6 2.54447
89500.0 2.54035
89766.4 2.53732
90032.8 2.53585
90299.1 2.53710
90441.2 2.53960
90583.3 2.54412
90725.4 2.55168
90867.4 2.56407
90956.2 2.57558
91045.0 2.59139
91133.8 2.61354
91222.6 2.64496
91271.4 2.66815
91320.3 2.69709
91369.1 2.73371
91417.9 2.78072
91457.9 2.82968
91497.8 2.89146
91537.8 2.97062
91557.8 3.01859
91577.7 3.07387
91602.2 3.15334
91626.6 3.24908
91651.0 3.36567
91663.2 3.43364
91675.4 3.50928
91687.6 3.59386
91699.8 3.68873
91712.0 3.79556
91724.3 3.91637
91736.5 4.05360
91748.7 4.21025
91760.9 4.38996
91773.1 4.59709
91779.8 4.72349
91786.4 4.86078
91793.1 5.01033
91799.7 5.17360
91806.4 5.35215
91813.1 5.54777
91819.7 5.76253
91826.4 5.99848
91832.5 6.23656
91838.6 6.49709
91844.7 6.78371
91850.8 7.09864
91856.9 7.44651
91863.0 7.83028
91869.1 8.25514
91875.2 8.72637
91881.3 9.25080
91887.4 9.83339
91893.5 10.4835
91899.6 11.2071
91905.7 12.0152
91911.8 12.9142
91917.9 13.9160
91924.0 15.0252
91927.5 15.7013
91930.9 16.4148
91934.4 17.1659
91937.8 17.9543
91944.7 19.6375
91951.5 21.4399
91965.3 25.2210
91972.2 27.0446
91975.6 27.8934
91979.0 28.6778
91984.3 29.7216
91986.9 30.1593
91989.5 30.5330
91992.1 30.8374
91994.8 31.0686
91997.4 31.2231
92000.0 31.2989
92003.4 31.2785
92006.8 31.1246
92010.2 30.8418
92013.6 30.4378
92017.1 29.9229
92020.5 29.3096
92023.9 28.6119
92027.3 27.8468
92034.1 26.1619
92040.9 24.3709
92047.7 22.5607
92054.5 20.8051
92061.5 19.1151
92068.4 17.5557
92071.9 16.8278
92075.4 16.1377
92078.9 15.4829
92082.3 14.8628
92085.8 14.2747
92089.3 13.7208
92092.7 13.1980
92096.2 12.7050
92099.7 12.2389
92103.2 11.8008
92106.6 11.3879
92110.1 10.9988
92113.8 10.6083
92117.5 10.2416
92121.2 9.89701
92124.9 9.57390
92132.3 8.98304
92139.7 8.45895
92147.1 7.99283
92154.5 7.57712
92161.8 7.20528
92169.2 6.87171
92176.6 6.57161
92184.0 6.30085
92191.4 6.05588
92198.8 5.83363
92206.2 5.63148
92213.6 5.44714
92221.0 5.27863
92228.4 5.12423
92237.8 4.94570
92247.2 4.78496
92256.6 4.63980
92266.0 4.50854
92275.4 4.38922
92284.8 4.28047
92303.6 4.08952
92318.4 3.96070
92333.2 3.84735
92347.9 3.74709
92362.7 3.65797
92377.5 3.57839
92392.3 3.50703
92421.8 3.38474
92451.4 3.28420
92481.0 3.20054
92510.5 3.13011
92540.1 3.07023
92593.8 2.98221
92647.6 2.91367
92701.3 2.85927
92755.1 2.81528
92814.2 2.77586
92873.3 2.74356
92932.4 2.71667
92991.6 2.69401
93104.4 2.65949
93217.3 2.63305
93330.2 2.61221
93443.0 2.59536
93615.0 2.57510
93787.0 2.55936
93959.0 2.54668
94131.0 2.53619
94432.0 2.52150
94733.0 2.50992
94991.0 2.50177
95227.5 2.49541
95463.9 2.49003
95700.4 2.48564
95936.9 2.48249
96119.7 2.48127
96211.0 2.48124
96302.4 2.48174
96393.8 2.48293
96485.1 2.48493
96576.5 2.48827
96667.9 2.49343
96753.9 2.50070
96839.9 2.51151
96882.9 2.51878
96925.9 2.52778
96968.9 2.53904
97011.9 2.55324
97062.9 2.57531
97114.0 2.60547
97165.0 2.64784
97190.6 2.67543
97216.1 2.70917
97245.7 2.75827
97275.2 2.82199
97290.0 2.86115
97304.8 2.90654
97319.6 2.95950
97334.3 3.02171
97350.5 3.10268
97366.6 3.20137
97374.6 3.25901
97382.7 3.32325
97390.8 3.39512
97398.8 3.47586
97406.2 3.55905
97413.6 3.65223
97421.0 3.75716
97428.4 3.87587
97435.8 4.01083
97443.2 4.16503
97450.6 4.34219
97458.0 4.54702
97465.3 4.78561
97469.0 4.92011
97472.7 5.06575
97476.4 5.22464
97480.1 5.39740
97483.8 5.58670
97487.5 5.79350
97491.2 6.02122
97494.9 6.27129
97498.6 6.54818
97502.3 6.85399
97506.0 7.19464
97509.7 7.57327
97513.4 7.99782
97517.1 8.47295
97520.8 9.00952
97522.6 9.30340
97524.5 9.61616
97526.3 9.94933
97528.2 10.3046
97530.0 10.6837
97531.9 11.0865
97533.7 11.5193
97535.6 11.9825
97537.4 12.4786
97539.3 13.0074
97541.1 13.5776
97543.0 14.1897
97544.8 14.8469
97546.6 15.5492
97548.5 16.3078
97550.3 17.1232
97552.2 17.9994
97554.0 18.9352
97555.9 19.9449
97557.7 21.0274
97559.6 22.1861
97561.4 23.4170
97563.5 24.9124
97565.6 26.5122
97567.7 28.2151
97569.8 30.0075
97571.9 31.8983
97573.9 33.8566
97578.1 37.9355
97583.6 43.2853
97586.3 45.7681
97589.1 47.9866
97590.4 48.9731
97591.8 49.8590
97593.2 50.6336
97594.5 51.2826
97595.9 51.8071
97597.3 52.1951
97598.6 52.4414
97600.0 52.5426
97601.5 52.4882
97603.0 52.2641
97604.5 51.8714
97605.9 51.3217
97607.4 50.6167
97608.9 49.7768
97610.4 48.8105
97611.9 47.7318
97614.8 45.2890
97617.8 42.5890
97623.7 36.8530
97626.7 33.9851
97629.7 31.2391
97632.7 28.6620
97635.7 26.2811
97637.2 25.1682
97638.7 24.1077
97640.2 23.0990
97641.7 22.1414
97643.2 21.2335
97644.7 20.3737
97646.2 19.5604
97647.7 18.7964
97649.3 18.0225
97650.9 17.2987
97652.5 16.6175
97654.1 15.9764
97655.7 15.3694
97657.3 14.8016
97658.9 14.2670
97660.5 13.7633
97662.1 13.2858
97663.7 12.8384
97666.8 12.0180
97670.0 11.2859
97673.2 10.6311
97676.4 10.0420
97679.6 9.51380
97682.7 9.03739
97685.9 8.60651
97689.1 8.21459
97692.3 7.85942
97695.5 7.53567
97698.7 7.23986
97702.7 6.89802
97706.8 6.59209
97710.8 6.31666
97714.9 6.06786
97718.9 5.84186
97723.0 5.63694
97727.0 5.45010
97731.1 5.27927
97737.4 5.03882
97743.8 4.82799
97750.2 4.64215
97756.5 4.47778
97762.9 4.33126
97769.3 4.20030
97775.7 4.08278
97782.0 3.97707
97788.4 3.88135
97794.8 3.79453
97807.5 3.64356
97820.2 3.51721
97832.9 3.41047
97845.7 3.31929
97858.4 3.24075
97871.2 3.17256
97883.9 3.11309
97909.4 3.01469
97934.8 2.93718
97969.6 2.85534
98004.3 2.79308
98039.0 2.74433
98073.7 2.70539
98129.3 2.65756
98184.9 2.62202
98240.4 2.59476
98296.0 2.57341
98346.9 2.55748
98397.9 2.54419
98448.8 2.53298
98499.7 2.52343
98601.6 2.50794
98703.5 2.49596
98800.7 2.48682
98898.0 2.47919
98995.2 2.47279
99092.4 2.46723
99286.9 2.45809
99481.4 2.45072
99740.7 2.44272
100000 2.43598
100219 2.43103
100437 2.42651
100656 2.42229
100875 2.41830
101050 2.41516
101118 2.41389
101152 2.41324
101187 2.41256
101221 2.41184
101238 2.41145
101255 2.41103
101272 2.41059
101289 2.41009
101298 2.40981
101306 2.40951
101315 2.40918
101323 2.40881
101329 2.40852
101335 2.40821
101341 2.40787
101347 2.40747
101349 2.40726
101352 2.40704
101355 2.40682
101357 2.40673
101358 2.40667
101360 2.40666
101361 2.40672
101362 2.40680
101363 2.40692
101363 2.40708
101364 2.40730
101365 2.40763
101365 2.40802
101366 2.40850
101367 2.40912
101368 2.41000
101368 2.41097
101369 2.41215
101370 2.41358
101371 2.41673
101372 2.42095
101373 2.42654
101375 2.43379
101376 2.44303
101377 2.45464
101378 2.46897
101379 2.48480
101380 2.50528
101382 2.52934
101383 2.55713
101384 2.58865
101386 2.66208
101389 2.74242
101392 2.86240
101395 2.96547
101398 3.02167
101399 3.03163
101400 3.03441
101401 3.03438
101402 3.02867
101405 2.98720
101407 2.90781
101410 2.80845
101411 2.78705
101413 2.70327
101416 2.63351
101418 2.57419
101419 2.54896
101420 2.52672
101421 2.50739
101422 2.49080
101423 2.47674
101424 2.46496
101425 2.45521
101427 2.44722
101428 2.44073
101429 2.43552
101430 2.43135
101431 2.42805
101432 2.42632
101432 2.42484
101433 2.42356
101434 2.42247
101434 2.42152
101435 2.42071
101436 2.42001
101437 2.41941
101437 2.41888
101438 2.41843
101439 2.41767
101441 2.41708
101442 2.41662
101443 2.41622
101445 2.41587
101448 2.41529
101450 2.41481
101453 2.41442
101459 2.41375
101464 2.41321
101470 2.41276
101475 2.41237
101482 2.41195
101489 2.41158
101496 2.41126
101503 2.41096
101517 2.41045
101531 2.41002
101546 2.40962
101560 2.40926
101588 2.40862
101616 2.40804
101644 2.40750
101700 2.40650
101775 2.40526
101850 2.40409
101999 2.40185
102411 2.39610
102823 2.39065
103646 2.38036
104470 2.37062
105293 2.36128
106865 2.34423
108437 2.32791
110010 2.31209
111582 2.29661
113229 2.28062
114876 2.26469
115699 2.25671
116111 2.25271
116523 2.24872
116934 2.24473
117346 2.24080
117552 2.23887
117758 2.23700
118169 2.23347
118319 2.23233
118469 2.23132
118619 2.23049
118768 2.22991
118918 2.22971
119068 2.23006
119218 2.23128
119367 2.23389
119498 2.23806
119629 2.24505
119695 2.25027
119760 2.25717
119826 2.26636
119891 2.27879
119952 2.29460
120013 2.31611
120074 2.34673
120104 2.36691
120135 2.39154
120172 2.43007
120210 2.48092
120228 2.51249
120247 2.54949
120266 2.59333
120284 2.64555
120309 2.73080
120321 2.78242
120333 2.84105
120346 2.90910
120358 2.98800
120370 3.07999
120383 3.18711
120395 3.32211
120402 3.40042
120408 3.48545
120415 3.58094
120421 3.68524
120428 3.80122
120434 3.93065
120441 4.07804
120447 4.24140
120453 4.42901
120460 4.63883
120466 4.88209
120473 5.15690
120476 5.30954
120479 5.47364
120482 5.65035
120486 5.84096
120489 6.05362
120492 6.27713
120495 6.51951
120498 6.78285
120502 7.06949
120505 7.38206
120508 7.72357
120511 8.09742
120515 8.52092
120518 8.97291
120521 9.47063
120524 10.0197
120527 10.6266
120531 11.2984
120534 12.0431
120537 12.8696
120540 13.8175
120543 14.8399
120547 15.9746
120550 17.2318
120553 18.6210
120556 20.1494
120559 21.8214
120563 23.6359
120566 25.8371
120570 28.1826
120577 33.1102
120581 35.5431
120584 37.8250
120586 38.8743
120588 39.8433
120590 40.7181
120591 41.4458
120594 42.2289
120596 42.8156
120598 43.1916
120600 43.3456
120602 43.3156
120604 43.1370
120605 42.8131
120607 42.3502
120609 41.7562
120611 41.0415
120613 40.2178
120614 39.3514
120618 37.2870
120622 35.0033
120629 30.2613
120634 26.8255
120637 25.2353
120639 23.7249
120642 22.2482
120644 20.9182
120647 19.6790
120650 18.5288
120652 17.5038
120655 16.5544
120657 15.6762
120660 14.8645
120662 14.1148
120665 13.4222
120667 12.7824
120670 12.1911
120672 11.7502
120674 11.3559
120677 10.6329
120681 9.97194
120685 9.39689
120689 8.86833
120693 8.40582
120697 7.98871
120700 7.61153
120705 7.16823
120710 6.77686
120715 6.42988
120720 6.12682
120725 5.85015
120730 5.60668
120735 5.38282
120740 5.18450
120745 5.00097
120750 4.83420
120755 4.68223
120760 4.54602
120765 4.41859
120770 4.30158
120780 4.09652
120789 3.93435
120798 3.79430
120807 3.66984
120816 3.56108
120825 3.46347
120834 3.37740
120843 3.30027
120852 3.23089
120863 3.15578
120874 3.08965
120885 3.03006
120896 2.97711
120917 2.88600
120939 2.81121
120959 2.75349
120979 2.70419
120999 2.66174
121018 2.62508
121058 2.56469
121098 2.51744
121130 2.48587
121163 2.45951
121228 2.41750
121293 2.38596
121358 2.36159
121413 2.34521
121467 2.33154
121521 2.31996
121575 2.31013
121684 2.29401
121792 2.28153
121893 2.27218
121994 2.26443
122096 2.25788
122197 2.25226
122399 2.24311
122602 2.23578
122818 2.22937
123035 2.22397
123252 2.21927
123469 2.21512
123903 2.20783
124336 2.20153
124799 2.19548
125262 2.18990
125724 2.18463
126187 2.17959
127112 2.16994
128038 2.16067
128500 2.15611
129426 2.14710
129888 2.14262
130351 2.13817
130814 2.13372
131276 2.12932
131739 2.12498
132202 2.12079
132635 2.11713
132852 2.11549
133069 2.11405
133286 2.11290
133503 2.11226
133720 2.11240
133828 2.11292
133937 2.11389
134110 2.11673
134197 2.11905
134284 2.12217
134370 2.12647
134457 2.13225
134544 2.14030
134630 2.15133
134710 2.16558
134790 2.18573
134829 2.19898
134869 2.21505
134909 2.23485
134949 2.25938
134992 2.29330
135035 2.33797
135079 2.39788
135100 2.43567
135122 2.48012
135149 2.54841
135176 2.63428
135190 2.68598
135203 2.74457
135217 2.81223
135231 2.88957
135241 2.95461
135250 3.02660
135260 3.10820
135270 3.19922
135280 3.30324
135290 3.42029
135300 3.55386
135310 3.70699
135316 3.80905
135322 3.92032
135328 4.04192
135334 4.17278
135339 4.31885
135345 4.47962
135351 4.65696
135357 4.84951
135362 5.03180
135367 5.23098
135372 5.44899
135377 5.68301
135382 5.94498
135387 6.22706
135392 6.54374
135397 6.88560
135402 7.27024
135407 7.69503
135412 8.16427
135417 8.67157
135422 9.24203
135427 9.85694
135432 10.5450
135436 11.2812
135440 11.7789
135443 12.2840
135449 13.3782
135455 14.5504
135461 15.7552
135467 16.9943
135473 18.1948
135479 19.2913
135482 19.7704
135485 20.1984
135489 20.6544
135493 20.9931
135496 21.2216
135500 21.3208
135502 21.3233
135505 21.2605
135508 21.1237
135511 20.9068
135514 20.6289
135517 20.2771
135520 19.8818
135523 19.4395
135525 18.9579
135531 17.8886
135537 16.7696
135549 14.5034
135553 13.6757
135558 12.9050
135562 12.1778
135567 11.4967
135571 10.8624
135575 10.2743
135580 9.73077
135584 9.22963
135588 8.78837
135592 8.39023
135597 8.01339
135601 7.67351
135605 7.35174
135609 7.06132
135613 6.78608
135617 6.53732
135624 6.18448
135630 5.87000
135637 5.58893
135643 5.33695
135649 5.11039
135656 4.90611
135662 4.72147
135668 4.55664
135677 4.36191
135685 4.18927
135693 4.03559
135702 3.89983
135710 3.77651
135718 3.66551
135726 3.56527
135735 3.47551
135746 3.36491
135757 3.26736
135769 3.18095
135780 3.10409
135791 3.03529
135802 2.97340
135825 2.86748
135842 2.80154
135858 2.74431
135875 2.69372
135891 2.64931
135924 2.57444
135957 2.51449
135986 2.47161
136014 2.43537
136072 2.37729
136129 2.33340
136186 2.29940
136234 2.27622
136282 2.25691
136379 2.22670
136475 2.20414
136571 2.18679
136661 2.17383
136752 2.16322
136842 2.15435
136932 2.14690
137113 2.13473
137293 2.12531
137462 2.11821
137630 2.11222
137799 2.10705
137967 2.10251
138304 2.09481
138641 2.08827
139026 2.08178
139411 2.07597
139796 2.07063
140181 2.06561
140951 2.05622
141721 2.04736
143262 2.03039
144802 2.01377
147883 1.98019
152118 1.93104
156354 1.87592
158472 1.84503
160590 1.81118
162708 1.77358
164826 1.73116
166270 1.69858
167714 1.66231
169158 1.62163
170602 1.57513
171661 1.53632
172720 1.49263
173779 1.44292
174838 1.38561
175464 1.34709
176090 1.30484
176715 1.25775
177341 1.20507
177871 1.15520
178400 1.09966
178930 1.03748
179194 1.00345
179459 0.967377
179868 0.906651
180073 0.873876
180277 0.839365
180482 0.802963
180687 0.764733
180891 0.724222
181096 0.681446
181360 0.622434
181625 0.559173
181758 0.525918
181890 0.491532
182022 0.456030
182155 0.419544
182287 0.381982
182419 0.343585
182684 0.264922
182949 0.186106
183015 0.166837
183081 0.148050
183147 0.129633
183214 0.112009
183277 0.0959835
183340 0.0809379
183403 0.0670887
183466 0.0547529
183529 0.0441784
183561 0.0396529
183593 0.0357152
183624 0.0324560
183656 0.0298517
183687 0.0279988
183719 0.0269300
183743 0.0267788
183776 0.0275067
183809 0.0294079
183842 0.0325934
183875 0.0371848
183909 0.0433156
183942 0.0511302
183975 0.0607867
184008 0.0724590
184041 0.0863359
184074 0.102623
184107 0.121548
184140 0.143356
184173 0.168316
184206 0.196726
184240 0.228905
184273 0.265089
184289 0.284959
184306 0.305882
184322 0.328166
184339 0.351599
184355 0.376522
184372 0.402697
184388 0.430505
184405 0.459676
184422 0.490635
184438 0.523079
184455 0.557477
184471 0.593496
184488 0.631650
184504 0.671567
184521 0.713818
184537 0.757985
184554 0.804703
184570 0.853507
184587 0.905088
184604 0.958936
184620 1.01582
184637 1.07515
184653 1.13739
184670 1.20267
184686 1.27152
184703 1.34326
184719 1.41887
184736 1.49759
184752 1.58052
184769 1.66680
184785 1.75704
184802 1.85142
184818 1.94824
184834 2.04931
184851 2.15477
184867 2.26478
184883 2.37949
184899 2.49904
184932 2.75318
184964 3.02827
184996 3.32528
185029 3.64510
185061 3.98728
185086 4.26727
185111 4.56147
185136 4.86983
185161 5.19231
185186 5.53006
185210 5.87999
185260 6.61346
185310 7.38717
185360 8.18873
185459 9.80730
185495 10.3600
185530 10.8882
185565 11.3887
185600 11.8512
185641 12.3363
185682 12.7527
185723 13.0965
185764 13.3656
185805 13.5603
185846 13.6820
185887 13.7350
185928 13.7249
185962 13.6734
185996 13.5888
186063 13.3367
186131 12.9977
186198 12.6025
186334 11.7300
186469 10.8487
186550 10.3417
186632 9.86174
186713 9.41258
186794 8.99624
186876 8.60954
186957 8.25314
187039 7.92455
187120 7.62151
187202 7.34244
187283 7.08482
187365 6.84654
187446 6.62679
187528 6.42249
187609 6.23349
187772 5.89388
187935 5.59866
188098 5.34047
188261 5.11298
188424 4.91144
188564 4.75529
188705 4.61362
188846 4.48398
188986 4.36571
189268 4.15659
189549 3.97766
189875 3.80134
190201 3.65081
190527 3.52077
190853 3.40753
191327 3.26717
191800 3.15046
192186 3.07128
192378 3.03738
192571 3.00830
192719 2.99033
192867 2.97787
192971 2.97407
193074 2.97617
193178 2.98763
193230 2.99847
193282 3.01409
193341 3.03990
193400 3.07752
193459 3.13217
193489 3.16879
193518 3.21360
193557 3.28878
193577 3.33542
193596 3.38930
193616 3.45252
193635 3.52636
193655 3.61346
193674 3.71684
193694 3.84806
193705 3.92424
193715 4.00872
193725 4.10267
193735 4.20747
193745 4.32477
193755 4.45514
193765 4.59731
193775 4.75568
193785 4.93449
193794 5.13717
193804 5.36785
193814 5.63149
193823 5.93416
193828 6.10422
193833 6.28343
193838 6.48886
193843 6.71133
193848 6.95262
193854 7.21467
193859 7.49965
193864 7.80996
193869 8.14829
193874 8.51005
193879 8.91295
193884 9.35366
193889 9.83611
193894 10.3645
193899 10.9435
193904 11.5775
193910 12.2715
193915 13.0145
193918 13.5409
193921 14.0797
193924 14.6654
193928 15.2630
193934 16.5670
193941 17.9880
193947 19.5123
193954 21.1142
193967 24.3713
193971 25.3732
193975 26.3151
193979 27.1741
193983 27.9272
193988 28.5530
193992 29.0327
193996 29.3516
194000 29.4984
194004 29.4919
194007 29.3701
194010 29.1378
194014 28.8006
194017 28.3662
194021 27.8441
194024 27.2451
194027 26.5808
194034 25.1035
194041 23.5051
194055 20.2551
194060 19.0245
194065 17.8763
194071 16.7767
194076 15.7709
194081 14.8225
194087 13.9650
194092 13.1631
194097 12.4424
194103 11.7948
194108 11.2017
194113 10.6584
194118 10.1608
194123 9.70462
194129 9.28620
194134 8.90197
194139 8.54873
194144 8.22356
194149 7.92384
194155 7.64719
194160 7.39149
194165 7.15482
194170 6.93545
194175 6.73183
194181 6.54254
194191 6.20193
194201 5.90486
194212 5.64439
194222 5.41492
194233 5.21185
194243 5.03134
194253 4.87019
194264 4.72574
194274 4.59577
194285 4.47840
194295 4.37205
194305 4.27537
194326 4.10661
194347 3.96488
194367 3.84947
194387 3.75016
194407 3.66326
194426 3.58754
194446 3.52046
194466 3.46127
194506 3.36093
194534 3.30111
194562 3.24932
194619 3.16398
194676 3.09645
194733 3.04176
194816 2.97805
194899 2.92807
194982 2.88758
195065 2.85393
195145 2.82661
195224 2.80263
195383 2.76243
195542 2.72940
195700 2.70125
195958 2.66272
196215 2.63011
196472 2.60139
196729 2.57560
197152 2.53778
197576 2.50418
197999 2.47385
198423 2.44594
199148 2.40283
199874 2.36436
200600 2.32957
201326 2.29777
202657 2.24571
203988 2.19982
205319 2.15865
206649 2.12118
208343 2.07771
210037 2.03786
211731 2.00057
