Pt-198(n,g) ENDFB-8.0
Energy(eV) XS(b)
1858.32 10.8303
1858.41 11.2976
1858.49 11.7905
1858.58 12.3104
1858.66 12.8585
1858.75 13.4360
1858.83 14.0441
1858.92 14.7147
1859.01 15.4211
1859.10 16.1641
1859.19 16.9444
1859.28 17.7621
1859.36 18.6172
1859.45 19.5091
1859.54 20.4366
1859.70 22.1428
1859.85 23.9268
1860.01 25.7896
1860.16 27.6780
1860.48 31.4225
1860.63 33.1713
1860.79 34.7711
1860.88 35.6633
1860.98 36.4649
1861.07 37.1641
1861.17 37.7449
1861.26 38.2103
1861.36 38.5435
1861.46 38.7460
1861.55 38.8103
1861.66 38.7145
1861.77 38.4412
1861.86 38.0904
1861.95 37.6300
1862.04 37.0662
1862.13 36.4066
1862.21 35.6598
1862.30 34.8351
1862.48 33.0032
1862.66 30.9722
1862.84 28.8327
1863.19 24.5230
1863.42 21.9116
1863.53 20.6744
1863.64 19.4911
1863.76 18.3652
1863.87 17.2990
1863.98 16.2932
1864.10 15.3475
1864.24 14.2574
1864.37 13.2609
1864.51 12.3454
1864.65 11.5057
1864.79 10.7361
1864.93 10.0313
1865.07 9.38568
1865.21 8.79410
1865.32 8.36102
1865.43 7.96000
1865.54 7.58159
1865.65 7.23072
1865.76 6.89914
1865.87 6.59122
1865.97 6.30231
1866.08 6.03102
1866.19 5.77377
1866.30 5.53405
1866.41 5.30834
1866.52 5.09565
1866.63 4.89325
1866.74 4.70396
1866.85 4.52512
1866.96 4.35600
1867.07 4.19450
1867.18 4.04296
1867.39 3.76297
1867.61 3.50945
1867.83 3.28127
1868.05 3.07342
1868.27 2.88529
1868.49 2.71298
1868.71 2.55621
1868.86 2.45022
1869.02 2.35064
1869.18 2.25699
1869.34 2.16881
1869.50 2.08568
1869.66 2.00722
1869.82 1.93310
1869.98 1.86299
1870.30 1.73372
1870.61 1.61740
1870.93 1.51237
1871.25 1.41753
1871.47 1.35713
1871.69 1.30052
1871.91 1.24739
1872.12 1.19770
1872.34 1.15072
1872.56 1.10667
1872.78 1.06494
1873.00 1.02572
1873.22 0.988481
1873.43 0.953414
1873.87 0.888577
1874.31 0.830220
1874.75 0.777511
1875.18 0.729646
1875.62 0.686246
1876.06 0.646687
1876.49 0.610532
1876.93 0.577406
1877.37 0.546988
1877.81 0.519001
1878.24 0.493204
1878.66 0.470369
1879.08 0.449197
1879.49 0.429472
1879.91 0.411065
1880.33 0.393830
1880.75 0.377751
1881.16 0.362696
1881.58 0.348583
1882.00 0.335305
1882.42 0.322857
1882.83 0.311147
1883.25 0.300118
1883.67 0.289721
1884.08 0.279909
1884.92 0.261878
1885.79 0.244987
1886.67 0.229912
1887.54 0.216399
1888.41 0.204254
1889.29 0.193300
1890.16 0.183421
1891.04 0.174487
1891.91 0.166394
1892.59 0.160656
1893.26 0.155342
1893.94 0.150406
1894.61 0.145843
1895.29 0.141616
1895.96 0.137695
1897.32 0.130657
1898.67 0.124630
1900.02 0.119510
1901.37 0.115210
1902.72 0.111663
1904.31 0.108385
1905.90 0.106023
1907.49 0.104544
1909.08 0.103944
1910.43 0.104140
1911.78 0.105013
1913.13 0.106609
1914.48 0.108993
1915.83 0.112246
1917.18 0.116453
1917.86 0.118983
1918.53 0.121826
1919.21 0.125010
1919.89 0.128555
1920.76 0.133751
1921.63 0.139703
1922.51 0.146523
1923.38 0.154342
1924.26 0.163328
1925.13 0.173656
1926.01 0.185574
1926.44 0.192220
1926.88 0.199381
1927.48 0.210085
1928.07 0.221964
1928.67 0.235194
1929.26 0.249968
1929.86 0.266539
1930.46 0.285220
1930.75 0.295462
1931.05 0.306369
1931.35 0.317997
1931.65 0.330408
1932.09 0.350171
1932.52 0.372021
1932.96 0.396256
1933.40 0.423229
1933.83 0.453362
1934.05 0.469808
1934.27 0.487163
1934.49 0.505669
1934.71 0.525245
1934.93 0.546167
1935.14 0.568354
1935.48 0.605718
1935.82 0.647140
1936.16 0.693222
1936.33 0.718229
1936.50 0.744521
1936.66 0.772524
1936.83 0.802212
1937.00 0.833724
1937.17 0.867215
1937.34 0.902857
1937.51 0.940840
1937.68 0.981374
1937.85 1.02443
1937.98 1.05980
1938.11 1.09681
1938.23 1.13586
1938.36 1.17711
1938.49 1.22108
1938.62 1.26728
1938.69 1.29159
1938.75 1.31623
1938.82 1.34201
1938.88 1.36817
1938.95 1.39769
1939.02 1.42776
1939.09 1.45930
1939.16 1.49145
1939.22 1.52275
1939.29 1.55457
1939.35 1.58794
1939.42 1.62189
1939.48 1.65753
1939.55 1.69381
1939.61 1.73192
1939.67 1.77075
1939.72 1.80202
1939.77 1.83415
1939.82 1.86717
1939.87 1.90043
1939.92 1.93531
1939.97 1.97118
1940.02 2.00809
1940.07 2.04530
1940.12 2.08437
1940.17 2.12460
1940.22 2.16603
1940.27 2.20785
1940.32 2.25182
1940.37 2.29622
1940.42 2.34293
1940.47 2.39014
1940.52 2.44489
1940.58 2.50159
1940.63 2.56033
1940.69 2.62010
1940.74 2.68320
1940.80 2.74745
1940.85 2.81535
1940.91 2.88455
1940.96 2.95776
1941.02 3.03386
1941.07 3.11301
1941.13 3.19385
1941.18 3.27955
1941.23 3.36717
1941.29 3.46016
1941.34 3.55536
1941.40 3.65652
1941.45 3.76216
1941.51 3.87255
1941.56 3.98586
1941.62 4.10657
1941.67 4.23298
1941.73 4.36545
1941.78 4.50180
1941.84 4.64748
1941.89 4.79765
1941.95 4.95836
1942.00 5.12427
1942.05 5.30211
1942.11 5.48600
1942.16 5.68344
1942.22 5.88793
1942.27 6.10785
1942.33 6.34035
1942.38 6.58636
1942.44 6.84200
1942.49 7.11780
1942.55 7.40484
1942.60 7.71497
1942.65 8.03818
1942.71 8.38784
1942.76 8.75965
1942.82 9.15522
1942.87 9.56836
1942.93 10.0161
1942.98 10.4841
1943.04 10.9914
1943.09 11.5217
1943.15 12.0966
1943.20 12.7088
1943.26 13.3604
1943.31 14.0407
1943.37 14.7770
1943.42 15.5592
1943.48 16.3893
1943.53 17.2528
1943.58 18.1834
1943.64 19.1671
1943.69 20.2052
1943.75 21.2781
1943.80 22.4263
1943.86 23.6079
1943.91 24.8665
1943.97 26.1554
1944.02 27.5207
1944.08 28.9368
1944.13 30.4007
1944.19 31.8810
1944.24 33.4279
1944.29 34.9802
1944.40 38.1896
1944.52 41.7814
1944.64 45.3443
1944.76 48.7715
1944.88 51.9477
1944.96 53.7759
1945.04 55.4271
1945.11 56.8741
1945.19 58.0921
1945.26 59.0597
1945.34 59.7597
1945.42 60.1792
1945.49 60.3107
1945.54 60.2385
1945.59 60.0358
1945.68 59.4321
1945.76 58.5143
1945.84 57.2964
1945.92 55.8035
1946.00 54.0429
1946.09 52.0912
1946.17 49.9647
1946.25 47.7010
1946.39 43.5068
1946.54 39.1984
1946.68 34.9458
1946.83 30.9122
1946.90 28.9585
1946.97 27.1140
1947.04 25.3576
1947.11 23.6938
1947.19 22.1039
1947.26 20.6322
1947.33 19.2556
1947.40 17.9722
1947.48 16.7792
1947.55 15.6730
1947.62 14.6494
1947.69 13.7038
1947.76 12.8314
1947.84 12.0274
1947.91 11.2869
1947.98 10.6051
1948.05 10.0277
1948.11 9.49228
1948.18 8.99565
1948.24 8.54147
1948.31 8.11295
1948.37 7.72048
1948.44 7.34956
1948.50 7.00922
1948.57 6.68692
1948.64 6.39055
1948.70 6.10925
1948.77 5.84999
1948.83 5.60334
1948.90 5.37547
1948.96 5.15817
1949.03 4.95694
1949.10 4.74485
1949.17 4.54893
1949.25 4.36510
1949.32 4.19237
1949.39 4.02988
1949.46 3.87683
1949.53 3.73249
1949.61 3.59622
1949.68 3.46568
1949.75 3.34390
1949.89 3.11918
1950.04 2.91677
1950.18 2.73380
1950.27 2.63276
1950.35 2.53842
1950.52 2.36459
1950.69 2.20745
1950.86 2.06654
1951.04 1.93821
1951.21 1.82232
1951.38 1.71669
1951.55 1.62013
1951.69 1.54417
1951.83 1.47397
1951.98 1.40853
1952.12 1.34742
1952.27 1.28988
1952.41 1.23636
1952.56 1.18616
1952.70 1.13900
1952.84 1.09435
1952.99 1.05260
1953.13 1.01323
1953.28 0.976073
1953.42 0.940958
1953.56 0.907739
1953.85 0.846464
1954.14 0.791121
1954.43 0.741301
1954.72 0.695985
1955.01 0.654923
1955.30 0.617344
1955.58 0.583097
1955.87 0.551590
1956.16 0.522734
1956.41 0.499535
1956.66 0.477976
1956.91 0.457824
1957.16 0.438954
1957.41 0.421257
1957.66 0.404634
1957.90 0.389001
1958.15 0.374279
1958.65 0.347305
1959.15 0.323231
1959.65 0.301657
1960.15 0.282248
1960.72 0.262098
1961.30 0.244113
1961.88 0.227991
1962.45 0.213482
1963.03 0.200376
1963.61 0.188498
1964.18 0.177696
1964.76 0.167860
1965.60 0.155007
1966.44 0.143660
1967.28 0.133604
1968.12 0.124632
1968.96 0.116576
1969.79 0.109322
1970.63 0.102772
1971.47 0.0968351
1972.63 0.0895362
1973.78 0.0830953
1974.93 0.0773810
1976.09 0.0722902
1977.24 0.0677264
1978.40 0.0636214
1979.55 0.0599144
1980.70 0.0565574
1982.28 0.0524577
1983.85 0.0488368
1985.42 0.0456202
1987.00 0.0427613
1988.57 0.0401851
1990.14 0.0378608
1991.72 0.0357587
1993.29 0.0338508
1994.97 0.0320026
1996.64 0.0303239
1998.32 0.0287939
2000.00 0.0273986
2003.21 0.0250420
2006.42 0.0230217
2009.62 0.0212797
2012.83 0.0197691
2016.04 0.0184466
2019.24 0.0172866
2022.45 0.0162637
2025.66 0.0153576
2028.87 0.0145560
2032.07 0.0138450
2035.28 0.0132167
2038.49 0.0126663
2041.69 0.0121893
2044.90 0.0117891
2048.11 0.0114728
2051.31 0.0112580
2053.65 0.0111842
2056.86 0.0112569
2060.06 0.0116807
2061.67 0.0121314
2063.27 0.0128662
2064.87 0.0140891
2065.68 0.0150020
2066.48 0.0162241
2067.50 0.0184451
2068.01 0.0199843
2068.52 0.0219699
2069.03 0.0245848
2069.54 0.0281074
2070.05 0.0330070
2070.30 0.0362208
2070.56 0.0401643
2070.85 0.0459332
2071.14 0.0537244
2071.29 0.0588448
2071.43 0.0652384
2071.58 0.0735541
2071.72 0.0848068
2071.87 0.101014
2071.94 0.111858
2072.02 0.125224
2072.09 0.141806
2072.16 0.162474
2072.23 0.188303
2072.31 0.220117
2072.38 0.260369
2072.45 0.310557
2072.53 0.372902
2072.60 0.449979
2072.67 0.544715
2072.74 0.660385
2072.78 0.728140
2072.82 0.800576
2072.85 0.879908
2072.89 0.966614
2072.95 1.12017
2073.00 1.29536
2073.06 1.49410
2073.12 1.71824
2073.17 1.96947
2073.20 2.10819
2073.23 2.24931
2073.26 2.40308
2073.29 2.55900
2073.32 2.72832
2073.35 2.89944
2073.37 3.08463
2073.40 3.27113
2073.43 3.47225
2073.46 3.67407
2073.52 4.10771
2073.57 4.57089
2073.63 5.06179
2073.69 5.57786
2073.74 6.11586
2073.80 6.67178
2073.99 8.59920
2074.09 9.55335
2074.18 10.4448
2074.23 10.8898
2074.28 11.2971
2074.33 11.6708
2074.38 12.0066
2074.43 12.3005
2074.48 12.5488
2074.55 12.8112
2074.60 12.9378
2074.65 13.0119
2074.69 13.0358
2074.70 13.0358
2074.70 13.0358
2074.70 13.0353
2074.71 13.0344
2074.72 13.0313
2074.73 13.0206
2074.78 12.9582
2074.83 12.8510
2074.88 12.6726
2074.93 12.4720
2074.97 12.2310
2075.02 11.9523
2075.06 11.6457
2075.11 11.3010
2075.15 10.9362
2075.21 10.4225
2075.27 9.88527
2075.39 8.74611
2075.55 7.06639
2075.62 6.40315
2075.68 5.79897
2075.75 5.22859
2075.81 4.68681
2075.87 4.17714
2075.90 3.92752
2075.93 3.69474
2075.96 3.47103
2075.99 3.25651
2076.03 3.05124
2076.06 2.85523
2076.09 2.66845
2076.12 2.49082
2076.15 2.31696
2076.18 2.15756
2076.21 2.00689
2076.24 1.86472
2076.27 1.73085
2076.31 1.60500
2076.34 1.48692
2076.37 1.37633
2076.40 1.27292
2076.43 1.17641
2076.49 1.00283
2076.55 0.853099
2076.62 0.724743
2076.65 0.655602
2076.69 0.594619
2076.77 0.488246
2076.84 0.401927
2076.91 0.333165
2076.99 0.277198
2077.06 0.232513
2077.14 0.196942
2077.21 0.169001
2077.29 0.146446
2077.36 0.128468
2077.44 0.114075
2077.51 0.102616
2077.66 0.0854965
2077.81 0.0736610
2077.96 0.0650037
2078.11 0.0584350
2078.41 0.0488459
2078.71 0.0420489
2079.01 0.0369372
2079.30 0.0329290
2079.60 0.0297196
2080.20 0.0249333
2080.80 0.0215818
2081.40 0.0191439
2081.99 0.0172919
2082.59 0.0158409
2083.79 0.0137504
2084.98 0.0123465
2086.18 0.0113541
2088.57 0.0100621
2091.09 0.00923528
2093.62 0.00869688
2096.14 0.00831107
2098.66 0.00802710
2103.71 0.00764188
2108.76 0.00740597
2115.13 0.00724395
2121.51 0.00718838
2130.01 0.00727585
2134.26 0.00739116
2138.51 0.00756004
2144.35 0.00789904
2150.19 0.00839652
2156.04 0.00911013
2158.96 0.00957652
2161.88 0.0101375
2165.33 0.0109565
2168.79 0.0119895
2172.24 0.0133268
2175.69 0.0150837
2178.35 0.0168364
2181.01 0.0190774
2182.33 0.0204395
2183.66 0.0220052
2184.99 0.0238128
2186.32 0.0259170
2187.78 0.0286695
2189.24 0.0319966
2190.70 0.0360693
2192.16 0.0411289
2193.49 0.0468743
2194.15 0.0502725
2194.82 0.0541003
2195.48 0.0584327
2196.15 0.0633606
2196.81 0.0689966
2197.47 0.0754898
2198.21 0.0838600
2198.94 0.0938102
2199.67 0.105797
2200.03 0.112715
2200.40 0.120374
2200.76 0.128910
2201.13 0.138408
2201.49 0.149049
2201.86 0.161026
2202.22 0.174613
2202.59 0.190025
2202.95 0.207656
2203.32 0.227957
2203.53 0.241458
2203.75 0.256239
2203.97 0.272473
2204.18 0.290358
2204.40 0.310134
2204.61 0.332081
2204.83 0.356537
2205.05 0.383772
2205.23 0.409588
2205.41 0.438042
2205.59 0.469877
2205.78 0.505260
2205.96 0.545213
2206.14 0.590073
2206.32 0.641300
2206.51 0.699550
2206.68 0.763873
2206.77 0.799428
2206.85 0.837705
2206.94 0.879511
2207.03 0.924263
2207.12 0.972845
2207.20 1.02576
2207.29 1.08431
2207.38 1.14789
2207.47 1.21803
2207.55 1.29578
2207.64 1.38353
2207.73 1.48092
2207.81 1.59092
2207.90 1.71601
2207.95 1.78929
2207.99 1.86818
2208.04 1.95329
2208.08 2.04321
2208.13 2.14268
2208.18 2.24818
2208.22 2.36529
2208.27 2.48992
2208.31 2.62872
2208.36 2.77685
2208.40 2.94226
2208.45 3.11920
2208.47 3.21591
2208.49 3.31716
2208.52 3.42318
2208.54 3.52927
2208.56 3.64532
2208.59 3.76687
2208.61 3.89420
2208.63 4.02165
2208.66 4.21113
2208.69 4.40615
2208.72 4.61333
2208.75 4.83340
2208.78 5.06711
2208.81 5.31525
2208.84 5.57862
2208.87 5.85806
2208.90 6.16460
2208.93 6.47936
2208.96 6.81283
2208.99 7.16593
2209.02 7.53957
2209.05 7.93468
2209.08 8.35218
2209.11 8.79301
2209.14 9.14736
2209.16 9.51637
2209.18 9.90045
2209.20 10.3000
2209.23 10.7893
2209.26 11.3011
2209.29 11.8359
2209.31 12.3732
2209.35 13.1542
2209.38 13.9556
2209.42 14.7996
2209.45 15.6869
2209.49 16.6453
2209.52 17.6222
2209.56 18.6436
2209.59 19.7096
2209.63 20.7231
2209.66 21.7400
2209.69 22.7909
2209.72 23.8752
2209.75 24.9920
2209.78 26.1403
2209.81 27.3188
2209.84 28.5262
2209.89 30.3675
2209.93 32.2626
2209.98 34.2044
2210.03 36.1414
2210.12 40.1360
2210.21 44.1663
2210.30 48.1837
2210.39 51.9996
2210.48 55.5905
2210.57 58.7728
2210.64 60.6793
2210.70 62.3402
2210.77 63.9849
2210.85 65.1952
2210.92 65.9563
2211.00 66.2107
2211.03 66.1682
2211.08 65.9176
2211.13 65.4563
2211.18 64.7864
2211.23 63.9150
2211.28 62.8512
2211.33 61.6323
2211.38 60.2213
2211.43 58.6877
2211.49 56.7711
2211.54 54.7397
2211.60 52.5832
2211.65 50.3249
2211.76 45.5520
2211.87 40.6452
2212.03 34.0148
2212.10 30.8398
2212.18 27.8454
2212.23 25.7156
2212.29 23.7212
2212.34 21.7960
2212.40 20.0129
2212.46 18.3096
2212.51 16.7478
2212.57 15.2954
2212.62 13.9507
2212.65 13.3067
2212.68 12.6893
2212.70 12.0981
2212.73 11.5326
2212.76 10.9921
2212.79 10.4761
2212.82 9.98368
2212.84 9.53071
2212.87 9.08289
2212.90 8.65667
2212.93 8.25131
2212.95 7.87949
2212.98 7.51292
2213.01 7.16498
2213.04 6.83491
2213.07 6.53287
2213.11 6.03318
2213.16 5.57810
2213.21 5.16413
2213.26 4.78788
2213.31 4.44615
2213.35 4.13592
2213.40 3.85433
2213.45 3.60381
2213.50 3.37128
2213.54 3.16006
2213.59 2.96805
2213.64 2.79682
2213.69 2.63736
2213.74 2.49191
2213.78 2.35903
2213.83 2.23986
2213.89 2.11048
2213.94 1.99326
2214.00 1.88677
2214.05 1.79138
2214.11 1.70255
2214.16 1.62251
2214.22 1.54754
2214.28 1.47960
2214.33 1.41559
2214.39 1.35726
2214.50 1.25140
2214.61 1.15893
2214.72 1.07744
2214.85 0.992896
2214.98 0.918755
2215.11 0.853226
2215.24 0.794922
2215.37 0.742746
2215.51 0.695817
2215.64 0.653417
2215.77 0.615234
2215.88 0.585334
2215.99 0.557653
2216.21 0.508083
2216.43 0.465063
2216.65 0.427457
2216.88 0.394376
2217.10 0.365108
2217.32 0.339079
2217.54 0.315921
2217.76 0.295039
2217.99 0.276227
2218.21 0.259215
2218.43 0.243845
2218.65 0.229789
2218.87 0.216958
2219.32 0.194477
2219.72 0.176998
2220.12 0.161896
2220.53 0.148691
2220.93 0.137131
2221.33 0.126904
2221.74 0.117858
2222.14 0.109798
2222.54 0.102586
2222.99 0.0954863
2223.43 0.0891628
2223.87 0.0834822
2224.32 0.0783828
2225.20 0.0695972
2226.09 0.0623461
2226.82 0.0573192
2227.54 0.0529586
2228.27 0.0491481
2228.99 0.0457970
2229.72 0.0428377
2230.45 0.0402146
2231.90 0.0357988
2232.79 0.0335408
2233.67 0.0315603
2235.45 0.0282687
2237.22 0.0256813
2239.00 0.0236321
2240.53 0.0222052
2242.06 0.0210395
2243.59 0.0200820
2245.13 0.0193087
2248.19 0.0182239
2251.26 0.0176591
2252.55 0.0175679
2256.10 0.0176957
2257.87 0.0179930
2259.65 0.0184593
2261.42 0.0191129
2263.19 0.0199812
2264.97 0.0211021
2266.74 0.0225263
2268.52 0.0243447
2270.29 0.0266584
2272.07 0.0296267
2272.95 0.0314231
2273.84 0.0334770
2275.21 0.0372758
2276.58 0.0420398
2277.27 0.0448845
2277.96 0.0481032
2278.64 0.0517794
2279.33 0.0559915
2280.21 0.0624270
2281.10 0.0702606
2281.54 0.0748361
2281.99 0.0799250
2282.43 0.0856336
2282.87 0.0920366
2283.26 0.0982519
2283.64 0.105166
2284.02 0.112907
2284.41 0.121613
2284.79 0.131449
2285.17 0.142624
2285.56 0.155396
2285.94 0.170091
2286.38 0.190084
2286.61 0.201514
2286.83 0.214068
2287.05 0.227900
2287.27 0.243193
2287.49 0.260163
2287.71 0.278978
2287.94 0.300121
2288.16 0.323888
2288.38 0.350745
2288.60 0.381267
2288.82 0.416177
2289.05 0.456393
2289.27 0.503102
2289.38 0.529361
2289.49 0.557599
2289.61 0.591538
2289.73 0.628911
2289.85 0.670239
2289.97 0.716160
2290.09 0.767463
2290.22 0.825143
2290.34 0.890474
2290.46 0.964451
2290.57 1.04287
2290.68 1.13316
2290.73 1.18412
2290.79 1.23827
2290.85 1.29810
2290.90 1.36208
2290.96 1.43321
2291.01 1.50975
2291.07 1.59540
2291.12 1.68814
2291.18 1.79254
2291.23 1.90624
2291.29 2.03252
2291.34 2.17310
2291.39 2.30899
2291.44 2.45869
2291.49 2.62378
2291.54 2.80603
2291.56 2.90417
2291.58 3.00733
2291.61 3.11578
2291.63 3.22979
2291.66 3.34965
2291.68 3.47566
2291.70 3.60813
2291.73 3.74739
2291.75 3.89376
2291.78 4.04760
2291.80 4.20926
2291.82 4.37910
2291.85 4.55750
2291.87 4.74485
2291.90 4.94155
2291.92 5.14800
2291.94 5.36461
2291.97 5.59180
2291.99 5.83001
2292.02 6.07966
2292.04 6.34120
2292.06 6.61506
2292.09 6.90171
2292.11 7.20157
2292.13 7.50176
2292.16 7.81490
2292.18 8.14137
2292.20 8.46649
2292.23 8.82017
2292.25 9.17201
2292.27 9.55434
2292.29 9.93424
2292.32 10.3466
2292.34 10.7748
2292.36 11.2191
2292.38 11.6595
2292.41 12.1363
2292.43 12.6083
2292.45 13.1186
2292.47 13.6231
2292.51 14.5324
2292.55 15.4647
2292.57 16.1211
2292.60 16.7713
2292.65 18.1310
2292.67 18.9303
2292.70 19.7233
2292.73 20.5707
2292.75 21.4093
2292.80 23.1861
2292.86 25.0130
2292.91 27.0664
2292.97 29.1613
2293.02 31.3631
2293.08 33.5804
2293.13 35.6727
2293.18 37.7454
2293.28 41.9008
2293.39 46.4498
2293.50 50.6448
2293.56 52.6208
2293.61 54.4280
2293.67 56.1108
2293.72 57.5899
2293.78 58.8792
2293.83 59.9631
2293.87 60.6296
2293.91 61.1582
2293.95 61.5634
2293.99 61.8422
2294.06 62.0217
2294.09 61.9893
2294.13 61.8048
2294.18 61.4679
2294.22 60.9791
2294.27 60.3423
2294.33 59.0791
2294.40 57.4985
2294.47 55.6298
2294.54 53.5394
2294.63 50.3685
2294.72 46.9022
2294.79 44.1777
2294.85 41.4244
2294.99 35.8599
2295.12 30.4345
2295.19 27.8426
2295.26 25.3599
2295.31 23.4152
2295.37 21.5624
2295.42 19.8068
2295.48 18.1519
2295.53 16.5999
2295.59 15.1513
2295.64 13.8055
2295.70 12.5824
2295.73 11.8612
2295.76 11.1767
2295.80 10.5281
2295.83 9.93188
2295.86 9.35098
2295.90 8.81846
2295.93 8.30090
2295.96 7.82760
2296.00 7.36867
2296.03 6.94993
2296.07 6.54474
2296.10 6.17577
2296.13 5.81941
2296.17 5.49545
2296.20 5.18307
2296.23 4.89952
2296.27 4.60325
2296.31 4.32847
2296.34 4.07377
2296.38 3.84393
2296.42 3.62491
2296.45 3.42738
2296.49 3.23923
2296.53 3.06958
2296.56 2.90797
2296.60 2.76220
2296.64 2.62329
2296.67 2.49791
2296.71 2.37831
2296.74 2.27024
2296.78 2.16702
2296.82 2.07362
2296.89 1.91417
2296.95 1.77608
2297.02 1.65413
2297.09 1.54598
2297.15 1.44965
2297.22 1.36345
2297.29 1.28596
2297.35 1.21598
2297.42 1.15159
2297.49 1.09383
2297.56 1.04099
2297.62 0.992449
2297.76 0.906322
2297.89 0.832205
2298.03 0.767720
2298.16 0.711098
2298.29 0.660994
2298.43 0.616365
2298.56 0.576386
2298.70 0.540395
2298.83 0.507853
2298.96 0.478311
2299.18 0.435361
2299.40 0.398190
2299.62 0.365775
2299.84 0.337438
2300.06 0.312290
2300.28 0.290053
2300.50 0.270113
2300.72 0.252317
2300.99 0.232857
2301.26 0.215712
2301.53 0.200472
2301.79 0.186860
2302.06 0.174609
2302.33 0.163620
2302.60 0.153688
2302.87 0.144681
2303.21 0.134355
2303.55 0.125187
2303.89 0.116962
2304.23 0.109597
2304.92 0.0969287
2305.60 0.0864845
2306.14 0.0795073
2306.67 0.0734285
2307.21 0.0680822
2307.74 0.0633728
2308.28 0.0591882
2308.82 0.0554670
2309.89 0.0491413
2310.57 0.0457529
2311.26 0.0427684
2312.62 0.0377827
2313.99 0.0338150
2315.35 0.0305997
2316.43 0.0284881
2317.50 0.0266743
2319.65 0.0237431
2321.79 0.0215119
2323.94 0.0197908
2325.70 0.0186706
2327.45 0.0177614
2329.21 0.0170160
2330.96 0.0164074
2334.48 0.0155258
2337.99 0.0149954
2340.33 0.0147984
2342.67 0.0147089
2345.80 0.0147447
2348.92 0.0149352
2352.05 0.0152814
2355.18 0.0157832
2358.30 0.0164496
2361.43 0.0172997
2364.55 0.0183562
2367.68 0.0196505
2370.90 0.0212939
2374.13 0.0233315
2377.35 0.0258682
2378.96 0.0273702
2380.58 0.0290598
2382.04 0.0307872
2383.51 0.0327237
2384.97 0.0349067
2386.44 0.0373759
2387.90 0.0401872
2389.37 0.0434020
2390.83 0.0470989
2392.30 0.0513776
2393.91 0.0569447
2394.72 0.0601311
2395.52 0.0636333
2396.33 0.0674954
2397.14 0.0717690
2397.94 0.0765156
2398.75 0.0818020
2399.52 0.0874499
2400.29 0.0937618
2401.06 0.100867
2401.82 0.108884
2402.59 0.118002
2403.36 0.128404
2404.13 0.140354
2404.90 0.154181
2405.30 0.162322
2405.71 0.171176
2406.11 0.180827
2406.51 0.191373
2406.92 0.202929
2407.32 0.215627
2407.72 0.229625
2408.13 0.245108
2408.53 0.262296
2408.93 0.281452
2409.33 0.302891
2409.74 0.326995
2410.14 0.354229
2410.54 0.385166
2410.75 0.402282
2410.95 0.420515
2411.15 0.440164
2411.35 0.461164
2411.64 0.494673
2411.94 0.532102
2412.23 0.574095
2412.52 0.621438
2412.67 0.647502
2412.81 0.675101
2412.96 0.704773
2413.11 0.736290
2413.25 0.770283
2413.40 0.806512
2413.55 0.845727
2413.69 0.887680
2413.81 0.924629
2413.93 0.963678
2414.05 1.00535
2414.17 1.04988
2414.29 1.09755
2414.41 1.14867
2414.53 1.20360
2414.65 1.26272
2414.73 1.30450
2414.80 1.34791
2414.82 1.35825
2414.89 1.39905
2414.96 1.44180
2415.01 1.47603
2415.06 1.51087
2415.12 1.54773
2415.17 1.58528
2415.22 1.62504
2415.27 1.66559
2415.33 1.70859
2415.38 1.75249
2415.43 1.79729
2415.48 1.84300
2415.53 1.89154
2415.58 1.94112
2415.63 1.99383
2415.68 2.04775
2415.73 2.10402
2415.78 2.16277
2415.83 2.22544
2415.88 2.28972
2415.93 2.35839
2415.98 2.42896
2416.04 2.50446
2416.09 2.58219
2416.14 2.66384
2416.19 2.74969
2416.24 2.84191
2416.29 2.93720
2416.34 3.03975
2416.39 3.14594
2416.44 3.26046
2416.49 3.37930
2416.54 3.50513
2416.59 3.63852
2416.64 3.78296
2416.69 3.93346
2416.74 4.09676
2416.79 4.26723
2416.84 4.45255
2416.89 4.64636
2416.94 4.85312
2416.99 5.07386
2417.04 5.31455
2417.09 5.56695
2417.14 5.84245
2417.19 6.13159
2417.24 6.44740
2417.29 6.77898
2417.34 7.13385
2417.39 7.51363
2417.45 7.92837
2417.50 8.36354
2417.55 8.82874
2417.60 9.32574
2417.65 9.86726
2417.70 10.4339
2417.75 11.0375
2417.80 11.6800
2417.85 12.3768
2417.90 13.1022
2417.95 13.8865
2418.00 14.7002
2418.05 15.5769
2418.10 16.4827
2418.15 17.4544
2418.20 18.4540
2418.25 19.5210
2418.30 20.6131
2418.35 21.7494
2418.40 22.9285
2418.45 24.1729
2418.50 25.4314
2418.55 26.7248
2418.60 28.0494
2418.70 30.8025
2418.80 33.6237
2419.01 39.2367
2419.11 41.9110
2419.21 44.4220
2419.31 46.7049
2419.40 48.6788
2419.46 49.6153
2419.51 50.4279
2419.56 51.1281
2419.62 51.7098
2419.67 52.1753
2419.72 52.5035
2419.78 52.7010
2419.83 52.7663
2419.90 52.6421
2419.96 52.3651
2420.02 51.9333
2420.08 51.3512
2420.13 50.6386
2420.19 49.7780
2420.25 48.7894
2420.31 47.6828
2420.36 46.4907
2420.44 44.6641
2420.52 42.7130
2420.60 40.6474
2420.68 38.4994
2420.84 34.1637
2420.99 29.8725
2421.06 27.8693
2421.14 25.9265
2421.21 24.0570
2421.29 22.2946
2421.36 20.5990
2421.43 19.0003
