Cr-54(n,tot) ENDFB-8.0
0.200000 2.66959
0.209375 2.66614
0.218750 2.66292
0.228125 2.65990
0.237500 2.65706
0.246875 2.65439
0.256250 2.65187
0.265625 2.64948
0.275000 2.64722
0.284375 2.64507
0.293750 2.64303
0.303125 2.64108
0.312500 2.63922
0.321875 2.63745
0.331250 2.63575
0.340625 2.63412
0.350000 2.63256
0.359375 2.63106
0.368750 2.62962
0.378125 2.62824
0.387500 2.62690
0.396875 2.62562
0.406250 2.62438
0.425000 2.62202
0.443750 2.61982
0.462500 2.61775
0.500000 2.61397
0.531250 2.61114
0.562500 2.60854
0.593750 2.60615
0.625000 2.60394
0.687500 2.59999
0.750000 2.59655
0.812500 2.59351
0.875000 2.59082
0.937500 2.58839
1.00000 2.58620
1.06250 2.58420
1.12500 2.58236
1.18750 2.58068
1.25000 2.57912
1.37500 2.57633
1.50000 2.57390
1.62500 2.57175
1.75000 2.56984
1.87500 2.56813
2.00000 2.56657
2.18750 2.56448
2.37500 2.56265
2.56250 2.56101
2.75000 2.55955
2.93750 2.55823
3.12500 2.55702
3.31250 2.55592
3.50000 2.55490
3.87500 2.55309
4.25000 2.55151
4.62500 2.55013
5.00000 2.54889
5.31250 2.54796
5.62500 2.54711
5.93750 2.54631
6.25000 2.54558
6.87500 2.54425
7.50000 2.54308
8.12500 2.54203
8.75000 2.54109
9.37500 2.54023
10.0000 2.53945
10.6250 2.53873
11.2500 2.53806
11.8750 2.53743
12.5000 2.53685
13.7500 2.53578
15.0000 2.53482
16.2500 2.53395
17.5000 2.53315
18.7500 2.53242
20.0000 2.53173
21.8750 2.53078
23.7500 2.52991
25.6250 2.52911
27.5000 2.52835
29.3750 2.52764
31.2500 2.52697
33.1250 2.52633
35.0000 2.52572
38.7500 2.52456
42.5000 2.52348
46.2500 2.52246
50.0000 2.52148
53.1250 2.52070
56.2500 2.51995
59.3750 2.51921
62.5000 2.51849
68.7500 2.51710
75.0000 2.51576
81.2500 2.51446
87.5000 2.51319
93.7500 2.51196
100.000 2.51074
106.250 2.50955
112.500 2.50837
118.750 2.50721
125.000 2.50606
137.500 2.50380
150.000 2.50158
162.500 2.49939
175.000 2.49723
187.500 2.49509
200.000 2.49297
218.750 2.48982
237.500 2.48671
256.250 2.48362
275.000 2.48056
293.750 2.47753
312.500 2.47451
331.250 2.47151
350.000 2.46853
368.750 2.46556
387.500 2.46261
425.000 2.45675
462.500 2.45094
500.000 2.44518
531.250 2.44041
562.500 2.43567
593.750 2.43095
625.000 2.42627
687.500 2.41697
750.000 2.40777
812.500 2.39866
875.000 2.38965
937.500 2.38072
999.999 2.37187
1001.96 2.37159
1009.28 2.37056
1016.60 2.36953
1031.25 2.36747
1085.94 2.35984
1140.63 2.35225
1195.31 2.34473
1250.00 2.33725
1312.50 2.32879
1375.00 2.32039
1500.00 2.30380
1625.00 2.28747
1750.00 2.27140
1875.00 2.25557
2000.00 2.23997
2093.75 2.22842
2187.50 2.21699
2375.00 2.19449
2562.50 2.17244
2750.00 2.15081
2937.50 2.12958
3125.00 2.10873
3312.50 2.08823
3500.00 2.06807
3687.50 2.04823
3875.00 2.02868
4250.00 1.99042
4625.00 1.95314
5000.00 1.91674
5312.50 1.88699
5625.00 1.85770
5937.50 1.82882
6250.00 1.80029
6875.00 1.74407
7500.00 1.68862
8125.00 1.63355
8750.00 1.57847
9062.50 1.55081
9375.00 1.52300
9687.50 1.49500
9843.75 1.48093
9921.88 1.47388
9960.94 1.47036
10000.0 1.46684
10037.8 1.46345
10075.6 1.46008
10094.5 1.45842
10113.4 1.45677
10132.3 1.45516
10151.2 1.45361
10160.1 1.45290
10169.1 1.45223
10178.0 1.45161
10186.9 1.45105
10195.8 1.45058
10200.3 1.45040
10204.8 1.45027
10209.2 1.45021
10213.7 1.45023
10218.1 1.45038
10222.6 1.45069
10226.3 1.45114
10230.0 1.45181
10233.6 1.45281
10237.3 1.45431
10239.1 1.45534
10241.0 1.45663
10242.8 1.45825
10244.7 1.46031
10246.5 1.46299
10248.3 1.46653
10250.2 1.47133
10252.0 1.47804
10253.3 1.48438
10254.5 1.49303
10255.1 1.49872
10255.8 1.50561
10256.4 1.51434
10257.0 1.52574
10257.6 1.54144
10258.2 1.56303
10258.6 1.57754
10258.9 1.59448
10259.2 1.61488
10259.5 1.63949
10259.8 1.67024
10260.1 1.70627
10260.4 1.74960
10260.7 1.80154
10261.1 1.86355
10261.4 1.93717
10261.7 2.02405
10262.0 2.12588
10262.2 2.22003
10262.5 2.32586
10262.7 2.44414
10263.0 2.57007
10263.2 2.71468
10263.5 2.86681
10263.7 3.03936
10264.0 3.21854
10264.2 3.41906
10264.5 3.63320
10264.7 3.86014
10264.9 4.08896
10265.2 4.33725
10265.4 4.58347
10265.9 5.10155
10266.3 5.52825
10266.7 5.93462
10267.1 6.31857
10267.3 6.50253
10267.5 6.66705
10267.7 6.82785
10267.9 6.96740
10268.1 7.09895
10268.3 7.20813
10268.5 7.31819
10268.7 7.40258
10269.0 7.45817
10269.2 7.48761
10269.3 7.49432
10269.5 7.48350
10269.7 7.45147
10269.9 7.39857
10270.1 7.32952
10270.3 7.25767
10270.4 7.17381
10270.8 6.97242
10271.0 6.77884
10271.3 6.57070
10271.5 6.33485
10271.8 6.09289
10272.0 5.81892
10272.3 5.53601
10272.9 4.96004
10273.4 4.39549
10273.7 4.12547
10273.9 3.86701
10274.1 3.68416
10274.3 3.51789
10274.5 3.35929
10274.7 3.20866
10274.9 3.06623
10275.1 2.93209
10275.3 2.80627
10275.5 2.68870
10275.7 2.57373
10275.9 2.47266
10276.0 2.37926
10276.2 2.29325
10276.4 2.21431
10276.6 2.14209
10277.0 2.01628
10277.4 1.91031
10277.8 1.82643
10278.1 1.75869
10278.5 1.70437
10278.9 1.66103
10279.3 1.62656
10279.7 1.59917
10280.0 1.57737
10280.6 1.55481
10281.1 1.53790
10281.6 1.52411
10282.2 1.51372
10282.7 1.50552
10283.2 1.49888
10284.3 1.48872
10285.4 1.48124
10286.5 1.47543
10287.6 1.47085
10288.6 1.46711
10289.7 1.46401
10291.9 1.45915
10294.1 1.45557
10296.2 1.45281
10298.4 1.45065
10301.2 1.44844
10304.0 1.44672
10306.8 1.44532
10309.6 1.44415
10312.4 1.44315
10315.2 1.44229
10320.8 1.44086
10326.4 1.43968
10332.0 1.43868
10337.6 1.43780
10343.2 1.43700
10348.3 1.43632
10353.4 1.43567
10363.6 1.43447
10373.8 1.43334
10383.9 1.43226
10396.7 1.43095
10409.4 1.42968
10422.1 1.42843
10434.9 1.42720
10460.3 1.42476
10485.8 1.42235
10511.3 1.41995
10536.7 1.41756
10587.6 1.41279
10689.5 1.40326
10791.3 1.39370
10954.3 1.37832
11117.3 1.36281
11443.2 1.33140
12095.0 1.26664
12681.7 1.20575
12975.0 1.17429
13268.3 1.14219
13439.5 1.12322
13525.0 1.11372
13610.6 1.10425
13696.1 1.09486
13781.7 1.08564
13867.2 1.07677
13910.0 1.07256
13952.8 1.06857
14001.7 1.06448
14050.5 1.06105
14089.3 1.05915
14128.0 1.05836
14147.3 1.05858
14166.7 1.05938
14186.0 1.06090
14205.4 1.06346
14227.8 1.06820
14250.2 1.07574
14261.4 1.08102
14272.6 1.08766
14283.8 1.09606
14295.0 1.10673
14306.2 1.12049
14317.4 1.13853
14328.6 1.16253
14334.2 1.17756
14339.8 1.19520
14346.9 1.22243
14354.1 1.25650
14357.6 1.27693
14361.2 1.30007
14364.8 1.32656
14368.3 1.35686
14371.1 1.38402
14373.9 1.41444
14376.7 1.44879
14379.5 1.48775
14382.3 1.53217
14385.1 1.58312
14387.9 1.64189
14390.7 1.71017
14393.5 1.79016
14394.9 1.83542
14396.3 1.88476
14397.7 1.93866
14399.1 1.99772
14400.5 2.06259
14401.9 2.13407
14403.3 2.21309
14404.7 2.30075
14406.1 2.39836
14407.5 2.50748
14408.9 2.63001
14410.3 2.76825
14411.7 2.92501
14413.1 3.10377
14414.1 3.24128
14415.0 3.39121
14416.0 3.55872
14417.0 3.74268
14417.9 3.94978
14418.9 4.17911
14419.8 4.43963
14420.8 4.73093
14421.5 4.97043
14422.2 5.23428
14422.9 5.52597
14423.6 5.84967
14424.3 6.21035
14425.0 6.61403
14425.7 7.06802
14426.0 7.31659
14426.4 7.58125
14426.7 7.87177
14427.1 8.17365
14427.4 8.49652
14427.8 8.84238
14428.1 9.21346
14428.5 9.61226
14428.8 10.0416
14429.2 10.5045
14429.5 11.0046
14429.9 11.5456
14430.2 12.1319
14430.6 12.7682
14430.9 13.4598
14431.3 14.2125
14431.6 15.0327
14432.0 15.9273
14432.3 16.9038
14432.7 17.9703
14433.0 19.1354
14433.4 20.4081
14433.7 21.7980
14434.1 23.3148
14434.4 24.9684
14434.8 26.7687
14435.1 28.7250
14435.5 30.8464
14435.8 33.1408
14436.2 35.6150
14436.5 38.2740
14436.9 41.1207
14437.2 44.1556
14437.6 47.2816
14437.9 50.7762
14438.3 54.3461
14438.6 58.0719
14439.0 61.9351
14439.7 69.9779
14440.4 78.2366
14441.1 86.9773
14441.5 91.1187
14441.9 95.0718
14442.3 98.8758
14442.6 102.273
14443.0 105.312
14443.4 107.944
14443.8 110.431
14444.2 112.250
14444.7 113.355
14445.1 113.722
14445.2 113.700
14445.5 113.322
14445.9 112.482
14446.2 111.193
14446.5 109.531
14446.9 107.421
14447.2 105.014
14447.5 102.201
14447.9 99.1826
14448.4 93.8406
14448.9 88.1472
14450.0 75.9269
14451.0 64.1581
14451.5 58.5930
14452.0 53.3023
14452.3 49.7907
14452.7 46.5448
14453.0 43.4699
14453.4 40.5706
14453.7 37.7710
14454.0 35.2303
14454.4 32.8626
14454.7 30.6631
14455.0 29.0906
14455.2 27.6647
14455.5 26.3202
14455.7 25.0535
14456.0 23.8613
14456.2 22.7400
14456.5 21.6859
14456.7 20.6956
14457.0 19.7654
14457.2 18.8919
14457.5 18.0717
14457.7 17.3015
14458.0 16.5783
14458.2 15.8989
14458.5 15.2605
14458.7 14.6605
14459.0 14.0743
14459.2 13.5445
14459.5 13.0457
14459.7 12.5757
14460.0 12.1326
14460.2 11.7145
14460.7 10.9464
14461.3 10.2463
14461.8 9.63070
14462.3 9.07615
14462.8 8.57488
14463.1 8.21659
14463.5 7.88393
14463.9 7.57448
14464.3 7.29326
14464.7 7.02359
14465.1 6.77142
14465.5 6.53525
14465.9 6.31921
14466.2 6.11076
14466.6 5.91467
14467.4 5.56008
14468.2 5.23952
14469.0 4.95584
14469.5 4.78367
14470.0 4.62579
14470.5 4.47777
14471.0 4.33881
14472.0 4.08278
14473.0 3.85769
14474.0 3.65485
14475.0 3.47486
14476.0 3.31127
14477.0 3.16497
14478.0 3.03104
14479.0 2.91045
14480.0 2.79935
14481.0 2.69873
14482.0 2.60553
14483.0 2.52068
14484.0 2.44244
14485.0 2.37014
14486.0 2.30253
14487.0 2.24043
14489.0 2.12836
14491.1 2.03084
14493.1 1.94544
14495.1 1.87022
14497.1 1.80361
14499.1 1.74436
14501.1 1.69164
14503.3 1.64006
14505.5 1.59399
14507.7 1.55268
14509.9 1.51549
14512.0 1.48189
14514.2 1.45144
14518.6 1.39845
14522.6 1.35738
14526.7 1.32213
14530.7 1.29164
14534.7 1.26515
14538.7 1.24187
14542.7 1.22134
14550.8 1.18692
14557.0 1.16505
14563.2 1.14644
14575.6 1.11652
14588.0 1.09350
14600.4 1.07538
14610.6 1.06311
14620.9 1.05268
14641.3 1.03585
14661.8 1.02280
14682.2 1.01221
14699.7 1.00455
14717.3 0.997837
14734.8 0.991851
14752.3 0.986405
14761.1 0.983840
14769.8 0.981363
14778.6 0.978949
14783.0 0.977771
14787.4 0.976615
14791.7 0.975488
14793.9 0.974942
14796.1 0.974415
14799.0 0.973760
14800.5 0.973466
14802.0 0.973209
14803.5 0.973000
14805.1 0.972916
14805.9 0.972963
14806.6 0.973121
14807.4 0.973474
14808.2 0.974158
14808.6 0.974705
14809.0 0.975447
14809.3 0.976446
14809.7 0.977741
14810.1 0.979497
14810.5 0.981811
14810.9 0.984833
14811.3 0.988637
14811.7 0.993636
14812.1 1.00000
14812.4 1.00803
14812.8 1.01777
14813.2 1.03009
14813.6 1.04516
14814.0 1.06340
14814.4 1.08461
14814.7 1.10889
14815.1 1.13624
14815.5 1.16845
14815.8 1.20397
14816.6 1.28894
14817.2 1.37724
14817.8 1.47665
14818.5 1.58390
14819.1 1.69426
14819.5 1.75552
14819.9 1.83064
14820.4 1.89984
14820.9 1.96064
14821.3 2.00975
14821.7 2.04398
14822.1 2.06703
14822.6 2.07866
14822.7 2.07904
14822.7 2.07915
14822.8 2.07890
14822.9 2.07792
14823.1 2.07404
14823.4 2.06010
14823.8 2.03767
14824.2 1.99623
14824.7 1.94409
14825.1 1.88247
14825.6 1.81360
14826.7 1.63451
14827.2 1.54324
14827.7 1.45732
14828.3 1.37596
14828.8 1.30384
14829.3 1.23923
14829.9 1.18485
14830.3 1.14962
14830.7 1.11915
14831.1 1.09310
14831.5 1.07109
14832.0 1.04703
14832.3 1.03713
14832.6 1.02847
14832.8 1.02093
14833.1 1.01438
14833.4 1.00872
14833.6 1.00401
14833.9 0.999782
14834.2 0.996154
14834.4 0.993042
14834.7 0.990376
14835.0 0.988092
14835.2 0.986134
14835.8 0.983058
14836.3 0.980718
14836.8 0.978976
14837.4 0.977598
14837.9 0.976521
14838.5 0.975621
14839.0 0.974877
14840.1 0.973652
14841.1 0.972663
14842.2 0.971823
14844.3 0.970422
14846.5 0.969276
14848.6 0.968293
14850.8 0.967423
14852.9 0.966637
14855.7 0.965716
14858.4 0.964872
14863.9 0.963335
14869.4 0.961942
14874.9 0.960634
14885.8 0.958195
14896.8 0.955930
14918.8 0.951643
14940.7 0.947629
14962.7 0.943711
14984.6 0.939952
15028.5 0.932648
15114.2 0.919046
15199.9 0.905899
15285.6 0.892950
15371.3 0.880096
15542.6 0.854389
15714.0 0.828434
16091.0 0.769662
16468.0 0.708093
16845.0 0.643138
17221.9 0.574606
17598.9 0.502345
17975.9 0.426375
18250.1 0.368934
18524.3 0.310019
18798.4 0.250191
18935.5 0.220203
19004.1 0.205259
19038.3 0.197816
19072.6 0.190410
19084.4 0.187878
19096.2 0.185364
19108.0 0.182868
19119.7 0.180409
19131.5 0.178014
19137.4 0.176855
19143.3 0.175736
19149.2 0.174672
19155.1 0.173694
19161.0 0.172860
19163.9 0.172522
19166.9 0.172260
19169.5 0.172107
19172.2 0.172062
19174.9 0.172166
19177.6 0.172478
19180.0 0.173017
19182.4 0.173912
19184.8 0.175340
19187.2 0.177614
19188.4 0.179259
19189.6 0.181422
19190.8 0.184458
19192.0 0.188985
19192.6 0.192276
19193.2 0.196542
19193.8 0.202275
19194.4 0.210115
19195.1 0.221174
19195.7 0.236359
19196.3 0.257518
19196.6 0.271013
19196.9 0.286889
19197.4 0.320438
19197.9 0.363179
19198.4 0.418088
19198.9 0.487914
19199.4 0.577678
19199.9 0.687213
19200.4 0.821506
19200.9 0.983925
19201.4 1.18179
19201.9 1.40998
19202.4 1.67383
19202.9 1.97401
19203.4 2.30982
19203.9 2.67888
19204.4 3.07697
19204.9 3.49795
19206.4 4.84279
19206.8 5.16763
19207.2 5.46676
19207.6 5.74994
19208.0 5.99713
19208.2 6.15271
19208.5 6.28976
19208.8 6.40679
19209.0 6.49938
19209.3 6.56650
19209.5 6.61373
19209.9 6.65369
19210.0 6.65704
19210.3 6.64252
19210.7 6.59041
19211.0 6.49179
19211.4 6.35585
19211.8 6.15644
19212.2 5.91437
19212.6 5.63550
19213.0 5.33422
19213.5 4.90169
19214.1 4.44521
19215.1 3.51849
19215.7 3.07365
19216.2 2.65467
19216.7 2.26868
19217.3 1.92038
19217.6 1.70095
19218.0 1.50648
19218.3 1.33059
19218.7 1.17281
19219.1 1.03238
19219.4 0.908329
19219.8 0.799557
19220.1 0.704857
19220.5 0.620863
19220.9 0.550816
19221.2 0.491022
19221.6 0.440278
19222.0 0.397448
19222.3 0.361479
19222.7 0.331406
19223.0 0.306361
19223.4 0.285045
19223.8 0.267916
19224.1 0.253753
19224.5 0.242048
19224.8 0.232370
19225.2 0.224353
19225.6 0.217692
19225.9 0.212134
19226.7 0.203428
19227.4 0.197214
19228.1 0.192541
19228.8 0.188890
19229.7 0.185380
19230.6 0.182533
19232.3 0.178090
19234.0 0.174699
19235.8 0.171998
19237.5 0.169752
19239.2 0.167863
19242.7 0.164793
19246.2 0.162372
19249.6 0.160375
19253.1 0.158668
19256.6 0.157169
19260.5 0.155642
19264.5 0.154256
19272.4 0.151765
19280.3 0.149523
19288.2 0.147453
19296.1 0.145475
19304.0 0.143575
19319.8 0.139923
19335.6 0.136409
19351.4 0.132983
19383.1 0.126278
19426.3 0.117400
19469.4 0.108701
19555.8 0.0918709
19605.2 0.0826131
19654.5 0.0736373
19703.9 0.0649720
19753.2 0.0566517
19802.6 0.0487067
19827.3 0.0448878
19851.9 0.0411851
19876.6 0.0375979
19901.3 0.0341340
19926.0 0.0307998
19950.7 0.0276034
19975.3 0.0245494
20000.0 0.0216471
20029.8 0.0183604
20059.6 0.0153138
20089.4 0.0125292
20119.2 0.0100310
20149.0 0.00781693
20178.7 0.00592636
20193.6 0.00509934
20208.5 0.00436969
20223.4 0.00372052
20238.3 0.00315378
20257.3 0.00257782
20266.8 0.00235096
20276.2 0.00216465
20285.7 0.00201930
20295.2 0.00191593
20304.7 0.00185539
20314.1 0.00183855
20323.0 0.00186286
20331.8 0.00192627
20340.6 0.00202934
20349.4 0.00217276
20358.2 0.00235737
20367.0 0.00258405
20384.6 0.00316648
20402.2 0.00392612
20419.8 0.00489143
20437.4 0.00601853
20455.0 0.00734475
20469.9 0.00864056
20484.8 0.0100795
20499.7 0.0116602
20514.5 0.0134191
20529.4 0.0153453
20544.3 0.0174204
20559.2 0.0196863
20574.1 0.0221430
20589.0 0.0247650
20603.9 0.0275859
20618.8 0.0306244
20633.7 0.0338445
20648.6 0.0372765
20663.5 0.0409511
20678.4 0.0448312
20693.3 0.0489303
20708.2 0.0533032
20723.0 0.0579089
20737.9 0.0627489
20752.8 0.0678797
20767.7 0.0732864
20782.6 0.0789369
20797.5 0.0849054
20812.4 0.0911840
20827.3 0.0977373
20842.2 0.104617
20857.1 0.111862
20872.0 0.119403
20886.9 0.127296
20901.8 0.135590
20916.7 0.144232
20931.6 0.153233
20946.5 0.162691
20961.4 0.172537
20976.3 0.182776
20991.2 0.193499
21006.1 0.204687
21020.9 0.216284
21035.8 0.228407
21050.7 0.241060
21065.6 0.254178
21080.5 0.267848
21110.3 0.296925
21125.2 0.312315
21140.1 0.328386
21169.9 0.362320
21199.7 0.399111
21214.6 0.418517
21229.5 0.438757
21259.2 0.481552
21289.0 0.527805
21318.8 0.577570
21348.6 0.631348
21378.4 0.689328
21408.2 0.751691
21438.0 0.819142
21467.8 0.891710
21497.5 0.969956
21527.3 1.05450
21557.1 1.14543
21586.9 1.24373
21616.7 1.34980
21646.5 1.46404
21676.3 1.58783
21706.1 1.72128
21735.9 1.86556
21765.6 2.02187
21795.4 2.19060
21825.2 2.37372
21855.0 2.57216
21884.8 2.78683
21914.6 3.02064
21944.4 3.27406
21974.2 3.54961
22003.9 3.85005
22033.7 4.17641
22063.5 4.53316
22078.4 4.72314
22093.3 4.92259
22123.1 5.34711
22152.9 5.81338
22167.8 6.06178
22182.7 6.32301
22212.5 6.88212
22227.4 7.18240
22242.2 7.49779
22257.1 7.82697
22272.0 8.17269
22301.8 8.91807
22316.7 9.31796
22331.6 9.74024
22346.5 10.1827
22361.4 10.6462
22376.3 11.1372
22391.2 11.6524
22406.1 12.1926
22421.0 12.7642
22435.9 13.3669
22450.8 13.9979
22465.7 14.6658
22480.6 15.3720
22495.5 16.1127
22510.3 16.8953
22525.2 17.7254
22540.1 18.5968
22555.0 19.5171
22569.9 20.4946
22584.8 21.5230
22599.7 22.6065
22614.9 23.7867
22630.2 25.0339
22645.4 26.3472
22660.7 27.7432
22675.9 29.2243
22691.1 30.7826
22706.4 32.4319
22721.6 34.1842
22736.8 36.0303
22752.1 37.9743
22767.3 40.0377
22782.6 42.2154
22797.8 44.4903
22813.0 46.9035
22828.3 49.4313
22843.5 52.0662
22861.1 55.2878
22878.8 58.6663
22896.4 62.1883
22914.0 65.8533
22949.3 73.5715
22984.5 81.6109
23019.8 89.6728
23055.0 97.4140
23072.6 101.003
23090.3 104.323
23107.9 107.351
23125.5 110.013
23149.0 112.873
23172.4 114.897
23195.9 116.033
23219.3 116.276
23236.9 115.868
23254.5 115.006
23272.1 113.753
23289.6 112.114
23307.2 110.113
23324.8 107.836
23360.0 102.665
23395.1 96.8982
23430.3 90.9351
23465.4 84.9690
23500.6 79.1768
23535.8 73.6777
23571.1 68.5180
23606.3 63.7496
