Cd-106(n,tot) ENDFB-8.0
0.000687500 11.3343
0.000718750 11.1681
0.000750000 11.0129
0.000781250 10.8677
0.000812500 10.7315
0.000843750 10.6034
0.000875000 10.4826
0.000906250 10.3685
0.000937500 10.2605
0.000968750 10.1580
0.00100000 10.0607
0.00103125 9.96809
0.00106250 9.87982
0.00109375 9.79559
0.00112500 9.71508
0.00115625 9.63805
0.00118750 9.56424
0.00121875 9.49345
0.00125000 9.42547
0.00128125 9.36013
0.00131250 9.29727
0.00134375 9.23673
0.00137500 9.17837
0.00143750 9.06771
0.00150000 8.96440
0.00156250 8.86766
0.00162500 8.77684
0.00168750 8.69135
0.00175000 8.61071
0.00181250 8.53447
0.00187500 8.46226
0.00193750 8.39373
0.00200000 8.32858
0.00209375 8.23663
0.00218750 8.15092
0.00228125 8.07077
0.00237500 7.99561
0.00246875 7.92496
0.00256250 7.85838
0.00265625 7.79550
0.00275000 7.73599
0.00284375 7.67956
0.00293750 7.62596
0.00303125 7.57496
0.00312500 7.52636
0.00321875 7.47998
0.00331250 7.43565
0.00340625 7.39323
0.00350000 7.35259
0.00359375 7.31361
0.00368750 7.27617
0.00378125 7.24018
0.00387500 7.20556
0.00396875 7.17220
0.00406250 7.14005
0.00425000 7.07907
0.00443750 7.02212
0.00462500 6.96878
0.00481250 6.91869
0.00500000 6.87152
0.00515625 6.83426
0.00531250 6.79870
0.00546875 6.76472
0.00562500 6.73221
0.00578125 6.70106
0.00593750 6.67119
0.00609375 6.64250
0.00625000 6.61493
0.00640625 6.58840
0.00656250 6.56284
0.00671875 6.53821
0.00687500 6.51444
0.00718750 6.46931
0.00750000 6.42711
0.00781250 6.38752
0.00812500 6.35030
0.00843750 6.31521
0.00875000 6.28206
0.00906250 6.25068
0.00937500 6.22092
0.00968750 6.19265
0.0100000 6.16573
0.0103125 6.14008
0.0106250 6.11560
0.0109375 6.09219
0.0112500 6.06978
0.0115625 6.04831
0.0118750 6.02771
0.0121875 6.00793
0.0125000 5.98890
0.0128125 5.97059
0.0131250 5.95295
0.0134375 5.93594
0.0137500 5.91952
0.0143750 5.88834
0.0150000 5.85917
0.0156250 5.83179
0.0162500 5.80603
0.0168750 5.78174
0.0175000 5.75879
0.0181250 5.73705
0.0187500 5.71642
0.0193750 5.69682
0.0200000 5.67816
0.0206625 5.65932
0.0213250 5.64138
0.0219875 5.62427
0.0226500 5.60793
0.0233125 5.59230
0.0239750 5.57733
0.0246375 5.56298
0.0253000 5.54921
0.0264578 5.52640
0.0276156 5.50507
0.0287734 5.48505
0.0299313 5.46623
0.0310891 5.44848
0.0322469 5.43171
0.0334047 5.41582
0.0345625 5.40075
0.0355274 5.38877
0.0364922 5.37726
0.0374570 5.36621
0.0384219 5.35558
0.0393867 5.34535
0.0403516 5.33549
0.0413164 5.32598
0.0422813 5.31680
0.0442109 5.29936
0.0461406 5.28304
0.0480703 5.26772
0.0500000 5.25330
0.0515625 5.24223
0.0531250 5.23165
0.0546875 5.22154
0.0562500 5.21185
0.0578125 5.20257
0.0593750 5.19365
0.0609375 5.18509
0.0625000 5.17685
0.0640625 5.16892
0.0656250 5.16127
0.0671875 5.15390
0.0687500 5.14678
0.0718750 5.13325
0.0750000 5.12058
0.0781250 5.10867
0.0812500 5.09747
0.0843750 5.08689
0.0875000 5.07689
0.0906250 5.06741
0.0937500 5.05841
0.0968750 5.04985
0.100000 5.04170
0.103125 5.03392
0.106250 5.02650
0.109375 5.01939
0.112500 5.01258
0.115625 5.00605
0.118750 4.99978
0.121875 4.99376
0.125000 4.98796
0.128125 4.98238
0.131250 4.97701
0.134375 4.97182
0.137500 4.96681
0.143750 4.95728
0.150000 4.94836
0.156250 4.93997
0.162500 4.93206
0.168750 4.92460
0.175000 4.91755
0.181250 4.91086
0.187500 4.90451
0.193750 4.89847
0.200000 4.89272
0.209375 4.88458
0.218750 4.87696
0.228125 4.86981
0.237500 4.86308
0.246875 4.85674
0.256250 4.85075
0.265625 4.84508
0.275000 4.83970
0.284375 4.83458
0.293750 4.82971
0.303125 4.82507
0.312500 4.82063
0.321875 4.81639
0.331250 4.81233
0.340625 4.80843
0.350000 4.80469
0.359375 4.80109
0.368750 4.79763
0.378125 4.79430
0.387500 4.79109
0.396875 4.78800
0.406250 4.78501
0.425000 4.77933
0.443750 4.77399
0.462500 4.76898
0.500000 4.75981
0.531250 4.75291
0.562500 4.74656
0.593750 4.74070
0.625000 4.73528
0.687500 4.72552
0.750000 4.71696
0.812500 4.70938
0.875000 4.70259
0.937500 4.69646
1.00000 4.69086
1.06250 4.68573
1.12500 4.68101
1.18750 4.67663
1.25000 4.67256
1.37500 4.66520
1.50000 4.65869
1.62500 4.65286
1.75000 4.64760
1.87500 4.64281
2.00000 4.63839
2.18750 4.63238
2.37500 4.62698
2.56250 4.62208
2.75000 4.61758
2.93750 4.61343
3.12500 4.60957
3.31250 4.60595
3.50000 4.60255
3.68750 4.59934
3.87500 4.59630
4.25000 4.59064
4.62500 4.58546
5.00000 4.58067
5.31250 4.57693
5.62500 4.57338
5.93750 4.56999
6.25000 4.56676
6.56250 4.56365
6.87500 4.56067
7.50000 4.55500
8.12500 4.54969
8.75000 4.54467
9.37500 4.53990
10.0000 4.53534
10.6250 4.53096
11.2500 4.52675
11.8750 4.52269
12.5000 4.51876
13.1250 4.51494
13.7500 4.51124
14.3750 4.50763
15.0000 4.50412
16.2500 4.49733
17.5000 4.49084
18.7500 4.48461
20.0000 4.47860
20.9375 4.47423
21.8750 4.46997
22.8125 4.46581
23.7500 4.46175
25.6250 4.45388
27.5000 4.44633
29.3750 4.43907
31.2500 4.43206
33.1250 4.42529
35.0000 4.41875
36.8750 4.41241
38.7500 4.40625
40.6250 4.40028
42.5000 4.39447
44.3750 4.38881
46.2500 4.38330
48.1250 4.37793
50.0000 4.37270
53.1250 4.36424
56.2500 4.35609
59.3750 4.34824
62.5000 4.34065
65.6250 4.33331
68.7500 4.32619
71.8750 4.31929
75.0000 4.31258
78.1250 4.30606
81.2500 4.29971
84.3750 4.29352
87.5000 4.28748
90.6250 4.28158
93.7500 4.27581
96.8750 4.27016
100.000 4.26463
103.125 4.25920
106.250 4.25387
109.375 4.24864
112.500 4.24349
118.750 4.23345
125.000 4.22369
131.250 4.21418
137.500 4.20489
143.750 4.19578
150.000 4.18684
156.250 4.17803
162.500 4.16933
168.750 4.16072
175.000 4.15218
181.250 4.14369
187.500 4.13522
193.750 4.12676
200.000 4.11829
208.017 4.10738
216.033 4.09639
224.050 4.08527
232.066 4.07400
242.588 4.05886
247.849 4.05117
253.110 4.04330
263.632 4.02721
274.154 4.01039
279.415 4.00173
284.675 3.99278
289.936 3.98364
295.197 3.97424
300.458 3.96448
305.719 3.95448
310.980 3.94412
316.241 3.93341
321.752 3.92166
327.264 3.90943
332.775 3.89663
338.286 3.88315
343.798 3.86901
349.309 3.85402
354.821 3.83811
360.332 3.82120
363.839 3.80979
367.347 3.79782
370.854 3.78526
374.361 3.77215
377.868 3.75823
381.376 3.74348
384.883 3.72782
388.390 3.71112
391.021 3.69781
393.651 3.68376
396.281 3.66890
398.912 3.65309
401.542 3.63624
404.173 3.61824
406.803 3.59887
408.118 3.58863
409.434 3.57801
410.812 3.56637
412.189 3.55420
413.567 3.54146
414.945 3.52809
416.323 3.51404
417.701 3.49924
419.079 3.48363
420.456 3.46711
421.772 3.45042
423.087 3.43274
424.402 3.41394
425.717 3.39391
426.375 3.38339
427.033 3.37251
427.690 3.36124
428.348 3.34957
429.006 3.33746
429.663 3.32490
430.321 3.31187
430.978 3.29834
431.667 3.28353
432.356 3.26806
433.045 3.25188
433.734 3.23496
434.423 3.21722
435.112 3.19860
435.801 3.17903
436.490 3.15844
437.179 3.13674
437.868 3.11382
438.557 3.08959
438.901 3.07695
439.245 3.06393
439.590 3.05052
439.934 3.03670
440.279 3.02246
440.623 3.00777
440.968 2.99261
441.312 2.97696
441.657 2.96079
442.001 2.94410
442.408 2.92364
442.815 2.90237
443.222 2.88023
443.630 2.85717
444.037 2.83312
444.444 2.80804
444.851 2.78189
445.258 2.75463
445.602 2.73064
445.947 2.70580
446.291 2.68007
446.636 2.65345
446.980 2.62592
447.325 2.59751
447.497 2.58297
447.669 2.56822
447.841 2.55328
448.014 2.53814
448.295 2.51298
448.577 2.48742
448.859 2.46155
449.000 2.44855
449.141 2.43554
449.282 2.42252
449.423 2.40956
449.564 2.39667
449.705 2.38390
449.846 2.37130
449.986 2.35892
450.127 2.34683
450.268 2.33511
450.441 2.32142
450.613 2.30860
450.785 2.29690
450.957 2.28659
451.130 2.27802
451.302 2.27162
451.474 2.26790
451.646 2.26749
451.818 2.27117
451.905 2.27484
451.991 2.27992
452.077 2.28657
452.163 2.29496
452.249 2.30530
452.335 2.31781
452.421 2.33278
452.507 2.35045
452.593 2.37117
452.680 2.39531
452.766 2.42331
452.852 2.45566
452.938 2.49290
453.024 2.53570
453.126 2.59451
453.228 2.66359
453.329 2.74469
453.431 2.83984
453.533 2.95180
453.635 3.08363
453.686 3.15819
453.736 3.23925
453.787 3.32747
453.838 3.42338
453.897 3.54529
453.956 3.68003
454.014 3.82952
454.073 3.99573
454.132 4.18103
454.190 4.38823
454.249 4.62075
454.279 4.74800
454.308 4.88276
454.343 5.05662
454.378 5.24375
454.414 5.44615
454.449 5.66556
454.484 5.90469
454.519 6.16454
454.554 6.44846
454.590 6.75963
454.621 7.06220
454.652 7.39223
454.670 7.59232
454.688 7.80176
454.705 8.02242
454.723 8.25508
454.740 8.50207
454.758 8.76152
454.776 9.03582
454.793 9.32607
454.817 9.74056
454.840 10.1887
454.864 10.6740
454.887 11.2001
454.899 11.4810
454.911 11.7714
454.923 12.0766
454.934 12.3923
454.946 12.7244
454.958 13.0681
454.969 13.4267
454.981 13.8010
454.992 14.1611
455.003 14.5358
455.014 14.9260
455.024 15.3283
455.035 15.7510
455.046 16.1871
455.057 16.6454
455.067 17.1182
455.078 17.6153
455.089 18.1332
455.100 18.6727
455.110 19.2295
455.121 19.8150
455.132 20.4193
455.143 21.0548
455.153 21.7106
455.164 22.4003
455.175 23.1189
455.186 23.8676
455.196 24.6404
455.207 25.4528
455.218 26.2991
455.229 27.1806
455.240 28.0901
455.250 29.0460
455.261 30.0413
455.272 31.0777
455.283 32.1463
455.293 33.2689
455.304 34.4260
455.315 35.6411
455.326 36.8932
455.336 38.2075
455.347 39.5742
455.369 42.4581
455.390 45.5713
455.412 48.9286
455.433 52.5453
455.455 56.4369
455.476 60.6191
455.498 65.1081
455.519 69.9428
455.541 75.0945
455.562 80.6270
455.584 86.5046
455.606 92.7969
455.627 99.4601
455.649 106.536
455.670 114.036
455.692 122.011
455.713 130.396
455.735 139.236
455.756 148.537
455.778 158.350
455.799 168.586
455.821 179.291
455.842 190.462
455.864 202.148
455.885 214.234
455.907 226.760
455.928 239.713
455.971 266.890
456.014 295.454
456.056 323.891
456.097 353.177
456.179 413.053
456.265 474.956
456.308 504.473
456.351 532.347
456.394 558.025
456.437 581.101
456.480 601.181
456.523 617.781
456.571 631.692
456.618 640.714
456.657 644.368
456.665 644.672
456.691 644.666
456.716 643.149
456.742 640.133
456.767 635.647
456.793 629.623
456.819 622.169
456.845 613.345
456.871 603.263
456.898 591.463
456.925 578.491
456.979 549.271
457.033 516.495
457.087 481.107
457.160 430.360
457.234 378.823
457.288 341.709
457.342 305.930
457.369 288.683
457.396 272.024
457.422 255.935
457.449 240.454
457.476 225.557
457.503 211.377
457.530 197.825
457.557 185.009
457.584 172.838
457.611 161.398
457.638 150.596
457.665 140.500
457.688 132.280
457.712 124.533
457.735 117.246
457.758 110.430
457.781 104.012
457.805 98.0285
457.828 92.4099
457.851 87.1864
457.874 82.2943
457.898 77.7381
457.921 73.4992
457.944 69.5754
457.967 65.9150
457.991 62.5319
458.014 59.3800
458.037 56.4699
458.064 53.3494
458.091 50.5030
458.118 47.8876
458.145 45.5018
458.172 43.3088
458.199 41.3067
458.226 39.4640
458.253 37.7792
458.280 36.2255
458.307 34.8016
458.334 33.4851
458.361 32.2750
458.388 31.1526
458.414 30.1174
458.441 29.1538
458.468 28.2616
458.500 27.2827
458.532 26.3832
458.564 25.5493
458.596 24.7788
458.628 24.0604
458.659 23.3929
458.691 22.7691
458.723 22.1847
458.755 21.6343
458.787 21.1178
458.819 20.6292
458.850 20.1688
458.882 19.7315
458.914 19.3181
458.978 18.5513
459.032 17.9571
459.086 17.4073
459.139 16.8971
459.193 16.4220
459.247 15.9786
459.301 15.5636
459.355 15.1745
459.409 14.8087
459.463 14.4644
459.517 14.1396
459.571 13.8327
459.625 13.5424
459.678 13.2673
459.732 13.0063
459.786 12.7583
459.840 12.5229
459.948 12.0841
460.056 11.6846
460.163 11.3194
460.271 10.9846
460.379 10.6762
460.487 10.3917
460.594 10.1281
460.702 9.88361
460.790 9.69611
460.879 9.51908
460.967 9.35166
461.055 9.19330
461.143 9.04296
461.231 8.90022
461.319 8.76452
461.408 8.63551
461.496 8.51245
461.584 8.39507
461.760 8.17601
461.937 7.97546
462.113 7.79142
462.221 7.68614
462.329 7.58591
462.436 7.49038
462.544 7.39931
462.652 7.31225
462.760 7.22902
462.975 7.07318
463.191 6.92993
463.406 6.79795
463.622 6.67587
463.837 6.56274
464.092 6.43919
464.347 6.32552
464.602 6.22058
464.856 6.12344
465.111 6.03322
465.366 5.94927
465.620 5.87091
465.875 5.79759
466.091 5.73910
466.306 5.68366
466.522 5.63100
466.737 5.58095
466.953 5.53330
467.168 5.48790
467.384 5.44458
467.600 5.40322
467.815 5.36366
468.031 5.32582
468.246 5.28956
468.462 5.25480
468.893 5.18939
469.324 5.12896
469.755 5.07292
470.186 5.02082
470.617 4.97226
471.048 4.92687
471.479 4.88434
471.910 4.84440
472.342 4.80683
472.773 4.77141
473.145 4.74240
473.517 4.71478
473.890 4.68844
474.262 4.66324
474.634 4.63910
475.006 4.61596
475.379 4.59377
475.751 4.57247
476.123 4.55199
476.496 4.53230
477.240 4.49508
477.985 4.46045
478.729 4.42815
479.592 4.39332
480.454 4.36094
481.316 4.33074
482.178 4.30249
483.040 4.27599
483.903 4.25107
484.765 4.22759
485.627 4.20545
486.254 4.19013
486.881 4.17545
487.508 4.16139
488.135 4.14795
488.723 4.13592
489.311 4.12447
489.899 4.11366
490.486 4.10357
490.780 4.09883
491.074 4.09434
491.368 4.09014
491.662 4.08628
491.956 4.08281
492.250 4.07982
492.544 4.07742
492.838 4.07579
493.151 4.07515
493.357 4.07555
493.563 4.07681
493.769 4.07917
493.974 4.08299
494.077 4.08561
494.180 4.08880
494.283 4.09269
494.386 4.09741
494.489 4.10318
494.592 4.11025
494.694 4.11902
494.797 4.13006
494.851 4.13705
494.905 4.14509
494.959 4.15441
495.013 4.16532
495.067 4.17820
495.121 4.19353
495.175 4.21196
495.228 4.23422
495.282 4.26140
495.336 4.29470
495.363 4.31415
495.390 4.33565
495.417 4.35951
495.444 4.38601
495.471 4.41553
495.498 4.44817
495.525 4.48452
495.552 4.52468
495.579 4.56934
495.606 4.61858
495.632 4.67300
495.659 4.73307
495.686 4.79954
495.713 4.87242
495.740 4.95279
495.767 5.04059
495.794 5.13703
495.821 5.24195
495.848 5.35669
495.875 5.48096
495.902 5.61621
495.929 5.76194
495.956 5.91974
495.983 6.08887
496.010 6.27098
496.037 6.46505
496.064 6.67200
496.090 6.89199
496.125 7.19157
496.159 7.51244
496.193 7.85425
496.228 8.21630
496.262 8.59755
496.296 8.99658
496.331 9.41157
496.365 9.83906
496.414 10.4702
496.463 11.1151
496.561 12.4041
496.615 13.0845
496.668 13.7218
496.720 14.2769
496.771 14.7627
496.798 14.9861
496.825 15.1846
496.852 15.3582
496.879 15.5043
496.907 15.6265
496.935 15.7171
496.968 15.7823
497.000 15.8033
497.011 15.8004
497.046 15.7568
497.081 15.6618
497.113 15.5357
497.144 15.3715
497.167 15.2285
497.198 15.0021
497.229 14.7438
497.266 14.3992
497.303 14.0175
497.334 13.6694
497.366 13.3019
497.428 12.5218
497.588 10.4264
497.650 9.62385
497.682 9.23699
497.713 8.86229
497.744 8.50132
497.775 8.15538
497.807 7.82551
497.838 7.51344
497.865 7.25637
497.892 7.01340
497.919 6.78280
497.946 6.56626
497.973 6.36205
498.000 6.17146
498.027 5.99342
498.054 5.82758
498.081 5.67298
498.108 5.53029
498.135 5.39842
498.162 5.27686
498.189 5.16467
498.216 5.06211
498.243 4.96819
498.270 4.88236
498.293 4.81578
498.316 4.75424
498.339 4.69743
498.362 4.64527
498.384 4.59700
498.407 4.55276
498.430 4.51187
498.453 4.47445
498.475 4.43992
498.498 4.40821
498.521 4.37910
498.544 4.35249
498.589 4.30552
498.635 4.26591
498.680 4.23237
498.726 4.20400
498.771 4.17986
498.817 4.15921
498.862 4.14144
498.908 4.12605
498.953 4.11260
498.999 4.10078
499.061 4.08667
499.124 4.07453
499.187 4.06396
499.249 4.05464
499.312 4.04633
499.374 4.03884
499.499 4.02584
499.625 4.01483
499.750 4.00533
499.875 3.99700
500.000 3.98960
500.164 3.98101
500.329 3.97343
500.493 3.96666
500.658 3.96053
500.822 3.95493
500.986 3.94976
501.315 3.94045
501.644 3.93219
501.972 3.92470
502.301 3.91780
502.630 3.91136
503.123 3.90235
503.616 3.89391
504.109 3.88590
504.602 3.87824
505.095 3.87085
505.588 3.86369
506.081 3.85671
506.574 3.84989
507.560 3.83660
508.546 3.82370
509.532 3.81112
510.518 3.79878
511.570 3.78585
512.622 3.77312
513.674 3.76055
514.726 3.74811
516.830 3.72356
518.933 3.69930
521.037 3.67521
523.141 3.65120
525.244 3.62716
527.348 3.60303
530.240 3.56953
533.133 3.53551
536.026 3.50078
538.918 3.46514
541.811 3.42844
544.703 3.39046
547.596 3.35101
550.488 3.30992
553.381 3.26687
556.273 3.22171
559.166 3.17414
560.612 3.14934
562.058 3.12378
563.505 3.09753
564.951 3.07045
566.397 3.04245
567.844 3.01360
569.290 2.98380
570.736 2.95287
572.182 2.92092
573.629 2.88785
575.469 2.84389
577.310 2.79774
579.151 2.74925
580.992 2.69849
582.832 2.64473
584.673 2.58796
586.514 2.52792
587.434 2.49658
588.354 2.46431
589.801 2.41162
591.247 2.35635
592.693 2.29832
594.139 2.23734
595.586 2.17317
596.309 2.13982
597.032 2.10560
597.755 2.07046
598.478 2.03438
599.201 1.99733
599.925 1.95927
601.042 1.89839
602.160 1.83490
603.277 1.76869
604.395 1.69965
605.512 1.62769
606.071 1.59062
606.630 1.55282
607.189 1.51421
607.748 1.47481
608.306 1.43465
608.865 1.39373
609.588 1.33966
610.311 1.28440
611.035 1.22801
611.758 1.17059
612.481 1.11228
613.204 1.05329
613.927 0.993861
614.650 0.934359
615.275 0.883247
615.899 0.832804
616.524 0.783503
617.148 0.735955
617.773 0.690919
618.398 0.649349
618.710 0.630216
619.022 0.612440
619.334 0.596235
619.647 0.581860
619.926 0.570759
620.205 0.561544
620.485 0.554450
620.764 0.549744
620.904 0.548380
621.044 0.547731
621.183 0.547842
621.323 0.548760
621.463 0.550537
621.602 0.553226
621.742 0.556886
621.882 0.561577
622.079 0.570084
622.178 0.575215
622.276 0.580967
622.375 0.587366
622.473 0.594443
622.572 0.602226
622.671 0.610748
622.753 0.618441
622.835 0.626689
622.860 0.629280
622.921 0.635971
622.983 0.642998
623.086 0.655502
623.188 0.669000
623.291 0.683552
623.394 0.699209
623.472 0.711886
623.550 0.725255
623.706 0.754151
623.862 0.786125
624.018 0.821404
624.174 0.860237
624.331 0.902892
624.409 0.925757
624.487 0.949660
624.565 0.974702
624.643 1.00086
624.782 1.05072
624.922 1.10467
625.062 1.16301
625.132 1.19394
625.202 1.22604
625.271 1.25945
625.341 1.29411
625.411 1.33017
625.481 1.36759
625.551 1.40651
625.621 1.44687
625.691 1.48886
625.760 1.53240
625.851 1.59129
625.941 1.65314
626.032 1.71807
626.122 1.78625
626.212 1.85784
626.303 1.93301
626.393 2.01193
626.483 2.09470
626.557 2.16561
626.631 2.23942
626.705 2.31624
626.779 2.39610
626.853 2.47935
626.927 2.56590
627.001 2.65613
627.075 2.74997
627.149 2.84781
627.223 2.94973
627.297 3.05589
627.371 3.16633
627.445 3.28157
627.519 3.40150
627.593 3.52667
627.667 3.65698
627.757 3.82397
627.848 3.99976
627.938 4.18489
628.028 4.37990
628.119 4.58540
628.209 4.80203
628.300 5.03049
628.390 5.27123
628.480 5.52560
628.571 5.79419
628.661 6.07793
628.752 6.37781
628.842 6.69492
628.932 7.03043
629.023 7.38559
629.113 7.76136
629.245 8.34920
629.376 8.98982
629.442 9.33196
629.508 9.68898
629.573 10.0623
629.639 10.4527
629.705 10.8618
629.770 11.2895
629.836 11.7381
629.902 12.2075
629.968 12.7003
630.033 13.2165
630.099 13.7582
630.165 14.3269
630.255 15.1569
630.346 16.0461
630.436 17.0000
630.526 18.0244
630.617 19.1259
630.707 20.3121
630.798 21.5911
630.888 22.9723
630.978 24.4662
631.069 26.0847
631.159 27.8413
631.250 29.7514
631.340 31.8326
631.430 34.1050
631.521 36.5918
631.611 39.3167
631.702 42.3171
631.747 43.9306
631.792 45.6265
631.837 47.4102
631.882 49.2878
631.928 51.2659
631.973 53.3517
632.018 55.5531
632.063 57.8787
632.108 60.3378
632.154 62.9408
632.199 65.6991
632.244 68.6251
632.289 71.7326
632.334 75.0370
632.380 78.5549
632.425 82.3050
632.470 86.3081
632.515 90.5870
632.560 95.1672
632.606 100.077
632.651 105.348
632.696 111.002
632.741 117.103
632.786 123.681
632.831 130.786
632.877 138.469
632.922 146.790
632.967 155.814
633.012 165.611
633.057 176.236
633.111 190.057
633.138 197.495
633.164 205.319
633.191 213.551
633.218 222.215
633.244 231.334
633.271 240.932
633.298 251.074
633.325 261.712
633.351 272.908
633.378 284.691
633.405 297.091
633.431 310.135
633.458 323.855
633.485 338.280
633.530 364.394
633.575 392.766
633.620 423.542
633.666 456.863
633.711 492.865
633.756 531.669
633.801 573.380
633.846 617.982
633.891 665.731
633.937 716.562
633.982 770.469
634.027 827.405
634.072 887.279
634.117 949.950
634.163 1015.23
634.208 1082.86
634.298 1223.90
634.389 1369.95
634.479 1517.00
634.569 1660.17
634.656 1789.88
634.700 1850.05
634.743 1906.37
634.787 1958.38
634.831 2005.30
634.874 2046.76
634.918 2082.31
634.960 2110.93
635.002 2133.28
635.045 2149.15
635.087 2158.37
635.115 2160.81
635.161 2158.39
635.207 2148.16
635.253 2130.29
635.299 2105.02
635.345 2072.74
635.391 2033.86
635.437 1988.92
635.483 1938.47
635.547 1859.88
635.611 1773.55
635.675 1681.37
635.739 1585.19
635.862 1397.13
635.923 1303.59
635.984 1212.13
636.040 1131.24
636.095 1053.50
636.151 979.227
636.207 908.786
636.262 842.416
636.318 780.258
636.373 722.361
636.429 668.696
636.460 640.935
636.490 614.406
636.521 589.081
636.551 564.931
636.582 541.922
636.613 520.018
636.643 499.182
636.674 479.437
636.704 460.614
636.735 442.739
636.765 425.771
636.796 409.669
636.827 394.392
636.857 379.900
636.888 366.155
636.918 353.159
636.949 340.790
636.980 329.055
637.010 317.922
637.041 307.355
637.071 297.323
637.102 287.796
637.163 270.169
637.224 254.201
637.285 239.731
637.347 226.588
637.408 214.639
637.469 203.712
637.530 193.711
637.591 184.533
637.652 176.102
637.714 168.312
637.775 161.108
637.836 154.432
637.897 148.239
637.958 142.464
638.020 137.076
638.081 132.040
638.142 127.332
638.203 122.907
638.264 118.756
638.325 114.842
638.386 111.159
638.448 107.677
638.509 104.386
638.570 101.271
638.631 98.3197
638.692 95.5196
638.754 92.8603
638.876 87.9296
638.998 83.4510
639.121 79.3747
639.243 75.6459
639.365 72.2296
639.449 70.0567
639.532 68.0043
639.616 66.0609
639.699 64.2185
639.783 62.4678
639.866 60.8064
640.033 57.7218
640.200 54.9185
640.366 52.3646
640.533 50.0285
640.700 47.8848
640.822 46.4215
640.945 45.0437
641.067 43.7425
641.189 42.5141
641.312 41.3509
641.434 40.2500
641.557 39.2051
641.679 38.2139
641.801 37.2711
641.924 36.3748
642.168 34.7067
642.413 33.1880
642.658 31.8011
642.902 30.5287
643.147 29.3594
643.392 28.2812
643.636 27.2844
643.881 26.3606
644.126 25.5026
644.371 24.7039
644.615 23.9589
644.849 23.2931
645.082 22.6676
645.316 22.0789
645.550 21.5241
645.783 21.0001
646.017 20.5049
646.250 20.0360
646.484 19.5918
646.717 19.1703
646.951 18.7698
647.185 18.3891
647.418 18.0267
647.652 17.6813
647.885 17.3520
648.352 16.7369
648.597 16.4360
648.842 16.1485
649.331 15.6104
649.820 15.1167
650.310 14.6624
