Kr-83(n,g) ENDFB-8.0
15.0000 2.42458
15.3125 2.42744
15.6250 2.43598
15.9375 2.45043
16.2500 2.47107
16.5625 2.49826
16.8750 2.53243
17.1875 2.57407
17.5000 2.62380
17.8125 2.68234
18.1250 2.75055
18.4375 2.82944
18.7500 2.92021
19.0625 3.02429
19.3750 3.14339
19.6875 3.27956
20.0000 3.43492
20.2938 3.60138
20.5875 3.79098
20.8813 4.00705
21.0282 4.12635
21.1750 4.25401
21.3219 4.39076
21.4688 4.53732
21.6157 4.69469
21.7626 4.86367
21.9094 5.04494
22.0563 5.23946
22.2032 5.45019
22.3501 5.67840
22.5201 5.96639
22.6902 6.28288
22.8603 6.63161
23.0304 7.01696
23.2004 7.44411
23.3705 7.91920
23.5406 8.44952
23.7106 9.04384
23.8652 9.64855
24.0199 10.3245
24.0972 10.6927
24.1745 11.0832
24.2518 11.4978
24.3291 11.9386
24.4064 12.4078
24.4837 12.9079
24.5610 13.4415
24.6383 14.0115
24.7156 14.6211
24.7929 15.2739
24.8702 15.9745
24.9475 16.7286
25.0094 17.3743
25.0712 18.0610
25.1330 18.7922
25.1949 19.5715
25.2567 20.4033
25.3186 21.2922
25.3804 22.2436
25.4423 23.2637
25.5234 24.7184
25.6046 26.3206
25.6858 28.0912
25.7669 30.0546
25.8075 31.1175
25.8481 32.2397
25.8887 33.4260
25.9293 34.6809
25.9699 36.0104
26.0105 37.4198
26.0510 38.9167
26.0916 40.5079
26.1341 42.2859
26.1767 44.1876
26.2192 46.2249
26.2617 48.4106
26.3042 50.7605
26.3467 53.2902
26.3892 56.0200
26.4318 58.9701
26.4743 62.1665
26.4955 63.8656
26.5168 65.6370
26.5381 67.4849
26.5593 69.4138
26.5806 71.4286
26.6018 73.5345
26.6231 75.7370
26.6444 78.0424
26.6656 80.4569
26.6869 82.9878
26.7081 85.6427
26.7294 88.4299
26.7507 91.3583
26.7719 94.4362
26.8048 99.5180
26.8212 102.217
26.8376 105.029
26.8540 107.962
26.8705 111.022
26.8869 114.217
26.9033 117.553
26.9198 121.043
26.9362 124.694
26.9526 128.517
26.9690 132.519
26.9855 136.718
27.0019 141.122
27.0183 145.751
27.0347 150.613
27.0560 157.288
27.0773 164.427
27.0985 172.076
27.1198 180.286
27.1410 189.112
27.1623 198.621
27.1836 208.885
27.2048 219.989
27.2261 232.027
27.2473 245.110
27.2686 259.366
27.2898 274.934
27.3005 283.269
27.3111 292.001
27.3217 301.155
27.3324 310.760
27.3430 320.847
27.3536 331.449
27.3643 342.601
27.3749 354.333
27.3855 366.710
27.3961 379.766
27.4068 393.555
27.4174 408.130
27.4280 423.555
27.4387 439.894
27.4493 457.222
27.4599 475.619
27.4705 495.170
27.4812 515.972
27.4918 538.128
27.5024 561.753
27.5131 586.969
27.5237 613.910
27.5343 642.723
27.5449 673.534
27.5527 697.362
27.5604 722.391
27.5681 748.725
27.5759 776.440
27.5836 805.618
27.5913 836.340
27.5991 868.695
27.6068 902.773
27.6145 938.668
27.6223 976.474
27.6300 1016.29
27.6377 1058.22
27.6454 1102.36
27.6532 1148.82
27.6609 1197.69
27.6686 1249.08
27.6793 1324.05
27.6899 1404.22
27.7005 1489.82
27.7112 1581.08
27.7218 1678.17
27.7324 1781.23
27.7430 1890.39
27.7537 2005.68
27.7643 2127.09
27.7749 2254.54
27.7856 2387.87
27.7962 2526.84
27.8068 2671.11
27.8175 2820.24
27.8387 3130.68
27.8601 3455.32
27.8815 3784.33
27.9030 4108.80
27.9244 4418.62
27.9370 4589.29
27.9495 4748.89
27.9621 4895.40
27.9746 5026.77
27.9872 5141.19
27.9998 5236.78
28.0123 5312.19
28.0249 5366.25
28.0374 5398.13
28.0500 5407.32
28.0584 5400.76
28.0720 5368.59
28.0856 5310.36
28.0992 5227.15
28.1128 5120.49
28.1264 4992.27
28.1400 4844.72
28.1537 4680.32
28.1673 4501.86
28.1813 4305.11
28.1954 4099.20
28.2236 3671.85
28.2517 3242.08
28.2799 2828.40
28.2945 2624.12
28.3092 2429.27
28.3238 2244.84
28.3385 2071.61
28.3531 1909.72
28.3678 1759.49
28.3824 1620.58
28.3971 1492.89
28.4117 1375.79
28.4264 1268.81
28.4410 1171.35
28.4556 1082.78
28.4703 1002.31
28.4849 929.318
28.4996 863.139
28.5142 803.179
28.5242 765.497
28.5342 730.231
28.5442 697.211
28.5542 666.309
28.5642 637.312
28.5742 610.113
28.5842 584.581
28.5941 560.618
28.6041 538.063
28.6141 516.837
28.6241 496.843
28.6341 478.010
28.6441 460.219
28.6541 443.430
28.6740 412.514
28.6887 391.877
28.7033 372.777
28.7180 355.065
28.7326 338.621
28.7473 323.306
28.7619 309.035
28.7766 295.698
28.7912 283.231
28.8058 271.542
28.8205 260.574
28.8351 250.270
28.8498 240.581
28.8644 231.446
28.8791 222.836
28.8937 214.700
28.9084 207.012
28.9377 192.832
28.9670 180.082
28.9963 168.566
29.0255 158.135
29.0548 148.650
29.0841 140.004
29.1134 132.095
29.1427 124.846
29.1680 119.058
29.1933 113.666
29.2186 108.635
29.2439 103.932
29.2692 99.5303
29.2945 95.4033
29.3198 91.5286
29.3451 87.8874
29.3704 84.4583
29.3957 81.2266
29.4210 78.1771
29.4463 75.2965
29.4716 72.5724
29.4969 69.9938
29.5475 65.2339
29.5768 62.6962
29.6061 60.3049
29.6354 58.0473
29.6647 55.9151
29.7233 51.9884
29.7819 48.4619
29.8405 45.2828
29.8990 42.4069
29.9576 39.7968
30.0162 37.4211
30.0855 34.8779
30.1547 32.5858
30.2239 30.5132
30.2932 28.6331
30.3624 26.9224
30.4317 25.3613
30.5009 23.9321
30.5701 22.6200
30.6287 21.5919
30.6873 20.6321
30.7459 19.7348
30.8045 18.8948
30.8631 18.1075
30.9217 17.3684
30.9803 16.6738
31.0388 16.0203
31.0974 15.4045
31.1560 14.8236
31.2146 14.2751
31.2732 13.7567
31.3904 12.8014
31.5075 11.9427
31.6247 11.1679
31.7419 10.4666
31.8591 9.82974
31.9762 9.24970
32.0934 8.71986
32.2106 8.23467
32.3278 7.78920
32.4449 7.37931
32.5408 7.06782
32.6367 6.77611
32.7326 6.50262
32.8284 6.24577
32.9243 6.00393
33.0202 5.77577
33.1160 5.56033
33.2119 5.35683
33.3078 5.16443
33.4037 4.98239
33.5954 4.64652
33.7871 4.34407
33.9789 4.07076
34.0961 3.91649
34.2132 3.77102
34.3304 3.63368
34.4476 3.50390
34.6819 3.26482
34.9163 3.04999
35.1506 2.85623
35.3850 2.68086
35.6193 2.52162
35.8537 2.37659
36.0135 2.28500
36.1733 2.19879
36.3331 2.11753
36.4928 2.04086
36.6526 1.96844
36.8124 1.89999
37.1320 1.77433
37.4515 1.66086
37.7711 1.55818
38.0907 1.46515
38.4103 1.38057
38.6446 1.32335
38.8790 1.26978
39.1133 1.21955
39.3477 1.17241
39.5820 1.12809
39.8164 1.08637
40.0507 1.04705
40.2851 1.00995
40.7538 0.941730
41.2225 0.880580
41.6912 0.825535
42.1599 0.775787
42.7138 0.722924
43.2677 0.675604
43.8217 0.633065
44.3756 0.594672
44.9295 0.559890
45.4834 0.528556
46.0373 0.499623
46.5913 0.473183
47.0174 0.454439
47.4434 0.436755
47.8695 0.420167
48.2956 0.404642
48.7217 0.389918
49.1478 0.376112
50.0000 0.350699
50.5371 0.336145
51.0742 0.322482
51.6113 0.309636
52.1484 0.297670
52.6856 0.286422
53.2227 0.275787
53.7598 0.265817
54.2969 0.256429
54.8340 0.247515
55.3711 0.239108
56.4453 0.223623
57.5195 0.209688
58.5938 0.197069
59.5703 0.186644
60.5469 0.177074
61.5234 0.168254
62.5000 0.160118
63.2813 0.154058
64.0625 0.148357
64.8438 0.142988
65.6250 0.137937
67.1875 0.128646
68.7500 0.120310
70.3125 0.112813
71.8750 0.106044
73.4375 0.0999120
75.0000 0.0943389
76.5625 0.0892589
78.1250 0.0846160
79.6875 0.0803619
81.2500 0.0764553
82.8125 0.0728602
84.3750 0.0695454
85.9375 0.0664835
87.5000 0.0636507
89.0625 0.0610259
90.6250 0.0585906
92.1875 0.0563283
93.7500 0.0542245
95.3125 0.0522661
96.8750 0.0504416
98.4375 0.0487406
100.000 0.0471538
101.563 0.0456729
103.125 0.0442931
106.250 0.0417994
109.375 0.0396233
112.500 0.0377303
115.625 0.0360895
118.750 0.0346759
121.875 0.0334691
125.000 0.0324530
128.906 0.0314421
130.859 0.0310249
132.813 0.0306878
134.766 0.0303923
136.719 0.0301752
140.625 0.0299072
142.969 0.0298814
145.313 0.0299452
147.656 0.0300946
150.000 0.0303394
152.734 0.0307753
155.469 0.0313717
158.203 0.0321389
159.570 0.0325665
160.938 0.0330651
163.672 0.0342311
166.406 0.0356420
167.774 0.0364491
169.141 0.0373310
170.508 0.0382948
171.875 0.0393484
173.438 0.0406730
175.000 0.0421381
177.051 0.0443061
178.076 0.0454957
179.102 0.0467815
181.152 0.0496108
182.178 0.0511933
183.203 0.0528786
184.229 0.0546870
185.254 0.0566504
186.279 0.0587455
187.305 0.0610062
188.330 0.0634683
189.356 0.0661036
190.381 0.0689615
191.406 0.0720448
192.481 0.0755911
193.555 0.0794699
194.629 0.0837231
195.703 0.0883995
196.777 0.0935540
197.852 0.0992544
198.926 0.105578
200.000 0.112622
200.961 0.119622
201.922 0.127372
202.883 0.135990
203.844 0.145607
204.324 0.150839
204.804 0.156384
205.285 0.162238
205.765 0.168438
206.246 0.175067
206.726 0.182133
207.207 0.189667
207.687 0.197710
208.309 0.208955
208.931 0.221247
209.552 0.234725
210.174 0.249540
210.796 0.265882
211.418 0.283961
212.039 0.304036
212.661 0.326413
213.254 0.350259
213.551 0.363213
213.848 0.376919
214.145 0.391448
214.441 0.406856
214.738 0.423220
215.035 0.440623
215.332 0.459160
215.628 0.478918
215.925 0.500023
216.222 0.522583
216.519 0.546745
216.815 0.572625
217.112 0.600384
217.409 0.630250
217.720 0.664105
218.031 0.700871
218.341 0.740859
218.652 0.784426
218.963 0.832043
219.274 0.884195
219.585 0.941517
219.896 1.00467
220.178 1.06790
220.461 1.13736
220.744 1.21392
221.026 1.29860
221.309 1.39260
221.591 1.49732
221.733 1.55423
221.874 1.61448
222.015 1.67835
222.157 1.74613
222.369 1.85587
222.581 1.97637
222.793 2.10906
223.004 2.25559
223.216 2.41821
223.428 2.59927
223.534 2.69770
223.640 2.80191
223.746 2.91236
223.852 3.02946
224.008 3.21478
224.163 3.41773
224.319 3.64089
224.474 3.88676
224.630 4.15888
224.785 4.46078
224.863 4.62435
224.940 4.79720
225.018 4.98003
225.096 5.17365
225.209 5.47656
225.322 5.80689
225.435 6.16875
225.548 6.56560
225.661 7.00296
225.774 7.48575
225.831 7.74639
225.887 8.02110
225.944 8.31096
226.000 8.61710
226.078 9.06768
226.156 9.55462
226.233 10.0827
226.311 10.6568
226.389 11.2834
226.466 11.9674
226.544 12.7171
226.622 13.5416
226.661 13.9856
226.700 14.4524
226.739 14.9437
226.777 15.4598
226.816 16.0055
226.855 16.5800
226.894 17.1887
226.933 17.8311
226.972 18.5133
227.010 19.2350
227.049 20.0036
227.088 20.8190
227.127 21.6899
227.166 22.6168
227.205 23.6101
227.244 24.6711
227.270 25.4396
227.297 26.2466
227.323 27.0949
227.350 27.9875
227.376 28.9277
227.403 29.9191
227.429 30.9657
227.456 32.0719
227.482 33.2424
227.509 34.4826
227.535 35.7982
227.562 37.1956
227.588 38.6819
227.615 40.2649
227.641 41.9531
227.668 43.7558
227.687 45.1616
227.706 46.6316
227.726 48.1778
227.745 49.8050
227.765 51.5278
227.784 53.3342
227.804 55.2391
227.823 57.2488
227.842 59.3815
227.862 61.6229
227.881 63.9912
227.901 66.4947
227.920 69.1421
227.939 71.9425
227.959 74.9055
227.978 78.0411
227.998 81.3774
228.017 84.8910
228.037 88.6296
228.056 92.5666
228.076 96.7547
228.095 101.163
228.114 105.826
228.134 110.755
228.153 115.991
228.173 121.493
228.192 127.299
228.211 133.424
228.231 139.912
228.250 146.710
228.270 153.861
228.289 161.375
228.321 174.504
228.353 188.672
228.385 203.907
228.416 220.226
228.448 237.629
228.480 256.104
228.512 275.619
228.544 296.124
228.582 322.443
228.621 349.883
228.660 378.354
228.699 407.429
228.777 466.313
228.854 523.380
228.896 551.940
228.938 578.368
228.979 602.101
229.021 622.565
229.066 640.548
229.110 653.702
229.133 658.382
229.155 661.713
229.178 663.695
229.200 664.315
229.216 663.901
229.243 661.688
229.269 657.589
229.296 651.646
229.322 643.918
229.349 634.482
229.375 623.432
229.402 610.873
229.428 596.926
229.456 581.122
229.483 564.181
229.538 527.289
229.593 487.562
229.648 446.301
229.705 402.985
229.762 360.598
229.819 320.052
229.848 300.679
229.877 282.094
229.905 264.224
229.934 247.178
229.962 230.985
229.991 215.714
230.019 201.263
230.048 187.730
230.077 175.008
230.105 163.164
230.125 155.528
230.144 148.261
230.164 141.352
230.183 134.822
230.202 128.593
230.222 122.686
230.241 117.090
230.261 111.817
230.280 106.801
230.300 102.057
230.319 97.5712
230.339 93.3526
230.358 89.3453
230.378 85.5595
230.397 81.9833
230.417 78.6220
230.445 74.0014
230.474 69.7501
230.502 65.8366
230.531 62.2441
230.560 58.9203
230.588 55.8635
230.617 53.0296
230.645 50.4173
230.674 47.9893
230.702 45.7452
230.731 43.6534
230.759 41.7143
230.788 39.9013
230.816 38.2155
230.845 36.6345
230.874 35.1599
230.902 33.7727
230.931 32.4705
230.959 31.2464
230.988 30.0979
231.016 29.0114
231.045 27.9857
231.102 26.1022
231.159 24.4084
231.216 22.8839
231.274 21.5037
231.331 20.2493
231.380 19.2537
231.429 18.3340
231.479 17.4807
231.528 16.6873
231.577 15.9468
231.627 15.2571
231.676 14.6123
231.725 14.0084
231.775 13.4409
231.824 12.9089
231.873 12.4085
231.923 11.9371
231.972 11.4926
232.021 11.0728
232.120 10.3004
232.177 9.88928
232.234 9.50328
232.291 9.13972
232.348 8.79688
232.405 8.47265
232.463 8.16673
232.577 7.60307
232.691 7.09591
232.805 6.63866
232.920 6.22423
233.034 5.84802
233.169 5.44572
233.304 5.08408
233.439 4.75755
233.574 4.46170
233.709 4.19280
233.844 3.94762
233.979 3.72340
234.114 3.51780
234.228 3.35675
234.342 3.20664
234.457 3.06626
234.571 2.93500
234.685 2.81189
234.799 2.69648
234.914 2.58794
235.028 2.48592
235.142 2.38974
235.256 2.29912
235.371 2.21349
235.485 2.13263
235.713 1.98361
235.942 1.84974
236.170 1.72894
236.399 1.61959
236.627 1.52030
236.856 1.42991
237.084 1.34731
237.313 1.27166
237.541 1.20221
237.770 1.13833
237.957 1.08976
238.143 1.04429
238.330 1.00160
238.517 0.961512
238.704 0.923756
238.891 0.888179
239.078 0.854593
239.265 0.822859
239.452 0.792835
239.639 0.764435
240.013 0.712009
240.387 0.664793
240.761 0.622130
240.989 0.598041
241.218 0.575324
241.446 0.553876
241.675 0.533605
242.132 0.496262
242.588 0.462712
243.045 0.432445
243.502 0.405052
243.959 0.380183
244.416 0.357540
244.956 0.333290
245.496 0.311431
246.037 0.291652
246.577 0.273705
247.117 0.257387
247.657 0.242532
248.197 0.228896
248.737 0.216357
249.194 0.206534
249.651 0.197367
250.108 0.188798
250.565 0.180779
251.022 0.173261
251.478 0.166205
251.935 0.159572
252.392 0.153332
252.849 0.147451
253.306 0.141904
253.763 0.136666
254.220 0.131715
255.134 0.122591
256.048 0.114390
256.962 0.106990
257.876 0.100291
258.790 0.0942079
259.704 0.0886669
260.618 0.0836050
261.532 0.0789696
262.445 0.0747137
263.359 0.0707970
264.439 0.0665577
265.520 0.0627123
266.600 0.0591852
267.680 0.0559483
268.760 0.0529732
269.840 0.0502309
270.110 0.0495936
270.380 0.0492028
270.515 0.0496000
270.582 0.0502751
270.650 0.0515754
270.717 0.0539019
270.785 0.0578648
270.852 0.0643619
270.886 0.0689495
270.920 0.0746685
270.954 0.0817871
270.987 0.0905317
271.021 0.101261
271.055 0.114256
271.089 0.129980
271.122 0.148762
271.156 0.171178
271.190 0.197592
271.224 0.228690
271.257 0.264841
271.291 0.306832
271.308 0.330162
271.325 0.354993
271.342 0.381692
271.359 0.410187
271.376 0.440548
271.392 0.472646
271.409 0.506928
271.426 0.543272
271.443 0.581737
271.460 0.622131
271.477 0.664986
271.494 0.710114
271.511 0.757557
271.527 0.807048
271.544 0.859204
271.561 0.913761
271.578 0.970732
271.595 1.02977
271.612 1.09157
271.629 1.15578
271.662 1.29096
271.696 1.43584
271.730 1.58920
271.764 1.75139
271.797 1.92079
271.831 2.09758
271.865 2.27978
271.932 2.65822
272.000 3.04667
272.000 6.04630
286.000 5.82934
300.000 5.62999
312.500 5.46487
325.000 5.31079
350.000 5.03141
375.000 4.78438
400.000 4.56430
425.000 4.36705
450.000 4.18889
475.000 4.02706
500.000 3.87932
525.000 3.74442
550.000 3.62017
575.000 3.50529
600.000 3.39873
630.000 3.28142
660.000 3.17334
690.000 3.07340
720.000 2.98066
760.000 2.86783
800.000 2.76474
850.000 2.64919
900.000 2.54468
950.000 2.44961
1000.00 2.36271
1062.50 2.26630
1125.00 2.17900
1187.50 2.09953
1250.00 2.02681
1312.50 1.96185
1375.00 1.90186
1437.50 1.84625
1500.00 1.79453
1600.00 1.72078
1700.00 1.65426
1850.00 1.56815
2000.00 1.49274
2125.00 1.43886
2250.00 1.38984
2375.00 1.34502
2500.00 1.30383
2625.00 1.26753
2750.00 1.23386
3000.00 1.17327
3250.00 1.12213
3500.00 1.07677
3750.00 1.03739
4000.00 1.00185
4250.00 0.970566
4500.00 0.941964
4750.00 0.915684
5000.00 0.891431
5500.00 0.849073
6000.00 0.812162
6500.00 0.779875
7000.00 0.751126
7200.00 0.737351
7850.00 0.699262
8500.00 0.665947
9007.20 0.643755
9514.40 0.623459
10000.0 0.605572
10500.0 0.585258
11000.0 0.566525
11500.0 0.549185
12000.0 0.533080
12500.0 0.518077
13125.0 0.500917
13750.0 0.485085
14375.0 0.470425
15000.0 0.456804
16000.0 0.435633
17000.0 0.416640
17750.0 0.403666
18500.0 0.391608
20000.0 0.369863
21250.0 0.353653
22500.0 0.339021
23750.0 0.325738
25000.0 0.313618
26250.0 0.302062
27500.0 0.291440
28750.0 0.281640
30000.0 0.272566
31250.0 0.263958
32500.0 0.255943
35000.0 0.241458
37500.0 0.228738
40000.0 0.217447
42066.0 0.208927
45000.0 0.198040
47500.0 0.189721
50000.0 0.182153
52500.0 0.175239
55000.0 0.168891
57500.0 0.163040
60000.0 0.157629
62500.0 0.152700
65000.0 0.148110
70000.0 0.139810
75000.0 0.132570
80000.0 0.126136
85000.0 0.120564
90000.0 0.115535
95000.0 0.110972
99999.9 0.106809
100000 0.106810
192340 0.0675730
400000 0.0519320
568840 0.0488910
578150 0.0486690
698550 0.0465350
808620 0.0453380
820870 0.0451380
1.02420E+06 0.0428100
1.02421E+06 0.0428095
1.11630E+06 0.0382110
1.11632E+06 0.0382101
1.13560E+06 0.0372570
1.13565E+06 0.0372522
1.18460E+06 0.0325510
1.18464E+06 0.0325490
1.23680E+06 0.0298310
1.29340E+06 0.0279680
