Ru-100(n,g) ENDFB-8.0
8.45169 0.729754
8.50479 0.761390
8.55790 0.796744
8.61100 0.836364
8.66410 0.880934
8.71721 0.931291
8.77031 0.988464
8.79686 1.01999
8.82341 1.05372
8.85238 1.09327
8.88134 1.13599
8.91031 1.18223
8.93927 1.23236
8.96824 1.28683
8.99720 1.34615
9.02617 1.41091
9.05513 1.48182
9.08169 1.55292
9.10824 1.63062
9.13479 1.71576
9.16134 1.80933
9.18789 1.91249
9.21444 2.02656
9.24099 2.15316
9.26755 2.29420
9.28686 2.40714
9.30013 2.49045
9.31341 2.57881
9.32668 2.67264
9.33996 2.77240
9.35324 2.87861
9.36651 2.99184
9.37979 3.11274
9.39306 3.24199
9.40634 3.38044
9.41961 3.52896
9.43289 3.68859
9.44617 3.86046
9.45944 4.04591
9.47272 4.24644
9.48599 4.46377
9.49927 4.69986
9.50892 4.88465
9.52220 5.15879
9.53548 5.45885
9.54875 5.78832
9.56203 6.15126
9.57530 6.55260
9.58858 6.99807
9.60185 7.49473
9.60849 7.76483
9.61513 8.05099
9.62177 8.35467
9.62840 8.67732
9.63504 9.02064
9.64168 9.38650
9.64832 9.77701
9.65496 10.1945
9.66159 10.6416
9.66823 11.1213
9.67487 11.6370
9.68151 12.1923
9.68815 12.7916
9.69478 13.4396
9.70142 14.1416
9.70806 14.9037
9.71470 15.7328
9.72133 16.6361
9.72556 17.2539
9.72978 17.9074
9.73401 18.5996
9.73823 19.3330
9.74246 20.1106
9.74668 20.9354
9.75090 21.8109
9.75513 22.7404
9.75935 23.7275
9.76358 24.7762
9.76780 25.8905
9.77202 27.0745
9.77625 28.3326
9.78047 29.6692
9.78470 31.0891
9.78892 32.5968
9.79556 35.1554
9.80220 37.9615
9.80883 41.0336
9.81547 44.3896
9.82211 48.0458
9.82875 52.0169
9.83539 56.3148
9.84202 60.9481
9.84866 65.9211
9.85530 71.2329
9.86194 76.8768
9.86857 82.8384
9.87521 89.0987
9.88185 95.6280
9.89513 109.336
9.91202 127.469
9.92892 145.323
9.93873 155.037
9.94854 163.922
9.95835 171.704
9.96326 175.101
9.96816 178.129
9.97612 182.193
9.98408 185.124
9.99204 186.855
10.0000 187.346
10.0058 186.915
10.0116 185.827
10.0174 184.096
10.0232 181.744
10.0290 178.800
10.0347 175.302
10.0405 171.291
10.0463 166.815
10.0570 157.514
10.0643 150.536
10.0716 143.190
10.0861 127.813
10.0995 113.497
10.1128 99.5718
10.1195 92.8885
10.1262 86.4630
10.1329 80.3097
10.1395 74.4720
10.1462 68.9502
10.1529 63.7712
10.1596 58.9237
10.1662 54.4208
10.1729 50.2429
10.1796 46.3928
10.1863 42.8458
10.1929 39.5973
10.1996 36.6206
10.2063 33.9029
10.2130 31.4258
10.2197 29.1739
10.2263 27.1223
10.2330 25.2597
10.2397 23.5639
10.2464 22.0240
10.2527 20.6810
10.2591 19.4549
10.2655 18.3324
10.2718 17.3037
10.2782 16.3583
10.2846 15.4907
10.2910 14.6920
10.2973 13.9555
10.3037 13.2741
10.3101 12.6446
10.3165 12.0610
10.3228 11.5190
10.3292 11.0147
10.3356 10.5447
10.3419 10.1059
10.3483 9.69552
10.3550 9.29306
10.3617 8.91664
10.3683 8.56400
10.3750 8.23360
10.3817 7.92263
10.3884 7.63042
10.3950 7.35462
10.4017 7.09476
10.4151 6.61664
10.4284 6.18786
10.4418 5.80169
10.4551 5.45253
10.4648 5.21911
10.4745 5.00123
10.4867 4.74858
10.4988 4.51570
10.5110 4.30054
10.5231 4.10147
10.5340 3.93442
10.5449 3.77815
10.5559 3.63147
10.5668 3.49385
10.5777 3.36430
10.5886 3.24243
10.5996 3.12752
10.6105 3.01904
10.6323 2.81944
10.6542 2.64041
10.6760 2.47920
10.6979 2.33358
10.7112 2.25129
10.7246 2.17374
10.7513 2.03130
10.7780 1.90377
10.8047 1.78911
10.8314 1.68562
10.8581 1.59194
10.8848 1.50685
10.9115 1.42932
10.9309 1.37718
10.9503 1.32828
10.9697 1.28236
10.9892 1.23918
11.0280 1.16017
11.0668 1.08975
11.0936 1.04566
11.1203 1.00474
11.1470 0.966676
11.1737 0.931206
11.2004 0.898089
11.2271 0.867146
11.2538 0.838179
11.2805 0.811021
11.3339 0.761548
11.3873 0.717722
11.4407 0.678694
11.4941 0.643794
11.5426 0.615166
11.5912 0.589127
11.6397 0.565383
11.6883 0.543667
11.7660 0.512535
11.8194 0.493348
11.8728 0.475740
11.9262 0.459545
11.9796 0.444622
12.0330 0.430833
12.0864 0.418067
12.1398 0.406219
12.1932 0.395203
12.3000 0.375353
12.4068 0.357990
12.5136 0.342698
12.6204 0.329165
12.6981 0.320295
12.8535 0.304502
13.0088 0.290840
13.1642 0.278967
13.3196 0.268559
13.4749 0.259360
13.6303 0.251168
13.7856 0.243822
13.9410 0.237193
14.1740 0.228368
14.4071 0.220678
14.7178 0.211760
15.0285 0.204019
15.3392 0.197235
15.6500 0.191213
15.9607 0.185807
16.2714 0.180928
16.8928 0.172340
17.5143 0.164941
18.1357 0.158450
18.7571 0.152657
19.3786 0.147417
20.0000 0.142633
20.9375 0.136098
21.8750 0.130225
22.8125 0.124889
23.7500 0.120000
24.6875 0.115487
25.6250 0.111300
26.5625 0.107396
27.5000 0.103747
29.3750 0.0970891
31.2500 0.0911519
33.1250 0.0858184
35.0000 0.0809950
36.8750 0.0766089
38.7500 0.0726016
40.6250 0.0689256
42.5000 0.0655416
44.3750 0.0624165
46.2500 0.0595224
48.1250 0.0568355
50.0000 0.0543346
51.5625 0.0523800
53.1250 0.0505358
56.2500 0.0471372
59.3750 0.0440801
62.5000 0.0413207
65.6250 0.0388208
68.7500 0.0365487
71.8750 0.0344773
75.0000 0.0325840
78.1250 0.0308491
81.2500 0.0292560
84.3750 0.0277902
87.5000 0.0264392
90.6250 0.0251920
93.7500 0.0240392
96.8750 0.0229723
100.000 0.0219841
103.125 0.0210681
106.250 0.0202186
109.375 0.0194307
112.500 0.0187000
115.625 0.0180227
118.750 0.0173955
121.875 0.0168155
125.000 0.0162803
128.125 0.0157878
131.250 0.0153365
134.375 0.0149251
137.500 0.0145528
140.625 0.0142192
143.750 0.0139243
146.875 0.0136688
150.000 0.0134538
153.125 0.0132810
156.250 0.0131533
159.375 0.0130741
162.500 0.0130484
165.625 0.0130827
168.750 0.0131856
171.875 0.0133683
175.000 0.0136446
177.149 0.0139007
179.297 0.0142182
181.445 0.0146086
183.594 0.0150872
185.742 0.0156637
187.891 0.0163666
188.965 0.0167694
190.039 0.0172190
191.113 0.0177109
192.188 0.0182505
194.141 0.0193847
195.117 0.0200388
196.094 0.0207590
197.070 0.0215534
198.047 0.0224313
199.024 0.0234035
200.000 0.0244841
200.999 0.0257167
201.997 0.0270966
202.995 0.0286480
203.994 0.0303989
204.493 0.0313584
204.992 0.0323836
205.491 0.0334759
205.991 0.0346406
206.490 0.0358791
206.989 0.0372149
207.488 0.0386508
207.987 0.0401944
208.598 0.0422433
209.208 0.0444915
209.818 0.0469662
210.428 0.0496975
211.038 0.0527227
211.648 0.0560842
212.258 0.0598338
212.868 0.0640332
213.423 0.0683040
213.978 0.0730756
214.255 0.0756743
214.533 0.0784289
214.810 0.0813532
215.087 0.0844612
215.365 0.0877700
215.642 0.0912946
215.919 0.0950554
216.196 0.0990731
216.474 0.103370
216.751 0.107964
217.028 0.112892
217.306 0.118198
217.611 0.124521
217.916 0.131403
218.221 0.138910
218.526 0.147116
218.831 0.156116
219.136 0.166014
219.441 0.176932
219.746 0.189012
220.051 0.202436
220.357 0.217404
220.509 0.225545
220.662 0.234164
220.814 0.243304
220.967 0.253009
221.119 0.263333
221.272 0.274315
221.424 0.286020
221.577 0.298513
221.729 0.311874
221.882 0.326164
222.034 0.341481
222.187 0.357923
222.353 0.377296
222.520 0.398312
222.686 0.421185
222.853 0.446147
223.019 0.473460
223.185 0.503424
223.352 0.536391
223.518 0.572778
223.671 0.609571
223.823 0.650072
223.976 0.694829
224.128 0.744466
224.281 0.799763
224.357 0.829794
224.433 0.861536
224.510 0.895215
224.586 0.930896
224.662 0.968843
224.738 1.00915
224.863 1.08090
224.988 1.16074
225.050 1.20407
225.113 1.24992
225.175 1.29849
225.238 1.35000
225.300 1.40469
225.362 1.46283
225.425 1.52474
225.487 1.59076
225.550 1.66125
225.612 1.73665
225.674 1.81744
225.737 1.90414
225.813 2.01910
225.889 2.14510
225.966 2.28363
226.042 2.43626
226.118 2.60548
226.194 2.79361
226.233 2.89582
226.271 3.00368
226.309 3.11792
226.347 3.23907
226.385 3.36808
226.423 3.50495
226.461 3.65114
226.500 3.80673
226.538 3.97349
226.576 4.15163
226.614 4.34282
226.652 4.54846
226.690 4.77080
226.728 5.01060
226.766 5.27067
226.805 5.55367
226.843 5.86361
226.881 6.20270
226.919 6.57637
226.957 6.99025
226.978 7.23561
226.999 7.49634
227.019 7.77392
227.040 8.07003
227.061 8.38656
227.082 8.72565
227.103 9.08969
227.123 9.48137
227.144 9.90374
227.165 10.3602
227.186 10.8547
227.207 11.3913
227.227 11.9751
227.248 12.6114
227.269 13.3062
227.290 14.0662
227.309 14.8280
227.328 15.6574
227.347 16.5614
227.366 17.5423
227.385 18.6185
227.404 19.7941
227.423 21.0789
227.442 22.4755
227.452 23.2296
227.462 24.0098
227.471 24.8340
227.481 25.6867
227.490 26.5874
227.500 27.5189
227.509 28.4922
227.519 29.5089
227.528 30.5822
227.538 31.6916
227.547 32.8499
227.557 34.0588
227.566 35.3340
227.576 36.6507
227.585 38.0240
227.595 39.4558
227.608 41.4486
227.620 43.5526
227.633 45.7726
227.645 48.0942
227.658 50.5595
227.670 53.1550
227.683 55.8855
227.696 58.7322
227.708 61.7451
227.721 64.9065
227.733 68.2205
227.746 71.6629
227.758 75.2925
227.771 79.0552
227.784 83.0144
227.796 87.1099
227.806 90.3703
227.815 93.6960
227.834 100.647
227.853 108.040
227.872 115.798
227.893 124.752
227.912 133.392
227.931 142.374
227.950 151.779
227.969 161.491
227.988 171.591
228.007 182.003
228.027 192.694
228.046 203.630
228.070 217.833
228.094 232.214
228.132 255.083
228.170 277.836
228.209 300.037
228.247 321.046
228.274 335.306
228.302 348.486
228.340 364.536
228.359 371.508
228.378 377.677
228.405 384.845
228.431 390.354
228.465 395.021
228.483 396.185
228.500 396.552
228.519 396.043
228.538 394.585
228.557 392.204
228.576 388.913
228.595 384.737
228.617 378.715
228.639 371.568
228.662 363.369
228.684 354.201
228.707 343.920
228.730 332.824
228.752 321.022
228.775 308.627
228.821 282.569
228.866 255.493
228.932 215.930
228.966 196.745
228.999 178.249
229.021 166.005
229.044 154.226
229.067 142.949
229.090 132.207
229.113 122.021
229.135 112.405
229.158 103.368
229.181 94.9441
229.204 87.0545
229.227 79.7263
229.249 72.9442
229.272 66.7153
229.295 60.9626
229.306 58.2679
229.318 55.6901
229.329 53.2258
229.340 50.8716
229.352 48.6241
229.363 46.4982
229.384 42.8385
229.405 39.5048
229.425 36.4577
229.446 33.6769
229.467 31.1423
229.487 28.8347
229.508 26.7357
229.529 24.8277
229.550 23.0942
229.570 21.5196
229.591 20.0895
229.612 18.7903
229.632 17.6096
229.653 16.5360
229.674 15.5588
229.694 14.6685
229.717 13.7780
229.740 12.9718
229.763 12.2405
229.786 11.5785
229.808 10.9726
229.831 10.4192
229.854 9.91236
229.877 9.44905
229.899 9.02060
229.922 8.62516
229.945 8.25923
229.968 7.92117
229.991 7.60529
230.013 7.31077
230.036 7.03553
230.059 6.77882
230.088 6.47349
230.117 6.19089
230.146 5.92854
230.175 5.68432
230.204 5.45640
230.233 5.24318
230.262 5.04330
230.291 4.85555
230.320 4.67886
230.349 4.51231
230.407 4.20638
230.465 3.93217
230.523 3.68558
230.568 3.50804
230.614 3.34387
230.659 3.19107
230.705 3.04916
230.751 2.91652
230.796 2.79288
230.842 2.67691
230.887 2.56844
230.933 2.46638
230.978 2.37063
231.024 2.28029
231.069 2.19531
231.115 2.11492
231.160 2.03912
231.252 1.89932
231.343 1.77354
231.434 1.66017
231.525 1.55750
231.616 1.46421
231.707 1.37908
231.798 1.30136
231.889 1.23011
231.981 1.16464
232.059 1.11225
232.138 1.06336
232.217 1.01767
232.295 0.974939
232.374 0.934824
232.453 0.897157
232.531 0.861740
232.610 0.828437
232.689 0.797002
232.767 0.767336
232.846 0.739308
232.925 0.712832
233.082 0.663950
233.239 0.619995
233.331 0.596498
233.422 0.574348
233.513 0.553420
233.604 0.533626
233.786 0.497123
233.968 0.464275
234.150 0.434607
234.333 0.407721
234.515 0.383279
234.697 0.360992
234.813 0.347812
234.929 0.335348
235.161 0.312384
235.393 0.291736
235.625 0.273105
235.857 0.256235
236.089 0.240898
236.320 0.226906
236.552 0.214108
236.735 0.204801
236.917 0.196102
237.099 0.187955
237.281 0.180314
237.463 0.173139
237.646 0.166392
237.828 0.160039
238.010 0.154051
238.192 0.148397
238.375 0.143059
238.739 0.133231
239.103 0.124405
239.468 0.116450
239.832 0.109253
240.197 0.102724
240.561 0.0967816
240.925 0.0913568
241.290 0.0863901
241.654 0.0818338
242.019 0.0776428
242.383 0.0737805
242.714 0.0705301
243.046 0.0675050
243.377 0.0646769
243.708 0.0620262
244.040 0.0595417
244.371 0.0572114
244.702 0.0550231
245.034 0.0529655
245.365 0.0510283
245.696 0.0492022
246.027 0.0474790
246.359 0.0458511
247.021 0.0428537
247.684 0.0401624
248.413 0.0375063
249.142 0.0351266
249.871 0.0329861
250.599 0.0310538
251.328 0.0293030
252.057 0.0277118
252.786 0.0262610
253.515 0.0249348
254.144 0.0238785
254.774 0.0228981
255.403 0.0219916
256.033 0.0211393
256.662 0.0203428
257.292 0.0195952
257.921 0.0188967
258.550 0.0182397
259.809 0.0170422
261.068 0.0159782
262.327 0.0150285
263.586 0.0141771
265.044 0.0132972
266.502 0.0125134
267.959 0.0118122
269.417 0.0111825
270.875 0.0106137
272.332 0.0100986
273.790 0.00963019
275.248 0.00920369
276.706 0.00881608
278.163 0.00845616
279.621 0.00812204
281.079 0.00781722
283.994 0.00726913
286.910 0.00679687
289.825 0.00638166
292.740 0.00601752
295.656 0.00569448
298.571 0.00540490
300.824 0.00520209
303.077 0.00501479
307.583 0.00467992
312.088 0.00439152
316.594 0.00413529
321.100 0.00390843
325.605 0.00370601
330.111 0.00352412
334.616 0.00335968
341.507 0.00313697
348.398 0.00294072
355.289 0.00276702
362.180 0.00261250
369.071 0.00247274
375.962 0.00234820
382.853 0.00223233
389.744 0.00212623
401.406 0.00196765
413.068 0.00182731
424.729 0.00170296
436.391 0.00159278
448.053 0.00149306
459.714 0.00140355
471.376 0.00132228
483.038 0.00124783
500.000 0.00115119
515.625 0.00107213
531.250 0.00100118
546.875 0.000937232
562.500 0.000879376
578.125 0.000826843
593.750 0.000778987
625.000 0.000695208
656.250 0.000624558
687.500 0.000564442
718.750 0.000512889
750.000 0.000468374
781.250 0.000429700
812.500 0.000395917
843.750 0.000366261
875.000 0.000340111
937.500 0.000296402
1000.00 0.000261669
1062.50 0.000233767
1125.00 0.000211153
1187.50 0.000192703
1250.00 0.000177587
1312.50 0.000165184
1375.00 0.000155021
1500.00 0.000140074
1625.00 0.000130798
1750.00 0.000126145
1812.50 0.000125409
1906.25 0.000126319
2000.00 0.000129897
2127.43 0.000140261
2244.24 0.000158628
2302.64 0.000173331
2361.05 0.000194517
2414.14 0.000223917
2440.69 0.000244301
2467.24 0.000270623
2488.47 0.000298394
2509.71 0.000334749
2530.95 0.000384114
2552.19 0.000454145
2562.81 0.000501176
2573.43 0.000560340
2584.05 0.000636368
2594.66 0.000737052
2605.28 0.000874760
2610.59 0.000964169
2615.90 0.00107383
2621.21 0.00121010
2626.52 0.00138318
2631.83 0.00160913
2637.14 0.00191421
2640.46 0.00216847
2643.78 0.00247065
2647.10 0.00287529
2650.41 0.00341546
2653.73 0.00416363
2655.39 0.00465183
2657.05 0.00524541
2658.71 0.00596688
2660.37 0.00688426
2662.03 0.00807721
2663.69 0.00965971
2664.89 0.0111574
2666.09 0.0130764
2667.30 0.0155895
2668.50 0.0189625
2669.10 0.0211096
2669.70 0.0236750
2670.31 0.0267931
2670.91 0.0306234
2671.51 0.0354181
2672.11 0.0415178
2672.71 0.0495049
2673.31 0.0602987
2673.71 0.0697285
2674.10 0.0820614
2674.30 0.0898890
2674.50 0.0993733
2674.69 0.111226
2674.89 0.126577
2675.09 0.147222
2675.28 0.175976
2675.38 0.194777
2675.48 0.217178
2675.58 0.244530
2675.68 0.277350
2675.78 0.317609
2675.87 0.366022
2675.97 0.425404
2676.07 0.496661
2676.17 0.583716
2676.27 0.687597
2676.32 0.748381
2676.37 0.813619
2676.42 0.884921
2676.47 0.962758
2676.51 1.04042
2676.55 1.12246
2676.60 1.21094
2676.64 1.30624
2676.69 1.40877
2676.73 1.51896
2676.77 1.63722
2676.82 1.76399
2676.86 1.89972
2676.91 2.04483
2676.95 2.19978
2676.99 2.36500
2677.04 2.54094
2677.08 2.72803
2677.13 2.92669
2677.17 3.13734
2677.22 3.36558
2677.26 3.60165
2677.30 3.85083
2677.35 4.11346
2677.39 4.38982
2677.44 4.68018
2677.48 4.98475
2677.52 5.30373
2677.57 5.63724
2677.61 5.98536
2677.66 6.34812
2677.70 6.72550
2677.74 7.11740
2677.79 7.52367
2677.88 8.37831
2677.96 9.29737
2678.05 10.2562
2678.14 11.2597
2678.23 12.3014
2678.40 14.4666
2678.58 16.6752
2678.78 19.0840
2678.88 20.2257
2678.97 21.2857
2679.09 22.4072
2679.20 23.3831
2679.27 23.8509
2679.33 24.2571
2679.38 24.5804
2679.44 24.8535
2679.50 25.0947
2679.56 25.2542
2679.62 25.3610
2679.68 25.4181
2679.70 25.4207
2679.76 25.3861
2679.83 25.2749
2679.90 25.0676
2679.98 24.7773
2680.07 24.2510
2680.15 23.7660
2680.22 23.2155
2680.28 22.6795
2680.34 22.1064
2680.47 20.8420
2680.56 19.8190
2680.65 18.7405
2680.84 16.4776
2680.99 14.4951
2681.15 12.5591
2681.23 11.6157
2681.31 10.7010
2681.39 9.82003
2681.47 8.98746
2681.52 8.44456
2681.57 7.92108
2681.62 7.41770
2681.68 6.94381
2681.73 6.48154
2681.78 6.04854
2681.83 5.62823
2681.89 5.23642
2681.94 4.85791
2681.99 4.50672
2682.04 4.16900
2682.10 3.85707
2682.15 3.55843
2682.20 3.28381
2682.25 3.02203
2682.31 2.78232
2682.36 2.55476
2682.41 2.34340
2682.47 2.14748
2682.52 1.96951
2682.57 1.80191
2682.62 1.65024
2682.68 1.50792
2682.73 1.37960
2682.78 1.25962
2682.83 1.15180
2682.89 1.05131
2682.94 0.961305
2682.99 0.882202
2683.04 0.811250
2683.09 0.745065
2683.14 0.685841
2683.23 0.581495
2683.33 0.495804
2683.43 0.424212
2683.53 0.365745
2683.63 0.317090
2683.73 0.277437
2683.83 0.244441
2683.92 0.217492
2684.02 0.194963
2684.12 0.176432
2684.32 0.147771
2684.51 0.127191
2684.71 0.111823
2684.91 0.100027
2685.11 0.0905908
2685.30 0.0828049
2685.70 0.0705439
2686.09 0.0611976
2686.64 0.0512370
2687.20 0.0437363
2687.75 0.0379184
2688.30 0.0333022
2688.85 0.0295708
