Ru-100(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 291.354
1.03125E-05 286.906
1.06250E-05 282.655
1.09375E-05 278.588
1.12500E-05 274.691
1.15625E-05 270.954
1.18750E-05 267.365
1.21875E-05 263.915
1.25000E-05 260.595
1.28125E-05 257.397
1.31250E-05 254.315
1.34375E-05 251.340
1.37500E-05 248.468
1.43750E-05 243.006
1.50000E-05 237.890
1.56250E-05 233.083
1.62500E-05 228.557
1.68750E-05 224.285
1.75000E-05 220.243
1.81250E-05 216.412
1.87500E-05 212.775
1.93750E-05 209.315
2.00000E-05 206.018
2.09375E-05 201.353
2.18750E-05 196.991
2.28125E-05 192.901
2.37500E-05 189.056
2.46875E-05 185.431
2.56250E-05 182.007
2.65625E-05 178.767
2.75000E-05 175.693
2.84375E-05 172.773
2.93750E-05 169.993
3.03125E-05 167.344
3.12500E-05 164.815
3.21875E-05 162.397
3.31250E-05 160.082
3.40625E-05 157.864
3.50000E-05 155.735
3.59375E-05 153.691
3.68750E-05 151.724
3.78125E-05 149.832
3.87500E-05 148.008
3.96875E-05 146.249
4.06250E-05 144.552
4.25000E-05 141.327
4.43750E-05 138.309
4.62500E-05 135.477
4.81250E-05 132.812
5.00000E-05 130.297
5.15625E-05 128.308
5.31250E-05 126.407
5.46875E-05 124.588
5.62500E-05 122.846
5.78125E-05 121.174
5.93750E-05 119.569
6.09375E-05 118.026
6.25000E-05 116.542
6.40625E-05 115.112
6.56250E-05 113.733
6.71875E-05 112.403
6.87500E-05 111.118
7.18750E-05 108.676
7.50000E-05 106.387
7.81250E-05 104.238
8.12500E-05 102.214
8.43750E-05 100.303
8.75000E-05 98.4956
9.06250E-05 96.7825
9.37500E-05 95.1557
9.68750E-05 93.6084
0.000100000 92.1341
0.000103125 90.7274
0.000106250 89.3832
0.000109375 88.0971
0.000112500 86.8649
0.000115625 85.6830
0.000118750 84.5481
0.000121875 83.4571
0.000125000 82.4072
0.000128125 81.3961
0.000131250 80.4212
0.000134375 79.4806
0.000137500 78.5722
0.000143750 76.8451
0.000150000 75.2271
0.000156250 73.7072
0.000162500 72.2759
0.000168750 70.9248
0.000175000 69.6468
0.000181250 68.4354
0.000187500 67.2852
0.000193750 66.1910
0.000200000 65.1486
0.000209375 63.6733
0.000218750 62.2939
0.000228125 61.0005
0.000237500 59.7844
0.000246875 58.6383
0.000256250 57.5556
0.000265625 56.5308
0.000275000 55.5588
0.000284375 54.6354
0.000293750 53.7564
0.000303125 52.9186
0.000312500 52.1188
0.000321875 51.3542
0.000331250 50.6222
0.000340625 49.9207
0.000350000 49.2476
0.000359375 48.6010
0.000368750 47.9792
0.000378125 47.3807
0.000387500 46.8040
0.000396875 46.2479
0.000406250 45.7111
0.000425000 44.6914
0.000443750 43.7370
0.000462500 42.8413
0.000481250 41.9984
0.000500000 41.2034
0.000515625 40.5743
0.000531250 39.9732
0.000546875 39.3980
0.000562500 38.8469
0.000578125 38.3184
0.000593750 37.8108
0.000609375 37.3229
0.000625000 36.8534
0.000640625 36.4012
0.000656250 35.9653
0.000671875 35.5446
0.000687500 35.1384
0.000718750 34.3660
0.000750000 33.6424
0.000781250 32.9627
0.000812500 32.3226
0.000843750 31.7183
0.000875000 31.1468
0.000906250 30.6050
0.000937500 30.0906
0.000968750 29.6013
0.00100000 29.1351
0.00103125 28.6903
0.00106250 28.2652
0.00109375 27.8585
0.00112500 27.4688
0.00115625 27.0951
0.00118750 26.7362
0.00121875 26.3912
0.00125000 26.0592
0.00128125 25.7394
0.00131250 25.4311
0.00134375 25.1337
0.00137500 24.8464
0.00143750 24.3003
0.00150000 23.7886
0.00156250 23.3080
0.00162500 22.8553
0.00168750 22.4281
0.00175000 22.0239
0.00181250 21.6408
0.00187500 21.2771
0.00193750 20.9311
0.00200000 20.6014
0.00209375 20.1349
0.00218750 19.6986
0.00228125 19.2896
0.00237500 18.9050
0.00246875 18.5426
0.00256250 18.2002
0.00265625 17.8761
0.00275000 17.5687
0.00284375 17.2766
0.00293750 16.9987
0.00303125 16.7337
0.00312500 16.4808
0.00321875 16.2390
0.00331250 16.0075
0.00340625 15.7857
0.00350000 15.5728
0.00359375 15.3683
0.00368750 15.1717
0.00378125 14.9824
0.00387500 14.8000
0.00396875 14.6241
0.00406250 14.4544
0.00425000 14.1319
0.00443750 13.8301
0.00462500 13.5468
0.00481250 13.2803
0.00500000 13.0288
0.00515625 12.8299
0.00531250 12.6398
0.00546875 12.4579
0.00562500 12.2836
0.00578125 12.1165
0.00593750 11.9560
0.00609375 11.8017
0.00625000 11.6532
0.00640625 11.5102
0.00656250 11.3723
0.00671875 11.2393
0.00687500 11.1108
0.00718750 10.8665
0.00750000 10.6377
0.00781250 10.4227
0.00812500 10.2203
0.00843750 10.0292
0.00875000 9.84838
0.00906250 9.67704
0.00937500 9.51434
0.00968750 9.35958
0.0100000 9.21213
0.0103125 9.07143
0.0106250 8.93699
0.0109375 8.80836
0.0112500 8.68512
0.0115625 8.56692
0.0118750 8.45342
0.0121875 8.34431
0.0125000 8.23932
0.0128125 8.13820
0.0131250 8.04071
0.0134375 7.94664
0.0137500 7.85579
0.0143750 7.68307
0.0150000 7.52125
0.0156250 7.36924
0.0162500 7.22607
0.0168750 7.09093
0.0175000 6.96308
0.0181250 6.84191
0.0187500 6.72683
0.0193750 6.61738
0.0200000 6.51309
0.0206625 6.40775
0.0213250 6.30736
0.0219875 6.21154
0.0226500 6.11996
0.0233125 6.03231
0.0239750 5.94832
0.0246375 5.86774
0.0253000 5.79035
0.0264578 5.66215
0.0276156 5.54211
0.0287734 5.42940
0.0299313 5.32329
0.0310891 5.22318
0.0322469 5.12851
0.0334047 5.03880
0.0345625 4.95363
0.0355274 4.88586
0.0364922 4.82078
0.0374570 4.75823
0.0384219 4.69805
0.0393867 4.64008
0.0403516 4.58420
0.0413164 4.53029
0.0422813 4.47823
0.0442109 4.37927
0.0461406 4.28658
0.0480703 4.19953
0.0500000 4.11757
0.0515625 4.05461
0.0531250 3.99444
0.0546875 3.93687
0.0562500 3.88172
0.0578125 3.82882
0.0593750 3.77803
0.0609375 3.72921
0.0625000 3.68223
0.0640625 3.63699
0.0656250 3.59338
0.0671875 3.55130
0.0687500 3.51066
0.0718750 3.43339
0.0750000 3.36098
0.0781250 3.29294
0.0812500 3.22885
0.0843750 3.16835
0.0875000 3.11111
0.0906250 3.05686
0.0937500 3.00534
0.0968750 2.95633
0.100000 2.90964
0.103125 2.86509
0.106250 2.82252
0.109375 2.78178
0.112500 2.74275
0.115625 2.70532
0.118750 2.66937
0.121875 2.63482
0.125000 2.60157
0.128125 2.56955
0.131250 2.53869
0.134375 2.50892
0.137500 2.48018
0.143750 2.42551
0.150000 2.37426
0.156250 2.32609
0.162500 2.28072
0.168750 2.23789
0.175000 2.19738
0.181250 2.15898
0.187500 2.12252
0.193750 2.08785
0.200000 2.05483
0.209375 2.00809
0.218750 1.96435
0.228125 1.92332
0.237500 1.88474
0.246875 1.84837
0.256250 1.81402
0.265625 1.78149
0.275000 1.75065
0.284375 1.72134
0.293750 1.69344
0.303125 1.66684
0.312500 1.64145
0.321875 1.61717
0.331250 1.59393
0.340625 1.57166
0.350000 1.55028
0.359375 1.52975
0.368750 1.51000
0.378125 1.49099
0.387500 1.47268
0.396875 1.45503
0.406250 1.43801
0.425000 1.40566
0.443750 1.37532
0.462500 1.34684
0.500000 1.29484
0.531250 1.25578
0.562500 1.21992
0.593750 1.18693
0.625000 1.15643
0.687500 1.10180
0.750000 1.05413
0.812500 1.01206
0.875000 0.974674
0.937500 0.941080
1.00000 0.910580
1.06250 0.882811
1.12500 0.857391
1.18750 0.834007
1.25000 0.812401
1.37500 0.773707
1.50000 0.739977
1.62500 0.710243
1.75000 0.683844
1.87500 0.660163
2.00000 0.638696
2.18750 0.610113
2.37500 0.585121
2.56250 0.563052
2.75000 0.543459
2.93750 0.525927
3.12500 0.510131
3.31250 0.495883
3.50000 0.483004
3.68750 0.471348
3.87500 0.460799
4.06250 0.451267
4.25000 0.442679
4.62500 0.428144
4.81250 0.422135
5.00000 0.416980
5.23172 0.411825
5.46344 0.407959
5.69517 0.405382
5.92689 0.404262
6.11999 0.404727
6.31309 0.406630
6.50619 0.410139
6.69929 0.415564
6.89240 0.423316
7.08550 0.433935
7.18205 0.440536
7.27860 0.448169
7.37515 0.456963
7.47170 0.466961
7.56825 0.478504
7.66480 0.491920
7.76135 0.507434
7.85790 0.525413
7.95446 0.546321
8.05101 0.570744
8.09928 0.584496
8.14756 0.599420
8.19583 0.615640
8.24411 0.633298
8.32135 0.664927
8.39859 0.701360
