Hf-174(n,g) ENDFB-8.0
0.0118750 819.173
0.0121875 808.155
0.0125000 797.548
0.0128125 787.327
0.0131250 777.469
0.0134375 767.952
0.0137500 758.757
0.0143750 741.261
0.0150000 724.854
0.0156250 709.425
0.0162500 694.880
0.0168750 681.136
0.0175000 668.123
0.0181250 655.776
0.0187500 644.041
0.0193750 632.869
0.0200000 622.214
0.0206625 611.442
0.0213250 601.167
0.0219875 591.350
0.0226500 581.959
0.0233125 572.962
0.0239750 564.333
0.0246375 556.047
0.0253000 548.082
0.0263613 535.938
0.0274227 524.489
0.0284840 513.672
0.0295453 503.428
0.0306067 493.710
0.0316680 484.472
0.0327293 475.677
0.0337906 467.289
0.0345625 461.426
0.0355274 454.360
0.0364922 447.567
0.0374570 441.030
0.0384219 434.732
0.0393867 428.659
0.0403516 422.798
0.0413164 417.137
0.0422813 411.664
0.0432461 406.369
0.0442109 401.243
0.0461406 391.462
0.0480703 382.256
0.0500000 373.571
0.0515625 366.886
0.0531250 360.488
0.0546875 354.356
0.0562500 348.473
0.0578125 342.821
0.0593750 337.385
0.0609375 332.152
0.0625000 327.109
0.0640625 322.245
0.0656250 317.549
0.0671875 313.013
0.0687500 308.626
0.0703125 304.381
0.0718750 300.271
0.0734375 296.288
0.0750000 292.425
0.0781250 285.036
0.0812500 278.059
0.0843750 271.454
0.0875000 265.192
0.0906250 259.244
0.0937500 253.583
0.0968750 248.188
0.100000 243.039
0.103125 238.116
0.106250 233.403
0.109375 228.887
0.112500 224.553
0.115625 220.389
0.118750 216.386
0.121875 212.531
0.125000 208.817
0.128125 205.235
0.131250 201.778
0.134375 198.438
0.137500 195.209
0.140625 192.085
0.143750 189.060
0.146875 186.130
0.150000 183.289
0.153125 180.535
0.156250 177.861
0.159375 175.266
0.162500 172.745
0.168750 167.909
0.175000 163.326
0.181250 158.977
0.187500 154.843
0.193750 150.908
0.200000 147.157
0.206445 143.467
0.212891 139.947
0.219336 136.584
0.225781 133.367
0.232227 130.285
0.238672 127.331
0.245117 124.496
0.251563 121.772
0.257422 119.387
0.263281 117.085
0.269141 114.861
0.275000 112.712
0.284375 109.417
0.293750 106.284
0.303125 103.303
0.312500 100.464
0.321875 97.7562
0.331250 95.1714
0.340625 92.7011
0.350000 90.3378
0.359375 88.0747
0.368750 85.9055
0.378125 83.8246
0.387500 81.8266
0.396875 79.9069
0.406250 78.0609
0.415625 76.2845
0.425000 74.5740
0.434375 72.9258
0.443750 71.3367
0.453125 69.8036
0.462500 68.3242
0.471875 66.8967
0.481250 65.5194
0.500000 62.9066
0.531250 58.8989
0.562500 55.2768
0.593750 51.9993
0.625000 49.0218
0.656250 46.3071
0.687500 43.8238
0.718750 41.5452
0.750000 39.4487
0.781250 37.5147
0.812500 35.7264
0.843750 34.0690
0.875000 32.5297
0.906250 31.0974
0.937500 29.7621
0.968750 28.5150
1.00000 27.3485
1.03125 26.2557
1.06250 25.2302
1.09375 24.2668
1.12500 23.3603
1.15625 22.5066
1.18750 21.7054
1.25000 20.2297
1.31250 18.9035
1.37500 17.7111
1.43750 16.6349
1.50000 15.6602
1.56250 14.7747
1.62500 13.9677
1.68750 13.2303
1.75000 12.5547
1.81250 11.9341
1.87500 11.3628
1.93750 10.8357
2.00000 10.3485
2.08740 9.72684
2.17480 9.16627
2.26220 8.65941
2.34959 8.19999
2.43699 7.78234
2.52439 7.40210
2.61179 7.05534
2.69919 6.73881
2.78659 6.44993
2.87399 6.18653
2.96138 5.94709
3.04878 5.73073
3.13618 5.53728
3.22358 5.36784
3.31098 5.22519
3.39838 5.11535
3.46194 5.06255
3.52550 5.04017
3.55728 5.04467
3.58906 5.06393
3.62084 5.10150
3.65263 5.16249
3.68441 5.25463
3.70030 5.31606
3.71619 5.39048
3.73208 5.48055
3.74797 5.58956
3.76386 5.72177
3.77975 5.88275
3.79266 6.03986
3.80557 6.22624
3.81848 6.44895
3.83140 6.71733
3.83785 6.87245
3.84431 7.04406
3.85076 7.23451
3.85722 7.44656
3.86367 7.68362
3.87013 7.94970
3.87659 8.24984
3.88304 8.59008
3.88999 9.01030
3.89347 9.24484
3.89695 9.49804
3.90042 9.77196
3.90390 10.0690
3.90737 10.3918
3.91085 10.7434
3.91433 11.1274
3.91780 11.5478
3.92128 12.0092
3.92475 12.5167
3.92823 13.0763
3.93171 13.6946
3.93518 14.3791
3.93866 15.1383
3.94102 15.7008
3.94338 16.3051
3.94573 16.9545
3.94809 17.6527
3.95045 18.4035
3.95281 19.2106
3.95517 20.0783
3.95753 21.0104
3.95989 22.0119
3.96225 23.0869
3.96461 24.2398
3.96696 25.4744
3.96932 26.7960
3.97168 28.2083
3.97404 29.7151
3.97640 31.3192
3.97913 33.3043
3.98186 35.4282
3.98459 37.6944
3.98732 40.1041
3.99005 42.6572
3.99279 45.3515
3.99552 48.1830
3.99825 51.1452
4.00098 54.2305
4.00371 57.4253
4.00917 64.0882
4.02010 77.9534
4.02506 84.1483
4.03003 90.0281
4.03549 95.9091
4.03822 98.5440
4.04095 100.936
4.04368 103.058
4.04641 104.885
4.04915 106.396
4.05188 107.572
4.05594 108.674
4.06000 108.976
4.06264 108.739
4.06528 108.164
4.06792 107.256
4.07056 106.027
4.07320 104.491
4.07584 102.665
4.07849 100.569
4.08113 98.2267
4.08535 94.0293
4.08957 89.3734
4.09448 83.5348
4.09939 77.4120
4.10921 64.9784
4.11412 58.9555
4.11903 53.2136
4.12394 47.8333
4.12639 45.2962
4.12884 42.8690
4.13242 39.5372
4.13599 36.4474
4.13956 33.5973
4.14313 30.9838
4.14670 28.5972
4.15027 26.4280
4.15384 24.4628
4.15741 22.6878
4.15986 21.5699
4.16232 20.5301
4.16477 19.5638
4.16723 18.6665
4.16968 17.8329
4.17214 17.0592
4.17459 16.3406
4.17704 15.6735
4.17950 15.0536
4.18195 14.4777
4.18441 13.9420
4.18686 13.4438
4.18932 12.9796
4.19177 12.5471
4.19423 12.1433
4.19668 11.7664
4.20092 11.1718
4.20516 10.6404
4.20940 10.1639
4.21364 9.73504
4.21788 9.34753
4.22212 8.99619
4.22636 8.67653
4.23060 8.38477
4.23484 8.11751
4.23908 7.87202
4.24332 7.64587
4.24756 7.43702
4.25604 7.06403
4.26452 6.74132
4.27210 6.48769
4.27969 6.26188
4.28728 6.05976
4.29486 5.87796
4.30245 5.71368
4.31004 5.56462
4.31763 5.42883
4.32521 5.30467
4.34039 5.08593
4.35556 4.89958
4.37073 4.73912
4.38591 4.59964
4.40644 4.43773
4.42697 4.30029
4.44750 4.18202
4.46802 4.07895
4.48855 3.98814
4.50908 3.90743
4.55014 3.76997
4.59120 3.65690
4.63226 3.56139
4.67332 3.47842
4.71438 3.40525
4.78578 3.29589
4.85719 3.20336
4.92859 3.12360
5.00000 3.05121
5.07813 2.98009
5.15625 2.91644
5.31250 2.80399
5.46875 2.70677
5.62500 2.62178
5.78125 2.54679
5.93750 2.48030
6.09375 2.42129
6.25000 2.36897
6.40625 2.32277
6.56250 2.28226
6.71875 2.24709
6.87500 2.21702
7.03125 2.19185
7.18750 2.17148
7.34375 2.15583
7.50000 2.14490
7.65625 2.13872
7.92969 2.13970
8.20313 2.15654
8.33984 2.17134
8.47656 2.19073
8.61328 2.21505
8.75000 2.24471
8.90625 2.28573
9.06250 2.33513
9.21875 2.39392
9.37500 2.46332
9.53125 2.54483
9.68750 2.64029
9.84375 2.75197
10.0000 2.88217
10.1304 3.00778
10.2608 3.15202
10.3911 3.31757
10.4563 3.40951
10.5215 3.50828
10.5867 3.61453
10.6519 3.72894
10.7171 3.85231
10.7823 3.98555
10.8475 4.12955
10.9127 4.28504
10.9779 4.45334
11.0430 4.63694
11.1148 4.85842
11.1865 5.10255
11.2582 5.37235
11.3299 5.67143
11.4016 6.00419
11.4733 6.37572
11.5450 6.79222
11.5809 7.01957
11.6167 7.26107
11.6786 7.71524
11.7406 8.22229
11.8025 8.79081
11.8335 9.10131
11.8644 9.43110
11.8954 9.78201
11.9264 10.1556
11.9573 10.5539
11.9883 10.9789
12.0193 11.4332
12.0502 11.9197
12.0812 12.4421
12.1122 13.0037
12.1480 13.7090
12.1839 14.4794
12.2197 15.3237
12.2556 16.2508
12.2914 17.2726
12.3273 18.4020
12.3631 19.6549
12.3990 21.0500
12.4226 22.0583
12.4463 23.1450
12.4699 24.3189
12.4935 25.5897
12.5172 26.9693
12.5290 27.7037
12.5408 28.4695
12.5526 29.2698
12.5644 30.1056
12.5762 30.9802
12.5880 31.8948
12.5958 32.5182
12.6035 33.1601
12.6113 33.8222
12.6190 34.5052
12.6268 35.2101
12.6345 35.9378
12.6422 36.6894
12.6500 37.4658
12.6585 38.3549
12.6671 39.2762
12.6756 40.2338
12.6842 41.2271
12.6887 41.7641
12.6932 42.3109
12.6976 42.8689
12.7021 43.4386
12.7086 44.2889
12.7152 45.1640
12.7196 45.7835
12.7241 46.4148
12.7286 47.0598
12.7331 47.7188
12.7376 48.3938
12.7421 49.0823
12.7465 49.7861
12.7510 50.5058
12.7555 51.2417
12.7600 51.9945
12.7645 52.7646
12.7689 53.5526
12.7732 54.3226
12.7775 55.1099
12.7818 55.9152
12.7861 56.7388
12.7903 57.5815
12.7946 58.4438
12.7989 59.3263
12.8032 60.2275
12.8077 61.1984
12.8121 62.1915
12.8166 63.2098
12.8211 64.2543
12.8256 65.3258
12.8301 66.4253
12.8345 67.5538
12.8390 68.7124
12.8435 69.9048
12.8480 71.1268
12.8525 72.3824
12.8569 73.6727
12.8614 74.9991
12.8659 76.3629
12.8704 77.7656
12.8749 79.2087
12.8789 80.5595
12.8830 81.9430
12.8871 83.3673
12.8912 84.8268
12.8952 86.3301
12.8993 87.8713
12.9034 89.4597
12.9075 91.0892
12.9115 92.7694
12.9156 94.4940
12.9197 96.2734
12.9238 98.1010
12.9278 99.9879
12.9319 101.927
12.9360 103.925
12.9401 105.985
12.9445 108.333
12.9490 110.757
12.9535 113.267
12.9580 115.866
12.9625 118.566
12.9670 121.360
12.9714 124.257
12.9759 127.265
12.9804 130.395
12.9849 133.640
12.9894 137.014
12.9938 140.524
12.9983 144.185
13.0028 147.990
13.0073 151.955
13.0118 156.091
13.0163 160.418
13.0207 164.927
13.0252 169.640
13.0297 174.570
13.0342 179.733
13.0387 185.143
13.0431 190.818
13.0476 196.776
13.0521 203.053
13.0566 209.643
13.0611 216.584
13.0656 223.905
13.0700 231.634
13.0745 239.806
13.0790 248.458
13.0835 257.631
13.0874 266.031
13.0912 274.865
13.0951 284.189
13.0990 294.044
13.1028 304.472
13.1067 315.520
13.1106 327.239
13.1144 339.688
13.1183 352.928
13.1222 367.029
13.1261 382.065
13.1299 398.119
13.1338 415.281
13.1377 433.650
13.1415 453.334
13.1454 474.451
13.1499 500.913
13.1544 529.625
13.1589 560.879
13.1611 577.539
13.1633 594.932
13.1656 613.095
13.1678 632.063
13.1701 651.875
13.1723 672.571
13.1745 694.192
13.1768 716.779
13.1790 740.377
13.1813 765.030
13.1835 790.902
13.1857 817.811
13.1880 845.916
13.1902 875.267
13.1925 905.915
13.1947 937.911
13.1969 971.305
13.1992 1006.15
13.2014 1042.67
13.2037 1080.58
13.2059 1120.10
13.2082 1161.29
13.2126 1248.85
13.2171 1343.68
13.2216 1446.41
13.2261 1556.94
13.2306 1675.81
13.2350 1803.32
13.2395 1939.67
13.2440 2085.01
13.2485 2239.41
13.2530 2402.85
13.2575 2575.57
13.2619 2756.55
13.2664 2945.79
13.2709 3142.77
13.2754 3346.82
13.2799 3557.14
13.2888 3992.62
13.3084 4968.15
13.3173 5399.10
13.3263 5799.49
13.3314 6006.77
13.3364 6197.21
13.3415 6368.40
13.3465 6517.80
13.3532 6677.92
13.3598 6794.09
13.3664 6863.57
13.3730 6884.69
13.3752 6880.85
13.3788 6862.96
13.3824 6830.87
13.3860 6784.65
13.3896 6724.88
13.3968 6565.91
13.4040 6358.39
13.4087 6198.10
13.4134 6021.06
13.4182 5829.26
13.4229 5625.22
13.4281 5386.94
13.4334 5138.67
13.4438 4623.64
13.4615 3746.55
13.4704 3328.52
13.4748 3128.07
13.4792 2934.96
13.4837 2748.95
13.4881 2571.34
13.4925 2401.70
13.4969 2241.03
13.5014 2088.72
13.5058 1945.50
13.5102 1810.66
13.5146 1684.66
13.5199 1546.06
13.5251 1418.96
13.5303 1302.57
13.5356 1196.29
13.5408 1099.51
13.5434 1054.39
13.5460 1011.57
13.5486 970.641
13.5512 931.825
13.5539 894.747
13.5565 859.610
13.5609 803.861
13.5653 752.795
13.5698 705.822
13.5742 662.814
13.5786 623.254
13.5830 587.018
13.5875 553.660
13.5919 523.068
13.5963 494.861
13.6007 468.944
13.6052 444.995
13.6096 422.936
13.6140 402.498
13.6184 383.618
13.6229 366.072
13.6273 349.812
13.6317 334.652
13.6361 320.527
13.6406 307.344
13.6450 295.046
13.6494 283.504
13.6538 272.703
13.6583 262.533
13.6627 252.985
13.6671 243.969
13.6715 235.481
13.6804 219.853
13.6892 205.829
13.6981 193.184
13.7057 183.222
13.7134 174.063
13.7210 165.597
13.7287 157.772
13.7363 150.503
13.7440 143.754
13.7516 137.466
13.7592 131.597
13.7669 126.101
13.7745 120.960
13.7822 116.131
13.7898 111.599
13.7975 107.330
13.8051 103.312
13.8127 99.5218
13.8204 95.9415
13.8292 92.0320
13.8381 88.3662
13.8469 84.9200
13.8558 81.6759
13.8647 78.6148
13.8735 75.7293
13.8824 73.0031
13.8912 70.4245
13.9089 65.6659
13.9266 61.3850
13.9443 57.5169
13.9620 54.0100
13.9829 50.2709
14.0039 46.9142
14.0248 43.8892
14.0457 41.1533
14.0666 38.6706
14.0875 36.4103
14.1085 34.3465
14.1294 32.4574
14.1471 30.9790
14.1648 29.6020
14.1825 28.3167
14.2002 27.1150
14.2179 25.9892
14.2356 24.9344
14.2533 23.9440
14.2710 23.0131
14.2887 22.1364
14.3064 21.3107
14.3241 20.5317
14.3418 19.7960
14.3772 18.4416
14.4126 17.2263
14.4480 16.1311
14.4834 15.1412
14.5188 14.2430
14.5542 13.4260
14.5896 12.6804
14.6250 11.9984
14.6604 11.3730
14.6958 10.7982
14.7280 10.3151
14.7602 9.86582
14.7924 9.44716
14.8246 9.05635
14.8568 8.69071
14.8890 8.34839
14.9211 8.02734
14.9533 7.72606
14.9855 7.44283
15.0177 7.17641
15.0499 6.92535
15.0821 6.68865
15.1464 6.25385
15.2108 5.86465
15.2816 5.48191
15.3524 5.14018
15.4232 4.83385
15.4940 4.55826
15.5648 4.30941
15.6357 4.08400
15.7065 3.87923
15.7773 3.69278
15.8416 3.53758
15.9060 3.39463
15.9704 3.26226
16.0348 3.13930
16.0991 3.02510
16.1635 2.91894
16.2279 2.82012
16.2922 2.72800
16.3566 2.64200
16.4210 2.56162
16.5497 2.41591
16.6785 2.28772
16.8072 2.17448
16.8909 2.10787
16.9746 2.04619
17.0583 1.98901
17.1419 1.93592
17.3093 1.84072
17.4767 1.75824
17.6440 1.68663
17.8114 1.62493
17.9788 1.57056
18.1461 1.52317
18.3779 1.46764
18.6096 1.42215
18.8413 1.38528
19.0731 1.35591
19.3048 1.33316
19.5365 1.31636
19.7683 1.30499
20.0000 1.29879
20.1940 1.29749
20.3881 1.29895
20.5821 1.30353
20.7761 1.31145
20.9702 1.32207
21.1642 1.33602
21.3582 1.35312
21.5523 1.37317
21.7463 1.39695
21.9403 1.42398
22.1344 1.45466
22.3284 1.48961
22.5224 1.52831
22.7164 1.57178
22.9105 1.61947
23.1045 1.67316
23.3179 1.73911
23.5314 1.81305
23.7448 1.89597
23.9582 1.98905
24.1717 2.09370
24.3851 2.21161
24.5986 2.34483
24.8120 2.49581
24.9963 2.64284
25.1806 2.80773
25.3650 2.99335
25.4571 3.09499
25.5493 3.20314
25.6415 3.31840
25.7336 3.44134
25.8258 3.57267
25.9180 3.71303
26.0101 3.86296
26.1023 4.02339
26.1945 4.19619
26.2866 4.38249
26.3448 4.50754
26.4030 4.63870
26.4613 4.77639
26.5195 4.92113
26.5777 5.07343
26.6068 5.15259
26.6359 5.23381
26.6650 5.31720
26.6941 5.40279
26.7232 5.49069
26.7523 5.58097
26.7753 5.65424
26.7984 5.72908
26.8214 5.80556
26.8445 5.88374
26.8675 5.96370
26.8906 6.04542
26.9136 6.12899
26.9366 6.21446
26.9633 6.31590
26.9900 6.42007
27.0167 6.52706
27.0433 6.63693
27.0652 6.72912
27.0870 6.82341
27.1088 6.91985
27.1197 6.96888
27.1307 7.01847
27.1452 7.08555
27.1598 7.15362
27.1695 7.19964
27.1792 7.24608
27.1889 7.29301
27.1986 7.34044
27.2107 7.40045
27.2228 7.46124
27.2350 7.52285
27.2471 7.58523
27.2713 7.71255
27.2956 7.84334
27.3089 7.91681
27.3223 7.99138
27.3356 8.06709
27.3489 8.14395
27.3623 8.22199
27.3756 8.30123
27.3890 8.38169
27.4023 8.46341
27.4156 8.54641
27.4290 8.63071
27.4423 8.71634
27.4557 8.80333
27.4690 8.89172
27.4823 8.98152
27.4957 9.07278
27.5090 9.16551
27.5284 9.30316
27.5478 9.44404
27.5672 9.58834
27.5866 9.73615
27.6060 9.88768
27.6254 10.0429
27.6448 10.2020
27.6642 10.3651
27.6776 10.4796
27.6909 10.5962
27.7043 10.7148
27.7176 10.8355
27.7309 10.9584
27.7443 11.0835
27.7576 11.2108
27.7710 11.3405
27.7843 11.4725
27.7976 11.6069
27.8243 11.8833
27.8510 12.1702
27.8777 12.4681
27.9044 12.7776
27.9310 13.0992
27.9577 13.4337
27.9844 13.7817
28.0111 14.1439
28.0378 14.5212
28.0644 14.9145
28.0911 15.3243
28.1178 15.7522
28.1445 16.1988
28.1712 16.6655
28.1978 17.1533
28.2245 17.6636
28.2512 18.1979
28.2779 18.7575
28.3045 19.3440
28.3312 19.9596
28.3579 20.6060
28.3846 21.2852
28.4113 21.9996
28.4379 22.7517
28.4646 23.5442
28.4913 24.3799
28.5180 25.2622
28.5447 26.1946
28.5713 27.1810
28.5980 28.2257
28.6247 29.3334
28.6514 30.5092
28.6781 31.7589
28.7047 33.0890
28.7314 34.5058
28.7581 36.0185
28.7848 37.6352
28.8115 39.3658
28.8381 41.2214
28.8648 43.2144
28.8915 45.3589
28.9182 47.6707
28.9449 50.1679
28.9715 52.8710
28.9849 54.3070
28.9982 55.8037
29.0116 57.3644
29.0249 58.9929
29.0382 60.6934
29.0516 62.4700
29.0649 64.3275
29.0783 66.2710
29.0916 68.3059
29.1049 70.4381
29.1183 72.6739
29.1316 75.0204
29.1450 77.4851
29.1583 80.0740
29.1716 82.8001
29.1850 85.6712
29.1983 88.6978
29.2116 91.8917
29.2250 95.2655
29.2383 98.8334
29.2517 102.611
29.2650 106.615
29.2783 110.865
29.2917 115.381
29.3050 120.187
29.3184 125.309
29.3317 130.777
29.3450 136.622
29.3584 142.882
29.3717 149.599
29.3851 156.820
29.3984 164.598
29.4117 172.995
29.4251 182.081
29.4384 191.938
29.4518 202.661
29.4651 214.360
29.4784 227.164
29.4918 241.228
29.5051 256.736
29.5118 265.098
29.5185 273.908
29.5251 283.199
29.5318 293.011
29.5385 303.387
29.5451 314.374
29.5518 326.024
29.5585 338.397
29.5652 351.557
29.5718 365.578
29.5785 380.541
29.5852 396.511
29.5918 413.638
29.5985 432.011
29.6052 451.757
29.6118 473.017
29.6185 495.946
29.6252 520.720
29.6318 547.533
29.6385 576.599
29.6452 608.156
29.6519 642.466
29.6585 679.816
29.6652 720.523
29.6719 764.929
29.6785 813.409
29.6852 866.364
29.6919 924.228
29.6958 960.997
29.6998 999.648
29.7037 1040.38
29.7076 1083.29
29.7116 1128.49
29.7155 1176.10
29.7195 1226.22
29.7234 1278.97
29.7274 1334.62
29.7313 1393.00
29.7352 1454.37
29.7392 1518.84
29.7431 1586.53
29.7471 1657.56
29.7510 1732.04
29.7549 1810.08
29.7616 1950.62
29.7683 2102.15
29.7749 2265.11
29.7816 2439.85
29.7883 2626.65
29.7950 2825.68
29.8016 3037.00
29.8083 3260.53
29.8150 3496.05
29.8216 3743.16
29.8283 4001.31
29.8350 4269.74
29.8416 4547.51
29.8483 4833.47
29.8617 5424.38
29.8956 6954.08
29.9089 7518.18
29.9223 8031.90
29.9316 8351.74
29.9410 8630.60
29.9504 8863.37
29.9597 9044.73
29.9660 9136.47
29.9724 9201.99
29.9787 9240.84
29.9850 9252.53
29.9953 9213.34
30.0056 9103.07
30.0159 8924.67
30.0262 8682.78
30.0335 8477.75
30.0407 8246.83
30.0480 7992.83
30.0552 7718.72
30.0686 7169.28
30.0820 6581.81
30.1052 5534.85
30.1168 5018.84
30.1283 4520.86
30.1350 4243.03
30.1417 3975.10
30.1484 3717.56
30.1551 3471.16
30.1618 3236.10
30.1685 3013.45
30.1752 2803.05
30.1819 2604.97
30.1887 2418.86
30.1954 2245.09
30.2021 2083.10
30.2088 1932.50
30.2155 1792.67
30.2222 1663.52
30.2289 1544.32
30.2356 1434.51
30.2420 1337.87
30.2484 1248.77
30.2548 1166.73
30.2612 1091.35
30.2676 1021.94
30.2740 958.154
30.2804 899.550
30.2867 845.793
30.2931 796.319
30.2995 750.846
30.3059 709.028
30.3123 670.602
30.3187 635.152
30.3251 602.516
30.3315 572.342
30.3379 544.496
30.3446 517.482
30.3513 492.571
30.3580 469.524
30.3647 448.166
30.3714 428.308
30.3781 409.869
30.3848 392.688
30.3915 376.653
30.3982 361.638
30.4049 347.597
30.4116 334.424
30.4183 322.046
30.4250 310.396
30.4317 299.415
30.4451 279.251
30.4537 267.530
30.4622 256.578
30.4707 246.327
30.4793 236.713
30.4878 227.682
30.4963 219.185
30.5049 211.177
30.5134 203.621
30.5304 189.726
30.5475 177.258
30.5646 166.021
30.5816 155.857
30.5950 148.524
30.6084 141.714
30.6218 135.370
30.6352 129.456
30.6486 123.925
30.6620 118.753
30.6754 113.904
30.6888 109.351
30.7023 105.068
30.7157 101.038
30.7291 97.2369
30.7425 93.6522
30.7559 90.2625
30.7693 87.0585
30.7961 81.1483
30.8229 75.8254
30.8497 71.0154
30.8765 66.6540
30.9033 62.6879
30.9301 59.0679
30.9569 55.7559
30.9837 52.7176
31.0105 49.9245
31.0349 47.5738
31.0593 45.3877
31.0837 43.3499
31.1080 41.4473
31.1324 39.6679
31.1568 38.0012
31.1811 36.4377
31.2055 34.9692
31.2299 33.5881
31.2542 32.2876
31.2786 31.0615
31.3030 29.9043
31.3274 28.8110
31.3517 27.7770
31.4005 25.8701
31.4273 24.9043
31.4541 23.9920
31.5077 22.3127
31.5613 20.8047
31.6149 19.4458
31.6685 18.2165
31.7222 17.1013
31.7758 16.0861
31.8294 15.1596
31.8635 14.6113
31.8976 14.0926
31.9659 13.1356
32.0341 12.2742
32.1023 11.4965
