Sn-115(n,g) ENDFB-8.0
293.493 42.9644
293.506 40.8089
293.519 38.7395
293.532 36.7554
293.545 34.8553
293.558 33.0378
293.571 31.3015
293.585 29.6321
293.598 28.0533
293.611 26.5500
293.624 25.1203
293.637 23.7618
293.650 22.4724
293.663 21.2498
293.676 20.0916
293.689 18.9954
293.702 17.9588
293.715 16.9795
293.728 16.0551
293.741 15.1831
293.754 14.3612
293.767 13.5871
293.780 12.8585
293.791 12.2296
293.803 11.6401
293.815 11.0784
293.827 10.5524
293.839 10.0517
293.851 9.58306
293.862 9.14091
293.874 8.72381
293.886 8.32720
293.898 7.95647
293.910 7.60697
293.922 7.27752
293.933 6.96445
293.945 6.67192
293.957 6.39621
293.969 6.13634
293.981 5.88936
293.993 5.65853
294.004 5.44086
294.016 5.23557
294.028 5.04030
294.040 4.85762
294.052 4.68516
294.063 4.52228
294.087 4.22170
294.111 3.95402
294.134 3.71304
294.158 3.49736
294.184 3.28346
294.210 3.09270
294.236 2.92123
294.262 2.76648
294.288 2.62572
294.314 2.49816
294.340 2.38161
294.366 2.27470
294.392 2.17591
294.418 2.08499
294.444 2.00068
294.470 1.92227
294.496 1.84885
294.522 1.78045
294.548 1.71630
294.574 1.65600
294.610 1.57926
294.645 1.50829
294.681 1.44244
294.716 1.38117
294.752 1.32402
294.787 1.27059
294.823 1.22054
294.858 1.17368
294.894 1.12950
294.929 1.08789
294.965 1.04864
295.000 1.01167
295.071 0.943412
295.142 0.882150
295.194 0.840979
295.246 0.802781
295.298 0.767133
295.350 0.733932
295.402 0.702836
295.454 0.673775
295.507 0.646469
295.559 0.620873
295.611 0.596754
295.663 0.574083
295.715 0.552664
295.767 0.532481
295.871 0.495316
295.975 0.461969
296.079 0.431929
296.183 0.404767
296.287 0.380123
296.391 0.357692
296.495 0.337214
296.600 0.318468
296.704 0.301263
296.808 0.285447
296.902 0.272117
296.997 0.259723
297.092 0.248153
297.186 0.237357
297.281 0.227246
297.376 0.217782
297.470 0.208901
297.565 0.200555
297.659 0.192695
297.754 0.185299
297.849 0.178324
297.943 0.171739
298.038 0.165509
298.133 0.159620
298.322 0.148757
298.426 0.143250
298.530 0.138047
298.738 0.128463
298.946 0.119853
299.154 0.112093
299.363 0.105066
299.571 0.0986867
299.779 0.0928774
299.987 0.0875747
300.271 0.0810516
300.555 0.0752417
300.839 0.0700469
301.123 0.0653833
301.407 0.0611766
301.691 0.0573661
301.974 0.0539044
302.258 0.0507528
302.675 0.0466156
303.091 0.0429749
303.507 0.0397542
303.924 0.0368921
304.340 0.0343362
304.757 0.0320449
305.173 0.0299829
305.589 0.0281211
306.119 0.0260009
306.649 0.0241218
307.179 0.0224484
307.709 0.0209519
308.466 0.0190741
309.223 0.0174561
309.904 0.0161815
310.586 0.0150489
311.267 0.0140406
311.948 0.0131394
312.630 0.0123308
313.311 0.0116027
313.992 0.0109447
314.673 0.0103484
315.506 0.00969253
316.339 0.00910652
317.172 0.00858087
318.004 0.00810783
318.837 0.00768067
319.670 0.00729389
321.335 0.00662290
323.152 0.00601934
324.364 0.00567675
325.575 0.00537252
326.786 0.00510247
327.997 0.00486208
329.663 0.00457322
331.328 0.00432483
332.994 0.00411074
334.659 0.00392610
336.325 0.00376614
337.990 0.00362794
341.321 0.00340545
343.743 0.00328161
347.377 0.00314470
351.011 0.00305242
354.645 0.00300206
358.278 0.00298451
361.609 0.00299761
364.940 0.00303491
368.271 0.00309699
371.602 0.00318535
374.933 0.00329908
378.264 0.00344296
381.595 0.00361927
384.926 0.00383138
387.045 0.00398932
389.165 0.00416727
391.285 0.00436742
393.404 0.00458909
395.524 0.00484212
397.644 0.00512822
399.763 0.00545263
401.883 0.00582205
403.548 0.00614945
405.214 0.00651439
406.879 0.00692302
408.545 0.00738268
410.210 0.00790145
411.876 0.00849089
413.541 0.00916401
415.207 0.00993717
416.191 0.0104501
417.175 0.0110105
418.159 0.0116204
419.143 0.0122954
420.127 0.0130408
421.112 0.0138663
422.096 0.0147842
423.080 0.0158090
423.913 0.0167729
424.745 0.0178386
425.578 0.0190216
426.411 0.0203401
427.243 0.0218163
428.076 0.0234764
428.909 0.0253532
429.742 0.0274868
430.309 0.0291141
430.877 0.0309030
431.445 0.0328750
432.013 0.0350520
432.580 0.0374674
433.148 0.0401672
433.716 0.0431939
434.284 0.0465996
434.700 0.0493771
435.116 0.0524252
435.533 0.0557823
435.949 0.0594904
436.366 0.0636026
436.782 0.0681784
437.198 0.0732933
437.615 0.0790335
437.955 0.0842719
438.296 0.0900724
438.637 0.0965188
438.977 0.103708
439.318 0.111760
439.488 0.116151
439.659 0.120813
439.829 0.125775
439.999 0.131057
440.170 0.136692
440.340 0.142712
440.548 0.150649
440.756 0.159290
440.964 0.168720
441.173 0.179038
441.381 0.190361
441.589 0.202823
441.797 0.216585
442.005 0.231828
442.214 0.248791
442.318 0.257997
442.422 0.267736
442.526 0.278050
442.630 0.288987
442.734 0.300597
442.838 0.312938
442.942 0.326071
443.046 0.340068
443.150 0.355006
443.255 0.370971
443.359 0.388062
443.463 0.406389
443.567 0.426074
443.671 0.447238
443.784 0.472255
443.898 0.499462
444.012 0.529182
444.125 0.561683
444.239 0.597394
444.352 0.636690
444.466 0.680159
444.579 0.728337
444.683 0.777323
444.787 0.831598
444.892 0.891976
444.944 0.924784
444.996 0.959438
445.048 0.996226
445.100 1.03518
445.152 1.07665
445.204 1.12069
445.256 1.16771
445.308 1.21780
445.360 1.27136
445.412 1.32873
445.455 1.37886
445.497 1.43207
445.540 1.48864
445.582 1.54889
445.625 1.61318
445.668 1.68192
445.710 1.75560
445.753 1.83459
445.795 1.91990
445.838 2.01213
445.880 2.11222
445.923 2.22100
445.966 2.34031
446.008 2.47155
446.051 2.61671
446.093 2.77784
446.119 2.88613
446.145 3.00203
446.171 3.12686
446.197 3.26167
446.223 3.40822
446.249 3.56673
446.275 3.73928
446.301 3.92758
446.328 4.13442
446.354 4.36041
446.380 4.60879
446.406 4.88233
446.432 5.18537
446.458 5.51907
446.484 5.88840
446.510 6.29767
446.523 6.52048
446.536 6.75344
446.549 6.99886
446.562 7.25746
446.575 7.52997
446.588 7.81714
446.601 8.11979
446.614 8.43873
446.627 8.77750
446.640 9.13184
446.653 9.50519
446.666 9.89854
446.679 10.3129
446.692 10.7493
446.705 11.2088
446.718 11.6926
446.731 12.2057
446.744 12.7417
446.757 13.3054
446.770 13.8981
446.783 14.5212
446.796 15.1759
446.809 15.8635
446.822 16.5854
446.835 17.3429
446.848 18.1375
446.861 18.9705
446.874 19.8434
446.887 20.7576
446.900 21.7146
446.913 22.7157
446.926 23.7624
446.945 25.3771
446.964 27.0874
446.977 28.3359
446.990 29.6275
447.003 30.9729
447.016 32.3732
447.029 33.8298
447.042 35.3438
447.055 36.9164
447.068 38.5484
447.081 40.2543
447.094 42.0087
447.120 45.7050
447.146 49.6551
447.172 53.8625
447.189 56.6840
447.205 59.5928
447.222 62.6237
447.238 65.7393
447.255 68.9758
447.271 72.2926
447.304 79.2360
447.331 84.9704
447.357 90.8934
447.383 97.0317
447.409 103.316
447.461 116.289
447.513 129.595
447.617 156.055
447.664 167.444
447.711 178.024
447.763 188.432
447.789 193.055
447.815 197.239
447.842 200.961
447.868 204.162
447.894 206.912
447.921 209.064
447.955 210.891
447.989 211.714
448.000 211.765
448.011 211.703
448.048 210.725
448.084 208.582
448.115 205.915
448.146 202.501
448.176 198.357
448.207 193.561
448.237 188.155
448.268 182.222
448.298 175.767
448.329 168.919
448.359 161.731
448.390 154.275
448.451 138.843
448.512 123.177
448.589 103.658
448.628 94.3373
448.667 85.4154
448.697 78.7248
448.728 72.3459
448.758 66.2976
448.789 60.5931
448.819 55.2403
448.850 50.2422
448.880 45.5976
448.911 41.3011
448.926 39.2743
448.941 37.3442
448.957 35.4836
448.972 33.7154
448.987 32.0144
449.002 30.4010
449.018 28.8521
449.033 27.3856
449.048 25.9803
449.063 24.6523
449.079 23.3818
449.094 22.1832
449.109 21.0384
449.124 19.9602
449.140 18.9385
449.155 17.9710
449.169 17.1319
449.183 16.3346
449.197 15.5774
449.210 14.8636
449.224 14.1814
449.238 13.5344
449.252 12.9211
449.266 12.3440
449.280 11.7932
449.294 11.2717
449.308 10.7780
449.321 10.3140
449.335 9.87176
449.349 9.45629
449.363 9.06040
449.377 8.68862
449.391 8.33444
449.405 7.99954
449.418 7.68287
449.432 7.38554
449.446 7.10229
449.460 6.83629
449.474 6.58284
449.488 6.34476
449.515 5.90306
449.543 5.50858
449.571 5.15446
449.599 4.83606
449.629 4.52088
449.660 4.24019
449.690 3.98862
449.721 3.76243
449.751 3.55839
449.782 3.37369
449.812 3.20588
449.843 3.05288
449.873 2.91286
449.904 2.78427
449.934 2.66575
449.965 2.55617
449.995 2.45451
450.026 2.35992
450.056 2.27165
450.087 2.18906
450.128 2.08457
450.170 1.98842
450.211 1.89961
450.253 1.81729
450.295 1.74075
450.336 1.66940
450.378 1.60272
450.419 1.54042
450.461 1.48180
450.503 1.42668
450.544 1.37477
450.586 1.32581
450.669 1.23581
450.752 1.15517
450.813 1.10103
450.874 1.05083
450.935 1.00412
450.996 0.960570
451.057 0.919887
451.118 0.881819
451.179 0.846141
451.240 0.812652
451.301 0.781171
451.362 0.751538
451.423 0.723607
451.484 0.697249
451.545 0.672345
451.606 0.648787
451.728 0.605335
451.850 0.566214
451.972 0.530861
452.094 0.498800
452.216 0.469632
452.338 0.443015
452.460 0.418659
452.582 0.396312
452.704 0.375757
452.815 0.358454
452.926 0.342368
453.037 0.327372
453.148 0.313368
453.259 0.300271
453.370 0.288001
453.481 0.276492
453.591 0.265680
453.702 0.255502
453.813 0.245926
453.924 0.236898
454.035 0.228377
454.257 0.212711
454.479 0.198669
454.601 0.191553
454.723 0.184836
454.967 0.172473
455.211 0.161376
455.455 0.151379
455.699 0.142341
455.943 0.134146
456.187 0.126692
456.431 0.119896
456.619 0.115045
456.808 0.110517
456.997 0.106279
457.185 0.102312
457.562 0.0950937
457.939 0.0887066
458.316 0.0830298
458.693 0.0779684
459.071 0.0734424
459.448 0.0693841
459.936 0.0647293
460.424 0.0606565
460.912 0.0570802
461.400 0.0539310
461.888 0.0511515
462.376 0.0486956
462.864 0.0465235
463.352 0.0446020
464.106 0.0420626
464.860 0.0399794
465.614 0.0382893
466.369 0.0369270
467.123 0.0358624
467.877 0.0350693
468.631 0.0345265
469.385 0.0342190
470.095 0.0341362
470.938 0.0342934
471.781 0.0347294
472.624 0.0354530
473.467 0.0364811
474.310 0.0378400
475.153 0.0395644
475.996 0.0416938
476.417 0.0429354
476.839 0.0443099
477.327 0.0460809
477.815 0.0480621
478.303 0.0502781
478.791 0.0527572
479.279 0.0555332
479.767 0.0586460
480.255 0.0621432
480.743 0.0660817
481.231 0.0705310
481.719 0.0755725
482.207 0.0813085
482.451 0.0844748
482.695 0.0878637
482.939 0.0914956
483.183 0.0953932
483.427 0.0995819
483.671 0.104090
483.915 0.108948
484.159 0.114192
484.403 0.119862
484.647 0.126004
484.891 0.132681
485.135 0.139951
485.379 0.147889
485.623 0.156579
485.867 0.166114
486.111 0.176606
486.355 0.188186
486.599 0.201008
486.843 0.215263
487.087 0.231159
487.209 0.239804
487.331 0.248964
487.453 0.258680
487.575 0.268998
487.697 0.279969
487.819 0.291649
487.941 0.304100
488.063 0.317391
488.185 0.331601
488.307 0.346816
488.429 0.363132
488.551 0.380660
488.662 0.397765
488.773 0.416065
488.884 0.435694
488.995 0.456787
489.106 0.479496
489.217 0.503994
489.328 0.530474
489.439 0.559162
489.561 0.593607
489.683 0.631400
489.805 0.673033
489.927 0.719052
490.049 0.770109
490.171 0.826982
490.232 0.857886
490.293 0.890612
490.354 0.925310
490.415 0.962145
490.473 0.999517
490.531 1.03912
490.589 1.08129
490.648 1.12610
490.706 1.17395
490.764 1.22496
490.822 1.27952
490.881 1.33799
490.939 1.40088
490.997 1.46843
491.055 1.54128
491.113 1.62004
491.172 1.70556
491.230 1.79839
491.288 1.89964
491.346 2.01048
491.407 2.13846
491.468 2.28044
491.529 2.43882
491.560 2.52506
491.590 2.61656
491.621 2.71381
491.651 2.81736
491.682 2.92781
491.712 3.04586
491.743 3.17226
491.773 3.30790
491.804 3.45373
491.834 3.61085
491.865 3.78047
491.895 3.96398
491.926 4.16290
491.956 4.37894
491.987 4.61401
492.017 4.87023
492.048 5.14996
492.078 5.45580
492.109 5.79062
492.139 6.15757
492.170 6.56010
492.200 7.00197
492.231 7.48724
492.261 8.02032
492.292 8.60591
