Xe-134(n,tot) ENDFB-8.0
0.0150000 117.996
0.0156250 115.642
0.0162500 113.425
0.0168750 111.332
0.0175000 109.352
0.0181250 107.475
0.0187500 105.694
0.0193750 103.999
0.0200000 102.384
0.0206625 100.754
0.0213250 99.1996
0.0219875 97.7164
0.0226500 96.2989
0.0233125 94.9424
0.0239750 93.6426
0.0246375 92.3957
0.0253000 91.1981
0.0264578 89.2145
0.0276156 87.3573
0.0287734 85.6137
0.0299313 83.9725
0.0310891 82.4242
0.0322469 80.9603
0.0334047 79.5734
0.0345625 78.2567
0.0355274 77.2090
0.0364922 76.2031
0.0374570 75.2363
0.0384219 74.3061
0.0393867 73.4102
0.0403516 72.5467
0.0413164 71.7137
0.0422813 70.9094
0.0442109 69.3807
0.0461406 67.9491
0.0480703 66.6049
0.0500000 65.3395
0.0515625 64.3675
0.0531250 63.4389
0.0546875 62.5505
0.0562500 61.6995
0.0578125 60.8833
0.0593750 60.0998
0.0609375 59.3467
0.0625000 58.6223
0.0640625 57.9247
0.0656250 57.2524
0.0671875 56.6039
0.0687500 55.9777
0.0718750 54.7872
0.0750000 53.6719
0.0781250 52.6240
0.0812500 51.6372
0.0843750 50.7060
0.0875000 49.8253
0.0906250 48.9908
0.0937500 48.1986
0.0968750 47.4453
0.100000 46.7277
0.103125 46.0432
0.106250 45.3894
0.109375 44.7639
0.112500 44.1648
0.115625 43.5904
0.118750 43.0390
0.121875 42.5092
0.125000 41.9998
0.128125 41.5094
0.131250 41.0368
0.137500 40.1406
0.143750 39.3033
0.150000 38.5189
0.156250 37.7824
0.162500 37.0891
0.168750 36.4351
0.175000 35.8168
0.181250 35.2312
0.187500 34.6755
0.193750 34.1474
0.200000 33.6449
0.209375 32.9340
0.218750 32.2693
0.228125 31.6463
0.237500 31.0611
0.246875 30.5101
0.256250 29.9900
0.265625 29.4982
0.275000 29.0321
0.284375 28.5897
0.293750 28.1691
0.303125 27.7684
0.312500 27.3863
0.321875 27.0214
0.331250 26.6724
0.340625 26.3382
0.350000 26.0179
0.364063 25.5613
0.378125 25.1311
0.392188 24.7251
0.406250 24.3415
0.425000 23.8606
0.443750 23.4107
0.462500 22.9892
0.500000 22.2224
0.531250 21.6489
0.562500 21.1246
0.625000 20.2021
0.687500 19.4153
0.750000 18.7354
0.796875 18.2828
0.843750 17.8717
0.875000 17.6193
0.937500 17.1554
1.00000 16.7394
1.06250 16.3654
1.12500 16.0278
1.25000 15.4434
1.37500 14.9575
1.50000 14.5499
1.62500 14.2062
1.75000 13.9166
1.87500 13.6719
2.00000 13.4654
2.11617 13.3048
2.23234 13.1704
2.34850 13.0593
2.46467 12.9697
2.58084 12.9012
2.69700 12.8542
2.81317 12.8305
2.92934 12.8364
2.99700 12.8729
3.03084 12.9131
3.06467 12.9865
3.09850 13.1202
3.13234 13.3402
3.16617 13.5993
3.18308 13.6916
3.20000 13.7277
3.21714 13.6978
3.23427 13.6113
3.26854 13.3662
3.30282 13.1625
3.33709 13.0455
3.37136 12.9882
3.40563 12.9625
3.47418 12.9542
3.58316 12.9894
3.73302 13.0787
3.88288 13.1985
4.03274 13.3438
4.18259 13.5134
4.33245 13.7069
4.48231 13.9248
4.63217 14.1676
4.78203 14.4361
4.89101 14.6480
5.00000 14.8751
5.15625 15.2268
5.31250 15.6105
5.46875 16.0286
5.62500 16.4831
5.78125 16.9763
5.93750 17.5109
6.09375 18.0896
6.25000 18.7158
6.40625 19.3929
6.56250 20.1251
6.71875 20.9166
6.87500 21.7726
7.03125 22.6984
7.18750 23.7003
7.34375 24.7851
7.50000 25.9606
7.65625 27.2356
7.81250 28.6197
7.96875 30.1241
8.12500 31.7612
8.28125 33.5452
8.43750 35.4866
8.51563 36.5218
8.59375 37.6087
8.67188 38.7466
8.75000 39.9380
8.85742 41.6692
8.96484 43.5161
9.07227 45.4884
9.17969 47.5970
9.28711 49.8538
9.39453 52.2721
9.50195 54.8667
9.60938 57.6539
9.70703 60.3705
9.80469 63.2771
9.90234 66.3905
10.0000 69.7287
10.0915 73.0802
10.1830 76.6693
10.2745 80.5173
10.3659 84.6483
10.4574 89.0896
10.5489 93.8716
10.6404 99.0289
10.7319 104.600
10.8233 110.630
10.9148 117.167
11.0063 124.268
11.0978 131.999
11.1893 140.433
11.2807 149.655
11.3722 159.765
11.4637 170.877
11.5552 183.125
11.6009 189.721
11.6467 196.662
11.6924 203.971
11.7381 211.673
11.7839 219.798
11.8296 228.375
11.8754 237.439
11.9211 247.025
11.9668 257.175
12.0126 267.932
12.0583 279.345
12.1041 291.467
12.1498 304.356
12.1955 318.079
12.2538 336.862
12.3120 357.262
12.3702 379.461
12.4284 403.682
12.4866 430.218
12.5448 459.365
12.6030 491.458
12.6613 526.889
12.7070 557.382
12.7527 590.485
12.7985 626.507
12.8442 665.796
12.8900 708.756
12.9357 755.852
12.9814 807.625
13.0272 864.708
13.0729 927.844
13.0958 961.949
13.1187 997.909
13.1415 1035.86
13.1644 1075.94
13.1873 1118.33
13.2101 1163.19
13.2330 1210.72
13.2559 1261.13
13.2788 1314.66
13.3016 1371.58
13.3245 1432.15
13.3474 1496.71
13.3702 1565.59
13.3931 1639.19
13.4222 1740.38
13.4513 1850.94
13.4804 1972.05
13.5095 2105.06
13.5386 2251.71
13.5678 2413.85
13.5969 2593.73
13.6114 2691.09
13.6260 2793.90
13.6488 2967.60
13.6717 3157.52
13.6946 3365.78
13.7175 3594.80
13.7403 3847.38
13.7632 4126.80
13.7861 4436.95
13.7975 4605.01
13.8089 4782.38
13.8204 4970.08
13.8318 5168.54
13.8432 5378.97
13.8547 5601.91
13.8661 5838.78
13.8775 6090.27
13.8890 6358.04
13.9004 6642.98
13.9119 6947.07
13.9233 7271.41
13.9347 7618.38
13.9462 7989.37
13.9576 8387.24
13.9690 8813.73
13.9805 9271.88
13.9919 9764.68
14.0044 10346.2
14.0168 10977.2
14.0293 11663.9
14.0418 12411.0
14.0543 13226.2
14.0667 14115.2
14.0792 15086.9
14.0917 16148.1
14.1000 16910.4
14.1114 18035.3
14.1229 19254.3
14.1343 20576.4
14.1457 22006.2
14.1572 23552.4
14.1686 25217.7
14.1800 27007.5
14.1915 28924.2
14.2034 31051.0
14.2152 33311.6
14.2271 35698.8
14.2390 38200.7
14.2628 43473.0
14.2865 48917.6
14.3019 52412.3
14.3174 55756.0
14.3328 58840.7
14.3483 61554.5
14.3560 62740.6
14.3637 63795.8
14.3714 64709.1
14.3791 65470.8
14.3869 66072.7
14.3946 66508.2
14.4023 66772.5
14.4100 66863.0
14.4177 66778.9
14.4254 66521.3
14.4332 66093.3
14.4409 65499.9
14.4486 64747.9
14.4563 63845.9
14.4640 62803.8
14.4718 61634.2
14.4872 58954.2
14.5026 55912.0
14.5181 52616.6
14.5335 49176.5
14.5619 42783.7
14.5761 39677.1
14.5902 36694.7
14.6044 33863.8
14.6186 31209.4
14.6328 28740.9
14.6470 26462.4
14.6543 25361.5
14.6616 24311.2
14.6689 23308.9
14.6762 22353.5
14.6835 21442.2
14.6908 20575.9
14.6981 19751.8
14.7054 18968.2
14.7127 18222.2
14.7200 17514.3
14.7273 16841.5
14.7346 16202.3
14.7492 15016.7
14.7638 13946.2
14.7784 12977.4
14.7930 12100.6
14.8076 11304.7
14.8222 10582.0
14.8368 9923.58
14.8514 9323.37
14.8660 8774.72
14.8806 8272.17
14.8913 7932.52
14.9019 7613.37
14.9125 7312.89
14.9231 7029.70
14.9338 6762.53
14.9444 6510.23
14.9550 6271.72
14.9656 6046.05
14.9869 5629.54
15.0081 5254.81
15.0293 4916.35
15.0506 4609.67
15.0652 4415.16
15.0798 4232.90
15.0944 4061.66
15.1090 3900.80
15.1236 3749.30
15.1382 3606.63
15.1528 3472.05
15.1674 3344.96
15.1820 3224.72
15.1966 3111.02
15.2258 2901.12
15.2550 2712.08
15.2842 2541.29
15.3135 2386.35
15.3427 2245.42
15.3719 2116.86
15.4011 1999.25
15.4303 1891.39
15.4595 1792.24
15.4887 1700.88
15.5179 1616.55
15.5431 1548.78
15.5684 1485.33
15.5936 1425.79
15.6188 1369.88
15.6440 1317.27
15.6693 1267.72
15.6945 1220.97
15.7197 1176.85
15.7449 1135.12
15.7702 1095.66
15.7954 1058.27
15.8206 1022.84
15.8711 957.281
15.9215 898.052
15.9507 866.324
15.9799 836.314
16.0091 807.897
16.0383 780.962
16.0968 731.140
16.1552 686.135
16.2136 645.328
16.2720 608.214
16.3304 574.356
16.3888 543.387
16.4579 510.061
16.5269 479.862
16.5960 452.408
16.6650 427.385
16.7340 404.520
16.8031 383.569
16.8721 364.288
16.9411 346.495
16.9996 332.494
17.0580 319.379
17.1164 307.078
17.1748 295.526
17.2332 284.660
17.2916 274.428
17.3501 264.778
17.4085 255.669
17.4669 247.058
17.5253 238.911
17.5837 231.193
17.6421 223.876
17.7006 216.930
17.7590 210.331
17.8758 198.084
17.9926 186.968
18.1095 176.849
18.2263 167.608
18.3431 159.144
18.4600 151.371
18.5768 144.213
18.6936 137.607
18.8104 131.496
18.9591 124.356
19.1078 117.863
19.2565 111.942
19.4052 106.492
19.5539 101.479
19.7026 96.8602
19.8513 92.5929
20.0000 88.6347
20.1267 85.4930
20.2533 82.5600
20.3800 79.7916
20.5066 77.1775
20.6333 74.7096
20.7599 72.3792
20.8866 70.1748
21.0132 68.0872
21.1398 66.1089
21.2665 64.2309
21.3931 62.4470
21.5198 60.7511
21.6464 59.1362
21.7731 57.5981
22.0264 54.7312
22.1657 53.2637
22.3050 51.8668
22.5836 49.2672
22.8623 46.8994
23.1409 44.7359
23.4195 42.7522
23.6981 40.9287
23.9768 39.2474
24.2554 37.6932
24.5847 36.0027
24.9139 34.4527
25.2432 33.0275
25.5725 31.7132
25.9018 30.4979
26.2311 29.3797
26.5604 28.3306
26.8896 27.3544
27.1683 26.5820
27.4469 25.8508
27.7255 25.1572
28.0041 24.5030
28.2828 23.8822
28.5614 23.2907
28.8400 22.7301
29.1186 22.1970
29.3973 21.6872
29.6759 21.2017
30.2331 20.2957
30.5118 19.8715
30.7904 19.4664
31.3476 18.7035
31.9049 18.0013
32.4621 17.3510
33.0194 16.7475
33.5766 16.1863
34.1339 15.6616
34.6911 15.1708
35.2484 14.7099
35.8056 14.2756
36.1602 14.0122
36.5148 13.7581
36.8695 13.5125
37.2241 13.2749
37.5787 13.0448
37.9333 12.8219
38.2879 12.6056
38.6425 12.3957
38.9718 12.2062
39.3011 12.0217
39.6304 11.8416
39.9597 11.6668
40.2889 11.4968
40.4536 11.4137
40.6182 11.3320
40.7829 11.2516
40.9475 11.1728
41.1121 11.0955
41.2768 11.0200
41.4541 10.9410
41.6314 10.8645
41.8087 10.7910
41.9860 10.7210
42.1633 10.6555
42.2520 10.6246
42.3406 10.5952
42.4293 10.5674
42.5179 10.5415
42.6066 10.5175
42.6952 10.4959
42.8156 10.4709
42.9359 10.4515
43.0562 10.4390
43.1765 10.4348
43.2367 10.4363
43.2968 10.4406
43.3570 10.4480
43.4171 10.4587
43.4773 10.4732
43.5375 10.4919
43.5976 10.5153
43.6578 10.5441
43.7274 10.5850
43.7971 10.6351
43.8667 10.6958
43.9364 10.7688
44.0061 10.8562
44.0757 10.9603
44.1454 11.0840
44.2150 11.2310
44.2783 11.3885
44.3417 11.5728
44.3733 11.6765
44.4050 11.7889
44.4366 11.9107
44.4683 12.0427
44.5000 12.1862
44.5316 12.3420
44.5633 12.5114
44.5950 12.6958
44.6266 12.8970
44.6583 13.1165
44.6899 13.3566
44.7216 13.6195
44.7564 13.9383
44.7913 14.2921
44.8261 14.6858
44.8609 15.1250
44.8957 15.6162
44.9306 16.1675
44.9654 16.7884
45.0002 17.4900
45.0176 17.8756
45.0351 18.2866
45.0525 18.7258
45.0699 19.1951
45.0873 19.6979
45.1047 20.2366
45.1221 20.8150
45.1395 21.4369
45.1570 22.1073
45.1744 22.8304
45.1918 23.6126
45.2092 24.4596
45.2266 25.3799
45.2440 26.3811
45.2614 27.4738
45.2788 28.6697
45.2994 30.2365
45.3200 31.9940
45.3303 32.9549
45.3406 33.9772
45.3509 35.0664
45.3612 36.2289
45.3715 37.4718
45.3818 38.8032
45.3920 40.2321
45.4023 41.7689
45.4126 43.4254
45.4229 45.2148
45.4332 47.1523
45.4435 49.2551
45.4522 51.1787
45.4609 53.2482
45.4696 55.4784
45.4783 57.8832
45.4870 60.4864
45.4957 63.3027
45.5044 66.3613
45.5131 69.6801
45.5219 73.2946
45.5306 77.2316
45.5349 79.3340
45.5393 81.5248
45.5436 83.8136
45.5480 86.2052
45.5523 88.7105
45.5567 91.3234
45.5610 94.0550
45.5654 96.9110
45.5697 99.9044
45.5741 103.028
45.5784 106.294
45.5828 109.710
45.5883 114.296
45.5939 119.142
45.5994 124.271
45.6050 129.700
45.6105 135.444
45.6160 141.520
45.6216 147.945
45.6271 154.737
45.6315 160.351
45.6358 166.199
45.6402 172.315
45.6445 178.681
45.6489 185.336
45.6533 192.256
45.6576 199.467
45.6620 206.977
45.6663 214.813
45.6707 222.948
45.6750 231.429
45.6794 240.223
45.6837 249.381
45.6881 258.867
45.6924 268.710
45.6968 278.917
45.7011 289.519
45.7055 300.474
45.7099 311.838
45.7142 323.565
45.7186 335.711
45.7229 348.226
45.7273 361.141
45.7316 374.456
45.7403 402.329
45.7490 431.817
45.7577 462.904
45.7664 495.520
45.7752 529.687
45.7839 565.297
45.7926 602.256
45.8013 640.405
45.8100 679.693
45.8187 719.871
45.8274 760.848
45.8361 802.327
45.8535 886.113
45.8709 969.173
45.8883 1049.23
45.9058 1123.98
45.9147 1159.36
45.9235 1192.40
45.9324 1222.83
45.9413 1250.38
45.9521 1279.51
45.9628 1303.65
45.9736 1322.46
45.9844 1335.67
45.9922 1341.67
46.0000 1344.57
46.0117 1343.08
46.0235 1334.64
46.0352 1319.40
46.0470 1297.65
46.0587 1269.80
46.0693 1239.77
46.0799 1205.60
46.0905 1167.70
46.1011 1126.58
46.1116 1082.79
46.1222 1036.87
46.1434 940.525
46.1645 841.602
46.1857 743.785
46.1962 696.203
46.2068 650.014
46.2174 605.395
46.2280 562.649
46.2385 521.868
46.2491 483.255
46.2597 446.857
46.2702 412.720
46.2808 380.826
46.2914 351.216
46.3020 323.790
46.3125 298.532
46.3231 275.308
46.3284 264.438
46.3337 254.064
46.3390 244.132
46.3443 234.649
46.3496 225.600
46.3548 216.986
46.3616 206.588
46.3683 196.812
46.3750 187.628
46.3818 179.006
46.3885 170.914
46.3952 163.323
46.4020 156.204
46.4087 149.540
46.4154 143.282
46.4221 137.417
46.4289 131.918
46.4356 126.762
46.4423 121.926
46.4491 117.389
46.4558 113.132
46.4625 109.140
46.4731 103.336
46.4837 98.0718
46.4942 93.2782
46.5048 88.9129
46.5154 84.9213
46.5260 81.2700
46.5365 77.9155
46.5471 74.8321
46.5577 71.9853
46.5683 69.3556
46.5788 66.9158
46.5894 64.6511
46.6000 62.5399
46.6106 60.5713
46.6211 58.7299
46.6317 57.0039
46.6423 55.3814
46.6528 53.8563
46.6634 52.4175
46.6740 51.0605
46.6846 49.7763
46.6951 48.5613
46.7163 46.3153
46.7374 44.2847
46.7586 42.4414
46.7797 40.7612
46.8009 39.2246
46.8201 37.9367
46.8393 36.7421
46.8586 35.6313
46.8778 34.5968
46.8970 33.6303
46.9162 32.7265
46.9355 31.8788
46.9547 31.0833
46.9739 30.3347
46.9931 29.6299
47.0124 28.9647
47.0316 28.3366
47.0508 27.7422
47.0700 27.1795
47.0893 26.6456
47.1085 26.1390
47.1296 25.6106
47.1508 25.1103
47.1719 24.6360
47.1931 24.1859
47.2354 23.3516
47.2777 22.5955
47.3200 21.9073
47.3623 21.2789
47.4046 20.7030
47.4469 20.1737
47.4795 19.7932
47.5122 19.4353
47.5449 19.0981
47.5776 18.7799
47.6103 18.4792
47.6430 18.1947
47.6756 17.9251
47.7083 17.6693
47.7410 17.4261
47.7737 17.1949
47.8391 16.7648
47.9044 16.3730
47.9698 16.0150
48.0121 15.7994
48.0544 15.5951
48.0967 15.4014
48.1390 15.2175
48.1813 15.0426
48.2236 14.8760
48.3082 14.5659
48.3928 14.2829
48.4774 14.0237
48.5619 13.7852
48.6465 13.5651
48.7081 13.4153
48.7696 13.2734
48.8311 13.1389
48.8926 13.0110
48.9542 12.8894
49.0157 12.7735
49.1387 12.5572
49.2618 12.3590
49.3848 12.1766
49.5078 12.0081
49.6309 11.8519
49.7232 11.7419
49.8154 11.6374
49.9077 11.5380
50.0000 11.4433
50.1121 11.3340
50.2243 11.2305
50.3364 11.1324
50.4485 11.0392
50.5606 10.9503
50.6728 10.8653
50.7849 10.7839
50.8970 10.7058
51.1213 10.5590
51.3455 10.4230
51.5698 10.2963
51.7940 10.1778
51.9809 10.0846
52.1677 9.99579
52.3546 9.91107
52.5415 9.83003
52.7284 9.75234
52.9152 9.67773
53.1021 9.60605
53.2890 9.53720
53.6627 9.40578
54.0365 9.28245
54.4102 9.16625
54.7840 9.05629
55.0830 8.97233
55.3820 8.89156
55.6810 8.81366
55.9799 8.73844
56.5779 8.59521
57.1759 8.46033
57.7739 8.33272
58.3719 8.21139
58.9699 8.09611
59.5679 7.98499
60.1161 7.88738
60.6642 7.79280
61.2124 7.70093
61.7606 7.61210
62.3087 7.52561
62.8569 7.44104
63.4050 7.35861
63.9532 7.27772
64.4764 7.20213
64.9997 7.12778
65.5229 7.05451
66.0462 6.98220
66.5694 6.91071
66.8310 6.87524
67.0927 6.83994
67.3543 6.80479
67.6159 6.76979
67.8775 6.73493
68.1392 6.70023
68.4132 6.66405
68.6873 6.62807
68.9614 6.59232
69.2355 6.55687
69.5096 6.52178
69.7836 6.48718
69.9207 6.47011
70.0577 6.45322
70.1948 6.43656
70.3318 6.42016
70.5062 6.39973
70.6806 6.37990
70.8550 6.36080
71.0295 6.34261
71.2039 6.32559
71.3783 6.31001
71.4655 6.30288
71.5527 6.29625
71.6399 6.29018
71.7271 6.28476
71.8642 6.27772
72.0012 6.27284
72.1382 6.27057
72.2068 6.27060
72.2753 6.27150
72.3438 6.27339
72.4123 6.27637
72.4808 6.28055
72.5494 6.28608
72.6179 6.29312
72.6864 6.30183
72.7549 6.31243
72.8234 6.32512
72.9044 6.34319
72.9854 6.36508
73.0664 6.39139
73.1474 6.42286
73.2283 6.46037
73.3093 6.50496
73.3903 6.55787
73.4308 6.58792
73.4713 6.62064
73.5398 6.68283
73.6083 6.75479
73.6768 6.83821
73.7111 6.88482
73.7453 6.93509
73.7796 6.98934
73.8139 7.04792
73.8481 7.11124
73.8824 7.17974
73.9166 7.25391
73.9509 7.33432
73.9852 7.42158
74.0194 7.51639
74.0661 7.65931
74.1129 7.82011
74.1596 8.00159
74.2063 8.20710
74.2530 8.44071
74.2764 8.56956
74.2997 8.70737
74.3231 8.85494
74.3465 9.01316
74.3698 9.18302
74.3932 9.36562
74.4274 9.65913
74.4617 9.98734
74.4960 10.3557
74.5302 10.7709
74.5474 10.9985
74.5645 11.2411
74.5816 11.4998
74.5987 11.7762
74.6159 12.0719
74.6330 12.3889
74.6501 12.7293
74.6673 13.0951
74.6836 13.4713
74.7000 13.8761
74.7163 14.3128
74.7327 14.7850
74.7490 15.2971
74.7654 15.8539
74.7817 16.4613
74.7981 17.1261
74.8144 17.8567
74.8308 18.6619
74.8471 19.5533
74.8635 20.5443
74.8798 21.6510
74.8962 22.8923
74.9125 24.2908
74.9207 25.0577
74.9289 25.8734
74.9374 26.7868
74.9460 27.7633
74.9546 28.8108
74.9631 29.9329
74.9717 31.1389
74.9803 32.4329
74.9888 33.8259
74.9974 35.3227
75.0060 36.9358
75.0145 38.6710
75.0231 40.5427
75.0317 42.5574
75.0402 44.7315
75.0488 47.0722
75.0574 49.5981
75.0659 52.3171
75.0745 55.2500
75.0831 58.4090
75.0916 61.8098
75.1002 65.4645
75.1088 69.3985
75.1173 73.6200
75.1259 78.1566
75.1344 83.0158
75.1430 88.2270
75.1516 93.7964
75.1601 99.7551
75.1687 106.107
75.1773 112.884
75.1858 120.088
75.1944 127.750
75.2030 135.867
75.2115 144.473
75.2201 153.559
75.2287 163.155
75.2372 173.247
75.2458 183.865
75.2544 194.986
75.2629 206.623
75.2715 218.771
75.2785 229.097
75.2855 239.757
75.2925 250.743
75.2995 262.030
75.3065 273.641
75.3135 285.546
75.3275 310.162
75.3361 325.711
75.3447 341.590
75.3618 374.141
75.3789 407.447
75.3961 441.057
75.4303 507.123
75.4475 538.451
75.4646 567.840
75.4817 594.757
75.4988 618.592
75.5089 630.930
75.5189 641.944
75.5290 651.552
75.5390 659.679
75.5493 666.382
75.5595 671.423
75.5698 674.760
75.5800 676.369
75.5923 676.002
75.6046 673.141
75.6169 667.824
75.6292 660.121
75.6415 650.131
75.6584 632.882
75.6753 611.936
75.6858 597.409
75.6962 581.790
75.7170 547.715
75.7333 518.837
75.7497 488.692
75.7660 457.760
75.7824 426.513
75.8151 364.793
75.8314 335.060
75.8478 306.485
75.8582 289.004
75.8686 272.153
75.8790 255.939
75.8894 240.424
75.8998 225.601
75.9102 211.512
75.9206 198.138
75.9310 185.506
75.9392 176.078
75.9474 167.094
75.9556 158.545
75.9637 150.433
75.9719 142.729
75.9801 135.440
75.9883 128.537
75.9964 122.024
76.0046 115.870
76.0128 110.078
76.0210 104.617
76.0291 99.4878
76.0373 94.6616
76.0455 90.1355
76.0537 85.8836
76.0618 81.9017
76.0700 78.1655
76.0782 74.6660
76.0864 71.3894
76.0945 68.3260
76.1027 65.4556
76.1109 62.7727
76.1191 60.2591
76.1272 57.9097
76.1354 55.7079
76.1436 53.6491
76.1518 51.7185
76.1599 49.9118
76.1681 48.2162
76.1763 46.6277
76.1845 45.1349
76.1926 43.7346
76.2001 42.5326
76.2075 41.3971
76.2224 39.3040
76.2372 37.4212
76.2521 35.7242
76.2670 34.1874
76.2818 32.7926
76.2967 31.5203
76.3116 30.3574
76.3264 29.2892
76.3413 28.3061
76.3562 27.3973
76.3710 26.5556
76.3859 25.7729
76.4007 25.0440
76.4156 24.3626
76.4305 23.7251
76.4468 23.0685
76.4632 22.4551
76.4795 21.8805
76.4959 21.3411
76.5122 20.8338
76.5286 20.3558
76.5449 19.9047
76.5613 19.4784
76.5776 19.0745
76.5940 18.6919
76.6267 17.9838
76.6594 17.3430
76.6921 16.7607
76.7129 16.4169
76.7337 16.0923
76.7545 15.7853
76.7753 15.4945
76.7962 15.2187
76.8170 14.9569
76.8586 14.4711
76.9002 14.0304
76.9418 13.6289
76.9834 13.2619
77.0251 12.9252
77.0578 12.6797
77.0905 12.4494
77.1232 12.2329
77.1559 12.0291
77.1886 11.8368
77.2213 11.6554
77.2540 11.4838
77.2867 11.3214
77.3194 11.1674
77.3521 11.0212
77.3848 10.8824
77.4175 10.7503
