Nd-142(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 981.971
1.03125E-05 966.999
1.06250E-05 952.693
1.09375E-05 939.005
1.12500E-05 925.892
1.15625E-05 913.314
1.18750E-05 901.236
1.21875E-05 889.626
1.25000E-05 878.455
1.28125E-05 867.695
1.31250E-05 857.321
1.34375E-05 847.312
1.37500E-05 837.647
1.43750E-05 819.270
1.50000E-05 802.056
1.56250E-05 785.885
1.62500E-05 770.657
1.68750E-05 756.284
1.75000E-05 742.688
1.81250E-05 729.803
1.87500E-05 717.567
1.93750E-05 705.929
2.00000E-05 694.842
2.09375E-05 679.151
2.18750E-05 664.482
2.28125E-05 650.727
2.37500E-05 637.796
2.46875E-05 625.609
2.56250E-05 614.098
2.65625E-05 603.202
2.75000E-05 592.869
2.84375E-05 583.052
2.93750E-05 573.710
3.03125E-05 564.804
3.12500E-05 556.304
3.21875E-05 548.177
3.31250E-05 540.399
3.40625E-05 532.944
3.50000E-05 525.792
3.59375E-05 518.922
3.68750E-05 512.315
3.78125E-05 505.957
3.87500E-05 499.830
3.96875E-05 493.923
4.06250E-05 488.222
4.25000E-05 477.391
4.43750E-05 467.256
4.62500E-05 457.744
4.81250E-05 448.795
5.00000E-05 440.355
5.15625E-05 433.677
5.31250E-05 427.296
5.46875E-05 421.192
5.62500E-05 415.344
5.78125E-05 409.735
5.93750E-05 404.350
6.09375E-05 399.173
6.25000E-05 394.193
6.40625E-05 389.396
6.56250E-05 384.772
6.71875E-05 380.311
6.87500E-05 376.003
7.18750E-05 367.813
7.50000E-05 360.142
7.81250E-05 352.938
8.12500E-05 346.154
8.43750E-05 339.752
8.75000E-05 333.697
9.06250E-05 327.959
9.37500E-05 322.511
9.68750E-05 317.330
0.000100000 312.395
0.000103125 307.686
0.000106250 303.187
0.000109375 298.883
0.000112500 294.761
0.000115625 290.807
0.000118750 287.011
0.000121875 283.363
0.000125000 279.853
0.000128125 276.472
0.000131250 273.214
0.000134375 270.070
0.000137500 267.034
0.000143750 261.264
0.000150000 255.860
0.000156250 250.785
0.000162500 246.007
0.000168750 241.499
0.000175000 237.235
0.000181250 233.194
0.000187500 229.359
0.000193750 225.711
0.000200000 222.237
0.000209375 217.321
0.000218750 212.727
0.000228125 208.420
0.000237500 204.372
0.000246875 200.559
0.000256250 196.957
0.000265625 193.550
0.000275000 190.319
0.000284375 187.250
0.000293750 184.330
0.000303125 181.547
0.000312500 178.891
0.000321875 176.353
0.000331250 173.924
0.000340625 171.596
0.000350000 169.364
0.000359375 167.219
0.000368750 165.158
0.000378125 163.174
0.000387500 161.263
0.000396875 159.421
0.000406250 157.643
0.000425000 154.266
0.000443750 151.107
0.000462500 148.143
0.000481250 145.355
0.000500000 142.727
0.000515625 140.648
0.000531250 138.661
0.000546875 136.761
0.000562500 134.941
0.000578125 133.196
0.000593750 131.521
0.000609375 129.910
0.000625000 128.361
0.000640625 126.870
0.000656250 125.432
0.000671875 124.045
0.000687500 122.706
0.000718750 120.160
0.000750000 117.776
0.000781250 115.538
0.000812500 113.430
0.000843750 111.442
0.000875000 109.561
0.000906250 107.779
0.000937500 106.087
0.000968750 104.479
0.00100000 102.946
0.00103125 101.485
0.00106250 100.088
0.00109375 98.7522
0.00112500 97.4726
0.00115625 96.2455
0.00118750 95.0674
0.00121875 93.9350
0.00125000 92.8456
0.00128125 91.7965
0.00131250 90.7852
0.00134375 89.8096
0.00137500 88.8675
0.00143750 87.0768
0.00150000 85.3997
0.00156250 83.8246
0.00162500 82.3416
0.00168750 80.9421
0.00175000 79.6186
0.00181250 78.3643
0.00187500 77.1735
0.00193750 76.0410
0.00200000 74.9622
0.00209375 73.4358
0.00218750 72.0090
0.00228125 70.6712
0.00237500 69.4138
0.00246875 68.2289
0.00256250 67.1098
0.00265625 66.0506
0.00275000 65.0463
0.00284375 64.0922
0.00293750 63.1842
0.00303125 62.3189
0.00312500 61.4928
0.00321875 60.7032
0.00331250 59.9475
0.00340625 59.2233
0.00350000 58.5284
0.00359375 57.8610
0.00368750 57.2193
0.00378125 56.6016
0.00387500 56.0065
0.00396875 55.4327
0.00406250 54.8790
0.00425000 53.8270
0.00443750 52.8426
0.00462500 51.9188
0.00481250 51.0496
0.00500000 50.2299
0.00515625 49.5813
0.00531250 48.9616
0.00546875 48.3687
0.00562500 47.8007
0.00578125 47.2560
0.00593750 46.7329
0.00609375 46.2301
0.00625000 45.7464
0.00640625 45.2804
0.00656250 44.8312
0.00671875 44.3978
0.00687500 43.9793
0.00718750 43.1837
0.00750000 42.4383
0.00781250 41.7382
0.00812500 41.0789
0.00843750 40.4566
0.00875000 39.8679
0.00906250 39.3100
0.00937500 38.7803
0.00968750 38.2764
0.0100000 37.7963
0.0103125 37.3383
0.0106250 36.9006
0.0109375 36.4819
0.0112500 36.0807
0.0115625 35.6959
0.0118750 35.3265
0.0121875 34.9714
0.0125000 34.6297
0.0128125 34.3005
0.0131250 33.9833
0.0134375 33.6771
0.0137500 33.3815
0.0143750 32.8193
0.0150000 32.2927
0.0156250 31.7980
0.0162500 31.3320
0.0168750 30.8921
0.0175000 30.4760
0.0181250 30.0816
0.0187500 29.7071
0.0193750 29.3508
0.0200000 29.0113
0.0206625 28.6684
0.0213250 28.3416
0.0219875 28.0297
0.0226500 27.7316
0.0233125 27.4462
0.0239750 27.1728
0.0246375 26.9104
0.0253000 26.6584
0.0264578 26.2410
0.0276156 25.8500
0.0287734 25.4829
0.0299313 25.1373
0.0310891 24.8112
0.0322469 24.5028
0.0334047 24.2106
0.0345625 23.9330
0.0355274 23.7122
0.0364922 23.5001
0.0374570 23.2961
0.0384219 23.0999
0.0393867 22.9109
0.0403516 22.7287
0.0413164 22.5529
0.0422813 22.3830
0.0442109 22.0602
0.0461406 21.7578
0.0480703 21.4736
0.0500000 21.2061
0.0515625 21.0005
0.0531250 20.8039
0.0546875 20.6159
0.0562500 20.4356
0.0578125 20.2628
0.0593750 20.0967
0.0609375 19.9370
0.0625000 19.7834
0.0640625 19.6354
0.0656250 19.4927
0.0671875 19.3550
0.0687500 19.2220
0.0718750 18.9690
0.0750000 18.7318
0.0781250 18.5087
0.0812500 18.2985
0.0843750 18.1000
0.0875000 17.9121
0.0906250 17.7339
0.0937500 17.5646
0.0968750 17.4035
0.100000 17.2499
0.103125 17.1032
0.106250 16.9630
0.109375 16.8288
0.112500 16.7001
0.115625 16.5766
0.118750 16.4579
0.121875 16.3438
0.125000 16.2340
0.128125 16.1281
0.131250 16.0260
0.134375 15.9275
0.137500 15.8323
0.143750 15.6511
0.150000 15.4810
0.156250 15.3209
0.162500 15.1700
0.168750 15.0273
0.175000 14.8922
0.181250 14.7639
0.187500 14.6420
0.193750 14.5259
0.200000 14.4151
0.204688 14.3353
0.209375 14.2582
0.218750 14.1112
0.228125 13.9730
0.237500 13.8427
0.246875 13.7196
0.256250 13.6032
0.265625 13.4927
0.275000 13.3877
0.284375 13.2877
0.293750 13.1923
0.303125 13.1012
0.312500 13.0140
0.321875 12.9305
0.331250 12.8504
0.340625 12.7734
0.350000 12.6994
0.359375 12.6281
0.368750 12.5595
0.378125 12.4932
0.387500 12.4292
0.396875 12.3674
0.406250 12.3076
0.415625 12.2498
0.425000 12.1937
0.443750 12.0867
0.462500 11.9856
0.500000 11.7997
0.531250 11.6588
0.562500 11.5286
0.593750 11.4079
0.625000 11.2954
0.687500 11.0916
0.750000 10.9110
0.812500 10.7491
0.875000 10.6029
0.937500 10.4694
1.00000 10.3465
1.06250 10.2328
1.12500 10.1271
1.18750 10.0284
1.25000 9.93572
1.31250 9.84849
1.37500 9.76606
