Nd-142(n,tot) ENDFB-8.0
1.50000 9.61365
1.62500 9.47526
1.75000 9.34866
1.87500 9.23178
2.00000 9.12293
2.09375 9.04602
2.18750 8.97282
2.37500 8.83594
2.56250 8.70997
2.75000 8.59333
2.93750 8.48455
3.12500 8.38246
3.31250 8.28634
3.50000 8.19549
3.68750 8.10934
3.87500 8.02739
4.06250 7.94925
4.25000 7.87456
4.43750 7.80302
4.62500 7.73437
4.81250 7.66838
5.00000 7.60491
5.31250 7.50408
5.62500 7.40882
5.93750 7.31862
6.25000 7.23298
6.56250 7.15148
6.87500 7.07376
7.18750 6.99951
7.50000 6.92845
7.81250 6.86033
8.12500 6.79496
8.43750 6.73212
8.75000 6.67167
9.06250 6.61343
9.37500 6.55728
9.68750 6.50309
10.0000 6.45074
10.3125 6.40013
10.6250 6.35122
11.2500 6.25793
11.8750 6.17019
12.5000 6.08752
13.1250 6.00946
13.7500 5.93560
14.3750 5.86560
15.0000 5.79914
15.6250 5.73594
16.2500 5.67576
16.8750 5.61837
17.5000 5.56358
18.1250 5.51121
18.7500 5.46109
19.3750 5.41308
20.0000 5.36706
20.9375 5.30146
21.8750 5.23962
22.8125 5.18124
23.7500 5.12604
24.6875 5.07375
25.6250 5.02415
26.5625 4.97703
27.5000 4.93221
28.4375 4.88951
29.3750 4.84880
30.3125 4.80992
31.2500 4.77277
32.1875 4.73722
33.1250 4.70317
34.0625 4.67053
35.0000 4.63922
35.9375 4.60914
36.8750 4.58023
37.8125 4.55242
38.7500 4.52565
39.6875 4.49986
40.6250 4.47500
41.5625 4.45101
42.5000 4.42786
43.4375 4.40549
44.3750 4.38388
45.3125 4.36297
46.2500 4.34274
47.1875 4.32315
48.1250 4.30420
50.0000 4.26798
51.5625 4.23943
53.1250 4.21225
54.6875 4.18634
56.2500 4.16162
57.8125 4.13800
59.3750 4.11541
60.9375 4.09379
62.5000 4.07307
64.0625 4.05320
65.6250 4.03412
67.1875 4.01579
68.7500 3.99817
70.3125 3.98120
71.8750 3.96487
73.4375 3.94913
75.0000 3.93394
76.5625 3.91929
78.1250 3.90513
79.6875 3.89146
81.2500 3.87823
82.8125 3.86544
84.3750 3.85305
85.9375 3.84105
87.5000 3.82944
90.6250 3.80723
93.7500 3.78631
96.8750 3.76656
100.000 3.74789
103.125 3.73021
106.250 3.71344
109.375 3.69751
112.500 3.68236
115.625 3.66792
118.750 3.65416
121.875 3.64101
125.000 3.62844
128.125 3.61641
131.250 3.60489
134.375 3.59383
137.500 3.58322
140.625 3.57302
143.750 3.56321
146.875 3.55377
150.000 3.54467
153.125 3.53590
156.250 3.52744
159.375 3.51927
162.500 3.51137
165.625 3.50373
168.750 3.49634
171.875 3.48919
175.000 3.48226
178.906 3.47391
182.813 3.46586
186.719 3.45811
190.625 3.45064
193.750 3.44487
196.875 3.43929
198.438 3.43657
200.000 3.43389
201.379 3.43158
202.757 3.42931
204.136 3.42710
205.515 3.42494
206.893 3.42287
208.272 3.42091
208.961 3.41999
209.651 3.41911
210.340 3.41830
211.029 3.41758
211.574 3.41711
212.118 3.41673
212.662 3.41650
213.206 3.41647
213.478 3.41655
213.750 3.41672
214.023 3.41701
214.295 3.41744
214.567 3.41806
214.839 3.41891
215.111 3.42007
215.383 3.42167
215.564 3.42305
215.746 3.42477
215.927 3.42694
216.109 3.42970
216.290 3.43325
216.381 3.43541
216.471 3.43790
216.562 3.44077
216.653 3.44412
216.744 3.44806
216.834 3.45272
216.925 3.45831
217.016 3.46510
217.106 3.47349
217.152 3.47847
217.197 3.48411
217.243 3.49060
217.288 3.49813
217.333 3.50707
217.379 3.51791
217.424 3.53146
217.447 3.53960
217.469 3.54887
217.492 3.55959
217.515 3.57205
217.537 3.58662
217.560 3.60369
217.584 3.62514
217.608 3.65076
217.631 3.68158
217.655 3.71876
217.667 3.74014
217.679 3.76365
217.691 3.78948
217.703 3.81786
217.715 3.84904
217.727 3.88329
217.739 3.92087
217.750 3.96210
217.762 4.00769
217.774 4.05722
217.786 4.11143
217.798 4.17070
217.810 4.23542
217.822 4.30603
217.834 4.38297
217.846 4.46670
217.858 4.55771
217.870 4.65649
217.881 4.76355
217.893 4.87943
217.905 5.00466
217.917 5.13978
217.929 5.28535
217.941 5.44192
217.953 5.61883
217.966 5.80911
217.978 6.01338
217.991 6.23043
218.003 6.46433
218.016 6.71187
218.028 6.97753
218.041 7.25752
218.053 7.55675
218.066 7.87335
218.078 8.20760
218.091 8.55678
218.103 8.92664
218.115 9.31124
218.128 9.71671
218.140 10.1363
218.156 10.6992
218.172 11.2891
218.188 11.9048
218.204 12.5403
218.220 13.2019
218.236 13.8832
218.267 15.2889
218.363 19.6339
218.388 20.7164
218.412 21.7411
218.437 22.6925
218.462 23.5448
218.481 24.0976
218.499 24.5818
218.524 25.1332
218.549 25.5366
218.564 25.7139
218.577 25.8098
218.597 25.8745
218.600 25.8754
218.601 25.8752
218.603 25.8738
218.606 25.8708
218.610 25.8603
218.620 25.8213
218.641 25.6584
218.663 25.3653
218.685 24.9547
218.708 24.3837
218.730 23.7524
218.752 23.0337
218.776 22.1561
218.796 21.3641
218.816 20.5315
218.824 20.1864
218.846 19.2138
218.868 18.2211
218.912 16.2067
218.944 14.7602
218.976 13.3702
218.992 12.7004
219.008 12.0524
219.024 11.4283
219.040 10.8334
219.062 10.0545
219.073 9.68498
219.084 9.33229
219.095 8.99005
219.106 8.66165
219.117 8.34709
219.128 8.04900
219.139 7.76180
219.150 7.48816
219.161 7.22786
219.172 6.98288
219.183 6.74843
219.194 6.52653
219.205 6.31683
219.215 6.12073
219.226 5.94247
219.236 5.77433
219.247 5.61593
219.257 5.46692
219.268 5.32693
219.278 5.19557
219.289 5.07247
219.299 4.95832
219.310 4.85055
219.320 4.74992
219.331 4.65607
219.341 4.56944
219.352 4.48802
219.362 4.41233
219.373 4.34204
219.383 4.27742
219.394 4.21692
219.404 4.16090
219.415 4.10906
219.425 4.06112
219.436 4.01684
219.446 3.97595
219.457 3.93822
219.467 3.90374
219.478 3.87165
219.488 3.84208
219.509 3.78999
219.530 3.74562
219.551 3.70820
219.570 3.67913
219.589 3.65407
219.608 3.63245
219.627 3.61384
219.646 3.59761
219.665 3.58355
219.684 3.57120
219.703 3.56042
219.741 3.54240
219.778 3.52813
219.816 3.51654
219.854 3.50693
219.892 3.49877
219.930 3.49175
219.968 3.48562
220.006 3.48018
220.082 3.47094
220.158 3.46335
220.237 3.45666
220.317 3.45103
220.397 3.44621
220.477 3.44206
220.557 3.43844
220.637 3.43527
220.717 3.43246
220.796 3.42996
220.956 3.42573
221.116 3.42228
221.275 3.41943
221.435 3.41703
221.643 3.41443
221.850 3.41227
222.058 3.41044
222.265 3.40887
222.473 3.40751
222.681 3.40632
223.096 3.40431
223.511 3.40267
223.926 3.40130
224.341 3.40010
224.756 3.39905
225.395 3.39764
226.034 3.39642
226.673 3.39536
227.311 3.39444
227.854 3.39377
228.397 3.39321
228.940 3.39278
229.483 3.39253
230.026 3.39251
230.297 3.39262
230.569 3.39283
230.840 3.39318
231.112 3.39371
231.383 3.39447
231.655 3.39554
231.862 3.39663
232.070 3.39803
232.277 3.39987
232.485 3.40229
232.589 3.40380
232.693 3.40555
232.796 3.40760
232.900 3.41002
233.004 3.41288
233.108 3.41632
233.212 3.42050
233.315 3.42562
233.403 3.43097
233.491 3.43755
233.579 3.44588
233.623 3.45096
233.667 3.45689
233.711 3.46395
233.754 3.47253
233.798 3.48324
233.842 3.49702
233.864 3.50547
233.886 3.51521
233.908 3.52658
233.930 3.53982
233.952 3.55544
233.974 3.57376
233.996 3.59551
234.018 3.62113
234.040 3.65162
234.062 3.68776
234.084 3.73058
234.106 3.78099
234.117 3.80964
234.128 3.84077
234.139 3.87455
234.150 3.91085
234.161 3.95054
234.172 3.99352
234.183 4.04003
234.194 4.08984
234.205 4.14410
234.216 4.20265
234.227 4.26576
234.238 4.33371
234.249 4.40678
234.260 4.48528
234.271 4.56950
234.281 4.65891
234.292 4.75545
234.303 4.85865
234.314 4.96882
234.325 5.08517
234.336 5.21015
234.347 5.34303
234.358 5.48412
234.369 5.63230
234.382 5.82031
234.395 6.02100
234.408 6.23480
234.421 6.46025
234.434 6.70118
234.447 6.95616
234.460 7.22540
234.473 7.50681
234.486 7.80483
234.499 8.11733
234.512 8.44422
234.525 8.78265
234.538 9.13759
234.551 9.50611
234.577 10.2788
234.593 10.7798
234.609 11.2973
234.641 12.3704
234.705 14.6168
234.748 16.1622
234.770 16.9109
234.792 17.6268
234.816 18.3667
234.840 19.0452
234.862 19.6086
234.884 20.1027
234.912 20.6241
234.934 20.9421
234.956 21.1717
234.977 21.3090
234.997 21.3564
235.000 21.3571
235.001 21.3569
235.003 21.3558
235.006 21.3536
235.010 21.3460
235.020 21.3178
235.038 21.2111
235.061 20.9973
235.083 20.6940
235.099 20.4187
235.101 20.3816
235.107 20.2647
235.113 20.1418
235.125 19.8810
235.148 19.3476
235.170 18.7497
235.198 17.9083
235.226 16.9963
235.271 15.4674
235.315 13.8897
235.352 12.6121
235.388 11.3814
235.406 10.7921
235.425 10.2239
235.443 9.67902
235.461 9.15921
235.476 8.74532
235.491 8.35048
235.507 7.97510
235.522 7.62167
235.537 7.28557
235.552 6.97115
235.567 6.67402
235.582 6.39776
235.598 6.13826
235.613 5.89687
235.628 5.67297
235.643 5.46720
235.658 5.27609
235.666 5.18633
235.673 5.10140
235.681 5.01895
235.689 4.94002
235.696 4.86452
235.704 4.79327
235.717 4.67541
235.730 4.56752
235.743 4.46742
235.756 4.37609
235.769 4.29164
235.783 4.21485
235.796 4.14457
235.809 4.08035
235.822 4.02133
235.835 3.96796
235.848 3.91904
235.861 3.87491
235.875 3.83455
235.888 3.79822
235.901 3.76529
235.914 3.73546
235.927 3.70826
235.940 3.68385
235.953 3.66161
235.966 3.64166
235.993 3.60719
236.019 3.57911
236.045 3.55601
236.072 3.53702
236.098 3.52133
236.124 3.50833
236.150 3.49739
236.177 3.48814
236.203 3.48025
236.229 3.47345
236.282 3.46231
236.334 3.45354
236.387 3.44638
236.440 3.44038
236.492 3.43524
236.545 3.43078
236.650 3.42337
236.755 3.41746
236.860 3.41265
236.965 3.40865
237.086 3.40481
237.208 3.40161
237.329 3.39890
237.450 3.39659
237.572 3.39460
237.693 3.39286
237.936 3.38999
238.178 3.38769
238.421 3.38581
238.663 3.38423
238.906 3.38289
239.246 3.38130
239.585 3.37997
239.925 3.37882
240.264 3.37780
240.604 3.37688
240.944 3.37604
241.623 3.37454
242.302 3.37322
242.981 3.37201
243.661 3.37089
244.340 3.36982
245.569 3.36800
246.798 3.36627
248.027 3.36462
249.256 3.36301
251.715 3.35990
254.173 3.35689
256.631 3.35396
259.090 3.35110
264.006 3.34554
268.146 3.34100
272.287 3.33658
279.014 3.32965
285.742 3.32297
292.470 3.31654
299.198 3.31034
305.926 3.30435
312.654 3.29858
326.110 3.28750
337.495 3.27868
348.881 3.27025
360.267 3.26219
371.652 3.25449
394.424 3.23998
417.195 3.22649
437.896 3.21503
458.598 3.20415
479.299 3.19378
500.000 3.18385
534.094 3.16837
551.141 3.16095
568.188 3.15373
585.235 3.14668
593.758 3.14321
602.282 3.13979
608.408 3.13737
611.471 3.13618
614.534 3.13500
617.598 3.13384
619.129 3.13327
620.661 3.13272
622.192 3.13218
623.724 3.13168
625.255 3.13122
626.021 3.13101
626.787 3.13083
627.519 3.13068
628.252 3.13058
628.984 3.13053
629.717 3.13058
630.449 3.13075
630.816 3.13091
631.182 3.13114
631.548 3.13146
631.914 3.13191
632.281 3.13252
632.647 3.13338
632.913 3.13424
633.179 3.13538
633.446 3.13691
633.712 3.13904
633.845 3.14044
633.979 3.14216
634.112 3.14437
634.245 3.14735
634.311 3.14932
634.378 3.15177
634.445 3.15492
634.511 3.15909
634.578 3.16473
634.644 3.17254
634.711 3.18345
634.744 3.19048
634.778 3.19880
634.836 3.21734
634.894 3.24229
634.923 3.25781
634.952 3.27568
634.982 3.29626
635.011 3.31991
635.040 3.34712
635.069 3.37813
635.098 3.41360
635.127 3.45378
635.156 3.49946
635.186 3.55086
635.215 3.60870
635.244 3.67353
635.273 3.74622
635.302 3.82686
635.331 3.91659
635.360 4.01536
635.390 4.12440
635.419 4.24348
635.448 4.37340
635.477 4.51456
635.506 4.66782
635.535 4.83236
635.564 5.00881
635.593 5.19715
635.623 5.39798
635.652 5.60965
635.681 5.83238
635.710 6.06559
635.749 6.39839
635.789 6.74583
635.829 7.10664
635.868 7.47539
635.947 8.22342
636.026 8.95066
636.064 9.27666
636.101 9.58307
636.139 9.86693
636.176 10.1223
636.218 10.3695
636.259 10.5717
636.282 10.6625
636.305 10.7381
636.334 10.8113
636.357 10.8504
636.373 10.8677
636.392 10.8785
636.400 10.8793
636.401 10.8793
636.403 10.8791
636.406 10.8787
636.410 10.8775
636.420 10.8728
636.434 10.8603
636.448 10.8426
636.471 10.7986
636.498 10.7271
636.525 10.6339
636.552 10.5203
636.571 10.4247
636.591 10.3196
636.623 10.1280
636.654 9.91343
636.686 9.67831
636.718 9.42616
636.750 9.15814
636.781 8.87787
636.845 8.29300
636.972 7.09823
637.011 6.74154
637.050 6.39801
637.089 6.06962
637.128 5.75870
637.148 5.60999
637.168 5.46703
637.187 5.32847
637.207 5.19584
637.226 5.06786
637.246 4.94586
637.265 4.82863
637.285 4.71734
637.304 4.61083
637.324 4.51012
637.344 4.41412
637.363 4.32370
637.383 4.23782
637.402 4.15725
637.422 4.08102
637.441 4.00976
637.461 3.94258
637.480 3.88000
637.500 3.82122
637.519 3.76666
637.539 3.71558
637.559 3.66833
637.598 3.58359
637.623 3.53462
637.649 3.49051
637.675 3.45090
637.700 3.41554
637.726 3.38382
637.752 3.35553
637.777 3.33037
637.803 3.30811
637.854 3.27082
637.906 3.24182
637.957 3.21935
638.008 3.20203
638.060 3.18868
638.111 3.17845
638.162 3.17056
638.214 3.16446
638.265 3.15969
638.316 3.15594
638.368 3.15294
638.419 3.15050
638.522 3.14679
638.624 3.14409
638.727 3.14198
638.830 3.14028
639.035 3.13762
639.240 3.13562
639.533 3.13348
639.827 3.13189
640.120 3.13066
640.413 3.12968
640.707 3.12888
641.000 3.12822
641.293 3.12766
641.586 3.12718
642.173 3.12638
642.760 3.12573
643.346 3.12519
643.933 3.12472
644.871 3.12406
645.810 3.12350
646.748 3.12298
647.687 3.12251
648.626 3.12206
649.564 3.12162
651.441 3.12080
653.318 3.12001
655.195 3.11924
657.072 3.11848
658.949 3.11774
661.139 3.11688
663.329 3.11603
667.709 3.11433
672.089 3.11266
676.468 3.11099
685.228 3.10769
693.988 3.10441
711.507 3.09790
746.545 3.08505
781.584 3.07236
816.622 3.05975
856.666 3.04537
886.699 3.03456
901.715 3.02914
916.731 3.02371
924.240 3.02100
927.994 3.01965
931.748 3.01831
935.502 3.01698
937.379 3.01632
939.256 3.01567
941.133 3.01504
943.010 3.01442
943.949 3.01413
944.887 3.01385
945.826 3.01358
946.764 3.01334
947.507 3.01317
948.250 3.01303
948.993 3.01294
949.736 3.01290
950.479 3.01295
950.851 3.01303
951.222 3.01315
951.594 3.01333
951.965 3.01359
952.337 3.01396
952.708 3.01450
953.002 3.01508
953.295 3.01588
953.588 3.01698
953.735 3.01770
953.882 3.01859
954.028 3.01972
954.175 3.02126
954.322 3.02353
954.395 3.02513
954.468 3.02721
954.542 3.02999
954.615 3.03373
954.688 3.03884
954.761 3.04586
954.835 3.05551
954.908 3.06875
954.945 3.07710
954.981 3.08681
955.018 3.09813
955.055 3.11123
955.123 3.14147
955.192 3.18072
955.226 3.20446
955.260 3.23122
955.294 3.26136
955.328 3.29521
955.363 3.33321
955.397 3.37548
955.431 3.42247
955.465 3.47452
955.500 3.53198
955.534 3.59517
955.568 3.66440
955.602 3.73997
955.636 3.82240
955.671 3.91142
955.705 4.00745
955.739 4.11064
955.773 4.22104
955.807 4.33867
955.842 4.46347
955.876 4.59529
955.910 4.73432
955.944 4.87943
955.979 5.03059
956.013 5.18730
956.081 5.51484
956.150 5.85600
956.233 6.27794
956.316 6.69307
956.357 6.89284
956.399 7.08375
956.440 7.26442
956.482 7.43174
956.519 7.56724
956.555 7.68927
956.592 7.79722
956.629 7.88934
956.663 7.96053
956.697 8.01664
956.736 8.06161
956.762 8.07983
956.775 8.08561
956.795 8.08968
956.800 8.08980
956.801 8.08979
956.803 8.08971
956.806 8.08955
956.811 8.08896
956.820 8.08681
956.836 8.08081
956.859 8.06497
956.894 8.02859
956.923 7.98540
956.952 7.93119
956.999 7.81961
957.046 7.68185
957.057 7.64800
957.089 7.53899
957.120 7.42077
957.162 7.24960
957.205 7.06530
957.247 6.87022
957.289 6.66725
957.458 5.81766
957.513 5.54153
957.568 5.27448
957.624 5.01887
957.651 4.89641
957.679 4.77831
957.707 4.66393
957.734 4.55391
957.762 4.44840
957.790 4.34785
957.817 4.25162
957.845 4.16045
957.873 4.07367
957.900 3.99190
957.928 3.91450
957.956 3.84169
957.983 3.77339
958.011 3.70969
958.039 3.65002
958.066 3.59446
958.094 3.54287
958.122 3.49523
958.177 3.41027
958.232 3.33848
958.288 3.27824
958.343 3.22813
958.383 3.19771
958.422 3.17138
958.462 3.14857
958.501 3.12898
958.541 3.11212
958.580 3.09775
958.620 3.08549
958.659 3.07507
958.699 3.06620
958.738 3.05872
958.778 3.05240
958.817 3.04707
958.857 3.04256
958.896 3.03876
958.975 3.03286
959.055 3.02862
959.134 3.02554
959.213 3.02326
959.292 3.02152
959.371 3.02017
959.450 3.01908
959.608 3.01740
959.766 3.01615
959.924 3.01514
960.240 3.01360
960.556 3.01245
960.873 3.01157
961.294 3.01065
961.716 3.00993
962.138 3.00935
962.559 3.00887
962.981 3.00845
963.403 3.00808
964.246 3.00745
965.089 3.00691
965.932 3.00643
966.776 3.00600
967.619 3.00559
968.631 3.00513
969.643 3.00469
970.655 3.00426
971.666 3.00384
973.690 3.00303
975.714 3.00224
977.738 3.00145
979.762 3.00068
983.809 2.99914
987.857 2.99761
991.905 2.99609
1000.00 2.99305
1011.15 2.98885
1022.31 2.98463
1044.62 2.97613
1059.49 2.97040
1074.36 2.96463
1082.96 2.96128
1091.56 2.95792
1095.86 2.95624
1100.15 2.95457
1102.30 2.95375
1104.45 2.95295
1106.60 2.95216
1107.68 2.95179
1108.75 2.95143
1109.57 2.95118
1110.38 2.95095
1111.19 2.95075
1112.01 2.95060
1112.41 2.95055
1112.82 2.95053
1113.23 2.95054
1113.63 2.95059
1114.04 2.95070
1114.45 2.95089
1114.85 2.95121
1115.26 2.95171
1115.53 2.95222
1115.81 2.95296
1115.95 2.95346
1116.09 2.95411
1116.22 2.95501
1116.36 2.95634
1116.43 2.95727
1116.50 2.95846
1116.57 2.96000
1116.64 2.96203
1116.71 2.96471
1116.78 2.96826
1116.85 2.97298
1116.91 2.97923
1116.98 2.98747
1117.05 2.99828
1117.12 3.01235
1117.19 3.03051
1117.26 3.05373
1117.33 3.08311
1117.40 3.11990
1117.47 3.16544
1117.53 3.21237
1117.58 3.26662
1117.64 3.32973
1117.70 3.40250
1117.76 3.48560
1117.82 3.57958
1117.87 3.68482
1117.93 3.80146
1117.99 3.92937
1118.05 4.06812
1118.11 4.21694
1118.16 4.37467
1118.22 4.53978
1118.28 4.71037
1118.40 5.05867
1118.48 5.31532
1118.53 5.43996
1118.57 5.55666
1118.61 5.66950
1118.66 5.77207
1118.70 5.86786
1118.74 5.95136
1118.81 6.05210
1118.84 6.09302
1118.87 6.12728
1118.90 6.15463
1118.93 6.17489
1118.96 6.18730
1118.98 6.19229
1119.00 6.19389
1119.00 6.19392
1119.00 6.19391
1119.01 6.19381
1119.01 6.19365
1119.02 6.19301
1119.03 6.18965
1119.06 6.17951
1119.10 6.15323
1119.13 6.12748
1119.14 6.12243
1119.15 6.10391
1119.17 6.08462
1119.22 6.01635
1119.27 5.93519
1119.31 5.83896
1119.36 5.73309
1119.43 5.55736
1119.50 5.36482
1119.57 5.16102
1119.64 4.95445
1119.71 4.74422
1119.78 4.53797
1119.85 4.33971
1119.92 4.15528
1119.96 4.05434
1120.00 3.96056
1120.04 3.87163
1120.08 3.78769
1120.11 3.70887
