Er-166(n,g) ENDFB-8.0
Energy(eV) XS(b)
50.7857 5.06905
50.8059 4.90659
50.8462 4.60946
50.8865 4.34530
50.9268 4.10963
50.9670 3.89876
50.9945 3.76757
51.0220 3.64569
51.0495 3.53230
51.0769 3.42674
51.1044 3.32837
51.1319 3.23673
51.1868 3.07156
51.2418 2.92781
51.2967 2.80276
51.3517 2.69415
51.4066 2.60016
51.4652 2.51435
51.5238 2.44202
51.5824 2.38199
51.6410 2.33333
51.6996 2.29526
51.7582 2.26727
51.8169 2.24896
51.8755 2.24013
51.9560 2.24338
51.9963 2.25177
52.0366 2.26479
52.0769 2.28258
52.1172 2.30532
52.1575 2.33323
52.1978 2.36659
52.2381 2.40576
52.2784 2.45110
52.3187 2.50311
52.3590 2.56233
52.3993 2.62943
52.4396 2.70519
52.4799 2.79053
52.5202 2.88658
52.5605 2.99468
52.6007 3.11635
52.6410 3.25351
52.6813 3.40840
52.7216 3.58380
52.7619 3.78294
52.8022 4.00996
52.8224 4.13550
52.8425 4.26994
52.8773 4.52590
52.8947 4.66645
52.9121 4.81635
52.9295 4.97646
52.9469 5.14772
52.9643 5.33121
52.9817 5.52812
52.9991 5.73985
53.0165 5.96796
53.0339 6.21425
53.0513 6.48079
53.0687 6.76998
53.0861 7.08464
53.1035 7.42807
53.1209 7.80396
53.1410 8.28653
53.1612 8.82790
53.1713 9.12442
53.1813 9.43986
53.1914 9.77639
53.2015 10.1362
53.2115 10.5221
53.2216 10.9361
53.2317 11.3820
53.2418 11.8632
53.2518 12.3847
53.2619 12.9502
53.2720 13.5659
53.2820 14.2382
53.2912 14.9052
53.3004 15.6314
53.3095 16.4240
53.3187 17.2912
53.3278 18.2421
53.3370 19.2869
53.3462 20.4371
53.3553 21.7041
53.3645 23.1047
53.3736 24.6535
53.3828 26.3678
53.3919 28.2642
53.4011 30.3676
53.4103 32.6984
53.4194 35.2805
53.4286 38.1361
53.4336 39.8367
53.4387 41.6340
53.4437 43.5327
53.4487 45.5335
53.4538 47.6495
53.4588 49.8770
53.4638 52.2302
53.4689 54.7046
53.4739 57.3152
53.4789 60.0621
53.4840 62.9504
53.4890 65.9788
53.4941 69.1641
53.4991 72.4982
53.5041 75.9988
53.5092 79.6562
53.5142 83.4888
53.5192 87.4932
53.5293 96.0210
53.5394 105.278
53.5495 115.258
53.5595 125.986
53.5696 137.433
53.5797 149.592
53.5897 162.432
53.5966 171.558
53.6035 180.962
53.6104 190.621
53.6172 200.510
53.6241 210.602
53.6310 220.863
53.6378 231.260
53.6447 241.738
53.6534 255.103
53.6621 268.468
53.6708 281.739
53.6795 294.815
53.6896 309.568
53.6996 323.755
53.7097 337.208
53.7198 349.762
53.7299 361.268
53.7399 371.552
53.7493 379.880
53.7586 386.953
53.7686 393.028
53.7785 397.487
53.7893 400.414
53.8000 401.347
53.8108 400.266
53.8215 397.187
53.8298 393.505
53.8380 388.721
53.8463 382.877
53.8545 376.027
53.8691 361.668
53.8836 344.795
53.8982 325.857
53.9127 305.345
53.9260 285.734
53.9392 265.621
53.9524 245.342
53.9656 225.220
53.9802 203.599
53.9948 182.853
54.0093 163.226
54.0166 153.888
54.0239 144.910
54.0325 134.756
54.0411 125.122
54.0497 116.019
54.0583 107.451
54.0669 99.4149
54.0755 91.9047
54.0841 84.9090
54.0926 78.4202
54.0999 73.2981
54.1072 68.5091
54.1145 64.0399
54.1218 59.8821
54.1290 56.0097
54.1363 52.4185
54.1436 49.0835
54.1509 45.9988
54.1581 43.1410
54.1654 40.4999
54.1727 38.0610
54.1800 35.8135
54.1872 33.7377
54.1945 31.8267
54.2018 30.0630
54.2091 28.4398
54.2163 26.9418
54.2236 25.5611
54.2309 24.2880
54.2382 23.1153
54.2455 22.0313
54.2527 21.0301
54.2600 20.1045
54.2673 19.2491
54.2746 18.4557
54.2818 17.7198
54.2891 17.0366
54.2964 16.4022
54.3037 15.8108
54.3110 15.2594
54.3182 14.7446
54.3255 14.2639
54.3394 13.4277
54.3533 12.6868
54.3672 12.0264
54.3811 11.4348
54.3950 10.9025
54.4089 10.4215
54.4227 9.98498
54.4366 9.58755
54.4505 9.22451
54.4644 8.89193
54.4783 8.58650
54.4922 8.30536
54.5061 8.04608
54.5200 7.80655
54.5339 7.58493
54.5478 7.37963
54.5650 7.14594
54.5822 6.93282
54.5994 6.73825
54.6166 6.56053
54.6338 6.39814
54.6510 6.24976
54.6854 5.99058
54.7198 5.77528
54.7542 5.59783
54.7886 5.45346
54.8229 5.33842
54.8547 5.25562
54.8864 5.19336
54.9182 5.15016
54.9499 5.12484
54.9791 5.11659
55.0082 5.12213
55.0373 5.14109
55.0664 5.17327
55.0955 5.21859
55.1246 5.27708
55.1537 5.34894
55.1828 5.43441
55.2119 5.53397
55.2410 5.64813
55.2701 5.77758
55.2992 5.92311
55.3283 6.08579
55.3574 6.26672
55.3865 6.46739
55.4156 6.68928
55.4500 6.98166
55.4844 7.31014
55.5188 7.67914
55.5532 8.09394
55.5876 8.56090
55.6220 9.08770
55.6564 9.68365
55.6736 10.0110
55.6908 10.3599
55.7199 11.0057
55.7490 11.7293
55.7636 12.1246
55.7782 12.5441
55.7927 12.9902
55.8073 13.4651
55.8218 13.9718
55.8364 14.5124
55.8509 15.0906
55.8655 15.7100
55.8800 16.3753
55.8946 17.0903
55.9091 17.8609
55.9237 18.6936
55.9349 19.3846
55.9462 20.1210
55.9574 20.9073
55.9687 21.7478
55.9799 22.6496
55.9912 23.6180
56.0024 24.6622
56.0136 25.7892
56.0249 27.0112
56.0361 28.3390
56.0474 29.7865
56.0586 31.3680
56.0699 33.1050
56.0811 35.0159
56.0924 37.1291
56.1036 39.4700
56.1109 41.1241
56.1182 42.8986
56.1255 44.8047
56.1327 46.8518
56.1400 49.0587
56.1473 51.4340
56.1546 53.9999
56.1618 56.7664
56.1691 59.7596
56.1764 62.9911
56.1837 66.4911
56.1909 70.2729
56.1982 74.3712
56.2018 76.5453
56.2055 78.8007
56.2091 81.1533
56.2128 83.6008
56.2164 86.1466
56.2200 88.7871
56.2253 92.8328
56.2306 97.1069
56.2359 101.629
56.2412 106.413
56.2465 111.480
56.2518 116.825
56.2571 122.471
56.2624 128.431
56.2677 134.730
56.2730 141.360
56.2782 148.345
56.2835 155.698
56.2888 163.433
56.2941 171.562
56.2994 180.099
56.3047 189.055
56.3090 196.669
56.3133 204.557
56.3176 212.741
56.3219 221.225
56.3262 230.015
56.3305 239.115
56.3348 248.528
56.3391 258.258
56.3431 267.523
56.3470 277.038
56.3543 295.241
56.3616 314.367
56.3689 334.409
56.3761 355.324
56.3834 377.150
56.3907 399.796
56.3980 423.288
56.4052 447.514
56.4125 472.484
56.4198 498.098
56.4271 524.283
56.4344 550.915
56.4416 577.974
56.4489 605.282
56.4635 660.342
56.4780 715.149
56.4926 768.545
56.5071 819.453
56.5217 866.632
56.5362 908.963
56.5508 945.363
56.5592 963.293
56.5676 978.740
56.5760 991.599
56.5844 1001.72
56.5972 1011.72
56.6100 1014.93
56.6196 1012.82
56.6293 1006.88
56.6389 997.172
56.6485 983.824
56.6581 967.018
56.6729 934.762
56.6878 895.655
56.7023 851.659
56.7169 803.207
56.7281 763.425
56.7394 722.251
56.7506 680.178
56.7618 637.712
56.7909 529.203
56.8055 477.335
56.8200 428.003
56.8346 381.640
56.8419 359.685
56.8491 338.631
56.8564 318.442
56.8637 299.189
56.8710 280.824
56.8782 263.400
56.8852 247.593
56.8921 232.627
56.8991 218.447
56.9060 205.075
56.9130 192.452
56.9199 180.592
56.9268 169.451
56.9338 159.002
56.9407 149.202
56.9477 140.051
56.9546 131.503
56.9615 123.529
56.9685 116.088
56.9754 109.170
56.9824 102.735
56.9893 96.7532
56.9966 90.9349
57.0039 85.5596
57.0111 80.5821
57.0184 75.9867
57.0257 71.7332
57.0330 67.8069
57.0402 64.1722
57.0475 60.8158
57.0548 57.7065
57.0621 54.8326
57.0693 52.1672
57.0766 49.7001
57.0839 47.4082
57.0912 45.2828
57.0984 43.3070
57.1057 41.4679
57.1150 39.3056
57.1242 37.3249
57.1335 35.5066
57.1427 33.8337
57.1520 32.2908
57.1613 30.8647
57.1705 29.5434
57.1798 28.3176
57.1890 27.1755
57.1983 26.1101
57.2076 25.1142
57.2168 24.1823
57.2261 23.3068
57.2353 22.4836
57.2446 21.7082
57.2538 20.9774
57.2684 19.9079
57.2829 18.9259
57.2975 18.0212
57.3120 17.1853
57.3266 16.4107
57.3411 15.6912
57.3557 15.0212
57.3702 14.3966
57.3848 13.8121
57.3993 13.2647
57.4139 12.7511
57.4284 12.2684
57.4430 11.8142
57.4575 11.3860
57.4721 10.9819
57.4866 10.6003
57.5157 9.89680
57.5448 9.26426
57.5739 8.69321
57.6030 8.17589
57.6321 7.70530
57.6612 7.27599
57.6903 6.88318
57.7194 6.52288
57.7459 6.22026
57.7723 5.93927
57.7988 5.67775
57.8252 5.43390
57.8517 5.20605
57.8781 4.99295
57.9046 4.79326
57.9310 4.60585
57.9575 4.42965
57.9839 4.26391
58.0104 4.10773
58.0368 3.96038
58.0897 3.68962
58.1426 3.44701
58.1717 3.32415
58.2008 3.20809
58.2590 2.99446
58.3172 2.80257
58.3754 2.62958
58.4336 2.47301
58.4918 2.33087
58.5500 2.20139
58.6082 2.08312
58.6558 1.99378
58.7034 1.91050
58.7510 1.83272
58.7986 1.75995
58.8462 1.69173
58.8939 1.62771
58.9415 1.56751
58.9891 1.51083
59.0367 1.45740
59.0843 1.40699
59.1795 1.31432
59.2748 1.23127
59.3700 1.15654
59.4282 1.11449
59.4864 1.07493
59.5446 1.03764
59.6028 1.00247
59.7191 0.937834
59.8355 0.879912
59.9519 0.827792
60.0683 0.780710
60.1847 0.738027
60.3011 0.699203
60.3910 0.671553
60.4810 0.645753
60.5709 0.621650
60.6608 0.599111
60.7508 0.577991
60.8407 0.558149
61.0206 0.521837
61.2005 0.489512
61.3803 0.460637
61.5602 0.434732
61.7401 0.411399
61.8565 0.397511
61.9728 0.384480
62.2056 0.360716
62.4384 0.339626
62.6712 0.320820
62.9040 0.303975
63.1367 0.288826
63.3695 0.275151
63.6023 0.262764
63.8033 0.252982
64.0044 0.243974
64.2054 0.235690
64.4064 0.227971
64.6075 0.220790
64.8085 0.214106
65.2106 0.202086
65.6126 0.191604
66.0147 0.182412
66.4168 0.174317
66.8188 0.167158
67.1574 0.161761
67.4960 0.156870
67.8346 0.152429
68.1732 0.148391
68.5118 0.144714
68.8503 0.141385
69.5275 0.135554
70.2047 0.130671
70.8818 0.126605
71.5590 0.123231
72.2362 0.120451
72.7440 0.118718
73.2519 0.117245
74.2677 0.114973
75.2834 0.113553
76.2992 0.112832
77.2303 0.112764
78.1614 0.113197
79.0925 0.114120
80.0236 0.115535
80.9547 0.117417
81.8858 0.119805
82.8169 0.122710
83.7480 0.126156
84.6791 0.130219
85.6102 0.134929
86.5413 0.140380
87.4724 0.146686
88.4035 0.153932
89.3346 0.162324
89.8002 0.166988
90.2657 0.172044
90.7313 0.177474
91.1968 0.183319
91.8317 0.192098
92.4665 0.201901
93.1014 0.212890
93.7362 0.225245
94.0537 0.231916
94.3711 0.239098
94.6885 0.246767
95.0059 0.254952
95.3233 0.263704
95.6408 0.273075
95.9582 0.283127
96.2756 0.293928
96.7412 0.311291
97.2067 0.330724
97.6723 0.352579
97.9050 0.364547
98.1378 0.377289
98.3706 0.390875
98.6034 0.405384
98.8361 0.420906
99.0689 0.437534
99.3017 0.455384
99.5345 0.474579
99.7672 0.495254
100.000 0.517528
100.300 0.548919
100.599 0.583840
100.898 0.622822
101.198 0.666497
101.348 0.690361
101.497 0.715696
101.647 0.742622
101.797 0.771245
101.946 0.801748
102.096 0.834389
102.246 0.869386
102.396 0.906931
102.579 0.956637
102.762 1.01103
102.945 1.07072
103.127 1.13640
103.310 1.20899
103.493 1.28946
103.676 1.37902
103.859 1.47903
104.026 1.58060
104.192 1.69387
104.275 1.75547
104.359 1.82073
104.442 1.88994
104.525 1.96336
104.608 2.04151
104.691 2.12470
104.774 2.21338
104.858 2.30789
104.941 2.40901
105.024 2.51725
105.107 2.63336
105.190 2.75800
105.282 2.90638
105.373 3.06777
105.465 3.24370
105.556 3.43596
105.648 3.64663
105.739 3.87815
105.831 4.13339
105.922 4.41540
105.997 4.66942
106.072 4.94643
106.147 5.25012
106.222 5.58313
106.296 5.95041
106.334 6.14793
106.371 6.35576
106.409 6.57525
106.446 6.80603
106.484 7.04956
106.521 7.30682
106.546 7.48697
106.571 7.67408
106.596 7.86850
106.621 8.06981
106.646 8.28005
106.671 8.49796
106.696 8.72579
106.721 8.96221
106.738 9.13633
106.756 9.31572
106.774 9.50061
106.791 9.69012
106.809 9.88665
106.827 10.0894
106.844 10.2986
106.862 10.5134
106.879 10.7223
106.895 10.9377
106.912 11.1613
106.929 11.3905
106.945 11.6285
106.962 11.8728
106.985 12.2231
107.008 12.5878
107.019 12.7782
107.030 12.9714
107.042 13.1691
107.053 13.3715
107.065 13.5806
107.076 13.7929
107.088 14.0123
107.099 14.2351
107.111 14.4655
107.122 14.6997
107.133 14.9418
107.145 15.1880
107.156 15.4428
107.168 15.7020
107.179 15.9703
107.191 16.2433
107.202 16.5261
107.214 16.8141
107.225 17.1098
107.236 17.4138
107.249 17.7568
107.261 18.1103
107.274 18.4749
107.286 18.8480
107.299 19.2360
107.311 19.6366
107.324 20.0503
107.336 20.4742
107.348 20.8800
107.359 21.2947
107.371 21.7262
107.382 22.1676
107.393 22.6271
107.405 23.0975
107.416 23.5834
107.428 24.0855
107.439 24.6091
107.451 25.1459
107.462 25.7014
107.473 26.2763
107.485 26.8771
107.496 27.4942
107.508 28.1340
107.519 28.7976
107.531 29.4924
107.542 30.2077
107.553 30.9577
107.565 31.7307
107.576 32.5421
107.588 33.3796
107.599 34.2521
107.611 35.1619
107.622 36.1196
107.633 37.1112
107.645 38.1569
107.656 39.2415
107.668 40.3875
107.679 41.5785
107.691 42.8282
107.702 44.1410
107.714 45.5342
107.725 46.9888
107.736 48.5364
107.748 50.1566
107.759 51.8853
107.771 53.7003
107.782 55.6254
107.794 57.6705
107.805 59.8663
107.816 62.1872
107.828 64.6880
107.839 67.3406
107.851 70.2091
107.862 73.2630
107.874 76.5476
107.885 80.0866
107.894 83.0432
107.903 86.1483
107.912 89.4872
107.920 93.0004
107.929 96.7850
107.938 100.774
107.947 105.029
107.956 109.569
107.965 114.475
107.973 119.661
107.982 125.270
107.991 131.204
108.000 137.627
108.009 144.426
108.018 151.704
108.026 159.493
108.032 164.925
108.038 170.505
108.044 176.336
108.049 182.428
108.055 188.793
108.061 195.441
108.066 202.384
108.072 209.633
108.078 217.337
108.084 225.242
108.089 233.490
108.095 242.094
108.101 251.066
108.106 260.418
108.112 270.164
108.118 280.316
108.129 302.085
108.141 325.449
108.152 350.915
108.164 378.137
108.175 407.680
108.187 439.111
108.198 473.052
108.209 508.972
108.221 547.545
108.232 588.126
108.244 631.436
108.255 676.707
108.267 724.696
108.278 774.506
108.290 826.455
108.301 880.425
108.321 978.511
108.340 1080.71
108.360 1186.80
108.380 1294.18
108.403 1418.97
108.426 1540.25
108.449 1655.78
108.471 1761.61
108.483 1809.63
108.494 1854.03
108.506 1894.44
108.517 1930.50
108.531 1967.66
108.544 1997.64
108.558 2020.05
108.572 2034.59
108.590 2041.43
108.595 2040.87
108.610 2032.58
108.625 2014.70
108.640 1987.48
108.655 1951.36
108.669 1908.17
108.684 1858.05
108.698 1801.44
108.713 1739.08
108.728 1669.89
108.743 1596.42
108.773 1440.40
108.832 1117.13
108.853 1010.17
108.873 908.227
108.893 811.922
108.903 765.939
108.913 722.101
108.928 660.632
108.943 603.086
108.958 549.519
108.973 499.923
108.981 476.443
108.988 454.234
108.995 432.682
109.003 412.344
109.010 392.651
109.018 374.106
109.025 356.185
109.033 339.342
109.040 323.097
109.048 307.655
109.055 292.989
109.063 279.252
109.070 266.044
109.077 253.690
109.085 241.827
109.092 230.745
109.100 220.115
109.107 210.193
109.115 200.686
109.122 191.820
109.130 183.329
109.137 175.415
109.145 167.840
109.152 160.782
109.159 154.291
109.166 148.233
109.173 142.498
109.180 137.068
109.188 131.927
109.195 127.058
109.209 118.076
109.223 109.956
109.237 102.706
109.252 96.1743
109.266 90.2786
109.280 84.9096
109.294 80.0766
109.308 75.6829
109.323 71.6778
109.337 68.0170
109.351 64.6616
109.365 61.5775
109.379 58.7351
109.394 55.9839
109.409 53.4441
109.424 51.0928
109.439 48.9104
109.454 46.8796
109.469 44.9854
109.484 43.2148
109.499 41.5562
109.514 39.9995
109.528 38.5359
109.543 37.1572
109.558 35.8567
109.588 33.4654
109.618 31.3195
109.640 29.8912
109.661 28.5635
109.683 27.3266
109.705 26.1771
109.726 25.0970
109.748 24.0852
109.770 23.1357
109.791 22.2475
109.813 21.4075
109.835 20.6158
109.856 19.8688
109.878 19.1661
109.921 17.8658
109.965 16.6996
109.995 15.9616
110.024 15.2751
110.054 14.6330
110.084 14.0317
110.114 13.4677
110.144 12.9379
110.173 12.4396
110.203 11.9703
110.233 11.5277
110.263 11.1099
110.322 10.3414
110.382 9.65199
110.442 9.03107
110.501 8.46983
110.561 7.96079
110.620 7.49766
110.680 7.07507
110.740 6.68841
110.799 6.33372
110.859 6.00755
110.918 5.70690
110.978 5.42870
111.038 5.17156
111.097 4.93299
111.157 4.71123
111.216 4.50473
111.276 4.31214
111.336 4.13224
111.395 3.96396
111.455 3.80608
111.515 3.65824
111.574 3.51939
111.634 3.38882
111.693 3.26589
111.753 3.15002
111.872 2.93741
111.991 2.74715
112.111 2.57655
112.230 2.42288
112.349 2.28400
112.468 2.15812
112.587 2.04369
112.707 1.93942
112.826 1.84421
112.934 1.76468
113.043 1.69116
113.151 1.62303
113.259 1.55975
113.368 1.50091
113.476 1.44612
113.585 1.39507
113.693 1.34750
113.801 1.30304
113.910 1.26148
114.018 1.22260
114.126 1.18622
114.343 1.12010
114.560 1.06188
114.798 1.00566
115.037 0.956573
115.275 0.913647
115.514 0.876097
115.752 0.843261
115.991 0.814625
116.229 0.789724
116.467 0.768223
116.749 0.746827
117.031 0.729104
117.313 0.714738
117.595 0.703529
117.876 0.695253
118.158 0.689728
118.440 0.686817
118.722 0.686422
118.949 0.687895
119.177 0.690947
119.404 0.695575
119.632 0.701789
119.860 0.709607
120.087 0.719064
120.315 0.730211
120.542 0.743107
120.770 0.757831
120.998 0.774477
121.225 0.793156
121.453 0.813999
121.680 0.837160
121.908 0.862789
122.136 0.890998
122.363 0.922064
122.602 0.958203
122.840 0.998272
123.079 1.04268
123.317 1.09188
123.555 1.14649
123.794 1.20716
124.032 1.27471
124.271 1.35010
124.509 1.43451
124.748 1.52924
124.867 1.58103
124.986 1.63601
125.105 1.69449
125.224 1.75675
125.344 1.82316
125.463 1.89399
125.582 1.96967
125.701 2.05065
125.821 2.13743
125.940 2.23054
126.059 2.33057
126.178 2.43818
126.308 2.56518
126.438 2.70327
126.568 2.85413
126.698 3.01915
126.828 3.20037
126.958 3.39960
127.089 3.61958
127.219 3.86290
127.286 4.00023
127.354 4.14521
127.422 4.29888
127.490 4.46147
127.557 4.63422
127.591 4.72458
127.625 4.81747
127.659 4.91355
127.693 5.01238
127.727 5.11468
127.760 5.21998
127.790 5.31566
127.820 5.41413
127.850 5.51548
127.880 5.61983
127.909 5.72729
127.939 5.83801
127.969 5.95210
127.999 6.06971
128.020 6.15519
128.041 6.24214
128.062 6.33102
128.083 6.42189
128.104 6.51480
128.125 6.60982
128.146 6.70702
128.167 6.80645
128.194 6.93819
128.213 7.03293
128.232 7.12970
128.251 7.22855
128.270 7.32900
128.296 7.46966
128.321 7.61398
128.347 7.76326
128.373 7.91652
128.399 8.07514
128.424 8.23809
128.450 8.40618
128.476 8.57964
128.500 8.74951
128.525 8.92463
128.549 9.10522
128.573 9.29153
128.598 9.48380
128.622 9.68228
128.647 9.88725
128.671 10.0981
128.686 10.2309
128.701 10.3663
128.716 10.5046
128.731 10.6457
128.745 10.7898
128.760 10.9369
128.775 11.0871
128.790 11.2405
128.805 11.3972
128.820 11.5573
128.835 11.7209
128.850 11.8881
128.865 12.0590
128.880 12.2338
128.894 12.4124
128.909 12.5951
128.924 12.7820
128.939 12.9732
128.954 13.1689
128.969 13.3691
128.984 13.5741
128.999 13.7839
129.014 13.9988
129.029 14.2189
129.058 14.6754
129.088 15.1549
129.118 15.6590
129.148 16.1894
129.178 16.7480
129.207 17.3369
129.237 17.9583
129.267 18.6148
129.297 19.3090
129.327 20.0441
129.356 20.8232
129.386 21.6502
129.416 22.5320
129.446 23.4675
129.476 24.4644
129.505 25.5285
129.535 26.6660
129.565 27.8842
129.580 28.5260
129.595 29.1910
129.610 29.8805
129.625 30.5956
129.640 31.3378
129.654 32.1084
129.669 32.9090
129.684 33.7412
129.699 34.6068
129.714 35.5076
129.729 36.4457
129.744 37.4232
129.759 38.4425
129.774 39.5062
129.789 40.6170
129.803 41.7779
129.818 42.9920
129.833 44.2630
129.848 45.5947
129.863 46.9911
129.878 48.4570
129.893 49.9974
129.908 51.6177
129.923 53.3240
129.938 55.1231
129.952 57.0223
129.967 59.0300
129.982 61.1553
129.997 63.4083
130.012 65.8006
130.027 68.3447
130.042 71.0552
130.057 73.9478
130.072 77.0407
130.087 80.3541
130.101 83.9109
130.114 87.0221
130.126 90.3293
130.138 93.8498
130.150 97.6025
130.162 101.609
130.175 105.891
130.187 110.475
130.199 115.388
130.211 120.661
130.223 126.327
130.236 132.422
130.248 138.987
130.260 146.063
130.272 153.697
130.284 161.941
130.297 170.770
130.304 176.595
130.311 182.623
130.319 189.031
130.326 195.663
130.334 202.714
130.341 210.012
130.349 217.772
130.356 225.802
130.364 234.339
130.371 243.171
130.379 252.557
130.386 262.264
130.393 272.575
130.401 283.233
130.408 294.547
130.416 306.234
130.423 318.631
130.431 331.426
130.438 344.986
130.446 358.968
130.453 373.771
130.460 389.017
130.468 405.139
130.475 421.725
130.490 457.232
130.505 495.670
130.520 537.149
130.535 581.759
130.550 629.896
130.565 680.949
130.580 735.222
130.595 792.670
130.610 853.198
130.624 916.665
130.639 982.874
130.654 1051.57
130.673 1142.30
130.692 1235.29
130.730 1426.21
130.760 1575.64
130.790 1718.99
130.819 1850.87
130.834 1910.81
130.849 1965.87
130.868 2026.24
130.886 2076.93
130.904 2117.41
130.923 2146.95
130.941 2165.34
130.960 2171.26
130.966 2170.45
130.987 2158.25
131.007 2131.68
131.027 2091.35
131.048 2038.15
131.064 1987.90
131.079 1931.43
131.095 1868.75
131.111 1801.43
131.127 1730.83
131.143 1656.92
131.174 1502.88
131.242 1160.26
131.258 1084.68
131.274 1011.33
131.290 940.602
131.305 873.241
131.321 808.628
131.337 747.388
131.352 689.643
131.368 635.790
131.384 585.150
131.399 538.049
131.415 494.414
131.431 454.386
131.446 417.322
131.462 383.336
131.478 352.261
131.493 324.093
131.505 305.112
131.516 287.405
131.527 270.902
131.539 255.533
131.550 241.228
131.562 227.922
131.573 215.548
131.584 204.045
131.596 193.353
131.607 183.415
131.619 174.175
131.630 165.584
131.641 157.592
131.653 150.155
131.664 143.229
131.676 136.776
131.691 128.594
131.707 121.150
131.723 114.365
131.738 108.207
131.754 102.533
131.770 97.3287
131.785 92.5444
131.801 88.1629
131.817 84.0895
131.832 80.3188
131.848 76.8204
131.864 73.5877
131.879 70.5555
131.895 67.7417
131.911 65.0920
131.926 62.6237
131.942 60.2908
131.958 58.0966
131.973 56.0295
131.989 54.0913
132.020 50.5038
132.052 47.2940
132.083 44.3900
132.114 41.7682
132.146 39.3769
132.177 37.2020
132.207 35.2902
132.237 33.5346
132.267 31.9127
132.297 30.4107
132.327 29.0124
132.357 27.7167
132.387 26.5094
132.417 25.3827
132.447 24.3259
132.476 23.3398
132.506 22.4150
132.536 21.5465
132.566 20.7298
132.596 19.9609
132.626 19.2359
132.656 18.5517
132.687 17.8737
132.719 17.2362
132.781 16.0630
132.844 15.0123
132.907 14.0678
132.969 13.2159
133.032 12.4450
133.095 11.7454
133.157 11.1088
133.203 10.6815
133.249 10.2813
133.294 9.90621
133.340 9.55428
133.385 9.22377
133.431 8.91309
133.522 8.34566
133.613 7.84211
133.705 7.39436
133.796 6.99580
133.887 6.64137
133.950 6.42044
134.012 6.21682
134.075 6.02943
134.138 5.85732
134.200 5.69968
134.263 5.55582
134.326 5.42517
134.388 5.30743
134.451 5.20189
134.514 5.10850
134.577 5.02710
134.639 4.95769
134.702 4.90033
134.765 4.85526
134.827 4.82283
134.890 4.80355
134.981 4.80037
135.055 4.82138
135.129 4.86588
135.203 4.93673
135.278 5.03771
135.352 5.17366
135.389 5.25677
135.426 5.35091
135.463 5.45769
135.500 5.57781
135.537 5.71303
135.574 5.86506
135.625 6.10753
135.676 6.39288
135.702 6.55452
135.728 6.72957
135.753 6.92086
135.779 7.12858
135.805 7.35629
135.830 7.60449
135.856 7.87779
135.882 8.17723
135.907 8.50897
135.933 8.87506
135.959 9.28402
135.984 9.73969
136.000 10.0467
136.016 10.3775
136.031 10.7350
136.047 11.1197
136.063 11.5406
136.078 11.9995
136.094 12.5016
136.110 13.0493
136.125 13.6567
136.141 14.3284
136.157 15.0740
136.172 15.8991
136.188 16.8268
136.204 17.8599
136.219 19.0286
136.235 20.3372
136.247 21.4768
136.259 22.7204
136.271 24.0893
136.283 25.5971
136.296 27.2587
136.308 29.0903
136.320 31.1093
136.332 33.3344
136.344 35.8071
136.356 38.5084
136.368 41.4802
136.380 44.7463
136.392 48.3317
136.405 52.2622
136.417 56.5644
136.429 61.2654
136.437 64.5629
136.444 68.0045
136.452 71.6857
136.460 75.5208
136.468 79.6154
136.476 83.8729
136.484 88.3504
136.491 93.0545
136.499 98.0559
136.507 103.234
136.515 108.727
136.523 114.400
136.531 120.404
136.539 126.590
136.546 133.035
136.554 139.742
136.561 145.803
136.568 152.063
136.575 158.524
136.581 165.084
136.588 171.938
136.595 178.987
136.608 193.550
136.622 208.960
136.635 224.948
136.649 241.573
136.662 258.771
136.672 270.912
136.681 283.261
136.700 308.318
136.708 319.990
136.722 339.747
136.737 359.385
136.757 386.774
136.785 424.406
136.801 443.981
136.816 462.318
136.832 479.420
136.848 494.940
136.863 508.669
136.879 520.350
136.893 528.811
136.906 535.571
136.925 541.932
136.943 544.841
136.950 545.040
136.964 544.013
136.984 538.915
137.005 529.670
137.021 519.841
137.037 507.821
137.053 493.785
137.069 477.931
137.082 463.770
137.095 448.667
137.121 416.296
137.136 395.292
137.152 373.726
137.184 329.853
137.216 286.434
137.232 265.370
137.248 245.074
137.264 225.417
137.279 206.638
137.295 188.821
137.311 172.128
137.327 156.389
137.343 141.823
137.351 134.858
137.359 128.249
137.367 121.906
137.375 115.825
137.383 109.932
137.390 104.369
137.398 98.9916
137.406 93.9276
137.414 89.0433
137.422 84.4544
137.430 80.0381
137.438 75.8977
137.446 71.9211
137.454 68.2005
137.462 64.6338
137.470 61.3028
137.478 58.1152
137.486 55.1430
137.494 52.3378
137.502 49.6919
137.514 45.8724
137.526 42.3940
137.539 39.2303
137.551 36.3782
137.563 33.7669
137.575 31.3981
137.588 29.2501
137.600 27.3180
137.612 25.5513
137.624 23.9494
137.637 22.4961
137.649 21.1871
137.661 19.9875
137.673 18.9048
137.686 17.9102
137.698 17.0100
137.714 15.9512
137.730 15.0060
137.746 14.1595
137.761 13.4031
137.777 12.7160
137.793 12.0936
137.809 11.5278
137.825 11.0143
137.841 10.5408
137.857 10.1054
137.873 9.70364
137.888 9.33393
137.904 8.98834
137.920 8.66647
137.936 8.36589
137.952 8.08618
137.977 7.68420
138.001 7.31948
138.026 6.98438
138.050 6.67780
138.075 6.39401
138.099 6.13264
138.124 5.89020
138.148 5.66476
138.173 5.45380
138.197 5.25755
138.222 5.07314
138.246 4.90093
