Se-76(n,g) ENDFB-8.0
0.378125 21.9355
0.387500 21.6673
0.396875 21.4088
0.406250 21.1594
0.425000 20.6854
0.443750 20.2412
0.462500 19.8241
0.500000 19.0625
0.531250 18.4905
0.562500 17.9655
0.593750 17.4823
0.625000 17.0359
0.687500 16.2359
0.750000 15.5379
0.812500 14.9220
0.875000 14.3746
0.937500 13.8826
1.00000 13.4358
1.06250 13.0289
1.12500 12.6563
1.18750 12.3134
1.25000 11.9965
1.37500 11.4285
1.50000 10.9327
1.62500 10.4949
1.75000 10.1057
1.87500 9.75568
2.00000 9.43749
2.18750 9.01222
2.37500 8.63835
2.56250 8.30595
2.75000 8.00844
2.93750 7.73957
3.12500 7.49441
3.31250 7.27013
3.50000 7.06392
3.68750 6.87345
3.87500 6.69679
4.25000 6.37873
4.62500 6.09961
5.00000 5.85227
5.31250 5.66617
5.62500 5.49526
5.93750 5.33777
6.25000 5.19201
6.87500 4.93027
7.50000 4.70125
8.12500 4.49857
8.75000 4.31767
9.37500 4.15469
10.0000 4.00660
10.6250 3.87140
11.2500 3.74728
11.8750 3.63279
12.5000 3.52672
13.7500 3.33598
15.0000 3.16879
16.2500 3.02059
17.5000 2.88808
18.7500 2.76854
20.0000 2.65981
21.8750 2.51386
23.7500 2.38491
25.6250 2.26981
27.5000 2.16630
29.3750 2.07246
31.2500 1.98681
33.1250 1.90826
35.0000 1.83588
36.8750 1.76891
38.7500 1.70669
40.6250 1.64869
42.5000 1.59447
46.2500 1.49584
50.0000 1.40831
53.1250 1.34246
56.2500 1.28208
59.3750 1.22651
62.5000 1.17516
65.6250 1.12755
68.7500 1.08326
71.8750 1.04194
75.0000 1.00330
78.1250 0.967070
81.2500 0.933029
84.3750 0.900980
87.5000 0.870775
93.7500 0.815207
100.000 0.765273
106.250 0.720183
112.500 0.679274
118.750 0.642002
125.000 0.607916
131.250 0.576639
137.500 0.547852
143.750 0.521286
150.000 0.496708
156.250 0.473918
162.500 0.452742
168.750 0.433031
175.000 0.414652
181.250 0.397489
187.500 0.381441
193.750 0.366419
200.000 0.352350
211.802 0.328152
223.605 0.306698
235.407 0.287670
247.210 0.270857
253.111 0.263210
259.012 0.256133
264.913 0.249454
270.814 0.243297
276.716 0.237751
282.617 0.232779
288.518 0.228437
294.419 0.224812
298.585 0.222797
302.750 0.221245
306.916 0.220189
311.081 0.219728
314.726 0.220169
318.371 0.221082
322.016 0.223012
325.661 0.226142
327.483 0.228196
329.306 0.230749
331.128 0.233706
332.951 0.237218
334.773 0.241493
336.595 0.246286
338.418 0.252123
340.240 0.259038
341.802 0.265990
343.364 0.274068
344.927 0.283484
346.489 0.294503
348.051 0.307465
348.832 0.314803
349.613 0.322776
350.394 0.331406
351.175 0.340929
351.956 0.351388
352.737 0.362881
353.692 0.378530
354.646 0.396212
355.601 0.416283
356.555 0.439177
357.033 0.451846
357.510 0.465431
357.987 0.480022
358.465 0.495718
358.942 0.512632
359.419 0.530889
359.896 0.550635
360.374 0.572031
360.938 0.599692
361.502 0.630203
362.066 0.663981
362.630 0.701657
363.194 0.743843
363.758 0.791202
364.322 0.844601
364.604 0.873884
364.886 0.905093
365.364 0.962812
365.841 1.02751
366.080 1.06285
366.318 1.10038
366.557 1.14032
366.796 1.18285
367.034 1.22822
367.273 1.27667
367.512 1.32852
367.750 1.38405
367.989 1.44365
368.228 1.50768
368.466 1.57661
368.705 1.65091
368.965 1.73884
369.226 1.83475
369.486 1.93977
369.746 2.05505
370.007 2.18204
370.267 2.32225
370.527 2.47764
370.788 2.65047
371.015 2.81823
371.243 3.00352
371.471 3.20897
371.699 3.43761
371.813 3.56174
371.927 3.69308
372.041 3.83221
372.154 3.97976
372.268 4.13643
372.382 4.30300
372.496 4.48033
372.610 4.66941
372.691 4.81231
372.773 4.96200
372.854 5.11931
372.935 5.28436
373.017 5.45810
373.098 5.64072
373.180 5.83332
373.220 5.93349
373.261 6.03612
373.321 6.19215
373.380 6.35456
373.440 6.52371
373.500 6.69968
373.559 6.88348
373.619 7.07493
373.679 7.27515
373.738 7.48396
373.792 7.68245
373.847 7.88887
373.887 8.04961
373.928 8.21551
373.969 8.38678
374.009 8.56368
374.050 8.74646
374.091 8.93539
374.132 9.13074
374.172 9.33232
374.205 9.49925
374.237 9.67034
374.270 9.84682
374.302 10.0278
374.335 10.2146
374.367 10.4063
374.400 10.6037
374.432 10.8069
374.462 10.9994
374.492 11.1965
374.522 11.3992
374.552 11.6077
374.582 11.8230
374.611 12.0438
374.641 12.2711
374.671 12.5052
374.701 12.7472
374.731 12.9958
374.761 13.2529
374.790 13.5171
374.820 13.7907
374.850 14.0720
374.880 14.3625
374.910 14.6625
374.953 15.1174
374.997 15.5949
375.040 16.0967
375.083 16.6244
375.127 17.1800
375.170 17.7656
375.214 18.3835
375.257 19.0348
375.287 19.5063
375.317 19.9950
375.346 20.5054
375.376 21.0352
375.406 21.5892
375.436 22.1651
375.466 22.7661
375.496 23.3940
375.525 24.0527
375.555 24.7397
375.585 25.4592
375.615 26.2134
375.645 27.0076
375.675 27.8390
375.704 28.7133
375.734 29.6337
375.764 30.6069
375.794 31.6303
375.824 32.7151
375.854 33.8585
375.883 35.0735
375.913 36.3573
375.943 37.7201
375.973 39.1685
376.003 40.7151
376.033 42.3575
376.062 44.1096
376.092 45.9808
376.122 47.9885
376.152 50.1304
376.182 52.4255
376.211 54.8869
376.230 56.5496
376.249 58.2898
376.268 60.1115
376.287 62.0191
376.306 64.0171
376.325 66.1103
376.344 68.3036
376.363 70.5898
376.382 72.9985
376.401 75.5233
376.420 78.1700
376.439 80.9296
376.458 83.8374
376.477 86.8855
376.496 90.0805
376.515 93.4108
376.545 99.0060
376.575 105.005
376.605 111.474
376.635 118.401
376.664 125.858
376.694 133.826
376.724 142.356
376.754 151.476
376.784 161.245
376.814 171.624
376.843 182.704
376.873 194.433
376.903 206.907
376.933 220.055
376.963 233.930
376.993 248.536
377.022 263.926
377.052 279.992
377.082 296.772
377.112 314.247
377.142 332.455
377.172 351.240
377.201 370.620
377.231 390.548
377.291 431.875
377.350 474.524
377.470 561.210
377.540 611.100
377.611 657.940
377.670 694.011
377.730 725.829
377.781 748.882
377.831 767.699
377.882 781.927
377.933 791.258
377.966 794.655
378.000 795.740
378.017 795.414
378.072 790.363
378.127 779.357
378.182 762.643
378.236 740.707
378.278 720.731
378.320 698.288
378.362 673.689
378.404 647.326
378.445 620.094
378.486 591.761
378.567 533.127
378.671 457.611
378.723 420.774
378.775 385.119
378.816 358.135
378.857 332.240
378.898 307.540
378.939 284.175
378.980 262.083
379.021 241.405
379.062 222.049
379.102 204.100
379.143 187.444
379.184 172.087
379.225 157.978
379.266 145.087
379.307 133.287
379.348 122.564
379.368 117.550
379.388 112.795
379.409 108.266
379.429 103.954
379.461 97.6809
379.492 91.8742
379.524 86.5017
379.556 81.5479
379.587 76.9519
379.619 72.7020
379.650 68.7718
379.682 65.1472
379.713 61.7818
379.745 58.6655
379.777 55.7779
379.808 53.1081
379.840 50.6218
379.871 48.3115
379.903 46.1624
379.934 44.1670
379.975 41.7747
380.016 39.5845
380.057 37.5747
380.098 35.7306
380.139 34.0261
380.180 32.4548
380.221 30.9958
380.261 29.6447
380.302 28.3847
380.343 27.2101
380.384 26.1129
380.425 25.0885
380.466 24.1257
380.507 23.2235
380.547 22.3725
380.588 21.5727
380.629 20.8160
380.670 20.1010
380.752 18.7850
380.833 17.6010
380.915 16.5310
380.997 15.5590
381.079 14.6750
381.160 13.8674
381.242 13.1273
381.324 12.4463
381.406 11.8195
381.487 11.2399
381.569 10.7040
381.651 10.2061
381.733 9.74383
381.814 9.31322
381.896 8.91139
381.978 8.53535
382.059 8.18374
382.141 7.85404
382.223 7.54446
382.305 7.25302
382.386 6.97897
382.468 6.72063
382.550 6.47679
382.713 6.02819
382.877 5.62598
383.040 5.26391
383.204 4.93697
383.367 4.64036
383.531 4.37074
383.694 4.12464
383.857 3.89964
383.984 3.73860
384.110 3.58775
384.236 3.44623
384.363 3.31329
384.489 3.18823
384.615 3.07044
384.742 2.95934
384.868 2.85443
385.120 2.66139
385.373 2.48815
385.626 2.33210
385.878 2.19106
386.042 2.10687
386.205 2.02775
386.369 1.95328
386.532 1.88316
386.696 1.81697
386.859 1.75450
387.186 1.63950
387.513 1.53626
387.840 1.44328
388.167 1.35921
388.494 1.28295
388.717 1.23494
388.939 1.18985
389.162 1.14747
389.385 1.10759
389.831 1.03457
390.277 0.969475
390.723 0.911100
391.168 0.858501
391.614 0.810965
392.060 0.767895
392.387 0.738816
392.714 0.711667
393.041 0.686273
393.368 0.662484
393.694 0.640167
394.021 0.619203
394.675 0.580912
395.329 0.546863
395.983 0.516455
396.637 0.489180
397.290 0.464618
397.825 0.446291
398.360 0.429389
398.895 0.413791
399.430 0.399378
399.965 0.385957
400.500 0.373431
401.035 0.361744
401.570 0.350834
402.640 0.331073
403.710 0.313685
404.780 0.298296
405.850 0.284605
406.741 0.274312
407.633 0.264905
408.524 0.256283
409.416 0.248356
410.308 0.241051
411.199 0.234299
412.091 0.228059
412.982 0.222335
414.765 0.211880
416.549 0.202744
418.332 0.194710
420.115 0.187596
422.017 0.180855
423.919 0.174851
425.821 0.169469
427.723 0.164617
429.625 0.160219
431.527 0.156229
435.331 0.149203
439.135 0.143199
442.939 0.138007
446.743 0.133459
450.547 0.129427
456.729 0.123758
462.911 0.118912
469.092 0.114657
475.274 0.110936
481.455 0.107576
487.637 0.104516
493.819 0.101710
500.000 0.0991335
507.737 0.0962391
515.474 0.0935426
523.211 0.0910290
530.948 0.0887684
546.422 0.0846798
561.897 0.0811987
577.371 0.0781853
592.845 0.0756681
600.582 0.0745614
608.319 0.0736040
623.793 0.0719768
632.234 0.0713285
640.674 0.0708292
649.114 0.0704811
657.555 0.0703007
667.402 0.0703901
677.249 0.0708077
687.096 0.0715999
692.020 0.0720910
696.943 0.0727578
701.867 0.0735665
706.791 0.0745304
711.714 0.0756632
716.638 0.0769837
721.561 0.0785151
726.485 0.0802852
731.409 0.0823294
736.332 0.0846980
740.904 0.0872514
745.476 0.0901875
750.048 0.0934663
754.620 0.0973107
759.192 0.101736
763.764 0.106870
766.050 0.109746
768.335 0.112847
770.621 0.116194
772.907 0.119821
776.248 0.125696
779.589 0.132341
781.260 0.135971
782.930 0.139877
784.601 0.144015
786.271 0.148458
787.942 0.153219
789.612 0.158291
791.283 0.163787
792.953 0.169642
794.624 0.175977
796.294 0.182721
797.965 0.190086
799.635 0.198065
801.570 0.208154
803.504 0.219270
805.438 0.231558
807.372 0.245185
809.307 0.260350
811.241 0.277290
813.175 0.296293
814.142 0.306672
815.109 0.317699
815.945 0.327772
816.780 0.338379
817.615 0.349608
818.451 0.361513
819.286 0.374125
819.703 0.380709
820.121 0.387489
820.539 0.394477
820.956 0.401679
821.374 0.409108
821.792 0.416770
822.275 0.425948
822.517 0.430663
822.759 0.435466
823.001 0.440359
823.242 0.445343
823.484 0.450422
823.726 0.455594
823.968 0.460868
824.209 0.466242
824.451 0.471721
824.693 0.477304
824.935 0.482998
825.177 0.488805
825.418 0.494726
825.660 0.500762
825.858 0.505794
826.056 0.510907
826.254 0.516105
826.451 0.521389
826.649 0.526766
826.847 0.532230
826.946 0.534997
827.045 0.537788
827.144 0.540602
827.243 0.543441
827.375 0.547264
827.479 0.550325
827.583 0.553410
827.688 0.556524
827.792 0.559666
827.897 0.562837
828.001 0.566038
828.210 0.572527
828.441 0.579842
828.671 0.587308
828.902 0.594931
829.133 0.602714
829.364 0.610663
829.595 0.618781
829.825 0.627074
830.056 0.635542
830.298 0.644617
830.540 0.653901
830.782 0.663401
831.023 0.673119
831.265 0.683071
831.507 0.693260
831.749 0.703693
831.990 0.714374
832.232 0.725319
832.474 0.736534
832.716 0.748026
832.958 0.759805
833.199 0.771881
833.441 0.784264
833.683 0.796964
833.925 0.809992
834.167 0.823359
834.408 0.837078
834.650 0.851161
834.892 0.865615
835.134 0.880465
835.375 0.895720
835.617 0.911395
835.859 0.927499
836.035 0.939503
836.211 0.951745
836.387 0.964248
836.562 0.977003
836.738 0.990032
836.914 1.00333
837.266 1.03077
837.617 1.05941
837.969 1.08930
838.321 1.12052
838.672 1.15315
838.914 1.17645
839.156 1.20049
839.398 1.22531
839.640 1.25092
839.881 1.27738
840.123 1.30471
840.365 1.33296
840.607 1.36215
840.848 1.39236
841.090 1.42361
841.332 1.45596
841.574 1.48946
841.816 1.52416
842.057 1.56012
842.299 1.59740
842.541 1.63605
842.783 1.67618
843.025 1.71784
843.266 1.76110
843.508 1.80607
843.750 1.85281
843.992 1.90144
844.234 1.95205
844.475 2.00473
844.717 2.05963
844.959 2.11687
845.201 2.17657
845.442 2.23886
845.684 2.30393
845.926 2.37193
846.168 2.44304
846.409 2.51741
846.607 2.58091
846.805 2.64683
847.003 2.71536
847.201 2.78661
847.399 2.86077
847.596 2.93793
847.794 3.01828
847.992 3.10200
848.190 3.18932
848.388 3.28037
848.586 3.37540
848.783 3.47465
848.981 3.57839
849.179 3.68690
849.377 3.80047
849.575 3.91943
849.816 4.07268
850.058 4.23518
850.300 4.40768
850.542 4.59102
850.784 4.78611
851.025 4.99395
851.267 5.21570
851.509 5.45248
851.751 5.70592
851.992 5.97747
852.234 6.26889
852.476 6.58215
852.718 6.91946
852.960 7.28334
853.201 7.67662
853.443 8.10232
853.685 8.56445
853.927 9.06704
854.169 9.61487
854.410 10.2134
854.531 10.5337
854.652 10.8691
854.773 11.2206
854.894 11.5892
855.015 11.9760
855.136 12.3822
855.257 12.8092
855.377 13.2578
855.498 13.7304
855.619 14.2283
855.740 14.7531
855.861 15.3069
855.982 15.8917
856.103 16.5097
856.224 17.1635
856.345 17.8551
856.465 18.5885
856.586 19.3666
856.707 20.1926
856.828 21.0704
856.949 22.0042
857.070 22.9984
857.191 24.0581
857.312 25.1876
857.444 26.5085
857.575 27.9290
857.707 29.4582
857.839 31.1060
857.971 32.8833
858.103 34.8017
858.235 36.8737
858.367 39.1108
858.488 41.3214
858.609 43.6953
858.729 46.2438
858.850 48.9784
858.971 51.9103
859.092 55.0501
859.213 58.4071
859.334 61.9861
859.462 66.0360
859.590 70.3477
859.718 74.9190
859.847 79.7412
859.975 84.7985
860.103 90.0664
860.231 95.5108
860.359 101.087
860.711 116.574
860.887 124.061
861.063 131.073
861.238 137.363
861.414 142.687
861.502 144.915
861.590 146.820
861.678 148.381
861.766 149.579
861.883 150.591
862.000 150.913
862.117 150.540
862.213 149.727
862.308 148.472
862.403 146.791
862.498 144.707
862.593 142.244
862.689 139.439
862.784 136.325
862.879 132.940
863.070 125.506
863.260 117.461
863.641 100.697
863.793 94.0857
863.945 87.6822
864.098 81.5501
864.250 75.7378
864.402 70.2725
864.555 65.1769
864.707 60.4504
864.859 56.0865
865.010 52.1200
865.160 48.4767
865.311 45.1363
865.461 42.0792
865.611 39.2792
865.762 36.7184
865.912 34.3726
866.062 32.2253
866.226 30.0843
866.390 28.1357
866.554 26.3585
866.718 24.7352
866.882 23.2490
867.046 21.8876
867.210 20.6375
867.374 19.4877
867.525 18.5127
867.675 17.6068
867.826 16.7639
867.976 15.9789
868.126 15.2459
868.277 14.5614
868.427 13.9206
868.577 13.3206
868.728 12.7576
868.878 12.2288
869.029 11.7317
869.179 11.2642
869.329 10.8233
869.480 10.4078
869.630 10.0152
869.780 9.64444
869.931 9.29342
870.081 8.96103
870.382 8.34735
870.682 7.79414
870.983 7.29382
871.284 6.83976
871.585 6.42676
871.885 6.04995
872.186 5.70526
872.405 5.47262
872.624 5.25404
872.842 5.04833
873.061 4.85450
873.280 4.67166
873.498 4.49899
873.717 4.33574
873.936 4.18121
874.373 3.89589
874.811 3.63875
875.248 3.40623
875.685 3.19534
875.986 3.06153
876.287 2.93603
876.588 2.81814
876.888 2.70726
877.189 2.60281
877.490 2.50437
877.790 2.41146
878.091 2.32368
878.693 2.16201
879.294 2.01685
879.895 1.88601
880.497 1.76767
881.098 1.66028
881.700 1.56256
882.301 1.47337
882.903 1.39177
883.504 1.31690
884.106 1.24809
884.707 1.18469
885.308 1.12622
885.883 1.07453
886.457 1.02643
887.031 0.981566
887.605 0.939654
888.179 0.900476
888.753 0.863815
889.327 0.829467
889.901 0.797246
890.475 0.766985
891.050 0.738534
891.624 0.711757
892.198 0.686530
892.772 0.662744
893.346 0.640296
894.494 0.599059
895.697 0.560529
896.900 0.526189
898.103 0.495551
899.306 0.468222
900.509 0.443894
901.712 0.422337
902.914 0.403400
904.117 0.387021
904.773 0.379173
905.430 0.372121
906.086 0.365902
906.742 0.360574
907.398 0.356219
908.054 0.352944
908.710 0.350891
909.366 0.350264
909.886 0.350989
910.405 0.353027
910.925 0.356645
911.444 0.362187
911.963 0.370127
912.223 0.375191
912.483 0.381121
912.743 0.388047
913.002 0.396125
913.262 0.405546
913.522 0.416546
913.795 0.430147
914.068 0.446237
914.342 0.465355
914.479 0.476262
914.615 0.488195
914.752 0.501298
914.889 0.515708
915.025 0.531593
915.162 0.549156
915.299 0.568635
915.435 0.590319
915.572 0.614559
915.709 0.641763
915.859 0.675818
915.934 0.694732
916.009 0.715092
916.085 0.737072
916.160 0.760874
916.235 0.786744
916.310 0.814937
916.385 0.845885
916.461 0.879993
916.536 0.917800
916.611 0.959975
916.686 1.00735
916.761 1.06096
916.837 1.12208
916.874 1.15594
916.912 1.19221
916.953 1.23502
916.994 1.28150
917.035 1.33207
917.076 1.38719
917.117 1.44739
917.158 1.51327
917.199 1.58547
917.240 1.66472
917.281 1.75204
917.322 1.84790
917.363 1.95347
917.404 2.06982
917.445 2.19813
917.486 2.33967
917.527 2.49583
917.568 2.66812
917.609 2.85815
917.650 3.06768
917.691 3.29857
917.732 3.55281
917.773 3.83252
917.814 4.13993
917.855 4.47738
917.896 4.84732
917.933 5.21730
917.971 5.61877
918.009 6.05379
918.046 6.52447
918.084 7.03292
918.121 7.58128
918.159 8.17167
918.197 8.80618
918.234 9.48685
918.272 10.2156
918.309 10.9944
918.347 11.8248
918.385 12.7086
918.422 13.6470
918.460 14.6413
918.497 15.6895
918.538 16.9009
918.579 18.1811
918.620 19.5300
918.661 20.9471
918.702 22.4313
918.743 23.9808
918.784 25.5933
918.825 27.2659
918.900 30.4768
918.976 33.8479
919.051 37.3422
919.126 40.9155
919.242 46.4703
919.358 51.8722
919.434 55.1752
919.509 58.2449
919.584 61.0248
919.659 63.4469
919.707 64.7814
919.755 65.9347
919.830 67.3623
919.881 68.0476
919.932 68.4926
920.000 68.7064
920.055 68.5579
920.111 68.1231
920.162 67.4598
920.214 66.5590
920.268 65.3819
920.321 63.9757
920.375 62.3551
920.429 60.5390
920.507 57.5901
920.585 54.3404
920.692 49.5124
920.799 44.4480
920.906 39.3193
921.014 34.2981
921.065 31.9768
921.116 29.7225
921.167 27.5460
921.218 25.4599
921.269 23.4635
921.321 21.5665
921.372 19.7727
921.423 18.0879
921.477 16.4322
921.530 14.8966
921.557 14.1723
921.584 13.4765
921.611 12.8090
921.637 12.1693
921.664 11.5546
921.691 10.9691
921.718 10.4097
921.745 9.87589
921.772 9.36699
921.798 8.88233
921.825 8.42119
921.852 7.98284
921.896 7.31210
921.940 6.69718
921.984 6.13472
922.006 5.87269
922.027 5.62246
922.049 5.38255
922.071 5.15473
922.093 4.93651
922.115 4.72947
922.137 4.53133
922.159 4.34351
922.181 4.16469
922.203 3.99452
922.225 3.83190
922.247 3.67797
922.269 3.53097
922.291 3.39190
922.313 3.25916
922.335 3.13365
922.378 2.90122
922.422 2.69122
922.466 2.50203
922.510 2.33164
922.554 2.17851
922.581 2.09208
922.608 2.01129
922.634 1.93547
922.661 1.86429
922.688 1.79745
922.715 1.73466
922.742 1.67565
922.768 1.62016
922.822 1.51866
922.876 1.42880
922.929 1.34886
922.983 1.27753
923.037 1.21355
923.090 1.15617
923.144 1.10441
923.197 1.05753
923.251 1.01490
923.305 0.975991
923.358 0.940327
923.412 0.907516
923.500 0.859060
923.587 0.816186
923.675 0.777841
923.763 0.743369
923.851 0.712105
923.938 0.683651
924.026 0.657596
924.114 0.633634
924.202 0.611489
924.289 0.591003
924.377 0.571951
924.465 0.554227
924.640 0.522182
924.816 0.494039
924.952 0.474403
925.089 0.456478
925.225 0.440056
925.362 0.424964
925.498 0.411053
925.635 0.398195
925.771 0.386280
925.908 0.375218
926.181 0.355290
926.454 0.337867
926.727 0.322514
926.999 0.308895
927.272 0.296729
927.545 0.285805
927.818 0.275943
928.091 0.267003
928.364 0.258856
928.637 0.251405
928.910 0.244565
929.183 0.238264
929.729 0.227024
930.275 0.217281
930.821 0.208730
931.367 0.201154
931.991 0.193477
932.615 0.186662
933.239 0.180556
