Kr-86(n,tot) ENDFB-8.0
11613.0 5.39195
11613.3 5.40621
11613.6 5.42362
11613.8 5.44467
11614.1 5.47087
11614.4 5.50084
11614.7 5.53589
11614.9 5.57641
11615.2 5.62449
11615.5 5.67687
11615.8 5.73515
11616.0 5.79912
11616.3 5.86836
11616.6 5.94219
11617.1 6.09978
11617.5 6.22603
11617.9 6.34892
11618.4 6.46169
11618.8 6.55748
11619.2 6.62278
11619.5 6.66653
11619.8 6.68511
11620.0 6.68740
11620.2 6.68497
11620.5 6.66783
11620.7 6.64014
11621.0 6.60131
11621.2 6.55240
11621.5 6.49467
11621.8 6.42961
11622.1 6.35033
11622.3 6.26618
11622.9 6.09219
11623.5 5.92384
11623.8 5.84577
11624.1 5.77328
11624.4 5.69633
11624.8 5.63051
11625.1 5.57192
11625.4 5.52374
11625.8 5.48244
11626.1 5.44970
11626.4 5.42331
11626.8 5.40237
11627.1 5.38557
11627.4 5.37306
11627.8 5.36355
11628.1 5.35640
11628.3 5.35346
11628.4 5.35094
11628.8 5.34704
11629.1 5.34418
11629.4 5.34208
11629.6 5.34104
11629.8 5.34022
11630.2 5.33894
11630.6 5.33804
11631.0 5.33740
11631.5 5.33690
11631.9 5.33653
11632.7 5.33596
11633.5 5.33554
11634.3 5.33522
11635.1 5.33496
11635.9 5.33475
11637.5 5.33441
11639.1 5.33417
11640.8 5.33398
11642.4 5.33383
11644.2 5.33369
11646.1 5.33358
11648.0 5.33348
11649.8 5.33340
11651.7 5.33334
11653.5 5.33328
11657.2 5.33318
11660.9 5.33310
11664.6 5.33302
11668.3 5.33296
11672.0 5.33290
11677.1 5.33283
11682.2 5.33276
11687.3 5.33270
11692.4 5.33264
11697.5 5.33258
11702.6 5.33252
11712.8 5.33241
11723.0 5.33230
11733.2 5.33220
11743.4 5.33209
11753.6 5.33199
11771.2 5.33181
11788.8 5.33163
11806.4 5.33145
11824.0 5.33127
11859.3 5.33092
11894.5 5.33056
11929.7 5.33021
11964.9 5.32986
12035.4 5.32915
12102.1 5.32847
12168.8 5.32780
12302.3 5.32645
12569.2 5.32374
12895.4 5.32041
13221.7 5.31706
13874.2 5.31029
14526.6 5.30343
15179.1 5.29649
15460.9 5.29346
15742.6 5.29043
16024.4 5.28738
16306.1 5.28433
16587.9 5.28129
16869.6 5.27828
17151.4 5.27531
17292.3 5.27387
17433.1 5.27247
17536.9 5.27148
17640.7 5.27053
17744.5 5.26964
17848.3 5.26881
17952.2 5.26810
18056.0 5.26755
18159.8 5.26722
18263.6 5.26720
18359.9 5.26767
18408.1 5.26811
18456.3 5.26879
18504.5 5.26973
18552.7 5.27105
18600.9 5.27286
18649.1 5.27529
18697.3 5.27870
18745.5 5.28336
18793.7 5.29002
18817.8 5.29441
18841.9 5.29974
18871.6 5.30803
18901.2 5.31892
18930.9 5.33349
18960.5 5.35366
18980.0 5.37133
18999.5 5.39403
19018.9 5.42385
19038.4 5.46389
19048.6 5.49069
19058.8 5.52280
19069.0 5.56178
19079.2 5.60962
19089.4 5.66929
19099.5 5.74486
19109.7 5.84266
19119.9 5.97181
19125.0 6.05261
19130.1 6.14779
19135.2 6.26075
19140.3 6.39589
19145.4 6.56006
19150.5 6.76174
19153.1 6.88030
19155.6 7.01323
19158.2 7.16291
19160.7 7.33157
19164.4 7.62050
19166.3 7.78819
19168.1 7.97299
19170.0 8.17961
19171.8 8.40911
19173.7 8.66649
19175.5 8.95641
19176.8 9.17896
19178.1 9.41999
19179.4 9.68583
19180.6 9.97522
19181.9 10.2962
19183.2 10.6476
19184.5 11.0398
19185.7 11.4722
19187.0 11.9581
19188.3 12.4978
19189.6 13.1093
19190.8 13.7943
19192.1 14.5775
19193.4 15.4633
19194.0 15.9571
19194.7 16.4781
19195.3 17.0462
19195.9 17.6474
19196.7 18.4337
19197.4 19.2829
19198.2 20.2266
19199.0 21.2505
19199.7 22.3938
19200.5 23.6401
19201.2 25.0189
19202.0 26.5478
19202.6 27.9859
19203.2 29.5615
19203.9 31.2896
19204.5 33.1558
19205.2 35.2368
19205.8 37.4858
19206.4 39.9936
19207.1 42.7007
19207.7 45.7121
19208.3 49.0042
19209.0 52.5913
19209.6 56.4196
19210.2 60.6133
19210.9 65.0353
19211.5 69.8081
19212.1 74.7520
19212.9 80.9750
19213.7 87.2902
19215.2 99.8471
19215.9 105.722
19216.7 111.053
19217.4 115.629
19217.8 117.595
19218.2 119.253
19218.6 120.964
19219.1 122.182
19219.5 122.927
19220.0 123.186
19220.4 123.028
19220.8 122.537
19221.1 121.718
19221.5 120.617
19221.9 119.186
19222.3 117.519
19222.6 115.544
19223.0 113.388
19223.8 108.336
19224.5 102.704
19225.3 96.6437
19226.0 90.3573
19227.1 81.1041
19228.2 72.2142
19228.8 68.0084
19229.3 63.9985
19229.9 60.2011
19230.4 56.6260
19230.9 53.4535
19231.5 50.4817
19232.0 47.7063
19232.5 45.1208
19233.0 42.7168
19233.5 40.4847
19234.1 38.4144
19234.6 36.4953
19235.3 34.1003
19236.0 31.9416
19236.7 29.9947
19237.4 28.2605
19238.1 26.6689
19238.8 25.2274
19239.5 23.9193
19240.2 22.7460
19240.8 21.9417
19241.3 21.1895
19241.8 20.4854
19242.3 19.8255
19243.4 18.6248
19244.4 17.5730
19245.4 16.6298
19246.5 15.7892
19247.5 15.0372
19248.5 14.3681
19249.6 13.7592
19250.6 13.2089
19251.7 12.7099
19252.7 12.2604
19253.7 11.8463
19254.8 11.4678
19255.8 11.1209
19256.8 10.8051
19258.6 10.3115
19260.4 9.88303
19262.2 9.50676
19264.0 9.17445
19265.8 8.87955
19267.6 8.61669
19269.4 8.38143
19271.2 8.17006
19273.3 7.95036
19275.3 7.75554
19277.4 7.58037
19279.5 7.42375
19283.6 7.15405
19287.8 6.93186
19292.3 6.73124
19296.8 6.56474
19301.4 6.42513
19305.9 6.30716
19314.2 6.13236
19322.5 5.99786
19330.8 5.89218
19339.1 5.80762
19347.4 5.73888
19355.7 5.68224
19372.3 5.59522
19387.4 5.53734
19402.5 5.49290
19417.5 5.45809
19432.6 5.43031
19456.8 5.39619
19480.9 5.37091
19493.0 5.36067
19523.2 5.34002
19553.4 5.32448
19586.6 5.31146
19619.8 5.30139
19653.0 5.29340
19686.1 5.28694
19719.3 5.28164
19752.5 5.27716
19785.7 5.27335
19818.9 5.27010
19885.3 5.26475
19951.7 5.26053
20000.0 5.25797
20068.2 5.25489
20136.4 5.25224
20204.6 5.24995
20272.8 5.24790
20409.2 5.24436
20545.6 5.24132
20704.7 5.23817
20863.8 5.23529
21023.0 5.23259
21182.1 5.23002
21500.4 5.22511
21818.6 5.22037
22182.3 5.21506
22546.0 5.20976
22909.8 5.20446
23091.6 5.20179
23569.0 5.19473
23807.7 5.19115
24046.4 5.18755
24285.1 5.18392
24523.8 5.18027
24762.5 5.17661
24881.8 5.17479
25001.1 5.17298
25066.5 5.17200
25131.9 5.17103
25197.2 5.17007
25262.6 5.16914
25327.9 5.16824
25360.6 5.16781
25393.3 5.16740
25426.0 5.16701
25458.6 5.16665
25491.3 5.16632
25524.0 5.16605
25546.7 5.16591
25569.5 5.16581
25592.2 5.16579
25614.9 5.16585
25637.7 5.16605
25649.0 5.16622
25660.4 5.16645
25671.8 5.16676
25683.1 5.16718
25694.5 5.16775
25705.9 5.16851
25714.0 5.16922
25722.2 5.17010
25730.4 5.17124
25738.5 5.17274
25746.7 5.17474
25750.8 5.17601
25754.9 5.17750
25759.0 5.17929
25763.0 5.18145
25767.1 5.18408
25771.2 5.18735
25774.8 5.19094
25778.3 5.19546
25781.9 5.20126
25785.4 5.20891
25789.0 5.21937
25790.8 5.22611
25792.5 5.23419
25794.3 5.24413
25796.1 5.25647
25797.9 5.27234
25799.6 5.29320
25801.0 5.31554
25802.5 5.34613
25803.2 5.36640
25803.9 5.39181
25804.6 5.42473
25805.3 5.46878
25806.0 5.52951
25806.4 5.56917
25806.7 5.61516
25807.1 5.67176
25807.4 5.73769
25807.8 5.81903
25808.1 5.91379
25808.5 6.03044
25808.9 6.16580
25809.2 6.33144
25809.6 6.52221
25809.9 6.75357
25810.3 7.01731
25810.6 7.33351
25811.0 7.68948
25811.3 8.02409
25811.6 8.39736
25811.9 8.81163
25812.1 9.26897
25812.4 9.77107
25812.7 10.3192
25813.0 10.9140
25813.3 11.5326
25813.6 12.2186
25813.9 12.9492
25814.2 13.7220
25814.5 14.5337
25815.0 16.2556
25815.6 18.0374
25816.5 20.9799
25817.0 22.4005
25817.5 23.6919
25817.7 24.3379
25818.0 24.9134
25818.2 25.4604
25818.4 25.9299
25818.7 26.3874
25819.0 26.7520
25819.2 27.0088
25819.4 27.1945
25819.6 27.3198
25819.9 27.3821
25820.0 27.3920
25820.4 27.2933
25820.7 27.0498
25821.1 26.5691
25821.5 26.0246
25821.8 25.3804
25822.1 24.6343
25822.4 23.8258
25822.8 22.9186
25823.1 21.9818
25823.5 20.8784
25823.8 19.7734
25824.5 17.5384
25824.9 16.4090
25825.2 15.3425
25825.6 14.3187
25825.9 13.3467
25826.4 12.1353
25826.6 11.5848
25826.8 11.0634
25827.1 10.5715
25827.3 10.1093
25827.5 9.67657
25827.8 9.27307
25828.0 8.88250
25828.2 8.53657
25828.5 8.21746
25828.7 7.92406
25828.9 7.65520
25829.2 7.40959
25829.4 7.18592
25829.6 6.98283
25829.9 6.79137
25830.1 6.62609
25830.5 6.34354
25831.0 6.11655
25831.5 5.93569
25831.9 5.79255
25832.4 5.67984
25832.8 5.59135
25833.3 5.52194
25833.7 5.47381
25834.1 5.43467
25834.5 5.40268
25834.9 5.37638
25835.7 5.33633
25836.5 5.30775
25837.3 5.28647
25838.1 5.26999
25839.7 5.24588
25841.3 5.22891
25842.9 5.21627
25844.5 5.20655
25846.1 5.19892
25848.2 5.19109
25850.3 5.18510
25852.4 5.18041
25854.5 5.17668
25856.6 5.17366
25858.6 5.17119
25862.8 5.16740
25867.0 5.16468
25871.2 5.16269
25875.4 5.16120
25879.6 5.16006
25884.7 5.15898
25889.9 5.15817
25895.1 5.15755
25900.2 5.15706
25905.4 5.15666
25910.6 5.15634
25920.9 5.15585
25931.2 5.15550
25941.6 5.15522
25951.9 5.15501
25962.2 5.15482
25977.0 5.15459
25991.7 5.15438
26006.5 5.15419
26021.3 5.15400
26036.0 5.15382
26050.8 5.15363
26065.6 5.15345
26080.3 5.15326
26109.8 5.15288
26139.4 5.15250
26168.9 5.15210
26198.4 5.15170
26237.8 5.15116
26277.1 5.15061
26316.5 5.15005
26355.9 5.14950
26434.6 5.14838
26513.3 5.14728
26599.9 5.14610
26686.5 5.14497
26773.1 5.14391
26859.7 5.14298
26946.3 5.14221
27032.9 5.14171
27076.2 5.14158
27119.5 5.14160
27162.8 5.14171
27206.1 5.14204
27241.6 5.14250
27277.0 5.14316
27312.4 5.14409
27347.9 5.14536
27383.3 5.14707
27418.7 5.14937
27454.2 5.15245
27489.6 5.15673
27525.0 5.16271
27542.7 5.16659
27560.4 5.17128
27578.2 5.17698
27595.9 5.18398
27613.6 5.19265
27631.3 5.20372
27650.0 5.21896
27668.7 5.23944
27678.0 5.25243
27687.4 5.26787
27696.7 5.28628
27706.1 5.30870
27716.9 5.34135
27727.7 5.38379
27738.6 5.44047
27749.4 5.51845
27755.8 5.57917
27762.2 5.65520
27768.6 5.75286
27775.0 5.88061
27779.6 6.00111
27784.3 6.15342
27786.7 6.24512
27789.0 6.34981
27791.3 6.47011
27793.7 6.60875
27796.4 6.79935
27799.1 7.02907
27800.4 7.16241
27801.8 7.31052
27803.1 7.47570
27804.5 7.66071
27805.8 7.86070
27807.1 8.08397
27808.4 8.33838
27809.7 8.62542
27811.0 8.95633
27812.3 9.33454
27813.5 9.77321
27814.2 10.0214
27814.8 10.2863
27815.5 10.5928
27816.2 10.9230
27816.9 11.2908
27817.5 11.6897
27818.2 12.1368
27818.9 12.6253
27819.6 13.1769
27820.2 13.7844
27820.9 14.4765
27821.6 15.2576
27822.3 16.1434
27822.9 17.1368
27823.3 17.6935
27823.6 18.2897
27824.0 18.9291
27824.3 19.6153
27824.6 20.3524
27825.0 21.1450
27825.3 21.9978
27825.7 22.8879
27826.2 24.3649
27826.6 25.9784
27827.1 27.7750
27827.6 29.7743
27828.1 31.9962
27828.6 34.4606
27829.1 37.1867
27829.6 40.1917
27829.9 42.4485
27830.3 44.8505
27830.6 47.4001
27830.9 50.0986
27831.3 52.9455
27831.6 55.9385
27832.0 59.0732
27832.3 62.2450
27833.0 69.1442
27833.6 76.3323
27835.0 91.3757
27835.8 100.316
27836.2 104.559
27836.6 108.478
27837.0 112.212
27837.4 115.602
27837.9 118.594
27838.3 121.083
27838.7 123.281
27839.1 124.872
27839.6 125.823
27840.0 126.115
27840.4 125.845
27840.8 125.081
27841.1 123.837
27841.5 122.131
27841.9 119.987
27842.3 117.439
27842.7 114.521
27843.0 111.365
27843.4 107.938
27843.8 104.283
27844.5 96.4610
27846.0 80.0535
27846.7 71.7279
27847.5 63.8358
27847.9 60.1069
27848.3 56.5433
27848.6 53.1555
27849.0 49.9503
27849.4 46.8542
27849.8 44.0266
27850.2 41.3837
27850.6 38.9214
27850.9 36.6339
27851.3 34.5141
27851.7 32.5537
27852.1 30.7441
27852.4 29.4159
27852.7 28.2114
27853.0 27.0431
27853.3 25.9846
27853.6 24.9585
27853.8 24.0291
27854.1 23.1573
27854.4 22.3394
27854.7 21.5463
27855.0 20.8274
27855.3 20.1297
27855.6 19.4967
27856.2 18.3228
27856.8 17.3010
27857.2 16.6785
27857.5 16.1168
27857.9 15.5951
27858.3 15.1100
27858.7 14.6581
27859.1 14.2366
27859.8 13.4746
27860.6 12.8057
27861.3 12.2154
27862.1 11.6917
27862.9 11.2249
27863.6 10.8016
27864.4 10.4262
27865.2 10.0873
27865.9 9.78020
27866.7 9.49755
27867.4 9.24330
27868.2 9.01075
27869.0 8.79748
27870.4 8.43438
27871.9 8.12468
27873.3 7.85650
27874.8 7.62266
27876.2 7.41749
27877.7 7.23647
27879.1 7.07594
27880.6 6.93290
27882.1 6.79824
27883.6 6.67868
27886.7 6.47467
27889.7 6.30746
27892.8 6.16957
27895.8 6.05375
27898.8 5.95605
27904.9 5.80061
27911.0 5.68407
27917.1 5.59447
27921.8 5.53869
27926.5 5.49208
27935.9 5.41880
27945.3 5.36435
27954.8 5.32292
27962.0 5.29757
27969.2 5.27640
27983.5 5.24335
27997.9 5.21912
28012.3 5.20066
28030.0 5.18346
28047.8 5.17049
28069.9 5.15829
28092.0 5.14916
28109.7 5.14339
28138.5 5.13602
28167.3 5.13039
28196.1 5.12597
28224.9 5.12242
28253.7 5.11948
28282.5 5.11704
28311.2 5.11487
28340.0 5.11298
28375.5 5.11095
28410.9 5.10915
28481.7 5.10605
28552.6 5.10337
28623.4 5.10097
28694.3 5.09874
28765.2 5.09663
28836.0 5.09459
28906.9 5.09260
28999.9 5.09003
29092.9 5.08748
29278.9 5.08238
29464.8 5.07722
29650.8 5.07195
29836.8 5.06654
30022.8 5.06094
30394.8 5.04916
30819.9 5.03451
31245.1 5.01833
31670.2 5.00024
32059.9 4.98155
32449.6 4.96035
32839.3 4.93596
33229.0 4.90741
33530.1 4.88151
33831.3 4.85128
34132.4 4.81553
34433.5 4.77208
34628.4 4.73844
34823.2 4.69916
35018.1 4.65261
35212.9 4.59643
35425.5 4.51972
35531.8 4.47324
35638.0 4.41966
35735.5 4.36269
35832.9 4.29635
35930.3 4.21813
36027.7 4.12446
36125.2 4.00991
36173.9 3.94256
36222.6 3.86680
36271.3 3.78090
36320.0 3.68275
36368.7 3.56960
36417.4 3.43769
36448.4 3.34167
36479.4 3.23468
36510.4 3.11415
36541.4 2.97774
36565.8 2.85732
36590.1 2.72324
36614.5 2.57305
36626.7 2.49106
36638.9 2.40404
36658.8 2.24929
36668.8 2.16561
36678.7 2.07745
36688.7 1.98430
36698.6 1.88611
36708.6 1.78237
36718.6 1.67268
36730.8 1.53007
36742.9 1.37770
36755.1 1.21533
36761.2 1.13041
36767.3 1.04326
36774.8 0.932965
36782.2 0.819822
36797.2 0.588397
36804.7 0.472611
36808.4 0.415616
36812.1 0.359961
36815.9 0.305871
36819.6 0.254214
36823.3 0.205420
36827.1 0.160672
36829.3 0.136364
36831.5 0.114220
36833.7 0.0943419
36835.9 0.0772458
36838.1 0.0631651
36839.3 0.0574245
36840.4 0.0526702
36841.5 0.0488807
36842.6 0.0461924
36843.7 0.0446295
36844.8 0.0442970
36845.9 0.0452713
36846.7 0.0467664
