Os-184(n,tot) ENDFB-8.0
0.0781250 1717.39
0.0812500 1684.22
0.0843750 1652.91
0.0875000 1623.30
0.0906250 1595.23
0.0937500 1568.58
0.0968750 1543.23
0.100000 1519.07
0.103125 1496.03
0.106250 1474.01
0.109375 1452.94
0.112500 1432.75
0.115625 1413.39
0.118750 1394.80
0.121875 1376.93
0.125000 1359.73
0.128125 1343.17
0.131250 1327.21
0.134375 1311.82
0.137500 1296.96
0.143750 1268.71
0.150000 1242.21
0.156250 1217.31
0.162500 1193.85
0.168750 1171.71
0.175000 1150.77
0.181250 1130.93
0.187500 1112.08
0.193750 1094.17
0.200000 1077.11
0.209375 1052.97
0.218750 1030.37
0.228125 1009.18
0.237500 989.251
0.246875 970.470
0.256250 952.731
0.265625 935.939
0.275000 920.015
0.284375 904.884
0.293750 890.485
0.303125 876.759
0.312500 863.655
0.321875 851.129
0.331250 839.138
0.340625 827.646
0.350000 816.619
0.359375 806.026
0.368750 795.841
0.378125 786.036
0.387500 776.592
0.396875 767.493
0.406250 758.723
0.425000 742.048
0.443750 726.416
0.462500 711.820
0.500000 685.026
0.531250 664.824
0.562500 646.361
0.593750 629.377
0.625000 613.770
0.687500 585.731
0.750000 561.190
0.812500 539.543
0.875000 520.262
0.937500 502.945
1.00000 487.280
1.06250 473.020
1.12500 459.966
1.18750 447.958
1.25000 436.906
1.37500 417.069
1.50000 399.722
1.62500 384.420
1.75000 370.791
1.87500 358.549
2.00000 347.491
2.18750 332.711
2.37500 319.701
2.56250 308.148
2.75000 297.799
2.93750 288.458
3.12500 279.971
3.31250 272.215
3.50000 265.109
3.87500 252.461
4.25000 241.510
4.62500 231.921
5.00000 223.430
5.31250 217.052
5.62500 211.217
5.93750 205.848
6.25000 200.896
6.87500 192.018
7.50000 184.266
8.12499 177.426
8.74999 171.334
9.37499 165.862
9.68749 163.370
9.76562 162.753
9.80468 162.482
9.81445 162.446
9.82421 162.447
9.83398 162.514
9.83886 162.586
9.84374 162.693
9.84862 162.846
9.85351 163.057
9.85839 163.340
9.86327 163.712
9.86816 164.194
9.87060 164.484
9.87304 164.810
9.87548 165.177
9.87792 165.587
9.88036 166.045
9.88280 166.556
9.88525 167.123
9.88769 167.751
9.89013 168.445
9.89257 169.210
9.89501 170.052
9.89745 170.975
9.89989 171.986
9.90234 173.089
9.90478 174.292
9.90722 175.599
9.90966 177.017
9.91210 178.551
9.91454 180.208
9.91698 181.992
9.91943 183.910
9.92187 185.967
9.92431 188.170
9.92675 190.521
9.92919 193.028
9.93163 195.692
9.93407 198.519
9.93652 201.511
9.93896 204.672
9.94140 208.004
9.94384 211.510
9.94628 215.189
9.94872 219.044
9.95116 223.070
9.95361 227.271
9.95605 231.641
9.96093 240.882
9.96581 250.763
9.97069 261.239
9.97558 272.250
9.98046 283.723
9.99023 307.737
9.99999 332.526
10.0000 503.447
10.4688 492.113
10.9375 481.567
11.4063 471.724
11.8750 462.510
12.5000 450.891
13.1250 440.166
13.7500 430.228
14.3750 420.805
15.0000 412.012
16.0000 399.095
17.0000 387.400
17.5000 381.953
18.7500 369.098
20.0000 357.531
21.2500 347.054
22.1875 339.702
23.1250 332.825
25.0000 320.305
26.8750 309.046
28.7500 298.957
30.0000 292.725
31.2500 286.887
32.5000 281.404
35.0000 271.253
37.5000 262.175
40.0000 253.996
41.8750 248.333
43.7500 243.056
45.6250 238.125
47.5000 233.502
50.0000 227.690
52.5000 222.317
55.0000 217.331
57.5000 212.638
60.0000 208.254
62.5000 204.148
66.2500 198.395
70.0000 193.130
73.7500 188.252
77.5000 183.749
81.2500 179.573
85.0000 175.689
88.7500 172.015
92.5000 168.575
96.2500 165.346
100.000 162.307
104.688 158.757
109.375 155.448
114.063 152.354
118.750 149.451
125.000 145.802
131.250 142.426
137.500 139.292
143.750 136.342
150.000 133.584
156.250 130.999
163.125 128.312
170.000 125.795
175.000 124.061
187.500 120.002
200.000 116.341
212.500 113.017
221.875 110.690
231.250 108.510
240.625 106.462
250.000 104.533
268.750 100.958
287.500 97.7477
300.000 95.7662
312.500 93.9074
325.000 92.1592
337.500 90.4972
350.000 88.9269
375.000 86.0298
400.000 83.4137
418.750 81.6360
437.500 79.9757
456.250 78.4204
475.000 76.9595
500.000 75.1272
525.000 73.4292
550.000 71.8497
575.000 70.3655
600.000 68.9762
625.000 67.6719
662.500 65.8467
700.000 64.1717
737.500 62.6353
775.000 61.2125
812.500 59.8900
850.000 58.6563
887.500 57.4930
925.000 56.4014
962.500 55.3744
1000.00 54.4059
1046.88 53.3094
1093.75 52.2833
1140.63 51.3203
1187.50 50.4141
1250.00 49.2786
1312.50 48.2240
1375.00 47.2412
1437.50 46.3179
1500.00 45.4520
1562.50 44.6379
1631.25 43.7928
1700.00 42.9986
1750.00 42.4502
1875.00 41.1688
2000.00 40.0076
2125.00 38.9485
2218.75 38.2088
2312.50 37.5137
2406.25 36.8588
2500.00 36.2405
2687.50 35.0958
2875.00 34.0627
3000.00 33.4253
3125.00 32.8258
3250.00 32.2604
3375.00 31.7240
3500.00 31.2159
3750.00 30.2755
4000.00 29.4228
4187.50 28.8680
4375.00 28.3476
4750.00 27.3965
5000.00 26.8188
5250.00 26.2810
5500.00 25.7785
5750.00 25.3065
6000.00 24.8630
6500.00 24.0503
7000.00 23.3222
7375.00 22.8375
7750.00 22.3862
8125.00 21.9648
8500.00 21.5698
9250.00 20.8482
10000.0 20.2046
10625.0 19.7463
11250.0 19.3238
11875.0 18.9325
12500.0 18.5686
13750.0 17.9108
15000.0 17.3308
16000.0 16.9126
17000.0 16.5290
18500.0 16.0085
20000.0 15.5432
22500.0 14.9029
25000.0 14.3526
27500.0 13.8723
30000.0 13.4479
32500.0 13.0809
35000.0 12.7501
37500.0 12.4497
40000.0 12.1750
45000.0 11.7172
50000.0 11.3222
55000.0 10.9764
60000.0 10.6699
65000.0 10.4081
70000.0 10.1714
80000.0 9.76801
90000.0 9.42548
100000 9.12927
105000 9.00879
110000 8.89539
120000 8.68712
120457 8.67813
120460 8.67807
122845 8.62832
125230 8.58220
127615 8.53945
130000 8.49983
132500 8.45505
135000 8.41187
137500 8.37022
140000 8.33003
145000 8.24987
150000 8.17500
160000 8.03590
170000 7.92518
180000 7.82219
190000 7.72600
200000 7.63584
212500 7.52775
225000 7.43277
228125 7.40825
231250 7.38446
234375 7.36137
235938 7.35008
237500 7.33896
239063 7.32800
240625 7.31720
242188 7.30657
243750 7.29609
245313 7.28576
246875 7.27559
248438 7.26557
250000 7.25569
250000 7.25569
251563 7.24777
253125 7.23997
254688 7.23229
256250 7.22473
257813 7.21729
259375 7.20995
260938 7.20273
262500 7.19561
264063 7.18861
265625 7.18171
267188 7.17492
268750 7.16824
270313 7.16165
271875 7.15517
273438 7.14878
275000 7.14250
276563 7.13558
278125 7.12876
279688 7.12203
281250 7.11540
282813 7.10886
284375 7.10242
285938 7.09606
287500 7.08980
289063 7.08362
290625 7.07753
292188 7.07152
293750 7.06561
295313 7.05977
296875 7.05402
298438 7.04835
300000 7.04276
302684 7.03073
305367 7.01895
308051 7.00742
310734 6.99614
313418 6.98509
316101 6.97428
318785 6.96369
321469 6.95333
324152 6.94319
326836 6.93327
329519 6.92355
332203 6.91404
334886 6.90474
337570 6.89564
340254 6.88673
342937 6.87801
345621 6.86948
348304 6.86113
350988 6.85297
353671 6.84499
356355 6.83718
359038 6.82954
361722 6.82207
364406 6.81477
367089 6.80763
369773 6.80064
372456 6.79382
375140 6.78715
377823 6.78064
380507 6.77427
383191 6.76805
385874 6.76197
385874 6.76197
385874 6.76197
385874 6.76197
387640 6.75723
389406 6.75255
391172 6.74793
392937 6.74337
394703 6.73887
396469 6.73442
398234 6.73004
400000 6.72571
400000 6.72571
400000 6.72571
401563 6.72323
403125 6.72078
406250 6.71597
409375 6.71129
412500 6.70672
415625 6.70228
418750 6.69796
421875 6.69375
425000 6.68966
428125 6.68567
431250 6.68180
434375 6.67804
437500 6.67438
440625 6.67083
443750 6.66738
446875 6.66403
450000 6.66078
453125 6.65763
456250 6.65457
459375 6.65161
462500 6.64875
465625 6.64597
468750 6.64329
471875 6.64070
475000 6.63819
478125 6.63577
481250 6.63343
484375 6.63119
487500 6.62902
490625 6.62693
493750 6.62493
496875 6.62300
500000 6.62115
500000 6.62115
500000 6.62115
503125 6.61747
506250 6.61387
509375 6.61034
512500 6.60689
515625 6.60352
518750 6.60021
521875 6.59698
525000 6.59382
528125 6.59073
531250 6.58770
534375 6.58475
537500 6.58186
540625 6.57904
543750 6.57629
546875 6.57359
550000 6.57097
553125 6.56840
556250 6.56590
559375 6.56346
562500 6.56107
565625 6.55875
568750 6.55649
571875 6.55428
575000 6.55214
578125 6.55004
581250 6.54801
584375 6.54603
587500 6.54410
590625 6.54223
593750 6.54041
596875 6.53865
600000 6.53693
600000 6.53693
600000 6.53693
603125 6.53559
606250 6.53429
609375 6.53302
612500 6.53179
615625 6.53060
618750 6.52944
621875 6.52831
625000 6.52722
628125 6.52616
631250 6.52513
634375 6.52413
637500 6.52317
640625 6.52224
643750 6.52134
646875 6.52048
650000 6.51964
653125 6.51884
656250 6.51806
659375 6.51732
662500 6.51660
665625 6.51591
668750 6.51526
671875 6.51463
675000 6.51403
678125 6.51346
681250 6.51291
684375 6.51239
687500 6.51190
690625 6.51144
693750 6.51100
696875 6.51059
700000 6.51021
700000 6.51021
700000 6.51021
702450 6.50993
704899 6.50966
707349 6.50940
709798 6.50916
712248 6.50892
714697 6.50869
717147 6.50848
719596 6.50828
722046 6.50808
724495 6.50790
726945 6.50773
729394 6.50757
731844 6.50742
734294 6.50728
736743 6.50715
739193 6.50703
741642 6.50692
744092 6.50683
746541 6.50674
748991 6.50666
751440 6.50659
753890 6.50653
756339 6.50648
758789 6.50644
761238 6.50641
763688 6.50639
766137 6.50638
768587 6.50638
771037 6.50638
773486 6.50640
775936 6.50643
778385 6.50646
778385 6.50646
778385 6.50646
781087 6.50631
783789 6.50617
786491 6.50604
789193 6.50591
791894 6.50579
794596 6.50568
797298 6.50558
800000 6.50549
803125 6.50522
806250 6.50495
809375 6.50469
812500 6.50445
815625 6.50421
818750 6.50398
821875 6.50377
825000 6.50356
828125 6.50337
831250 6.50318
834375 6.50300
837500 6.50283
840625 6.50268
843750 6.50253
846875 6.50239
850000 6.50225
853125 6.50213
856250 6.50202
859375 6.50192
862500 6.50182
865625 6.50173
868750 6.50166
871875 6.50159
875000 6.50153
878125 6.50147
881250 6.50143
884375 6.50140
887500 6.50137
890625 6.50135
893750 6.50134
896875 6.50134
900000 6.50134
902997 6.50117
905994 6.50101
908991 6.50086
911988 6.50072
914984 6.50058
917981 6.50045
920978 6.50032
923975 6.50021
926972 6.50010
929969 6.49999
932966 6.49990
935963 6.49980
938959 6.49972
941956 6.49964
944953 6.49957
947950 6.49951
954456 6.49881
960963 6.49825
967469 6.49782
973975 6.49753
980481 6.49736
986988 6.49732
993494 6.49741
1.00000E+06 6.49762
1.00298E+06 6.49790
1.00596E+06 6.49819
1.00895E+06 6.49849
1.01193E+06 6.49879
1.01491E+06 6.49910
1.01789E+06 6.49943
1.02087E+06 6.49975
1.02386E+06 6.50009
1.02684E+06 6.50044
1.02982E+06 6.50079
1.03280E+06 6.50115
1.03578E+06 6.50151
1.03877E+06 6.50189
1.04175E+06 6.50227
1.04473E+06 6.50266
1.04771E+06 6.50306
1.04772E+06 6.50305
1.05262E+06 6.50338
1.05752E+06 6.50377
1.06243E+06 6.50423
1.06733E+06 6.50474
1.07224E+06 6.50530
1.07714E+06 6.50593
1.08205E+06 6.50661
1.08695E+06 6.50735
1.09348E+06 6.50798
1.10000E+06 6.50874
1.10313E+06 6.50911
1.10625E+06 6.50948
1.10938E+06 6.50986
1.11250E+06 6.51025
1.11563E+06 6.51065
1.11875E+06 6.51105
1.12188E+06 6.51146
1.12500E+06 6.51188
1.12813E+06 6.51230
1.13125E+06 6.51274
1.13438E+06 6.51318
1.13750E+06 6.51363
1.14375E+06 6.51454
1.15000E+06 6.51549
1.15625E+06 6.51646
1.16250E+06 6.51747
1.16875E+06 6.51849
1.17500E+06 6.51955
1.18125E+06 6.52063
1.18750E+06 6.52174
1.19375E+06 6.52288
1.20000E+06 6.52404
1.20731E+06 6.52544
1.21462E+06 6.52686
1.21463E+06 6.52685
1.21891E+06 6.52763
1.22319E+06 6.52843
1.22748E+06 6.52927
1.23176E+06 6.53013
1.23489E+06 6.53068
1.23802E+06 6.53124
1.24115E+06 6.53180
1.24428E+06 6.53236
1.24741E+06 6.53293
1.25054E+06 6.53350
1.25368E+06 6.53408
1.25681E+06 6.53466
1.25994E+06 6.53524
1.26307E+06 6.53583
1.26620E+06 6.53642
1.26933E+06 6.53702
1.27246E+06 6.53761
1.27559E+06 6.53822
1.27872E+06 6.53882
1.28185E+06 6.53943
1.28185E+06 6.53943
1.28639E+06 6.54024
1.29093E+06 6.54106
1.29546E+06 6.54188
1.30000E+06 6.54271
1.30625E+06 6.54399
1.31250E+06 6.54527
1.31875E+06 6.54655
1.32500E+06 6.54784
1.33125E+06 6.54914
1.33750E+06 6.55045
1.34375E+06 6.55176
1.35000E+06 6.55307
1.35625E+06 6.55439
1.36250E+06 6.55572
1.36875E+06 6.55705
1.37500E+06 6.55839
1.38125E+06 6.55974
1.38750E+06 6.56109
1.39375E+06 6.56244
1.40000E+06 6.56380
1.40721E+06 6.56546
1.41441E+06 6.56713
1.41441E+06 6.56713
1.41984E+06 6.56836
1.42527E+06 6.56960
1.43070E+06 6.57084
1.43613E+06 6.57210
1.43613E+06 6.57210
1.43832E+06 6.57259
1.44051E+06 6.57309
1.44270E+06 6.57358
1.44489E+06 6.57407
1.44708E+06 6.57457
1.44927E+06 6.57506
1.45146E+06 6.57555
1.45365E+06 6.57605
1.45944E+06 6.57729
1.46524E+06 6.57854
1.47103E+06 6.57980
1.47683E+06 6.58107
1.48262E+06 6.58236
1.48841E+06 6.58366
1.49421E+06 6.58497
1.50000E+06 6.58629
1.50886E+06 6.58837
1.51430E+06 6.58960
1.51975E+06 6.59084
1.52519E+06 6.59209
1.53064E+06 6.59334
1.53608E+06 6.59461
1.54152E+06 6.59588
1.54697E+06 6.59716
1.55241E+06 6.59845
1.55836E+06 6.59977
1.56431E+06 6.60109
1.57026E+06 6.60242
1.57621E+06 6.60376
1.58215E+06 6.60510
1.58810E+06 6.60645
1.59405E+06 6.60780
1.60000E+06 6.60916
1.60551E+06 6.61042
1.61102E+06 6.61168
1.61652E+06 6.61294
1.62203E+06 6.61420
1.62961E+06 6.61592
1.64050E+06 6.61837
1.64205E+06 6.61872
1.64359E+06 6.61906
1.64514E+06 6.61941
1.64668E+06 6.61976
1.64668E+06 6.61976
1.65001E+06 6.62048
1.65335E+06 6.62120
1.65668E+06 6.62192
1.66001E+06 6.62264
1.66334E+06 6.62337
1.66668E+06 6.62410
1.67001E+06 6.62483
1.67334E+06 6.62557
1.67667E+06 6.62630
1.68001E+06 6.62704
1.68334E+06 6.62778
1.68667E+06 6.62852
1.69000E+06 6.62927
1.69334E+06 6.63002
1.69667E+06 6.63077
1.70000E+06 6.63152
1.70729E+06 6.63309
1.70729E+06 6.63309
1.71693E+06 6.63516
1.71693E+06 6.63516
1.72759E+06 6.63744
1.72759E+06 6.63744
1.73212E+06 6.63837
1.73664E+06 6.63930
1.74117E+06 6.64023
1.74569E+06 6.64117
1.75022E+06 6.64211
1.75474E+06 6.64305
1.75927E+06 6.64399
1.76380E+06 6.64493
1.76832E+06 6.64588
1.77285E+06 6.64683
1.77737E+06 6.64778
1.78190E+06 6.64873
1.78642E+06 6.64968
1.79095E+06 6.65064
1.79548E+06 6.65160
1.80000E+06 6.65256
1.80156E+06 6.65285
1.80313E+06 6.65315
1.80469E+06 6.65344
1.80625E+06 6.65374
1.80781E+06 6.65403
1.80938E+06 6.65433
1.81094E+06 6.65462
1.81250E+06 6.65492
1.81406E+06 6.65521
1.81563E+06 6.65551
1.81719E+06 6.65580
1.81875E+06 6.65610
1.82031E+06 6.65639
1.82188E+06 6.65669
1.82344E+06 6.65698
1.82500E+06 6.65728
1.82656E+06 6.65758
1.82813E+06 6.65787
1.82969E+06 6.65817
1.83125E+06 6.65847
1.83281E+06 6.65876
1.83438E+06 6.65906
1.83594E+06 6.65936
1.83750E+06 6.65965
1.83906E+06 6.65995
1.84063E+06 6.66025
1.84219E+06 6.66054
1.84375E+06 6.66084
1.84531E+06 6.66114
1.84688E+06 6.66144
1.84844E+06 6.66174
1.85000E+06 6.66203
1.85156E+06 6.66233
1.85313E+06 6.66263
1.85469E+06 6.66293
1.85625E+06 6.66323
1.85781E+06 6.66352
1.85938E+06 6.66382
1.86094E+06 6.66412
1.86250E+06 6.66442
1.86406E+06 6.66472
1.86563E+06 6.66502
1.86719E+06 6.66532
1.86875E+06 6.66562
1.87031E+06 6.66592
1.87188E+06 6.66622
1.87344E+06 6.66652
1.87500E+06 6.66682
1.87656E+06 6.66712
1.87813E+06 6.66742
1.87969E+06 6.66772
1.88125E+06 6.66802
1.88281E+06 6.66832
1.88438E+06 6.66862
1.88594E+06 6.66892
1.88750E+06 6.66922
1.88906E+06 6.66952
1.89063E+06 6.66982
1.89219E+06 6.67012
1.89375E+06 6.67042
1.89531E+06 6.67072
1.89688E+06 6.67103
1.89844E+06 6.67133
1.90000E+06 6.67163
1.90313E+06 6.67214
1.90625E+06 6.67265
1.90938E+06 6.67315
1.91250E+06 6.67366
1.91563E+06 6.67417
1.91875E+06 6.67469
1.92188E+06 6.67520
1.92500E+06 6.67571
1.92813E+06 6.67622
1.93125E+06 6.67674
1.93438E+06 6.67725
1.93750E+06 6.67776
1.94063E+06 6.67828
1.94375E+06 6.67880
1.94688E+06 6.67931
1.95000E+06 6.67983
1.95313E+06 6.68035
1.95625E+06 6.68087
1.95938E+06 6.68139
1.96250E+06 6.68191
1.96563E+06 6.68243
1.96875E+06 6.68295
1.97188E+06 6.68347
1.97500E+06 6.68399
1.97813E+06 6.68451
1.98125E+06 6.68504
1.98438E+06 6.68556
1.98750E+06 6.68609
1.99063E+06 6.68661
1.99375E+06 6.68714
1.99688E+06 6.68766
2.00000E+06 6.68819
2.00781E+06 6.68894
2.01563E+06 6.68969
2.02344E+06 6.69045
2.03125E+06 6.69122
2.03906E+06 6.69200
2.04688E+06 6.69278
2.05469E+06 6.69358
2.06250E+06 6.69438
2.07031E+06 6.69519
2.07813E+06 6.69600
2.08594E+06 6.69683
2.09375E+06 6.69766
2.10156E+06 6.69850
2.10938E+06 6.69934
2.11719E+06 6.70020
2.12500E+06 6.70106
2.13281E+06 6.70192
2.14063E+06 6.70280
2.14844E+06 6.70368
2.15625E+06 6.70456
2.16406E+06 6.70546
2.17188E+06 6.70636
2.17969E+06 6.70727
2.18750E+06 6.70818
2.19531E+06 6.70910
2.20313E+06 6.71003
2.21094E+06 6.71096
2.21875E+06 6.71190
2.22656E+06 6.71285
2.23438E+06 6.71380
2.24219E+06 6.71476
2.25000E+06 6.71572
2.25781E+06 6.71589
2.26563E+06 6.71605
2.27344E+06 6.71623
2.28125E+06 6.71640
2.28906E+06 6.71658
2.29688E+06 6.71676
2.30469E+06 6.71694
2.31250E+06 6.71713
2.32031E+06 6.71731
2.32813E+06 6.71750
2.33594E+06 6.71770
2.34375E+06 6.71789
2.35156E+06 6.71809
2.35938E+06 6.71829
2.36719E+06 6.71850
2.37500E+06 6.71870
2.38281E+06 6.71891
2.39063E+06 6.71912
2.39844E+06 6.71934
2.40625E+06 6.71955
2.41406E+06 6.71977
2.42188E+06 6.71999
2.42969E+06 6.72022
2.43750E+06 6.72045
2.44531E+06 6.72067
2.45313E+06 6.72091
2.46094E+06 6.72114
2.46875E+06 6.72137
2.47656E+06 6.72161
2.48438E+06 6.72185
2.49219E+06 6.72210
2.50000E+06 6.72234
2.50781E+06 6.72169
2.51563E+06 6.72105
2.52344E+06 6.72042
2.53125E+06 6.71980
2.53906E+06 6.71919
2.54688E+06 6.71859
2.55469E+06 6.71799
2.56250E+06 6.71741
2.57031E+06 6.71683
2.57813E+06 6.71626
2.58594E+06 6.71570
2.59375E+06 6.71515
2.60156E+06 6.71461
2.60938E+06 6.71407
2.61719E+06 6.71355
2.62500E+06 6.71303
2.63281E+06 6.71252
2.64063E+06 6.71202
2.64844E+06 6.71152
2.65625E+06 6.71104
2.66406E+06 6.71056
2.67188E+06 6.71009
2.67969E+06 6.70962
2.68750E+06 6.70917
2.69531E+06 6.70872
2.70313E+06 6.70828
2.71094E+06 6.70784
2.71875E+06 6.70742
2.72656E+06 6.70700
2.73438E+06 6.70658
2.74219E+06 6.70618
2.75000E+06 6.70578
2.75764E+06 6.70459
2.76529E+06 6.70341
2.77293E+06 6.70223
2.78057E+06 6.70106
2.78821E+06 6.69990
2.79586E+06 6.69875
2.80350E+06 6.69759
2.81114E+06 6.69645
2.81878E+06 6.69531
2.82643E+06 6.69418
2.83407E+06 6.69305
2.84171E+06 6.69193
2.84935E+06 6.69082
2.85700E+06 6.68971
2.86464E+06 6.68861
2.87228E+06 6.68751
2.88425E+06 6.68577
2.89683E+06 6.68392
2.90942E+06 6.68209
2.92200E+06 6.68027
2.93458E+06 6.67847
2.94716E+06 6.67668
2.95975E+06 6.67491
2.97233E+06 6.67315
2.98491E+06 6.67141
2.99246E+06 6.67035
3.00000E+06 6.66930
3.01347E+06 6.66553
3.02694E+06 6.66180
3.04041E+06 6.65809
3.05387E+06 6.65442
3.06734E+06 6.65078
