Os-184(n,tot) ENDFB-8.0
3.08081E+06 6.64716
3.09428E+06 6.64358
3.10775E+06 6.64002
3.12121E+06 6.63649
3.13468E+06 6.63299
3.14815E+06 6.62952
3.16162E+06 6.62608
3.17509E+06 6.62266
3.18855E+06 6.61927
3.20202E+06 6.61591
3.21549E+06 6.61257
3.22793E+06 6.60942
3.24037E+06 6.60629
3.24848E+06 6.60421
3.25660E+06 6.60213
3.26471E+06 6.60006
3.27282E+06 6.59800
3.28094E+06 6.59595
3.28905E+06 6.59391
3.29717E+06 6.59188
3.30528E+06 6.58985
3.31339E+06 6.58784
3.32151E+06 6.58583
3.32962E+06 6.58384
3.33773E+06 6.58185
3.35396E+06 6.57790
3.37019E+06 6.57399
3.38641E+06 6.57011
3.40264E+06 6.56627
3.41887E+06 6.56246
3.43509E+06 6.55868
3.45132E+06 6.55494
3.46755E+06 6.55122
3.48377E+06 6.54754
3.50000E+06 6.54389
3.51439E+06 6.53845
3.52877E+06 6.53305
3.52878E+06 6.53304
3.53870E+06 6.52932
3.54863E+06 6.52561
3.55856E+06 6.52192
3.56849E+06 6.51825
3.57791E+06 6.51475
3.58733E+06 6.51127
3.59675E+06 6.50780
3.60618E+06 6.50435
3.61560E+06 6.50092
3.62502E+06 6.49750
3.63444E+06 6.49410
3.64386E+06 6.49071
3.65609E+06 6.48628
3.66831E+06 6.48188
3.68054E+06 6.47750
3.69276E+06 6.47314
3.70499E+06 6.46881
3.71721E+06 6.46451
3.72944E+06 6.46023
3.74166E+06 6.45598
3.75376E+06 6.45174
3.76586E+06 6.44753
3.77796E+06 6.44335
3.79006E+06 6.43919
3.80108E+06 6.43536
3.81210E+06 6.43155
3.82312E+06 6.42776
3.83414E+06 6.42399
3.84516E+06 6.42024
3.85618E+06 6.41651
3.86721E+06 6.41279
3.87823E+06 6.40910
3.88925E+06 6.40542
3.90027E+06 6.40175
3.91129E+06 6.39811
3.92231E+06 6.39448
3.93333E+06 6.39087
3.94435E+06 6.38728
3.95537E+06 6.38371
3.96639E+06 6.38015
3.98320E+06 6.37468
4.00000E+06 6.36925
4.01315E+06 6.36340
4.02629E+06 6.35758
4.02772E+06 6.35695
4.03493E+06 6.35376
4.05429E+06 6.34523
4.07365E+06 6.33677
4.09300E+06 6.32837
4.11236E+06 6.32004
4.13091E+06 6.31208
4.14857E+06 6.30455
4.15128E+06 6.30339
4.17131E+06 6.29491
4.18048E+06 6.29104
4.19649E+06 6.28431
4.20959E+06 6.27882
4.22268E+06 6.27337
4.23325E+06 6.26898
4.24264E+06 6.26509
4.25414E+06 6.26035
4.26563E+06 6.25562
4.27954E+06 6.24992
4.29344E+06 6.24425
4.31422E+06 6.23581
4.33499E+06 6.22744
4.34866E+06 6.22195
4.36233E+06 6.21649
4.37992E+06 6.20949
4.38491E+06 6.20751
4.39465E+06 6.20366
4.40272E+06 6.20047
4.40396E+06 6.19998
4.41251E+06 6.19661
4.42577E+06 6.19141
4.44601E+06 6.18351
4.46744E+06 6.17518
4.48887E+06 6.16692
4.50000E+06 6.16265
4.51443E+06 6.15580
4.51671E+06 6.15472
4.53380E+06 6.14666
4.53672E+06 6.14528
4.55376E+06 6.13729
4.55859E+06 6.13503
4.56929E+06 6.13004
4.57523E+06 6.12727
4.60074E+06 6.11545
4.60554E+06 6.11324
4.60966E+06 6.11134
4.61940E+06 6.10686
4.63675E+06 6.09892
4.64276E+06 6.09617
4.65069E+06 6.09256
4.65936E+06 6.08862
4.65994E+06 6.08836
4.66197E+06 6.08744
4.66292E+06 6.08701
4.66346E+06 6.08676
4.68367E+06 6.07763
4.70387E+06 6.06856
4.70509E+06 6.06801
4.70760E+06 6.06689
4.72384E+06 6.05964
4.72741E+06 6.05805
4.75046E+06 6.04782
4.75134E+06 6.04744
4.76568E+06 6.04111
4.78246E+06 6.03374
4.79711E+06 6.02733
4.81176E+06 6.02096
4.81337E+06 6.02026
4.83383E+06 6.01140
4.85428E+06 6.00260
4.85535E+06 6.00214
4.85580E+06 6.00194
4.86618E+06 5.99750
4.87349E+06 5.99437
4.87695E+06 5.99289
4.88898E+06 5.98777
4.90286E+06 5.98186
4.91674E+06 5.97598
4.94449E+06 5.96430
4.97225E+06 5.95273
5.00000E+06 5.94127
5.02992E+06 5.92670
5.05984E+06 5.91228
5.08976E+06 5.89801
5.11967E+06 5.88388
5.14959E+06 5.86989
5.17951E+06 5.85603
5.20943E+06 5.84232
5.23935E+06 5.82873
5.26926E+06 5.81528
5.29918E+06 5.80195
5.32910E+06 5.78875
5.35902E+06 5.77567
5.38894E+06 5.76272
5.41885E+06 5.74988
5.44877E+06 5.73716
5.47869E+06 5.72455
5.50000E+06 5.71553
5.52729E+06 5.70301
5.55458E+06 5.69059
5.58186E+06 5.67828
5.60915E+06 5.66607
5.63644E+06 5.65395
5.66373E+06 5.64194
5.69101E+06 5.63002
5.71830E+06 5.61820
5.74192E+06 5.60799
5.76553E+06 5.59785
5.76553E+06 5.59784
5.79247E+06 5.58633
5.81942E+06 5.57490
5.84636E+06 5.56355
5.87330E+06 5.55229
5.90498E+06 5.53911
5.93665E+06 5.52605
5.96833E+06 5.51310
6.00000E+06 5.50026
6.02981E+06 5.48797
6.05961E+06 5.47577
6.08568E+06 5.46516
6.11175E+06 5.45462
6.13781E+06 5.44416
6.16388E+06 5.43376
6.19125E+06 5.42290
6.21861E+06 5.41211
6.24598E+06 5.40140
6.27334E+06 5.39077
6.31003E+06 5.37659
6.34672E+06 5.36255
6.38504E+06 5.34799
6.42336E+06 5.33357
6.46168E+06 5.31928
6.50000E+06 5.30512
6.53125E+06 5.29410
6.56250E+06 5.28316
6.59375E+06 5.27231
6.62500E+06 5.26153
6.65625E+06 5.25083
6.68750E+06 5.24021
6.71875E+06 5.22967
6.75000E+06 5.21920
6.78125E+06 5.20880
6.81250E+06 5.19848
6.84375E+06 5.18823
6.87500E+06 5.17805
6.90625E+06 5.16794
6.93750E+06 5.15790
6.96875E+06 5.14793
7.00000E+06 5.13802
7.06250E+06 5.12063
7.12500E+06 5.10346
7.18750E+06 5.08650
7.25000E+06 5.06976
7.31250E+06 5.05322
7.37500E+06 5.03687
7.43750E+06 5.02073
7.50000E+06 5.00477
7.56250E+06 4.99183
7.62500E+06 4.97903
7.68750E+06 4.96637
7.75000E+06 4.95385
7.81250E+06 4.94146
7.87500E+06 4.92920
7.93750E+06 4.91707
8.00000E+06 4.90506
8.06250E+06 4.89655
8.12500E+06 4.88812
8.18750E+06 4.87976
8.25000E+06 4.87149
8.31250E+06 4.86328
8.37500E+06 4.85515
8.43750E+06 4.84709
8.50000E+06 4.83910
8.55306E+06 4.83495
8.60611E+06 4.83081
8.65917E+06 4.82667
8.71222E+06 4.82255
8.71222E+06 4.82254
8.78417E+06 4.81701
8.85611E+06 4.81156
8.92806E+06 4.80619
9.00000E+06 4.80090
9.06250E+06 4.79917
9.12500E+06 4.79746
9.18750E+06 4.79575
9.25000E+06 4.79405
9.31250E+06 4.79236
9.37500E+06 4.79067
9.43750E+06 4.78900
9.50000E+06 4.78733
9.56250E+06 4.78791
9.62500E+06 4.78849
9.68750E+06 4.78906
9.75000E+06 4.78962
9.81250E+06 4.79018
9.87500E+06 4.79073
9.93750E+06 4.79128
1.00000E+07 4.79183
1.01250E+07 4.79674
1.02500E+07 4.80161
1.03750E+07 4.80643
1.05000E+07 4.81121
1.06250E+07 4.81888
1.07500E+07 4.82650
1.08750E+07 4.83407
1.10000E+07 4.84159
1.11250E+07 4.85130
1.12500E+07 4.86097
1.13750E+07 4.87059
1.15000E+07 4.88017
1.16250E+07 4.89135
1.17500E+07 4.90250
1.18750E+07 4.91361
1.20000E+07 4.92468
1.20098E+07 4.92564
1.20099E+07 4.92565
1.21324E+07 4.93757
1.22549E+07 4.94947
1.23775E+07 4.96134
1.25000E+07 4.97318
1.26250E+07 4.98592
1.27500E+07 4.99864
1.28750E+07 5.01133
1.30000E+07 5.02400
1.31250E+07 5.03694
1.32500E+07 5.04986
1.33750E+07 5.06277
1.35000E+07 5.07565
1.36250E+07 5.08846
1.37500E+07 5.10124
1.38750E+07 5.11401
1.40000E+07 5.12676
1.41233E+07 5.13901
1.42466E+07 5.15125
1.43733E+07 5.16369
1.45000E+07 5.17612
1.46250E+07 5.18778
1.47500E+07 5.19941
1.48750E+07 5.21103
1.50000E+07 5.22262
1.51250E+07 5.23332
1.52500E+07 5.24400
1.53750E+07 5.25465
1.55000E+07 5.26529
1.55941E+07 5.27248
1.56882E+07 5.27965
1.57822E+07 5.28682
1.58763E+07 5.29397
1.60000E+07 5.30328
1.61250E+07 5.31146
1.62500E+07 5.31962
1.63750E+07 5.32775
1.65000E+07 5.33587
1.66250E+07 5.34257
1.67500E+07 5.34925
1.68750E+07 5.35592
1.70000E+07 5.36256
1.71250E+07 5.36769
1.72500E+07 5.37281
1.73750E+07 5.37791
1.75000E+07 5.38299
1.77500E+07 5.39005
1.80000E+07 5.39705
1.82500E+07 5.40094
1.85000E+07 5.40479
1.87500E+07 5.40562
1.90000E+07 5.40643
1.92500E+07 5.40436
1.95000E+07 5.40230
1.97500E+07 5.39754
2.00000E+07 5.39282
