Ge-74(n,g) ENDFB-8.0
4504.70 0.00864838
4513.44 0.00892352
4520.59 0.00916063
4527.75 0.00940842
4534.90 0.00966705
4542.05 0.00993713
4549.20 0.0102193
4552.78 0.0103651
4556.35 0.0105143
4559.93 0.0106663
4563.51 0.0108224
4567.08 0.0109821
4570.66 0.0111456
4575.03 0.0113507
4579.40 0.0115617
4583.77 0.0117790
4588.14 0.0120027
4592.51 0.0122331
4594.70 0.0123509
4596.88 0.0124705
4599.07 0.0125919
4601.26 0.0127152
4603.44 0.0128403
4605.63 0.0129673
4607.81 0.0130964
4610.00 0.0132274
4612.18 0.0133604
4614.37 0.0134955
4616.55 0.0136328
4618.74 0.0137723
4619.83 0.0138429
4620.92 0.0139140
4622.02 0.0139857
4623.11 0.0140580
4624.10 0.0141242
4625.10 0.0141909
4625.59 0.0142245
4626.09 0.0142581
4626.59 0.0142919
4627.08 0.0143257
4627.73 0.0143700
4628.37 0.0144145
4629.02 0.0144592
4629.67 0.0145041
4630.31 0.0145492
4630.96 0.0145946
4631.60 0.0146402
4632.25 0.0146859
4633.54 0.0147782
4634.83 0.0148713
4636.12 0.0149653
4637.41 0.0150603
4638.90 0.0151711
4640.39 0.0152831
4641.88 0.0153964
4643.37 0.0155111
4646.35 0.0157444
4649.33 0.0159830
4652.32 0.0162273
4655.30 0.0164772
4658.28 0.0167329
4661.26 0.0169950
4663.44 0.0171913
4665.63 0.0173910
4667.81 0.0175944
4670.00 0.0178014
4672.18 0.0180123
4674.37 0.0182269
4676.55 0.0184455
4678.74 0.0186681
4680.92 0.0188950
4683.11 0.0191261
4685.30 0.0193616
4687.48 0.0196015
4689.67 0.0198460
4691.85 0.0200951
4694.04 0.0203492
4696.22 0.0206082
4698.31 0.0208604
4700.39 0.0211173
4702.48 0.0213788
4704.57 0.0216453
4706.65 0.0219168
4708.74 0.0221936
4710.82 0.0224758
4712.91 0.0227635
4715.00 0.0230568
4717.08 0.0233560
4719.17 0.0236610
4721.25 0.0239722
4723.34 0.0242897
4725.43 0.0246136
4727.51 0.0249441
4729.60 0.0252815
4731.78 0.0256425
4733.97 0.0260112
4736.16 0.0263882
4738.34 0.0267734
4740.53 0.0271673
4742.71 0.0275700
4744.90 0.0279819
4747.08 0.0284031
4749.27 0.0288341
4751.45 0.0292750
4753.64 0.0297263
4755.82 0.0301881
4760.20 0.0311450
4764.57 0.0321483
4768.94 0.0332015
4773.31 0.0343077
4777.68 0.0354705
4782.05 0.0366938
4786.42 0.0379818
4790.79 0.0393390
4795.16 0.0407707
4799.53 0.0422817
4803.90 0.0438788
4808.27 0.0455683
4812.65 0.0473571
4817.02 0.0492529
4821.39 0.0512650
4825.76 0.0534026
4830.13 0.0556762
4834.50 0.0580968
4838.87 0.0606783
4843.24 0.0634344
4847.61 0.0663810
4851.98 0.0695349
4856.35 0.0729172
4860.72 0.0765491
4862.91 0.0784667
4865.09 0.0804553
4867.28 0.0825193
4869.46 0.0846624
4871.65 0.0868897
4873.84 0.0892033
4876.02 0.0916100
4878.21 0.0941123
4880.39 0.0967175
4882.58 0.0994288
4884.76 0.102254
4886.95 0.105198
4889.13 0.108268
4891.32 0.111470
4893.51 0.114814
4895.69 0.118305
4897.88 0.121954
4900.06 0.125767
4902.25 0.129757
4904.43 0.133932
4906.62 0.138307
4908.80 0.142889
4910.99 0.147695
4913.17 0.152735
4915.36 0.158029
4917.55 0.163588
4919.73 0.169431
4921.92 0.175576
4924.10 0.182047
4926.29 0.188859
4928.47 0.196041
4930.66 0.203611
4932.84 0.211604
4935.03 0.220039
4937.21 0.228952
4939.40 0.238376
4941.98 0.250222
4944.56 0.262876
4947.15 0.276396
4949.73 0.290909
4952.31 0.306495
4954.90 0.323220
4957.48 0.341178
4960.06 0.360462
4962.25 0.377907
4964.43 0.396442
4966.62 0.416151
4968.80 0.437089
4970.99 0.459346
4973.17 0.482971
4975.36 0.508043
4977.54 0.534623
4980.35 0.571083
4983.16 0.610208
4985.97 0.652040
4988.77 0.696517
4991.58 0.743520
4994.39 0.792820
4997.19 0.844026
5000.00 0.896273
5006.50 1.01719
5009.75 1.07403
5013.00 1.12544
5014.63 1.14833
5016.25 1.16880
5017.88 1.18657
5019.50 1.20140
5021.13 1.21307
5022.75 1.22136
5024.38 1.22609
5026.00 1.22715
5028.63 1.22127
5031.26 1.20640
5033.40 1.18802
5035.54 1.16452
5037.68 1.13651
5039.82 1.10469
5041.95 1.06979
5044.09 1.03254
5048.37 0.953688
5056.92 0.794297
5061.19 0.719380
5063.33 0.684063
5065.47 0.650279
5068.30 0.607977
5071.13 0.568340
5073.97 0.531309
5076.80 0.497054
5079.63 0.465334
5082.46 0.436004
5085.29 0.408888
5088.12 0.383850
5090.28 0.366029
5092.45 0.349294
5094.61 0.333575
5096.77 0.318742
5098.93 0.304730
5101.09 0.291525
5103.25 0.279078
5105.41 0.267335
5107.58 0.256248
5109.74 0.245784
5111.90 0.235891
5114.06 0.226544
5116.22 0.217696
5118.38 0.209325
5120.54 0.201395
5122.70 0.193879
5125.21 0.185656
5127.71 0.177916
5130.21 0.170622
5132.72 0.163748
5135.22 0.157258
5137.72 0.151127
5140.22 0.145331
5142.73 0.139850
5145.23 0.134657
5147.73 0.129737
5152.74 0.120644
5157.74 0.112442
5162.75 0.105022
5167.75 0.0982886
5172.76 0.0921655
5177.76 0.0865806
5182.77 0.0814766
5187.78 0.0767989
5192.78 0.0725043
5197.79 0.0685522
5202.79 0.0649077
5207.11 0.0619840
5211.44 0.0592513
5215.76 0.0567151
5220.08 0.0543105
5228.73 0.0499312
5237.37 0.0460580
5246.02 0.0426117
5254.66 0.0395299
5263.31 0.0367636
5271.95 0.0342754
5281.97 0.0316980
5291.98 0.0293938
5301.99 0.0273289
5312.00 0.0254753
5322.01 0.0237982
5332.02 0.0222822
5342.03 0.0209052
5352.04 0.0196491
5363.87 0.0183063
5375.70 0.0170941
5387.53 0.0159975
5399.36 0.0150033
5411.19 0.0140970
5423.02 0.0132797
5434.86 0.0125187
5446.69 0.0118220
5466.71 0.0107754
5486.73 0.00985596
5506.75 0.00904820
5526.77 0.00833920
5546.79 0.00770561
5566.81 0.00714391
5586.83 0.00664113
5606.86 0.00618729
5626.88 0.00578090
5646.90 0.00541161
5666.92 0.00507636
5686.94 0.00477249
5726.98 0.00423930
5767.03 0.00379055
5796.15 0.00350768
5825.27 0.00325549
5854.39 0.00302957
5883.51 0.00282626
5941.76 0.00247663
5970.88 0.00232573
5985.44 0.00225664
5992.72 0.00224892
5993.63 0.00234787
5994.08 0.00248365
5994.54 0.00274141
5994.77 0.00294152
5994.99 0.00320576
5995.22 0.00355337
5995.45 0.00400102
5995.68 0.00457543
5995.90 0.00529705
5996.13 0.00620043
5996.36 0.00730773
5996.59 0.00866030
5996.81 0.0102780
5997.04 0.0122062
5997.27 0.0144565
5997.50 0.0170737
5997.72 0.0200544
5998.18 0.0271971
5998.63 0.0358768
5999.09 0.0459227
6000.00 0.0686229
6000.00 0.135084
7200.00 0.121099
8000.00 0.113438
10000.0 0.0982672
12500.0 0.0845773
15000.0 0.0745264
17000.0 0.0682239
20000.0 0.0607626
25000.0 0.0518176
30000.0 0.0455745
35000.0 0.0409913
40000.0 0.0374928
50000.0 0.0325026
60000.0 0.0290914
70000.0 0.0266908
80000.0 0.0249273
90000.0 0.0234955
100000 0.0222953
125000 0.0199329
150000 0.0181856
170000 0.0173965
200000 0.0165510
250000 0.0152679
300000 0.0145059
350000 0.0144114
400000 0.0145688
460195 0.0145691
500000 0.0145693
600000 0.0155743
603930 0.0156192
604000 0.0156200
604000 0.0155323
620047 0.0140960
700000 0.00693954
750402 0.00637717
800000 0.00582377
900000 0.00536845
931540 0.00530037
956678 0.00524611
956678 0.00524611
1.00000E+06 0.00515260
1.20000E+06 0.00511297
1.22063E+06 0.00504001
1.22063E+06 0.00504001
1.40000E+06 0.00440568
1.48377E+06 0.00419014
1.48378E+06 0.00419012
1.50303E+06 0.00414058
1.50303E+06 0.00414057
1.60000E+06 0.00389107
1.72026E+06 0.00371954
1.74844E+06 0.00367934
1.80000E+06 0.00360580
1.93910E+06 0.00350670
1.93910E+06 0.00350670
2.00000E+06 0.00346331
2.19454E+06 0.00350848
2.19454E+06 0.00350848
2.19485E+06 0.00350855
2.20000E+06 0.00350975
2.22789E+06 0.00347354
2.22789E+06 0.00347354
2.25820E+06 0.00343419
2.33138E+06 0.00333919
2.33139E+06 0.00333918
2.40000E+06 0.00325010
2.52398E+06 0.00316754
2.57091E+06 0.00313628
2.60000E+06 0.00311691
2.60436E+06 0.00311217
2.63578E+06 0.00307801
2.63578E+06 0.00307801
2.70603E+06 0.00300163
2.73046E+06 0.00297507
2.73370E+06 0.00297155
2.73370E+06 0.00297154
2.74799E+06 0.00295601
2.74799E+06 0.00295601
2.78955E+06 0.00291082
2.78955E+06 0.00291082
2.80000E+06 0.00289946
2.86710E+06 0.00282092
2.87460E+06 0.00281214
2.88078E+06 0.00280491
2.90004E+06 0.00278237
2.91626E+06 0.00276338
2.96542E+06 0.00270584
2.97556E+06 0.00269398
2.97606E+06 0.00269339
2.97606E+06 0.00269339
2.98012E+06 0.00268864
2.98975E+06 0.00267737
3.00000E+06 0.00266537
3.00343E+06 0.00265938
3.00343E+06 0.00265938
3.01407E+06 0.00264081
3.01408E+06 0.00264080
3.04600E+06 0.00258506
3.04601E+06 0.00258505
3.05817E+06 0.00256381
3.07540E+06 0.00253373
3.09020E+06 0.00250789
3.10186E+06 0.00248754
3.12334E+06 0.00245004
3.12335E+06 0.00245003
3.20000E+06 0.00231620
3.50000E+06 0.00183060
3.70000E+06 0.00151858
4.00000E+06 0.00116135
4.50000E+06 0.000864095
4.64858E+06 0.000818169
5.00000E+06 0.000709546
6.00000E+06 0.000669126
6.37328E+06 0.000610215
6.37329E+06 0.000610215
7.00000E+06 0.000511307
8.00000E+06 0.000404129
9.00000E+06 0.000337457
1.00000E+07 0.000308575
1.03353E+07 0.000311786
1.03353E+07 0.000311786
1.10000E+07 0.000318150
1.11573E+07 0.000326387
1.20000E+07 0.000370517
1.22694E+07 0.000386352
1.30000E+07 0.000429295
1.40000E+07 0.000465908
1.50000E+07 0.000468762
1.57149E+07 0.000444152
1.60000E+07 0.000434337
1.70000E+07 0.000366249
1.72108E+07 0.000348477
1.80000E+07 0.000281940
1.90000E+07 0.000203807
2.00000E+07 0.000146672
