Ne-22(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.08381E+06 5.57476E-07
1.09214E+06 4.54297E-07
1.09972E+06 3.86922E-07
1.10729E+06 3.36180E-07
1.11487E+06 2.98390E-07
1.12245E+06 2.69429E-07
1.13078E+06 2.45754E-07
1.13911E+06 2.28343E-07
1.15578E+06 2.07399E-07
1.17093E+06 2.00631E-07
1.19517E+06 2.09793E-07
1.21941E+06 2.46015E-07
1.23608E+06 2.93507E-07
1.24441E+06 3.27318E-07
1.25274E+06 3.70243E-07
1.25729E+06 3.98735E-07
1.25956E+06 4.14323E-07
1.26070E+06 4.22587E-07
1.26127E+06 4.26719E-07
1.26155E+06 4.28786E-07
1.26169E+06 4.82485E-07
1.26173E+06 7.27140E-07
1.26175E+06 1.04089E-06
1.26176E+06 1.53755E-06
1.26178E+06 2.33491E-06
1.26179E+06 2.84787E-06
1.26180E+06 3.43495E-06
1.26182E+06 4.79818E-06
1.26183E+06 6.22987E-06
1.26184E+06 1.22020E-05
1.30000E+06 1.08410E-05
1.33304E+06 9.66277E-06
1.33304E+06 9.66274E-06
1.40000E+06 7.27497E-06
1.50000E+06 6.19387E-06
1.60000E+06 5.11276E-06
1.70000E+06 4.82737E-06
1.80000E+06 4.54197E-06
1.90000E+06 4.43795E-06
2.00000E+06 4.33392E-06
2.05718E+06 4.33065E-06
2.10000E+06 4.32820E-06
2.20000E+06 4.32247E-06
2.30000E+06 4.38417E-06
2.40000E+06 4.44587E-06
2.50000E+06 4.56013E-06
2.60000E+06 4.67439E-06
2.70000E+06 4.83351E-06
2.80000E+06 4.99262E-06
2.90000E+06 5.19303E-06
3.00000E+06 5.39344E-06
3.10000E+06 5.63677E-06
3.20000E+06 5.88010E-06
3.30000E+06 6.17283E-06
3.40000E+06 6.46555E-06
3.50000E+06 6.68519E-06
3.51171E+06 6.71091E-06
3.60000E+06 6.90483E-06
3.70000E+06 7.10911E-06
3.80000E+06 7.31339E-06
3.90000E+06 7.57922E-06
4.00000E+06 7.84505E-06
4.20000E+06 8.45100E-06
4.40000E+06 9.17192E-06
4.60000E+06 9.95758E-06
4.66017E+06 1.00458E-05
4.66017E+06 1.00458E-05
4.80000E+06 1.02509E-05
5.00000E+06 1.06360E-05
5.20000E+06 1.10371E-05
5.38234E+06 1.15173E-05
5.38234E+06 1.15173E-05
5.40000E+06 1.15638E-05
5.57635E+06 1.16843E-05
5.57635E+06 1.16843E-05
5.60000E+06 1.17004E-05
5.60919E+06 1.16776E-05
5.60919E+06 1.16776E-05
5.77705E+06 1.12606E-05
5.77705E+06 1.12606E-05
5.80000E+06 1.12036E-05
5.90015E+06 1.10503E-05
5.90015E+06 1.10503E-05
5.97311E+06 1.09387E-05
5.97311E+06 1.09387E-05
6.00000E+06 1.08975E-05
6.07351E+06 1.08270E-05
6.18117E+06 1.07237E-05
6.18118E+06 1.07237E-05
6.20000E+06 1.07056E-05
6.40000E+06 1.05245E-05
6.40081E+06 1.05237E-05
6.52024E+06 1.04114E-05
6.52025E+06 1.04114E-05
6.59973E+06 1.03367E-05
6.59973E+06 1.03367E-05
6.60000E+06 1.03364E-05
6.63759E+06 1.03405E-05
6.63759E+06 1.03405E-05
6.80000E+06 1.03581E-05
6.93974E+06 1.04584E-05
6.93974E+06 1.04584E-05
6.99789E+06 1.05002E-05
6.99789E+06 1.05002E-05
7.00000E+06 1.05017E-05
7.13218E+06 1.04433E-05
7.13218E+06 1.04433E-05
7.16994E+06 1.04267E-05
7.20000E+06 1.04134E-05
7.21679E+06 1.04000E-05
7.21679E+06 1.04000E-05
7.37430E+06 1.02738E-05
7.40000E+06 1.02532E-05
7.51231E+06 1.02511E-05
7.60000E+06 1.02494E-05
7.67739E+06 1.02741E-05
7.67739E+06 1.02741E-05
7.67959E+06 1.02748E-05
7.74558E+06 1.02958E-05
7.74558E+06 1.02958E-05
7.76252E+06 1.03012E-05
7.76253E+06 1.03012E-05
7.80000E+06 1.03131E-05
7.81158E+06 1.03123E-05
7.83459E+06 1.03108E-05
7.99356E+06 1.03001E-05
8.00000E+06 1.02997E-05
8.01636E+06 1.05643E-05
8.07618E+06 1.15315E-05
8.28598E+06 1.49239E-05
8.28598E+06 1.49240E-05
8.44683E+06 1.75249E-05
8.44684E+06 1.75250E-05
8.45338E+06 1.76308E-05
8.50000E+06 1.83846E-05
8.87957E+06 1.98411E-05
9.00000E+06 2.03032E-05
9.18120E+06 2.11029E-05
9.27125E+06 2.15003E-05
9.35293E+06 2.18608E-05
9.50000E+06 2.25099E-05
1.00000E+07 2.47007E-05
1.00257E+07 2.48776E-05
1.00258E+07 2.48780E-05
1.00990E+07 2.53822E-05
1.02709E+07 2.65655E-05
1.04960E+07 2.81151E-05
1.04960E+07 2.81151E-05
1.04997E+07 2.81405E-05
1.05000E+07 2.81426E-05
1.05709E+07 2.87005E-05
1.08203E+07 3.06629E-05
1.08396E+07 3.08148E-05
1.08397E+07 3.08154E-05
1.10000E+07 3.20769E-05
1.12376E+07 3.40474E-05
1.15000E+07 3.62235E-05
1.19812E+07 4.05160E-05
1.20000E+07 4.06837E-05
1.21983E+07 4.25593E-05
1.25000E+07 4.54129E-05
1.26035E+07 4.63581E-05
1.30000E+07 4.99790E-05
1.31862E+07 5.20219E-05
1.35000E+07 5.54647E-05
1.36232E+07 5.70610E-05
1.36397E+07 5.72747E-05
1.38114E+07 5.94994E-05
1.39324E+07 6.10671E-05
1.40000E+07 6.19430E-05
1.40311E+07 6.23477E-05
1.45000E+07 6.84495E-05
1.47911E+07 7.35316E-05
1.50000E+07 7.71786E-05
1.53495E+07 8.51879E-05
1.53496E+07 8.51893E-05
1.54494E+07 8.74772E-05
1.54750E+07 8.80639E-05
1.55000E+07 8.86368E-05
1.55685E+07 9.02066E-05
1.57730E+07 9.48930E-05
1.59663E+07 9.93227E-05
1.59663E+07 9.93230E-05
1.60000E+07 0.000100095
1.62546E+07 0.000117252
1.64289E+07 0.000128997
1.65000E+07 0.000133789
1.65972E+07 0.000140339
1.66738E+07 0.000145500
1.67159E+07 0.000148337
1.69377E+07 0.000163284
1.70000E+07 0.000167482
1.75000E+07 0.000187314
1.78146E+07 0.000199792
1.80000E+07 0.000207145
1.84455E+07 0.000222456
1.84455E+07 0.000222457
1.85000E+07 0.000224329
1.90000E+07 0.000241512
1.95000E+07 0.000250366
1.95376E+07 0.000251032
1.95376E+07 0.000251032
2.00000E+07 0.000259220
2.10000E+07 0.000273929
2.20000E+07 0.000271252
2.21128E+07 0.000268977
2.24266E+07 0.000262646
2.28575E+07 0.000253953
2.30000E+07 0.000251079
2.36295E+07 0.000218171
2.38253E+07 0.000207936
2.40000E+07 0.000198803
2.44393E+07 0.000188029
2.44567E+07 0.000187603
2.50000E+07 0.000174277
2.51758E+07 0.000169828
2.52830E+07 0.000167114
2.60000E+07 0.000148967
2.66958E+07 0.000134747
2.67833E+07 0.000132959
2.70000E+07 0.000128530
2.74946E+07 0.000120707
2.76096E+07 0.000118887
2.80000E+07 0.000112712
2.89708E+07 0.000100409
2.90000E+07 0.000100039
3.00000E+07 9.01846E-05
3.00000E+07 0.00000
3.00000E+07 0.00000
3.10000E+07 0.00000
3.20000E+07 0.00000
3.30000E+07 0.00000
3.40000E+07 0.00000
3.50000E+07 0.00000
3.60000E+07 0.00000
3.70000E+07 0.00000
3.80000E+07 0.00000
3.90000E+07 0.00000
4.00000E+07 0.00000
4.10000E+07 0.00000
4.20000E+07 0.00000
4.30000E+07 0.00000
4.40000E+07 0.00000
4.50000E+07 0.00000
4.60000E+07 0.00000
4.70000E+07 0.00000
4.80000E+07 0.00000
4.90000E+07 0.00000
5.00000E+07 0.00000
5.10000E+07 0.00000
5.20000E+07 0.00000
5.30000E+07 0.00000
5.40000E+07 0.00000
5.50000E+07 0.00000
5.60000E+07 0.00000
5.70000E+07 0.00000
5.80000E+07 0.00000
5.90000E+07 0.00000
6.00000E+07 0.00000
6.10000E+07 0.00000
6.20000E+07 0.00000
6.30000E+07 0.00000
6.40000E+07 0.00000
6.50000E+07 0.00000
6.60000E+07 0.00000
6.70000E+07 0.00000
6.80000E+07 0.00000
6.90000E+07 0.00000
7.00000E+07 0.00000
7.10000E+07 0.00000
7.20000E+07 0.00000
7.30000E+07 0.00000
7.40000E+07 0.00000
7.50000E+07 0.00000
7.60000E+07 0.00000
7.70000E+07 0.00000
7.80000E+07 0.00000
7.90000E+07 0.00000
8.00000E+07 0.00000
8.10000E+07 0.00000
8.20000E+07 0.00000
8.30000E+07 0.00000
8.40000E+07 0.00000
8.50000E+07 0.00000
8.60000E+07 0.00000
8.70000E+07 0.00000
8.80000E+07 0.00000
8.90000E+07 0.00000
9.00000E+07 0.00000
9.10000E+07 0.00000
9.20000E+07 0.00000
9.30000E+07 0.00000
9.40000E+07 0.00000
9.50000E+07 0.00000
9.60000E+07 0.00000
9.70000E+07 0.00000
9.80000E+07 0.00000
9.90000E+07 0.00000
1.00000E+08 0.00000
1.02000E+08 0.00000
1.04000E+08 0.00000
1.06000E+08 0.00000
1.08000E+08 0.00000
1.10000E+08 0.00000
1.12000E+08 0.00000
1.14000E+08 0.00000
1.16000E+08 0.00000
1.18000E+08 0.00000
1.20000E+08 0.00000
1.22000E+08 0.00000
1.24000E+08 0.00000
1.26000E+08 0.00000
1.28000E+08 0.00000
1.30000E+08 0.00000
1.32000E+08 0.00000
1.34000E+08 0.00000
1.36000E+08 0.00000
1.38000E+08 0.00000
1.40000E+08 0.00000
1.42000E+08 0.00000
1.44000E+08 0.00000
1.46000E+08 0.00000
1.48000E+08 0.00000
1.50000E+08 0.00000
1.52000E+08 0.00000
1.54000E+08 0.00000
1.56000E+08 0.00000
1.58000E+08 0.00000
1.60000E+08 0.00000
1.62000E+08 0.00000
1.64000E+08 0.00000
1.66000E+08 0.00000
1.68000E+08 0.00000
1.70000E+08 0.00000
1.72000E+08 0.00000
1.74000E+08 0.00000
1.76000E+08 0.00000
1.78000E+08 0.00000
1.80000E+08 0.00000
1.82000E+08 0.00000
1.84000E+08 0.00000
1.86000E+08 0.00000
1.88000E+08 0.00000
1.90000E+08 0.00000
1.92000E+08 0.00000
1.94000E+08 0.00000
1.96000E+08 0.00000
1.98000E+08 0.00000
2.00000E+08 0.00000
