Cr-52(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 67.5772
1.03125E-05 66.5503
1.06250E-05 65.5692
1.09375E-05 64.6305
1.12500E-05 63.7313
1.15625E-05 62.8689
1.18750E-05 62.0407
1.21875E-05 61.2447
1.25000E-05 60.4788
1.28125E-05 59.7412
1.31250E-05 59.0301
1.34375E-05 58.3440
1.37500E-05 57.6814
1.43750E-05 56.4220
1.50000E-05 55.2422
1.56250E-05 54.1341
1.62500E-05 53.0907
1.68750E-05 52.1060
1.75000E-05 51.1747
1.81250E-05 50.2921
1.87500E-05 49.4541
1.93750E-05 48.6571
2.00000E-05 47.8979
2.09375E-05 46.8237
2.18750E-05 45.8195
2.28125E-05 44.8781
2.37500E-05 43.9932
2.46875E-05 43.1593
2.56250E-05 42.3718
2.65625E-05 41.6266
2.75000E-05 40.9199
2.84375E-05 40.2487
2.93750E-05 39.6099
3.03125E-05 39.0012
3.12500E-05 38.4202
3.21875E-05 37.8649
3.31250E-05 37.3334
3.40625E-05 36.8242
3.50000E-05 36.3357
3.59375E-05 35.8665
3.68750E-05 35.4154
3.78125E-05 34.9813
3.87500E-05 34.5631
3.96875E-05 34.1599
4.06250E-05 33.7709
4.25000E-05 33.0320
4.43750E-05 32.3408
4.62500E-05 31.6923
4.81250E-05 31.0823
5.00000E-05 30.5073
5.15625E-05 30.0524
5.31250E-05 29.6179
5.46875E-05 29.2023
5.62500E-05 28.8043
5.78125E-05 28.4226
5.93750E-05 28.0563
6.09375E-05 27.7042
6.25000E-05 27.3656
6.40625E-05 27.0396
6.56250E-05 26.7253
6.71875E-05 26.4222
6.87500E-05 26.1296
7.18750E-05 25.5736
7.50000E-05 25.0531
7.81250E-05 24.5645
8.12500E-05 24.1046
8.43750E-05 23.6709
8.75000E-05 23.2609
9.06250E-05 22.8725
9.37500E-05 22.5040
9.68750E-05 22.1537
0.000100000 21.8202
0.000103125 21.5021
0.000106250 21.1985
0.000109375 20.9081
0.000112500 20.6301
0.000115625 20.3636
0.000118750 20.1079
0.000121875 19.8622
0.000125000 19.6260
0.000128125 19.3986
0.000131250 19.1796
0.000134375 18.9683
0.000137500 18.7645
0.000143750 18.3773
0.000150000 18.0150
0.000156250 17.6751
0.000162500 17.3555
0.000168750 17.0541
0.000175000 16.7694
0.000181250 16.4999
0.000187500 16.2444
0.000193750 16.0016
0.000200000 15.7705
0.000209375 15.4441
0.000218750 15.1394
0.000228125 14.8542
0.000237500 14.5865
0.000246875 14.3348
0.000256250 14.0973
0.000265625 13.8730
0.000275000 13.6606
0.000284375 13.4591
0.000293750 13.2677
0.000303125 13.0856
0.000312500 12.9120
0.000321875 12.7463
0.000331250 12.5880
0.000340625 12.4365
0.000350000 12.2914
0.000359375 12.1522
0.000368750 12.0185
0.000378125 11.8901
0.000387500 11.7666
0.000396875 11.6476
0.000406250 11.5330
0.000425000 11.3157
0.000443750 11.1130
0.000462500 10.9232
0.000481250 10.7452
0.000500000 10.5778
0.000515625 10.4457
0.000531250 10.3197
0.000546875 10.1995
0.000562500 10.0845
0.000578125 9.97448
0.000593750 9.86907
0.000609375 9.76795
0.000625000 9.67086
0.000640625 9.57754
0.000656250 9.48776
0.000671875 9.40131
0.000687500 9.31799
0.000718750 9.16004
0.000750000 9.01264
0.000781250 8.87470
0.000812500 8.74527
0.000843750 8.62354
0.000875000 8.50878
0.000906250 8.40039
0.000937500 8.29780
0.000968750 8.20052
0.00100000 8.10813
0.00103125 8.02025
0.00106250 7.93652
0.00109375 7.85664
0.00112500 7.78032
0.00115625 7.70732
0.00118750 7.63742
0.00121875 7.57039
0.00125000 7.50606
0.00128125 7.44426
0.00131250 7.38482
0.00134375 7.32760
0.00137500 7.27248
0.00143750 7.16802
0.00150000 7.07059
0.00156250 6.97945
0.00162500 6.89396
0.00168750 6.81357
0.00175000 6.73780
0.00181250 6.66624
0.00187500 6.59852
0.00193750 6.53431
0.00200000 6.47333
0.00209375 6.38734
0.00218750 6.30729
0.00228125 6.23252
0.00237500 6.16249
0.00246875 6.09673
0.00256250 6.03482
0.00265625 5.97641
0.00275000 5.92119
0.00284375 5.86888
0.00293750 5.81923
0.00303125 5.77203
0.00312500 5.72709
0.00321875 5.68424
0.00331250 5.64332
0.00340625 5.60418
0.00350000 5.56672
0.00359375 5.53080
0.00368750 5.49634
0.00378125 5.46323
0.00387500 5.43139
0.00396875 5.40075
0.00406250 5.37122
0.00425000 5.31527
0.00443750 5.26307
0.00462500 5.21423
0.00481250 5.16840
0.00500000 5.12530
0.00515625 5.09127
0.00531250 5.05882
0.00546875 5.02783
0.00562500 4.99819
0.00578125 4.96982
0.00593750 4.94263
0.00609375 4.91653
0.00625000 4.89145
0.00640625 4.86734
0.00656250 4.84413
0.00671875 4.82176
0.00687500 4.80019
0.00718750 4.75927
0.00750000 4.72102
0.00781250 4.68519
0.00812500 4.65151
0.00843750 4.61980
0.00875000 4.58985
0.00906250 4.56153
0.00937500 4.53468
0.00968750 4.50919
0.0100000 4.48494
0.0103125 4.46183
0.0106250 4.43979
0.0109375 4.41873
0.0112500 4.39859
0.0115625 4.37929
0.0118750 4.36078
0.0121875 4.34301
0.0125000 4.32593
0.0128125 4.30950
0.0131250 4.29368
0.0134375 4.27842
0.0137500 4.26371
0.0143750 4.23578
0.0150000 4.20966
0.0156250 4.18516
0.0162500 4.16213
0.0168750 4.14043
0.0175000 4.11994
0.0181250 4.10054
0.0187500 4.08214
0.0193750 4.06467
0.0200000 4.04804
0.0206625 4.03127
0.0213250 4.01531
0.0219875 4.00009
0.0226500 3.98557
0.0233125 3.97169
0.0239750 3.95841
0.0246375 3.94568
0.0253000 3.93346
0.0264578 3.91326
0.0276156 3.89438
0.0287734 3.87669
0.0299313 3.86005
0.0310891 3.84438
0.0322469 3.82958
0.0334047 3.81557
0.0345625 3.80228
0.0355274 3.79172
0.0364922 3.78159
0.0374570 3.77186
0.0384219 3.76250
0.0393867 3.75349
0.0403516 3.74482
0.0413164 3.73645
0.0422813 3.72838
0.0442109 3.71304
0.0461406 3.69869
0.0480703 3.68523
0.0500000 3.67257
0.0515625 3.66284
0.0531250 3.65356
0.0546875 3.64468
0.0562500 3.63618
0.0578125 3.62804
0.0593750 3.62022
0.0609375 3.61271
0.0625000 3.60548
0.0640625 3.59853
0.0656250 3.59183
0.0671875 3.58536
0.0687500 3.57912
0.0718750 3.56727
0.0750000 3.55617
0.0781250 3.54575
0.0812500 3.53594
0.0843750 3.52668
0.0875000 3.51794
0.0906250 3.50965
0.0937500 3.50178
0.0968750 3.49430
0.100000 3.48718
0.103125 3.48039
0.106250 3.47390
0.109375 3.46770
0.112500 3.46176
0.115625 3.45606
0.118750 3.45059
0.121875 3.44534
0.125000 3.44029
0.128125 3.43542
0.131250 3.43073
0.134375 3.42621
0.137500 3.42184
0.143750 3.41355
0.150000 3.40578
0.156250 3.39848
0.162500 3.39160
0.168750 3.38512
0.175000 3.37899
0.181250 3.37318
0.187500 3.36767
0.193750 3.36243
0.200000 3.35743
0.209375 3.35037
0.218750 3.34377
0.228125 3.33758
0.237500 3.33176
0.246875 3.32628
0.256250 3.32110
0.265625 3.31620
0.275000 3.31156
0.284375 3.30715
0.293750 3.30295
0.303125 3.29895
0.312500 3.29513
0.321875 3.29148
0.331250 3.28799
0.340625 3.28464
0.350000 3.28143
0.359375 3.27835
0.368750 3.27538
0.378125 3.27253
0.387500 3.26978
0.396875 3.26714
0.406250 3.26458
0.425000 3.25973
0.443750 3.25518
0.462500 3.25092
0.500000 3.24313
0.531250 3.23728
0.562500 3.23192
0.593750 3.22699
0.625000 3.22243
0.687500 3.21427
0.750000 3.20715
0.812500 3.20088
0.875000 3.19530
0.937500 3.19029
1.00000 3.18575
1.06250 3.18161
1.12500 3.17782
1.18750 3.17434
1.25000 3.17112
1.37500 3.16536
1.50000 3.16033
1.62500 3.15589
1.75000 3.15195
1.87500 3.14841
2.00000 3.14519
2.18750 3.14089
2.37500 3.13711
2.56250 3.13375
2.75000 3.13075
2.93750 3.12804
3.12500 3.12557
3.31250 3.12332
3.50000 3.12124
3.87500 3.11755
4.25000 3.11436
4.62500 3.11155
5.00000 3.10907
5.31250 3.10721
5.62500 3.10550
5.93750 3.10392
6.25000 3.10247
6.87500 3.09985
7.50000 3.09756
8.12500 3.09554
8.75000 3.09373
9.37500 3.09211
10.0000 3.09063
10.6250 3.08928
11.2500 3.08804
11.8750 3.08690
12.5000 3.08584
13.7500 3.08393
15.0000 3.08226
16.2500 3.08077
17.5000 3.07944
18.7500 3.07823
20.0000 3.07713
21.8750 3.07564
23.7500 3.07432
25.6250 3.07313
27.5000 3.07206
29.3750 3.07107
31.2500 3.07017
33.1250 3.06932
35.0000 3.06854
38.7500 3.06712
42.5000 3.06586
46.2500 3.06472
50.0000 3.06369
53.1250 3.06289
56.2500 3.06214
59.3750 3.06143
62.5000 3.06076
68.7500 3.05952
75.0000 3.05838
81.2500 3.05733
87.5000 3.05634
93.7500 3.05541
100.000 3.05453
106.250 3.05369
112.500 3.05288
118.750 3.05211
125.000 3.05136
137.500 3.04993
150.000 3.04858
162.500 3.04729
175.000 3.04604
187.500 3.04484
200.000 3.04367
218.750 3.04197
237.500 3.04032
256.250 3.03871
275.000 3.03715
293.750 3.03561
312.500 3.03410
331.250 3.03261
350.000 3.03114
387.500 3.02825
425.000 3.02541
462.500 3.02262
500.000 3.01986
531.250 3.01759
562.500 3.01533
593.750 3.01309
625.000 3.01087
687.500 3.00645
750.000 3.00209
812.500 2.99775
875.000 2.99345
937.500 2.98918
999.999 2.98493
1002.45 2.98477
1011.92 2.98413
1021.39 2.98349
1040.33 2.98221
1078.21 2.97965
1156.43 2.97441
1234.64 2.96919
1278.64 2.96628
1322.63 2.96338
1366.63 2.96049
1388.62 2.95906
1410.62 2.95763
1428.95 2.95645
1447.28 2.95528
1465.61 2.95413
1483.95 2.95300
1502.28 2.95191
1511.44 2.95139
1520.61 2.95088
1529.77 2.95041
1538.94 2.94998
1548.10 2.94962
1557.27 2.94936
1562.16 2.94928
1567.05 2.94927
1571.94 2.94935
1576.82 2.94955
1581.71 2.94994
1584.16 2.95022
1586.60 2.95060
1589.04 2.95109
1591.49 2.95173
1593.93 2.95256
1596.38 2.95365
1598.13 2.95464
1599.89 2.95585
1601.65 2.95738
1603.40 2.95932
1605.16 2.96182
1606.04 2.96335
1606.92 2.96510
1607.80 2.96713
1608.67 2.96949
1609.55 2.97225
1610.43 2.97553
1611.23 2.97907
1612.03 2.98330
1612.84 2.98838
1613.64 2.99455
1614.44 3.00215
1614.84 3.00663
1615.24 3.01166
1615.64 3.01734
1616.04 3.02379
1616.45 3.03115
1616.85 3.03962
1617.27 3.04993
1617.69 3.06209
1618.11 3.07656
1618.32 3.08487
1618.53 3.09403
1618.74 3.10418
1618.95 3.11545
1619.16 3.12807
1619.37 3.14228
1619.58 3.15842
1619.79 3.17694
1620.00 3.19848
1620.21 3.22396
1620.32 3.24005
1620.44 3.25802
