Yb-174(n,tot) ENDFB-8.0
277.246 202.045
277.273 210.694
277.289 214.875
277.304 218.606
277.331 224.294
277.347 226.717
277.362 228.630
277.381 230.293
277.400 231.113
277.403 231.168
277.414 231.179
277.424 230.938
277.445 229.714
277.461 228.050
277.477 225.806
277.493 223.049
277.509 219.767
277.527 215.609
277.544 210.925
277.576 200.995
277.609 189.661
277.641 177.255
277.673 164.121
277.719 144.448
277.766 124.903
277.798 111.936
277.814 105.705
277.830 99.6560
277.846 93.7729
277.862 88.1436
277.878 82.7433
277.894 77.5814
277.912 72.2166
277.929 67.1506
277.947 62.3857
277.964 57.9209
277.982 53.7527
277.999 49.8751
278.017 46.2801
278.034 42.9580
278.050 40.1331
278.066 37.5359
278.082 35.1381
278.098 32.9295
278.114 30.8873
278.122 29.9364
278.130 29.0261
278.138 28.1551
278.146 27.3220
278.154 26.5255
278.162 25.7643
278.170 25.0283
278.178 24.3342
278.186 23.6717
278.194 23.0393
278.202 22.4361
278.210 21.8606
278.218 21.3119
278.226 20.7887
278.235 20.2839
278.243 19.8090
278.251 19.3563
278.259 18.9251
278.275 18.1228
278.291 17.3947
278.307 16.7300
278.323 16.1305
278.339 15.5827
278.355 15.0880
278.371 14.6353
278.387 14.2255
278.403 13.8517
278.419 13.5101
278.435 13.1955
278.451 12.9088
278.467 12.6452
278.483 12.4023
278.499 12.1766
278.515 11.9689
278.531 11.7761
278.547 11.5966
278.562 11.4352
278.578 11.2847
278.593 11.1433
278.608 11.0099
278.639 10.7645
278.670 10.5437
278.700 10.3435
278.731 10.1606
278.761 9.99255
278.792 9.83730
278.823 9.69317
278.853 9.55882
278.884 9.43311
278.914 9.31511
278.945 9.20401
278.976 9.09914
279.006 8.99992
279.037 8.90583
279.078 8.78733
279.118 8.67657
279.159 8.57246
279.200 8.47435
279.241 8.38166
279.282 8.29387
279.322 8.21056
279.363 8.13133
279.445 7.98377
279.526 7.84889
279.608 7.72485
279.690 7.61018
279.783 7.48904
279.876 7.37721
279.940 7.30510
280.005 7.23670
280.069 7.17167
280.133 7.10982
280.197 7.05092
280.261 6.99506
280.325 6.94206
280.389 6.89190
280.453 6.84451
280.518 6.80009
280.582 6.75865
280.646 6.72030
280.710 6.68522
280.774 6.65365
280.838 6.62586
280.902 6.60221
280.984 6.57875
281.065 6.56386
281.147 6.55892
281.229 6.56573
281.310 6.58656
281.351 6.60312
281.392 6.62434
281.433 6.65070
281.473 6.68277
281.514 6.72119
281.555 6.76668
281.602 6.82852
281.648 6.90201
281.695 6.98919
281.742 7.09173
281.788 7.21252
281.835 7.35400
281.882 7.52001
281.928 7.71499
281.954 7.83987
281.981 7.97637
282.007 8.12692
282.033 8.29195
282.059 8.47458
282.086 8.67559
282.112 8.89817
282.138 9.14532
282.164 9.42174
282.191 9.72963
282.217 10.0765
282.243 10.4660
282.269 10.9085
282.296 11.4099
282.322 11.9827
282.348 12.6400
282.364 13.0927
282.380 13.5845
282.396 14.1261
282.412 14.7164
282.428 15.3684
282.444 16.0809
282.460 16.8649
282.476 17.7286
282.492 18.6870
282.508 19.7384
282.524 20.8990
282.540 22.1810
282.556 23.6065
282.572 25.1722
282.588 26.9019
282.604 28.8123
282.618 30.6325
282.632 32.6002
282.646 34.7573
282.660 37.0866
282.674 39.6364
282.688 42.3854
282.701 45.3894
282.715 48.6218
282.729 52.1466
282.743 55.9307
282.757 60.0470
282.771 64.4546
282.785 69.2360
282.798 74.3411
282.812 79.8623
282.826 85.7385
282.842 93.1148
282.858 101.026
282.874 109.543
282.890 118.686
282.906 128.541
282.922 139.004
282.938 150.147
282.954 161.981
282.970 174.593
282.986 187.827
283.002 201.844
283.018 216.459
283.035 231.838
283.051 247.765
283.067 264.304
283.083 281.415
283.109 310.551
283.135 340.854
283.187 403.716
283.219 442.668
283.252 480.999
283.284 517.841
283.316 552.197
283.348 583.397
283.380 610.409
283.410 631.543
283.425 640.340
283.440 647.807
283.455 653.924
283.470 658.678
283.485 662.087
283.500 664.130
283.505 664.507
283.521 664.664
283.537 663.196
283.554 660.119
283.570 655.495
283.599 643.162
283.629 626.106
283.658 604.457
283.688 578.981
283.718 550.314
283.748 519.138
283.774 490.660
283.799 461.277
283.851 401.628
283.881 367.491
283.910 334.283
283.940 302.432
283.970 272.279
283.986 256.601
284.003 241.540
284.019 227.120
284.035 213.440
284.051 200.343
284.068 187.993
284.084 176.237
284.100 165.214
284.115 155.586
284.130 146.561
284.145 138.062
284.160 130.072
284.175 122.574
284.190 115.552
284.205 108.985
284.219 102.853
284.234 97.0991
284.249 91.7784
284.264 86.8300
284.279 82.2331
284.294 77.9668
284.309 74.0107
284.324 70.3448
284.339 66.9499
284.354 63.7872
284.369 60.8807
284.384 58.1917
284.398 55.7040
284.413 53.4022
284.428 51.2719
284.443 49.2996
284.458 47.4726
284.473 45.7683
284.488 44.1982
284.503 42.7403
284.518 41.3854
284.533 40.1247
284.548 38.9502
284.562 37.8546
284.577 36.8312
284.591 35.9550
284.605 35.1294
284.618 34.3508
284.632 33.6205
284.659 32.2705
284.686 31.0563
284.713 29.9587
284.740 28.9616
284.767 28.0516
284.794 27.2173
284.821 26.4496
284.848 25.7403
284.876 25.0831
284.903 24.4724
284.930 23.9035
284.957 23.3726
284.984 22.8762
285.011 22.4118
285.044 21.8922
285.076 21.4139
285.109 20.9717
285.141 20.5670
285.174 20.1970
285.206 19.8644
285.239 19.5700
285.255 19.4377
285.271 19.3172
285.293 19.1739
285.315 19.0534
285.336 18.9582
285.358 18.8915
285.380 18.8569
285.402 18.8589
285.412 18.8754
285.423 18.9029
285.434 18.9422
285.445 18.9943
285.456 19.0607
285.467 19.1412
285.477 19.2383
285.488 19.3513
285.499 19.4837
285.510 19.6341
285.521 19.8068
285.532 20.0000
285.543 20.2188
285.553 20.4607
285.564 20.7319
285.575 21.0291
285.586 21.3598
285.597 21.7196
285.608 22.1135
285.618 22.5434
285.633 23.2042
285.648 23.9390
285.663 24.7578
285.678 25.6666
285.693 26.6715
285.708 27.7786
285.723 28.9942
285.738 30.3242
285.753 31.7749
285.767 33.3519
285.782 35.0608
285.797 36.9069
285.812 38.8948
285.827 41.0289
285.842 43.3128
285.857 45.7491
285.872 48.3580
285.887 51.1056
285.902 54.0090
285.917 57.0669
285.932 60.2991
285.946 63.6589
285.961 67.1622
285.976 70.8028
286.006 78.4624
286.036 86.5561
286.066 94.9786
286.095 103.601
286.155 120.860
286.185 129.121
286.215 136.903
286.243 143.727
286.272 149.788
286.302 155.158
286.316 157.427
286.331 159.398
286.346 161.069
286.361 162.405
286.377 163.433
286.392 164.101
286.400 164.315
286.408 164.424
286.425 164.316
286.442 163.783
286.460 162.731
286.478 161.208
286.496 159.188
286.514 156.715
286.532 153.815
286.550 150.518
286.580 144.329
286.610 137.348
286.647 127.975
286.683 118.009
286.723 106.780
286.762 95.5801
286.799 85.5978
286.817 80.8033
286.835 76.1602
286.853 71.6868
286.872 67.3979
286.890 63.3054
286.908 59.4180
286.926 55.7417
286.944 52.2797
286.963 49.0328
286.981 45.9995
286.999 43.1765
287.017 40.5587
287.026 39.3247
287.035 38.1395
287.044 37.0021
287.054 35.9113
287.070 34.0382
287.087 32.3196
287.095 31.5068
287.103 30.7273
287.112 29.9802
287.120 29.2729
287.128 28.5872
287.136 27.9310
287.145 27.3032
287.153 26.7100
287.161 26.1359
287.169 25.5874
287.178 25.0635
287.186 24.5691
287.194 24.0914
287.203 23.6355
287.211 23.2006
287.219 22.7906
287.227 22.3948
287.236 22.0175
287.244 21.6578
287.252 21.3189
287.260 20.9919
287.269 20.6802
287.277 20.3832
287.285 20.1035
287.294 19.8335
287.302 19.5792
287.310 19.3338
287.318 19.1025
287.327 18.8582
287.336 18.6263
287.346 18.4060
287.355 18.1967
287.364 17.9978
287.373 17.8086
287.382 17.6286
287.391 17.4573
287.409 17.1387
287.427 16.8489
287.446 16.5846
287.464 16.3430
287.482 16.1212
287.500 15.9171
287.518 15.7285
287.537 15.5537
287.555 15.3911
287.573 15.2393
287.591 15.0971
287.609 14.9635
287.628 14.8369
287.646 14.7178
287.664 14.6049
287.682 14.4975
287.719 14.2974
287.755 14.1140
287.792 13.9447
287.828 13.7873
287.864 13.6403
287.901 13.5023
287.937 13.3723
287.974 13.2495
288.010 13.1330
288.046 13.0223
288.083 12.9168
288.119 12.8162
288.156 12.7199
288.192 12.6277
288.242 12.5077
288.291 12.3943
288.341 12.2864
288.391 12.1838
288.440 12.0858
288.490 11.9922
288.539 11.9027
288.589 11.8168
288.688 11.6548
288.788 11.5045
288.887 11.3644
288.986 11.2335
289.059 11.1423
289.132 11.0552
289.205 10.9717
289.277 10.8915
289.423 10.7401
289.569 10.5994
289.714 10.4679
289.860 10.3446
290.006 10.2285
290.151 10.1188
290.290 10.0195
290.429 9.92478
290.568 9.83429
290.707 9.74759
290.846 9.66437
290.985 9.58433
291.124 9.50722
291.263 9.43279
291.541 9.29115
291.819 9.15792
292.097 9.03189
292.375 8.91206
292.693 8.78148
293.011 8.65680
293.328 8.53709
293.646 8.42161
293.871 8.34192
294.096 8.26375
294.321 8.18683
294.546 8.11109
294.771 8.03630
294.996 7.96239
295.221 7.88913
295.446 7.81648
295.671 7.74422
295.896 7.67232
296.122 7.60059
296.347 7.52899
296.572 7.45736
296.797 7.38566
297.022 7.31377
297.247 7.24159
297.538 7.14757
297.829 7.05279
298.120 6.95705
298.412 6.86021
298.703 6.76211
298.994 6.66272
299.285 6.56195
299.576 6.45979
299.788 6.38462
300.000 6.30879
300.211 6.23256
300.423 6.15591
300.634 6.07893
300.845 6.00195
301.056 5.92522
301.268 5.84929
301.373 5.81180
301.479 5.77476
301.584 5.73828
301.690 5.70252
301.841 5.65298
301.992 5.60588
302.143 5.56205
302.293 5.52272
302.369 5.50526
302.444 5.48976
302.520 5.47672
302.595 5.46702
302.671 5.46216
302.708 5.46233
302.746 5.46485
302.784 5.47043
302.822 5.47997
302.859 5.49468
302.897 5.51612
302.929 5.54117
302.961 5.57408
302.993 5.61667
303.025 5.67092
303.041 5.70344
303.057 5.73967
303.073 5.78017
303.089 5.82532
303.105 5.87585
303.121 5.93155
303.137 5.99317
303.153 6.06114
303.170 6.13641
303.186 6.21852
303.202 6.30894
303.218 6.40703
303.234 6.51446
303.250 6.63033
303.266 6.75570
303.282 6.89093
303.298 7.03732
303.314 7.19335
303.330 7.36013
303.346 7.53785
303.362 7.72784
303.378 7.92777
303.394 8.13874
303.410 8.36061
303.435 8.72237
303.459 9.10628
303.484 9.51177
303.508 9.93620
303.557 10.8300
303.606 11.7501
303.655 12.6579
303.680 13.0907
303.704 13.5018
303.734 13.9696
303.765 14.3828
303.791 14.6936
303.810 14.8831
303.829 15.0428
303.849 15.1819
303.872 15.2888
303.900 15.3555
303.914 15.3608
303.930 15.3436
303.947 15.3018
303.979 15.1458
304.012 14.8982
304.037 14.6498
304.062 14.3585
304.100 13.8399
304.139 13.2564
304.183 12.5306
304.228 11.7867
304.272 11.0548
304.316 10.3665
304.340 10.0233
304.367 9.66205
304.393 9.33144
304.420 9.03100
304.447 8.76413
304.473 8.52931
304.500 8.32812
304.526 8.15894
304.553 8.02068
304.569 7.95064
304.586 7.89133
304.602 7.84235
304.618 7.80351
304.651 7.75343
304.683 7.73814
304.716 7.75436
304.748 7.79910
304.781 7.86977
304.813 7.96420
304.846 8.08097
304.878 8.21802
304.911 8.37520
304.944 8.55097
304.976 8.74621
305.009 8.95983
305.041 9.19286
305.074 9.44600
305.130 9.93529
305.158 10.2054
305.186 10.4943
305.214 10.8031
305.242 11.1334
305.270 11.4867
305.299 11.8649
305.327 12.2715
305.355 12.7060
305.383 13.1723
305.411 13.6731
305.439 14.2119
305.467 14.7922
305.495 15.4182
305.523 16.0944
305.556 16.9492
305.589 17.8855
305.621 18.9204
305.654 20.0610
305.670 20.6788
305.686 21.3301
305.703 22.0174
305.719 22.7388
305.735 23.5062
305.751 24.3134
305.768 25.1740
305.784 26.0812
305.800 27.0506
305.816 28.0814
305.833 29.1790
305.849 30.3415
305.865 31.5898
305.881 32.9237
305.898 34.3509
305.914 35.8701
305.930 37.5092
305.947 39.2692
305.963 41.1612
305.979 43.1842
305.995 45.3764
306.012 47.7401
306.028 50.2910
306.044 53.0284
306.060 56.0046
306.077 59.2232
306.093 62.7056
306.109 66.4510
306.126 70.5303
306.142 74.9477
306.158 79.7315
306.174 84.8787
306.191 90.4844
306.207 96.5516
306.223 103.115
306.239 110.167
306.256 117.832
306.272 126.054
306.288 134.976
306.304 144.529
306.322 155.863
306.340 168.127
306.358 181.375
306.376 195.579
306.393 210.950
306.411 227.366
306.429 245.057
306.447 263.868
306.463 282.298
306.479 301.814
306.495 322.435
306.512 344.038
306.528 366.895
306.544 390.727
306.560 415.819
306.577 441.848
306.593 469.109
306.609 497.410
306.642 556.754
306.674 619.759
306.707 685.384
306.769 815.684
306.831 945.599
306.864 1010.60
306.896 1071.80
306.929 1127.84
306.961 1177.44
306.986 1209.73
307.010 1237.16
307.034 1259.59
307.059 1276.53
307.079 1286.56
307.100 1292.36
307.108 1293.51
307.135 1292.49
307.162 1284.32
307.189 1269.19
307.216 1247.42
307.245 1217.82
307.273 1182.09
307.302 1140.70
307.330 1094.73
307.359 1042.52
307.389 987.266
307.448 870.799
307.507 752.551
307.537 694.852
307.566 639.172
307.587 602.370
307.607 566.978
307.627 532.758
307.647 500.137
307.667 468.857
307.687 439.274
307.707 411.120
307.728 384.682
307.742 366.217
307.757 348.594
307.772 331.800
307.787 315.822
307.802 300.641
307.816 286.237
307.831 272.588
307.846 259.755
307.861 247.538
307.875 236.000
307.890 225.114
307.905 214.918
307.920 205.247
307.935 196.143
307.949 187.577
307.964 179.576
307.979 172.003
307.994 164.886
308.008 158.201
308.023 151.921
308.038 146.023
308.053 140.483
308.068 135.279
308.082 130.420
308.097 125.822
308.112 121.498
308.127 117.431
308.141 113.628
308.156 110.021
308.171 106.622
308.186 103.416
308.201 100.411
308.226 95.5652
308.252 91.1797
308.277 87.1832
308.303 83.5309
308.328 80.1706
308.354 77.0942
308.379 74.2578
308.405 71.6352
308.430 69.1944
308.456 66.9343
308.481 64.8278
308.507 62.8595
308.532 61.0093
308.558 59.2797
308.583 57.6531
308.609 56.1205
308.639 54.4487
308.668 52.8817
308.698 51.4098
308.727 50.0292
308.757 48.7230
308.786 47.4935
308.816 46.3265
308.845 45.2247
308.875 44.1760
308.905 43.1799
308.964 41.3337
309.023 39.6563
309.082 38.1261
309.122 37.1552
309.163 36.2417
309.203 35.3787
309.243 34.5623
309.284 33.7888
309.324 33.0550
309.364 32.3580
309.404 31.6952
309.485 30.4612
309.566 29.3395
309.646 28.3143
309.727 27.3740
309.786 26.7316
309.845 26.1271
309.904 25.5565
309.963 25.0171
310.023 24.5055
310.082 24.0212
310.141 23.5615
310.200 23.1246
310.259 22.7080
310.318 22.3118
310.436 21.5730
310.555 20.8980
310.673 20.2787
310.791 19.7082
310.909 19.1815
311.028 18.6931
311.146 18.2393
311.264 17.8160
311.382 17.4207
311.501 17.0501
311.619 16.7020
311.732 16.3885
311.845 16.0917
311.957 15.8102
312.070 15.5428
312.183 15.2880
312.296 15.0449
312.409 14.8126
312.522 14.5904
312.635 14.3771
312.748 14.1723
312.860 13.9752
312.973 13.7855
313.086 13.6022
313.199 13.4251
313.312 13.2534
313.425 13.0871
313.640 12.7827
313.747 12.6362
313.855 12.4929
313.962 12.3527
314.070 12.2153
314.177 12.0805
314.285 11.9480
314.435 11.7657
314.586 11.5868
314.736 11.4108
314.887 11.2371
315.037 11.0652
315.112 10.9798
315.188 10.8947
315.263 10.8099
315.338 10.7253
315.413 10.6410
315.488 10.5569
315.596 10.4370
315.703 10.3175
315.757 10.2579
315.811 10.1987
315.865 10.1395
315.918 10.0808
315.972 10.0223
316.026 9.96443
316.080 9.90699
316.133 9.85037
316.187 9.79455
316.241 9.73996
316.295 9.68667
316.348 9.63522
316.408 9.58105
316.467 9.53035
316.526 9.48400
316.585 9.44327
316.615 9.42550
316.644 9.40982
316.674 9.39655
316.703 9.38611
316.733 9.37888
316.762 9.37545
316.792 9.37646
316.821 9.38272
316.847 9.39318
316.873 9.40908
316.898 9.43141
316.924 9.46135
316.949 9.50051
316.975 9.55034
317.000 9.61312
317.026 9.69150
317.051 9.78911
317.077 9.90914
317.102 10.0567
317.115 10.1430
317.128 10.2377
317.141 10.3432
317.153 10.4600
317.166 10.5890
317.179 10.7304
317.192 10.8877
317.204 11.0599
317.217 11.2513
317.230 11.4605
317.245 11.7312
317.259 12.0338
317.274 12.3717
317.289 12.7488
317.304 13.1692
317.319 13.6374
317.333 14.1582
317.348 14.7328
317.363 15.3746
317.378 16.0860
317.393 16.8734
317.407 17.7375
317.422 18.6975
317.437 19.7554
317.452 20.9195
317.466 22.1891
317.481 23.5905
317.496 25.1247
317.511 26.8012
317.525 28.6170
317.540 30.6067
317.555 32.7686
317.570 35.1131
317.585 37.6326
317.599 40.3714
317.614 43.3230
317.629 46.4972
317.644 49.8792
317.658 53.5239
317.673 57.4170
317.688 61.5658
317.703 65.9459
317.719 71.0786
317.735 76.5018
317.751 82.2496
317.767 88.3228
317.783 94.7608
317.800 101.480
317.816 108.513
317.832 115.849
317.843 120.935
317.868 133.485
317.894 146.614
317.919 160.276
317.945 174.354
317.974 191.035
318.004 207.794
318.033 224.473
318.063 240.727
318.093 256.252
318.122 270.695
318.152 283.855
318.181 295.366
318.211 305.054
318.240 312.616
318.263 316.912
318.285 319.853
318.300 321.037
318.308 321.401
318.332 321.502
318.356 319.969
318.372 318.138
318.387 315.681
318.407 311.784
318.426 307.009
318.456 297.793
318.486 286.718
318.516 274.054
318.546 260.145
318.584 241.005
318.622 220.960
318.683 188.884
318.713 173.178
318.743 158.037
318.773 143.532
318.788 136.560
318.803 129.855
318.818 123.337
318.833 117.103
318.848 111.116
318.863 105.380
318.877 100.363
318.890 95.5602
318.904 90.9703
318.918 86.6237
318.931 82.4542
318.945 78.5198
318.959 74.7587
318.972 71.2216
318.986 67.8513
319.000 64.6688
319.013 61.6682
319.027 58.8630
319.041 56.2052
319.054 53.7270
319.068 51.3848
319.082 49.2059
319.097 46.9486
319.112 44.8658
319.127 42.9205
319.142 41.1291
319.157 39.4588
319.172 37.9231
319.187 36.5020
319.202 35.1875
319.217 33.9643
319.232 32.8411
319.247 31.7960
319.262 30.8363
319.277 29.9429
319.292 29.1219
319.307 28.3617
319.322 27.6573
319.333 27.1736
319.344 26.7197
319.355 26.2856
319.366 25.8779
319.377 25.4876
319.388 25.1204
319.399 24.7715
319.410 24.4397
319.432 23.8204
319.453 23.2602
319.475 22.7471
319.497 22.2796
319.519 21.8482
319.541 21.4504
319.563 21.0824
319.585 20.7421
319.607 20.4235
319.628 20.1270
319.650 19.8476
319.672 19.5859
319.702 19.2487
319.732 18.9361
319.762 18.6450
319.792 18.3739
319.822 18.1188
319.853 17.8789
319.883 17.6527
319.913 17.4395
319.943 17.2368
319.973 17.0444
320.003 16.8614
320.033 16.6877
320.063 16.5214
320.093 16.3630
320.153 16.0657
320.194 15.8767
320.235 15.6978
320.276 15.5281
320.317 15.3668
320.358 15.2132
320.399 15.0668
320.440 14.9269
320.481 14.7931
320.563 14.5421
320.645 14.3105
320.727 14.0959
320.809 13.8960
320.869 13.7576
320.929 13.6258
320.990 13.4996
321.050 13.3789
321.110 13.2629
321.170 13.1515
321.230 13.0442
321.290 12.9407
321.350 12.8406
321.411 12.7438
321.471 12.6498
321.531 12.5587
321.591 12.4700
321.651 12.3838
321.711 12.2997
321.771 12.2176
321.864 12.0943
321.957 11.9751
322.050 11.8595
322.097 11.8030
322.143 11.7474
322.190 11.6926
322.236 11.6387
322.283 11.5857
322.329 11.5338
322.375 11.4828
322.422 11.4333
322.468 11.3853
322.515 11.3395
322.544 11.3123
322.572 11.2864
322.601 11.2621
322.630 11.2397
322.658 11.2197
322.687 11.2027
322.716 11.1895
322.744 11.1812
322.773 11.1791
322.788 11.1809
322.802 11.1850
322.816 11.1916
322.831 11.2010
322.845 11.2137
322.859 11.2299
322.874 11.2503
322.888 11.2751
322.902 11.3053
322.917 11.3409
322.931 11.3833
322.945 11.4325
322.960 11.4902
322.974 11.5563
322.989 11.6368
323.004 11.7289
323.019 11.8345
323.034 11.9550
323.049 12.0930
323.064 12.2484
323.079 12.4240
323.094 12.6217
323.109 12.8453
323.124 13.0941
323.139 13.3719
323.154 13.6813
323.169 14.0273
323.184 14.4083
323.199 14.8293
323.214 15.2933
323.229 15.7821
323.243 16.3163
323.258 16.8986
323.272 17.5275
323.286 18.2145
323.301 18.9530
323.315 19.7560
323.329 20.6151
323.344 21.5450
323.358 22.5352
323.372 23.6018
323.387 24.7322
323.401 25.9440
323.415 27.2220
323.430 28.5853
323.444 30.0158
323.459 31.6100
323.474 33.2787
323.489 35.0317
323.504 36.8680
323.519 38.7990
323.534 40.7967
323.564 45.0166
323.594 49.5226
323.625 54.2554
323.655 59.1574
323.685 64.1431
323.720 70.0805
323.756 75.8866
323.786 80.6051
323.816 85.0198
323.840 88.3590
323.865 91.3918
323.881 93.2205
323.898 94.8798
323.921 96.9157
323.936 98.0259
323.951 98.9723
323.966 99.7231
323.990 100.570
324.000 100.799
324.013 100.958
324.029 100.961
324.044 100.767
324.066 100.168
324.082 99.5013
324.097 98.6442
324.119 97.1587
324.141 95.3524
324.162 93.2437
324.184 90.8601
324.215 86.9545
324.247 82.6444
324.290 76.2124
324.333 69.4793
324.376 62.6878
324.398 59.3424
324.420 56.0641
324.441 52.8601
324.463 49.7787
324.485 46.8207
324.506 43.9987
324.528 41.3103
324.549 38.7874
324.571 36.4215
324.582 35.2980
324.593 34.2144
324.604 33.1608
324.614 32.1566
324.625 31.1915
324.636 30.2649
324.647 29.3766
324.658 28.5256
324.668 27.7115
324.679 26.9334
324.690 26.1837
324.701 25.4754
324.712 24.8004
324.722 24.1578
324.733 23.5466
324.744 22.9657
324.755 22.4141
324.766 21.8908
324.776 21.4349
324.785 21.0054
324.795 20.5925
324.805 20.2039
324.815 19.8307
324.825 19.4798
324.835 19.1466
324.844 18.8301
324.854 18.5268
324.864 18.2421
324.874 17.9720
324.884 17.7158
324.894 17.4706
324.903 17.2406
324.913 17.0225
324.923 16.8159
324.933 16.6182
324.943 16.4327
324.952 16.2570
324.962 16.0904
324.972 15.9309
324.982 15.7813
324.992 15.6394
325.002 15.5048
325.011 15.3758
325.021 15.2546
325.031 15.1396
325.041 15.0302
325.051 14.9253
325.061 14.8264
325.070 14.7324
325.080 14.6428
325.091 14.5482
325.102 14.4592
325.113 14.3746
325.123 14.2942
325.145 14.1448
325.167 14.0089
325.188 13.8842
325.210 13.7704
325.232 13.6655
325.253 13.5684
325.275 13.4778
325.296 13.3937
325.318 13.3149
325.340 13.2408
325.361 13.1709
325.383 13.1047
325.404 13.0420
325.426 12.9822
325.465 12.8802
325.505 12.7862
325.544 12.6988
325.583 12.6171
325.623 12.5405
325.662 12.4683
325.701 12.4002
325.741 12.3356
325.780 12.2741
325.819 12.2157
325.859 12.1600
325.898 12.1067
325.976 12.0069
326.055 11.9147
326.118 11.8458
326.181 11.7806
326.244 11.7189
326.307 11.6603
326.370 11.6044
326.432 11.5511
326.495 11.5000
326.558 11.4510
326.684 11.3588
326.810 11.2730
326.936 11.1929
327.061 11.1176
327.172 11.0552
327.282 10.9957
327.392 10.9389
327.502 10.8844
327.612 10.8320
327.722 10.7815
327.942 10.6857
328.162 10.5958
328.382 10.5109
328.602 10.4302
328.823 10.3531
329.137 10.2484
329.452 10.1490
329.766 10.0539
330.081 9.96247
330.395 9.87400
330.710 9.78793
331.024 9.70379
331.338 9.62115
331.684 9.53145
332.030 9.44257
332.376 9.35397
332.722 9.26522
333.068 9.17578
333.414 9.08516
333.587 9.03922
333.760 8.99279
333.933 8.94575
334.106 8.89805
334.326 8.83620
334.546 8.77295
334.766 8.70804
334.987 8.64129
335.207 8.57235
335.317 8.53698
335.427 8.50099
335.537 8.46428
335.647 8.42684
335.757 8.38861
335.867 8.34960
336.032 8.28939
336.197 8.22704
336.280 8.19498
336.362 8.16236
336.445 8.12907
336.528 8.09516
336.610 8.06054
336.693 8.02526
336.775 7.98920
336.858 7.95245
336.940 7.91488
337.023 7.87658
337.105 7.83744
337.188 7.79753
337.274 7.75483
337.361 7.71125
337.447 7.66683
337.534 7.62161
337.620 7.57568
337.707 7.52915
337.793 7.48221
337.837 7.45868
337.880 7.43515
337.921 7.41270
337.962 7.39034
338.004 7.36812
338.045 7.34617
338.086 7.32446
338.128 7.30314
338.169 7.28231
338.210 7.26217
338.251 7.24276
338.293 7.22432
338.334 7.20707
338.375 7.19133
338.416 7.17735
338.458 7.16556
338.499 7.15648
338.540 7.15074
338.584 7.14917
338.627 7.15336
338.670 7.16497
338.692 7.17420
338.713 7.18616
338.735 7.20134
338.757 7.22008
338.778 7.24302
338.800 7.27083
338.821 7.30432
338.843 7.34443
338.865 7.39228
338.886 7.44923
338.908 7.51718
338.929 7.59739
338.951 7.69237
338.973 7.80470
338.994 7.93813
339.016 8.09501
339.038 8.28009
339.059 8.49823
339.070 8.62262
339.081 8.75636
339.092 8.90138
339.102 9.05860
339.113 9.22897
339.124 9.41351
339.135 9.61333
339.146 9.82960
339.157 10.0658
339.167 10.3190
339.178 10.5925
339.189 10.8881
339.200 11.2070
339.211 11.5512
339.221 11.9223
339.232 12.3221
339.247 12.9203
339.262 13.5768
339.276 14.3061
339.291 15.1042
339.306 15.9883
339.321 16.9530
339.335 18.0183
339.350 19.1771
339.365 20.4525
339.380 21.8351
339.394 23.3516
339.409 24.9898
339.424 26.7801
339.439 28.7068
339.453 30.7898
339.468 33.0375
339.479 34.8152
339.490 36.6736
339.501 38.6316
339.511 40.6923
339.522 42.8587
339.533 45.1334
339.544 47.5193
339.555 50.0187
339.565 52.6339
339.576 55.3672
339.587 58.2202
339.598 61.1945
339.609 64.2916
339.619 67.5123
339.630 70.8573
339.641 74.3269
339.653 78.2602
339.665 82.3415
339.676 86.5696
339.688 90.9426
339.712 100.113
339.735 109.823
339.759 120.033
339.783 130.692
339.806 141.734
339.830 153.035
339.867 171.432
339.904 189.974
339.948 210.972
339.969 221.124
339.991 230.834
340.013 240.053
340.034 248.683
340.056 256.633
340.077 263.816
340.097 269.631
340.117 274.664
340.140 279.643
340.161 283.097
340.183 285.527
340.200 286.744
340.207 287.030
340.230 287.156
340.253 286.067
340.282 282.819
340.314 277.218
340.343 270.282
340.372 261.777
340.401 251.889
340.430 240.866
340.464 226.574
340.499 211.329
340.557 184.432
340.586 170.902
340.615 157.617
340.644 144.605
340.673 132.140
340.702 120.291
340.716 114.624
340.731 109.142
340.756 100.107
340.768 95.8295
340.781 91.7018
340.793 87.7256
340.806 83.9013
340.818 80.2289
340.831 76.7077
340.843 73.3365
340.856 70.1135
340.868 67.0365
340.881 64.1029
340.893 61.3097
340.906 58.6535
340.918 56.1309
340.931 53.7379
340.945 51.1191
340.960 48.6627
340.974 46.3618
340.989 44.2096
341.003 42.1989
341.018 40.3226
341.032 38.5736
341.047 36.9450
341.061 35.4299
341.076 34.0214
341.090 32.7130
341.105 31.4983
341.119 30.3712
341.134 29.3258
341.148 28.3564
341.163 27.4577
341.180 26.4762
341.197 25.5838
341.214 24.7672
341.231 24.0197
341.248 23.3309
341.266 22.7031
341.283 22.1268
341.300 21.5969
341.317 21.1064
341.334 20.6568
341.351 20.2414
341.368 19.8570
341.385 19.4984
341.403 19.1671
341.420 18.8586
341.437 18.5705
341.451 18.3408
341.466 18.1234
341.480 17.9173
341.495 17.7215
341.524 17.3579
341.553 17.0269
341.582 16.7239
341.611 16.4451
341.640 16.1873
341.669 15.9478
341.698 15.7245
341.727 15.5155
341.756 15.3193
341.785 15.1346
341.814 14.9603
