Mo-94(n,tot) ENDFB-8.0
0.0640625 6.05010
0.0656250 6.04723
0.0671875 6.04447
0.0687500 6.04180
0.0718750 6.03674
0.0750000 6.03201
0.0781250 6.02757
0.0812500 6.02340
0.0843750 6.01947
0.0875000 6.01575
0.0906250 6.01224
0.0937500 6.00890
0.0968750 6.00574
0.100000 6.00272
0.103125 5.99985
0.106250 5.99711
0.109375 5.99449
0.112500 5.99199
0.115625 5.98958
0.118750 5.98728
0.121875 5.98507
0.125000 5.98294
0.128125 5.98089
0.131250 5.97892
0.134375 5.97702
0.137500 5.97519
0.143750 5.97170
0.150000 5.96844
0.156250 5.96538
0.162500 5.96250
0.168750 5.95978
0.175000 5.95721
0.181250 5.95478
0.187500 5.95247
0.193750 5.95028
0.200000 5.94819
0.209375 5.94524
0.218750 5.94248
0.228125 5.93989
0.237500 5.93746
0.246875 5.93517
0.256250 5.93301
0.265625 5.93096
0.275000 5.92902
0.284375 5.92718
0.293750 5.92542
0.303125 5.92375
0.312500 5.92216
0.321875 5.92063
0.331250 5.91917
0.340625 5.91777
0.350000 5.91643
0.359375 5.91513
0.368750 5.91389
0.378125 5.91270
0.387500 5.91155
0.396875 5.91044
0.406250 5.90936
0.425000 5.90733
0.443750 5.90542
0.462500 5.90362
0.500000 5.90034
0.531250 5.89787
0.562500 5.89559
0.593750 5.89350
0.625000 5.89156
0.687500 5.88807
0.750000 5.88501
0.812500 5.88229
0.875000 5.87986
0.937500 5.87766
1.00000 5.87566
1.06250 5.87381
1.12500 5.87212
1.18750 5.87054
1.25000 5.86907
1.37500 5.86641
1.50000 5.86406
1.62500 5.86194
1.75000 5.86002
1.87500 5.85827
2.00000 5.85665
2.18750 5.85443
2.37500 5.85243
2.56250 5.85060
2.75000 5.84892
2.93750 5.84735
3.12500 5.84588
3.31250 5.84451
3.50000 5.84320
3.68750 5.84197
3.87500 5.84079
4.25000 5.83858
4.62500 5.83653
5.00000 5.83463
5.31250 5.83312
5.62500 5.83168
5.93750 5.83030
6.25000 5.82897
6.87500 5.82644
7.50000 5.82406
8.12500 5.82180
8.75000 5.81965
9.37500 5.81757
10.0000 5.81557
10.6250 5.81364
11.2500 5.81176
11.8750 5.80993
12.5000 5.80815
13.1250 5.80641
13.7500 5.80470
15.0000 5.80140
16.2500 5.79821
17.5000 5.79513
18.7500 5.79214
20.0000 5.78924
20.9375 5.78711
21.8750 5.78502
23.7500 5.78094
25.6250 5.77701
27.5000 5.77319
29.3750 5.76949
31.2500 5.76589
33.1250 5.76238
35.0000 5.75897
36.8750 5.75564
38.7500 5.75239
40.6250 5.74921
42.5000 5.74611
44.3750 5.74308
46.2500 5.74011
48.1250 5.73721
50.0000 5.73436
53.1250 5.72975
56.2500 5.72529
59.3750 5.72097
62.5000 5.71679
65.6250 5.71273
68.7500 5.70880
71.8750 5.70498
75.0000 5.70127
77.7344 5.69812
80.4688 5.69505
83.2031 5.69206
84.5703 5.69060
85.9375 5.68916
87.5000 5.68755
88.9649 5.68607
90.4297 5.68462
91.8945 5.68321
93.3594 5.68184
94.0918 5.68118
94.8242 5.68053
95.5567 5.67991
96.2891 5.67931
97.0215 5.67873
97.7539 5.67819
98.4863 5.67770
99.2188 5.67726
100.000 5.67687
100.510 5.67668
101.020 5.67655
101.530 5.67650
102.041 5.67656
102.296 5.67664
102.551 5.67675
102.806 5.67692
103.061 5.67715
103.316 5.67744
103.571 5.67781
103.826 5.67829
104.081 5.67888
104.319 5.67957
104.557 5.68041
104.795 5.68146
105.033 5.68275
105.152 5.68351
105.271 5.68437
105.390 5.68533
105.509 5.68642
105.628 5.68765
105.747 5.68904
105.866 5.69062
105.985 5.69243
106.105 5.69451
106.224 5.69690
106.343 5.69969
106.462 5.70295
106.581 5.70679
106.640 5.70898
106.700 5.71137
106.759 5.71400
106.819 5.71688
106.878 5.72007
106.938 5.72359
107.014 5.72871
107.091 5.73460
107.167 5.74144
107.206 5.74529
107.244 5.74945
107.282 5.75399
107.320 5.75892
107.359 5.76433
107.397 5.77024
107.435 5.77677
107.473 5.78398
107.512 5.79199
107.550 5.80092
107.597 5.81335
107.620 5.82030
107.643 5.82782
107.667 5.83597
107.690 5.84484
107.714 5.85452
107.737 5.86509
107.760 5.87677
107.784 5.88967
107.807 5.90399
107.830 5.91988
107.854 5.93774
107.877 5.95784
107.901 5.98053
107.924 6.00615
107.937 6.02169
107.949 6.03825
107.962 6.05619
107.975 6.07534
107.988 6.09612
108.000 6.11833
108.013 6.14246
108.026 6.16826
108.039 6.19632
108.051 6.22634
108.064 6.25897
108.077 6.29389
108.090 6.33183
108.102 6.37241
108.115 6.41647
108.128 6.46352
108.140 6.51002
108.151 6.55970
108.163 6.61274
108.175 6.66933
108.186 6.72964
108.198 6.79385
108.210 6.86213
108.222 6.93466
108.233 7.01159
108.245 7.09309
108.257 7.17929
108.268 7.27035
108.280 7.36637
108.292 7.46746
108.303 7.57371
108.315 7.68420
108.330 7.83371
108.345 7.99177
108.360 8.15832
108.375 8.33203
108.389 8.51501
108.404 8.70578
108.419 8.90392
108.434 9.10750
108.457 9.44155
108.481 9.78778
108.528 10.4998
108.574 11.2100
108.598 11.5504
108.621 11.8717
108.647 12.1966
108.672 12.4862
108.698 12.7372
108.724 12.9377
108.743 13.0513
108.762 13.1332
108.781 13.1824
108.800 13.1982
108.819 13.1803
108.838 13.1291
108.857 13.0452
108.876 12.9299
108.892 12.8135
108.908 12.6793
108.923 12.5278
108.939 12.3604
108.969 11.9879
109.000 11.5729
109.030 11.1273
109.061 10.6657
109.122 9.73489
109.153 9.28792
109.183 8.86420
109.199 8.66295
109.214 8.46955
109.229 8.28442
109.245 8.10790
109.260 7.94018
109.275 7.78140
109.290 7.63157
109.306 7.49155
109.316 7.39989
109.327 7.31312
109.337 7.23029
109.347 7.15132
109.358 7.07541
109.368 7.00390
109.379 6.93597
109.389 6.87149
109.400 6.80977
109.410 6.75189
109.420 6.69711
109.431 6.64530
109.441 6.59590
109.452 6.54971
109.462 6.50613
109.472 6.46503
109.488 6.40884
109.503 6.35739
109.518 6.31032
109.534 6.26729
109.549 6.22796
109.564 6.19202
109.580 6.15918
109.595 6.12917
109.610 6.10172
109.625 6.07662
109.641 6.05362
109.656 6.03255
109.671 6.01321
109.687 5.99543
109.702 5.97908
109.717 5.96410
109.741 5.94298
109.764 5.92432
109.788 5.90761
109.812 5.89271
109.835 5.87925
109.859 5.86714
109.883 5.85615
109.906 5.84613
109.930 5.83692
109.954 5.82850
109.977 5.82075
110.001 5.81359
110.024 5.80692
110.048 5.80074
110.095 5.78963
110.131 5.78205
110.168 5.77520
110.204 5.76894
110.240 5.76323
110.276 5.75799
110.312 5.75318
110.348 5.74872
110.384 5.74462
110.457 5.73727
110.529 5.73091
110.601 5.72535
110.674 5.72047
110.735 5.71678
110.796 5.71344
110.857 5.71041
110.918 5.70765
110.979 5.70512
111.041 5.70280
111.163 5.69871
111.285 5.69521
111.408 5.69220
111.530 5.68958
111.652 5.68729
111.769 5.68536
111.886 5.68363
112.003 5.68209
112.119 5.68069
112.236 5.67943
112.353 5.67828
112.586 5.67626
112.820 5.67456
113.054 5.67310
113.287 5.67184
113.521 5.67073
113.810 5.66953
114.099 5.66848
114.388 5.66755
114.677 5.66672
114.967 5.66597
115.256 5.66528
115.545 5.66465
115.834 5.66407
116.412 5.66302
116.991 5.66209
117.569 5.66124
118.147 5.66045
118.903 5.65950
119.660 5.65862
120.416 5.65779
121.172 5.65699
121.928 5.65623
122.685 5.65550
123.441 5.65478
124.197 5.65408
125.710 5.65272
127.222 5.65140
128.735 5.65012
130.247 5.64887
132.115 5.64736
133.984 5.64587
137.721 5.64298
141.457 5.64018
145.194 5.63745
148.931 5.63479
152.668 5.63219
156.405 5.62965
160.141 5.62716
165.124 5.62392
170.106 5.62078
175.088 5.61771
180.071 5.61471
190.035 5.60893
200.000 5.60342
209.375 5.59844
218.750 5.59367
228.125 5.58906
237.500 5.58462
246.875 5.58032
256.250 5.57616
275.000 5.56821
293.750 5.56069
312.500 5.55354
331.250 5.54671
350.000 5.54015
368.750 5.53382
396.875 5.52473
425.000 5.51595
462.500 5.50470
500.000 5.49379
531.250 5.48487
562.500 5.47604
593.750 5.46723
625.000 5.45838
656.250 5.44945
703.125 5.43575
750.000 5.42161
796.875 5.40673
843.750 5.39093
875.000 5.37975
906.250 5.36794
927.734 5.35940
949.219 5.35047
970.703 5.34113
981.445 5.33628
992.188 5.33134
1000.00 5.32767
1004.44 5.32557
1008.87 5.32347
1013.31 5.32136
1017.74 5.31927
1022.17 5.31722
1024.39 5.31622
1026.61 5.31526
1028.83 5.31435
1031.04 5.31350
1033.26 5.31279
1034.37 5.31249
1035.48 5.31226
1036.69 5.31210
1037.90 5.31207
1039.11 5.31221
1040.32 5.31264
1041.53 5.31349
1042.13 5.31414
1042.74 5.31500
1043.34 5.31614
1043.94 5.31764
1044.55 5.31964
1045.15 5.32236
1045.58 5.32491
1046.01 5.32817
1046.44 5.33240
1046.87 5.33802
1047.08 5.34156
1047.30 5.34571
1047.51 5.35067
1047.72 5.35668
1047.94 5.36409
1048.15 5.37351
1048.37 5.38599
1048.47 5.39396
1048.58 5.40359
1048.67 5.41326
1048.76 5.42479
1048.85 5.43884
1048.93 5.45618
1049.02 5.47806
1049.11 5.50527
1049.20 5.53963
1049.24 5.56011
1049.29 5.58316
1049.33 5.60974
1049.38 5.63902
1049.42 5.67195
1049.46 5.70896
1049.51 5.75049
1049.55 5.79704
1049.60 5.84914
1049.64 5.90734
1049.68 5.97224
1049.73 6.04445
1049.77 6.12462
1049.82 6.21340
1049.86 6.31148
1049.90 6.41953
1049.95 6.53825
1049.99 6.66830
1050.03 6.80025
1050.07 6.94312
1050.11 7.09738
1050.16 7.26344
1050.20 7.44170
1050.24 7.63247
1050.28 7.83600
1050.32 8.05246
1050.36 8.28191
1050.40 8.52433
1050.44 8.77959
1050.48 9.04742
1050.52 9.32743
1050.57 9.61911
1050.61 9.92179
1050.65 10.2347
1050.74 10.9360
1050.82 11.6680
1051.00 13.1629
1051.11 14.0969
1051.17 14.5370
1051.23 14.9446
1051.30 15.4115
1051.37 15.8166
1051.41 16.0422
1051.45 16.2401
1051.52 16.4903
1051.59 16.6624
1051.63 16.7248
1051.67 16.7586
1051.70 16.7663
1051.70 16.7661
1051.71 16.7644
1051.72 16.7614
1051.74 16.7503
1051.78 16.7103
1051.82 16.6423
1051.86 16.5482
1051.90 16.4185
1051.94 16.2645
1051.98 16.0846
1052.02 15.8804
1052.06 15.6533
1052.10 15.4050
1052.19 14.8524
1052.20 14.7442
1052.25 14.3546
1052.31 13.9458
1052.34 13.7030
1052.42 13.0120
1052.50 12.3150
1052.58 11.6192
1052.66 10.9382
1052.74 10.3072
1052.82 9.71684
1052.86 9.42879
1052.90 9.15841
1052.94 8.89887
1052.98 8.65054
1053.02 8.40778
1053.06 8.18289
1053.10 7.96975
1053.14 7.76833
1053.17 7.57853
1053.21 7.40021
1053.25 7.23312
1053.29 7.07699
1053.33 6.94229
1053.36 6.81974
1053.40 6.70201
1053.43 6.59533
1053.47 6.49326
1053.50 6.40113
1053.54 6.31332
1053.58 6.23435
1053.61 6.15934
1053.65 6.09211
1053.68 6.02847
1053.72 5.97160
1053.75 5.91793
1053.79 5.87011
1053.82 5.82509
1053.86 5.78509
1053.90 5.74751
1053.93 5.71418
1054.00 5.65526
1054.07 5.60645
1054.14 5.56607
1054.21 5.53269
1054.29 5.50507
1054.36 5.48218
1054.43 5.46339
1054.51 5.44502
1054.59 5.43017
1054.67 5.41789
1054.76 5.40762
1054.92 5.39142
1055.08 5.37937
1055.25 5.36988
1055.41 5.36225
1055.58 5.35591
1055.74 5.35052
1056.07 5.34184
1056.40 5.33518
1056.73 5.32990
1057.06 5.32563
1057.56 5.32042
1058.07 5.31642
1058.58 5.31326
1059.09 5.31070
1059.60 5.30859
1060.10 5.30681
1061.12 5.30394
1062.13 5.30171
1063.15 5.29991
1064.17 5.29839
1065.18 5.29708
1066.73 5.29534
1068.29 5.29383
1069.84 5.29245
1071.39 5.29117
1072.95 5.28996
1074.50 5.28881
1077.61 5.28660
1080.71 5.28447
1083.82 5.28238
1086.93 5.28031
1090.03 5.27826
1095.29 5.27477
1100.55 5.27125
1111.06 5.26408
1121.57 5.25668
1132.09 5.24899
1135.91 5.24611
1146.43 5.23797
1156.94 5.22948
1177.97 5.21128
1199.00 5.19123
1220.02 5.16896
1241.05 5.14396
1262.08 5.11566
1283.11 5.08331
1304.14 5.04586
1319.43 5.01455
1334.72 4.97903
1350.02 4.93835
1357.66 4.91565
1365.31 4.89114
1375.82 4.85399
1386.34 4.81219
1396.85 4.76477
1402.11 4.73856
1407.37 4.71047
1416.45 4.65670
1420.99 4.62702
1425.53 4.59521
1430.07 4.56099
1434.61 4.52405
1439.15 4.48422
1443.69 4.44087
1448.95 4.38579
1454.20 4.32464
1459.46 4.25635
1462.09 4.21913
1464.72 4.17961
1467.34 4.13754
1469.97 4.09268
1472.60 4.04476
1475.23 3.99347
1477.86 3.93839
1480.49 3.87915
1483.12 3.81520
1485.74 3.74602
1487.30 3.70238
1488.85 3.65659
1490.40 3.60854
1491.96 3.55780
1493.51 3.50424
1495.06 3.44767
1496.62 3.38784
1498.17 3.32447
1499.48 3.26781
1500.80 3.20822
1502.11 3.14544
1503.43 3.07921
1504.74 3.00921
1506.06 2.93525
1507.37 2.85694
1508.68 2.77393
1509.76 2.70219
1510.83 2.62687
1511.91 2.54761
1512.99 2.46429
1514.06 2.37651
1515.14 2.28421
1516.21 2.18701
1516.75 2.13640
1517.29 2.08455
1517.94 2.01925
1518.60 1.95188
1519.26 1.88240
1519.91 1.81080
1520.57 1.73709
1521.23 1.66128
1521.89 1.58344
1522.54 1.50369
1523.20 1.42208
1523.86 1.33912
1524.51 1.25506
1524.84 1.21271
1525.17 1.17042
1525.50 1.12805
1525.83 1.08596
1526.16 1.04402
1526.49 1.00265
1526.81 0.961788
1527.14 0.921887
1527.47 0.882956
1527.80 0.845523
1528.19 0.803389
1528.58 0.764460
1528.97 0.729371
1529.35 0.699315
1529.55 0.686450
1529.74 0.675371
1529.94 0.666203
1530.13 0.659161
1530.32 0.654487
1530.52 0.652447
1530.71 0.653339
1530.91 0.657493
1531.14 0.667267
1531.37 0.682955
1531.49 0.693270
1531.60 0.705379
1531.72 0.719405
1531.83 0.735329
1532.01 0.763197
1532.04 0.768586
1532.15 0.789972
1532.24 0.809948
1532.33 0.831493
1532.52 0.880586
1532.66 0.923457
1532.80 0.971622
1532.95 1.02555
1533.09 1.08531
1533.23 1.15231
1533.37 1.22677
1533.51 1.30938
1533.65 1.40024
1533.74 1.45816
1533.82 1.51884
1533.90 1.58314
1533.98 1.65125
1534.07 1.72340
1534.15 1.79981
1534.23 1.88072
1534.31 1.96639
1534.39 2.05824
1534.48 2.15434
1534.56 2.25609
1534.64 2.36383
1534.72 2.47791
1534.80 2.59873
1534.89 2.72670
1534.97 2.86226
1535.05 3.00770
1535.13 3.16003
1535.22 3.32152
1535.30 3.49276
1535.38 3.67669
1535.46 3.86957
1535.54 4.07431
1535.63 4.29175
1535.71 4.52566
1535.79 4.77140
1535.87 5.03276
1535.96 5.31087
1536.04 5.60700
1536.12 5.92251
1536.20 6.25891
1536.28 6.61784
1536.37 7.00594
1536.45 7.41589
1536.53 7.85441
1536.61 8.32393
1536.69 8.82716
1536.78 9.36711
1536.86 9.94711
1536.94 10.5709
1537.02 11.2427
1537.10 11.9672
1537.19 12.7496
1537.27 13.5960
1537.35 14.5130
1537.43 15.5083
1537.51 16.5905
1537.60 17.7695
1537.68 19.0730
1537.76 20.4823
1537.84 22.0272
1537.93 23.7243
1537.97 24.6585
1538.01 25.6165
1538.05 26.6227
1538.09 27.6802
1538.13 28.7920
1538.17 29.9616
1538.21 31.1927
1538.25 32.4890
1538.30 33.8889
1538.34 35.3301
1538.38 36.8499
1538.42 38.4530
1538.46 40.1447
1538.50 41.9305
1538.54 43.8162
1538.58 45.8081
1538.62 47.9125
1538.67 50.1365
1538.71 52.4870
1538.75 54.9717
1538.79 57.5985
1538.83 60.3757
1538.87 63.3118
1538.91 66.4159
1538.95 69.7795
1538.99 73.2523
1539.04 76.9223
1539.08 80.7996
1539.12 84.8948
1539.16 89.2187
1539.20 93.7823
1539.24 98.5968
1539.28 103.673
1539.32 109.024
1539.36 114.659
1539.40 120.590
1539.45 126.829
1539.49 133.387
1539.53 140.274
1539.57 147.501
1539.61 155.268
1539.65 163.214
1539.69 171.529
1539.73 180.220
1539.77 189.296
1539.82 198.762
1539.90 218.885
1539.98 240.617
1540.06 263.961
1540.14 288.895
1540.23 315.366
1540.31 343.636
1540.39 372.902
1540.47 403.336
1540.55 434.740
1540.88 565.228
1540.97 598.046
1541.05 629.896
1541.14 660.366
1541.22 689.038
1541.34 725.221
1541.39 741.255
1541.45 755.870
1541.51 768.963
1541.57 780.439
1541.63 790.215
1541.68 798.222
1541.74 804.404
1541.80 808.721
1541.84 810.561
1541.90 811.720
1541.97 810.642
1542.03 807.350
1542.09 801.889
1542.15 794.326
1542.22 784.745
1542.28 773.249
1542.34 759.956
1542.43 739.409
1542.51 716.479
1542.60 691.312
1542.68 664.297
1542.77 632.365
1542.87 599.522
1543.05 531.775
1543.21 474.643
1543.29 447.056
1543.37 420.257
1543.45 394.397
1543.53 369.601
1543.61 345.963
1543.69 323.550
1543.77 302.146
1543.85 282.304
1543.93 263.749
1544.00 246.463
1544.08 230.414
1544.16 215.558
1544.24 201.844
1544.32 189.211
1544.37 182.182
1544.41 175.500
1544.46 169.150
1544.51 163.244
1544.55 157.510
1544.60 152.067
1544.65 146.900
1544.69 142.098
1544.74 137.439
1544.79 133.017
1544.84 128.819
1544.88 124.916
1544.93 121.128
1544.98 117.529
1545.02 114.110
1545.07 110.927
1545.15 105.751
1545.23 101.049
1545.31 96.7159
1545.39 92.7153
1545.47 88.9703
1545.54 85.5453
1545.62 82.3655
1545.70 79.4077
1545.78 76.6175
1545.86 74.0457
1545.94 71.6398
1546.02 69.3847
1546.10 67.2674
1546.18 65.2760
1546.26 63.3999
1546.34 61.6296
1546.42 59.9361
1546.49 58.3539
1546.57 56.8544
1546.65 55.4315
1546.73 54.0795
1546.81 52.7934
1546.97 50.4009
1547.13 48.2086
1547.29 46.2173
1547.44 44.3901
1547.60 42.7081
1547.74 41.3546
1547.88 40.0888
1548.01 38.9028
1548.15 37.7973
1548.29 36.7499
1548.42 35.7632
1548.56 34.8324
1548.70 33.9592
1548.83 33.1267
1548.97 32.3380
1549.11 31.5898
1549.24 30.8843
1549.38 30.2084
1549.52 29.5695
1549.79 28.3753
1549.95 27.7292
1550.11 27.1199
1550.26 26.5372
1550.42 25.9865
1550.58 25.4587
1550.74 24.9588
1551.06 24.0259
1551.37 23.1706
1551.69 22.3886
1552.01 21.6668
1552.32 21.0028
1552.70 20.2786
1553.07 19.6172
1553.44 19.0095
1553.82 18.4496
1554.19 17.9320
1554.57 17.4522
1554.94 17.0064
1555.31 16.5910
1555.63 16.2605
1555.95 15.9482
1556.27 15.6527
1556.58 15.3735
1556.90 15.1077
1557.21 14.8560
1557.53 14.6159
1557.85 14.3880
1558.16 14.1701
1558.48 13.9621
1559.11 13.5743
1559.75 13.2191
1560.38 12.8928
1561.01 12.5916
1561.65 12.3135
1562.28 12.0556
1562.91 11.8160
1563.55 11.5927
1564.18 11.3841
1564.81 11.1889
1565.45 11.0058
1565.96 10.8643
1566.48 10.7298
1567.52 10.4796
1568.55 10.2514
1569.59 10.0425
1570.63 9.85058
1571.66 9.67377
1572.70 9.51039
1573.73 9.35896
1575.00 9.18821
1576.27 9.03165
1577.53 8.88738
1578.80 8.75421
1580.07 8.63073
1581.33 8.51611
1582.60 8.40935
1583.86 8.30968
1585.36 8.20004
1586.86 8.09838
1588.36 8.00388
1589.85 7.91585
1591.35 7.83364
1592.84 7.75691
1594.34 7.68468
1595.84 7.61674
1598.37 7.51053
1600.90 7.41411
1603.44 7.32620
1605.97 7.24574
1608.50 7.17177
1611.03 7.10359
1613.57 7.04051
1616.10 6.98201
1618.63 6.92758
1621.16 6.87683
1623.70 6.82940
1626.23 6.78500
1628.76 6.74334
1631.29 6.70420
1633.83 6.66736
1636.36 6.63265
1637.28 6.62052
1639.81 6.58856
1642.35 6.55853
1644.88 6.53044
1646.14 6.51719
1647.41 6.50452
1648.79 6.49150
1650.17 6.47955
1650.86 6.47411
1651.56 6.46913
1652.25 6.46476
1652.94 6.46122
1653.43 6.45939
1653.92 6.45835
1654.41 6.45839
1654.89 6.45996
1655.14 6.46155
1655.38 6.46387
1655.63 6.46714
1655.87 6.47170
1656.12 6.47821
1656.36 6.48774
1656.49 6.49432
1656.61 6.50255
1656.73 6.51308
1656.85 6.52671
1656.96 6.54224
1657.07 6.56207
1657.18 6.58750
1657.28 6.62015
1657.39 6.66208
1657.45 6.68728
1657.50 6.71577
1657.55 6.74795
1657.61 6.78423
1657.66 6.82509
1657.72 6.87101
1657.77 6.92253
1657.82 6.98021
1657.88 7.04463
1657.93 7.11642
1657.99 7.19624
1658.04 7.28473
1658.09 7.38259
1658.15 7.49051
1658.20 7.60917
1658.26 7.73926
1658.31 7.88144
1658.36 8.03634
1658.42 8.20457
1658.47 8.38666
1658.53 8.58309
1658.58 8.79022
1658.63 8.98600
1658.67 9.19331
1658.72 9.41221
1658.77 9.63767
1658.81 9.87939
1658.86 10.1324
1658.91 10.3965
1658.95 10.6653
