Br-79(n,tot) ENDFB-8.0
613.647 8.07980
614.004 7.83812
614.361 7.61625
614.718 7.41171
615.076 7.22251
615.352 7.08563
615.628 6.95611
615.904 6.83335
616.180 6.71677
616.456 6.60584
616.732 6.50006
617.008 6.39901
617.284 6.30229
617.836 6.12062
618.388 5.95284
618.940 5.79707
619.492 5.65167
619.946 5.53874
620.401 5.43124
620.855 5.32859
621.310 5.23028
621.765 5.13583
622.219 5.04484
622.674 4.95694
623.128 4.87181
623.810 4.74862
624.492 4.63006
625.174 4.51537
625.515 4.45926
625.856 4.40389
626.197 4.34916
626.538 4.29506
626.879 4.24148
627.220 4.18844
627.561 4.13584
627.902 4.08371
628.242 4.03201
628.583 3.98077
628.941 3.92758
629.298 3.87497
629.655 3.82306
630.012 3.77201
630.369 3.72203
630.726 3.67347
630.905 3.64986
631.084 3.62681
631.262 3.60439
631.441 3.58275
631.684 3.55466
631.928 3.52865
632.171 3.50524
632.415 3.48516
632.537 3.47665
632.659 3.46934
632.780 3.46340
632.902 3.45902
633.024 3.45643
633.146 3.45589
633.267 3.45770
633.389 3.46223
633.568 3.47470
633.657 3.48399
633.746 3.49565
633.836 3.50997
633.925 3.52730
634.014 3.54803
634.103 3.57263
634.193 3.60164
634.282 3.63572
634.371 3.67564
634.461 3.72233
634.550 3.77693
634.639 3.84083
634.729 3.91578
634.818 4.00385
634.907 4.10802
634.996 4.23178
635.041 4.30249
635.086 4.37978
635.130 4.46479
635.175 4.55806
635.220 4.66107
635.264 4.77457
635.309 4.90044
635.354 5.03971
635.398 5.19481
635.443 5.36711
635.487 5.55928
635.532 5.77399
635.577 6.01482
635.621 6.28411
635.666 6.58693
635.711 6.92625
635.755 7.30843
635.800 7.73711
635.822 7.97210
635.845 8.22018
635.867 8.48319
635.889 8.76201
635.912 9.05892
635.934 9.37222
635.956 9.70418
635.979 10.0558
636.001 10.4300
636.023 10.8244
636.046 11.2418
636.068 11.6834
636.090 12.1526
636.113 12.6464
636.135 13.1682
636.157 13.7192
636.180 14.3036
636.202 14.9173
636.224 15.5643
636.246 16.2461
636.267 16.8981
636.287 17.5811
636.307 18.2962
636.328 19.0444
636.348 19.8268
636.368 20.6443
636.389 21.4982
636.409 22.3893
636.443 23.9921
636.478 25.7100
636.512 27.5473
636.547 29.5082
636.581 31.5959
636.616 33.8136
636.650 36.1635
636.685 38.6471
636.707 40.3317
636.730 42.0651
636.774 45.6999
636.819 49.5643
636.863 53.6346
636.908 57.9193
636.953 62.3858
636.997 67.0371
637.042 71.8320
637.087 76.7674
637.131 81.7933
637.221 92.0204
637.310 102.248
637.399 112.137
637.456 118.101
637.513 123.685
637.557 127.752
637.602 131.496
637.653 135.302
637.703 138.590
637.742 140.727
637.781 142.518
637.819 143.949
637.858 145.006
637.900 145.728
637.928 145.957
637.974 145.895
638.020 145.299
638.065 144.180
638.111 142.552
638.152 140.658
638.194 138.385
638.235 135.758
638.277 132.802
638.318 129.523
638.360 125.972
638.443 118.188
638.527 109.739
638.610 100.891
638.762 84.6053
638.837 76.7181
638.913 69.1919
638.955 65.2331
638.997 61.4243
639.038 57.7758
639.080 54.3035
639.122 50.9963
639.163 47.8659
639.205 44.9137
639.247 42.1455
639.279 40.1168
639.311 38.1977
639.343 36.3795
639.375 34.6601
639.408 33.0366
639.440 31.5060
639.472 30.0652
639.504 28.7106
639.536 27.4388
639.569 26.2460
639.601 25.1286
639.633 24.0829
639.665 23.1051
639.697 22.1916
639.730 21.3387
639.762 20.5429
639.804 19.5916
639.845 18.7230
639.887 17.9304
639.929 17.2089
639.970 16.5490
640.012 15.9469
640.054 15.3974
640.095 14.8967
640.137 14.4380
640.179 14.0186
640.220 13.6347
640.262 13.2838
640.304 12.9612
640.345 12.6651
640.387 12.3929
640.429 12.1432
640.504 11.7375
640.580 11.3875
640.656 11.0848
640.732 10.8232
640.808 10.5967
640.883 10.4017
640.959 10.2342
641.035 10.0919
641.111 9.97238
641.186 9.87399
641.262 9.79544
641.338 9.73576
641.414 9.69401
641.489 9.66977
641.565 9.66268
641.641 9.67260
641.717 9.69957
641.793 9.74378
641.868 9.80561
641.944 9.88547
642.020 9.98426
642.096 10.1026
642.171 10.2419
642.247 10.4031
642.376 10.7328
642.440 10.9260
642.505 11.1401
642.569 11.3767
642.634 11.6376
642.698 11.9251
642.762 12.2416
642.827 12.5904
642.891 12.9739
642.956 13.3961
643.020 13.8617
643.084 14.3755
643.149 14.9436
643.213 15.5729
643.278 16.2717
643.319 16.7657
643.361 17.2958
643.403 17.8654
643.444 18.4766
643.486 19.1366
643.528 19.8485
643.569 20.6175
643.611 21.4473
643.653 22.3481
643.694 23.3253
643.736 24.3867
643.778 25.5381
643.819 26.7947
643.861 28.1610
643.903 29.6554
643.944 31.2836
643.979 32.7347
644.013 34.2916
644.047 35.9674
644.081 37.7716
644.115 39.7145
644.149 41.8069
644.183 44.0602
644.217 46.4866
644.251 49.0987
644.285 51.9101
644.320 54.9345
644.354 58.1864
644.388 61.6808
644.422 65.4330
644.456 69.4587
644.490 73.7739
644.532 79.4678
644.573 85.6480
644.615 92.3437
644.657 99.5651
644.698 107.374
644.740 115.758
644.782 124.780
644.823 134.416
644.865 144.729
644.907 155.709
644.948 167.362
644.990 179.658
645.032 192.652
645.073 206.303
645.115 220.590
645.157 235.450
645.195 249.485
645.233 263.959
645.308 294.059
645.384 325.358
645.460 357.324
645.543 392.670
645.627 427.269
645.710 460.223
645.793 490.566
645.841 506.333
645.888 520.746
645.935 533.682
645.983 545.001
646.037 555.817
646.091 564.188
646.146 569.992
646.200 573.147
646.220 573.631
646.284 572.718
646.349 568.059
646.413 559.776
646.477 548.089
646.544 532.698
646.610 514.339
646.677 493.372
646.743 470.315
646.812 444.580
646.881 417.641
647.019 362.061
647.089 334.365
647.158 307.294
647.227 281.182
647.296 256.339
647.343 240.195
647.390 224.770
647.437 210.100
647.484 196.208
647.531 183.108
647.578 170.801
647.625 159.282
647.673 148.535
647.707 141.122
647.742 134.124
647.776 127.491
647.811 121.247
647.845 115.343
647.880 109.799
647.914 104.583
647.949 99.6808
647.983 95.0636
648.018 90.7434
648.053 86.6800
648.087 82.8821
648.122 79.3131
648.156 75.9794
648.191 72.8568
648.225 69.9321
648.260 67.1848
648.294 64.6188
648.329 62.2075
648.363 59.9540
648.398 57.8346
648.432 55.8519
648.467 53.9851
648.502 52.2364
648.536 50.5876
648.571 49.0407
648.605 47.5796
648.640 46.2062
648.674 44.9067
648.709 43.6828
648.743 42.5255
648.778 41.4300
648.838 39.6678
648.897 38.0599
648.957 36.5831
649.016 35.2271
649.076 33.9739
649.136 32.8162
649.195 31.7403
649.255 30.7409
649.315 29.8071
649.374 28.9356
649.434 28.1177
649.494 27.3509
649.553 26.6284
649.613 25.9485
649.673 25.3066
649.732 24.6996
649.801 24.0358
649.870 23.4115
649.939 22.8231
650.009 22.2678
650.078 21.7428
650.147 21.2458
650.216 20.7746
650.285 20.3280
650.423 19.4984
650.561 18.7461
650.699 18.0602
650.837 17.4333
650.932 17.0356
651.026 16.6599
651.120 16.3044
651.214 15.9678
651.308 15.6484
651.403 15.3451
651.497 15.0566
651.591 14.7821
651.779 14.2707
651.968 13.8044
652.156 13.3775
652.345 12.9856
652.483 12.7176
652.621 12.4650
652.759 12.2261
652.897 12.0003
653.035 11.7861
653.173 11.5830
653.312 11.3899
653.450 11.2064
653.588 11.0315
653.726 10.8649
654.002 10.5538
654.279 10.2694
654.555 10.0084
654.856 9.74688
655.158 9.50698
655.459 9.28605
655.761 9.08195
656.062 8.89282
656.363 8.71707
656.665 8.55329
656.966 8.40025
657.242 8.26846
657.519 8.14407
657.795 8.02647
658.071 7.91511
658.348 7.80951
658.624 7.70922
658.900 7.61384
659.177 7.52301
659.453 7.43639
659.729 7.35369
660.005 7.27464
660.282 7.19898
660.834 7.05697
661.387 6.92609
661.940 6.80498
662.492 6.69254
663.045 6.58778
663.597 6.48989
664.150 6.39816
664.703 6.31198
665.255 6.23086
665.808 6.15436
666.360 6.08194
666.913 6.01319
667.465 5.94780
668.018 5.88554
668.571 5.82617
669.123 5.76945
669.676 5.71519
670.228 5.66320
670.781 5.61331
671.334 5.56537
672.439 5.47481
673.544 5.39054
674.649 5.31179
675.403 5.26090
676.156 5.21208
676.910 5.16514
677.663 5.11996
678.417 5.07638
679.171 5.03431
680.678 4.95441
682.185 4.87906
683.692 4.80773
685.199 4.73996
686.706 4.67529
688.313 4.60924
689.921 4.54583
691.529 4.48466
693.136 4.42543
694.744 4.36782
696.351 4.31159
697.959 4.25648
699.566 4.20228
701.777 4.12884
703.987 4.05620
706.197 3.98387
707.303 3.94767
708.408 3.91137
709.513 3.87490
710.618 3.83821
711.723 3.80122
712.828 3.76389
713.934 3.72613
715.039 3.68787
716.144 3.64906
717.249 3.60965
718.354 3.56953
719.460 3.52857
720.565 3.48671
721.670 3.44389
722.775 3.39999
723.880 3.35493
724.986 3.30861
726.091 3.26095
726.945 3.22313
727.799 3.18444
728.653 3.14483
729.507 3.10430
730.361 3.06287
730.788 3.04183
731.215 3.02059
731.642 2.99914
732.069 2.97750
732.496 2.95571
732.923 2.93377
733.475 2.90524
734.028 2.87664
734.581 2.84810
735.133 2.81978
735.686 2.79190
736.238 2.76476
736.515 2.75159
736.791 2.73875
737.067 2.72631
737.344 2.71437
737.745 2.69804
738.147 2.68326
738.549 2.67043
738.951 2.66006
739.353 2.65279
739.554 2.65056
739.755 2.64944
739.956 2.64956
740.157 2.65107
740.358 2.65414
740.559 2.65898
740.835 2.66892
741.111 2.68330
741.388 2.70295
741.664 2.72884
741.940 2.76219
742.216 2.80447
742.355 2.82952
742.493 2.85750
742.631 2.88874
742.769 2.92353
742.920 2.96600
743.070 3.01371
743.221 3.06727
743.372 3.12740
743.573 3.21921
743.774 3.32634
743.975 3.45167
744.075 3.52216
744.176 3.59843
744.276 3.68118
744.377 3.77093
744.477 3.86838
744.578 3.97416
744.678 4.08936
744.779 4.21482
744.879 4.35164
744.979 4.50090
745.118 4.72951
745.256 4.98868
745.325 5.13147
745.394 5.28398
745.463 5.44704
745.532 5.62130
745.601 5.80830
745.670 6.00895
745.739 6.22453
745.808 6.45615
745.877 6.70611
745.947 6.97595
746.016 7.26779
746.085 7.58358
746.132 7.81454
746.179 8.05913
746.226 8.31845
746.273 8.59374
746.320 8.88633
746.367 9.19776
746.414 9.52970
746.461 9.88404
746.509 10.2629
746.556 10.6686
746.603 11.1039
746.650 11.5718
746.697 12.0755
746.744 12.6190
746.791 13.2064
746.838 13.8427
746.873 14.3443
746.907 14.8759
746.942 15.4433
746.976 16.0460
747.011 16.6905
747.046 17.3764
747.080 18.1092
747.115 18.8928
747.149 19.7339
747.184 20.6324
747.218 21.5955
747.253 22.6286
747.287 23.7409
747.322 24.9322
747.356 26.2122
747.391 27.5881
747.425 29.0720
747.460 30.6635
747.494 32.3806
747.529 34.2224
747.564 36.2095
747.598 38.3404
747.633 40.6316
747.667 43.0941
747.702 45.7476
747.736 48.5888
747.771 51.6467
747.805 54.9165
747.840 58.4303
747.874 62.1811
747.909 66.1923
747.943 70.4772
747.969 73.7877
747.994 77.2426
748.019 80.8596
748.044 84.6438
748.069 88.6160
748.094 92.7493
748.119 97.0636
748.144 101.563
748.195 111.154
748.245 121.511
748.295 132.674
748.345 144.659
748.380 153.403
748.414 162.512
748.449 172.038
748.483 181.921
748.518 192.208
748.553 202.832
748.622 225.116
748.691 248.692
748.760 273.332
748.829 298.788
748.898 324.727
749.036 376.791
749.105 402.124
749.174 426.373
749.243 449.168
749.312 470.039
749.394 491.598
749.434 500.966
749.475 509.301
749.531 519.015
749.588 526.489
749.644 531.645
749.700 534.395
749.719 534.774
749.780 534.129
749.841 530.653
749.902 524.419
749.963 515.547
750.000 508.843
750.051 498.325
750.102 486.318
750.153 472.919
750.203 458.336
750.254 442.676
750.305 426.168
750.407 391.170
750.629 311.448
750.730 275.876
750.781 258.775
750.832 242.237
750.883 226.303
750.934 211.092
750.984 196.614
751.035 182.900
751.086 169.944
751.137 157.803
751.188 146.448
751.238 135.869
751.289 126.028
751.340 116.939
751.391 108.553
751.442 100.837
751.481 95.3041
751.520 90.1329
751.560 85.3054
751.599 80.8148
751.638 76.6198
751.677 72.7145
751.717 69.0811
751.756 65.7108
751.795 62.5695
751.835 59.6501
751.874 56.9371
751.913 54.4219
751.952 52.0778
751.992 49.9034
752.031 47.8753
752.070 45.9921
752.121 43.7374
752.172 41.6818
752.223 39.8010
752.273 38.0769
752.324 36.4905
752.375 35.0337
752.426 33.6901
752.477 32.4483
752.528 31.2958
752.578 30.2279
752.629 29.2343
752.680 28.3076
752.731 27.4399
752.782 26.6289
752.832 25.8678
752.883 25.1521
752.934 24.4766
752.985 23.8404
753.036 23.2390
753.087 22.6695
753.188 21.6158
753.290 20.6639
753.392 19.7982
753.493 19.0088
753.595 18.2847
753.696 17.6194
753.798 17.0049
753.900 16.4368
754.001 15.9090
754.103 15.4185
754.205 14.9605
754.306 14.5329
754.408 14.1321
754.510 13.7563
754.611 13.4026
754.713 13.0700
754.815 12.7559
754.916 12.4595
755.018 12.1788
755.120 11.9132
755.221 11.6613
755.323 11.4220
755.526 10.9776
755.729 10.5742
755.933 10.2063
756.136 9.86952
756.339 9.56023
756.543 9.27521
756.746 9.01178
756.949 8.76758
757.125 8.57058
757.300 8.38529
757.476 8.21067
757.651 8.04593
757.827 7.89004
758.003 7.74240
758.178 7.60234
758.354 7.46937
758.529 7.34280
758.705 7.22224
759.056 6.99755
759.407 6.79220
759.758 6.60379
760.165 6.40395
760.572 6.22122
760.978 6.05331
761.385 5.89834
761.791 5.75471
762.198 5.62109
762.605 5.49633
763.011 5.37946
763.455 5.25982
763.898 5.14745
764.342 5.04147
764.785 4.94127
765.229 4.84622
765.672 4.75583
766.116 4.66959
766.559 4.58715
766.966 4.51456
767.373 4.44460
767.779 4.37704
768.186 4.31169
768.592 4.24840
768.999 4.18700
769.406 4.12738
769.812 4.06943
770.219 4.01307
770.625 3.95821
771.032 3.90482
771.439 3.85287
771.845 3.80233
772.252 3.75322
772.658 3.70556
773.065 3.65944
773.472 3.61494
773.878 3.57223
774.285 3.53148
774.691 3.49292
775.098 3.45683
775.505 3.42360
775.911 3.39366
776.318 3.36762
776.724 3.34617
777.131 3.33022
777.537 3.32088
777.741 3.31912
777.944 3.31957
778.147 3.32245
778.351 3.32805
778.554 3.33664
778.757 3.34856
778.961 3.36420
779.164 3.38397
779.367 3.40836
779.570 3.43792
779.829 3.48405
780.088 3.54108
780.347 3.61092
780.605 3.69571
780.864 3.79820
781.123 3.92156
781.252 3.99231
781.382 4.06978
781.511 4.15472
781.640 4.24772
781.788 4.36507
781.992 4.54788
782.195 4.75934
782.398 5.00434
782.500 5.14130
782.601 5.28884
782.703 5.44820
782.805 5.62014
782.906 5.80618
783.008 6.00726
783.110 6.22527
783.211 6.46143
783.313 6.71781
783.415 6.99652
783.516 7.30023
783.618 7.63106
783.720 7.99273
783.821 8.38806
783.923 8.82186
784.024 9.29796
784.126 9.82269
784.177 10.1048
784.228 10.4014
784.279 10.7140
784.329 11.0425
784.380 11.3885
784.431 11.7535
784.482 12.1394
784.533 12.5462
784.584 12.9762
784.634 13.4314
784.685 13.9144
784.736 14.4257
784.787 14.9684
784.838 15.5452
784.889 16.1602
784.939 16.8142
784.990 17.5118
785.041 18.2570
785.090 19.0185
785.138 19.8300
785.187 20.6978
785.235 21.6268
785.284 22.6229
785.332 23.6923
785.381 24.8421
785.429 26.0799
785.478 27.4171
785.526 28.8577
785.575 30.4147
785.623 32.0994
785.672 33.9246
785.720 35.9038
785.769 38.0520
785.817 40.3857
785.868 43.0537
785.919 45.9616
785.970 49.1384
786.020 52.6097
786.071 56.4107
786.122 60.5557
786.173 65.0826
786.224 70.0237
786.275 75.4236
786.325 81.2957
786.376 87.6854
786.427 94.6281
786.478 102.175
786.529 110.330
786.580 119.141
786.630 128.638
786.681 138.872
786.732 149.824
786.783 161.536
786.834 174.019
786.885 187.309
786.935 201.352
786.986 216.166
787.037 231.732
787.088 248.055
787.139 265.031
787.189 282.642
787.240 300.825
787.342 338.636
787.444 377.654
787.545 417.042
787.647 455.661
787.748 492.386
787.850 526.009
787.934 550.732
788.019 571.870
788.103 588.871
788.145 595.675
788.188 601.273
788.244 606.843
788.300 610.159
788.328 610.967
788.374 611.057
788.420 609.645
788.465 606.747
788.511 602.396
788.557 596.634
788.602 589.515
788.648 581.104
788.694 571.476
788.760 555.617
788.826 537.674
788.892 517.947
788.957 496.747
789.084 453.024
789.211 407.263
789.315 369.715
789.418 333.111
789.470 315.393
789.522 298.216
789.574 281.611
789.626 265.632
789.689 246.986
789.752 229.419
789.816 212.908
789.879 197.516
789.942 183.188
790.006 169.949
790.069 157.742
790.132 146.524
790.164 141.262
790.196 136.229
790.227 131.418
790.259 126.835
790.291 122.444
790.322 118.253
790.354 114.254
790.386 110.451
790.417 106.812
790.449 103.343
790.512 96.8940
790.576 91.0255
790.639 85.7023
790.700 81.0683
790.760 76.8354
790.821 72.9654
790.881 69.4285
790.941 66.1807
791.002 63.1988
791.062 60.4561
791.123 57.9328
791.183 55.5990
791.244 53.4399
791.304 51.4382
791.365 49.5816
791.425 47.8503
791.486 46.2380
791.546 44.7285
791.607 43.3173
791.670 41.9295
791.733 40.6311
791.797 39.4100
791.860 38.2633
791.923 37.1813
791.987 36.1617
792.050 35.1967
792.113 34.2847
792.177 33.4190
792.240 32.5987
792.367 31.0767
792.493 29.6963
792.620 28.4393
792.701 27.6957
792.781 26.9933
792.862 26.3281
792.943 25.6972
793.023 25.0974
793.104 24.5280
793.265 23.4698
793.426 22.5068
793.588 21.6283
793.749 20.8230
793.910 20.0833
794.037 19.5428
794.164 19.0348
794.290 18.5566
794.417 18.1057
794.544 17.6801
794.670 17.2776
794.797 16.8965
794.924 16.5353
795.050 16.1924
795.177 15.8666
795.304 15.5567
795.431 15.2615
795.684 14.7116
795.937 14.2101
796.191 13.7509
796.444 13.3292
796.698 12.9409
796.951 12.5823
797.204 12.2507
797.458 11.9436
797.711 11.6597
797.838 11.5263
797.964 11.3989
798.103 11.2670
798.241 11.1438
798.379 11.0306
798.448 10.9784
798.517 10.9297
798.586 10.8849
798.656 10.8444
798.725 10.8088
798.794 10.7787
798.863 10.7548
798.932 10.7377
799.001 10.7282
799.070 10.7270
799.116 10.7311
799.162 10.7393
799.208 10.7520
799.254 10.7691
799.301 10.7909
799.347 10.8174
799.393 10.8488
799.439 10.8848
799.485 10.9258
799.531 10.9715
799.623 11.0763
799.715 11.1978
799.807 11.3327
799.980 11.6083
800.067 11.7483
800.153 11.8830
800.257 12.0301
800.308 12.0948
800.360 12.1523
800.424 12.2112
800.487 12.2557
800.510 12.2680
800.576 12.2913
800.642 12.2959
800.700 12.2836
800.763 12.2525
800.827 12.2032
800.856 12.1744
800.926 12.0894
800.996 11.9840
801.079 11.8353
801.163 11.6640
801.233 11.5045
801.303 11.3346
801.444 10.9749
801.578 10.6232
801.645 10.4501
801.712 10.2811
801.779 10.1177
801.846 9.96118
801.914 9.81245
801.981 9.67216
802.029 9.57723
802.077 9.48708
802.125 9.40137
802.172 9.32040
802.220 9.24377
802.268 9.17169
802.316 9.10383
802.364 9.04003
802.412 8.97999
802.460 8.92373
802.508 8.87092
802.556 8.82134
802.604 8.77467
802.652 8.73088
802.700 8.68967
802.748 8.65081
802.796 8.61405
802.843 8.57933
802.939 8.51505
803.035 8.45668
803.131 8.40320
803.227 8.35358
803.323 8.30720
803.419 8.26336
803.514 8.22170
803.636 8.17138
803.757 8.12338
804.000 8.03275
804.243 7.94771
804.486 7.86716
804.729 7.79031
804.972 7.71675
805.457 7.57809
805.943 7.44916
806.429 7.32867
806.915 7.21553
807.400 7.10893
807.784 7.02892
808.167 6.95228
808.551 6.87875
808.934 6.80815
809.318 6.74028
809.701 6.67508
810.085 6.61256
810.276 6.58238
810.468 6.55300
810.685 6.52084
810.903 6.49029
811.011 6.47583
811.120 6.46214
811.229 6.44943
811.337 6.43804
811.446 6.42844
811.555 6.42129
811.663 6.41747
811.772 6.41816
811.826 6.42067
811.881 6.42491
811.935 6.43114
811.989 6.43963
812.044 6.45074
812.098 6.46474
812.152 6.48203
812.207 6.50299
812.258 6.52648
812.309 6.55390
812.360 6.58570
812.411 6.62213
812.462 6.66369
812.513 6.71057
812.565 6.76317
812.616 6.82179
812.667 6.88683
812.718 6.95823
812.769 7.03628
812.820 7.12106
812.871 7.21275
812.922 7.31091
812.974 7.41551
813.025 7.52627
813.076 7.64300
813.127 7.76471
813.229 8.02103
813.434 8.56005
813.498 8.72676
813.561 8.88832
813.625 9.04210
813.689 9.18546
813.760 9.32825
813.830 9.45190
813.875 9.51935
813.919 9.57733
813.985 9.64455
814.052 9.68843
814.100 9.70520
814.163 9.70713
814.226 9.68660
814.279 9.65263
814.322 9.61383
814.364 9.56547
814.407 9.50797
814.450 9.44200
814.536 9.28645
814.598 9.15594
814.661 9.01362
814.785 8.70233
814.988 8.16163
815.089 7.89455
815.140 7.76505
815.190 7.63959
815.241 7.51831
815.292 7.40220
815.342 7.29123
815.393 7.18613
815.444 7.08672
815.494 6.99351
815.545 6.90619
815.596 6.82509
815.646 6.74980
815.697 6.68050
815.748 6.61674
815.798 6.55857
815.849 6.50556
815.899 6.45768
815.950 6.41450
816.001 6.37596
816.063 6.33438
816.125 6.29907
816.188 6.26957
816.250 6.24570
816.313 6.22718
816.375 6.21391
816.437 6.20578
816.499 6.20278
816.558 6.20467
816.616 6.21118
816.675 6.22244
816.733 6.23857
816.792 6.25975
816.850 6.28608
816.909 6.31780
816.967 6.35493
817.026 6.39767
817.084 6.44594
817.142 6.49987
817.201 6.55918
817.259 6.62388
817.318 6.69347
817.376 6.76766
817.435 6.84594
817.536 6.98953
817.637 7.13943
817.738 7.29064
817.840 7.43744
817.894 7.51259
817.949 7.58355
818.003 7.64965
818.058 7.70970
818.136 7.78356
818.214 7.84132
818.273 7.87330
818.332 7.89429
818.400 7.90429
818.463 7.89984
818.526 7.88217
818.581 7.85649
818.650 7.81010
818.720 7.74943
818.774 7.69357
818.827 7.63077
818.881 7.56158
818.935 7.48710
819.030 7.34493
819.124 7.19365
819.314 6.88214
819.422 6.71061
819.475 6.62816
819.529 6.54874
819.583 6.47244
819.637 6.39984
819.690 6.33101
819.744 6.26608
819.798 6.20501
819.852 6.14806
819.905 6.09497
819.959 6.04584
820.013 6.00037
820.067 5.95856
820.120 5.92016
820.174 5.88495
820.231 5.85084
820.288 5.81988
820.345 5.79176
820.402 5.76622
820.459 5.74300
820.515 5.72187
820.572 5.70260
820.629 5.68499
820.743 5.65397
820.857 5.62751
820.971 5.60452
821.085 5.58417
821.198 5.56578
821.312 5.54891
821.426 5.53320
821.540 5.51837
821.767 5.49068
821.995 5.46483
822.273 5.43497
822.551 5.40647
822.830 5.37899
823.108 5.35231
823.386 5.32628
823.664 5.30081
823.942 5.27581
824.221 5.25126
824.499 5.22714
824.777 5.20347
825.055 5.18030
825.334 5.15771
825.473 5.14667
825.612 5.13583
825.751 5.12522
825.890 5.11486
826.029 5.10481
826.168 5.09509
826.307 5.08578
826.446 5.07694
826.611 5.06720
826.775 5.05841
826.940 5.05078
827.104 5.04459
827.268 5.04017
827.351 5.03878
827.433 5.03802
827.515 5.03797
827.597 5.03873
827.679 5.04041
827.762 5.04314
827.831 5.04640
827.901 5.05063
827.970 5.05597
828.040 5.06258
828.109 5.07065
828.179 5.08039
828.248 5.09208
828.318 5.10603
828.388 5.12266
828.457 5.14241
828.527 5.16594
828.596 5.19388
828.666 5.22724
828.735 5.26699
828.805 5.31461
828.840 5.34186
828.874 5.37161
828.915 5.41056
828.957 5.45399
828.998 5.50245
829.039 5.55653
829.080 5.61691
829.121 5.68435
829.162 5.75967
829.203 5.84381
829.244 5.93777
829.285 6.04268
829.326 6.15975
829.368 6.29033
829.409 6.43587
829.450 6.59794
829.491 6.77825
829.532 6.97862
829.567 7.16540
829.602 7.36921
829.636 7.59137
829.671 7.83253
829.706 8.09550
829.741 8.38111
829.775 8.69089
829.810 9.02540
829.845 9.38818
829.880 9.77992
829.915 10.2023
829.949 10.6555
829.984 11.1439
830.019 11.6677
830.054 12.2286
830.088 12.8263
830.139 13.7693
830.190 14.8009
830.240 15.9245
830.291 17.1402
830.341 18.4549
830.392 19.8672
830.442 21.3769
830.493 22.9793
830.563 25.3391
830.632 27.8595
830.702 30.5302
830.771 33.3202
830.841 36.2086
830.910 39.1565
830.980 42.1241
831.049 45.0630
831.151 49.1971
831.220 51.8759
831.290 54.3574
831.340 56.0151
831.391 57.5274
831.460 59.3405
831.529 60.7923
831.578 61.6076
831.627 62.2305
831.700 62.7907
831.773 62.8951
831.844 62.5644
831.914 61.8232
831.966 61.0354
832.017 60.0524
832.087 58.4164
832.157 56.4787
832.208 54.8856
832.259 53.1730
832.361 49.4568
832.464 45.4804
832.566 41.3927
832.641 38.4271
832.715 35.5208
832.790 32.7131
832.864 30.0364
832.916 28.2827
832.967 26.6125
833.018 25.0238
833.069 23.5261
833.121 22.1152
833.172 20.7974
833.223 19.5692
833.274 18.4292
833.300 17.8895
833.325 17.3730
833.351 16.8773
833.377 16.4019
833.402 15.9463
833.428 15.5101
833.453 15.0927
833.479 14.6937
833.505 14.3125
833.530 13.9484
833.556 13.6011
833.581 13.2698
833.607 12.9541
833.633 12.6533
833.658 12.3669
833.684 12.0943
833.710 11.8340
833.735 11.5874
833.761 11.3530
833.786 11.1302
833.812 10.9184
833.838 10.7172
833.863 10.5261
833.889 10.3446
833.914 10.1715
833.940 10.0077
833.966 9.85223
833.991 9.70450
834.017 9.56416
834.042 9.43081
834.068 9.30408
834.094 9.18361
834.119 9.06862
834.145 8.95968
834.171 8.85601
834.196 8.75732
834.247 8.57378
834.299 8.40696
834.350 8.25472
834.401 8.11597
834.452 7.98893
834.503 7.87229
834.555 7.76467
834.606 7.66549
834.657 7.57361
834.708 7.48826
834.760 7.40858
834.811 7.33428
834.862 7.26468
834.913 7.19929
834.965 7.13761
835.016 7.07951
835.067 7.02454
835.118 6.97245
835.221 6.87589
835.323 6.78821
835.416 6.71500
835.509 6.64735
835.602 6.58443
835.696 6.52586
835.789 6.47103
835.882 6.41968
835.975 6.37141
836.068 6.32593
836.161 6.28293
836.254 6.24230
836.347 6.20378
836.441 6.16720
836.534 6.13238
836.627 6.09923
836.813 6.03741
837.018 5.97543
837.223 5.91888
837.428 5.86704
837.633 5.81926
837.838 5.77504
838.042 5.73396
838.247 5.69564
838.452 5.65979
838.657 5.62612
838.862 5.59440
839.067 5.56444
839.272 5.53608
839.477 5.50915
839.682 5.48353
839.886 5.45911
840.091 5.43580
840.501 5.39208
840.911 5.35178
841.321 5.31441
841.730 5.27956
842.047 5.25415
842.364 5.22992
842.680 5.20675
842.997 5.18457
843.630 5.14276
844.264 5.10389
844.897 5.06750
845.530 5.03323
846.163 5.00082
846.797 4.97002
847.355 4.94401
847.914 4.91897
848.473 4.89481
849.032 4.87144
849.591 4.84877
850.149 4.82676
851.267 4.78448
852.385 4.74406
853.502 4.70519
854.620 4.66761
855.737 4.63109
856.929 4.59302
857.749 4.56725
858.568 4.54175
859.388 4.51642
860.208 4.49118
861.027 4.46596
861.437 4.45334
861.847 4.44070
862.256 4.42803
862.666 4.41534
863.076 4.40263
863.486 4.38992
863.858 4.37838
864.231 4.36691
864.603 4.35556
864.976 4.34447
865.162 4.33906
865.348 4.33381
865.535 4.32874
865.721 4.32393
865.907 4.31946
866.093 4.31546
866.280 4.31210
866.466 4.30967
866.652 4.30859
866.745 4.30877
866.838 4.30959
866.932 4.31124
867.025 4.31395
867.118 4.31803
867.211 4.32392
867.304 4.33218
867.397 4.34355
867.490 4.35903
