Os-187(n,g) ENDFB-8.0
Energy(eV) XS(b)
654.762 127.174
654.808 137.147
654.869 149.931
654.929 162.190
654.992 174.024
655.024 179.433
655.055 184.408
655.104 191.196
655.153 196.662
655.202 200.673
655.251 203.118
655.276 203.731
655.300 203.929
655.316 203.830
655.343 203.276
655.369 202.240
655.396 200.731
655.422 198.761
655.449 196.346
655.475 193.506
655.502 190.264
655.528 186.644
655.563 181.413
655.597 175.657
655.632 169.449
655.666 162.881
655.710 154.071
655.754 144.948
655.842 126.288
655.906 112.747
655.970 99.7338
656.002 93.5030
656.035 87.5178
656.067 81.7620
656.099 76.2872
656.131 71.0710
656.163 66.1529
656.195 61.5056
656.227 57.1577
656.260 53.0788
656.292 49.2884
656.324 45.7651
656.356 42.4990
656.379 40.2738
656.403 38.1746
656.426 36.1963
656.450 34.3338
656.473 32.5818
656.496 30.9352
656.520 29.3886
656.543 27.9426
656.566 26.5799
656.590 25.3017
656.613 24.1030
656.637 22.9838
656.660 21.9298
656.683 20.9416
656.707 20.0149
656.730 19.1493
656.762 18.0400
656.794 17.0260
656.827 16.0926
656.859 15.2377
656.891 14.4488
656.923 13.7242
656.955 13.0536
656.987 12.4357
657.019 11.8620
657.052 11.3316
657.084 10.8373
657.116 10.3787
657.148 9.94989
657.180 9.55066
657.212 9.17714
657.244 8.82710
657.277 8.49754
657.309 8.18870
657.341 7.89703
657.373 7.62289
657.437 7.11854
657.502 6.66661
657.566 6.25972
657.630 5.89177
657.694 5.55771
657.759 5.25376
657.820 4.98746
657.881 4.74231
657.943 4.51605
658.004 4.30704
658.066 4.11289
658.127 3.93276
658.188 3.76474
658.250 3.60825
658.311 3.46176
658.372 3.32463
658.434 3.19606
658.495 3.07553
658.556 2.96199
658.618 2.85527
658.679 2.75447
658.740 2.65948
658.805 2.56543
658.869 2.47668
658.998 2.31351
659.126 2.16721
659.255 2.03561
659.383 1.91660
659.512 1.80877
659.640 1.71060
659.769 1.62109
659.880 1.54987
659.991 1.48383
660.102 1.42236
660.213 1.36516
660.324 1.31173
660.435 1.26182
660.546 1.21510
660.657 1.17130
660.768 1.13014
660.879 1.09148
661.101 1.02079
661.324 0.957897
661.546 0.901748
661.674 0.871928
661.803 0.843901
662.060 0.792693
662.317 0.747177
662.574 0.706591
662.831 0.670259
663.089 0.637675
663.346 0.608365
663.603 0.581980
663.825 0.561290
664.047 0.542362
664.269 0.525030
664.491 0.509154
664.713 0.494593
664.935 0.481253
665.157 0.469048
665.379 0.457911
665.602 0.447765
665.824 0.438555
666.268 0.422745
666.712 0.410130
667.156 0.400471
667.437 0.395811
667.717 0.392237
667.998 0.389733
668.278 0.388294
668.722 0.388216
669.167 0.390922
669.611 0.396578
669.833 0.400589
670.055 0.405441
670.277 0.411185
670.499 0.417875
670.721 0.425573
670.943 0.434347
671.165 0.444293
671.387 0.455521
671.609 0.468161
671.831 0.482357
672.089 0.500969
672.346 0.522177
672.603 0.546350
672.860 0.573893
673.117 0.605347
673.374 0.641317
673.503 0.661243
673.632 0.682605
673.760 0.705527
673.889 0.730129
674.076 0.769309
674.263 0.812944
674.450 0.861709
674.637 0.916391
674.824 0.977984
674.917 1.01170
675.011 1.04759
675.104 1.08585
675.198 1.12667
675.291 1.17030
675.385 1.21699
675.508 1.28344
675.630 1.35633
675.753 1.43660
675.876 1.52526
675.999 1.62359
676.121 1.73289
676.183 1.79225
676.244 1.85495
676.305 1.92146
676.367 1.99186
676.431 2.07038
676.463 2.11162
676.495 2.15409
676.527 2.19811
676.560 2.24348
676.592 2.29054
676.624 2.33908
676.656 2.38947
676.688 2.44149
676.720 2.49555
676.752 2.55139
676.785 2.60948
676.817 2.66956
676.849 2.73191
676.881 2.79665
676.907 2.85157
676.934 2.90826
676.960 2.96679
676.986 3.02726
677.012 3.08975
677.039 3.15435
677.065 3.22117
677.091 3.29032
677.115 3.35388
677.138 3.41946
677.162 3.48714
677.185 3.55672
677.208 3.62890
677.232 3.70348
677.255 3.78059
677.278 3.85999
677.311 3.97428
677.327 4.03351
677.343 4.09381
677.359 4.15599
677.375 4.21972
677.391 4.28507
677.407 4.35167
677.423 4.42041
677.439 4.49096
677.455 4.56337
677.471 4.63726
677.487 4.71361
677.503 4.79157
677.519 4.87219
677.535 4.95454
677.552 5.03977
677.568 5.12745
677.584 5.21770
677.600 5.31003
677.616 5.40572
677.632 5.50431
677.648 5.60594
677.664 5.71010
677.680 5.81821
677.696 5.92980
677.712 6.04503
677.728 6.16333
677.744 6.28635
677.761 6.41356
677.777 6.54518
677.793 6.68056
677.809 6.82164
677.825 6.96782
677.841 7.11937
677.857 7.27559
677.873 7.43872
677.889 7.60813
677.905 7.78416
677.921 7.96600
677.937 8.15631
677.953 8.35439
677.970 8.56068
677.986 8.77426
678.002 8.99830
678.018 9.23052
678.034 9.47438
678.050 9.72743
678.066 9.99344
678.082 10.2715
678.098 10.5624
678.114 10.8648
678.130 11.1834
678.146 11.5170
678.162 11.8666
678.178 12.2308
678.194 12.6150
678.211 13.0181
678.227 13.4410
678.243 13.8822
678.259 14.3483
678.275 14.8377
678.291 15.3519
678.307 15.8886
678.323 16.4560
678.339 17.0523
678.355 17.6790
678.371 18.3334
678.387 19.0253
678.403 19.7524
678.420 20.5164
678.436 21.3139
678.452 22.1568
678.468 23.0421
678.484 23.9715
678.500 24.9409
678.516 25.9644
678.532 27.0310
678.548 28.1562
678.564 29.3280
678.580 30.5630
678.596 31.8560
678.612 33.2090
678.628 34.6150
678.644 36.0935
678.661 37.6377
678.677 39.2495
678.693 40.9199
678.709 42.6714
678.725 44.4954
678.741 46.3933
678.757 48.3538
678.773 50.4027
678.789 52.5290
678.805 54.7334
678.821 57.0021
678.845 60.4609
678.868 64.0873
678.891 67.8807
678.915 71.8218
678.938 75.9412
678.962 80.2180
678.985 84.6459
679.008 89.1977
679.040 95.7056
679.073 102.418
679.105 109.321
679.137 116.374
679.201 130.764
679.265 145.140
679.330 159.010
679.394 171.841
679.427 177.777
679.459 183.238
679.492 188.162
679.524 192.476
679.562 196.666
679.600 199.916
679.637 202.169
679.675 203.386
679.700 203.613
679.713 203.550
679.754 202.531
679.794 200.293
679.835 196.881
679.876 192.364
679.904 188.614
679.933 184.407
679.961 179.780
679.990 174.777
680.044 164.382
680.097 153.122
680.147 142.365
680.196 131.394
680.294 109.571
680.348 98.0611
680.402 87.1504
680.429 81.9641
680.456 76.9750
680.483 72.1933
680.510 67.6426
680.537 63.2942
680.564 59.1679
680.591 55.2644
680.618 51.5823
680.645 48.1186
680.672 44.8688
680.699 41.8272
680.726 38.9871
680.753 36.3407
680.780 33.8798
680.807 31.5956
680.834 29.4788
680.861 27.5202
680.888 25.7104
680.915 24.0399
680.941 22.5050
680.968 21.0854
680.995 19.7781
681.022 18.5749
681.049 17.4716
681.076 16.4524
681.103 15.5146
681.130 14.6512
681.157 13.8589
681.184 13.1260
681.211 12.4500
681.238 11.8261
681.265 11.2495
681.292 10.7160
681.319 10.2219
681.346 9.76354
681.373 9.33778
681.400 8.94169
681.427 8.57264
681.454 8.22825
681.481 7.90635
681.508 7.60500
681.535 7.32244
681.562 7.05708
681.589 6.80839
681.631 6.45003
681.673 6.12296
681.714 5.82268
681.756 5.54614
681.798 5.29072
681.839 5.05415
681.881 4.83447
681.923 4.63000
681.965 4.43924
682.006 4.26093
682.048 4.09391
682.090 3.93721
682.131 3.78992
682.173 3.65126
682.215 3.52055
682.256 3.39714
682.310 3.24729
682.364 3.10768
682.418 2.97735
682.472 2.85547
682.526 2.74131
682.580 2.63419
682.634 2.53354
682.688 2.43899
682.742 2.34973
682.796 2.26551
682.904 2.11086
683.012 1.97209
683.120 1.84728
683.184 1.77924
683.248 1.71507
683.312 1.65447
683.375 1.59719
683.503 1.49162
683.630 1.39675
683.758 1.31102
683.886 1.23334
684.013 1.16270
684.141 1.09831
684.249 1.04809
684.357 1.00141
684.465 0.957946
684.573 0.917447
684.681 0.879576
684.789 0.844172
684.897 0.810964
685.004 0.779828
685.112 0.750542
685.220 0.723009
685.328 0.697044
685.436 0.672574
685.652 0.627590
685.868 0.587289
686.084 0.551019
686.300 0.518281
686.516 0.488612
686.732 0.461635
686.948 0.437031
687.164 0.414528
687.379 0.393894
687.595 0.374925
687.801 0.358205
688.008 0.342698
688.214 0.328281
688.420 0.314851
688.626 0.302318
688.832 0.290605
689.038 0.279642
689.244 0.269371
689.450 0.259725
689.656 0.250657
689.862 0.242122
690.068 0.234076
690.481 0.219308
690.893 0.206094
691.325 0.193675
691.756 0.182521
692.188 0.172458
692.620 0.163344
693.052 0.155060
693.484 0.147505
693.915 0.140601
694.347 0.134279
694.701 0.129485
695.054 0.124990
695.407 0.120769
695.760 0.116804
696.467 0.109565
697.174 0.103130
697.880 0.0973812
698.587 0.0922207
699.293 0.0875683
700.000 0.0833544
700.490 0.0806671
700.979 0.0781627
701.626 0.0750888
702.272 0.0722399
702.919 0.0696064
703.565 0.0671703
704.212 0.0649102
704.859 0.0628108
705.505 0.0608585
706.152 0.0590394
707.445 0.0557579
708.738 0.0528899
710.031 0.0503821
711.324 0.0481847
712.525 0.0463910
713.725 0.0448102
714.925 0.0434250
716.125 0.0422230
717.325 0.0411961
718.526 0.0403422
719.726 0.0396645
720.926 0.0391741
721.799 0.0389472
722.672 0.0388441
723.545 0.0388844
724.417 0.0390967
725.290 0.0395229
726.163 0.0402143
727.145 0.0414425
727.636 0.0423044
728.127 0.0433818
728.618 0.0447307
729.109 0.0464269
729.600 0.0485869
730.091 0.0513850
730.350 0.0532010
730.609 0.0553129
730.868 0.0577866
731.128 0.0607067
731.387 0.0641862
731.646 0.0683731
731.905 0.0734781
732.164 0.0797975
732.314 0.0841749
732.464 0.0892078
732.614 0.0950410
732.764 0.101859
732.914 0.109910
733.064 0.119511
733.214 0.131126
733.364 0.145425
733.467 0.157229
733.569 0.171278
733.671 0.188395
733.773 0.209980
733.825 0.223178
733.876 0.238537
733.927 0.256766
733.978 0.278677
734.029 0.305554
734.080 0.338900
734.132 0.381004
734.157 0.406177
734.183 0.434542
734.220 0.483264
734.258 0.541981
734.295 0.612874
734.314 0.653790
734.333 0.698526
734.351 0.747955
734.370 0.801977
734.389 0.861628
734.408 0.926764
734.426 0.998612
734.445 1.07697
734.464 1.16327
734.483 1.25724
734.501 1.36056
734.520 1.47284
734.539 1.59603
734.558 1.72961
734.576 1.87583
734.595 2.03399
734.614 2.20668
734.633 2.39298
734.651 2.59582
734.670 2.81403
734.689 3.05091
734.708 3.30497
734.726 3.57993
734.745 3.87388
734.764 4.19098
734.783 4.52886
734.801 4.89213
734.820 5.27999
734.839 5.69340
734.858 6.13081
734.877 6.59773
734.895 7.08994
734.914 7.61339
734.933 8.16310
734.952 8.74545
734.970 9.35460
734.989 9.99735
735.008 10.6670
735.027 11.3706
735.045 12.1006
735.064 12.8644
735.083 13.6534
735.110 14.8561
735.137 16.1167
735.165 17.4312
735.192 18.7900
735.246 21.6420
735.301 24.6067
735.338 26.6793
735.376 28.7492
735.451 32.7670
735.488 34.6549
735.526 36.4213
735.563 38.0364
735.601 39.4718
735.625 40.2809
735.649 40.9974
735.685 41.8983
735.703 42.2773
735.722 42.5934
735.741 42.8419
735.754 42.9805
735.770 43.0965
735.789 43.1713
735.800 43.1826
735.811 43.1696
735.837 43.0447
735.855 42.8789
735.879 42.5770
735.915 41.8988
735.951 40.9841
735.976 40.2337
736.001 39.3872
736.037 37.9852
736.074 36.4195
736.113 34.5460
736.153 32.5439
736.189 30.6169
736.226 28.6410
736.298 24.6273
736.355 21.5732
736.411 18.6458
736.439 17.2490
736.467 15.9052
736.495 14.6192
736.523 13.3993
736.541 12.6407
736.559 11.9099
736.578 11.2072
736.596 10.5329
736.614 9.88725
736.632 9.27013
736.650 8.68145
736.669 8.12395
736.687 7.59111
736.705 7.08563
736.723 6.60698
736.741 6.15696
736.759 5.72989
736.778 5.32761
736.796 4.94930
736.814 4.59602
736.831 4.27719
736.849 3.97961
736.866 3.69904
736.883 3.43791
736.901 3.19239
736.918 2.96452
736.935 2.75084
736.953 2.55303
736.970 2.36803
736.987 2.19719
737.005 2.03779
737.022 1.89095
737.040 1.75425
737.057 1.62859
737.074 1.51186
737.092 1.40478
737.109 1.30549
737.126 1.21458
737.144 1.13043
737.161 1.05349
737.178 0.982385
737.196 0.917464
737.213 0.857535
737.230 0.802876
737.265 0.706520
737.300 0.625589
737.334 0.557640
737.369 0.500717
737.412 0.442379
737.455 0.395141
737.498 0.356687
737.541 0.325230
737.584 0.299152
737.627 0.277374
737.670 0.258986
737.713 0.243314
737.799 0.217871
737.885 0.198059
737.971 0.182024
738.057 0.168664
738.129 0.158931
738.202 0.150342
738.347 0.135839
738.493 0.124066
738.638 0.114340
738.784 0.106196
738.929 0.0993017
739.074 0.0934111
739.220 0.0883381
739.431 0.0821272
739.643 0.0770183
739.854 0.0727681
740.066 0.0691992
740.277 0.0661784
740.489 0.0636047
740.912 0.0595050
741.335 0.0564574
741.758 0.0541803
742.181 0.0524835
742.604 0.0512314
743.027 0.0503289
743.450 0.0497144
743.873 0.0493476
744.296 0.0491985
744.931 0.0493036
745.565 0.0497483
746.200 0.0505433
746.834 0.0516717
747.469 0.0531337
748.103 0.0549492
748.738 0.0571520
749.372 0.0597913
749.901 0.0623722
750.430 0.0653527
750.958 0.0687963
751.487 0.0727828
752.016 0.0774128
752.545 0.0828115
753.074 0.0891331
753.338 0.0927049
753.602 0.0965948
753.893 0.101292
754.184 0.106480
754.475 0.112224
754.766 0.118606
755.056 0.125721
755.347 0.133682
755.638 0.142629
755.929 0.152731
756.167 0.161999
756.405 0.172308
756.643 0.183830
756.881 0.196747
757.119 0.211307
757.357 0.227790
757.595 0.246573
757.714 0.256964
757.832 0.268098
757.978 0.282855
758.123 0.298996
758.269 0.316712
758.414 0.336217
758.560 0.357761
758.705 0.381644
758.850 0.408220
758.996 0.437917
759.141 0.471276
759.214 0.489500
759.287 0.508882
759.359 0.529521
759.432 0.551533
759.505 0.575044
759.577 0.600197
759.650 0.627153
759.723 0.656094
759.796 0.687226
759.868 0.720783
759.941 0.757035
760.014 0.796289
760.086 0.838903
760.159 0.885290
760.232 0.936008
760.305 0.991488
760.377 1.05248
760.450 1.11979
760.523 1.19442
760.595 1.27759
760.632 1.32292
760.668 1.37085
760.704 1.42194
760.741 1.47619
760.777 1.53425
760.813 1.59620
760.850 1.66286
760.886 1.73440
760.923 1.81185
760.959 1.89555
760.995 1.98687
761.032 2.08634
761.068 2.19581
761.104 2.31615
761.141 2.44984
761.159 2.52222
761.177 2.59826
761.195 2.67913
761.213 2.76478
761.232 2.85561
761.250 2.95148
761.268 3.05394
761.286 3.16296
761.304 3.27910
761.322 3.40225
761.341 3.53440
761.359 3.67560
761.377 3.82659
761.395 3.98726
761.413 4.16027
761.431 4.34568
761.450 4.54451
761.468 4.75663
761.486 4.98552
761.504 5.23129
761.522 5.49526
761.531 5.63450
761.540 5.77721
761.550 5.92675
761.559 6.08176
761.568 6.24242
761.577 6.40896
761.586 6.58158
761.595 6.76049
761.604 6.94593
761.613 7.13597
761.626 7.40904
761.638 7.69570
761.650 7.99656
761.663 8.31229
761.675 8.64356
761.688 8.99106
761.700 9.35550
761.712 9.73761
761.724 10.1117
761.735 10.4992
761.746 10.8785
761.757 11.2698
761.768 11.6807
761.778 12.1043
761.793 12.6883
761.807 13.2985
761.821 13.9447
761.835 14.6191
761.849 15.3326
761.863 16.0763
761.877 16.8564
761.891 17.6743
761.902 18.3318
761.912 19.0066
761.934 20.4354
761.955 21.9651
761.977 23.5922
761.998 25.3360
762.020 27.1930
762.041 29.1668
762.063 31.2507
762.081 33.1186
762.099 35.0760
762.117 37.1241
762.135 39.2637
762.154 41.4954
762.172 43.8194
762.190 46.2355
762.208 48.7291
762.226 51.3267
762.244 54.0133
762.263 56.7870
762.281 59.6294
762.317 65.5868
762.353 71.8232
762.390 78.3345
762.426 85.0381
762.463 91.9155
762.499 98.8655
762.572 112.771
762.644 126.123
762.681 132.387
762.717 138.237
762.753 143.621
762.790 148.430
762.826 152.616
762.862 156.091
762.897 158.701
762.931 160.583
762.966 161.712
763.000 162.086
763.006 162.074
763.024 161.888
763.043 161.479
763.080 160.005
763.104 158.574
763.129 156.794
763.155 154.437
763.182 151.685
763.227 146.197
763.272 139.797
763.318 132.605
763.363 124.796
763.416 115.003
763.470 104.855
763.560 87.5799
763.605 79.1848
763.650 71.1215
763.695 63.4443
763.718 59.7799
763.741 56.2410
763.763 52.8333
763.786 49.5611
763.808 46.4275
763.831 43.4346
763.851 40.9539
763.870 38.5919
763.890 36.3353
763.909 34.1833
763.929 32.1346
763.948 30.1876
763.968 28.3404
763.987 26.5907
764.007 24.9361
764.026 23.3737
764.046 21.9006
764.065 20.5139
764.085 19.2101
764.104 17.9862
764.124 16.8386
764.143 15.7639
764.166 14.6052
764.188 13.5346
764.211 12.5468
764.234 11.6367
764.256 10.7992
764.279 10.0293
764.301 9.32237
764.324 8.67385
764.347 8.07937
764.369 7.53480
764.392 7.03621
764.414 6.57992
764.437 6.16243
764.460 5.78049
764.482 5.43107
764.505 5.11134
764.531 4.76829
764.558 4.45906
764.585 4.18005
764.612 3.92801
764.638 3.70000
764.665 3.49340
764.692 3.30583
764.718 3.13519
764.745 2.97962
764.772 2.83743
764.798 2.70717
764.825 2.58751
764.852 2.47731
764.879 2.37555
764.905 2.28133
764.932 2.19418
764.977 2.05955
765.022 1.93947
765.067 1.83165
765.113 1.73422
765.158 1.64570
765.203 1.56485
765.248 1.49067
765.293 1.42248
765.339 1.35930
765.384 1.30070
765.429 1.24619
765.474 1.19536
765.519 1.14785
765.565 1.10335
765.610 1.06159
765.655 1.02243
765.700 0.985465
765.745 0.950613
765.836 0.886587
765.926 0.829211
766.016 0.777615
766.107 0.730922
766.197 0.688558
766.288 0.649989
766.378 0.614801
766.460 0.585346
766.542 0.558118
766.624 0.532835
766.706 0.509367
766.789 0.487488
766.871 0.467105
766.953 0.448036
767.035 0.430211
767.117 0.413483
767.199 0.397800
767.364 0.369166
767.528 0.343739
767.692 0.321055
767.873 0.298808
768.054 0.279011
768.235 0.261295
768.415 0.245396
768.596 0.231058
768.777 0.218096
768.957 0.206334
769.138 0.195631
769.286 0.187571
769.434 0.180080
769.730 0.166602
770.025 0.154832
770.321 0.144499
770.617 0.135372
770.913 0.127283
771.208 0.120080
771.504 0.113643
771.866 0.106667
772.227 0.100531
772.589 0.0951103
772.950 0.0903035
773.312 0.0860266
773.673 0.0822103
774.035 0.0787977
774.396 0.0757431
774.741 0.0731207
775.086 0.0707502
775.776 0.0666537
776.466 0.0632951
777.156 0.0605538
777.846 0.0583339
778.536 0.0565643
779.227 0.0551919
779.917 0.0541785
780.705 0.0534274
781.494 0.0530913
782.184 0.0531349
782.874 0.0535031
783.564 0.0542173
784.254 0.0553126
784.944 0.0568416
785.635 0.0588797
786.325 0.0615282
787.015 0.0649276
787.376 0.0670839
787.738 0.0695509
788.099 0.0723757
788.461 0.0756168
788.822 0.0793503
789.184 0.0836693
789.545 0.0886919
789.906 0.0945661
790.137 0.0988361
790.367 0.103588
790.597 0.108899
790.827 0.114857
791.057 0.121578
791.287 0.129192
791.517 0.137865
791.747 0.147803
791.928 0.156668
792.108 0.166620
792.289 0.177859
792.470 0.190604
792.651 0.205155
792.831 0.221857
793.012 0.241174
793.102 0.251997
793.193 0.263695
793.299 0.278816
793.406 0.295520
793.513 0.314044
793.620 0.334672
793.727 0.357750
793.833 0.383698
793.940 0.413038
794.047 0.446426
794.137 0.478469
794.228 0.514665
794.318 0.555851
794.409 0.603093
794.454 0.629491
794.499 0.658041
794.544 0.689046
794.589 0.722797
794.634 0.759898
794.680 0.800847
794.725 0.846358
794.770 0.897211
794.805 0.941137
794.840 0.989521
794.875 1.04326
794.910 1.10329
794.945 1.17094
794.980 1.24716
795.014 1.33375
795.049 1.43262
795.084 1.54638
795.102 1.60957
795.119 1.67707
795.137 1.75006
795.154 1.82814
795.172 1.91271
795.189 2.00329
795.207 2.10150
795.224 2.20679
795.241 2.32104
795.259 2.44361
795.276 2.57665
795.294 2.71943
795.311 2.87441
795.329 3.04073
795.351 3.27648
795.374 3.53657
795.396 3.82334
795.419 4.13933
795.442 4.48724
795.453 4.67404
795.464 4.86991
795.476 5.07523
795.487 5.29039
795.498 5.51579
795.509 5.74972
795.521 5.99676
795.532 6.25532
795.543 6.52582
795.555 6.80872
795.566 7.10449
795.577 7.41357
795.588 7.73644
795.600 8.07359
795.611 8.42549
795.622 8.79263
795.634 9.17551
795.645 9.57461
795.656 9.99044
795.668 10.4235
795.679 10.8743
795.690 11.3391
795.709 12.1473
795.727 13.0078
795.746 13.9228
795.764 14.8943
795.783 15.9244
795.801 17.0149
795.820 18.1676
795.838 19.3775
795.856 20.6593
795.875 22.0079
795.893 23.4245
795.912 24.9101
795.930 26.4654
795.949 28.0909
795.967 29.7868
795.986 31.5433
796.004 33.3285
796.022 35.1792
796.040 37.0944
796.058 39.0617
796.076 41.1012
796.094 43.2003
796.130 47.5547
796.161 51.4667
796.191 55.4845
796.228 60.4700
796.265 65.5709
796.310 71.8865
796.356 78.1987
796.401 84.3964
796.446 90.3484
796.499 96.9300
796.544 101.957
796.590 106.384
796.635 110.095
796.680 113.001
796.725 115.026
796.748 115.702
796.771 116.134
796.800 116.331
796.807 116.317
796.831 116.097
796.855 115.615
796.881 114.775
796.907 113.628
796.934 112.138
796.961 110.344
796.988 108.262
797.015 105.920
797.049 102.565
797.083 98.8603
797.137 92.4273
797.191 85.4442
797.245 78.0897
797.298 70.5900
797.391 57.7851
797.438 51.6646
797.484 45.8395
797.511 42.6221
797.538 39.5335
797.565 36.5812
797.592 33.7706
797.619 31.1055
797.645 28.5883
797.672 26.2196
797.699 24.0069
797.715 22.7629
797.731 21.5695
797.747 20.4260
797.763 19.3315
797.779 18.2853
797.795 17.2864
797.810 16.3336
797.826 15.4315
797.842 14.5675
797.858 13.7461
797.874 12.9661
797.890 12.2308
797.906 11.5293
797.922 10.8653
797.937 10.2372
797.953 9.64736
797.967 9.16943
797.980 8.71788
797.994 8.28515
798.007 7.87682
798.021 7.48598
798.034 7.11762
798.047 6.76797
798.061 6.43628
798.074 6.11950
798.088 5.82157
798.101 5.53732
798.115 5.27024
798.128 5.01565
798.141 4.77665
798.155 4.55065
798.168 4.33703
798.182 4.13372
798.195 3.94313
798.209 3.76184
798.222 3.59200
798.236 3.43053
798.249 3.27932
798.262 3.13666
798.276 3.00207
798.289 2.87421
798.303 2.75453
798.316 2.64084
798.330 2.53443
798.356 2.33874
798.383 2.16529
798.410 2.01032
798.437 1.87227
798.464 1.74913
798.491 1.63953
798.518 1.54105
798.545 1.45272
798.571 1.37331
798.598 1.30198
798.625 1.23724
798.652 1.17854
798.679 1.12514
798.706 1.07657
798.733 1.03191
798.760 0.990877
798.813 0.918168
798.862 0.860780
798.911 0.810168
798.960 0.765115
799.009 0.724756
799.058 0.688187
799.107 0.654913
799.155 0.624473
799.204 0.596549
799.253 0.570723
799.302 0.546806
799.400 0.503937
799.497 0.466572
799.595 0.433741
799.703 0.401941
799.810 0.373983
799.918 0.349228
800.025 0.327191
800.133 0.307478
800.240 0.289767
800.348 0.273791
800.455 0.259327
800.631 0.238443
800.807 0.220449
800.983 0.204831
801.159 0.191184
801.335 0.179188
801.511 0.168588
801.687 0.159176
801.862 0.150783
802.097 0.140936
802.332 0.132388
802.566 0.124924
802.801 0.118378
803.035 0.112605
803.270 0.107500
803.504 0.102962
803.739 0.0989169
804.169 0.0925640
804.599 0.0873415
805.029 0.0830242
805.459 0.0794409
805.889 0.0764597
806.319 0.0739785
806.749 0.0719184
807.179 0.0702196
807.609 0.0688313
808.039 0.0677056
808.469 0.0668061
808.899 0.0661105
809.759 0.0652571
810.619 0.0650206
811.479 0.0653168
812.339 0.0660928
813.199 0.0673194
814.059 0.0689865
814.919 0.0711007
815.779 0.0736827
816.639 0.0767693
817.499 0.0804141
818.242 0.0840664
818.985 0.0882493
819.728 0.0930387
820.470 0.0985293
820.842 0.101575
821.213 0.104843
821.585 0.108352
821.956 0.112121
822.327 0.116173
822.699 0.120538
823.070 0.125259
823.441 0.130374
823.871 0.136845
824.301 0.143972
824.731 0.151845
825.161 0.160572
825.591 0.170280
826.021 0.181122
826.451 0.193284
826.666 0.199928
826.881 0.206990
827.233 0.219547
827.585 0.233501
827.937 0.249080
828.289 0.266534
828.465 0.276065
828.641 0.286184
828.817 0.296945
828.993 0.308407
829.168 0.320635
829.344 0.333704
829.520 0.347697
829.696 0.362703
829.911 0.382581
830.126 0.404326
830.341 0.428193
830.556 0.454468
830.771 0.483489
830.879 0.499152
830.986 0.515657
831.094 0.533066
831.201 0.551448
831.309 0.570878
831.416 0.591439
831.524 0.613223
831.631 0.636330
831.739 0.660872
831.846 0.686975
831.954 0.714775
832.061 0.744426
832.169 0.776099
832.276 0.809987
832.335 0.829501
832.394 0.849743
832.452 0.870784
832.511 0.892669
832.579 0.919382
832.648 0.947350
832.716 0.976695
832.784 1.00751
832.858 1.04229
832.931 1.07900
833.004 1.11782
833.078 1.15889
833.151 1.20241
833.224 1.24857
833.261 1.27275
833.298 1.29761
833.334 1.32331
833.371 1.34976
833.425 1.39018
833.478 1.43248
833.532 1.47693
833.586 1.52351
833.640 1.57256
833.693 1.62406
833.747 1.67839
833.801 1.73554
833.855 1.79595
833.882 1.82742
833.908 1.85965
833.935 1.89291
833.962 1.92713
833.989 1.96235
834.016 1.99846
834.043 2.03577
834.070 2.07421
834.097 2.11382
834.123 2.15448
834.150 2.19657
834.177 2.23998
834.204 2.28478
834.231 2.33085
834.258 2.37861
834.285 2.42794
834.312 2.47894
834.338 2.53147
834.365 2.58603
834.392 2.64249
834.419 2.70096
834.446 2.76132
834.473 2.82412
834.500 2.88926
834.527 2.95687
834.553 3.02682
834.580 3.09977
834.607 3.17564
834.634 3.25458
834.661 3.33647
834.688 3.42213
834.715 3.51146
834.742 3.60470
834.768 3.70174
834.795 3.80359
834.822 3.91017
834.849 4.02184
834.876 4.13849
834.903 4.26141
834.930 4.39059
834.957 4.52651
834.983 4.66914
835.010 4.82011
835.037 4.97955
835.064 5.14812
835.091 5.32592
835.118 5.51510
835.145 5.71593
835.172 5.92942
835.198 6.15667
835.225 6.39889
835.252 6.65743
835.279 6.93372
835.306 7.22825
835.333 7.54493
835.360 7.88461
835.387 8.24937
835.413 8.63993
835.440 9.06164
835.467 9.51574
835.494 10.0051
835.521 10.5307
835.543 10.9928
835.565 11.4846
835.587 12.0081
835.609 12.5655
835.631 13.1588
835.653 13.7905
835.675 14.4629
835.697 15.1752
835.719 15.9365
835.741 16.7462
835.763 17.6071
835.785 18.5220
835.807 19.4937
835.829 20.5251
835.851 21.6191
835.873 22.7732
835.900 24.2838
835.927 25.9018
835.953 27.6323
835.980 29.4801
836.007 31.4496
836.034 33.5452
836.061 35.7704
836.088 38.1193
836.115 40.6121
836.142 43.2418
836.169 46.0095
836.195 48.9040
836.222 51.9458
836.249 55.1103
836.276 58.4175
836.303 61.8384
836.330 65.3924
836.357 69.0597
836.410 76.6974
836.464 84.6632
836.518 92.8309
836.601 105.583
836.684 117.944
836.738 125.458
836.791 132.355
836.847 138.657
836.902 143.959
836.942 147.048
836.981 149.501
837.021 151.277
837.061 152.348
837.100 152.703
837.113 152.660
837.156 151.966
837.199 150.433
837.242 148.092
837.285 144.991
837.328 141.096
837.372 136.534
837.416 131.387
837.459 125.758
837.505 119.472
837.550 112.873
837.641 99.1191
837.731 85.2619
837.777 78.5234
837.822 72.0012
837.853 67.7059
837.884 63.5527
837.915 59.5541
837.946 55.7198
837.977 52.0576
838.007 48.5726
838.038 45.2682
838.069 42.1455
838.092 39.9672
838.115 37.8860
