Bi-209(n,tot) ENDFB-8.0
17825.5 15.0547
17825.8 14.8443
17826.0 14.6615
17826.3 14.5029
17826.5 14.3652
17826.8 14.2455
17827.0 14.1409
17827.3 14.0493
17827.5 13.9684
17827.8 13.8966
17828.0 13.8324
17828.2 13.7768
17828.7 13.6762
17829.2 13.5917
17829.7 13.5191
17830.2 13.4559
17831.2 13.3502
17832.2 13.2657
17833.2 13.1949
17834.2 13.1352
17835.2 13.0841
17836.2 13.0401
17837.2 13.0011
17838.2 12.9666
17840.2 12.9083
17842.2 12.8609
17844.2 12.8217
17846.2 12.7882
17848.2 12.7595
17850.2 12.7344
17852.2 12.7124
17854.9 12.6868
17857.5 12.6646
17860.2 12.6452
17862.8 12.6280
17867.1 12.6042
17871.4 12.5839
17875.6 12.5663
17879.9 12.5507
17884.1 12.5370
17891.6 12.5159
17899.0 12.4980
17906.5 12.4823
17913.9 12.4684
17931.0 12.4411
17954.4 12.4104
17977.8 12.3845
18001.2 12.3616
18024.6 12.3408
18092.7 12.2874
18126.8 12.2633
18199.2 12.2159
18271.5 12.1722
18416.3 12.0925
18705.8 11.9535
18961.2 11.8474
19216.7 11.7528
19472.1 11.6670
19727.5 11.5884
20000.0 11.5113
20147.7 11.4719
20295.5 11.4339
20369.3 11.4153
20443.2 11.3971
20517.1 11.3791
20590.9 11.3614
20641.3 11.3495
20666.5 11.3436
20691.6 11.3377
20716.8 11.3320
20729.4 11.3291
20742.0 11.3263
20754.6 11.3235
20767.2 11.3208
20779.8 11.3182
20786.1 11.3169
20792.4 11.3157
20797.8 11.3148
20803.3 11.3140
20808.7 11.3133
20814.2 11.3129
20819.7 11.3129
20822.4 11.3132
20825.1 11.3137
20827.8 11.3146
20830.6 11.3161
20833.3 11.3182
20836.0 11.3216
20837.8 11.3248
20839.6 11.3292
20841.4 11.3354
20843.2 11.3441
20844.1 11.3499
20844.9 11.3570
20845.8 11.3658
20846.7 11.3769
20847.6 11.3913
20848.5 11.4104
20849.4 11.4369
20849.8 11.4545
20850.3 11.4759
20850.6 11.4975
20851.0 11.5234
20851.4 11.5568
20851.7 11.5982
20852.1 11.6535
20852.4 11.7240
20852.8 11.8169
20853.1 11.9396
20853.5 12.1068
20853.8 12.3209
20854.2 12.6083
20854.5 12.9680
20854.7 13.1890
20854.9 13.4371
20855.1 13.7143
20855.2 14.0045
20855.4 14.3432
20855.6 14.6940
20855.8 15.0990
20855.9 15.5136
20856.2 16.1517
20856.4 16.8498
20856.7 17.6036
20856.9 18.3723
20857.4 20.0474
20857.8 21.7792
20858.3 23.3739
20858.5 24.1239
20858.7 24.7791
20859.0 25.5257
20859.3 26.0952
20859.5 26.4361
20859.8 26.6462
20860.0 26.7406
20860.0 26.7415
20860.1 26.7392
20860.1 26.7306
20860.2 26.6995
20860.4 26.5681
20860.6 26.2934
20860.9 25.8989
20861.1 25.2725
20861.4 24.5376
20861.7 23.6668
20862.0 22.7501
20862.5 20.8004
20863.1 18.6908
20863.4 17.6922
20863.7 16.7988
20864.0 15.9607
20864.3 15.2398
20864.6 14.6079
20864.9 14.0627
20865.0 13.7501
20865.2 13.4846
20865.6 13.0353
20866.0 12.6729
20866.3 12.4003
20866.7 12.1860
20867.0 12.0278
20867.4 11.9074
20867.8 11.8157
20868.1 11.7436
20868.5 11.6892
20868.9 11.6463
20869.2 11.6118
20869.6 11.5829
20869.9 11.5595
20870.7 11.5226
20871.4 11.4943
20872.1 11.4720
20872.9 11.4540
20873.6 11.4394
20875.0 11.4164
20876.5 11.3995
20878.0 11.3859
20879.6 11.3754
20881.1 11.3671
20882.6 11.3604
20884.2 11.3549
20885.7 11.3504
20888.8 11.3433
20891.9 11.3380
20895.0 11.3341
20898.1 11.3310
20901.1 11.3288
20907.0 11.3258
20912.8 11.3241
20918.6 11.3234
20924.4 11.3236
20930.9 11.3248
20937.4 11.3271
20944.0 11.3307
20950.5 11.3357
20957.0 11.3426
20963.5 11.3518
20970.1 11.3642
20976.6 11.3810
20983.5 11.4057
20990.4 11.4408
20993.8 11.4641
20997.3 11.4925
21000.7 11.5274
21004.2 11.5711
21008.2 11.6371
21012.2 11.7263
21016.2 11.8507
21018.2 11.9321
21020.1 12.0304
21022.1 12.1520
21024.1 12.3039
21026.1 12.4971
21028.1 12.7459
21029.8 13.0081
21031.4 13.3438
21032.2 13.5493
21033.0 13.7828
21033.8 14.0565
21034.7 14.3717
21035.7 14.8378
21036.2 15.1099
21036.7 15.4132
21037.2 15.7525
21037.7 16.1335
21038.2 16.5629
21038.7 17.0487
21039.1 17.5535
21039.6 18.1096
21040.0 18.7514
21040.5 19.4621
21040.9 20.2860
21041.4 21.2010
21041.8 22.2385
21042.3 23.4140
21042.5 24.1323
21042.8 24.9004
21043.0 25.7207
21043.3 26.5951
21043.5 27.5255
21043.8 28.5130
21044.3 30.6162
21044.8 32.9865
21045.3 35.5640
21045.8 38.3105
21046.3 41.1080
21047.0 45.5231
21047.4 47.6096
21047.8 49.5648
21048.2 51.3341
21048.6 52.8642
21048.9 54.1068
21049.3 55.0205
21049.7 55.5442
21050.0 55.7460
21050.1 55.7438
21050.5 55.4961
21050.9 54.8935
21051.2 53.9570
21051.6 52.7551
21052.0 51.2596
21052.3 49.5945
21052.7 47.7152
21053.1 45.7703
21054.4 38.1271
21054.8 36.2919
21055.1 34.5301
21055.4 32.8555
21055.8 31.3221
21056.1 29.8004
21056.5 28.3888
21056.8 27.0866
21057.2 25.9236
21057.5 24.8266
21057.9 23.8257
21058.2 22.9141
21058.5 22.1077
21058.9 21.3520
21059.2 20.6651
21059.6 20.0406
21059.9 19.4878
21060.3 18.9687
21060.6 18.4953
21061.3 17.6778
21061.9 17.1010
21062.5 16.5979
21063.0 16.1570
21063.6 15.7752
21064.2 15.4310
21064.7 15.1251
21065.9 14.6114
21066.6 14.3438
21067.3 14.1107
21068.6 13.7162
21070.0 13.3999
21071.4 13.1441
21072.6 12.9582
21073.8 12.7992
21076.2 12.5441
21078.6 12.3482
21081.0 12.1957
21084.3 12.0350
21087.6 11.9135
21090.8 11.8195
21094.1 11.7452
21096.9 11.6932
21099.7 11.6496
21105.2 11.5802
21110.8 11.5281
21116.3 11.4878
21121.9 11.4561
21127.4 11.4302
21133.0 11.4089
21138.5 11.3910
21146.1 11.3710
21153.6 11.3546
21161.2 11.3410
21168.8 11.3295
21183.9 11.3109
21199.0 11.2965
21215.2 11.2841
21231.3 11.2739
21247.5 11.2651
21263.6 11.2575
21279.7 11.2506
21295.9 11.2443
21328.2 11.2332
21362.5 11.2226
21396.8 11.2131
21431.1 11.2042
21465.4 11.1957
21534.0 11.1797
21602.6 11.1646
21683.3 11.1476
21764.0 11.1312
21941.6 11.0964
22119.1 11.0628
22296.7 11.0302
22474.2 10.9981
22538.8 10.9866
22732.5 10.9523
22829.3 10.9351
22926.2 10.9180
22963.5 10.9113
23000.9 10.9045
23019.5 10.9010
23038.2 10.8974
23047.5 10.8956
23056.8 10.8937
23061.5 10.8927
23066.2 10.8917
23070.8 10.8907
23075.5 10.8896
23079.0 10.8888
23082.6 10.8879
23086.1 10.8870
23089.6 10.8861
23091.4 10.8856
23093.2 10.8850
23094.9 10.8845
23096.7 10.8839
23098.5 10.8834
23100.2 10.8828
23102.0 10.8822
23103.7 10.8816
23104.9 10.8812
23106.1 10.8809
23107.3 10.8807
23107.9 10.8806
23108.5 10.8807
23109.1 10.8809
23109.7 10.8815
23110.0 10.8821
23110.3 10.8829
23110.6 10.8841
23110.9 10.8858
23111.2 10.8883
23111.5 10.8920
23111.8 10.8972
23112.1 10.9047
23112.4 10.9151
23112.7 10.9297
23113.0 10.9495
23113.3 10.9753
23113.6 11.0053
23113.8 11.0416
23114.1 11.0867
23114.3 11.1420
23114.6 11.2120
23114.9 11.2929
23115.1 11.3886
23115.4 11.5003
23115.6 11.6347
23115.9 11.7820
23116.4 12.1299
23116.9 12.5516
23117.4 13.0122
23118.2 13.7577
23118.6 14.0993
23119.0 14.3800
23119.3 14.5533
23119.6 14.6737
23119.8 14.7312
23120.0 14.7435
23120.1 14.7407
23120.4 14.7110
23120.6 14.6370
23120.9 14.5235
23121.2 14.3218
23121.6 14.0781
23122.2 13.4984
23122.8 12.9539
23123.4 12.4476
23123.6 12.2927
23123.9 12.0096
23124.3 11.7658
23124.7 11.5720
23125.0 11.4131
23125.4 11.2859
23125.7 11.1891
23125.9 11.1482
23126.1 11.1127
23126.3 11.0819
23126.5 11.0555
23126.6 11.0328
23126.8 11.0134
23127.0 10.9969
23127.2 10.9837
23127.4 10.9718
23127.5 10.9617
23127.7 10.9533
23127.9 10.9461
23128.1 10.9401
23128.3 10.9351
23128.4 10.9308
23128.6 10.9274
23129.0 10.9217
23129.3 10.9176
23129.7 10.9143
23130.0 10.9119
23130.4 10.9096
23130.8 10.9077
23131.6 10.9048
23132.5 10.9025
23133.3 10.9005
23134.1 10.8989
23134.9 10.8976
23136.5 10.8953
23138.1 10.8935
23139.7 10.8919
23141.4 10.8907
23143.0 10.8896
23145.7 10.8880
23148.5 10.8866
23151.3 10.8854
23154.0 10.8844
23156.8 10.8835
23159.5 10.8826
23162.3 10.8818
23165.1 10.8810
23170.6 10.8796
23176.1 10.8782
23181.6 10.8769
23187.1 10.8757
23194.2 10.8742
23201.2 10.8728
23215.3 10.8700
23229.4 10.8673
23243.5 10.8646
23271.7 10.8594
23299.8 10.8543
23356.2 10.8441
23412.6 10.8339
23507.0 10.8167
23601.4 10.7989
23695.9 10.7797
23743.1 10.7689
23790.3 10.7560
23810.1 10.7489
23829.9 10.7400
23839.8 10.7342
23849.7 10.7267
23859.6 10.7163
23864.5 10.7094
23869.5 10.7004
23872.5 10.6934
23875.6 10.6847
23878.6 10.6737
23880.2 10.6669
23881.7 10.6590
23883.2 10.6496
23884.7 10.6382
23886.2 10.6242
23887.0 10.6158
23887.8 10.6063
23888.5 10.5951
23889.0 10.5881
23889.4 10.5804
23889.8 10.5719
23890.0 10.5672
23890.3 10.5625
23890.5 10.5573
23890.7 10.5521
23890.9 10.5463
23891.1 10.5406
23891.3 10.5343
23891.5 10.5280
23891.8 10.5214
23892.0 10.5147
23892.2 10.5074
23892.4 10.5003
23892.6 10.4928
23892.8 10.4857
23893.0 10.4784
23893.3 10.4718
23893.5 10.4658
23893.7 10.4606
23893.9 10.4563
23894.1 10.4536
23894.3 10.4527
23894.5 10.4541
23894.8 10.4584
23895.0 10.4657
23895.2 10.4768
23895.4 10.4920
23895.7 10.5292
23896.1 10.5826
23896.5 10.6540
23896.8 10.7417
23897.5 10.9737
23898.2 11.2630
23898.8 11.4951
23899.3 11.7139
23899.7 11.8732
23899.9 11.9189
23899.9 11.9477
23900.0 11.9638
23900.0 11.9695
23900.1 11.9860
23900.1 11.9992
23900.2 12.0263
23900.3 12.0486
23900.6 12.0882
23900.8 12.1174
23901.2 12.1447
23901.7 12.1217
23902.4 12.0185
23903.0 11.8601
23903.7 11.6796
23904.0 11.5902
23904.3 11.5049
23904.7 11.4097
23905.1 11.3274
23905.3 11.2894
23905.5 11.2560
23905.7 11.2236
23905.9 11.1954
23906.1 11.1683
23906.3 11.1448
23906.5 11.1223
23906.7 11.1030
23906.9 11.0845
23907.1 11.0686
23907.3 11.0535
23907.5 11.0405
23907.7 11.0280
23907.9 11.0173
23908.1 11.0070
23908.3 10.9980
23908.5 10.9894
23908.6 10.9819
23908.8 10.9746
23909.0 10.9681
23909.2 10.9619
23909.4 10.9563
23909.6 10.9508
23909.8 10.9459
23910.2 10.9368
23910.6 10.9285
23911.1 10.9191
23911.6 10.9109
23912.6 10.8967
23913.6 10.8849
23914.6 10.8749
23915.5 10.8662
23916.5 10.8588
23918.5 10.8463
23921.1 10.8334
23924.4 10.8211
23927.7 10.8117
23931.0 10.8042
23934.3 10.7982
23940.9 10.7886
23947.5 10.7814
23960.6 10.7710
23973.8 10.7635
23994.9 10.7544
24015.9 10.7473
24059.4 10.7355
24102.8 10.7254
24189.7 10.7073
24276.6 10.6902
24363.5 10.6736
24463.5 10.6549
24563.6 10.6366
24613.6 10.6277
24663.6 10.6191
24713.6 10.6110
24763.7 10.6036
24811.1 10.5978
24858.4 10.5937
24882.1 10.5927
24905.8 10.5926
24929.5 10.5938
24953.2 10.5967
24978.2 10.6024
25003.3 10.6119
25028.3 10.6272
25053.3 10.6512
25067.8 10.6712
25082.2 10.6976
25096.7 10.7329
25111.2 10.7807
25120.4 10.8203
25129.6 10.8692
25138.9 10.9310
25148.1 11.0099
25155.3 11.0881
25162.6 11.1851
25169.8 11.3074
25177.0 11.4641
25182.3 11.6074
25187.6 11.7830
25192.8 12.0015
25198.1 12.2777
25201.7 12.5121
25205.3 12.7935
25209.0 13.1349
25212.6 13.5538
25214.4 13.7996
25216.2 14.0746
25218.0 14.3836
25219.8 14.7319
25221.6 15.1264
25223.4 15.5751
25225.2 16.0878
25227.0 16.6730
25228.1 17.0621
25229.2 17.4864
25230.3 17.9500
25231.3 18.4576
25232.4 19.0147
25233.5 19.6273
25234.5 20.3021
25235.6 21.0469
25236.5 21.7419
25237.4 22.4910
25238.3 23.3177
25239.2 24.2107
25240.1 25.1978
25241.0 26.2657
25241.9 27.4470
25242.8 28.7252
25243.8 30.1869
25244.7 31.7883
25245.7 33.5389
25246.6 35.4250
25247.5 37.4915
25248.5 39.7186
25249.4 42.0989
25250.3 44.5888
25252.8 51.4679
25254.0 54.9115
25255.2 58.1219
25255.8 59.6158
25256.4 60.9612
25257.0 62.1782
25257.6 63.2039
25258.2 64.0513
25258.8 64.6755
25259.4 65.0790
25260.0 65.2535
25260.6 65.1929
25261.2 64.9010
25261.8 64.3756
25262.4 63.6459
25263.0 62.7043
25263.6 61.6013
25264.2 60.3230
25264.8 58.9351
25266.1 55.8412
25267.3 52.5114
25269.7 45.7814
25270.8 42.7859
25272.0 40.0052
25273.1 37.4164
25274.2 35.0736
25275.4 32.9320
25276.5 31.0184
25277.6 29.2836
25278.8 27.7413
25279.9 26.3002
25281.1 25.0137
25282.3 23.8640
25283.5 22.8351
25284.7 21.9126
25285.8 21.0839
25287.0 20.3376
25288.2 19.6640
25289.4 19.0546
25290.6 18.5021
25291.7 17.9998
25292.9 17.5421
25294.1 17.1242
25295.3 16.7418
25297.6 16.0712
25299.4 15.6460
25301.1 15.2696
25302.8 14.9312
25304.5 14.6292
25307.9 14.1091
25311.4 13.6814
25313.7 13.4300
25316.1 13.2074
25320.8 12.8334
25325.5 12.5325
25330.2 12.2868
25334.9 12.0831
25339.6 11.9126
25349.1 11.6458
25358.1 11.4562
25367.1 11.3097
25376.1 11.1940
25385.1 11.1009
25394.5 11.0213
25403.9 10.9559
25413.4 10.9011
25422.8 10.8547
25440.0 10.7867
25457.1 10.7335
25474.2 10.6909
25491.4 10.6559
25512.0 10.6213
25529.1 10.5969
25546.3 10.5757
25580.6 10.5402
25614.8 10.5109
25645.7 10.4882
25676.6 10.4679
25707.4 10.4493
25738.3 10.4320
25779.5 10.4102
25820.6 10.3893
25861.8 10.3691
25902.9 10.3489
25985.2 10.3084
26067.5 10.2658
26149.8 10.2198
26218.4 10.1774
26287.0 10.1303
26355.6 10.0763
26424.2 10.0138
26499.6 9.93041
26537.3 9.88113
26575.0 9.82514
26607.6 9.77001
26640.2 9.70721
26672.8 9.63471
26705.4 9.54995
26743.1 9.43115
26761.9 9.36107
26780.8 9.28194
26799.7 9.19175
26818.5 9.08806
26837.4 8.96748
26856.3 8.82552
26875.1 8.65580
26884.5 8.55780
26894.0 8.44923
26903.4 8.32831
26912.8 8.19291
26922.3 8.04042
26931.7 7.86766
26941.1 7.67055
26950.6 7.44497
26960.0 7.18570
26964.7 7.04177
26969.4 6.88816
26976.7 6.63092
26980.4 6.49451
26984.0 6.35427
26987.6 6.21195
26991.3 6.07197
26994.9 5.94028
26998.6 5.82726
27001.6 5.75975
27003.1 5.73944
27004.6 5.73142
27006.9 5.75176
27008.1 5.78144
27009.3 5.82756
27010.5 5.89337
27011.6 5.98274
27012.8 6.10031
27014.0 6.25024
27015.1 6.42375
27016.1 6.63505
27017.2 6.89257
27017.8 7.04264
27018.3 7.20455
27018.8 7.38568
27019.4 7.58451
27019.9 7.80257
27020.4 8.03686
27021.0 8.29797
27021.5 8.57806
27022.0 8.88970
27022.6 9.22344
27023.2 9.63011
27023.8 10.0769
27024.3 10.5672
27024.9 11.1044
27025.5 11.6922
27026.1 12.3343
27026.7 13.0344
27027.3 13.7826
27027.9 14.6667
27028.5 15.6287
27029.2 16.6720
27029.8 17.7989
27030.4 19.0107
27031.1 20.3074
27031.7 21.6872
27032.3 23.1465
27033.3 25.5089
27034.2 28.0097
27036.2 33.2299
27037.1 35.8203
27038.1 38.2974
27039.0 40.5831
27040.0 42.6048
27040.6 43.6721
27041.2 44.6101
27041.7 45.4108
27042.3 46.0591
27042.9 46.5756
27043.5 46.9481
27044.1 47.1800
27044.6 47.2761
27045.3 47.2375
27045.9 47.0560
27046.5 46.7458
27047.2 46.3297
27048.5 45.2082
27049.7 43.8291
27052.3 40.6635
27054.8 37.4395
27057.1 34.7322
27058.3 33.4924
27059.4 32.3295
27060.6 31.2338
27061.7 30.2218
27062.9 29.2802
27064.0 28.4048
27065.2 27.5843
27066.4 26.8283
27068.7 25.4702
27071.0 24.2857
27073.3 23.2570
27075.6 22.3509
27077.9 21.5558
27080.2 20.8483
27082.5 20.2213
27084.8 19.6577
27087.1 19.1528
27089.4 18.6946
27091.7 18.2810
27096.3 17.5590
27100.9 16.9526
27105.5 16.4371
27110.1 15.9939
27114.8 15.6094
27119.4 15.2734
27126.1 14.8524
27132.8 14.4978
27139.5 14.1933
27146.2 13.9303
27155.4 13.6217
27164.6 13.3618
27173.8 13.1399
27183.1 12.9482
27192.3 12.7811
27201.5 12.6341
27219.9 12.3876
27238.4 12.1887
27256.8 12.0248
27275.3 11.8872
27293.7 11.7702
27312.1 11.6693
27330.6 11.5813
27367.4 11.4350
27399.3 11.3328
27431.1 11.2467
27463.0 11.1731
27494.8 11.1093
27531.7 11.0451
27568.6 10.9892
27605.5 10.9398
27642.3 10.8958
27709.4 10.8266
27776.4 10.7677
27843.5 10.7168
27910.5 10.6716
27984.3 10.6273
28058.1 10.5872
28205.6 10.5162
28312.8 10.4700
28373.2 10.4453
28433.5 10.4214
28493.9 10.3980
28554.2 10.3749
28592.8 10.3602
28612.1 10.3529
28631.3 10.3455
28650.6 10.3381
28660.3 10.3344
28669.9 10.3308
28679.5 10.3272
28689.2 10.3238
28698.8 10.3206
28703.6 10.3192
28708.4 10.3179
28713.1 10.3170
28717.7 10.3163
28722.3 10.3162
28726.9 10.3169
28731.5 10.3188
28733.8 10.3205
28736.1 10.3229
28738.4 10.3262
28740.7 10.3308
28743.0 10.3371
28745.3 10.3459
28747.1 10.3554
28748.9 10.3681
28750.7 10.3854
28752.4 10.4097
28753.3 10.4257
28754.2 10.4451
28755.1 10.4690
28756.0 10.4992
28756.9 10.5379
28757.8 10.5889
28758.7 10.6587
28759.6 10.7580
28760.2 10.8616
28760.9 11.0015
28761.5 11.1996
28761.9 11.3271
28762.2 11.4734
28762.5 11.6518
28762.8 11.8625
28763.2 12.1104
28763.5 12.3909
28763.8 12.7261
28764.2 13.1124
28764.5 13.5532
28764.8 14.0350
28765.1 14.5185
28765.4 15.0460
28765.7 15.6154
28766.0 16.2014
28766.5 17.5062
28767.1 18.8544
28767.7 20.2063
28768.0 20.8423
28768.3 21.4332
28768.6 21.9654
28768.8 22.4113
28769.1 22.7801
28769.4 23.0628
28769.7 23.2673
28770.0 23.3512
28770.3 23.3313
28770.5 23.2316
28770.8 23.0552
28771.0 22.8057
28771.3 22.4317
28771.6 21.9762
28771.9 21.4511
28772.2 20.8901
28772.9 19.3366
28773.6 17.7161
28773.9 16.9313
28774.3 16.1846
28774.6 15.4872
28775.0 14.8468
28775.3 14.2677
28775.7 13.7512
28776.0 13.2963
28776.4 12.9106
28776.8 12.4871
28777.2 12.1466
28777.7 11.8626
28778.1 11.6376
28778.5 11.4515
28779.0 11.3042
28779.4 11.1818
28779.8 11.0840
28780.3 11.0015
28780.7 10.9343
28781.6 10.8281
28782.4 10.7497
28783.3 10.6894
28784.3 10.6360
28785.3 10.5938
28786.3 10.5597
28787.3 10.5319
28788.3 10.5084
28789.2 10.4885
28791.2 10.4569
28793.2 10.4326
28795.2 10.4136
28797.1 10.3984
28799.1 10.3860
28801.0 10.3762
28804.7 10.3605
28808.4 10.3484
28810.9 10.3416
28813.5 10.3358
28818.6 10.3260
28823.7 10.3183
28828.8 10.3119
28833.9 10.3063
28839.0 10.3014
28849.3 10.2930
28859.5 10.2859
28869.7 10.2796
28879.9 10.2738
28890.1 10.2683
28900.3 10.2631
28910.6 10.2581
28920.8 10.2533
28931.0 10.2488
28941.2 10.2446
28946.3 10.2428
28951.4 10.2412
28956.5 10.2401
28961.6 10.2395
28966.7 10.2400
28969.3 10.2409
28971.8 10.2423
28974.6 10.2448
28977.4 10.2485
28980.2 10.2541
28983.0 10.2626
28985.8 10.2757
28987.2 10.2848
28988.6 10.2962
28990.0 10.3110
28991.4 10.3299
28992.7 10.3550
28994.1 10.3891
28995.1 10.4213
28996.1 10.4630
28997.1 10.5187
28998.1 10.5952
28998.6 10.6464
28999.1 10.7079
28999.6 10.7863
29000.1 10.8837
29000.6 11.0119
29001.1 11.1758
29001.5 11.3909
29002.0 11.6743
29002.5 12.0041
29002.7 12.2015
29002.9 12.4238
29003.1 12.6734
29003.4 12.9529
29003.6 13.2649
29003.8 13.5952
29004.0 13.9777
29004.2 14.3995
29004.4 14.8625
29004.7 15.3442
29004.9 15.8913
29005.1 16.4824
29005.3 17.1171
29005.5 17.7626
29005.8 18.5455
29006.0 19.3376
29006.5 21.0249
29007.4 24.6476
29007.9 26.7127
29008.2 27.6780
29008.5 28.5272
29008.8 29.4048
29009.1 30.1165
29009.3 30.4822
29009.5 30.7500
29009.7 30.9429
29009.9 31.0400
29010.0 31.0525
29010.0 31.0565
29010.1 31.0516
29010.2 31.0252
29010.4 30.9085
29010.6 30.7084
29010.8 30.4435
29011.1 30.0501
29011.3 29.5700
29011.5 29.0106
29011.7 28.3807
29012.0 27.5582
29012.2 26.6670
29012.8 24.7460
29013.7 21.1288
29014.2 19.4192
29014.4 18.6210
29014.7 17.8976
29014.9 17.2179
29015.1 16.5837
29015.3 15.9957
29015.6 15.4766
29015.8 14.9784
29016.0 14.5432
29016.2 14.1297
29016.5 13.7718
29016.7 13.4346
29016.9 13.1324
29017.2 12.8625
29017.4 12.6320
29017.8 12.2345
29018.3 11.9205
29018.8 11.6487
29019.3 11.4391
29019.8 11.2760
29020.3 11.1499
29020.8 11.0466
29021.3 10.9641
29022.2 10.8369
29023.2 10.7436
29024.2 10.6735
29025.2 10.6183
29026.2 10.5738
29027.5 10.5271
29028.8 10.4902
29030.1 10.4600
29031.4 10.4353
29032.7 10.4144
29034.0 10.3968
29036.6 10.3686
29039.2 10.3470
29041.8 10.3299
29044.3 10.3161
29046.9 10.3048
29051.1 10.2903
29055.2 10.2790
29060.7 10.2671
29067.6 10.2558
29074.5 10.2470
29081.5 10.2400
29088.4 10.2344
29095.3 10.2298
29102.2 10.2263
29109.1 10.2238
29116.0 10.2226
29122.9 10.2230
29129.8 10.2257
29136.7 10.2319
29140.1 10.2369
29143.6 10.2440
29146.5 10.2520
29149.5 10.2625
29152.4 10.2764
29155.3 10.2949
29158.3 10.3199
29161.2 10.3543
29164.1 10.4035
29165.6 10.4362
29167.1 10.4759
29169.5 10.5642
29170.7 10.6231
29171.9 10.6953
29173.1 10.7868
29174.3 10.9040
29175.5 11.0575
29176.7 11.2622
29177.3 11.3945
29177.9 11.5497
29178.5 11.7397
29179.1 11.9672
29179.8 12.2521
29180.4 12.6003
29181.0 13.0356
29181.3 13.2933
29181.6 13.5820
29181.9 14.0101
29182.3 14.5056
29182.7 15.0774
29183.1 15.7341
29183.5 16.4839
29183.9 17.3332
29184.3 18.2863
29184.7 19.3158
29185.1 20.7536
29185.6 22.2951
29186.1 23.9767
29186.6 25.6868
29187.4 28.8620
29187.9 30.3248
29188.3 31.6256
29188.7 32.6636
29189.2 33.4581
29189.4 33.7528
29189.6 33.9745
29189.8 34.1208
29190.0 34.1901
29190.2 34.1768
29190.5 34.0707
29190.7 33.8736
29190.9 33.6023
29191.1 33.2364
29191.4 32.7913
29191.8 31.7157
29192.2 30.5075
29192.7 29.1862
29193.5 26.2775
29194.3 23.2847
29194.8 21.8617
29195.2 20.5653
29195.6 19.5120
29195.9 18.5476
29196.3 17.6740
29196.7 16.9098
29197.0 16.2090
29197.4 15.6043
29197.8 15.0558
29198.1 14.5866
29198.4 14.2503
29198.7 13.9475
29199.3 13.4294
29199.9 13.0087
29200.4 12.6653
29201.0 12.3827
29201.6 12.1481
29202.2 11.9514
29202.7 11.7874
29203.8 11.5515
29204.8 11.3689
29205.8 11.2215
29206.8 11.1028
29207.8 11.0037
29208.8 10.9215
29210.8 10.7920
29213.1 10.6821
29215.4 10.6009
29217.7 10.5386
29220.0 10.4899
29222.4 10.4507
29224.7 10.4187
29227.0 10.3920
29229.3 10.3696
29233.3 10.3380
29237.3 10.3135
29241.3 10.2939
29245.4 10.2779
29249.4 10.2643
29253.4 10.2528
29261.4 10.2342
29266.3 10.2249
29271.3 10.2167
29281.2 10.2031
29291.0 10.1920
29305.9 10.1781
29320.7 10.1665
29335.5 10.1563
29350.3 10.1471
29370.1 10.1358
29381.2 10.1298
29392.3 10.1241
29403.4 10.1186
29414.5 10.1135
29425.6 10.1088
29431.2 10.1068
29436.8 10.1051
29442.3 10.1037
29447.9 10.1030
29453.4 10.1033
29459.0 10.1050
29462.5 10.1074
29466.1 10.1110
29469.6 10.1165
29473.2 10.1248
29476.7 10.1375
29480.3 10.1570
29482.1 10.1705
29483.8 10.1876
29485.6 10.2096
29487.4 10.2381
29488.7 10.2653
29490.0 10.2990
29491.3 10.3415
29492.6 10.3963
29493.9 10.4688
29495.3 10.5660
29496.6 10.7020
29497.2 10.7922
29497.9 10.9013
29498.5 11.0302
29499.1 11.1915
29499.7 11.3969
29500.3 11.6576
29501.0 12.0037
29501.3 12.2161
29501.6 12.4604
29501.9 12.7415
29502.2 13.0644
29502.5 13.4350
29502.8 13.8444
29503.2 14.3925
29503.5 15.0244
29503.9 15.7478
29504.2 16.5439
29504.6 17.4636
29504.9 18.4864
29505.3 19.6100
29505.6 20.7917
29506.0 22.3965
29506.4 24.0541
29507.3 27.4607
29507.8 29.3995
29508.0 30.3021
29508.3 31.1420
29508.6 32.1324
29508.9 32.9625
29509.3 33.6080
29509.6 34.0393
29509.8 34.2120
29510.0 34.2929
29510.1 34.3011
29510.2 34.2840
29510.4 34.2136
29510.7 33.9181
29511.0 33.4247
29511.4 32.7485
29511.6 32.0226
29511.9 31.2194
29512.2 30.3307
29512.4 29.3731
29513.0 27.1227
29513.6 24.7939
29514.2 22.7192
29514.4 21.7312
29514.7 20.7873
29515.0 19.8936
29515.2 19.0545
29515.5 18.2726
29515.8 17.5491
29516.0 16.9550
29516.3 16.4282
29516.5 15.9418
29516.7 15.4944
29517.0 15.0670
29517.2 14.6931
29517.4 14.3519
29517.6 14.0411
29518.1 13.4912
29518.6 13.0486
29519.0 12.6839
29519.5 12.3830
29519.9 12.1383
29520.4 11.9376
29520.8 11.7675
29521.3 11.6222
29522.1 11.3888
29523.0 11.2103
29523.9 11.0701
29524.8 10.9572
29525.7 10.8647
29526.5 10.7876
29527.5 10.7192
29528.4 10.6613
29530.3 10.5688
29532.1 10.4987
29534.0 10.4439
29535.8 10.4000
29537.7 10.3643
29539.6 10.3348
29541.4 10.3100
29544.0 10.2820
29546.5 10.2592
29549.1 10.2400
29551.6 10.2239
29556.7 10.1981
29561.8 10.1785
