Mg-24(n,tot) ENDFB-8.0
Energy(eV) XS(b)
475412 10.3235
475413 10.2908
475413 10.2833
475414 10.2522
475414 10.2441
475415 10.2110
475415 10.2025
475416 10.1808
475416 10.1630
475417 10.1217
475417 10.1123
475418 10.0884
475418 10.0689
475419 10.0239
475419 10.0137
475420 9.97735
475421 9.94012
475422 9.86316
475422 9.85191
475423 9.82352
475423 9.80054
475424 9.74803
475424 9.73622
475425 9.69447
475426 9.65215
475427 9.56593
475427 9.55346
475428 9.52213
475428 9.49691
475429 9.43973
475429 9.42695
475430 9.38201
475431 9.33680
475432 9.24572
475432 9.23266
475433 9.19994
475433 9.17373
475434 9.11466
475434 9.10153
475435 9.05554
475436 9.00956
475437 8.91778
475437 8.90470
475438 8.85251
475439 8.80701
475440 8.71024
475443 8.52068
475449 8.17011
475450 8.11431
475452 8.00627
475453 7.95410
475455 7.85359
475456 7.80530
475459 7.66842
475460 7.62549
475462 7.54367
475463 7.50476
475465 7.43093
475466 7.39597
475468 7.32989
475470 7.26878
475472 7.21244
475476 7.11323
475478 7.06987
475480 7.03036
475483 6.97773
475486 6.93230
475489 6.89086
475492 6.85674
475495 6.82773
475499 6.80311
475502 6.78160
475505 6.76396
475511 6.73614
475516 6.72010
475520 6.70751
475525 6.69724
475530 6.68874
475539 6.67537
475548 6.66552
475560 6.65620
475571 6.64905
475583 6.64332
475594 6.63852
475614 6.63143
475634 6.62505
475653 6.61906
475673 6.61366
475698 6.60802
475724 6.60398
475749 6.60096
475774 6.59835
475817 6.59406
475860 6.58980
475946 6.58135
476052 6.57094
476158 6.56059
476370 6.53989
476616 6.51588
477117 6.46707
477250 6.45525
477565 6.42941
477880 6.40353
478510 6.35177
479770 6.24834
482289 6.04921
488123 5.60734
488141 5.60591
488205 5.60058
488269 5.59511
488438 5.58060
488607 5.56599
488945 5.53688
489620 5.47876
490971 5.36228
491040 5.35512
491305 5.32675
491570 5.29839
492366 5.21297
492386 5.21065
492451 5.20237
492516 5.19366
492646 5.17605
492907 5.14116
493427 5.07110
493448 5.06806
493504 5.05928
493559 5.05000
493671 5.03103
493894 4.99353
494339 4.91036
494785 4.81543
495230 4.69720
495469 4.62563
495708 4.54163
495946 4.44756
496185 4.34052
496189 4.33858
496197 4.33454
496205 4.33042
496222 4.32204
496254 4.30468
496320 4.26934
496450 4.19779
496455 4.19483
496474 4.18303
496494 4.17086
496532 4.14587
496610 4.09556
496764 3.99329
496768 3.99042
496779 3.98218
496791 3.97375
496813 3.95658
496858 3.92151
496948 3.85127
497038 3.78104
497129 3.71110
497253 3.61665
497316 3.57221
497378 3.53722
497404 3.52596
497431 3.51732
497472 3.51170
497508 3.51595
497545 3.53085
497581 3.56079
497617 3.60971
497638 3.64972
497660 3.70000
497681 3.76234
497703 3.83824
497719 3.90884
497736 3.99000
497752 4.08354
497769 4.19104
497787 4.32784
497806 4.48553
497824 4.66886
497842 4.87914
497853 5.02530
497865 5.18307
497876 5.35627
497887 5.54289
497901 5.79301
497914 6.06696
497928 6.36848
497942 6.69957
497954 7.03718
497967 7.40075
497979 7.79408
497992 8.21817
498010 8.87865
498028 9.60349
498045 10.3227
498061 11.0907
498078 11.9015
498094 12.7459
498142 15.2636
498166 16.4596
498178 17.0172
498190 17.5385
498200 17.9405
498210 18.3095
498213 18.4133
498221 18.6862
498230 18.9318
498247 19.3362
498263 19.6281
498280 19.8057
498296 19.8763
498315 19.8466
498333 19.7114
498334 19.7014
498337 19.6666
498341 19.6291
498347 19.5462
498360 19.3537
498387 18.8797
498413 18.3247
498439 17.7308
498495 16.4234
498552 15.1930
498595 14.3413
498638 13.5847
498668 13.1142
498698 12.6842
498727 12.2887
498757 11.9273
498790 11.5615
498823 11.2292
498856 10.9245
498889 10.6448
498933 10.3103
498976 10.0120
499020 9.74493
499063 9.50423
499118 9.23340
499173 8.99337
499228 8.77802
499283 8.58473
499367 8.32637
499368 8.32356
499370 8.31767
499372 8.31181
499376 8.30045
499385 8.27807
499401 8.23420
499434 8.14947
499500 7.98883
499632 7.71798
499791 7.45369
499793 7.45083
499798 7.44339
499811 7.42493
499823 7.40718
499848 7.37265
499899 7.30517
500000 7.17994
500003 7.17658
500010 7.16912
500016 7.16181
500030 7.14719
500056 7.11812
500109 7.06096
500216 6.96244
500428 6.78457
500636 6.64286
500640 6.64036
500652 6.63325
500663 6.62633
500686 6.61297
500733 6.58717
500826 6.53573
501011 6.44553
501197 6.36210
501382 6.29511
501640 6.20655
501897 6.13268
502412 6.00384
502443 5.99741
502526 5.98136
502608 5.96588
502774 5.93539
503104 5.87378
503765 5.77664
503802 5.77202
503835 5.76818
503914 5.75934
503993 5.75073
504150 5.73328
504465 5.69811
505095 5.62799
505118 5.62564
505179 5.62018
505239 5.61514
505387 5.60302
505535 5.59077
505830 5.56627
506421 5.51718
506471 5.51320
506631 5.50241
506790 5.49177
507109 5.47065
507747 5.42847
507824 5.42348
507985 5.41488
508146 5.40666
508468 5.39019
509112 5.35698
510399 5.29056
510529 5.28395
510844 5.27189
511160 5.25998
511790 5.23607
513051 5.18827
514588 5.13012
514907 5.12094
516180 5.08512
517454 5.04922
518727 5.01355
519364 4.99893
519682 4.99155
519841 4.98785
519921 4.98423
519941 4.97807
519960 4.96186
519980 4.93041
520000 4.78938
523440 4.79030
525805 4.79094
528170 4.79156
531480 4.89507
534318 4.99846
535736 5.30673
539047 5.30759
541884 5.30832
545668 5.20665
548978 5.20750
555554 5.19135
564337 5.27906
574877 5.19609
587173 4.94242
599469 4.51762
600000 4.49706
608252 4.17774
608720 4.16419
617034 3.92344
624061 3.66866
627574 3.84061
629331 3.58446
632844 3.15769
636357 2.64539
638113 2.30371
641061 2.64656
641331 3.50192
641602 4.87048
641872 5.64033
642007 5.98248
642412 5.46940
642818 4.69972
643088 4.35768
643383 4.44328
643493 4.10119
644034 3.75920
644574 3.58827
645140 3.41733
645926 3.33199
647547 2.73368
648653 2.64842
649574 2.47759
650655 2.39232
652166 2.30716
654708 2.39330
656600 2.73588
658222 3.16392
659192 3.50627
662705 4.79007
664462 5.47474
667975 5.98875
669732 6.07469
675001 5.90487
680271 5.56397
685541 5.30859
692567 4.96806
699594 4.71305
700000 4.69832
706620 4.45823
713646 4.37446
718916 4.63236
722429 4.63322
725942 4.37749
729455 4.29282
729979 4.54953
730385 5.14835
730655 5.14842
731195 4.46430
732547 4.20804
732952 4.37919
734438 4.20849
736735 4.12351
738492 4.03840
741751 3.95365
750534 3.87020
759317 3.70120
768100 3.70321
775126 3.61927
782153 3.62085
785666 3.87823
790935 3.62280
797962 3.70988
800000 3.71032
800150 3.71036
801772 4.30946
802583 3.53988
807447 3.54106
810690 3.54184
812311 3.71330
813933 4.31240
814744 3.71389
815554 3.62855
817176 3.62894
820419 3.62971
822851 3.71582
825283 3.71639
829337 4.05946
832580 4.57340
834201 4.74484
835822 5.34394
837444 6.02856
839065 6.96976
841498 8.42434
843119 9.45107
843930 9.79339
845551 9.62270
847173 8.68224
848794 7.74176
850416 6.63025
852037 5.77530
853658 5.26249
855280 4.92073
856901 4.57897
859334 4.23740
861766 3.98136
863387 3.72513
866630 3.55478
869062 3.38426
873116 3.29962
879602 3.21552
884466 3.13105
886898 3.13157
888520 3.21745
890141 3.13227
892573 3.21832
895006 3.13332
896627 3.04813
899726 2.96326
900000 2.96032
915332 2.79581
929520 2.62797
942288 2.54528
949382 2.37578
950251 2.39227
951061 2.59772
951332 2.98267
951602 3.80382
951872 4.41971
952007 4.59935
952277 4.16320
952548 3.36782
952818 2.98299
953088 2.70080
953629 2.59828
954169 2.59840
955057 2.54808
962151 2.80621
967826 2.80743
976339 2.72371
986270 2.55474
997620 2.38604
1.00000E+06 2.35465
1.01039E+06 2.21790
1.01415E+06 2.17341
1.01748E+06 2.13407
1.01978E+06 2.61325
1.02126E+06 5.38480
1.02163E+06 7.38631
1.02201E+06 8.10486
1.02238E+06 6.87332
1.02312E+06 3.79440
1.02386E+06 2.66558
1.02423E+06 2.25512
1.02458E+06 2.13581
1.02535E+06 1.84484
1.02572E+06 1.74230
1.02609E+06 1.84502
1.02684E+06 2.35840
1.02721E+06 2.92299
1.02758E+06 2.20462
1.02795E+06 1.74284
1.02883E+06 1.53813
1.03025E+06 1.11083
1.03309E+06 0.854928
1.03427E+06 0.837794
1.03650E+06 1.11204
1.03734E+06 1.62572
1.03876E+06 2.39585
1.04018E+06 3.08043
1.04170E+06 3.33704
1.04302E+06 3.42323
1.04728E+06 3.08213
1.05295E+06 2.65582
1.05721E+06 2.22918
1.06146E+06 1.97358
1.06251E+06 2.00774
1.06288E+06 2.57227
1.06325E+06 3.39345
1.06362E+06 4.00936
1.06399E+06 2.67518
1.06436E+06 1.75153
1.06714E+06 1.03407
1.06998E+06 0.863674
1.07281E+06 0.949859
1.07565E+06 1.46369
1.07849E+06 2.31966
1.08275E+06 2.91934
1.08700E+06 3.26243
1.09126E+06 3.34892
1.09410E+06 3.43509
1.09791E+06 3.31591
1.10899E+06 3.24996
1.12284E+06 3.11615
1.13115E+06 3.18638
1.13946E+06 3.18817
1.14777E+06 3.12151
1.15608E+06 2.91800
1.16993E+06 2.78404
1.18655E+06 2.65059
1.19486E+06 2.58386
1.19763E+06 2.72126
1.20317E+06 2.58553
1.20871E+06 2.65505
1.21702E+06 2.65669
1.22533E+06 2.58991
1.24195E+06 2.59313
1.25580E+06 2.59577
1.26688E+06 2.66627
1.27156E+06 2.66714
1.27519E+06 2.66782
1.27764E+06 3.42095
1.27845E+06 4.85800
1.27926E+06 6.70562
1.27967E+06 7.66363
1.28088E+06 5.54270
1.28169E+06 3.83224
1.28251E+06 3.14814
1.28291E+06 2.87453
1.28413E+06 2.73790
1.28627E+06 2.66986
1.28778E+06 3.08069
1.28940E+06 4.38105
1.29021E+06 5.27071
1.29102E+06 6.63935
1.29142E+06 6.98156
1.29264E+06 6.63965
1.29345E+06 6.22925
1.29467E+06 5.95578
1.29588E+06 5.75072
1.29629E+06 5.75079
1.29791E+06 6.29849
1.29913E+06 6.98296
1.29994E+06 7.39365
1.30075E+06 7.66749
1.30156E+06 7.66764
1.30318E+06 6.98369
1.30440E+06 6.29966
1.30561E+06 5.47879
1.30723E+06 4.72642
1.30926E+06 4.24781
1.31088E+06 3.90598
1.31250E+06 3.76942
1.31397E+06 3.70125
1.31534E+06 3.49622
1.31615E+06 3.35952
1.31674E+06 3.42806
1.31858E+06 3.90736
1.31899E+06 4.66009
1.31980E+06 4.31812
1.32020E+06 3.63394
1.32223E+06 3.42903
1.32628E+06 3.42975
1.32791E+06 3.43004
1.33613E+06 3.29463
1.35275E+06 3.09224
1.36937E+06 2.88981
1.37768E+06 2.89122
1.38599E+06 2.75576
1.39430E+06 2.82557
1.39707E+06 2.62076
1.40261E+06 2.48482
1.41923E+06 2.48754
1.42615E+06 2.48865
1.42616E+06 2.48865
1.42616E+06 2.48865
1.42760E+06 2.48889
1.43308E+06 2.48965
1.43862E+06 2.69573
1.44139E+06 3.10670
1.44416E+06 2.49131
1.44970E+06 2.49221
1.45524E+06 2.49311
1.46355E+06 2.42615
1.46380E+06 2.42620
1.47186E+06 2.42730
1.47740E+06 2.56496
1.48294E+06 2.29208
1.48848E+06 2.29298
1.49402E+06 2.29388
1.49984E+06 2.22645
1.50000E+06 2.22568
1.52740E+06 2.09387
1.53774E+06 1.89026
1.55496E+06 1.61943
1.56186E+06 1.27848
1.56530E+06 0.321137
1.56875E+06 1.62180
1.57219E+06 1.82768
1.58253E+06 1.76109
1.59287E+06 2.17351
1.59976E+06 2.92743
1.60665E+06 3.61295
1.61354E+06 3.81954
1.61699E+06 3.82019
1.62019E+06 3.90558
1.62732E+06 4.09544
1.63421E+06 4.16481
1.64800E+06 3.82461
1.65833E+06 3.41555
1.66522E+06 3.34813
1.67556E+06 3.14439
1.67687E+06 3.15328
1.68590E+06 3.21447
1.69623E+06 3.55824
1.69968E+06 4.03778
1.70313E+06 4.99630
1.70657E+06 6.43378
1.71002E+06 6.84491
1.71346E+06 5.20331
1.71691E+06 4.17753
1.72035E+06 3.28859
1.72724E+06 3.01608
1.73414E+06 3.01729
1.73758E+06 3.08632
1.74447E+06 2.40330
1.74792E+06 2.26706
1.75000E+06 2.59795
1.75481E+06 3.36273
1.76170E+06 2.74763
1.76515E+06 2.54272
1.77893E+06 2.33895
1.79271E+06 2.20367
1.80305E+06 2.34172
1.80649E+06 3.16321
1.80994E+06 4.32685
1.81338E+06 4.87467
1.81683E+06 3.78029
1.82028E+06 3.02805
1.82372E+06 2.68636
1.82717E+06 2.61837
1.83406E+06 2.61924
1.84095E+06 2.55170
1.84784E+06 2.41575
1.85129E+06 3.23730
1.85473E+06 2.82721
1.85818E+06 2.48555
1.86507E+06 2.34963
1.87885E+06 2.69367
1.87892E+06 2.70481
1.88030E+06 2.92427
1.88574E+06 3.78946
1.89263E+06 4.88527
1.89952E+06 3.65465
1.90642E+06 3.03989
1.90986E+06 2.69829
1.91675E+06 2.49406
1.92709E+06 2.35884
1.93743E+06 2.15521
1.94015E+06 2.15565
1.95465E+06 2.15801
1.96155E+06 2.56970
1.96499E+06 2.91240
1.96844E+06 2.29715
1.97533E+06 2.09305
1.98566E+06 1.95797
1.99256E+06 1.95917
1.99767E+06 2.09692
2.00000E+06 2.13364
2.00206E+06 2.16596
2.01084E+06 1.89316
2.02402E+06 1.75768
2.03719E+06 1.96431
2.04401E+06 2.01817
2.04597E+06 2.03365
2.05476E+06 2.10303
2.06793E+06 3.06239
2.07232E+06 3.67866
2.07671E+06 3.88443
2.08550E+06 3.26956
2.09428E+06 2.51786
2.10306E+06 2.10826
2.11184E+06 1.90396
2.12502E+06 2.04226
2.13819E+06 1.77005
2.15137E+06 1.83995
2.16015E+06 1.63567
2.17772E+06 1.63767
2.19528E+06 1.63968
2.19967E+06 1.70862
2.20406E+06 2.32494
2.20846E+06 1.57279
2.21724E+06 2.18963
2.22602E+06 3.28543
2.23041E+06 3.69650
2.23920E+06 4.03966
2.24798E+06 4.31439
2.25000E+06 4.48779
2.25676E+06 5.06810
2.26115E+06 5.34233
2.26994E+06 4.45386
2.27872E+06 3.56538
2.28750E+06 3.22431
2.29189E+06 3.29327
2.30507E+06 2.74746
2.30946E+06 2.33744
2.31824E+06 1.99639
2.32703E+06 1.92903
2.33581E+06 2.20382
2.35777E+06 2.13810
2.37094E+06 2.07131
2.38411E+06 2.00453
2.38851E+06 2.48405
2.39729E+06 2.14303
2.40168E+06 2.07515
2.41046E+06 2.14470
2.41925E+06 2.28266
2.42364E+06 2.07793
2.44559E+06 1.80704
2.45877E+06 1.87716
2.46755E+06 1.60458
2.47194E+06 1.26304
2.47633E+06 1.53729
2.48512E+06 1.81214
2.50000E+06 1.81408
2.50268E+06 1.81430
2.51586E+06 2.02070
2.52464E+06 2.29514
2.53342E+06 2.98013
2.54660E+06 3.25496
2.55099E+06 3.32376
2.56416E+06 3.18806
2.57295E+06 3.12039
2.58612E+06 2.84783
2.59490E+06 3.05387
2.59777E+06 3.19097
2.60520E+06 4.01271
2.60891E+06 4.42359
2.61634E+06 3.87685
2.62006E+06 3.46662
2.63492E+06 4.08375
2.64236E+06 3.87913
2.64979E+06 3.40082
2.65722E+06 3.05936
2.66073E+06 2.96270
2.66465E+06 2.85474
2.66730E+06 2.85498
2.67951E+06 2.85607
2.69066E+06 2.72023
2.70181E+06 2.51595
2.71667E+06 2.10675
2.73154E+06 1.97125
2.74640E+06 1.83575
2.75755E+06 1.97362
2.77241E+06 1.76972
2.79099E+06 2.04512
2.80214E+06 2.59355
2.80957E+06 3.21006
2.81328E+06 3.41567
2.81700E+06 4.03185
2.82071E+06 4.10062
2.82815E+06 3.34863
2.83558E+06 2.66508
2.83929E+06 2.59701
2.84673E+06 1.98187
2.84822E+06 1.95457
2.85416E+06 1.84573
2.87274E+06 1.91591
2.88760E+06 1.84888
2.89875E+06 1.91837
2.90618E+06 1.85064
2.91361E+06 2.33032
2.91418E+06 2.39328
2.91733E+06 2.74122
2.92104E+06 1.98889
2.92847E+06 1.92119
2.93962E+06 1.85382
2.95448E+06 1.78682
2.96935E+06 1.71983
2.97678E+06 1.99424
2.98793E+06 2.26902
2.99164E+06 2.47465
2.99907E+06 2.20168
3.00000E+06 2.21888
3.01394E+06 2.47653
3.02137E+06 2.81923
3.03252E+06 2.88849
3.03995E+06 3.43646
3.04366E+06 3.71042
3.05110E+06 3.09518
3.05247E+06 3.01956
3.05410E+06 2.92956
3.06224E+06 2.48019
3.07711E+06 2.13918
3.09197E+06 2.07187
3.13316E+06 1.64696
3.15289E+06 1.42363
3.16557E+06 1.28010
3.17370E+06 1.18808
3.17628E+06 1.15886
3.18721E+06 1.03508
3.21423E+06 1.29359
3.24126E+06 1.19286
3.27705E+06 1.36527
3.29531E+06 1.45322
3.32233E+06 1.76301
3.33584E+06 2.63636
3.34935E+06 2.02146
3.36287E+06 2.43293
3.38989E+06 1.97291
3.40340E+06 1.71724
3.41692E+06 1.66685
3.45745E+06 2.54200
3.47096E+06 2.59422
3.50000E+06 2.22856
3.51150E+06 2.08367
3.52501E+06 1.98186
3.53852E+06 2.08529
3.54267E+06 2.30607
3.55151E+06 2.77636
3.55204E+06 2.80456
3.56555E+06 2.24084
3.57906E+06 1.98505
3.59257E+06 1.62659
3.60608E+06 1.57607
3.63311E+06 1.88553
3.64662E+06 1.78366
3.67365E+06 2.19575
3.70067E+06 1.68411
3.72729E+06 1.43282
3.72769E+06 1.42905
3.76823E+06 1.53393
3.78174E+06 1.89390
3.80877E+06 1.27958
3.83579E+06 1.07578
3.84845E+06 1.07646
3.85926E+06 1.48760
3.86282E+06 2.41152
3.87007E+06 2.97642
3.87682E+06 2.56623
3.88984E+06 1.07870
3.90335E+06 0.890777
3.91686E+06 0.841212
3.93628E+06 1.13252
3.94389E+06 1.13293
3.94979E+06 1.90301
3.95740E+06 2.00606
3.98442E+06 1.75090
3.99303E+06 1.75136
4.00000E+06 1.70692
4.02496E+06 1.54768
4.05198E+06 1.65162
4.06556E+06 1.78122
4.09347E+06 2.04755
4.10603E+06 2.16739
4.13100E+06 2.45304
4.14657E+06 2.63114
4.16008E+06 2.16990
4.17359E+06 1.75996
4.20062E+06 1.70988
4.21413E+06 2.27499
4.22348E+06 2.59505
4.22764E+06 2.73746
4.24115E+06 1.96829
4.26818E+06 1.86688
4.29330E+06 1.58172
4.29520E+06 1.56016
4.29618E+06 1.56765
4.32223E+06 1.76658
4.33574E+06 2.17771
4.34925E+06 2.89673
4.37628E+06 3.56504
4.40330E+06 2.69380
4.41664E+06 2.49168
4.43032E+06 2.28442
4.44384E+06 1.92576
4.44966E+06 1.85968
4.45735E+06 1.77236
4.48437E+06 2.18402
4.48563E+06 2.13141
4.49788E+06 1.62005
4.50000E+06 1.62013
4.50017E+06 1.62014
4.51887E+06 1.62099
4.53539E+06 1.62171
4.53842E+06 1.62184
4.59247E+06 1.88074
4.61949E+06 2.03582
4.64652E+06 2.44749
4.67354E+06 1.93540
4.68705E+06 1.83331
4.71408E+06 2.03966
4.72759E+06 2.39943
4.75000E+06 1.93211
4.75461E+06 1.83595
4.78164E+06 1.63160
4.80866E+06 2.45358
4.83569E+06 2.14654
4.86271E+06 3.17377
4.88974E+06 2.14825
4.90160E+06 2.01346
4.91262E+06 1.88823
4.91676E+06 1.84118
4.93113E+06 1.80524
4.95730E+06 1.73975
5.00000E+06 1.91405
5.02166E+06 2.00257
5.09022E+06 2.28275
5.09657E+06 2.30870
5.16502E+06 1.81575
5.16751E+06 1.79781
5.19588E+06 2.00400
5.20000E+06 1.92219
5.21454E+06 1.63340
5.22426E+06 1.44034
5.26682E+06 1.18496
5.29520E+06 1.95554
5.32357E+06 1.54580
5.38032E+06 1.90662
5.40870E+06 1.80477
5.42330E+06 2.04287
5.43707E+06 2.26743
5.45126E+06 1.80595
5.45630E+06 1.78786
5.47507E+06 1.72054
5.49383E+06 1.65320
5.49640E+06 1.65560
5.50000E+06 1.65896
5.55058E+06 1.70622
5.57895E+06 2.06629
5.60000E+06 1.96032
5.62693E+06 1.82469
5.64989E+06 1.70904
5.68650E+06 1.73648
5.68651E+06 1.73649
5.72083E+06 1.76221
5.77758E+06 2.43078
5.80000E+06 1.86377
5.80596E+06 1.71302
5.83433E+06 1.45707
5.89108E+06 2.02282
5.91089E+06 1.90382
5.93364E+06 1.76715
5.94783E+06 1.56216
5.99040E+06 1.40909
6.00000E+06 1.39539
6.06133E+06 1.30808
6.10000E+06 1.12431
6.10390E+06 1.07463
6.15355E+06 1.12872
6.20321E+06 1.15711
6.26306E+06 1.41810
6.27415E+06 1.46650
6.30000E+06 1.37358
6.32964E+06 1.26694
6.35928E+06 1.16029
6.43022E+06 1.46960
6.47278E+06 2.03499
6.50000E+06 1.92069
6.55790E+06 1.67737
6.60047E+06 1.37022
6.62884E+06 1.16544
6.64400E+06 1.14873
6.69978E+06 1.83386
6.70000E+06 1.83280
6.70270E+06 1.81982
6.72253E+06 1.72461
6.74235E+06 1.62939
6.75600E+06 1.59513
6.78491E+06 2.04071
6.79910E+06 2.34888
6.80800E+06 2.39998
6.84500E+06 2.26392
6.85585E+06 2.04198
6.90000E+06 1.93469
6.91200E+06 1.90552
6.94097E+06 1.68413
7.00000E+06 1.57043
7.03800E+06 1.49732
7.09953E+06 1.53250
7.10000E+06 1.53381
7.18601E+06 1.77334
7.21600E+06 1.82557
7.27249E+06 1.63778
7.31000E+06 1.87573
7.31573E+06 1.91206
7.35000E+06 1.86155
7.37300E+06 1.63900
7.41800E+06 1.45091
7.44800E+06 1.29811
7.50000E+06 1.66978
7.51000E+06 1.74125
7.51030E+06 1.74339
7.55354E+06 1.88076
7.57516E+06 1.70996
7.61840E+06 1.98418
7.62787E+06 1.93434
7.65691E+06 1.78153
7.68326E+06 1.64288
7.70000E+06 1.45767
7.70488E+06 1.40367
7.77500E+06 1.48950
7.87063E+06 1.59275
7.87100E+06 1.59315
7.90000E+06 1.58681
7.93649E+06 1.57883
7.94269E+06 1.57747
7.97135E+06 1.60230
8.00000E+06 1.62711
8.04200E+06 1.66343
8.07300E+06 1.65394
8.09403E+06 1.64752
8.11000E+06 1.63925
8.14053E+06 1.62344
8.15888E+06 1.61401
8.19131E+06 1.71708
8.22374E+06 1.82015
8.22843E+06 1.85361
8.26698E+06 2.12861
8.31022E+06 2.02650
8.31057E+06 2.02466
8.32296E+06 1.95945
8.37508E+06 1.68507
8.41832E+06 1.78813
8.50000E+06 1.59500
8.50479E+06 1.58366
8.63451E+06 1.75572
8.72099E+06 1.68787
8.82909E+06 1.44905
8.93718E+06 1.65489
9.00000E+06 1.55577
9.04528E+06 1.48446
9.17500E+06 1.69066
9.28309E+06 1.45190
9.39119E+06 1.55521
9.47767E+06 1.72677
9.50000E+06 1.54934
9.51000E+06 1.46987
9.54253E+06 1.72709
9.57300E+06 1.76134
9.65062E+06 1.48812
9.70625E+06 1.54416
9.75300E+06 1.59122
1.00000E+07 1.60491
1.02400E+07 1.61835
1.02843E+07 1.58742
1.03500E+07 1.54149
1.04205E+07 1.55109
1.04206E+07 1.55109
1.04603E+07 1.55657
1.05000E+07 1.56205
1.05400E+07 1.56751
1.06050E+07 1.56139
1.06700E+07 1.55524
1.07500E+07 1.62002
1.08900E+07 1.59501
1.10000E+07 1.60846
1.10252E+07 1.61163
1.11000E+07 1.62099
1.12700E+07 1.73686
1.13750E+07 1.68591
1.14088E+07 1.66949
1.14800E+07 1.63487
1.15000E+07 1.62540
1.15243E+07 1.61392
1.15600E+07 1.59703
1.17000E+07 1.78963
1.18100E+07 1.62255
1.19400E+07 1.64779
1.20000E+07 1.65462
1.20500E+07 1.66043
1.21000E+07 1.69973
1.21832E+07 1.64638
1.22000E+07 1.63562
1.22400E+07 1.60998
1.23700E+07 1.64813
1.24000E+07 1.65239
1.24600E+07 1.66095
1.25510E+07 1.63449
1.25900E+07 1.62313
1.26000E+07 1.62155
1.26415E+07 1.61504
1.26700E+07 1.61057
1.28000E+07 1.69418
1.28100E+07 1.70062
1.29400E+07 1.62359
1.30000E+07 1.60467
1.30600E+07 1.58549
1.32000E+07 1.59359
1.32700E+07 1.59780
1.34000E+07 1.65700
1.35500E+07 1.72575
1.36000E+07 1.71108
1.37700E+07 1.66167
1.38000E+07 1.67391
1.39600E+07 1.73961
1.40000E+07 1.74739
1.41600E+07 1.77722
1.42000E+07 1.78002
1.43000E+07 1.78728
1.44000E+07 1.79462
1.45000E+07 1.80228
1.46000E+07 1.80221
1.46958E+07 1.80239
1.48000E+07 1.80264
1.48950E+07 1.80317
1.49900E+07 1.80376
1.50000E+07 1.80381
1.51250E+07 1.80346
1.52500E+07 1.80320
1.53750E+07 1.80302
1.55000E+07 1.80293
1.56250E+07 1.80315
1.57500E+07 1.80346
1.58750E+07 1.80384
1.60000E+07 1.80430
1.61250E+07 1.80405
1.62500E+07 1.80388
1.63750E+07 1.80379
1.65000E+07 1.80379
1.66250E+07 1.80386
1.67500E+07 1.80401
1.68750E+07 1.80423
1.70000E+07 1.80453
1.71129E+07 1.80427
1.72258E+07 1.80406
1.73629E+07 1.80393
1.75000E+07 1.80388
1.76250E+07 1.80394
1.76954E+07 1.80401
1.77500E+07 1.80408
1.78750E+07 1.80428
1.80000E+07 1.80456
1.81250E+07 1.80443
1.82500E+07 1.80432
1.83750E+07 1.80425
1.85000E+07 1.80421
1.86250E+07 1.80422
1.87500E+07 1.80425
1.88750E+07 1.80432
1.90000E+07 1.80442
1.92500E+07 1.80424
1.95000E+07 1.80413
1.97500E+07 1.80412
2.00000E+07 1.80417
