Nd-145(n,g) ENDFB-8.0
400.630 1.71395
400.697 1.75418
400.764 1.79838
400.830 1.84657
400.897 1.89911
400.964 1.95609
401.061 2.04784
401.158 2.15078
401.255 2.26647
401.304 2.32956
401.352 2.39630
401.401 2.46724
401.450 2.54254
401.498 2.62251
401.547 2.70733
401.595 2.79775
401.644 2.89384
401.692 2.99648
401.741 3.10582
401.808 3.26884
401.874 3.44798
401.941 3.64547
402.008 3.86394
402.075 4.10663
402.108 4.23824
402.142 4.37744
402.175 4.52486
402.208 4.68123
402.242 4.84735
402.275 5.02412
402.309 5.21258
402.342 5.41391
402.375 5.62945
402.409 5.86075
402.442 6.10959
402.476 6.37805
402.509 6.66854
402.542 6.98287
402.576 7.32622
402.609 7.70153
402.643 8.11332
402.676 8.56689
402.709 9.06846
402.743 9.62533
402.776 10.2460
402.809 10.9384
402.829 11.3894
402.849 11.8706
402.869 12.3898
402.888 12.9449
402.908 13.5450
402.928 14.1877
402.948 14.8800
402.967 15.6262
402.987 16.4351
403.007 17.3036
403.027 18.2409
403.046 19.2526
403.066 20.3503
403.086 21.5294
403.105 22.8018
403.125 24.1743
403.142 25.4217
403.159 26.7507
403.175 28.1661
403.192 29.6727
403.209 31.2752
403.225 32.9787
403.242 34.7880
403.259 36.7082
403.275 38.7442
403.292 40.9008
403.309 43.1829
403.326 45.5952
403.342 48.1421
403.359 50.8280
403.376 53.6567
403.392 56.6138
403.421 62.1168
403.450 68.0608
403.479 74.4961
403.508 81.3815
403.537 88.7620
403.565 96.5759
403.594 104.830
403.623 113.497
403.656 124.017
403.690 134.972
403.756 157.777
403.823 181.072
403.890 203.694
403.917 212.454
403.945 220.801
403.972 228.646
403.999 235.902
404.036 244.522
404.072 251.773
404.100 256.336
404.128 259.922
404.156 262.509
404.184 264.046
404.210 264.525
404.238 264.019
404.266 262.455
404.294 259.846
404.322 256.244
404.345 252.657
404.367 248.505
404.390 243.809
404.412 238.606
404.456 227.074
404.500 214.125
404.544 200.068
404.588 185.337
404.660 160.631
404.696 148.406
404.731 136.466
404.775 122.414
404.797 115.686
404.819 109.215
404.841 102.959
404.863 96.9867
404.885 91.2562
404.907 85.8274
404.929 80.6565
404.951 75.7938
404.973 71.1964
404.995 66.9052
405.017 62.8789
405.039 59.1504
405.061 55.6807
405.083 52.4958
405.105 49.5599
405.127 46.8815
405.149 44.4532
405.171 42.2774
405.193 40.3270
405.204 39.4381
405.215 38.6131
405.226 37.8360
405.237 37.1139
405.248 36.4462
405.258 35.8374
405.269 35.2759
405.280 34.7670
405.291 34.3102
405.302 33.9085
405.313 33.5541
405.324 33.2508
405.335 32.9981
405.346 32.7976
405.357 32.6455
405.368 32.5438
405.379 32.4925
405.390 32.4915
405.401 32.5408
405.412 32.6410
405.423 32.7922
405.434 32.9929
405.452 33.4359
405.470 34.0197
405.488 34.7469
405.506 35.6151
405.524 36.6369
405.542 37.8116
405.560 39.1426
405.578 40.6250
405.589 41.6163
405.600 42.6698
405.611 43.7864
405.622 44.9670
405.633 46.2125
405.644 47.5238
405.655 48.9017
405.666 50.3335
405.680 52.2709
405.694 54.3201
405.708 56.4824
405.722 58.7424
405.733 60.6112
405.744 62.5516
405.766 66.6474
405.788 71.0303
405.810 75.6772
405.832 80.6268
405.853 85.8282
405.875 91.2946
405.897 97.0148
405.919 103.002
405.941 109.214
405.963 115.628
405.985 122.192
406.029 135.772
406.073 149.703
406.161 177.388
406.205 190.478
406.249 202.530
406.277 209.524
406.305 215.849
406.327 220.329
406.348 224.304
406.370 227.763
406.392 230.676
406.429 234.266
406.466 236.165
406.490 236.467
406.502 236.325
406.522 235.681
406.542 234.534
406.562 232.880
406.582 230.748
406.609 227.007
406.637 222.423
406.663 217.168
406.690 211.238
406.716 204.964
406.741 198.182
406.767 190.960
406.792 183.401
406.846 166.673
406.899 149.308
406.958 130.307
407.016 111.991
407.043 103.958
407.070 96.2211
407.097 88.8127
407.123 81.7858
407.150 75.1077
407.177 68.8188
407.204 62.9265
407.231 57.4524
407.257 52.3527
407.284 47.6411
407.298 45.4276
407.311 43.3067
407.324 41.2767
407.338 39.3497
407.351 37.4945
407.364 35.7238
407.378 34.0352
407.391 32.4264
407.405 30.8947
407.418 29.4377
407.431 28.0528
407.445 26.7469
407.457 25.6071
407.469 24.5207
407.481 23.4859
407.493 22.5085
407.506 21.5705
407.518 20.6782
407.530 19.8298
407.542 19.0298
407.554 18.2633
407.567 17.5352
407.579 16.8438
407.591 16.1927
407.603 15.5695
407.615 14.9828
407.639 13.8931
407.664 12.9082
407.688 12.0254
407.713 11.2275
407.737 10.5118
407.761 9.86407
407.786 9.28200
407.810 8.75597
407.834 8.27981
407.861 7.80589
407.888 7.37933
407.915 6.99430
407.941 6.64573
407.968 6.32914
407.995 6.04067
408.022 5.77692
408.048 5.53582
408.075 5.31303
408.102 5.10728
408.129 4.91667
408.156 4.74016
408.182 4.57501
408.209 4.42065
408.236 4.27600
408.263 4.14060
408.309 3.92409
408.355 3.72818
408.401 3.54918
408.448 3.38555
408.494 3.23468
408.540 3.09569
408.586 2.96664
408.633 2.84699
408.679 2.73528
408.725 2.63119
408.771 2.53355
408.818 2.44218
408.864 2.35614
408.910 2.27533
409.003 2.12719
409.056 2.04859
409.110 1.97492
409.163 1.90550
409.217 1.84022
409.324 1.72032
409.431 1.61299
409.538 1.51644
409.645 1.42919
409.752 1.35002
409.859 1.27791
409.947 1.22353
410.035 1.17295
410.122 1.12575
410.210 1.08164
410.298 1.04028
410.385 1.00152
410.473 0.965103
410.560 0.930825
410.648 0.898481
410.736 0.867990
410.911 0.811911
411.086 0.761569
411.261 0.716235
411.368 0.690689
411.476 0.666627
411.690 0.622504
411.904 0.583063
412.118 0.547647
412.332 0.515715
412.547 0.486813
412.761 0.460564
412.975 0.436647
413.141 0.419584
413.306 0.403655
413.472 0.388755
413.637 0.374796
413.803 0.361689
413.968 0.349375
414.299 0.326849
414.630 0.306774
414.961 0.288830
415.292 0.272729
415.623 0.258230
415.837 0.249606
416.052 0.241519
416.480 0.226794
416.908 0.213760
417.337 0.202180
417.765 0.191854
418.194 0.182618
418.622 0.174337
419.050 0.166898
419.440 0.160791
419.829 0.155249
420.219 0.150187
420.608 0.145558
420.998 0.141329
421.387 0.137473
421.777 0.133957
422.166 0.130754
422.555 0.127838
422.945 0.125190
423.724 0.120622
424.503 0.116925
425.282 0.114003
426.060 0.111786
426.839 0.110222
427.618 0.109276
428.397 0.108931
429.215 0.109214
430.033 0.110172
430.851 0.111845
431.669 0.114295
432.078 0.115839
432.487 0.117615
432.895 0.119642
433.304 0.121940
433.713 0.124536
434.122 0.127454
434.531 0.130720
434.940 0.134383
435.330 0.138305
435.719 0.142697
436.108 0.147618
436.303 0.150298
436.498 0.153138
436.693 0.156152
436.887 0.159348
437.082 0.162743
437.277 0.166351
437.472 0.170191
437.666 0.174278
437.861 0.178637
438.056 0.183294
438.221 0.187511
438.387 0.191979
438.552 0.196720
438.718 0.201758
438.883 0.207115
439.049 0.212821
439.132 0.215816
439.214 0.218907
439.297 0.222105
439.380 0.225408
439.458 0.228623
439.575 0.233647
439.691 0.238918
439.808 0.244465
439.925 0.250297
440.042 0.256443
440.159 0.262916
440.276 0.269745
440.392 0.276957
440.529 0.285895
440.665 0.295448
440.801 0.305672
440.938 0.316638
441.074 0.328420
441.210 0.341105
441.346 0.354790
441.415 0.362048
441.483 0.369588
441.590 0.382089
441.697 0.395412
441.804 0.409646
441.911 0.424877
442.018 0.441205
442.072 0.449822
442.125 0.458738
442.179 0.468004
442.233 0.477602
442.286 0.487587
442.340 0.497939
442.393 0.508720
442.447 0.519910
442.500 0.531576
442.554 0.543699
442.607 0.556353
442.661 0.569519
442.715 0.583277
442.768 0.597612
442.822 0.612612
442.875 0.628261
442.929 0.644660
442.982 0.661794
443.036 0.679777
443.089 0.698595
443.143 0.718377
443.196 0.739114
443.238 0.755884
443.279 0.773323
443.321 0.791468
443.362 0.810359
443.403 0.830038
443.445 0.850552
443.486 0.871950
443.528 0.894231
443.569 0.917558
443.610 0.941942
443.652 0.967449
443.693 0.994086
443.734 1.02206
443.776 1.05140
443.817 1.08219
443.859 1.11445
443.912 1.15881
443.966 1.20614
444.019 1.25691
444.073 1.31128
444.126 1.36983
444.180 1.43280
444.233 1.50078
444.287 1.57437
444.340 1.65440
444.394 1.74137
444.448 1.83655
444.501 1.94073
444.528 1.99678
444.555 2.05566
444.581 2.11760
444.608 2.18258
444.635 2.25137
444.662 2.32404
444.689 2.40093
444.715 2.48210
444.742 2.56861
444.769 2.66065
444.796 2.75877
444.822 2.86322
444.849 2.97550
444.876 3.09605
444.903 3.22581
444.929 3.36533
444.956 3.51688
444.983 3.68136
445.010 3.86039
445.037 4.05503
445.063 4.26884
445.090 4.50349
445.117 4.76171
445.144 5.04542
445.166 5.30146
445.188 5.57856
445.209 5.88015
445.231 6.20878
445.253 6.56720
445.275 6.95843
445.297 7.38577
445.319 7.85275
445.341 8.36322
445.363 8.92129
445.385 9.53137
445.407 10.1982
445.428 10.9266
445.450 11.7220
445.472 12.5899
445.494 13.5361
445.508 14.1561
445.521 14.8091
445.534 15.4964
445.548 16.2195
445.561 16.9799
445.575 17.7790
445.588 18.6183
445.601 19.4926
445.615 20.4164
445.628 21.3848
445.641 22.3993
445.655 23.4612
445.668 24.5718
445.682 25.7327
445.695 26.9449
445.708 28.2002
445.722 29.5185
445.735 30.8916
445.762 33.8063
445.789 36.9511
445.815 40.3176
445.842 43.9336
445.869 47.7723
445.896 51.8597
445.922 56.1594
445.944 59.8666
445.966 63.6971
446.010 71.7422
446.054 80.2226
446.098 89.0220
446.205 110.957
446.258 121.484
446.312 131.243
446.358 138.780
446.381 142.163
446.405 145.234
446.431 148.381
446.458 151.065
446.480 152.892
446.501 154.371
446.523 155.503
446.545 156.271
446.580 156.740
446.603 156.527
446.626 155.910
446.649 154.889
446.671 153.480
446.694 151.726
446.716 149.631
446.738 147.203
446.761 144.461
446.784 141.254
446.808 137.748
446.855 129.971
446.902 121.356
446.948 112.157
447.068 87.7752
447.115 78.4129
447.162 69.4464
447.185 65.1460
447.209 61.0098
447.232 57.0138
447.255 53.2008
447.279 49.5448
447.302 46.0818
447.326 42.7849
447.349 39.6834
447.373 36.7502
447.396 34.0082
447.420 31.4309
447.443 29.0358
447.464 26.9906
447.486 25.0881
447.507 23.3133
447.528 21.6610
447.550 20.1187
447.571 18.6950
447.592 17.3767
447.614 16.1577
447.635 15.0272
447.656 13.9899
447.678 13.0346
447.699 12.1557
447.720 11.3479
447.742 10.6059
447.763 9.92485
447.784 9.30003
447.808 8.67055
447.831 8.09845
447.855 7.57848
447.878 7.10770
447.902 6.67760
447.925 6.28775
447.948 5.93104
447.972 5.60708
447.995 5.30998
448.019 5.03832
448.042 4.78955
448.066 4.56226
448.089 4.35244
448.113 4.16001
448.136 3.98166
448.160 3.81742
448.192 3.61200
448.224 3.42609
448.256 3.25716
448.288 3.10306
448.320 2.96196
448.352 2.83229
448.384 2.71272
448.415 2.60243
448.447 2.49976
448.479 2.40423
448.511 2.31510
448.543 2.23200
448.575 2.15387
448.607 2.08049
448.671 1.94656
448.718 1.85748
448.765 1.77553
448.812 1.69977
448.859 1.62955
448.906 1.56430
448.953 1.50356
449.000 1.44689
449.047 1.39394
449.093 1.34436
449.140 1.29788
449.187 1.25423
449.234 1.21319
449.328 1.13811
449.422 1.07125
449.481 1.03243
449.541 0.996203
449.601 0.962354
449.661 0.930680
449.720 0.900999
449.780 0.873152
449.899 0.822393
450.019 0.777408
450.138 0.737380
450.258 0.701636
450.377 0.669617
450.471 0.646744
450.565 0.625712
450.658 0.606324
450.752 0.588433
450.846 0.571905
450.940 0.556625
451.127 0.529399
451.315 0.506037
451.503 0.485997
451.690 0.468806
451.878 0.454092
452.083 0.440506
452.287 0.429181
452.492 0.419846
452.697 0.412276
452.901 0.406286
453.106 0.401733
453.311 0.398503
453.515 0.396506
453.788 0.395635
453.959 0.396076
454.130 0.397246
454.300 0.399127
454.471 0.401705
454.641 0.404974
454.812 0.408933
454.982 0.413583
455.153 0.418928
455.324 0.424986
455.494 0.431769
455.665 0.439298
455.835 0.447591
456.006 0.456688
456.176 0.466617
456.347 0.477435
456.517 0.489181
456.705 0.503266
456.893 0.518633
457.080 0.535395
457.268 0.553645
457.456 0.573527
457.643 0.595166
457.831 0.618737
458.019 0.644430
458.206 0.672479
458.394 0.703105
458.581 0.736610
458.769 0.773328
458.957 0.813644
459.144 0.858008
459.238 0.881869
459.332 0.906945
459.426 0.933318
459.519 0.961073
459.613 0.990338
459.707 1.02115
459.801 1.05366
459.895 1.08799
459.989 1.12430
460.082 1.16267
460.176 1.20331
460.270 1.24637
460.364 1.29212
460.458 1.34067
460.552 1.39230
460.645 1.44728
460.739 1.50589
460.833 1.56847
460.927 1.63539
461.021 1.70704
461.123 1.79123
461.225 1.88222
461.328 1.98095
461.430 2.08813
461.532 2.20499
461.635 2.33249
461.737 2.47209
461.839 2.62540
461.933 2.77978
462.027 2.94877
462.121 3.13452
462.215 3.33933
462.308 3.56619
462.355 3.68868
462.402 3.81789
462.449 3.95433
462.496 4.09855
462.543 4.25117
462.590 4.41288
462.637 4.58441
462.684 4.76660
462.731 4.96036
462.777 5.16673
462.824 5.38683
462.871 5.62194
462.918 5.87350
462.965 6.14310
463.012 6.43255
463.059 6.74388
463.106 7.07940
463.153 7.44172
463.200 7.83378
463.246 8.25896
463.293 8.72107
463.340 9.22447
463.387 9.77531
463.434 10.3769
463.481 11.0367
463.528 11.7620
463.575 12.5608
463.622 13.4424
463.669 14.4168
463.716 15.4954
463.739 16.0789
463.762 16.6906
463.786 17.3375
463.809 18.0158
463.833 18.7331
463.856 19.4853
463.880 20.2807
463.903 21.1144
463.927 21.9956
463.950 22.9188
463.974 23.8938
463.997 24.9143
464.020 25.9910
464.044 27.1166
464.067 28.3024
464.091 29.5402
464.125 31.4488
464.159 33.4856
464.159 33.4979
464.160 33.5473
464.161 33.5905
464.162 33.6834
464.165 33.8637
464.171 34.2272
464.183 34.9720
464.206 36.5088
464.253 39.7652
464.299 43.2734
464.346 47.0278
464.397 51.4298
464.449 56.0874
464.500 60.9610
464.552 65.9979
464.654 76.2762
464.706 81.3612
464.757 86.2705
464.798 90.0066
464.839 93.5102
464.880 96.7459
464.921 99.6476
464.962 102.182
465.003 104.296
465.044 105.958
465.085 107.140
465.122 107.787
465.160 107.997
465.201 107.728
465.242 106.947
465.283 105.665
465.324 103.911
465.365 101.707
465.406 99.1011
465.447 96.1318
465.488 92.8469
465.549 87.4159
465.611 81.5728
465.734 69.3100
465.792 63.4873
465.851 57.8356
465.910 52.4419
465.969 47.3707
466.009 44.1228
466.049 41.0539
466.089 38.1685
466.129 35.4681
466.169 32.9512
466.209 30.6139
466.249 28.4503
466.288 26.4579
466.318 25.0908
466.347 23.8097
466.377 22.6020
466.406 21.4720
466.435 20.4082
466.465 19.4140
466.494 18.4817
466.523 17.6077
466.553 16.7857
466.582 16.0177
466.611 15.2951
466.641 14.6198
466.670 13.9839
466.699 13.3891
466.729 12.8303
466.758 12.3050
466.787 11.8093
466.817 11.3444
466.846 10.9049
466.875 10.4921
466.905 10.1012
466.934 9.73329
466.993 9.05657
467.051 8.44880
467.110 7.90200
467.169 7.40833
467.227 6.96185
467.278 6.60854
467.329 6.28249
467.379 5.98091
467.430 5.70192
467.481 5.44227
467.531 5.20113
467.582 4.97588
467.633 4.76593
467.683 4.56915
467.734 4.38480
467.785 4.21184
467.835 4.04965
467.886 3.89674
467.937 3.75297
467.987 3.61709
468.038 3.48902
468.097 3.34917
468.155 3.21793
468.214 3.09461
468.273 2.97877
468.331 2.86945
468.390 2.76650
468.507 2.57722
468.625 2.40756
468.742 2.25514
468.859 2.11759
468.976 1.99303
469.051 1.91974
469.126 1.85071
469.201 1.78562
469.275 1.72426
469.425 1.61127
469.574 1.51004
469.723 1.41886
469.873 1.33655
470.022 1.26195
470.171 1.19414
470.289 1.14506
470.406 1.09939
470.523 1.05679
470.640 1.01701
470.758 0.979773
470.875 0.944937
470.992 0.912280
471.110 0.881630
471.227 0.852809
471.344 0.825726
471.579 0.776207
471.814 0.732151
472.048 0.692865
472.304 0.654705
472.560 0.620823
472.816 0.590673
473.072 0.563801
473.328 0.539832
473.584 0.518445
473.840 0.499357
474.096 0.482316
474.310 0.469521
474.523 0.457909
474.736 0.447389
474.950 0.437900
475.163 0.429369
475.376 0.421746
475.590 0.414979
475.803 0.409023
476.016 0.403840
476.230 0.399404
476.443 0.395687
476.656 0.392669
477.083 0.388671
477.510 0.387347
477.808 0.388012
478.107 0.390017
478.406 0.393406
478.704 0.398246
479.003 0.404631
479.302 0.412677
479.600 0.422534
479.899 0.434378
480.155 0.446292
480.411 0.460036
480.667 0.475854
480.923 0.494029
481.179 0.514893
481.435 0.538850
481.691 0.566405
481.819 0.581722
481.947 0.598173
482.150 0.626848
482.352 0.659147
482.555 0.695652
482.656 0.715688
482.758 0.737052
482.859 0.759882
482.960 0.784264
483.062 0.810389
483.163 0.838369
483.264 0.868445
483.366 0.900765
483.467 0.935595
483.568 0.973201
483.686 1.02066
483.803 1.07277
483.920 1.13019
484.038 1.19370
484.155 1.26425
484.272 1.34281
484.390 1.43073
484.448 1.47873
484.507 1.52960
484.563 1.58122
484.619 1.63602
484.675 1.69428
484.731 1.75630
484.787 1.82243
484.843 1.89305
484.899 1.96860
484.955 2.04956
485.011 2.13649
485.067 2.23003
485.123 2.33089
485.179 2.43992
485.235 2.55808
485.291 2.68648
485.347 2.82646
485.403 2.97955
485.462 3.15613
485.520 3.35173
485.579 3.56949
485.638 3.81285
485.667 3.94619
485.696 4.08746
485.726 4.23790
485.755 4.39839
485.784 4.57056
485.814 4.75435
485.843 4.95160
485.872 5.16375
485.902 5.39321
485.931 5.64026
485.960 5.90864
485.990 6.19883
486.019 6.51542
486.048 6.85916
486.078 7.23433
486.107 7.64452
486.136 8.09538
486.166 8.58828
486.195 9.13154
486.224 9.72686
486.254 10.3843
486.283 11.1057
486.312 11.9002
486.342 12.7753
486.360 13.3795
486.379 14.0220
486.398 14.7049
486.416 15.4265
486.435 16.1970
486.454 17.0105
486.472 17.8782
486.491 18.7934
486.510 19.7682
486.528 20.8005
486.547 21.8928
486.566 23.0411
486.584 24.2603
486.603 25.5396
486.622 26.8950
486.640 28.3141
486.670 30.7063
486.699 33.2780
486.728 36.0523
486.758 39.0142
486.787 42.1861
486.816 45.5464
486.846 49.1033
486.875 52.8516
486.903 56.6054
486.931 60.5174
486.959 64.5754
486.987 68.7646
487.043 77.4629
487.099 86.4376
487.158 95.9062
487.216 105.138
487.275 113.848
487.304 117.893
487.333 121.683
487.364 125.270
487.394 128.496
487.424 131.338
487.454 133.763
487.488 135.983
487.522 137.585
487.556 138.553
487.590 138.872
487.627 138.477
487.664 137.319
487.701 135.420
487.738 132.822
487.766 130.428
487.793 127.696
487.821 124.633
487.849 121.290
487.902 114.215
487.955 106.429
488.017 96.6564
488.080 86.6073
488.132 78.1313
488.185 69.9051
488.238 62.0477
488.265 58.3076
488.291 54.7037
488.317 51.2321
488.344 47.9257
488.370 44.7763
488.397 41.7868
488.423 38.9481
488.450 36.2817
488.476 33.7748
488.502 31.4248
488.519 30.0010
488.536 28.6467
488.553 27.3519
488.570 26.1151
488.586 24.9350
488.603 23.8098
488.620 22.7380
488.637 21.7178
488.654 20.7418
488.671 19.8197
488.687 18.9440
488.704 18.1126
488.721 17.3239
488.738 16.5761
488.755 15.8672
488.771 15.1956
488.798 14.2079
488.824 13.3053
488.851 12.4777
488.877 11.7190
488.904 11.0211
488.930 10.3840
488.956 9.79984
488.983 9.26403
489.009 8.77046
489.036 8.31886
489.062 7.90364
489.088 7.52143
489.115 7.16790
489.141 6.84292
489.168 6.54256
489.194 6.26452
489.221 6.00581
489.247 5.76648
489.273 5.54385
489.300 5.33638
489.326 5.14273
489.353 4.96165
489.379 4.79205
489.405 4.63295
489.432 4.48289
489.458 4.34222
489.485 4.20963
489.511 4.08448
489.538 3.96619
489.564 3.85423
489.617 3.64746
489.650 3.52624
489.684 3.41284
489.718 3.30627
489.751 3.20596
489.785 3.11113
489.819 3.02189
489.852 2.93756
489.886 2.85778
489.919 2.78198
489.953 2.71034
490.020 2.57777
490.088 2.45779
490.155 2.34919
490.208 2.27071
490.260 2.19793
490.313 2.13008
490.366 2.06701
490.419 2.00808
490.472 1.95318
490.525 1.90178
490.578 1.85383
490.630 1.80888
490.683 1.76689
490.736 1.72749
490.789 1.69066
490.842 1.65609
490.895 1.62376
490.947 1.59347
491.000 1.56509
491.053 1.53847
491.106 1.51360
491.159 1.49030
491.212 1.46855
491.265 1.44821
491.317 1.42928
491.370 1.41162
491.423 1.39523
491.476 1.38000
491.529 1.36593
491.582 1.35292
491.634 1.34099
491.687 1.33003
491.740 1.32007
491.793 1.31104
491.846 1.30292
491.903 1.29504
491.961 1.28820
492.019 1.28233
492.076 1.27743
492.134 1.27346
492.192 1.27042
492.249 1.26828
492.307 1.26704
492.393 1.26681
492.480 1.26853
492.566 1.27220
492.653 1.27779
492.739 1.28533
492.826 1.29482
492.912 1.30632
492.999 1.31984
493.051 1.32914
493.104 1.33922
493.157 1.35013
493.210 1.36186
493.263 1.37446
493.316 1.38792
493.369 1.40230
493.421 1.41758
493.474 1.43386
493.527 1.45110
493.580 1.46940
493.633 1.48873
493.686 1.50922
493.738 1.53082
493.791 1.55362
493.844 1.57768
493.895 1.60192
493.945 1.62737
493.995 1.65418
494.046 1.68232
494.096 1.71195
494.147 1.74305
494.197 1.77573
494.248 1.81010
494.298 1.84631
494.348 1.88432
494.399 1.92440
494.449 1.96650
494.500 2.01091
494.550 2.05760
494.601 2.10680
494.651 2.15869
494.704 2.21623
494.757 2.27702
494.810 2.34156
494.862 2.40986
494.915 2.48249
494.968 2.55950
495.021 2.64141
495.074 2.72862
495.127 2.82176
495.179 2.92101
495.232 3.02731
495.285 3.14089
495.338 3.26294
495.391 3.39379
495.444 3.53489
495.497 3.68678
495.549 3.85125
495.602 4.02909
495.655 4.22263
495.708 4.43302
495.761 4.66330
495.787 4.78631
495.814 4.91520
495.840 5.05037
495.866 5.19225
495.893 5.34132
495.919 5.49810
495.946 5.66380
495.972 5.83780
495.999 6.02139
496.025 6.21531
496.051 6.42119
496.078 6.63836
496.104 6.86857
496.131 7.11289
496.157 7.37352
496.184 7.64978
496.210 7.94404
496.236 8.25784
496.263 8.59286
496.289 8.95095
496.316 9.33409
496.342 9.74446
496.368 10.1861
496.395 10.6583
496.421 11.1653
496.448 11.7102
496.474 12.2982
496.501 12.9285
496.527 13.6066
496.553 14.3364
496.580 15.1248
496.606 15.9702
496.633 16.8798
496.659 17.8579
496.686 18.9133
496.712 20.0428
496.738 21.2549
496.765 22.5544
496.791 23.9512
496.818 25.4395
496.844 27.0287
496.870 28.7227
496.897 30.5254
496.923 32.4400
496.950 34.4691
496.976 36.6149
497.003 38.8874
497.029 41.2700
497.055 43.7704
497.082 46.3873
497.108 49.1283
497.135 51.9690
497.161 54.9141
497.187 57.9571
497.240 64.3154
497.293 70.9378
497.399 84.5684
497.452 91.3171
497.504 97.7920
497.557 103.839
497.610 109.290
497.659 113.659
497.708 117.261
497.756 120.013
497.805 121.826
497.838 122.492
497.870 122.711
497.886 122.651
497.915 122.277
497.943 121.564
497.972 120.519
498.000 119.152
498.025 117.668
498.051 115.948
498.102 111.854
498.152 106.990
498.203 101.503
498.243 96.7996
498.284 91.8648
498.364 81.6068
498.444 71.2534
498.484 66.1951
498.525 61.2939
498.563 56.7726
498.601 52.4595
498.640 48.3537
498.678 44.4923
498.716 40.8650
498.755 37.4955
498.793 34.3664
498.831 31.4902
498.851 30.0764
498.872 28.7267
498.892 27.4397
498.912 26.2138
498.932 25.0471
498.952 23.9379
498.972 22.8842
498.992 21.8889
499.012 20.9400
499.032 20.0405
499.052 19.1883
499.072 18.3815
499.093 17.6178
499.113 16.8953
499.133 16.2120
499.153 15.5690
499.180 14.7445
499.208 13.9809
499.235 13.2738
499.262 12.6188
499.290 12.0121
499.317 11.4498
499.345 10.9284
499.372 10.4446
499.399 9.99545
499.427 9.57802
499.454 9.18975
499.482 8.82823
499.509 8.49128
499.536 8.17687
499.564 7.88315
499.591 7.60943
499.642 7.14181
499.693 6.72734
499.744 6.35773
499.796 6.02687
499.847 5.72905
499.898 5.46111
499.949 5.21882
500.000 4.99912
500.054 4.78825
500.108 4.59717
500.162 4.42367
500.216 4.26588
500.271 4.12217
500.325 3.99117
500.379 3.87167
500.433 3.76263
500.487 3.66316
500.541 3.57246
500.595 3.48984
500.649 3.41469
500.757 3.28476
500.866 3.17920
500.984 3.08845
501.102 3.02062
501.220 2.97371
501.338 2.94631
501.416 2.93840
501.524 2.94074
501.633 2.95825
501.741 2.99103
501.849 3.03947
501.957 3.10434
502.065 3.18666
502.174 3.28783
502.282 3.40954
502.390 3.55436
502.444 3.63628
502.498 3.72512
502.552 3.82134
502.606 3.92551
502.660 4.03824
502.714 4.15997
502.768 4.29195
502.823 4.43483
502.877 4.58960
502.931 4.75707
502.985 4.93914
503.039 5.13697
503.093 5.35223
503.147 5.58638
503.211 5.89190
503.275 6.23132
503.339 6.61078
503.371 6.81720
503.403 7.03518
503.435 7.26703
503.467 7.51314
503.499 7.77464
503.531 8.05189
503.563 8.34802
503.595 8.66266
503.627 8.99943
503.658 9.35803
503.686 9.68207
503.713 10.0240
503.740 10.3878
503.767 10.7722
503.794 11.1817
503.821 11.6149
503.848 12.0753
503.875 12.5646
503.902 13.0871
503.929 13.6409
503.956 14.2326
503.983 14.8603
504.010 15.5310
504.037 16.2427
504.064 17.0004
504.091 17.8069
504.116 18.5868
504.140 19.4120
504.165 20.2847
504.189 21.2072
504.214 22.1819
504.239 23.2109
504.263 24.2966
504.288 25.4361
504.312 26.6409
504.337 27.9083
504.362 29.2400
504.386 30.6374
504.411 32.1019
504.435 33.6345
504.460 35.2357
504.484 36.8990
504.512 38.8184
504.539 40.8132
504.566 42.8966
504.593 45.0511
504.647 49.5918
504.701 54.4005
504.755 59.4278
504.809 64.6087
504.917 75.0889
504.981 81.0853
505.045 86.7241
505.108 91.8148
505.140 94.0995
505.172 96.1720
505.229 99.3157
505.258 100.581
505.286 101.630
505.315 102.453
505.343 103.043
505.372 103.396
505.400 103.508
505.437 103.292
505.474 102.671
505.511 101.652
505.548 100.255
505.585 98.4915
505.623 96.3901
505.660 93.9791
505.697 91.2982
505.756 86.5127
505.815 81.2665
505.874 75.6954
505.934 69.9674
506.050 58.7850
506.108 53.4176
506.165 48.3206
506.223 43.5411
506.252 41.2792
506.281 39.1169
506.310 37.0414
506.339 35.0681
506.368 33.1835
506.397 31.4000
506.426 29.7041
506.455 28.1003
506.484 26.5863
506.513 25.1642
506.542 23.8211
506.571 22.5586
506.600 21.3734
506.629 20.2655
506.658 19.2234
506.687 18.2475
506.716 17.3339
506.745 16.4820
506.774 15.6821
506.803 14.9363
506.832 14.2362
506.861 13.5833
506.890 12.9701
506.919 12.3961
506.948 11.8583
506.976 11.3561
507.005 10.8833
507.034 10.4397
507.063 10.0231
507.092 9.63271
507.121 9.26417
507.150 8.91713
507.179 8.59004
507.208 8.28248
507.266 7.71643
507.324 7.20958
507.369 6.85296
507.414 6.52384
507.458 6.21942
507.503 5.93786
507.548 5.67573
507.593 5.43231
507.637 5.20481
507.682 4.99277
507.727 4.79390
507.772 4.60752
507.817 4.43256
507.861 4.26843
507.906 4.11357
507.951 3.96789
508.040 3.70010
508.098 3.54179
508.156 3.39439
508.214 3.25667
508.272 3.12777
508.330 3.00674
508.388 2.89332
508.446 2.78669
508.504 2.68630
508.562 2.59152
508.620 2.50223
508.735 2.33805
508.851 2.19070
508.967 2.05816
