Xe-131(n,g) ENDFB-8.0
3.68750 2.46639
3.87500 2.50107
4.06250 2.54653
4.25000 2.60350
4.43750 2.67299
4.62500 2.75626
4.81250 2.85493
5.00000 2.97074
5.17627 3.09777
5.35253 3.24518
5.52880 3.41578
5.61693 3.51118
5.70506 3.61372
5.79320 3.72466
5.88133 3.84417
5.96946 3.97322
6.05759 4.11316
6.14573 4.26425
6.23386 4.42793
6.32199 4.60439
6.41013 4.79784
6.50707 5.03109
6.60402 5.28816
6.70096 5.57227
6.79791 5.88718
6.89486 6.23735
6.99180 6.62808
7.08875 7.06576
7.13722 7.30454
7.18569 7.55805
7.26942 8.03430
7.35315 8.56549
7.43687 9.16031
7.47874 9.48480
7.52060 9.82932
7.56246 10.1955
7.60433 10.5853
7.64619 11.0005
7.68805 11.4432
7.72992 11.9154
7.77178 12.4203
7.81364 12.9621
7.85550 13.5446
7.90398 14.2750
7.95245 15.0718
8.00092 15.9433
8.04940 16.8990
8.09787 17.9503
8.14634 19.1104
8.19482 20.3948
8.24329 21.8222
8.28736 23.2624
8.33142 24.8587
8.37549 26.6349
8.39752 27.5989
8.41955 28.6189
8.45701 30.4940
8.49447 32.5685
8.53192 34.8716
8.56938 37.4375
8.58811 38.8316
8.60684 40.3077
8.62557 41.8725
8.64429 43.5337
8.66302 45.2998
8.68175 47.1798
8.70048 49.1841
8.71921 51.3239
8.74344 54.3145
8.76768 57.5836
8.79192 61.1669
8.81615 65.1060
8.84039 69.4504
8.86463 74.2575
8.87674 76.8556
8.88886 79.5962
8.90098 82.4899
8.91310 85.5484
8.93183 90.6300
8.95055 96.1897
8.96928 102.291
8.97865 105.567
8.98801 109.006
8.99738 112.622
9.00674 116.424
9.01610 120.427
9.02547 124.646
9.03483 129.096
9.04420 133.795
9.05356 138.763
9.06292 144.020
9.07504 151.292
9.08716 159.145
9.09928 167.642
9.11140 176.859
9.12352 186.881
9.13563 197.804
9.14775 209.744
9.15381 216.136
9.15987 222.833
9.16593 229.857
9.17199 237.228
9.17805 244.971
9.18411 253.111
9.19017 261.678
9.19623 270.701
9.20228 280.215
9.20834 290.257
9.21440 300.870
9.22046 312.095
9.22652 323.984
9.23258 336.592
9.23864 349.979
9.24470 364.213
9.25076 379.370
9.25682 395.531
9.26150 408.770
9.26618 422.709
9.27086 437.403
9.27555 452.907
9.28023 469.285
9.28491 486.602
9.28959 504.932
9.29427 524.355
9.29896 544.959
9.30364 566.839
9.30832 590.099
9.31300 614.854
9.31768 641.228
9.32237 669.354
9.32705 699.381
9.33173 731.466
9.33779 776.333
9.34385 825.335
9.34991 878.925
9.35597 937.587
9.36203 1001.85
9.36808 1072.26
9.37111 1109.97
9.37414 1149.43
9.37717 1190.74
9.38020 1233.97
9.38323 1279.22
9.38626 1326.55
9.38929 1376.05
9.39232 1427.78
9.39535 1481.86
9.39838 1538.33
9.40444 1658.82
9.41050 1789.84
9.41656 1931.91
9.42262 2085.44
9.42868 2250.74
9.43473 2427.97
9.44079 2617.08
9.44685 2817.85
9.45291 3029.76
9.45897 3252.06
9.46503 3483.69
9.47109 3723.28
9.47715 3969.15
9.50017 4922.08
9.51169 5376.91
9.51744 5589.81
9.52320 5789.35
9.52860 5962.04
9.53400 6118.54
9.53940 6256.85
9.54480 6375.20
9.55020 6472.02
9.55560 6546.00
9.56100 6596.15
9.56640 6621.78
9.57000 6625.06
9.57360 6617.27
9.57945 6581.14
9.58530 6516.53
9.59115 6424.49
9.59700 6306.50
9.60285 6164.43
9.60870 6000.46
9.61455 5817.03
9.62040 5616.81
9.62875 5307.56
9.63709 4978.07
9.65379 4290.29
9.66979 3638.50
9.67779 3328.25
9.68579 3033.35
9.69234 2805.20
9.69888 2589.99
9.70543 2388.26
9.71197 2200.29
9.71852 2026.04
9.72507 1865.28
9.73161 1717.57
9.73816 1582.33
9.74216 1505.53
9.74616 1432.98
9.75016 1364.47
9.75416 1299.85
9.75816 1238.91
9.76216 1181.50
9.76616 1127.41
9.77016 1076.47
9.77416 1028.49
9.77816 983.325
9.78216 940.783
9.78616 900.727
9.79016 862.985
9.79416 827.431
9.79816 793.917
9.80216 762.313
9.80616 732.488
9.81016 704.339
9.81417 677.745
9.81817 652.615
9.82217 628.841
9.82617 606.346
9.83417 564.845
9.84217 527.499
9.85017 493.794
9.85817 463.279
9.86617 435.573
9.87381 411.430
9.88144 389.291
9.88908 368.935
9.89672 350.174
9.90436 332.842
9.91199 316.794
9.91963 301.905
9.92727 288.062
9.93490 275.167
9.94254 263.137
9.95018 251.892
9.95782 241.364
9.96545 231.493
9.97309 222.225
9.98073 213.509
9.98836 205.303
10.0000 193.691
10.0147 180.436
10.0293 168.510
10.0440 157.739
10.0586 147.978
10.0733 139.103
10.0879 131.008
10.1026 123.605
10.1172 116.819
10.1306 111.076
10.1441 105.748
10.1575 100.795
10.1709 96.1824
10.1843 91.8796
10.1978 87.8593
10.2112 84.0972
10.2246 80.5742
10.2381 77.2655
10.2515 74.1565
10.2649 71.2314
10.2783 68.4779
10.2918 65.8791
10.3052 63.4254
10.3186 61.1061
10.3320 58.9133
10.3589 54.8642
10.3858 51.2195
10.4126 47.9245
10.4395 44.9380
10.4663 42.2208
10.4932 39.7432
10.5200 37.4762
10.5469 35.3983
10.5664 33.9928
10.5860 32.6701
10.6055 31.4232
10.6250 30.2465
10.6445 29.1348
10.6641 28.0833
10.7031 26.1438
10.7422 24.3970
10.7813 22.8187
10.8203 21.3878
10.8594 20.0870
10.8862 19.2600
10.9131 18.4829
10.9400 17.7518
10.9668 17.0635
10.9937 16.4142
11.0205 15.8015
11.0474 15.2222
11.0742 14.6744
11.1279 13.6637
11.1817 12.7540
11.2354 11.9323
11.2891 11.1877
11.3428 10.5108
11.3965 9.89371
11.4502 9.32962
11.5039 8.81264
11.5576 8.33772
11.6113 7.90054
11.6650 7.49749
11.7188 7.12524
11.7676 6.81062
11.8164 6.51627
11.8652 6.24047
11.9141 5.98187
11.9629 5.73918
12.0117 5.51116
12.0606 5.29665
12.1094 5.09467
12.1582 4.90417
12.2070 4.72435
12.2559 4.55443
12.3047 4.39372
12.4024 4.09726
12.5000 3.83049
12.6074 3.56673
12.7149 3.33003
12.8223 3.11680
12.9297 2.92406
13.0371 2.74924
13.1445 2.59023
13.2520 2.44517
13.3594 2.31248
13.4424 2.21754
13.5254 2.12862
13.6084 2.04523
13.6914 1.96705
13.7744 1.89379
13.8574 1.82467
13.9404 1.75926
14.0234 1.69751
14.1895 1.58394
14.3555 1.48216
14.5215 1.39058
14.6875 1.30788
14.8438 1.23715
15.0000 1.17250
15.1074 1.13122
15.2149 1.09229
15.4297 1.02082
15.6445 0.956837
15.8594 0.899334
16.0742 0.847446
16.2891 0.800464
16.5039 0.757777
16.7188 0.718869
16.9141 0.686405
17.1094 0.656416
17.3047 0.628652
17.5000 0.602998
17.8125 0.565570
18.1250 0.531996
18.4375 0.501845
18.7500 0.474655
19.0625 0.450041
19.3750 0.427678
19.6875 0.407291
20.0000 0.388626
20.2930 0.372536
20.5859 0.357841
20.8789 0.344030
21.1719 0.331320
21.4649 0.319321
21.7578 0.308257
22.3438 0.288137
22.9297 0.270530
23.5156 0.254960
24.1016 0.241075
24.6875 0.228669
25.3906 0.215492
26.0938 0.203796
26.7969 0.193446
27.5000 0.184172
27.9688 0.178542
28.4375 0.173313
29.3750 0.163866
30.3125 0.155587
31.2500 0.148311
32.1875 0.141892
33.1250 0.136213
34.0625 0.131179
35.0000 0.126709
35.9375 0.122738
36.8750 0.119213
37.8125 0.116087
38.7500 0.113322
39.6875 0.110887
40.6250 0.108754
41.5625 0.106899
42.5000 0.105306
43.9063 0.103384
45.3125 0.101940
46.7188 0.101053
48.1250 0.100508
50.0000 0.100543
51.7385 0.101313
52.6077 0.101924
53.4769 0.102757
55.2154 0.104948
56.0846 0.106357
56.9538 0.107998
57.8230 0.109824
58.6922 0.111905
59.5615 0.114294
60.4307 0.116918
61.2999 0.119834
62.1691 0.123166
63.0384 0.126820
63.9076 0.130832
64.8558 0.135831
65.8041 0.141323
66.7523 0.147592
67.7006 0.154639
68.6488 0.162625
69.5971 0.171653
70.5453 0.181955
71.0194 0.187626
71.4935 0.193693
72.2442 0.204230
72.9949 0.216035
73.7456 0.229298
74.1210 0.236534
74.4963 0.244258
74.8717 0.252493
75.2470 0.261234
75.6224 0.270640
75.9977 0.280627
76.3730 0.291363
76.7484 0.302752
77.1237 0.315108
77.4991 0.328422
77.9337 0.345156
78.3683 0.363474
78.8029 0.383585
79.2375 0.405733
79.6721 0.430203
80.1068 0.457335
80.5414 0.487534
80.9760 0.521285
81.3711 0.555542
81.7662 0.593747
81.9637 0.614525
82.1613 0.636539
82.3588 0.659892
82.5564 0.684693
82.7539 0.711068
82.9515 0.739155
83.1490 0.769104
83.3466 0.801089
83.5441 0.835274
83.7417 0.871797
83.9392 0.910910
84.1368 0.953059
84.3541 1.00327
84.5714 1.05790
84.7887 1.11747
85.0060 1.18260
85.2233 1.25402
85.4406 1.33258
85.6579 1.41928
85.8752 1.51530
86.0432 1.59677
86.2111 1.68542
86.3790 1.78213
86.5469 1.88793
86.7148 2.00403
86.8827 2.13179
87.0507 2.27278
87.1346 2.34885
87.2186 2.42903
87.3272 2.53949
87.4359 2.65821
87.5445 2.78607
87.6532 2.92402
87.7619 3.07320
87.8162 3.15241
87.8705 3.23491
87.9248 3.32094
87.9792 3.41069
88.0335 3.50441
88.0878 3.60233
88.1718 3.76261
88.2557 3.93474
88.3397 4.12000
88.3817 4.21802
88.4236 4.31990
88.4656 4.42588
88.5076 4.53620
88.5496 4.65114
88.5916 4.77099
88.6335 4.89607
88.6755 5.02675
88.7175 5.16340
88.7595 5.30642
88.8138 5.50183
88.8681 5.70989
88.9225 5.93189
88.9768 6.16932
89.0311 6.42401
89.0854 6.69794
89.1398 6.99367
89.1941 7.31404
89.2484 7.66275
89.3027 8.04417
89.3571 8.46380
89.4114 8.92860
89.4657 9.44791
89.4929 9.73161
89.5200 10.0339
89.5472 10.3571
89.5744 10.7039
89.6015 11.0776
89.6287 11.4826
89.6682 12.1383
89.6880 12.5016
89.7077 12.8927
89.7275 13.3161
89.7472 13.7764
89.7670 14.2800
89.7867 14.8335
89.8065 15.4462
89.8262 16.1276
89.8460 16.8909
89.8658 17.7497
89.8855 18.7221
89.9053 19.8271
89.9151 20.4369
89.9250 21.0889
89.9349 21.7865
89.9448 22.5326
89.9577 23.5943
89.9707 24.7557
89.9837 26.0286
89.9966 27.4213
90.0096 28.9468
90.0226 30.6140
90.0355 32.4372
90.0485 34.4252
90.0615 36.5930
90.0744 38.9489
90.0874 41.5076
90.1004 44.2759
90.1133 47.2679
90.1263 50.4875
90.1392 53.9440
90.1522 57.6428
90.1658 61.7851
90.1794 66.1949
90.1930 70.8726
90.2065 75.8120
90.2201 81.0030
90.2337 86.4310
90.2473 92.0769
90.2609 97.9170
90.2818 107.258
90.3028 116.866
90.3238 126.590
90.3448 136.254
90.3720 148.364
90.3856 154.123
90.3991 159.612
90.4127 164.779
90.4263 169.564
90.4399 173.921
90.4535 177.803
90.4648 180.642
90.4761 183.099
90.4874 185.158
90.4987 186.804
90.5143 188.381
90.5300 189.121
90.5412 189.135
90.5524 188.721
90.5636 187.885
90.5748 186.638
90.5871 184.804
90.5994 182.507
90.6156 178.815
90.6318 174.437
90.6454 170.296
90.6590 165.778
90.6749 160.101
90.6908 154.074
90.7067 147.784
90.7225 141.326
90.7437 132.588
90.7648 123.885
90.7754 119.602
90.7860 115.389
90.7966 111.266
90.8072 107.248
90.8238 101.177
90.8404 95.4511
90.8570 90.0984
90.8737 85.1522
90.8903 80.6235
90.9069 76.5264
90.9235 72.8592
90.9401 69.6166
90.9522 67.5188
90.9643 65.6348
90.9764 63.9581
90.9885 62.4817
91.0051 60.7638
91.0218 59.3898
91.0384 58.3368
91.0550 57.5847
91.0716 57.1123
91.0883 56.9009
91.1049 56.9325
91.1215 57.1916
91.1381 57.6646
91.1548 58.3395
91.1714 59.2077
91.1880 60.2612
91.2046 61.4964
91.2213 62.9092
91.2379 64.5012
91.2545 66.2724
91.2704 68.1356
91.2862 70.1727
91.3021 72.3915
91.3180 74.8018
91.3339 77.4159
91.3497 80.2483
91.3656 83.3166
91.3815 86.6389
91.3973 90.2432
91.4132 94.1548
91.4291 98.4055
91.4449 103.032
91.4608 108.076
91.4767 113.585
91.4925 119.614
91.5084 126.222
91.5250 133.853
91.5333 137.964
91.5417 142.289
91.5500 146.849
91.5583 151.646
91.5666 156.702
91.5749 162.032
91.5832 167.661
91.5915 173.593
91.5998 179.855
91.6082 186.465
91.6165 193.455
91.6248 200.830
91.6331 208.621
91.6414 216.853
91.6497 225.563
91.6580 234.755
91.6663 244.469
91.6747 254.731
91.6830 265.587
91.6913 277.039
91.6996 289.132
91.7079 301.897
91.7162 315.384
91.7245 329.594
91.7328 344.575
91.7412 360.361
91.7495 377.007
91.7578 394.504
91.7661 412.906
91.7744 432.245
91.7827 452.578
91.7910 473.885
91.7993 496.220
91.8077 519.609
91.8160 544.107
91.8243 569.679
91.8326 596.373
91.8409 624.206
91.8492 653.227
91.8575 683.375
91.8742 747.176
91.8908 815.631
91.9074 888.646
91.9270 980.594
91.9467 1078.16
91.9663 1180.63
91.9860 1287.07
92.0525 1659.81
92.0857 1839.55
92.1024 1923.91
92.1190 2002.98
92.1391 2090.24
92.1593 2166.18
92.1795 2229.14
92.1996 2277.58
92.2122 2299.97
92.2248 2316.03
92.2374 2325.59
92.2500 2328.57
92.2705 2319.33
92.2910 2292.89
92.3114 2249.91
92.3319 2191.51
92.3516 2122.17
92.3712 2041.46
92.3909 1951.03
92.4106 1852.79
92.4311 1743.81
92.4517 1630.58
92.4927 1399.51
92.5133 1285.35
92.5338 1174.34
92.5544 1067.73
92.5749 966.550
92.5880 905.308
92.6011 846.774
92.6141 791.006
92.6272 738.073
92.6403 687.972
92.6533 640.784
92.6664 596.448
92.6795 554.916
92.6898 524.175
92.7000 495.114
92.7103 467.655
92.7206 441.747
92.7308 417.336
92.7411 394.364
92.7514 372.770
92.7617 352.493
92.7719 333.452
92.7822 315.622
92.7925 298.921
92.8027 283.288
92.8130 268.661
92.8233 254.981
92.8336 242.191
92.8438 230.236
92.8541 219.051
92.8644 208.607
92.8746 198.844
92.8849 189.716
92.8952 181.179
92.9055 173.191
92.9157 165.713
92.9260 158.709
92.9363 152.139
92.9465 145.983
92.9568 140.206
92.9671 134.778
92.9774 129.675
92.9876 124.873
92.9979 120.349
93.0082 116.084
93.0268 108.928
93.0455 102.468
93.0642 96.6095
93.0829 91.2840
93.1015 86.4218
93.1202 81.9728
93.1389 77.8850
93.1576 74.1218
93.1762 70.6440
93.1949 67.4249
93.2136 64.4347
93.2323 61.6537
93.2509 59.0587
93.2696 56.6350
93.2883 54.3658
93.3070 52.2375
93.3275 50.0432
93.3480 47.9917
93.3686 46.0693
93.3891 44.2649
93.4097 42.5678
93.4302 40.9708
93.4508 39.4653
93.4713 38.0441
93.5124 35.4289
93.5535 33.0825
93.5946 30.9674
93.6356 29.0542
93.6599 28.0077
93.6842 27.0181
93.7327 25.1938
93.7813 23.5517
93.8299 22.0685
93.8784 20.7234
93.9270 19.5001
93.9755 18.3836
94.0241 17.3619
94.0652 16.5633
94.1062 15.8195
94.1473 15.1252
94.1884 14.4763
94.2295 13.8687
94.2706 13.2992
94.3117 12.7643
94.3528 12.2616
94.3938 11.7882
94.4349 11.3422
94.4760 10.9213
94.5171 10.5237
94.5993 9.79173
94.6814 9.13455
94.7636 8.54209
94.8458 8.00615
94.9279 7.51974
95.0101 7.07691
95.0923 6.67261
95.1744 6.30250
95.2566 5.96287
95.3388 5.65051
95.4135 5.38774
95.4882 5.14321
95.5629 4.91521
95.6376 4.70225
95.7123 4.50299
95.7870 4.31628
95.8617 4.14111
95.9364 3.97656
96.0111 3.82180
96.0858 3.67608
96.1605 3.53872
96.2352 3.40909
96.3099 3.28662
96.3846 3.17079
96.5340 2.95724
96.6161 2.84910
96.6983 2.74696
96.8626 2.55896
97.0270 2.39021
97.1913 2.23817
97.3557 2.10073
97.5200 1.97607
97.6843 1.86268
97.8487 1.75924
97.9682 1.68961
98.0877 1.62428
98.2072 1.56290
98.3268 1.50519
98.4463 1.45090
98.5658 1.39976
98.8048 1.30583
99.0439 1.22161
99.2829 1.14594
99.5219 1.07778
99.7610 1.01619
100.000 0.960329
100.275 0.902265
100.551 0.850136
100.826 0.803167
101.102 0.760736
101.377 0.722283
101.652 0.687370
101.928 0.655607
102.203 0.626704
102.466 0.601563
102.729 0.578449
102.992 0.557120
103.254 0.537500
103.517 0.519442
103.780 0.502825
104.043 0.487522
104.306 0.473433
104.569 0.460458
104.831 0.448525
105.094 0.437556
105.357 0.427485
105.883 0.409808
106.408 0.395107
106.809 0.385703
107.209 0.377734
107.610 0.371107
108.010 0.365749
108.411 0.361603
108.811 0.358627
109.212 0.356790
109.612 0.356079
110.163 0.356935
110.714 0.359944
111.265 0.365189
111.815 0.372800
112.366 0.382969
112.917 0.395956
113.192 0.403611
113.467 0.412105
113.743 0.421502
114.018 0.431862
114.419 0.448828
114.819 0.468278
115.170 0.487603
115.520 0.509351
115.871 0.533791
116.221 0.561226
116.572 0.592357
116.922 0.627637
117.272 0.667713
117.448 0.689784
117.623 0.713368
117.898 0.753815
118.174 0.798908
118.449 0.849342
118.724 0.905929
118.862 0.936854
119.000 0.969714
119.137 1.00467
119.275 1.04187
119.413 1.08157
119.550 1.12395
119.688 1.16926
119.826 1.21774
120.001 1.28459
120.176 1.35773
120.351 1.43798
120.527 1.52634
120.702 1.62405
120.877 1.73251
120.965 1.79123
121.052 1.85325
121.140 1.91880
121.227 1.98816
121.365 2.10561
121.503 2.23453
121.641 2.37647
121.778 2.53311
121.847 2.61776
121.916 2.70682
121.985 2.80088
122.054 2.90003
122.122 3.00495
122.191 3.11577
122.260 3.23312
122.329 3.35751
122.429 3.55245
122.529 3.76532
122.629 3.99885
122.729 4.25528
122.830 4.53836
122.880 4.69097
122.930 4.85134
122.980 5.02070
123.030 5.19903
123.080 5.38772
123.130 5.58679
123.199 5.88028
123.268 6.19773
123.337 6.54287
123.405 6.91790
123.474 7.32762
123.543 7.77513
123.612 8.26598
123.681 8.80603
123.750 9.40304
123.784 9.72463
123.818 10.0634
123.853 10.4217
123.887 10.7987
123.922 11.1971
123.956 11.6184
123.991 12.0659
124.025 12.5389
124.059 13.0409
124.094 13.5744
124.128 14.1421
124.163 14.7471
124.197 15.3926
124.231 16.0825
124.278 17.1048
124.325 18.2279
124.372 19.4714
124.396 20.1428
124.419 20.8475
124.443 21.5942
124.466 22.3830
124.490 23.2173
124.513 24.0967
124.537 25.0329
124.560 26.0223
124.583 27.0782
124.607 28.1972
124.641 29.9828
124.676 31.9444
124.710 34.1130
124.727 35.2843
124.745 36.5194
124.762 37.8229
124.779 39.2002
124.796 40.6569
124.813 42.1993
124.831 43.8342
124.848 45.5690
124.865 47.4119
124.882 49.3719
124.899 51.4712
124.917 53.6962
124.934 56.0703
124.951 58.6060
124.968 61.3172
124.985 64.2187
125.003 67.3265
125.020 70.6579
125.037 74.2531
125.054 78.0905
125.072 82.2113
125.089 86.6379
125.106 91.3941
125.123 96.5044
125.140 101.995
125.158 107.891
125.178 115.448
125.198 123.618
125.219 132.527
125.239 142.128
125.259 152.559
125.280 163.753
125.300 175.789
125.320 188.692
125.338 200.384
125.355 212.645
125.372 225.539
125.389 239.054
125.406 253.172
125.424 267.866
125.458 298.828
125.492 331.528
125.527 365.394
125.596 433.550
125.637 472.665
125.658 490.843
125.679 507.705
125.700 523.184
125.721 536.915
125.742 548.828
125.762 558.633
125.782 565.803
125.801 570.968
125.821 574.057
125.840 575.029
125.861 573.656
125.882 569.786
125.903 563.483
125.925 554.846
125.946 543.956
125.967 531.085
125.988 516.380
126.009 500.059
126.039 474.526
126.069 446.985
126.129 388.391
126.171 346.193
126.214 305.302
126.235 285.682
