Xe-132(n,g) ENDFB-8.0
0.103125 2.33625
0.106250 2.30046
0.109375 2.26619
0.112500 2.23335
0.115625 2.20183
0.118750 2.17156
0.121875 2.14244
0.125000 2.11441
0.128125 2.08741
0.131250 2.06138
0.134375 2.03625
0.137500 2.01198
0.143750 1.96580
0.150000 1.92247
0.156250 1.88170
0.162500 1.84327
0.168750 1.80697
0.175000 1.77260
0.181250 1.73999
0.187500 1.70900
0.193750 1.67950
0.200000 1.65137
0.204688 1.63112
0.209375 1.61156
0.218750 1.57429
0.228125 1.53927
0.237500 1.50629
0.246875 1.47517
0.256250 1.44574
0.265625 1.41784
0.275000 1.39135
0.284375 1.36616
0.293750 1.34215
0.303125 1.31924
0.312500 1.29734
0.321875 1.27638
0.331250 1.25630
0.340625 1.23702
0.350000 1.21851
0.359375 1.20071
0.368750 1.18357
0.378125 1.16705
0.387500 1.15112
0.396875 1.13575
0.406250 1.12089
0.415625 1.10654
0.425000 1.09267
0.443750 1.06619
0.462500 1.04125
0.500000 0.995578
0.531250 0.961159
0.562500 0.929473
0.593750 0.900235
0.625000 0.873140
0.687500 0.824403
0.750000 0.781666
0.812500 0.743771
0.875000 0.709937
0.937500 0.679405
1.00000 0.651584
1.06250 0.626158
1.12500 0.602798
1.18750 0.581236
1.25000 0.561249
1.31250 0.542655
1.37500 0.525297
1.50000 0.493781
1.62500 0.465860
1.75000 0.440949
1.87500 0.418508
2.00000 0.398094
2.09375 0.383974
2.18750 0.370781
2.28125 0.358402
2.37500 0.346760
2.56250 0.325425
2.75000 0.306358
2.93750 0.289177
3.12500 0.273574
3.31250 0.259362
3.50000 0.246359
3.68750 0.234414
3.87500 0.223403
4.06250 0.213220
4.25000 0.203775
4.43750 0.194992
4.62500 0.186803
4.81250 0.179153
5.00000 0.172003
5.31250 0.161044
5.62500 0.151133
5.93750 0.142143
6.25000 0.133956
6.56250 0.126476
6.87500 0.119619
7.18750 0.113314
7.50000 0.107502
7.81250 0.102132
8.12500 0.0971565
8.43750 0.0925385
8.75000 0.0882431
9.06250 0.0842404
9.37500 0.0805038
9.68750 0.0770099
10.0000 0.0737378
10.3125 0.0706689
10.6250 0.0677864
10.9375 0.0650755
11.2500 0.0625228
11.5625 0.0601160
11.8750 0.0578443
12.1875 0.0556976
12.5000 0.0536716
13.1250 0.0499306
13.7500 0.0465591
14.3750 0.0435141
15.0000 0.0407551
15.6250 0.0382476
16.2500 0.0359621
16.8750 0.0338735
17.5000 0.0319599
18.1250 0.0302027
18.7500 0.0285854
19.3750 0.0270939
20.0000 0.0257147
20.4688 0.0247478
20.9375 0.0238349
21.4063 0.0229716
21.8750 0.0221559
22.5781 0.0210195
23.2813 0.0199629
23.9844 0.0189764
24.6875 0.0180600
25.3906 0.0172200
26.0938 0.0164355
26.7969 0.0156986
27.5000 0.0150100
28.2031 0.0143739
28.9063 0.0137766
29.6094 0.0132130
30.3125 0.0126835
31.0156 0.0121912
31.7188 0.0117270
32.4219 0.0112870
33.1250 0.0108719
34.0625 0.0103569
35.0000 0.00987949
35.9375 0.00943606
36.8750 0.00902355
37.8125 0.00863920
38.7500 0.00828057
39.6875 0.00794546
40.6250 0.00763190
41.5625 0.00733812
42.5000 0.00706253
43.4375 0.00680369
44.3750 0.00656029
45.3125 0.00633117
46.2500 0.00611558
48.1250 0.00571982
50.0000 0.00536583
51.5625 0.00509895
52.9297 0.00488460
54.2969 0.00468602
55.6641 0.00450132
57.0313 0.00432923
58.3984 0.00416868
59.7656 0.00401872
61.1328 0.00387854
62.5000 0.00374760
64.8438 0.00354317
67.1875 0.00335828
69.5313 0.00319316
71.8750 0.00304308
75.0000 0.00286540
78.1250 0.00270891
81.2500 0.00257059
84.3750 0.00244785
87.5000 0.00233855
90.6250 0.00224091
93.7500 0.00215342
96.8750 0.00207482
100.000 0.00200405
103.125 0.00194019
106.250 0.00188246
109.375 0.00183019
112.500 0.00178281
115.625 0.00173981
118.750 0.00170081
125.000 0.00163314
131.250 0.00157726
137.500 0.00153128
143.750 0.00149371
150.000 0.00146337
156.250 0.00143933
162.500 0.00142085
168.750 0.00140736
175.000 0.00139839
181.250 0.00139362
190.625 0.00139413
200.000 0.00140211
209.886 0.00142005
219.772 0.00144630
229.658 0.00148173
239.544 0.00152770
249.430 0.00158391
259.316 0.00165352
264.259 0.00169303
269.202 0.00173791
279.088 0.00183896
284.930 0.00191000
290.772 0.00198987
296.614 0.00207759
302.455 0.00217907
308.297 0.00229382
314.139 0.00242574
319.981 0.00257764
325.822 0.00275273
329.867 0.00289177
333.911 0.00304767
337.955 0.00322296
342.000 0.00342099
346.044 0.00364600
350.088 0.00390324
354.132 0.00419836
358.177 0.00454380
360.648 0.00478426
363.120 0.00504972
365.591 0.00534480
368.063 0.00567515
370.534 0.00604411
373.006 0.00646136
375.477 0.00693423
377.949 0.00747169
379.634 0.00788371
381.319 0.00833796
383.004 0.00884056
384.689 0.00939846
386.375 0.0100154
388.060 0.0107106
389.745 0.0114926
391.430 0.0123767
392.666 0.0131008
393.901 0.0138987
395.137 0.0147812
396.373 0.0157607
397.609 0.0168520
398.844 0.0180734
400.080 0.0194463
401.316 0.0209970
402.271 0.0223378
403.226 0.0238221
404.181 0.0254715
405.135 0.0273116
406.090 0.0293723
407.045 0.0316789
408.000 0.0342978
408.478 0.0357394
408.955 0.0372785
409.573 0.0394308
410.191 0.0417847
410.809 0.0443663
411.427 0.0472058
412.044 0.0503397
412.662 0.0538100
413.280 0.0576667
413.898 0.0619688
414.460 0.0663277
415.021 0.0711794
415.302 0.0738140
415.583 0.0766011
415.864 0.0795548
416.145 0.0826863
416.426 0.0860128
416.707 0.0895482
416.987 0.0933129
417.268 0.0973229
417.549 0.101601
417.830 0.106166
418.111 0.111053
418.392 0.116296
418.701 0.122523
419.010 0.129276
419.319 0.136619
419.627 0.144616
419.936 0.153353
420.245 0.162917
420.554 0.173424
420.863 0.184994
421.172 0.197787
421.481 0.211970
421.790 0.227759
421.945 0.236336
422.099 0.245408
422.253 0.255025
422.408 0.265227
422.562 0.276062
422.717 0.287575
422.871 0.299841
423.026 0.312910
423.180 0.326871
423.335 0.341786
423.531 0.362315
423.728 0.384763
423.924 0.409382
424.121 0.436471
424.318 0.466382
424.514 0.499530
424.711 0.536402
424.809 0.556410
424.907 0.577575
425.062 0.613398
425.216 0.652706
425.371 0.695968
425.525 0.743702
425.680 0.796623
425.834 0.855477
425.912 0.887435
425.989 0.921197
426.066 0.956951
426.143 0.994859
426.228 1.03893
426.312 1.08598
426.396 1.13642
426.480 1.19046
426.565 1.24860
426.649 1.31111
426.733 1.37863
426.775 1.41436
426.817 1.45152
426.891 1.52038
426.928 1.55671
426.965 1.59428
427.002 1.63337
427.039 1.67396
427.075 1.71611
427.112 1.75979
427.167 1.82758
427.181 1.84567
427.195 1.86418
427.246 1.93342
427.300 2.01190
427.327 2.05301
427.354 2.09542
427.382 2.13921
427.409 2.18442
427.436 2.23114
427.463 2.27942
427.502 2.35097
427.541 2.42586
427.579 2.50454
427.618 2.58726
427.656 2.67456
427.695 2.76631
427.734 2.86310
427.772 2.96532
427.792 3.01888
427.811 3.07369
427.830 3.13009
427.850 3.18815
427.869 3.24794
427.888 3.30953
427.907 3.37299
427.927 3.43842
427.946 3.50590
427.965 3.57553
427.985 3.64740
428.004 3.72163
428.023 3.79834
428.043 3.87763
428.062 3.95965
428.081 4.04453
428.101 4.13290
428.120 4.22401
428.139 4.31847
428.158 4.41648
428.178 4.51825
428.197 4.62399
428.216 4.73396
428.236 4.84841
428.255 4.96762
428.274 5.09191
428.294 5.22162
428.313 5.35711
428.332 5.49880
428.351 5.64711
428.371 5.80255
428.390 5.96562
428.409 6.13784
428.429 6.31805
428.448 6.50783
428.467 6.70795
428.487 6.91925
428.506 7.14265
428.525 7.37918
428.545 7.62994
428.564 7.89759
428.583 8.18071
428.603 8.48211
428.622 8.80340
428.641 9.14635
428.660 9.51287
428.680 9.90508
428.699 10.3253
428.718 10.7783
428.738 11.2623
428.757 11.7824
428.776 12.3417
428.796 12.9438
428.815 13.5924
428.834 14.2913
428.854 15.0450
428.873 15.8579
428.892 16.7349
428.911 17.6814
428.931 18.7027
428.950 19.8048
428.969 20.9939
428.989 22.2764
429.008 23.6591
429.023 24.8076
429.038 26.0160
429.053 27.2953
429.068 28.6491
429.083 30.0909
429.098 31.6053
429.112 33.2053
429.127 34.8948
429.142 36.6900
429.157 38.5709
429.172 40.5529
429.187 42.6401
429.202 44.8363
429.217 47.1452
429.232 49.5706
429.247 52.1162
429.266 55.5979
429.285 59.2943
429.305 63.2122
429.324 67.3578
429.343 71.7365
429.362 76.3530
429.382 81.2109
429.401 86.3127
429.420 91.6884
429.440 97.2826
429.459 103.121
429.478 109.202
429.498 115.553
429.517 122.103
429.536 128.877
429.556 135.865
429.594 150.435
429.633 165.699
429.671 181.510
429.710 197.692
429.773 224.443
429.836 250.598
429.875 265.826
429.914 280.090
429.952 293.162
429.991 304.755
430.029 314.695
430.068 322.740
430.090 326.349
430.111 329.273
430.133 331.511
430.154 333.047
430.190 334.021
430.197 333.975
430.221 333.270
430.244 331.719
430.267 329.335
430.291 326.154
430.314 322.285
430.336 317.719
430.359 312.451
430.382 306.566
430.405 299.876
430.429 292.604
430.475 276.531
430.522 258.810
430.569 239.962
430.641 209.594
430.713 179.219
430.760 160.218
430.807 142.101
430.830 133.450
430.854 125.102
430.877 117.076
430.901 109.386
430.924 102.045
430.947 95.0591
430.971 88.4325
430.994 82.1662
431.018 76.2581
431.041 70.7039
431.064 65.4967
431.088 60.6279
431.111 56.0871
431.135 51.8625
431.158 47.9412
431.181 44.3095
431.205 40.9530
431.228 37.8568
431.252 35.0061
431.275 32.3857
431.298 29.9808
431.322 27.7766
431.345 25.7590
431.369 23.9140
431.392 22.2285
431.415 20.6898
431.439 19.2858
431.462 18.0104
431.486 16.8421
431.509 15.7767
431.532 14.8048
431.556 13.9180
431.579 13.1082
431.603 12.3683
431.626 11.6915
431.649 11.0717
431.673 10.5035
431.696 9.98181
431.720 9.50202
431.743 9.06005
431.766 8.65220
431.790 8.27511
431.813 7.92581
431.837 7.60159
431.868 7.19572
431.900 6.82670
431.932 6.48992
431.964 6.18145
431.996 5.89791
432.028 5.63642
432.060 5.39447
432.092 5.16994
432.124 4.96098
432.156 4.76600
432.187 4.58362
432.219 4.41263
432.251 4.25199
432.283 4.10078
432.347 3.82351
432.394 3.63893
432.441 3.46826
432.487 3.31004
432.534 3.16300
432.581 3.02602
432.628 2.89817
432.675 2.77860
432.721 2.66658
432.768 2.56144
432.815 2.46263
432.862 2.36961
432.909 2.28193
432.955 2.19917
433.002 2.12097
433.096 1.97703
433.189 1.84748
433.283 1.73053
433.376 1.62457
433.470 1.52824
433.564 1.44038
433.657 1.36002
433.751 1.28632
433.844 1.21861
433.929 1.16159
434.015 1.10854
434.100 1.05910
434.185 1.01297
434.270 0.969785
434.355 0.929328
434.440 0.891374
434.525 0.855759
434.610 0.822216
434.695 0.790623
434.780 0.760830
434.865 0.732735
434.950 0.706150
435.035 0.680997
435.206 0.634617
435.299 0.611105
435.393 0.588885
435.580 0.547959
435.767 0.511186
435.954 0.478034
436.141 0.448013
436.329 0.420751
436.516 0.395920
436.703 0.373250
436.831 0.358886
436.958 0.345352
437.086 0.332577
437.213 0.320506
437.469 0.298276
437.724 0.278306
437.979 0.260282
438.234 0.243963
438.490 0.229134
438.745 0.215623
438.932 0.206462
439.119 0.197877
439.306 0.189822
439.493 0.182257
439.681 0.175136
439.868 0.168428
440.055 0.162102
440.242 0.156133
440.429 0.150488
440.617 0.145147
440.991 0.135297
441.365 0.126428
441.739 0.118414
442.114 0.111147
442.488 0.104540
442.863 0.0985136
443.237 0.0930035
443.611 0.0879502
443.986 0.0833071
444.360 0.0790303
444.734 0.0750879
445.092 0.0716043
445.449 0.0683634
445.806 0.0653384
446.164 0.0625124
446.521 0.0598701
446.878 0.0573977
447.236 0.0550805
447.593 0.0529058
448.308 0.0489389
449.022 0.0454194
449.737 0.0422825
450.451 0.0394748
451.200 0.0368383
451.949 0.0344721
452.697 0.0323409
453.446 0.0304151
454.195 0.0286687
454.943 0.0270807
455.692 0.0256326
456.441 0.0243089
457.666 0.0223757
458.891 0.0206971
460.116 0.0192194
461.341 0.0179147
462.566 0.0167594
463.791 0.0157321
465.016 0.0148153
466.242 0.0139942
467.739 0.0131031
469.236 0.0123176
470.734 0.0116227
472.231 0.0110062
473.728 0.0104571
475.226 0.00996697
476.723 0.00952843
478.220 0.00913515
480.943 0.00852379
483.665 0.00801669
486.388 0.00759513
489.110 0.00724696
491.833 0.00696222
494.555 0.00672975
497.278 0.00654129
500.000 0.00639242
502.737 0.00627906
505.475 0.00619734
508.212 0.00614367
510.949 0.00611662
513.960 0.00611654
516.971 0.00614415
519.982 0.00619915
522.993 0.00628174
526.004 0.00639005
529.015 0.00652618
532.025 0.00669015
535.036 0.00688242
538.047 0.00710663
541.058 0.00736288
544.069 0.00765480
547.080 0.00798675
550.091 0.00836024
553.102 0.00878305
556.113 0.00925985
559.124 0.00979629
562.135 0.0104053
565.146 0.0110926
568.157 0.0118733
571.168 0.0127659
574.179 0.0137827
577.189 0.0149562
578.695 0.0156068
580.200 0.0163132
581.706 0.0170713
583.211 0.0178836
584.717 0.0187672
586.222 0.0197288
587.728 0.0207742
589.233 0.0219134
590.739 0.0231574
592.244 0.0245198
593.750 0.0260158
595.255 0.0276629
596.761 0.0294830
598.266 0.0315000
599.771 0.0337440
601.277 0.0362502
602.030 0.0376144
602.782 0.0390606
603.535 0.0405960
604.288 0.0422272
605.041 0.0439628
605.793 0.0458124
606.546 0.0477854
607.299 0.0498928
608.257 0.0527911
609.215 0.0559581
610.173 0.0594228
611.131 0.0632122
612.089 0.0674082
613.047 0.0720510
614.005 0.0772032
614.963 0.0829424
615.716 0.0879239
616.468 0.0933771
617.221 0.0993654
617.974 0.105959
618.727 0.113246
619.479 0.121323
620.232 0.130311
620.608 0.135191
620.985 0.140354
621.601 0.149473
622.217 0.159525
622.832 0.170640
623.448 0.182973
624.064 0.196706
624.372 0.204157
624.680 0.212035
624.988 0.220384
625.296 0.229243
625.604 0.238663
625.912 0.248688
626.151 0.256937
626.391 0.265603
626.630 0.274717
626.870 0.284313
627.109 0.294426
627.349 0.305095
627.469 0.310654
627.588 0.316362
627.708 0.322236
627.828 0.328271
628.042 0.339489
628.149 0.345320
628.256 0.351298
628.363 0.357439
628.469 0.363738
628.576 0.370207
628.683 0.376852
628.777 0.382851
628.871 0.388990
628.910 0.391548
628.974 0.395869
629.030 0.399671
629.085 0.403527
629.141 0.407441
629.196 0.411405
629.299 0.418896
629.402 0.426588
629.504 0.434503
629.607 0.442634
629.710 0.451006
629.812 0.459610
629.915 0.468473
630.018 0.477587
630.154 0.490170
630.291 0.503250
630.428 0.516873
630.565 0.531049
630.633 0.538369
630.702 0.545832
630.770 0.553451
630.839 0.561232
630.907 0.569192
630.976 0.577311
631.044 0.585607
631.112 0.594084
631.206 0.606053
631.301 0.618390
631.395 0.631110
631.489 0.644230
631.583 0.657767
631.677 0.671737
631.771 0.686161
631.865 0.701058
631.959 0.716449
632.053 0.732355
632.147 0.748801
632.242 0.765811
632.336 0.783411
632.430 0.801630
632.524 0.820495
632.618 0.840018
632.712 0.860273
632.806 0.881274
632.900 0.903059
632.994 0.925668
633.088 0.949143
633.182 0.973528
633.277 0.998872
633.371 1.02523
633.465 1.05264
633.559 1.08119
633.653 1.11091
633.747 1.14189
633.841 1.17419
633.935 1.20790
634.029 1.24308
634.123 1.27980
634.217 1.31822
634.312 1.35842
634.406 1.40049
634.500 1.44457
634.594 1.49078
634.688 1.53926
634.782 1.59017
634.876 1.64360
634.970 1.69987
635.064 1.75909
635.158 1.82150
635.252 1.88732
635.347 1.95681
635.441 2.03025
635.535 2.10794
635.629 2.19014
635.723 2.27738
635.817 2.37001
635.911 2.46847
636.005 2.57327
636.099 2.68498
636.193 2.80421
636.287 2.93168
636.382 3.06816
636.476 3.21454
636.570 3.37181
636.664 3.54110
636.758 3.72368
636.852 3.92101
636.946 4.13474
637.040 4.36679
637.134 4.61906
637.181 4.75394
637.228 4.89463
637.275 5.04212
637.322 5.19620
637.370 5.35797
637.417 5.52722
637.464 5.70522
637.511 5.89176
637.558 6.08828
637.605 6.29463
637.652 6.51242
637.699 6.74154
637.746 6.98388
637.793 7.23937
637.840 7.50960
637.887 7.79577
637.932 8.08590
637.977 8.39240
638.022 8.71731
638.067 9.06215
638.112 9.42865
638.156 9.81868
638.201 10.2343
638.246 10.6780
638.291 11.1532
638.336 11.6609
638.381 12.2052
638.426 12.7896
638.471 13.4181
638.516 14.0951
638.561 14.8254
638.606 15.6143
638.653 16.5114
638.700 17.4850
638.747 18.5473
638.794 19.7029
638.841 20.9665
638.888 22.3435
638.935 23.8477
638.982 25.4913
639.029 27.2911
639.076 29.2526
639.123 31.3979
639.170 33.7318
639.217 36.2779
639.264 39.0384
639.311 42.0376
639.358 45.2735
639.405 48.7692
639.452 52.5164
639.499 56.5347
639.546 60.8073
639.594 65.3481
639.641 70.1289
639.688 75.1448
639.735 80.3757
639.782 85.8073
639.829 91.3838
639.923 102.857
640.017 114.411
640.111 125.567
640.198 135.078
640.241 139.413
640.284 143.398
640.328 146.986
640.371 150.130
640.415 152.791
640.458 154.928
640.494 156.279
640.529 157.246
640.565 157.827
640.600 158.014
640.629 157.880
640.675 157.121
640.721 155.710
640.767 153.667
640.813 151.024
640.860 147.819
640.906 144.101
640.952 139.922
640.998 135.341
641.081 126.319
641.164 116.580
641.329 96.3050
641.413 86.2643
641.497 76.7180
641.539 72.1766
641.581 67.8160
641.622 63.6479
641.664 59.6901
641.706 55.9289
641.748 52.3762
641.790 49.0318
641.832 45.9003
641.874 42.9623
641.916 40.2194
641.957 37.6644
641.999 35.2944
642.035 33.3795
642.072 31.5858
642.108 29.9073
642.144 28.3417
642.180 26.8741
642.216 25.5065
642.252 24.2254
642.289 23.0319
642.325 21.9139
642.361 20.8693
642.397 19.8930
642.433 18.9826
642.469 18.1286
642.506 17.3313
642.542 16.5823
642.578 15.8820
642.620 15.1231
642.662 14.4175
642.704 13.7604
642.745 13.1492
642.787 12.5773
642.829 12.0427
642.871 11.5422
642.913 11.0742
642.955 10.6340
642.997 10.2202
643.039 9.83085
643.080 9.46488
643.122 9.11881
643.164 8.79197
643.248 8.19110
643.294 7.88945
643.339 7.60466
643.431 7.08124
643.522 6.61095
643.613 6.18758
643.705 5.80413
643.796 5.45637
643.887 5.13925
643.979 4.84981
644.062 4.60552
644.146 4.37980
644.230 4.17028
644.314 3.97588
644.397 3.79474
644.481 3.62605
644.565 3.46831
644.649 3.32093
644.732 3.18269
644.816 3.05313
644.900 2.93127
644.984 2.81676
645.067 2.70877
645.151 2.60704
645.235 2.51088
645.319 2.42009
645.486 2.25269
645.654 2.10221
645.821 1.96641
645.989 1.84345
646.156 1.73174
646.324 1.62995
646.491 1.53693
646.659 1.45171
646.796 1.38717
646.933 1.32690
647.070 1.27047
647.207 1.21762
647.344 1.16798
647.481 1.12136
647.618 1.07747
647.755 1.03612
647.892 0.997067
648.029 0.960212
648.166 0.925339
648.303 0.892358
648.577 0.831461
648.851 0.776627
649.019 0.745743
649.186 0.716671
649.354 0.689272
649.521 0.663420
649.689 0.638999
649.856 0.615907
650.191 0.573336
650.526 0.535044
650.861 0.500476
651.196 0.469163
651.531 0.440709
651.927 0.410310
652.323 0.382963
652.719 0.358275
653.115 0.335920
653.511 0.315625
653.907 0.297139
654.303 0.280232
654.698 0.264718
655.033 0.252575
655.368 0.241251
655.703 0.230678
656.038 0.220792
656.373 0.211533
656.708 0.202851
657.043 0.194699
657.378 0.187034
657.713 0.179818
658.048 0.173018
658.383 0.166603
658.718 0.160543
659.388 0.149391
660.058 0.139384
660.728 0.130370
661.398 0.122224
662.068 0.114839
662.738 0.108125
663.408 0.102004
664.078 0.0964099
664.748 0.0912855
665.418 0.0865816
665.966 0.0830144
666.515 0.0796798
667.063 0.0765642
667.611 0.0736524
668.159 0.0709133
668.707 0.0683338
669.256 0.0659076
669.804 0.0636263
670.352 0.0614784
670.900 0.0594558
671.996 0.0557539
673.093 0.0524631
674.189 0.0495364
674.859 0.0479103
675.529 0.0463981
676.199 0.0449935
676.869 0.0436910
678.209 0.0413729
679.549 0.0394144
680.889 0.0377968
682.229 0.0365146
683.569 0.0355750
684.909 0.0350024
685.883 0.0348417
686.675 0.0348902
687.467 0.0351164
688.259 0.0355425
689.050 0.0362202
689.842 0.0371923
690.634 0.0385189
691.426 0.0402857
692.218 0.0426104
692.614 0.0440294
693.009 0.0456518
693.405 0.0475107
693.801 0.0496487
694.197 0.0521150
694.593 0.0549676
694.989 0.0582791
695.385 0.0621416
695.674 0.0653800
695.964 0.0690304
696.253 0.0731621
696.542 0.0778580
696.832 0.0832218
697.121 0.0893770
697.410 0.0964871
697.699 0.104759
697.867 0.110180
698.034 0.116141
698.202 0.122714
698.369 0.129986
698.537 0.138058
698.704 0.147053
698.872 0.157116
699.039 0.168418
699.199 0.180573
699.359 0.194291
699.519 0.209855
699.679 0.227608
699.839 0.248019
699.919 0.259397
699.999 0.271649
700.079 0.284905
700.159 0.299244
700.238 0.314815
700.318 0.331770
700.402 0.351237
