Ni-64(n,g) ENDFB-8.0
0.321875 0.414958
0.331250 0.409043
0.340625 0.403374
0.350000 0.397934
0.359375 0.392709
0.368750 0.387685
0.378125 0.382850
0.387500 0.378193
0.396875 0.373705
0.406250 0.369374
0.425000 0.361145
0.443750 0.353435
0.462500 0.346196
0.500000 0.332980
0.531250 0.323054
0.562500 0.313949
0.593750 0.305570
0.625000 0.297829
0.687500 0.283963
0.750000 0.271870
0.812500 0.261202
0.875000 0.251727
0.937500 0.243213
1.00000 0.235485
1.06250 0.228449
1.12500 0.222009
1.18750 0.216085
1.25000 0.210611
1.37500 0.200807
1.50000 0.192257
1.62500 0.184714
1.75000 0.178013
1.87500 0.171992
2.00000 0.166521
2.18750 0.159217
2.37500 0.152804
2.56250 0.147108
2.75000 0.142017
2.93750 0.137421
3.12500 0.133235
3.31250 0.129409
3.50000 0.125896
3.87500 0.119651
4.25000 0.114253
4.62500 0.109526
5.00000 0.105346
5.31250 0.102208
5.62500 0.0993302
5.93750 0.0966830
6.25000 0.0942371
6.87500 0.0898561
7.50000 0.0860354
8.12500 0.0826649
8.75000 0.0796665
9.37500 0.0769733
10.0000 0.0745331
10.6250 0.0723118
11.2500 0.0702785
11.8750 0.0684082
12.5000 0.0666801
13.7500 0.0635849
15.0000 0.0608856
16.2500 0.0585046
17.5000 0.0563857
18.7500 0.0544828
20.0000 0.0527587
21.8750 0.0504561
23.7500 0.0484331
25.6250 0.0466369
27.5000 0.0450292
29.3750 0.0435784
31.2500 0.0422592
33.1250 0.0410540
35.0000 0.0399473
38.7500 0.0379806
42.5000 0.0362810
46.2500 0.0347934
50.0000 0.0334774
53.1250 0.0324894
56.2500 0.0315848
59.3750 0.0307530
62.5000 0.0299846
68.7500 0.0286088
75.0000 0.0274097
81.2500 0.0263526
87.5000 0.0254120
93.7500 0.0245676
100.000 0.0238040
106.250 0.0231092
112.500 0.0224737
118.750 0.0218895
125.000 0.0213500
137.500 0.0203848
150.000 0.0195441
162.500 0.0188036
175.000 0.0181451
187.500 0.0175546
200.000 0.0170209
218.750 0.0163092
237.500 0.0156852
256.250 0.0151324
275.000 0.0146384
293.750 0.0141936
312.500 0.0137904
331.250 0.0134229
350.000 0.0130862
387.500 0.0124900
425.000 0.0119773
462.500 0.0115308
500.000 0.0111378
531.250 0.0108442
562.500 0.0105767
625.000 0.0101068
687.500 0.00970674
750.000 0.00936164
812.500 0.00906066
875.000 0.00879578
937.500 0.00856084
1000.00 0.00835103
1062.50 0.00816264
1125.00 0.00799265
1250.00 0.00769852
1375.00 0.00745377
1500.00 0.00724801
1625.00 0.00707371
1750.00 0.00692533
1875.00 0.00679862
2000.00 0.00669028
2187.50 0.00655680
2375.00 0.00645250
2562.50 0.00637255
2750.00 0.00631342
2890.63 0.00628261
3031.25 0.00625989
3171.88 0.00624481
3312.50 0.00623705
3500.00 0.00623996
3687.50 0.00625531
3875.00 0.00628243
4062.50 0.00632086
4250.00 0.00637027
4437.50 0.00643052
4625.00 0.00650156
4812.50 0.00658347
5000.00 0.00667643
5194.05 0.00678537
5388.10 0.00690606
5582.15 0.00703989
5776.20 0.00718850
5970.25 0.00735090
6164.30 0.00753021
6358.34 0.00772670
6552.39 0.00794066
6746.44 0.00817785
6940.49 0.00843662
7134.54 0.00872119
7328.59 0.00903730
7522.64 0.00938555
7716.69 0.00977781
7813.71 0.00998991
7910.74 0.0102213
8104.79 0.0107265
8206.22 0.0110325
8307.66 0.0113675
8409.09 0.0117313
8510.52 0.0121535
8611.96 0.0126468
8662.68 0.0129271
8713.39 0.0132462
8764.11 0.0136005
8814.83 0.0139921
8865.55 0.0144604
8916.26 0.0150077
8947.14 0.0153993
8978.01 0.0158457
9008.88 0.0163583
9039.75 0.0169386
9070.62 0.0176368
9101.49 0.0184734
9132.36 0.0194900
9147.80 0.0200849
9163.23 0.0207527
9177.57 0.0214532
9191.90 0.0222440
9206.23 0.0231184
9220.57 0.0241302
9234.90 0.0252895
9249.23 0.0266309
9263.57 0.0281957
9277.90 0.0300354
9286.72 0.0313365
9295.54 0.0327904
9304.36 0.0344230
9313.18 0.0362649
9322.00 0.0383461
9330.82 0.0407205
9339.64 0.0434562
9348.46 0.0466200
9354.53 0.0490922
9360.59 0.0518499
9366.66 0.0549390
9372.72 0.0584154
9378.78 0.0623472
9384.85 0.0668180
9390.91 0.0719318
9396.98 0.0778186
9400.84 0.0820410
9404.69 0.0866931
9408.55 0.0918247
9412.41 0.0975024
9416.27 0.103843
9420.13 0.110941
9423.99 0.118912
9427.85 0.127904
9430.88 0.135806
9433.91 0.144559
9436.94 0.154288
9439.98 0.165146
9443.01 0.177314
9446.04 0.191013
9449.07 0.206510
9452.10 0.224134
9454.17 0.237581
9456.24 0.252349
9458.31 0.268626
9460.37 0.286602
9462.44 0.306561
9464.51 0.328802
9466.58 0.353703
9468.64 0.381692
9470.16 0.404482
9471.67 0.429462
9473.19 0.456921
9474.71 0.487198
9476.22 0.520694
9477.74 0.557882
9479.25 0.599326
9480.01 0.621850
9480.77 0.645670
9482.15 0.692819
9482.84 0.718383
9483.53 0.745421
9484.22 0.774047
9484.90 0.804389
9485.59 0.836585
9486.28 0.870789
9486.97 0.907225
9487.66 0.945976
9488.35 0.987303
9489.04 1.03144
9489.73 1.07865
9490.42 1.12924
9491.11 1.18353
9491.80 1.24189
9492.55 1.31133
9493.31 1.38685
9494.07 1.46920
9494.83 1.55923
9495.59 1.65792
9496.34 1.76642
9497.10 1.88608
9497.86 2.01847
9498.62 2.16547
9499.00 2.24514
9499.38 2.32933
9499.75 2.41839
9500.13 2.51271
9500.51 2.61271
9500.89 2.71885
9501.27 2.83164
9501.65 2.95166
9502.03 3.07953
9502.41 3.21595
9502.79 3.36170
9503.17 3.51764
9503.54 3.68474
9503.92 3.86408
9504.44 4.13067
9504.96 4.42585
9505.47 4.75377
9505.73 4.93185
9505.99 5.11930
9506.25 5.31832
9506.51 5.52817
9506.77 5.75137
9507.03 5.98713
9507.28 6.23831
9507.54 6.50408
9507.80 6.78657
9508.06 7.08707
9508.44 7.56407
9508.82 8.08767
9509.20 8.66312
9509.57 9.29611
9509.95 9.99277
9510.33 10.7596
9510.71 11.6034
9511.09 12.5284
9511.47 13.5463
9511.85 14.6611
9512.23 15.8786
9512.61 17.2034
9512.98 18.6382
9513.36 20.1841
9513.74 21.8389
9514.12 23.5977
9514.49 25.3815
9514.85 27.2418
9515.58 31.1204
9516.31 35.0677
9517.04 38.8567
9517.41 40.6398
9517.78 42.2730
9518.15 43.7258
9518.52 44.9655
9518.89 45.9649
9519.26 46.6944
9519.63 47.1388
9520.00 47.2867
9520.40 47.1074
9520.80 46.5809
9521.20 45.7232
9521.61 44.5591
9522.01 43.1179
9522.41 41.4461
9522.81 39.5839
9523.21 37.5771
9523.86 34.1332
9524.51 30.6108
9525.16 27.1642
9525.49 25.5077
9525.81 23.9111
9526.13 22.4059
9526.45 20.9731
9526.77 19.6166
9527.09 18.3425
9527.41 17.1433
9527.73 16.0225
9528.05 14.9785
9528.37 14.0114
9528.69 13.1121
9529.01 12.2799
9529.33 11.5111
9529.65 10.8035
9529.97 10.1486
9530.29 9.54640
9530.61 8.98927
9530.93 8.47686
9531.25 8.00241
9531.57 7.56420
9531.89 7.15914
9532.20 6.78546
9532.52 6.43818
9532.84 6.11707
9533.16 5.81792
9533.48 5.54061
9533.80 5.28158
9534.12 5.04083
9534.44 4.81535
9534.76 4.60521
9535.08 4.40789
9535.40 4.22353
9535.72 4.04997
9536.04 3.88740
9536.36 3.73398
9536.68 3.58950
9537.00 3.45328
9537.32 3.32511
9537.64 3.20361
9537.96 3.08905
9538.60 2.87742
9539.24 2.68671
9539.87 2.51476
9540.51 2.35895
9541.15 2.21733
9541.59 2.12798
9542.02 2.04398
9542.46 1.96491
9542.90 1.89040
9543.33 1.82011
9543.77 1.75371
9544.64 1.63163
9545.51 1.52189
9546.38 1.42300
9547.26 1.33354
9548.13 1.25245
9548.77 1.19755
9549.41 1.14630
9550.04 1.09832
9550.68 1.05333
9551.32 1.01103
9551.96 0.971324
9552.60 0.933954
9553.24 0.898737
9553.88 0.865462
9554.52 0.834083
9555.80 0.776331
9557.08 0.724454
9558.35 0.677751
9559.63 0.635491
9560.91 0.597184
9562.19 0.562301
9563.47 0.530492
9564.75 0.501363
9566.03 0.474664
9567.30 0.450117
9568.58 0.427499
9569.74 0.408425
9570.91 0.390667
9572.07 0.374086
9573.23 0.358578
9574.39 0.344036
9575.56 0.330405
9577.88 0.305564
9580.20 0.283540
9582.53 0.263941
9584.85 0.246411
9587.18 0.230681
9589.73 0.215164
9592.29 0.201268
9594.85 0.188775
9597.41 0.177503
9599.96 0.167297
9602.52 0.158028
9605.08 0.149583
9607.63 0.141873
9610.19 0.134814
9612.75 0.128343
9615.30 0.122391
9617.86 0.116889
9622.97 0.107073
9628.09 0.0986207
9633.20 0.0912904
9638.32 0.0848935
9643.43 0.0792784
9648.54 0.0743241
9653.66 0.0699294
9658.77 0.0660143
9663.88 0.0625117
9669.00 0.0593666
9676.90 0.0551008
9684.80 0.0514423
9692.71 0.0482971
9700.61 0.0455394
9708.51 0.0431257
9716.42 0.0410022
9724.32 0.0391250
9732.22 0.0374579
9745.24 0.0350944
9758.26 0.0331180
9771.27 0.0314504
9784.29 0.0300329
9797.31 0.0288370
9810.33 0.0277865
9823.34 0.0268779
9836.36 0.0260897
9856.82 0.0250528
9877.27 0.0242026
9897.73 0.0235050
9918.18 0.0229338
9938.64 0.0224580
9959.09 0.0220788
9979.55 0.0217496
10000.0 0.0214726
10022.3 0.0212338
10044.5 0.0210441
10089.0 0.0207787
10133.6 0.0206318
10178.1 0.0205755
10233.7 0.0206060
10289.4 0.0207274
10345.0 0.0208978
10400.7 0.0211351
10456.3 0.0214022
10511.9 0.0217211
10623.2 0.0224470
10734.5 0.0233071
10845.8 0.0242754
10957.1 0.0253488
11068.4 0.0265296
11190.8 0.0279774
11252.0 0.0287460
11313.2 0.0295659
11435.6 0.0313162
11558.1 0.0332557
11680.5 0.0353776
11802.9 0.0377298
11864.1 0.0389834
11925.3 0.0403209
12047.7 0.0431590
12170.6 0.0463337
12232.0 0.0480174
12293.4 0.0498104
12416.2 0.0536382
12477.6 0.0556977
12539.1 0.0578646
12600.5 0.0601121
12661.9 0.0624632
12784.7 0.0675076
12846.1 0.0701638
12907.6 0.0729619
13030.4 0.0787900
13177.8 0.0862775
13325.1 0.0940419
13619.9 0.109458
13693.5 0.112944
13767.2 0.116171
13840.9 0.119040
13914.6 0.121419
13988.3 0.123318
14025.1 0.124167
14062.0 0.124696
14135.6 0.125515
14209.3 0.125735
14300.0 0.125072
14350.7 0.124270
14401.4 0.123197
14452.2 0.121879
14502.9 0.120338
14553.6 0.118597
14604.3 0.116689
14655.0 0.114812
14680.4 0.113945
14705.7 0.113332
14723.3 0.113325
14732.1 0.113595
14740.8 0.114124
14749.6 0.115284
14754.0 0.116209
14758.4 0.117549
14762.8 0.119515
14767.2 0.122472
14771.6 0.127104
14773.8 0.130425
14775.9 0.134804
14777.8 0.139838
14779.7 0.146615
14781.6 0.156082
14783.5 0.170086
14784.5 0.180039
14785.4 0.193138
14786.3 0.211706
14787.3 0.239048
14787.8 0.258423
14788.2 0.282494
14788.7 0.313207
14789.2 0.352578
14789.7 0.404330
14790.1 0.469415
14790.6 0.552390
14791.1 0.657378
14791.3 0.732240
14791.6 0.814289
14791.9 0.910588
14792.2 1.01519
14792.4 1.13677
14792.7 1.26749
14793.0 1.41214
14793.3 1.57132
14793.5 1.75219
14793.8 1.94207
14794.1 2.15500
14794.4 2.37549
14794.6 2.61927
14794.9 2.86798
14795.2 3.12884
14795.4 3.40026
14796.0 3.94527
14796.5 4.50462
14797.0 5.05697
14797.3 5.32303
14797.5 5.57816
14797.8 5.83702
14798.1 6.06747
14798.4 6.28297
14798.6 6.46491
14799.0 6.64869
14799.3 6.78603
14799.6 6.86366
14799.8 6.90412
14800.0 6.91026
14800.1 6.90825
14800.4 6.87873
14800.6 6.81739
14800.9 6.69899
14801.3 6.54154
14801.3 6.50648
14801.5 6.39946
14801.6 6.32443
14801.7 6.23764
14801.8 6.14596
14802.2 5.85322
14802.5 5.52843
14802.9 5.17920
14803.2 4.82391
14804.0 4.00782
14804.4 3.60545
14804.7 3.22682
14805.1 2.85727
14805.5 2.51182
14805.9 2.19370
14806.2 1.91206
14806.5 1.74460
14806.7 1.59537
14806.9 1.45701
14807.2 1.32929
14807.4 1.20701
14807.6 1.09994
14807.9 1.00230
14808.1 0.913588
14808.3 0.829953
14808.6 0.757792
14808.8 0.692879
14809.0 0.634653
14809.5 0.536071
14810.0 0.457857
14810.4 0.395042
14810.9 0.346935
14811.4 0.308518
14811.8 0.279086
14812.3 0.255425
14812.7 0.237062
14813.7 0.210300
14814.8 0.188291
14816.0 0.173518
14817.1 0.162837
14818.3 0.154700
14820.6 0.143088
14822.9 0.135242
14825.0 0.130110
14827.1 0.126172
14831.3 0.120559
14835.5 0.116810
14839.7 0.114164
14843.8 0.112207
14848.0 0.110711
14856.4 0.108479
14864.7 0.106889
14873.1 0.105675
14889.8 0.103844
14920.8 0.101302
14951.9 0.0992489
15014.0 0.0953679
15138.3 0.0881524
15262.5 0.0812396
15386.8 0.0746825
15511.0 0.0685494
15635.3 0.0628896
15759.5 0.0577075
15821.7 0.0552897
15883.8 0.0529887
15975.1 0.0498223
16066.4 0.0468700
16157.7 0.0441319
16248.9 0.0416076
16340.2 0.0392572
16431.5 0.0370915
16522.8 0.0350854
16614.1 0.0332193
16722.0 0.0312047
16829.9 0.0293555
16937.7 0.0276628
17045.6 0.0261181
17153.5 0.0246950
17207.5 0.0240289
17261.4 0.0234084
17369.3 0.0222032
17477.2 0.0210923
17568.5 0.0202398
17614.1 0.0198182
17659.7 0.0194328
17751.0 0.0186687
17842.3 0.0179698
17933.6 0.0173115
18024.9 0.0166867
18116.2 0.0161087
18207.5 0.0155679
18298.8 0.0150536
18390.0 0.0145727
18481.3 0.0141256
18572.6 0.0136996
18663.9 0.0132973
18755.2 0.0129257
18846.5 0.0125710
18937.8 0.0122335
19070.5 0.0117822
19203.3 0.0113676
19336.1 0.0109865
19468.9 0.0106360
19601.7 0.0103136
19734.4 0.0100169
19867.2 0.00974397
20000.0 0.00949289
20100.7 0.00931837
20201.3 0.00915260
20301.9 0.00899516
20402.6 0.00885073
20603.9 0.00858573
20704.5 0.00846677
20805.2 0.00835608
20905.8 0.00825138
21006.4 0.00815441
21207.7 0.00798185
21308.4 0.00790406
21409.0 0.00783423
21509.7 0.00776893
21610.3 0.00770824
21756.7 0.00763111
21903.1 0.00756472
22049.5 0.00750856
22195.9 0.00746217
22342.3 0.00742514
22488.7 0.00739710
22635.0 0.00737773
22781.4 0.00736675
22909.5 0.00736417
23037.6 0.00736765
23165.7 0.00737696
23229.8 0.00738306
23293.8 0.00739201
23357.9 0.00740097
23421.9 0.00741203
23550.0 0.00743857
23678.1 0.00747063
23806.2 0.00750822
23906.8 0.00754193
24007.5 0.00757885
24108.1 0.00761917
24208.7 0.00766310
24309.4 0.00771021
24410.0 0.00776094
24510.7 0.00781509
24611.3 0.00787250
24748.6 0.00795669
24885.8 0.00804745
25023.0 0.00814481
25091.7 0.00819600
25160.3 0.00824936
25297.5 0.00836010
25434.8 0.00847777
25572.0 0.00860249
25709.2 0.00873450
25809.9 0.00883691
25860.2 0.00888846
25910.5 0.00894266
26011.2 0.00905166
26111.8 0.00916617
26212.5 0.00928467
26313.1 0.00940659
26413.8 0.00953376
26514.4 0.00966572
26615.0 0.00980135
26715.7 0.00994189
26816.3 0.0100882
26917.0 0.0102383
27017.6 0.0103930
27118.3 0.0105545
27218.9 0.0107200
27319.5 0.0108899
27420.2 0.0110673
27520.8 0.0112492
27621.5 0.0114356
27722.1 0.0116294
27923.4 0.0120326
28024.1 0.0122436
28124.7 0.0124610
28225.3 0.0126833
28326.0 0.0129123
28527.3 0.0133902
28627.9 0.0136377
28728.6 0.0138938
28929.8 0.0144217
29139.7 0.0150030
29244.6 0.0153027
29349.5 0.0156102
29559.3 0.0162466
29664.3 0.0165740
29769.2 0.0169097
29979.0 0.0175962
30188.8 0.0183078
30293.8 0.0186701
30398.7 0.0190390
30608.5 0.0197866
30874.8 0.0207596
31141.1 0.0217729
31274.3 0.0223035
31407.4 0.0228918
31474.0 0.0232451
31540.6 0.0236755
31607.1 0.0243151
31640.4 0.0247873
31673.7 0.0254957
31701.6 0.0264417
31715.5 0.0270988
31729.4 0.0280050
31743.3 0.0292800
31757.2 0.0311603
31771.2 0.0340833
31778.1 0.0362169
31785.1 0.0391059
31794.2 0.0446708
31798.7 0.0486548
31803.2 0.0538860
31807.8 0.0609885
31812.3 0.0710369
31814.6 0.0777103
31816.9 0.0859503
31819.1 0.0963125
31821.4 0.109580
31823.0 0.121377
31824.6 0.136005
31826.2 0.154575
31827.7 0.178872
31829.3 0.211901
31830.1 0.233335
31830.9 0.258854
31831.7 0.290363
31832.5 0.328674
31833.3 0.376164
31834.1 0.435352
31834.9 0.514564
31835.8 0.613521
31836.6 0.737900
31837.0 0.812192
31837.4 0.892965
31837.8 0.984839
31838.3 1.08407
31838.7 1.19612
31839.1 1.31618
31839.5 1.45055
31839.9 1.59316
31840.3 1.75116
31840.7 1.91704
31841.2 2.09873
31841.6 2.29190
31842.0 2.49589
31842.4 2.70458
31843.2 3.15103
31844.1 3.61866
31845.1 4.18069
31845.6 4.45081
31846.0 4.70956
31846.5 4.91877
31846.9 5.10887
31847.3 5.28637
31847.7 5.44031
31848.1 5.57583
31848.5 5.68680
31849.0 5.77146
31849.4 5.82841
31849.7 5.85213
31850.0 5.86002
31850.1 5.85960
31850.3 5.85395
31850.5 5.84247
31850.9 5.80045
31851.2 5.73414
31851.6 5.64448
31852.0 5.54822
31852.3 5.43967
31852.6 5.31336
31853.0 5.17793
31853.3 5.01725
31853.7 4.84475
31854.4 4.47156
31857.1 2.99131
31857.6 2.68334
31858.2 2.39707
31858.8 2.12986
31859.3 1.88359
31859.9 1.65930
31860.5 1.45723
31861.1 1.27700
31861.6 1.11772
31862.3 0.944463
31863.1 0.799449
31863.8 0.679225
31864.5 0.580285
31865.2 0.499274
31865.9 0.433123
31866.7 0.379122
31867.4 0.334947
31868.4 0.287596
31869.3 0.251164
31870.3 0.222380
31871.2 0.199257
31873.2 0.164679
31875.1 0.140182
31877.0 0.121966
31878.9 0.107927
31880.8 0.0968184
31882.8 0.0878477
31884.9 0.0796248
31887.1 0.0729648
31891.4 0.0628663
31895.7 0.0556362
31900.1 0.0502819
31904.4 0.0461867
31908.7 0.0430013
31917.4 0.0384290
31923.8 0.0360435
31930.3 0.0342160
31943.3 0.0316458
31956.3 0.0299815
31969.2 0.0288486
31995.2 0.0274677
32021.1 0.0266862
32046.1 0.0262356
32071.1 0.0259550
32121.1 0.0256551
32171.0 0.0255418
32221.0 0.0255107
32359.4 0.0256295
32497.8 0.0258386
32774.5 0.0262326
33051.3 0.0265150
33328.0 0.0266268
33528.6 0.0265731
33729.2 0.0264203
33829.5 0.0263234
33929.8 0.0261677
34130.4 0.0258356
34331.0 0.0253965
34531.6 0.0248716
34631.9 0.0245965
34732.2 0.0242862
34932.8 0.0236441
35124.0 0.0229668
35315.3 0.0222637
35506.5 0.0215371
35697.8 0.0207860
36080.3 0.0192678
36462.8 0.0177645
36845.3 0.0163112
37227.8 0.0149426
37419.1 0.0142890
37610.3 0.0136685
37992.8 0.0124892
38256.7 0.0117406
38520.5 0.0110403
38784.4 0.0103842
39048.2 0.00977323
39312.1 0.00920430
39576.0 0.00867343
39839.8 0.00818173
40103.7 0.00772160
40355.7 0.00731974
40607.6 0.00693903
40859.6 0.00657882
41111.6 0.00624981
41615.6 0.00564713
41867.6 0.00537639
42119.6 0.00512355
42623.6 0.00465931
43127.5 0.00425335
43631.5 0.00389426
44135.5 0.00357325
44639.5 0.00329163
45143.5 0.00303824
45647.5 0.00281122
46151.4 0.00260868
46655.4 0.00242487
47159.4 0.00225985
47663.4 0.00211029
48167.4 0.00197360
49083.7 0.00175745
50000.0 0.00157273
51099.7 0.00138682
52199.4 0.00123093
53299.2 0.00109913
54398.9 0.000986895
55198.7 0.000915693
55998.4 0.000852671
56798.2 0.000795242
57598.0 0.000743593
59197.6 0.000655847
59997.4 0.000619136
60797.2 0.000590810
61397.0 0.000581728
61647.0 0.000586910
61896.9 0.000605997
62021.9 0.000628021
62146.8 0.000666988
62209.3 0.000695932
62271.8 0.000739263
