Co-59(n,g) ENDFB-8.0
Energy(eV) XS(b)
61260.4 0.0120502
61268.2 0.0132856
61276.1 0.0147385
61283.9 0.0164671
61291.7 0.0185672
61298.8 0.0210486
61302.4 0.0229160
61304.1 0.0243349
61305.9 0.0264210
61307.7 0.0296923
61309.5 0.0348915
61310.4 0.0385266
61311.3 0.0430513
61312.1 0.0486287
61313.0 0.0553414
61313.9 0.0634996
61314.8 0.0731748
61316.6 0.0972998
61318.4 0.128165
61320.1 0.164373
61323.3 0.234735
61324.9 0.265861
61326.5 0.289526
61328.0 0.302707
61329.0 0.305635
61329.0 0.305666
61329.1 0.305710
61329.2 0.305707
61329.4 0.305556
61329.8 0.304684
61331.1 0.296387
61332.3 0.282679
61334.3 0.250460
61336.2 0.211480
61338.1 0.171680
61340.1 0.135961
61341.3 0.116182
61342.6 0.0999302
61343.9 0.0869530
61345.1 0.0772180
61346.4 0.0701774
61347.7 0.0654826
61348.9 0.0626069
61350.2 0.0611284
61352.7 0.0610073
61355.2 0.0630910
61357.8 0.0663031
61360.3 0.0701248
61362.7 0.0742332
61365.2 0.0786793
61367.6 0.0834401
61370.0 0.0885025
61372.5 0.0938513
61374.9 0.0994640
61377.4 0.105307
61379.8 0.111308
61381.5 0.115609
61383.2 0.119918
61386.6 0.128517
61390.0 0.136850
61393.4 0.144582
61396.8 0.151367
61400.2 0.156797
61403.6 0.160571
61405.3 0.161756
61407.0 0.162445
61409.5 0.162536
61411.0 0.162041
61412.6 0.161129
61414.1 0.159812
61415.7 0.158121
61417.2 0.156056
61418.8 0.153671
61420.3 0.150964
61421.9 0.148004
61423.7 0.144225
61425.5 0.140198
61427.3 0.135935
61429.1 0.131536
61432.7 0.122437
61436.3 0.113284
61439.9 0.104305
61443.5 0.0957242
61450.7 0.0802338
61456.4 0.0697986
61462.0 0.0608654
61467.7 0.0532701
61473.3 0.0468337
61479.0 0.0413795
61484.6 0.0367481
61490.3 0.0328023
61495.9 0.0294272
61501.1 0.0267709
61506.2 0.0244460
61511.3 0.0224017
61516.5 0.0206003
61521.6 0.0190010
61526.7 0.0175815
61531.9 0.0163122
61537.0 0.0151777
61542.7 0.0140604
61548.3 0.0130633
61559.6 0.0113672
61570.9 0.00998781
61582.2 0.00885308
61595.6 0.00775245
61608.9 0.00685500
61622.3 0.00611433
61635.6 0.00549530
61658.2 0.00465667
61680.8 0.00401306
61703.4 0.00350908
61726.0 0.00310798
61748.6 0.00278418
61771.2 0.00252036
61793.8 0.00230437
61816.4 0.00212812
61853.4 0.00191627
61871.9 0.00184950
61890.4 0.00182217
61905.8 0.00185464
61913.5 0.00190746
61921.2 0.00200558
61928.9 0.00218625
61932.8 0.00233326
61936.6 0.00255099
61940.5 0.00291301
61942.4 0.00321650
61944.3 0.00369840
61945.3 0.00406025
61946.2 0.00454037
61947.2 0.00519061
61948.2 0.00607702
61949.1 0.00730229
61950.1 0.00895710
61951.0 0.0111988
61952.0 0.0142094
61952.8 0.0173722
61953.6 0.0212670
61954.3 0.0260756
61955.1 0.0319557
61955.9 0.0390731
61956.6 0.0475965
61957.4 0.0576899
61958.2 0.0695041
61959.3 0.0896119
61960.4 0.113486
61961.5 0.141316
61962.5 0.172853
61964.7 0.244783
61966.9 0.320021
61968.7 0.375575
61970.5 0.417243
61972.0 0.437019
61973.0 0.440580
61974.1 0.435641
61976.0 0.408613
61977.6 0.365778
61979.3 0.311834
61980.7 0.265164
61982.5 0.203481
61983.9 0.161072
61985.2 0.124155
61986.6 0.0931859
61987.9 0.0682615
61989.0 0.0517547
61990.2 0.0387723
61990.7 0.0334014
61991.3 0.0288061
61991.9 0.0247553
61992.4 0.0213272
61993.0 0.0183366
61993.6 0.0158309
61994.1 0.0136653
61994.7 0.0118665
61995.3 0.0103243
61995.8 0.00905234
61996.4 0.00798591
61996.9 0.00709374
61998.1 0.00571651
61999.2 0.00476008
62000.3 0.00409240
62001.5 0.00362005
62002.6 0.00327865
62003.7 0.00302478
62006.0 0.00267599
62008.2 0.00244156
62010.5 0.00226861
62015.0 0.00202284
62019.5 0.00185276
62024.0 0.00172839
62033.5 0.00155353
62043.0 0.00144164
62062.0 0.00130250
62080.9 0.00121933
62099.9 0.00116235
62137.8 0.00108741
62175.7 0.00104191
62233.5 0.00101305
62274.2 0.00102792
62314.8 0.00109656
62335.1 0.00117444
62345.3 0.00123869
62355.4 0.00132948
62365.6 0.00146103
62375.7 0.00167014
62380.8 0.00182398
62385.9 0.00202968
62391.0 0.00231472
62396.0 0.00273036
62399.7 0.00316208
62402.6 0.00365789
62405.5 0.00438443
62407.0 0.00490058
62408.5 0.00558382
62409.9 0.00651970
62411.4 0.00782974
62412.1 0.00869758
62412.9 0.00972926
62413.6 0.0109923
62414.3 0.0124980
62415.1 0.0143416
62415.8 0.0165338
62416.5 0.0191651
62417.3 0.0223107
62418.0 0.0261080
62418.7 0.0305426
62419.5 0.0358288
62420.2 0.0419158
62420.9 0.0490608
62421.7 0.0571525
62423.1 0.0767039
62424.2 0.0931594
62425.2 0.111715
62426.2 0.132590
62427.2 0.155076
62431.3 0.252147
62432.2 0.271908
62433.1 0.289327
62434.0 0.304013
62434.9 0.315419
62435.8 0.323232
62436.7 0.326822
62437.0 0.327074
62437.8 0.325590
62438.5 0.321166
62439.2 0.315142
62439.8 0.307318
62441.1 0.286494
62442.7 0.254057
62444.2 0.217021
62447.4 0.142312
62448.4 0.120797
62449.4 0.101455
62450.4 0.0842700
62451.4 0.0693135
62452.4 0.0565453
62453.4 0.0458395
62454.4 0.0370115
62455.4 0.0298422
62456.4 0.0240482
62457.4 0.0195132
62458.4 0.0159591
62459.4 0.0131947
62460.4 0.0110548
62461.4 0.00940106
62462.4 0.00812107
62463.4 0.00712528
62464.3 0.00641409
62465.2 0.00584286
62467.0 0.00497858
62468.8 0.00436676
62470.6 0.00391389
62474.1 0.00327625
62477.7 0.00284830
62481.3 0.00254005
62484.9 0.00231100
62492.0 0.00200105
62499.1 0.00181112
62506.3 0.00169271
62513.4 0.00162340
62520.6 0.00159391
62532.6 0.00163132
62538.6 0.00170325
62544.6 0.00183695
62547.6 0.00194354
62550.6 0.00209817
62553.6 0.00235373
62555.1 0.00256220
62556.6 0.00287668
62558.1 0.00337390
62558.9 0.00372870
62559.6 0.00418318
62560.4 0.00476611
62561.1 0.00551328
62561.9 0.00646853
62562.6 0.00768484
62563.4 0.00922521
62564.1 0.0111633
62564.9 0.0135839
62565.6 0.0165823
62566.4 0.0202638
62567.1 0.0247418
62567.9 0.0301348
62568.6 0.0365631
62569.8 0.0495297
62571.0 0.0658299
62572.3 0.0860225
62573.5 0.109832
62574.7 0.137390
62575.9 0.167609
62578.3 0.232423
62580.3 0.282408
62582.3 0.320525
62584.0 0.338229
62584.9 0.340950
62585.0 0.340979
62585.2 0.340809
62585.5 0.340328
62585.9 0.338386
62587.4 0.324587
62588.8 0.302067
62590.1 0.272586
62591.2 0.245543
62591.9 0.226262
62594.4 0.159123
62595.7 0.128455
62597.0 0.101161
62598.4 0.0746449
62599.3 0.0607742
62600.2 0.0490895
62601.1 0.0392958
62602.0 0.0312197
62602.9 0.0245982
62603.8 0.0193678
62604.7 0.0152441
62605.6 0.0120360
62606.2 0.0103458
62606.8 0.00893072
62607.4 0.00775122
62608.0 0.00678713
62608.6 0.00597441
62609.2 0.00530397
62609.8 0.00475212
62610.3 0.00430550
62611.5 0.00362440
62612.7 0.00316606
62613.9 0.00284829
62615.0 0.00262698
62617.4 0.00234530
62619.7 0.00217622
62624.4 0.00197781
62629.1 0.00186536
62633.8 0.00179889
62643.2 0.00174321
62654.4 0.00175674
62665.6 0.00183371
62676.8 0.00197296
62688.0 0.00219137
62699.3 0.00252708
62704.9 0.00276374
62710.5 0.00307340
62716.1 0.00348852
62721.7 0.00406119
62727.3 0.00488619
62730.1 0.00544715
62732.9 0.00615834
62735.0 0.00685480
62737.2 0.00773356
62739.4 0.00888222
62741.5 0.0104495
62742.7 0.0115797
62743.9 0.0129787
62745.1 0.0147730
62746.2 0.0170722
62747.4 0.0201077
62748.6 0.0240801
62749.8 0.0293865
62750.9 0.0363446
62752.1 0.0455705
62753.3 0.0574752
62754.5 0.0728893
62755.6 0.0921838
62756.8 0.116279
62758.0 0.145221
62759.1 0.179426
62760.3 0.218810
62761.2 0.250797
62762.0 0.284975
62763.7 0.357356
62765.5 0.431258
62767.2 0.498693
62767.9 0.523745
62768.6 0.545445
62769.3 0.563657
62770.1 0.577949
62771.0 0.590412
62772.0 0.594592
62773.0 0.590474
62773.9 0.578409
62774.7 0.563597
62775.4 0.544816
62776.1 0.522366
62776.9 0.496793
62777.8 0.461944
62778.7 0.424438
62780.5 0.346491
62782.3 0.270804
62783.2 0.235618
62784.1 0.203431
62785.3 0.166288
62786.4 0.134560
62787.6 0.107657
62788.7 0.0857362
62789.9 0.0679289
62791.1 0.0539662
62792.2 0.0430791
62793.4 0.0346935
62794.5 0.0282431
62795.7 0.0233909
62796.8 0.0197067
62798.0 0.0168981
62799.1 0.0147221
62800.3 0.0130445
62801.4 0.0117177
62802.6 0.0106499
62804.6 0.00918777
62806.7 0.00810984
62808.8 0.00728007
62810.8 0.00662048
62814.9 0.00563957
62819.1 0.00495097
62823.2 0.00444837
62827.3 0.00407246
62835.5 0.00356914
62843.8 0.00326890
62852.0 0.00308770
62868.5 0.00294159
62881.0 0.00295499
62893.5 0.00304367
62918.5 0.00341071
62931.1 0.00369102
62943.6 0.00404627
62956.1 0.00448990
62968.6 0.00504783
62987.1 0.00615695
62996.3 0.00689016
63005.5 0.00778015
63014.7 0.00887109
63024.0 0.0102196
63033.2 0.0119202
63042.4 0.0141189
63047.0 0.0154648
63051.6 0.0170116
63056.2 0.0188050
63060.8 0.0208998
63063.8 0.0224402
63066.8 0.0241492
63069.7 0.0260638
63072.7 0.0282006
63075.7 0.0306095
63077.2 0.0319217
63078.6 0.0333159
63080.1 0.0347985
63081.6 0.0363765
63083.1 0.0380572
63084.6 0.0398489
63086.4 0.0422171
63088.2 0.0447689
63090.0 0.0475355
63091.8 0.0505372
63093.6 0.0538140
63094.5 0.0555568
63095.4 0.0573529
63096.3 0.0592450
63097.2 0.0611947
63098.2 0.0632482
63099.1 0.0653635
63099.9 0.0674159
63100.7 0.0695461
63101.6 0.0717563
63102.4 0.0740487
63103.3 0.0764251
63104.1 0.0788872
63104.9 0.0814366
63105.8 0.0840425
63106.6 0.0867686
63107.4 0.0895844
63108.3 0.0924899
63109.1 0.0954846
63110.0 0.0985674
63110.8 0.101736
63111.6 0.104989
63112.5 0.108282
63113.9 0.113919
63115.2 0.119693
63116.6 0.125613
63118.0 0.131640
63119.3 0.137769
63120.7 0.143855
63122.1 0.149878
63123.5 0.155766
63127.0 0.169754
63130.5 0.180904
63132.3 0.185000
63134.0 0.187898
63135.8 0.189530
63137.6 0.189823
63139.5 0.188567
63141.5 0.185710
63143.5 0.181371
63145.4 0.175725
63146.6 0.171855
63147.7 0.167652
63148.9 0.163167
63150.1 0.158452
63152.4 0.148530
63154.7 0.138265
63157.0 0.127985
63159.3 0.117952
63164.0 0.0993449
63167.9 0.0854715
63171.9 0.0735725
63175.9 0.0635285
63179.8 0.0551167
63183.8 0.0480882
63187.7 0.0422076
63191.7 0.0372702
63195.7 0.0331045
63198.5 0.0304788
63201.4 0.0281418
63204.3 0.0260553
63207.2 0.0241864
63210.1 0.0225069
63212.9 0.0209931
63218.7 0.0183838
63222.7 0.0168597
63226.6 0.0155170
63230.6 0.0143286
63234.5 0.0132724
63242.5 0.0114853
63250.4 0.0100409
63258.3 0.00885786
63266.2 0.00787740
63274.1 0.00705640
63282.1 0.00636355
63290.0 0.00577166
63297.9 0.00526209
63313.7 0.00443618
63329.6 0.00380136
63345.4 0.00330362
63361.2 0.00290574
63377.1 0.00258291
63392.9 0.00231738
63408.7 0.00209668
63439.0 0.00176673
63469.2 0.00152137
63499.4 0.00133450
63529.7 0.00118914
63561.4 0.00106932
63593.0 0.000974463
63656.4 0.000839371
63708.2 0.000772522
63760.0 0.000750866
63785.2 0.000769997
63797.8 0.000794925
63810.4 0.000838754
63823.0 0.000913712
63829.3 0.000969956
63835.6 0.00104694
63841.9 0.00115572
63848.2 0.00131433
63854.5 0.00155705
63857.7 0.00173091
63860.8 0.00196107
63863.7 0.00225143
63866.6 0.00267842
63868.0 0.00298375
63869.5 0.00339403
63870.9 0.00396873
63872.3 0.00480350
63873.1 0.00536247
63873.8 0.00604795
63874.5 0.00689079
63875.2 0.00792812
63875.9 0.00920423
63876.7 0.0107712
63877.4 0.0126894
63878.1 0.0150279
63878.8 0.0178644
63879.5 0.0212846
63880.3 0.0253814
63881.0 0.0302530
63881.7 0.0360010
63882.4 0.0427268
63883.1 0.0505277
63883.9 0.0594927
63885.0 0.0767290
63886.2 0.0974302
63887.4 0.121591
63888.5 0.148940
63889.7 0.178891
63890.9 0.210525
63892.0 0.242613
63893.2 0.273673
63894.9 0.313838
63896.6 0.343356
63897.4 0.351580
63898.6 0.359108
63899.0 0.359550
63899.4 0.359146
63900.9 0.349225
63902.3 0.328677
63903.8 0.299281
63904.7 0.276677
63905.6 0.252291
63906.6 0.226951
63907.5 0.201439
63909.3 0.152599
63911.2 0.110187
63912.3 0.0879398
63913.5 0.0692153
63914.6 0.0535995
63915.8 0.0411180
63916.9 0.0311998
63918.1 0.0236207
63918.6 0.0205464
63919.2 0.0178842
63919.8 0.0155884
63920.3 0.0136159
63920.9 0.0118996
63921.5 0.0104615
63922.6 0.00819543
63923.8 0.00654901
63924.9 0.00537488
63926.1 0.00451829
63927.2 0.00389710
63928.4 0.00343383
63929.5 0.00308038
63931.4 0.00264472
63933.4 0.00233504
63935.3 0.00210055
63937.2 0.00191457
63941.1 0.00163506
63944.9 0.00143418
63948.8 0.00128345
63952.7 0.00116699
63960.4 0.00100110
63968.1 0.000889975
63975.8 0.000810762
63991.2 0.000706639
64011.8 0.000626619
64032.4 0.000578856
64073.6 0.000523261
64114.7 0.000491978
64155.9 0.000472338
64210.7 0.000457280
64265.6 0.000452912
64302.2 0.000459006
64338.8 0.000479280
64357.1 0.000499275
64375.4 0.000532303
64393.7 0.000590362
64402.8 0.000636287
64412.0 0.000701416
64418.0 0.000759933
64424.0 0.000837346
64430.0 0.000944013
64436.0 0.00109644
64439.0 0.00119897
64442.0 0.00132617
64445.0 0.00148788
64448.0 0.00169971
64451.0 0.00199116
64452.5 0.00218466
64454.0 0.00242839
64455.5 0.00274726
64457.0 0.00318245
64458.5 0.00380123
64459.2 0.00421108
64460.0 0.00471137
64461.0 0.00555941
64462.0 0.00667828
64463.0 0.00815597
64464.0 0.0101025
64465.0 0.0126519
64466.0 0.0159627
64467.0 0.0202163
64468.0 0.0256126
64469.0 0.0323613
64470.0 0.0406704
64471.0 0.0507290
64472.0 0.0626876
64473.0 0.0766351
64474.0 0.0925753
64475.0 0.110404
64476.0 0.129893
64476.7 0.144753
64477.4 0.159891
64478.1 0.175521
64478.8 0.190969
64480.3 0.221112
64481.7 0.248022
64483.4 0.272768
64484.3 0.281553
64485.2 0.286811
64486.1 0.288349
64486.3 0.288166
64487.1 0.285813
64487.9 0.280892
64488.5 0.274519
64489.2 0.266384
64489.9 0.256658
64490.5 0.245541
64491.4 0.230562
64492.2 0.214294
64493.0 0.197166
64493.8 0.179599
64495.4 0.144696
64497.0 0.112425
64498.1 0.0933835
64499.1 0.0766025
64500.2 0.0618885
64501.2 0.0495116
64502.3 0.0391238
64503.3 0.0307380
64504.4 0.0239654
64505.5 0.0186892
64506.5 0.0145638
64507.6 0.0114408
64508.6 0.00905755
64509.7 0.00728738
64510.7 0.00595342
64511.8 0.00496778
64512.8 0.00422256
64513.9 0.00366498
64515.3 0.00311436
64516.7 0.00271696
64518.1 0.00241945
64519.5 0.00218975
64522.3 0.00185004
64525.2 0.00160948
64528.0 0.00142713
64530.8 0.00128474
64536.4 0.00107672
64542.0 0.000933626
64547.7 0.000830997
64553.3 0.000754684
64558.9 0.000696057
64567.9 0.000626303
64576.9 0.000576613
64594.9 0.000512125
64612.9 0.000473486
64631.0 0.000448228
64667.0 0.000417616
64703.0 0.000400688
64811.1 0.000379583
64919.1 0.000375050
65135.2 0.000390508
65243.3 0.000413924
65297.3 0.000433479
65351.4 0.000461935
65394.1 0.000496659
65436.9 0.000551634
65458.3 0.000592882
65479.7 0.000650150
65501.1 0.000732274
65511.8 0.000789046
65522.5 0.000861700
65531.5 0.000939897
65540.5 0.00103982
65549.5 0.00117096
65558.5 0.00134728
65567.5 0.00159253
65572.0 0.00175379
65576.5 0.00195230
65581.0 0.00220132
65585.5 0.00251809
65590.0 0.00293097
65594.5 0.00348460
65598.0 0.00406380
65601.5 0.00483946
65605.1 0.00593063
65606.8 0.00666492
65608.6 0.00758986
65610.3 0.00881158
65612.1 0.0104851
65613.8 0.0128754
65614.7 0.0144649
65615.6 0.0164113
65616.5 0.0188062
65617.4 0.0217613
65618.2 0.0254108
65619.1 0.0299123
65620.0 0.0354482
65620.9 0.0422241
65621.8 0.0504662
65622.6 0.0602919
65624.0 0.0792419
65625.3 0.103556
65626.7 0.133919
65628.0 0.170414
65628.7 0.191192
65629.3 0.213499
65630.0 0.237225
65630.7 0.261831
65631.3 0.287864
65632.0 0.314709
65633.3 0.369201
65634.3 0.409434
65635.3 0.447561
65637.3 0.513404
65638.6 0.545794
65639.9 0.565529
65641.1 0.571428
65641.8 0.569472
65642.6 0.562003
65643.4 0.549363
65644.2 0.531629
65645.0 0.509749
65645.7 0.488814
65646.4 0.465731
65647.0 0.440915
65647.7 0.414796
65648.4 0.387802
65649.0 0.360349
65650.4 0.305610
65651.9 0.246593
65653.4 0.193620
65654.9 0.148382
65656.5 0.111436
65658.0 0.0824473
65658.7 0.0706648
65659.5 0.0604987
65660.3 0.0517917
65661.0 0.0443839
65661.8 0.0381185
65662.5 0.0328460
65663.5 0.0272384
65664.5 0.0228444
65665.5 0.0193385
65666.5 0.0165969
65667.5 0.0144017
65668.4 0.0126692
65669.4 0.0112615
65670.4 0.0101288
65672.4 0.00840949
65674.4 0.00718267
65676.3 0.00626250
65678.3 0.00554683
65680.3 0.00496706
65682.2 0.00448947
65686.2 0.00375164
65690.1 0.00320835
65694.0 0.00279627
65699.4 0.00237347
65704.8 0.00206029
65710.1 0.00182197
65715.5 0.00163699
65726.2 0.00137270
65737.0 0.00119865
65747.7 0.00107751
65758.4 0.000990420
65779.9 0.000880570
65802.8 0.000819015
65825.7 0.000790111
65871.5 0.000783035
65911.5 0.000813951
65951.6 0.000873405
65991.7 0.000963093
66031.8 0.00108997
66063.2 0.00122489
66094.7 0.00140305
66126.2 0.00164294
66157.7 0.00197433
66186.3 0.00239913
66214.9 0.00300922
66229.3 0.00341231
66243.6 0.00391652
66257.9 0.00454933
66265.0 0.00493084
66272.2 0.00536496
66277.9 0.00575674
66283.6 0.00619440
66288.3 0.00658961
66292.9 0.00702333
66297.6 0.00750186
66302.2 0.00803169
66306.9 0.00862024
66311.5 0.00927590
66313.9 0.00963266
66316.2 0.0100084
66318.5 0.0104079
66320.8 0.0108293
66324.4 0.0115301
66328.0 0.0122985
66329.8 0.0127106
66331.6 0.0131428
66333.4 0.0135962
66335.1 0.0140693
66336.9 0.0145689
66338.7 0.0150938
66340.5 0.0156455
66342.3 0.0162256
66344.1 0.0168358
66345.9 0.0174780
66347.7 0.0181541
66349.5 0.0188622
66351.4 0.0196898
66353.4 0.0205666
66355.4 0.0214956
66357.3 0.0224750
66359.3 0.0235180
66361.3 0.0246231
66363.2 0.0257936
66365.2 0.0270266
66367.1 0.0282761
66368.9 0.0295866
66370.8 0.0309745
66372.7 0.0324270
66374.6 0.0339610
66376.4 0.0355612
66378.3 0.0372353
66380.2 0.0389823
66381.4 0.0401896
66382.7 0.0414175
66385.2 0.0439678
66387.7 0.0466180
66390.1 0.0493349
66392.6 0.0521111
66395.1 0.0548985
66397.6 0.0576521
66400.1 0.0603090
66405.1 0.0651491
66407.6 0.0671956
66410.0 0.0689046
66412.5 0.0702354
66415.0 0.0711355
66417.5 0.0715734
66420.0 0.0715347
66422.5 0.0710204
66425.0 0.0700481
66427.5 0.0686516
66429.9 0.0668854
66431.9 0.0652261
66433.9 0.0633913
66435.9 0.0614139
66437.9 0.0593269
66439.9 0.0571617
66441.9 0.0549479
66445.9 0.0504779
66449.9 0.0460918
66453.9 0.0419132
66461.9 0.0344613
66466.8 0.0305516
66471.7 0.0271386
66476.6 0.0241669
66481.5 0.0215979
66485.7 0.0196554
66490.0 0.0179391
66494.2 0.0164198
66498.4 0.0150751
66502.6 0.0138766
66506.9 0.0128084
66511.1 0.0118540
66515.3 0.0110010
66520.2 0.0101183
66525.1 0.00933747
66530.0 0.00864130
66534.9 0.00802101
66539.8 0.00746417
66544.7 0.00696473
66549.6 0.00651351
66554.5 0.00610631
66564.3 0.00540047
66574.1 0.00481383
66583.9 0.00432156
66593.6 0.00390514
66603.0 0.00356481
66612.3 0.00327006
66621.7 0.00301275
66631.0 0.00278757
66640.4 0.00258905
66649.7 0.00241355
66668.4 0.00211810
66688.0 0.00187075
66707.6 0.00167112
66727.1 0.00150782
66746.7 0.00137273
66765.4 0.00126485
66784.1 0.00117266
66821.5 0.00102557
66858.9 0.000915057
66896.2 0.000830442
66942.5 0.000751429
66988.8 0.000693273
67035.1 0.000651333
67081.4 0.000622180
67138.3 0.000604885
67179.2 0.000609575
67220.2 0.000643070
67240.7 0.000681744
67261.1 0.000744756
67271.4 0.000796871
67281.6 0.000869496
67291.8 0.000977228
67302.1 0.00114607
67306.5 0.00124993
67311.0 0.00138156
67315.4 0.00155239
67319.9 0.00178107
67324.3 0.00209935
67326.5 0.00230941
67328.8 0.00256768
67331.0 0.00289795
67333.2 0.00333640
67335.4 0.00396538
67336.6 0.00439402
67337.7 0.00494006
67338.7 0.00561390
67339.8 0.00649398
67340.8 0.00765739
67341.9 0.00919030
67343.0 0.0112553
67344.0 0.0140115
67345.1 0.0176721
67346.1 0.0224428
67347.2 0.0287123
67348.2 0.0367779
67349.3 0.0470001
67350.4 0.0596099
67351.4 0.0751837
67352.5 0.0937002
67353.5 0.115687
67354.6 0.140759
67356.4 0.190211
67358.1 0.246345
67361.7 0.360617
67363.4 0.404111
67364.2 0.421157
67365.0 0.434099
67365.9 0.443132
67366.8 0.447022
67367.0 0.447171
67367.8 0.445188
67368.5 0.439413
67369.8 0.420917
67371.1 0.392956
67372.6 0.352851
67374.0 0.306914
67377.0 0.211592
67378.7 0.158888
67380.5 0.114750
67381.4 0.0959834
67382.3 0.0797813
67383.2 0.0658310
67384.1 0.0539846
67385.0 0.0439546
67385.9 0.0357532
67386.8 0.0290419
67387.7 0.0236074
67388.6 0.0192477
67389.4 0.0157785
67390.3 0.0130360
67391.2 0.0108786
67392.0 0.00939100
67392.8 0.00818588
67393.5 0.00720854
67394.3 0.00641368
67395.1 0.00576427
67395.8 0.00523037
67397.4 0.00441800
67398.9 0.00383857
67400.5 0.00340713
67402.0 0.00307222
67403.5 0.00280278
67406.6 0.00239126
67409.7 0.00208850
67412.8 0.00185563
67415.9 0.00167138
67422.0 0.00140064
67428.2 0.00121447
67434.3 0.00108058
67440.5 0.000980035
67447.3 0.000894951
67454.1 0.000829450
67467.7 0.000737718
67481.4 0.000678851
67495.0 0.000636215
67522.2 0.000582981
67549.4 0.000554635
67603.9 0.000524620
67658.4 0.000515630
67731.0 0.000524268
67803.6 0.000560876
67840.0 0.000599952
67876.3 0.000664310
67894.4 0.000719778
67912.6 0.000799609
67930.7 0.000928687
67939.8 0.00102436
67948.9 0.00115313
67959.3 0.00136293
67964.5 0.00150702
67969.6 0.00169066
67974.8 0.00193073
67980.0 0.00225190
67985.2 0.00269642
67987.8 0.00298647
67990.4 0.00334138
67993.5 0.00388335
67996.6 0.00461898
67998.1 0.00509973
67999.6 0.00569448
68001.2 0.00645383
68002.7 0.00745917
68004.3 0.00884107
68005.8 0.0108059
68006.6 0.0121007
68007.3 0.0136714
68008.1 0.0155819
68008.9 0.0179091
68009.6 0.0207432
68010.4 0.0241892
68011.2 0.0283676
68012.0 0.0334139
68012.7 0.0394783
68013.5 0.0467232
68014.3 0.0553207
68015.0 0.0654479
68016.3 0.0865056
68017.6 0.113199
68018.9 0.146111
68020.2 0.185156
68021.5 0.230698
68022.8 0.281603
68025.4 0.392210
68026.6 0.440718
68027.7 0.485797
68028.8 0.525730
68029.9 0.558461
68031.0 0.580686
68032.0 0.594238
68033.0 0.598471
68033.8 0.595565
68034.6 0.587088
68035.3 0.575291
68036.0 0.559675
68036.7 0.540579
68037.4 0.518745
68038.1 0.492505
68038.9 0.463911
68040.4 0.402084
68043.3 0.275871
68044.2 0.240083
68045.1 0.207170
68046.0 0.176768
68046.9 0.149753
68047.9 0.125597
68048.8 0.104781
68049.7 0.0868827
68050.6 0.0716936
68051.5 0.0588325
68052.4 0.0483030
68053.3 0.0395814
68054.2 0.0325814
68055.1 0.0268833
68056.0 0.0223763
68056.9 0.0187844
68057.8 0.0159299
68059.0 0.0129335
68060.3 0.0107585
68061.5 0.00914899
68062.7 0.00793890
68064.0 0.00700366
68065.2 0.00627562
68067.6 0.00520721
68070.1 0.00445246
68072.6 0.00388874
68075.0 0.00344595
68077.5 0.00309116
68082.4 0.00255590
68087.4 0.00217486
68092.3 0.00189259
68097.2 0.00167754
68104.5 0.00144439
68111.7 0.00127683
68118.9 0.00115107
68126.2 0.00105398
68140.6 0.000919313
68155.1 0.000831800
68169.5 0.000769916
68184.0 0.000726365
68212.9 0.000674865
68241.8 0.000644595
68270.8 0.000629615
68328.6 0.000621196
68402.2 0.000638858
68475.9 0.000681599
68512.7 0.000716897
68549.5 0.000768621
68586.3 0.000853223
68604.7 0.000921689
68623.1 0.00102450
68638.2 0.00116578
68645.8 0.00127506
68653.3 0.00142972
68660.9 0.00166699
68664.7 0.00184034
68668.5 0.00207635
68672.2 0.00242132
68674.1 0.00266762
68676.0 0.00300331
68677.9 0.00349203
68678.9 0.00382960
68679.8 0.00425199
68680.7 0.00479823
68681.7 0.00549573
68682.6 0.00641030
68683.6 0.00758656
68684.2 0.00861561
68684.9 0.00984868
68685.6 0.0113226
68686.2 0.0130497
68686.9 0.0151284
68687.5 0.0175443
68688.2 0.0204250
68688.8 0.0237389
68689.5 0.0279023
68690.2 0.0327533
68690.9 0.0383633
68691.6 0.0448009
68693.0 0.0603969
68694.4 0.0797463
68695.8 0.103213
68697.2 0.130374
68698.6 0.160456
68700.0 0.191957
68702.5 0.246471
68703.7 0.269949
68704.9 0.289057
68705.9 0.300411
68706.9 0.307575
68708.0 0.310401
68708.7 0.309217
68709.4 0.305696
68710.8 0.292524
68712.2 0.272181
68713.9 0.239386
68715.6 0.202003
68717.3 0.163597
68718.9 0.127345
68720.0 0.106749
68721.1 0.0882363
68722.1 0.0719854
68723.2 0.0581545
68724.2 0.0464048
68725.3 0.0367193
68726.4 0.0288832
68727.4 0.0227054
68728.5 0.0178199
68729.5 0.0140526
68730.6 0.0111842
68731.6 0.00904058
68732.7 0.00742031
68733.7 0.00622418
68734.8 0.00532486
68735.9 0.00465923
68737.1 0.00406838
68738.4 0.00364061
68739.7 0.00332321
68740.9 0.00308091
68743.5 0.00273659
68746.0 0.00250288
68751.1 0.00220177
68756.2 0.00202250
68761.2 0.00191178
68766.3 0.00184583
68776.4 0.00180162
68787.4 0.00183982
68798.4 0.00194281
68809.4 0.00211085
68820.4 0.00236085
68831.4 0.00272100
68842.4 0.00324322
68847.9 0.00359397
68853.4 0.00402783
68858.9 0.00457400
68864.4 0.00527045
68869.3 0.00606422
68874.1 0.00709270
68879.0 0.00846768
68883.8 0.0103714
68886.3 0.0116198
68888.7 0.0131371
68891.1 0.0150218
68893.6 0.0174172
68896.0 0.0205514
