Co-59(n,g) ENDFB-8.0
Energy(eV) XS(b)
35017.6 0.0567630
35029.0 0.0524369
35040.4 0.0481752
35063.2 0.0402160
35074.6 0.0366724
35085.9 0.0334435
35096.8 0.0306354
35107.7 0.0280980
35118.7 0.0258080
35129.6 0.0237486
35140.5 0.0218945
35151.4 0.0202282
35162.3 0.0187282
35173.2 0.0173765
35184.1 0.0161556
35195.0 0.0150532
35205.9 0.0140550
35216.8 0.0131495
35227.7 0.0123259
35238.6 0.0115766
35260.4 0.0102681
35273.3 0.00959663
35286.2 0.00899045
35311.9 0.00794277
35337.7 0.00707941
35363.5 0.00635718
35380.3 0.00595030
35397.2 0.00558833
35430.9 0.00498367
35464.6 0.00452768
35498.3 0.00426689
35506.2 0.00425351
35521.1 0.00432768
35528.5 0.00444836
35535.9 0.00467202
35543.4 0.00507498
35547.1 0.00539353
35550.8 0.00584581
35554.5 0.00651599
35558.2 0.00756852
35560.1 0.00835783
35562.0 0.00948990
35562.9 0.0102759
35563.8 0.0112996
35564.8 0.0126768
35565.7 0.0145591
35566.4 0.0166493
35567.2 0.0193987
35567.9 0.0231330
35568.7 0.0280733
35569.4 0.0347670
35570.1 0.0435384
35570.9 0.0550614
35571.6 0.0700295
35572.2 0.0832967
35572.7 0.0990328
35573.2 0.117550
35573.7 0.138720
35574.3 0.163647
35574.8 0.191648
35575.8 0.259688
35576.9 0.344630
35577.9 0.444277
35579.0 0.556800
35580.0 0.677462
35581.0 0.785683
35581.9 0.889141
35582.8 0.981519
35583.8 1.05593
35584.5 1.10043
35585.2 1.12778
35586.0 1.13735
35586.8 1.12743
35587.5 1.10121
35588.2 1.05981
35589.0 1.00074
35589.7 0.930232
35590.5 0.850757
35591.2 0.765655
35593.0 0.553040
35594.0 0.454119
35594.9 0.365760
35595.8 0.287942
35596.7 0.222439
35597.6 0.169007
35598.5 0.127089
35599.3 0.0981467
35600.1 0.0757566
35600.9 0.0582998
35601.7 0.0452346
35602.5 0.0353395
35603.3 0.0281106
35604.1 0.0227912
35604.9 0.0188900
35605.7 0.0159943
35606.5 0.0138849
35607.3 0.0123068
35608.1 0.0111059
35609.7 0.00942156
35611.2 0.00831423
35612.8 0.00751036
35614.4 0.00689647
35617.6 0.00599704
35620.7 0.00536746
35623.9 0.00490191
35627.6 0.00449397
35631.3 0.00418263
35638.6 0.00373979
35646.0 0.00344139
35653.3 0.00322588
35668.0 0.00292980
35682.7 0.00273005
35722.8 0.00238292
35762.8 0.00215678
35802.9 0.00198342
35842.9 0.00184269
35901.7 0.00167660
35960.5 0.00154642
36019.2 0.00144628
36078.0 0.00137817
36120.7 0.00135898
36147.5 0.00137278
36174.2 0.00143264
36187.5 0.00149933
36200.9 0.00161827
36207.6 0.00171236
36214.2 0.00184285
36220.9 0.00203267
36227.6 0.00232879
36232.9 0.00270131
36235.8 0.00298175
36238.6 0.00335304
36241.5 0.00386265
36244.3 0.00460068
36245.7 0.00511904
36247.1 0.00580775
36248.5 0.00677792
36249.3 0.00742770
36250.0 0.00823655
36250.7 0.00925763
36251.4 0.0105615
36252.1 0.0122406
36252.8 0.0144138
36253.5 0.0172318
36254.2 0.0208811
36254.9 0.0255877
36255.6 0.0315231
36256.2 0.0377406
36256.8 0.0451349
36257.4 0.0541648
36258.0 0.0647298
36258.6 0.0774040
36259.1 0.0919528
36259.7 0.108745
36260.3 0.127920
36261.5 0.174158
36262.6 0.230321
36263.8 0.294932
36265.0 0.364269
36266.7 0.468873
36267.6 0.515394
36268.5 0.554108
36269.2 0.578707
36269.9 0.595900
36270.9 0.606160
36271.0 0.606298
36271.4 0.605294
36271.7 0.602323
36272.6 0.584457
36273.7 0.547831
36274.8 0.497354
36276.1 0.419089
36277.5 0.335504
36278.9 0.255683
36280.3 0.186517
36281.2 0.147432
36282.1 0.114623
36283.0 0.0878766
36284.0 0.0666556
36284.9 0.0502340
36285.3 0.0435729
36285.8 0.0378104
36286.3 0.0328489
36286.7 0.0285956
36287.2 0.0249635
36287.6 0.0219343
36288.1 0.0193012
36288.5 0.0170711
36289.5 0.0135911
36290.4 0.0111038
36291.3 0.00933237
36292.2 0.00802614
36293.1 0.00705645
36294.1 0.00631865
36295.0 0.00574170
36296.8 0.00489577
36298.6 0.00430053
36300.5 0.00384866
36302.3 0.00349354
36306.0 0.00297253
36310.4 0.00254785
36314.9 0.00225552
36319.3 0.00204555
36323.8 0.00188949
36332.6 0.00167232
36341.5 0.00153180
36350.4 0.00143867
36359.3 0.00137457
36377.0 0.00128492
36412.5 0.00120112
36448.0 0.00117230
36467.6 0.00116926
36514.2 0.00119010
36560.7 0.00125149
36607.3 0.00136906
36630.5 0.00145820
36653.8 0.00157888
36675.8 0.00173307
36697.9 0.00194299
36719.9 0.00223593
36741.9 0.00265862
36757.9 0.00308906
36773.8 0.00368205
36781.7 0.00406906
36789.7 0.00453779
36797.7 0.00511265
36805.6 0.00582798
36814.2 0.00681251
36822.8 0.00810571
36831.3 0.00986080
36835.6 0.0109849
36839.9 0.0123260
36845.4 0.0144757
36850.9 0.0172789
36856.4 0.0210284
36859.2 0.0234027
36862.0 0.0262073
36865.3 0.0304134
36868.7 0.0357483
36870.4 0.0389779
36872.1 0.0426478
36873.8 0.0468926
36875.4 0.0517744
36877.6 0.0591753
36878.6 0.0634780
36879.7 0.0682576
36880.8 0.0735817
36881.9 0.0795281
36882.9 0.0861860
36884.0 0.0936568
36884.8 0.100246
36885.7 0.107394
36886.5 0.115238
36887.4 0.123846
36888.2 0.133408
36889.1 0.143768
36889.9 0.155103
36890.7 0.167475
36891.6 0.181105
36892.4 0.195710
36893.3 0.211464
36894.1 0.228359
36894.9 0.246355
36895.8 0.265375
36897.5 0.305950
36901.3 0.401815
36902.2 0.423877
36903.2 0.443724
36904.1 0.460997
36905.1 0.475142
36905.8 0.483586
36906.6 0.489727
36907.3 0.493436
36908.0 0.494637
36909.0 0.492449
36909.9 0.486052
36910.9 0.475673
36911.8 0.461839
36912.7 0.444722
36913.7 0.425000
36914.6 0.403269
36915.6 0.380386
36918.6 0.303754
36920.1 0.267053
36920.9 0.249731
36921.6 0.233444
36922.4 0.218020
36923.1 0.203685
36923.9 0.190241
36924.6 0.177685
36925.4 0.165848
36926.1 0.155016
36926.8 0.144988
36927.6 0.135721
36928.3 0.127060
36929.1 0.119185
36929.8 0.111929
36930.6 0.105244
36931.3 0.0990046
36932.0 0.0933329
36933.5 0.0832721
36935.0 0.0746280
36936.5 0.0672672
36938.0 0.0608814
36939.5 0.0553863
36941.0 0.0505675
36942.4 0.0463765
36943.9 0.0426633
36945.4 0.0394020
36947.3 0.0357584
36949.2 0.0326036
36951.1 0.0298547
36953.0 0.0274454
36956.7 0.0234409
36960.5 0.0202769
36966.5 0.0164773
36972.4 0.0136803
36978.3 0.0115629
36984.3 0.00992214
36989.4 0.00878612
36994.5 0.00784673
37004.8 0.00639482
37015.0 0.00533796
37025.3 0.00454731
37034.5 0.00399668
37043.7 0.00355549
37062.0 0.00290104
37080.4 0.00244709
37098.7 0.00212811
37120.3 0.00188432
37131.1 0.00180722
37141.9 0.00177847
37151.1 0.00181609
37155.7 0.00187500
37160.3 0.00198235
37164.9 0.00217899
37167.2 0.00234488
37169.4 0.00261656
37170.6 0.00283789
37171.7 0.00317109
37172.9 0.00369824
37173.5 0.00407157
37174.0 0.00454998
37174.6 0.00517652
37175.2 0.00596882
37175.8 0.00698423
37176.3 0.00828102
37176.9 0.00996170
37177.5 0.0120523
37178.0 0.0146750
37178.6 0.0179398
37179.2 0.0220483
37179.8 0.0269960
37180.3 0.0331069
37180.9 0.0403228
37181.5 0.0490541
37182.1 0.0591473
37182.6 0.0708728
37183.2 0.0843410
37184.4 0.117097
37185.5 0.157299
37186.7 0.204043
37187.8 0.254795
37189.7 0.339704
37190.6 0.377675
37191.6 0.408794
37192.3 0.427518
37193.1 0.439725
37193.4 0.443074
37193.9 0.445343
37194.0 0.445371
37194.1 0.445236
37194.5 0.443723
37194.9 0.440659
37196.2 0.416257
37197.0 0.391209
37197.8 0.360807
37199.5 0.289152
37201.6 0.192616
37202.7 0.149826
37203.8 0.113333
37204.8 0.0830713
37205.4 0.0704034
37205.9 0.0594886
37206.5 0.0498227
37207.0 0.0415145
37207.5 0.0344412
37208.1 0.0285760
37208.6 0.0238253
37209.1 0.0199152
37209.6 0.0166499
37210.1 0.0139411
37210.6 0.0116676
37211.1 0.00984456
37211.6 0.00835816
37212.1 0.00715170
37212.6 0.00615867
37213.1 0.00537542
37213.6 0.00474496
37214.1 0.00423776
37214.6 0.00382205
37215.1 0.00349380
37216.1 0.00301080
37217.1 0.00268214
37218.1 0.00245421
37220.1 0.00215607
37222.1 0.00196454
37224.1 0.00182503
37228.2 0.00162814
37232.2 0.00149353
37240.2 0.00132036
37252.9 0.00116823
37265.5 0.00107609
37290.8 0.000962238
37316.0 0.000888944
37341.3 0.000834896
37405.6 0.000738968
37470.0 0.000675179
37598.6 0.000593323
37754.8 0.000533127
37911.0 0.000493820
38223.4 0.000444886
38554.2 0.000417228
38885.0 0.000406197
39133.1 0.000412544
39257.2 0.000425148
39319.2 0.000438136
39381.2 0.000463061
39408.8 0.000484060
39436.4 0.000519474
39450.2 0.000548906
39463.9 0.000593493
39477.7 0.000666438
39484.6 0.000721652
39491.5 0.000799693
39496.1 0.000871523
39500.7 0.000967070
39505.3 0.00109883
39509.9 0.00128739
39512.2 0.00141503
39514.5 0.00157590
39516.8 0.00178481
39519.1 0.00206875
39520.2 0.00225792
39521.4 0.00249789
39522.5 0.00281696
39523.7 0.00326426
39524.8 0.00392398
39525.4 0.00437896
39526.0 0.00493719
39526.5 0.00565022
39527.1 0.00653250
39527.7 0.00764256
39528.3 0.00903840
39528.9 0.0112115
39529.6 0.0140095
39530.3 0.0176326
39531.0 0.0222839
39531.7 0.0282940
39532.4 0.0357519
39533.0 0.0450157
39533.7 0.0563780
39534.4 0.0703503
39535.1 0.0868018
39535.8 0.106146
39536.4 0.128548
39537.1 0.154483
39537.8 0.183157
39538.5 0.214745
39539.2 0.248913
39540.3 0.311095
39541.5 0.375701
39542.6 0.438162
39543.8 0.492842
39544.8 0.531212
39545.8 0.556809
39546.0 0.560407
39546.7 0.567592
39547.0 0.568459
39547.2 0.568298
39547.6 0.566092
39548.0 0.561329
39548.8 0.545211
39549.5 0.521042
39550.4 0.487623
39551.2 0.447971
39552.0 0.404031
39552.9 0.357799
39553.9 0.297313
39555.0 0.239728
39556.1 0.187712
39557.2 0.143272
39558.3 0.106223
39558.8 0.0906142
39559.3 0.0770946
39559.9 0.0650490
39560.4 0.0546230
39560.9 0.0456771
39561.5 0.0381954
39562.2 0.0296365
39562.9 0.0230260
39563.7 0.0178467
39564.4 0.0139441
39565.2 0.0109523
39565.9 0.00873858
39566.6 0.00706465
39567.4 0.00583639
39568.1 0.00490933
39568.8 0.00422521
39569.6 0.00370154
39570.3 0.00330623
39571.0 0.00299415
39571.8 0.00274954
39573.2 0.00238541
39574.7 0.00212299
39576.2 0.00192230
39579.1 0.00162945
39582.0 0.00142175
39585.0 0.00126801
39589.7 0.00109192
39594.4 0.000970576
39599.1 0.000882924
39603.8 0.000817415
39613.2 0.000728691
39622.6 0.000674171
39632.0 0.000639639
39641.3 0.000618036
39660.1 0.000598030
39674.2 0.000600072
39688.3 0.000619842
39702.4 0.000672065
39709.5 0.000728240
39713.0 0.000772029
39716.5 0.000834689
39719.2 0.000904097
39721.8 0.00101694
39723.1 0.00111227
39724.4 0.00126578
39725.1 0.00137984
39725.8 0.00153205
39726.4 0.00173697
39727.1 0.00201415
39727.8 0.00239610
39728.4 0.00290563
39729.1 0.00359103
39729.7 0.00450693
39730.4 0.00572086
39731.1 0.00731468
39731.7 0.00938548
39732.4 0.0120459
39733.0 0.0154231
39733.7 0.0196572
39734.4 0.0248969
39735.0 0.0312946
39735.7 0.0389988
39736.3 0.0481448
39737.0 0.0588439
39737.7 0.0711715
39738.4 0.0881022
39739.2 0.107075
39740.8 0.150748
39743.9 0.245632
39745.1 0.276483
39746.4 0.298330
39747.3 0.307502
39747.8 0.309408
39748.0 0.309654
39748.4 0.308930
39749.1 0.304679
39750.3 0.288112
39750.6 0.282348
39751.2 0.268911
39752.4 0.236815
39753.6 0.200636
39756.0 0.128061
39756.9 0.104765
39757.7 0.0842558
39758.6 0.0663091
39759.5 0.0513826
39760.3 0.0390090
39761.2 0.0292371
39761.6 0.0250864
39762.1 0.0215293
39762.5 0.0184234
39762.9 0.0157266
39763.4 0.0133478
39763.8 0.0113548
39764.2 0.00965209
39764.7 0.00820475
39765.1 0.00695438
39765.5 0.00592774
39766.0 0.00506726
39766.4 0.00434905
39766.8 0.00373930
39767.3 0.00324672
39767.7 0.00283987
39768.1 0.00250471
39768.5 0.00222916
39769.0 0.00200292
39769.8 0.00166492
39770.4 0.00149412
39771.0 0.00136604
39772.2 0.00119049
39773.4 0.00108608
39774.5 0.00101480
39776.8 0.000922312
39781.3 0.000817400
39785.8 0.000755879
39790.3 0.000716039
39799.3 0.000668980
39808.3 0.000645383
39826.4 0.000626122
39844.4 0.000624197
39887.7 0.000649172
39931.1 0.000697581
39974.4 0.000768187
40017.7 0.000868347
40044.1 0.000950696
40070.6 0.00105562
40097.1 0.00119190
40123.5 0.00137309
40145.2 0.00156988
40166.9 0.00183048
40188.5 0.00218530
40210.2 0.00268602
40223.4 0.00310281
40236.6 0.00364270
40249.9 0.00436066
40263.1 0.00534302
40269.7 0.00597679
40276.3 0.00673999
40283.0 0.00767042
40289.6 0.00881879
40296.2 0.0102635
40302.8 0.0121128
40309.4 0.0145313
40316.0 0.0177642
40320.3 0.0204337
40324.5 0.0237558
40326.6 0.0257395
40328.7 0.0279741
40330.8 0.0305278
40332.9 0.0334336
40334.7 0.0362833
40336.5 0.0394920
40338.3 0.0431625
40339.2 0.0451780
40340.1 0.0473353
40341.0 0.0496739
40341.9 0.0521566
40342.8 0.0548241
40343.7 0.0576938
40344.6 0.0607848
40345.5 0.0641184
40346.4 0.0677177
40347.3 0.0716083
40348.3 0.0762089
40349.3 0.0812271
40350.3 0.0867058
40351.2 0.0926269
40352.2 0.0991605
40352.7 0.102651
40353.2 0.106299
40353.7 0.110111
40354.2 0.114094
40354.7 0.118253
40355.1 0.122505
40356.0 0.130287
40356.8 0.138637
40357.6 0.147576
40358.4 0.157003
40359.3 0.167155
40360.1 0.177785
40360.9 0.189140
40361.7 0.200919
40362.5 0.212450
40363.3 0.224228
40364.0 0.236499
40364.8 0.248869
40365.6 0.261569
40366.3 0.274162
40367.9 0.299028
40369.9 0.330051
40371.9 0.355687
40373.0 0.365590
40374.0 0.373139
40375.0 0.378099
40376.0 0.380305
40376.8 0.380157
40377.5 0.378519
40378.2 0.375426
40379.0 0.370932
40379.7 0.365110
40380.8 0.353879
40382.0 0.340321
40383.1 0.324807
40384.2 0.307830
40385.3 0.289882
40386.4 0.271431
40387.6 0.252899
40388.7 0.234652
40390.9 0.200118
40393.2 0.169377
40395.4 0.143032
40396.5 0.131505
40397.6 0.121018
40398.8 0.111425
40399.9 0.102822
40401.0 0.0950447
40402.1 0.0880165
40403.3 0.0816639
40404.4 0.0759182
40405.5 0.0707156
40406.6 0.0659983
40407.7 0.0617139
40408.9 0.0578160
40411.1 0.0510178
40413.3 0.0453251
40415.6 0.0405204
40417.6 0.0367732
40419.7 0.0335196
40421.7 0.0306782
40423.7 0.0281948
40425.8 0.0259916
40427.8 0.0240380
40429.8 0.0222981
40431.9 0.0207496
40434.1 0.0192167
40436.4 0.0178557
40440.8 0.0155409
40445.3 0.0136570
40449.8 0.0121041
40456.3 0.0102903
40462.8 0.00886930
40469.4 0.00773440
40475.9 0.00681366
40484.9 0.00580741
40493.8 0.00502369
40502.8 0.00440049
40511.7 0.00389818
40524.8 0.00332488
40537.8 0.00288763
40550.9 0.00254599
40563.9 0.00227551
40581.8 0.00198910
40599.8 0.00177541
40617.7 0.00161584
40635.6 0.00149910
40661.7 0.00139573
40687.8 0.00137191
40706.5 0.00142455
40715.9 0.00148357
40725.3 0.00157969
40734.7 0.00173280
40744.0 0.00197752
40748.7 0.00215382
40753.4 0.00238405
40758.1 0.00269467
40762.8 0.00312562
40766.0 0.00353253
40769.3 0.00406987
40772.5 0.00480216
40775.8 0.00584831
40777.4 0.00656025
40779.1 0.00747380
40780.7 0.00870252
40782.3 0.0104607
40783.1 0.0116629
40784.0 0.0131577
40784.8 0.0150911
40785.6 0.0175597
40786.4 0.0208173
40787.2 0.0250294
40788.0 0.0306152
40788.8 0.0378202
40789.5 0.0453687
40790.2 0.0545151
40790.8 0.0656706
40791.5 0.0791669
40792.2 0.0956153
40792.8 0.114871
40793.5 0.137481
40794.1 0.163726
40794.8 0.194308
40795.5 0.228440
40796.1 0.266554
40796.8 0.308509
40797.5 0.354719
40798.1 0.403311
40798.8 0.454278
40799.4 0.506762
40800.4 0.584465
40801.4 0.659429
40802.4 0.727507
40803.3 0.784040
40803.7 0.803977
40804.4 0.831559
40805.1 0.849485
40806.0 0.857312
40806.3 0.856173
40807.1 0.845320
40807.8 0.823776
40808.4 0.798136
40809.0 0.766280
40809.6 0.729059
40810.2 0.687429
40811.0 0.634788
40811.7 0.580014
40812.4 0.523140
40813.1 0.467223
40814.5 0.360043
40815.9 0.266210
40816.7 0.217907
40817.6 0.176213
40818.4 0.141005
40819.3 0.112188
40820.1 0.0884836
40821.0 0.0697688
40821.8 0.0548712
40822.7 0.0434462
40823.5 0.0345734
40824.4 0.0278323
40825.2 0.0227374
40826.0 0.0189316
40826.9 0.0160123
40827.7 0.0138103
40828.6 0.0120901
40829.4 0.0107583
40830.3 0.00962752
40831.2 0.00872909
40833.0 0.00736620
40834.8 0.00637966
40836.6 0.00562854
40838.4 0.00502808
40840.1 0.00454119
40843.7 0.00379408
40847.3 0.00325309
40850.9 0.00284714
40854.4 0.00253422
40858.0 0.00228770
40862.3 0.00205265
40866.6 0.00186817
40875.3 0.00159821
40883.9 0.00141408
40892.6 0.00128307
40909.9 0.00111354
40927.2 0.00101315
40951.3 0.000929831
40975.3 0.000883669
41023.4 0.000849432
41065.6 0.000856412
41107.7 0.000888931
41149.8 0.000948176
41191.9 0.00103908
41225.0 0.00113996
41258.1 0.00127682
41291.2 0.00146496
41324.2 0.00172976
41342.3 0.00192010
41360.3 0.00215747
41378.4 0.00245714
41396.4 0.00284194
41413.0 0.00329967
41429.5 0.00389969
41446.1 0.00470810
41462.6 0.00583137
41476.9 0.00720379
41484.1 0.00810156
41491.2 0.00916171
41498.3 0.0104455
41505.5 0.0120406
41512.6 0.0140523
41516.2 0.0152594
41519.8 0.0166319
41522.8 0.0179393
41525.2 0.0191212
41527.7 0.0204183
41530.1 0.0218582
41532.6 0.0234489
41535.0 0.0252268
41537.4 0.0272046
41538.7 0.0282809
41539.9 0.0294213
41541.1 0.0306308
41542.3 0.0319149
41544.2 0.0340533
41546.1 0.0364073
41547.0 0.0376738
41548.0 0.0390050
41548.9 0.0404052
41549.8 0.0418788
41550.8 0.0434307
41551.7 0.0450661
41552.7 0.0467906
41553.6 0.0486103
41554.5 0.0505316
41555.5 0.0525615
41556.4 0.0547073
41557.4 0.0569770
41558.4 0.0596427
41559.4 0.0624546
41560.5 0.0654802
41561.5 0.0686749
41562.5 0.0721152
41563.6 0.0757503
41564.6 0.0796275
41565.6 0.0837632
41566.7 0.0882178
41567.7 0.0929223
41568.7 0.0979844
41569.8 0.103322
41570.8 0.109054
41571.8 0.115080
41572.9 0.121465
41573.9 0.128212
41575.0 0.135749
41576.1 0.143610
41577.2 0.151848
41578.2 0.160435
41579.3 0.169418
41580.4 0.178579
41581.5 0.187931
41582.6 0.197393
41584.1 0.211053
41585.7 0.224305
41588.8 0.248330
41590.3 0.258230
41591.9 0.266096
41593.5 0.271679
41595.0 0.274655
41596.1 0.275121
41597.3 0.274124
41598.4 0.271701
41599.5 0.267912
41600.7 0.262850
41601.5 0.258161
41602.4 0.252916
41603.3 0.247134
41604.1 0.240885
41605.0 0.234243
41605.8 0.227282
41607.6 0.212687
41609.3 0.197643
41611.0 0.182618
41614.4 0.154033
41618.1 0.127400
41619.9 0.115797
41621.7 0.105311
41623.5 0.0958883
41625.4 0.0874538
41627.2 0.0799200
41629.0 0.0731970
41630.8 0.0671657
41632.7 0.0618097
41634.5 0.0570190
41636.3 0.0527264
41638.1 0.0488721
41639.9 0.0454038
41641.8 0.0422753
41643.6 0.0394468
41645.4 0.0368833
41647.2 0.0345544
41649.0 0.0324337
41650.9 0.0304981
41654.5 0.0271047
41658.1 0.0242417
41661.1 0.0222204
41664.1 0.0204412
41667.1 0.0188672
41670.1 0.0174683
41673.0 0.0162197
41676.0 0.0151009
41682.0 0.0131875
41685.6 0.0121923
41689.3 0.0113100
41696.5 0.00981550
41703.8 0.00860567
41711.1 0.00761291
41719.7 0.00665310
41728.3 0.00587163
41736.9 0.00522768
41745.5 0.00469040
41752.8 0.00430106
41760.1 0.00396225
41774.7 0.00340356
41789.2 0.00296515
41803.8 0.00261533
41819.7 0.00230838
41835.6 0.00206020
41851.5 0.00185686
41867.4 0.00168856
41896.5 0.00144530
41925.6 0.00126373
41954.8 0.00112470
41983.9 0.00101597
42028.9 0.000889507
42073.9 0.000797926
42119.0 0.000729215
42164.0 0.000676871
42248.7 0.000607971
42333.5 0.000564208
42418.2 0.000536331
42503.0 0.000519938
42630.1 0.000513962
42730.7 0.000531735
42781.0 0.000559060
42806.2 0.000583924
42831.4 0.000624063
42851.2 0.000675716
42871.1 0.000761567
42881.0 0.000827286
42891.0 0.000920599
42900.9 0.00105847
42905.9 0.00115367
42910.8 0.00127459
42915.1 0.00140844
42919.4 0.00157919
42923.7 0.00180396
42928.0 0.00210838
42932.3 0.00253933
42934.5 0.00282515
42936.6 0.00317929
42938.8 0.00362824
42940.9 0.00421701
42943.1 0.00503163
42944.2 0.00557718
42945.2 0.00625582
42946.2 0.00698478
42947.1 0.00790838
42948.0 0.00910046
42948.9 0.0106629
42949.8 0.0127339
42950.7 0.0154966
42951.6 0.0191876
42952.5 0.0241044
42953.4 0.0306080
42954.3 0.0391205
42955.3 0.0501134
42956.2 0.0640847
42957.1 0.0815229
42957.5 0.0917974
42958.0 0.102858
42958.4 0.115230
42958.9 0.128400
42959.4 0.142960
42959.8 0.158272
42960.6 0.186063
42961.3 0.216058
42962.0 0.248680
42962.8 0.282515
42963.5 0.317763
42964.3 0.352641
42965.8 0.419238
42966.4 0.445449
42967.5 0.481461
42968.0 0.495523
42968.6 0.506385
42969.0 0.512907
42969.4 0.517204
42970.1 0.519697
42970.3 0.519354
42970.8 0.516138
42971.4 0.509596
42971.7 0.502929
42972.1 0.494925
42972.9 0.474452
42973.6 0.451172
42974.2 0.424386
42974.9 0.394905
42975.6 0.363572
42976.4 0.326026
42977.2 0.288338
42978.8 0.217114
42980.4 0.155309
42981.2 0.129175
42982.0 0.106654
42982.9 0.0846660
42983.8 0.0668112
42984.7 0.0522819
42985.6 0.0409267
42986.5 0.0319988
42987.4 0.0252274
42988.3 0.0200830
42989.2 0.0162045
42990.1 0.0132633
42991.0 0.0110810
42992.0 0.00941653
42992.9 0.00816250
42993.8 0.00718253
42994.7 0.00642024
42996.5 0.00530647
42998.5 0.00444917
43000.5 0.00383498
43002.5 0.00336715
43004.6 0.00299768
43008.6 0.00245200
43012.6 0.00207124
43016.7 0.00179297
43020.7 0.00158401
43024.8 0.00142268
43028.8 0.00129557
43033.7 0.00117448
43038.6 0.00107952
43048.4 0.000941024
43058.2 0.000847094
43067.9 0.000780851
43087.5 0.000696120
43107.1 0.000646799
43147.9 0.000593459
43188.8 0.000570751
43270.5 0.000558584
43362.4 0.000566565
43454.3 0.000586512
43546.2 0.000619038
43638.1 0.000676862
43670.4 0.000712346
43702.7 0.000767894
43718.9 0.000810214
43735.1 0.000870628
43751.3 0.000961184
43759.3 0.00102682
43767.4 0.00111463
43773.6 0.00120337
43779.8 0.00131976
43785.9 0.00147669
43792.1 0.00169538
43798.3 0.00201680
43801.4 0.00223999
43804.4 0.00252519
43807.5 0.00290145
43810.6 0.00341269
43812.2 0.00374703
43813.7 0.00415495
43815.2 0.00467228
43816.8 0.00535937
43817.7 0.00591971
43818.7 0.00663130
43819.7 0.00755840
43820.6 0.00877961
43821.6 0.0104529
43822.5 0.0127540
43823.5 0.0159378
43824.4 0.0202893
43824.9 0.0230726
43825.4 0.0263311
43825.9 0.0301352
43826.4 0.0345619
43827.3 0.0456202
43828.3 0.0600534
43829.2 0.0789234
43830.2 0.102846
43831.1 0.132466
43832.1 0.167819
43832.9 0.202348
43833.7 0.241072
43834.5 0.283587
43835.3 0.328629
43836.1 0.376390
43836.9 0.425093
43837.7 0.473288
43838.5 0.518799
43839.4 0.568959
43840.4 0.610396
43841.2 0.638515
43842.1 0.656705
43843.1 0.664161
43843.2 0.663934
43843.9 0.659168
43844.5 0.648353
43845.1 0.633011
43845.7 0.613010
43846.3 0.588832
43846.8 0.561544
43847.6 0.524271
43848.3 0.483840
43849.0 0.441440
43849.7 0.398833
43851.1 0.314643
43852.5 0.238017
43853.4 0.196443
43854.2 0.160265
43855.1 0.129116
43855.9 0.102868
43856.8 0.0809663
43857.7 0.0634500
43858.5 0.0495091
43859.4 0.0385914
43860.3 0.0300781
43861.1 0.0236728
43862.0 0.0188373
43862.8 0.0152121
43863.7 0.0124762
43864.6 0.0104575
43865.4 0.00894006
43866.3 0.00778810
43867.6 0.00649314
43869.0 0.00559801
43870.3 0.00493777
43871.6 0.00443490
43874.3 0.00370033
43877.0 0.00318539
43879.6 0.00279993
43882.3 0.00250328
43887.6 0.00207701
43893.0 0.00178973
43898.3 0.00158758
43903.6 0.00144005
43909.0 0.00132953
43916.2 0.00121980
43923.4 0.00113992
43937.8 0.00103380
43952.2 0.000970989
43966.7 0.000933189
43995.5 0.000894385
44024.4 0.000881642
44119.7 0.000912756
44215.1 0.000992316
44262.8 0.00104462
44310.5 0.00110539
44358.1 0.00117562
44405.8 0.00125712
44476.1 0.00140245
44546.3 0.00158907
44581.5 0.00169935
44616.6 0.00182772
44634.2 0.00189909
44651.7 0.00197586
44669.3 0.00205873
44686.9 0.00214802
44700.7 0.00222342
44714.5 0.00230407
44728.3 0.00239027
44742.1 0.00248253
44749.0 0.00253119
44755.9 0.00258154
44762.8 0.00263372
44769.7 0.00268783
44776.6 0.00274397
44783.5 0.00280224
44790.4 0.00286276
44797.3 0.00292565
44807.3 0.00302165
44817.3 0.00312323
44824.9 0.00320342
44832.4 0.00328721
44839.9 0.00337505
44847.5 0.00346713
44855.0 0.00356368
44862.5 0.00366498
44870.1 0.00377136
44877.6 0.00388302
44884.5 0.00399056
44891.4 0.00410330
44898.3 0.00422157
44905.2 0.00434577
44912.1 0.00447628
44919.0 0.00461355
44925.9 0.00475806
44929.3 0.00483319
44932.8 0.00491033
44936.2 0.00498978
44939.7 0.00507117
44943.1 0.00515479
44946.6 0.00524073
44950.0 0.00532909
44953.5 0.00541994
44956.9 0.00551338
44960.4 0.00560952
44963.8 0.00570846
44967.3 0.00581031
44970.7 0.00591518
44974.2 0.00602320
44977.6 0.00613450
44981.1 0.00624920
44984.5 0.00636745
44988.0 0.00648939
44991.4 0.00661556
44994.9 0.00674539
44998.3 0.00687940
45001.8 0.00701779
45005.2 0.00716075
45008.7 0.00730847
45012.1 0.00746118
45015.6 0.00761910
45019.0 0.00778247
45022.5 0.00795154
45025.9 0.00812660
45029.4 0.00830792
45032.8 0.00849581
45036.3 0.00869059
45039.7 0.00889261
45043.2 0.00910223
45046.6 0.00931985
45050.1 0.00954589
45053.5 0.00978079
45057.0 0.0100250
45060.4 0.0102791
45063.9 0.0105436
45067.3 0.0108191
45070.8 0.0111062
45074.2 0.0114057
45077.7 0.0117182
