Hg-198(n,g) ENDFB-8.0
278.116 0.497215
278.863 0.528109
279.611 0.562056
280.358 0.599473
281.105 0.640790
281.479 0.662922
281.853 0.686399
282.600 0.737482
282.974 0.765240
283.347 0.794620
283.721 0.825758
284.094 0.858800
284.642 0.911044
285.190 0.968298
285.738 1.03123
286.286 1.10060
286.834 1.17735
287.382 1.26255
287.930 1.35749
288.204 1.40909
288.478 1.46373
288.790 1.52983
289.101 1.60057
289.413 1.67631
289.724 1.75743
290.035 1.84475
290.191 1.89097
290.347 1.93898
290.502 1.98887
290.658 2.04071
290.814 2.09463
290.969 2.15071
291.106 2.20201
291.243 2.25520
291.312 2.28253
291.380 2.31037
291.449 2.33872
291.517 2.36761
291.586 2.39703
291.654 2.42702
291.723 2.45757
291.791 2.48872
291.860 2.52046
291.928 2.55282
291.997 2.58581
292.065 2.61944
292.134 2.65375
292.202 2.68873
292.271 2.72442
292.339 2.76083
292.408 2.79798
292.476 2.83590
292.545 2.87460
292.579 2.89427
292.613 2.91410
292.645 2.93237
292.676 2.95075
292.707 2.96937
292.738 2.98810
292.782 3.01467
292.825 3.04160
292.869 3.06890
292.912 3.09656
292.968 3.13272
293.024 3.16946
293.081 3.20692
293.137 3.24498
293.193 3.28380
293.249 3.32326
293.305 3.36343
293.361 3.40435
293.429 3.45543
293.498 3.50767
293.566 3.56112
293.635 3.61581
293.703 3.67178
293.772 3.72907
293.840 3.78772
293.909 3.84777
293.977 3.90928
294.046 3.97228
294.114 4.03683
294.183 4.10297
294.251 4.17077
294.320 4.24027
294.388 4.31154
294.457 4.38464
294.525 4.45962
294.594 4.53655
294.662 4.61550
294.731 4.69655
294.799 4.77977
294.868 4.86524
294.936 4.95304
295.005 5.04325
295.086 5.15317
295.167 5.26661
295.248 5.38401
295.328 5.50527
295.409 5.63086
295.490 5.76065
295.571 5.89519
295.652 6.03433
295.721 6.15623
295.789 6.28170
295.858 6.41105
295.926 6.54445
295.995 6.68209
296.063 6.82413
296.132 6.97077
296.200 7.12221
296.269 7.27867
296.337 7.44037
296.406 7.60755
296.474 7.78045
296.543 7.95934
296.611 8.14451
296.680 8.33625
296.748 8.53487
296.817 8.74071
296.885 8.95412
296.954 9.17548
297.022 9.40519
297.091 9.64368
297.159 9.89139
297.228 10.1488
297.296 10.4165
297.365 10.6949
297.433 10.9847
297.502 11.2865
297.570 11.6009
297.639 11.9287
297.707 12.2707
297.776 12.6276
297.844 13.0005
297.907 13.3541
297.969 13.7224
298.031 14.1063
298.093 14.5058
298.156 14.9233
298.218 15.3591
298.280 15.8144
298.343 16.2894
298.405 16.7870
298.467 17.3078
298.529 17.8532
298.592 18.4239
298.654 19.0235
298.716 19.6518
298.778 20.3130
298.841 21.0071
298.909 21.8149
298.978 22.6691
299.046 23.5747
299.115 24.5359
299.183 25.5573
299.252 26.6441
299.320 27.8020
299.389 29.0371
299.457 30.3567
299.526 31.7684
299.594 33.2812
299.663 34.9049
299.731 36.6506
299.800 38.5307
299.868 40.5595
299.937 42.7529
300.005 45.1294
300.074 47.7098
300.142 50.5180
300.211 53.5815
300.279 56.9321
300.314 58.7291
300.348 60.6067
300.382 62.5816
300.416 64.6481
300.451 66.8249
300.485 69.1063
300.519 71.5132
300.553 74.0400
300.588 76.7104
300.622 79.5185
300.656 82.4915
300.690 85.6236
300.725 88.9460
300.759 92.4529
300.793 96.1801
300.827 100.123
300.862 104.321
300.896 108.772
300.930 113.523
300.964 118.569
300.999 123.968
301.033 129.716
301.076 137.624
301.120 146.249
301.164 155.673
301.207 165.988
301.251 177.295
301.294 189.708
301.316 196.368
301.338 203.351
301.360 210.676
301.381 218.323
301.416 231.180
301.450 245.046
301.484 259.997
301.519 276.062
301.553 293.412
301.587 312.021
301.621 332.067
301.656 353.497
301.690 376.486
301.724 400.937
301.758 427.010
301.793 454.548
301.827 483.676
301.861 514.159
301.895 545.975
301.929 578.978
301.971 620.753
302.013 663.586
302.097 750.155
302.139 792.521
302.181 833.237
302.223 871.461
302.265 906.263
302.294 928.372
302.323 948.073
302.353 965.250
302.382 979.561
302.412 990.911
302.441 999.068
302.471 1003.97
302.500 1005.53
302.530 1003.74
302.554 999.803
302.578 993.689
302.602 985.451
302.625 975.211
302.673 948.893
302.721 915.762
302.769 876.789
302.817 833.362
302.865 786.676
302.913 737.981
302.988 660.756
303.062 585.225
303.100 548.966
303.137 514.196
303.175 480.921
303.212 449.453
303.239 427.400
303.267 406.340
303.294 386.279
303.322 367.278
303.349 349.186
303.377 332.050
303.404 315.846
303.432 300.594
303.459 286.150
303.487 272.531
303.514 259.700
303.542 247.659
303.569 236.280
303.597 225.569
303.624 215.486
303.651 206.029
303.679 197.090
303.706 188.672
303.734 180.740
303.761 173.290
303.789 166.237
303.816 159.583
303.844 153.299
303.871 147.384
303.899 141.770
303.926 136.459
303.954 131.431
303.981 126.685
304.036 117.897
304.091 109.974
304.146 102.797
304.201 96.3018
304.256 90.3858
304.311 85.0028
304.366 80.0743
304.421 75.5673
304.476 71.4211
304.531 67.6119
304.583 64.2461
304.635 61.1302
304.688 58.2295
304.740 55.5346
304.793 53.0172
304.845 50.6708
304.898 48.4722
304.950 46.4169
305.003 44.4856
305.055 42.6753
305.108 40.9698
305.160 39.3672
305.212 37.8538
305.265 36.4285
305.317 35.0820
305.370 33.8087
305.425 32.5452
305.480 31.3533
305.589 29.1556
305.699 27.1809
305.809 25.4001
305.919 23.7885
306.029 22.3255
306.139 20.9933
306.249 19.7768
306.324 19.0064
306.399 18.2811
306.474 17.5967
306.549 16.9500
306.698 15.7596
306.848 14.6906
306.998 13.7260
307.148 12.8537
307.298 12.0615
307.447 11.3400
307.557 10.8510
307.667 10.3929
307.777 9.96323
307.887 9.55962
307.997 9.18004
308.107 8.82263
308.217 8.48569
308.327 8.16798
308.436 7.86751
308.546 7.58332
308.766 7.05928
308.986 6.58777
309.206 6.16218
309.425 5.77640
309.645 5.42578
309.865 5.10619
310.085 4.81420
310.305 4.54649
310.524 4.30066
310.744 4.07424
310.964 3.86551
311.164 3.68956
311.363 3.52555
311.563 3.37222
311.763 3.22856
311.963 3.09381
312.163 2.96732
312.362 2.84848
312.562 2.73669
312.762 2.63141
312.962 2.53215
313.162 2.43845
313.361 2.34991
313.761 2.18687
314.160 2.04048
314.380 1.96621
314.600 1.89600
315.040 1.76662
315.479 1.65032
315.919 1.54540
316.358 1.45042
316.798 1.36424
317.237 1.28579
317.677 1.21420
318.236 1.13181
318.796 1.05800
319.355 0.991674
319.914 0.931930
320.474 0.878195
321.033 0.829292
321.593 0.784846
322.152 0.744455
322.592 0.715291
323.031 0.688197
323.471 0.663007
323.910 0.639607
324.350 0.617857
324.789 0.597652
325.229 0.578903
325.668 0.561529
326.108 0.545444
326.547 0.530602
326.987 0.516945
327.427 0.504429
327.866 0.493019
328.306 0.482700
328.745 0.473448
329.185 0.465258
329.824 0.455261
330.463 0.447589
331.103 0.442362
331.742 0.439767
332.221 0.439662
332.701 0.441272
333.180 0.444984
333.660 0.450986
334.139 0.459601
334.619 0.471269
334.859 0.478423
335.098 0.486565
335.338 0.495796
335.578 0.506231
335.898 0.522254
336.217 0.541028
336.537 0.563006
336.857 0.588708
337.176 0.618792
337.336 0.635754
337.496 0.654189
337.656 0.674264
337.816 0.696116
337.975 0.719939
338.135 0.745945
338.355 0.785738
338.575 0.830890
338.795 0.882331
338.904 0.910756
339.014 0.941172
339.124 0.973821
339.234 1.00888
339.344 1.04658
339.454 1.08719
339.564 1.13098
339.674 1.17830
339.784 1.22952
339.893 1.28503
340.003 1.34544
340.113 1.41129
340.223 1.48324
340.333 1.56206
340.443 1.64864
340.553 1.74401
340.663 1.84939
340.772 1.96612
340.882 2.09612
340.992 2.24134
341.047 2.32050
341.102 2.40428
341.157 2.49322
341.212 2.58776
341.267 2.68856
341.322 2.79580
341.377 2.91047
341.432 3.03281
341.487 3.16403
341.542 3.30448
341.597 3.45536
341.651 3.61774
341.721 3.84341
341.791 4.09236
341.861 4.36882
341.931 4.67620
341.966 4.84342
342.001 5.02049
342.036 5.20821
342.071 5.40691
342.106 5.61873
342.141 5.84357
342.176 6.08398
342.211 6.33999
342.266 6.78038
342.321 7.27155
342.348 7.53970
342.376 7.82432
342.403 8.12692
342.431 8.44796
342.458 8.79168
342.486 9.15912
342.513 9.55275
342.541 9.97381
342.568 10.4287
342.596 10.9177
342.623 11.4490
342.650 12.0238
342.673 12.5338
342.695 13.0823
342.718 13.6736
342.740 14.3097
342.763 15.0021
342.785 15.7546
342.808 16.5748
342.830 17.4670
342.853 18.4493
342.875 19.5288
342.898 20.7186
342.920 22.0269
342.943 23.4819
342.965 25.0966
342.988 26.8918
343.010 28.8815
343.024 30.2188
343.038 31.6382
343.051 33.1672
343.065 34.7908
343.079 36.5403
343.093 38.3983
343.106 40.3853
343.120 42.5100
343.134 44.7986
343.147 47.2273
343.161 49.8413
343.175 52.6129
343.189 55.5929
343.202 58.7487
343.216 62.1118
343.230 65.6930
343.239 68.2819
343.249 70.9820
343.258 73.7968
343.267 76.6979
343.277 79.7511
343.286 82.9291
343.296 86.2353
343.305 89.6354
343.314 93.2059
343.324 96.9136
343.333 100.762
343.342 104.709
343.352 108.844
343.361 113.079
343.370 117.509
343.380 122.042
343.394 129.044
343.407 136.325
343.421 143.938
343.435 151.884
343.445 157.894
343.458 166.477
343.472 175.325
343.486 184.495
343.500 193.978
343.513 203.838
343.527 213.918
343.541 224.351
343.555 234.968
343.568 245.906
343.582 256.984
343.609 279.693
343.637 303.037
343.664 326.585
343.692 350.216
343.719 373.520
343.747 396.152
343.774 417.680
343.802 437.901
343.829 456.316
343.857 472.723
343.884 486.743
343.901 494.054
343.918 500.273
343.935 505.424
343.952 509.409
343.976 513.109
344.000 514.320
344.021 513.362
344.042 510.577
344.063 505.996
344.083 499.674
344.104 491.684
344.128 480.461
344.152 467.290
344.176 452.367
344.200 435.977
344.225 417.831
344.250 398.655
344.274 378.548
344.299 357.930
344.348 315.803
344.397 274.174
344.433 244.900
344.468 217.194
344.486 203.975
344.504 191.320
344.522 179.116
344.540 167.517
344.564 152.393
344.589 138.337
344.601 131.710
344.613 125.349
344.626 119.251
344.638 113.459
344.650 107.875
344.663 102.542
344.675 97.4555
344.687 92.6473
344.699 88.0325
344.712 83.6448
344.724 79.4772
344.736 75.5538
344.748 71.8027
344.761 68.2493
344.773 64.8860
344.785 61.7300
344.798 58.7219
344.810 55.8806
344.822 53.1983
344.834 50.6876
344.847 48.2997
344.859 46.0488
344.871 43.9276
344.883 41.9450
344.896 40.0619
344.908 38.3027
344.920 36.6322
344.932 35.0718
344.944 33.7191
344.955 32.4385
344.966 31.2261
344.977 30.0880
344.999 27.9785
345.022 26.0835
345.044 24.3716
345.066 22.8364
345.089 21.4506
345.111 20.1968
345.133 19.0551
345.156 18.0220
345.178 17.0803
345.200 16.2197
345.223 15.4275
345.245 14.7028
345.267 14.0349
345.290 13.4177
345.314 12.7892
345.339 12.2119
345.363 11.6757
345.388 11.1803
345.412 10.7177
345.437 10.2882
345.462 9.88520
345.486 9.50933
345.511 9.15520
345.535 8.82363
345.560 8.51012
345.584 8.21560
345.633 7.67305
345.682 7.18626
345.718 6.86193
345.754 6.56130
345.790 6.28124
345.825 6.01982
345.861 5.77535
345.897 5.54633
345.932 5.33143
345.968 5.12948
346.004 4.93889
346.040 4.75979
346.075 4.59077
346.111 4.43108
346.182 4.13694
346.254 3.87256
346.303 3.70560
346.352 3.55007
346.401 3.40463
346.450 3.26842
346.499 3.14065
346.549 3.02063
346.598 2.90774
346.647 2.80141
346.696 2.70114
346.745 2.60646
346.843 2.43230
346.941 2.27602
347.040 2.13523
347.098 2.05840
347.156 1.98605
347.272 1.85299
347.388 1.73379
347.504 1.62666
347.620 1.52985
347.736 1.44220
347.852 1.36242
347.968 1.28970
348.066 1.23294
348.165 1.18024
348.263 1.13117
348.361 1.08540
348.459 1.04265
348.557 1.00265
348.656 0.965171
348.754 0.930002
348.852 0.896955
348.950 0.865861
349.147 0.808931
349.343 0.758156
349.539 0.712667
349.754 0.668217
349.968 0.628429
350.182 0.592662
350.396 0.560398
350.611 0.531170
350.825 0.504624
351.039 0.480429
351.254 0.458295
351.450 0.439578
351.646 0.422235
351.843 0.406130
352.039 0.391149
352.236 0.377188
352.432 0.364153
352.628 0.351961
352.825 0.340538
353.218 0.319736
353.611 0.301310
354.003 0.284892
354.396 0.270188
354.682 0.260428
354.968 0.251368
355.253 0.242938
355.539 0.235079
355.825 0.227747
356.110 0.220904
356.682 0.208437
357.253 0.197353
357.825 0.187479
358.396 0.178634
358.967 0.170673
359.682 0.161779
360.396 0.153884
361.110 0.146835
361.824 0.140509
362.539 0.134806
363.253 0.129644
363.967 0.124956
364.681 0.120705
365.467 0.116465
366.253 0.112579
367.038 0.109031
367.824 0.105818
368.610 0.102885
369.395 0.100194
370.181 0.0977501
370.966 0.0955255
371.752 0.0934870
372.538 0.0916404
374.109 0.0884649
375.680 0.0859175
377.252 0.0839418
378.395 0.0828567
379.537 0.0820583
380.680 0.0815460
381.823 0.0813243
383.109 0.0814347
384.394 0.0819470
385.680 0.0828902
386.965 0.0843037
388.251 0.0862410
389.537 0.0887727
390.822 0.0919924
392.108 0.0960002
392.894 0.0989021
393.679 0.102222
394.465 0.105993
395.251 0.110275
396.036 0.115141
396.822 0.120676
397.608 0.126985
398.393 0.134192
399.072 0.141259
399.750 0.149231
400.429 0.158253
400.768 0.163212
401.107 0.168502
401.447 0.174153
401.786 0.180195
402.125 0.186663
402.464 0.193588
402.804 0.201002
403.143 0.208949
403.482 0.217527
403.821 0.226792
404.214 0.238460
404.607 0.251244
405.000 0.265294
405.393 0.280771
405.786 0.297879
406.179 0.316841
406.571 0.337938
406.964 0.361496
407.339 0.386644
407.527 0.400320
407.714 0.414807
407.902 0.430170
408.089 0.446481
408.277 0.463819
408.464 0.482262
408.652 0.501926
408.839 0.522909
409.027 0.545330
409.214 0.569319
409.402 0.595017
409.589 0.622580
409.777 0.652198
409.964 0.684081
410.160 0.720253
410.357 0.759533
410.553 0.802297
410.750 0.848957
410.946 0.899993
411.142 0.955966
411.339 1.01754
411.535 1.08548
411.732 1.16074
411.928 1.24433
412.026 1.28965
412.125 1.33757
412.223 1.38829
412.321 1.44202
412.419 1.49903
412.517 1.55957
412.616 1.62394
412.714 1.69248
412.812 1.76555
412.910 1.84357
413.008 1.92698
413.107 2.01630
413.232 2.13943
413.357 2.27443
413.482 2.42287
413.607 2.58666
413.732 2.76803
413.857 2.96963
413.919 3.07899
413.982 3.19464
414.044 3.31707
414.106 3.44662
414.205 3.66700
414.303 3.90944
414.401 4.17729
414.499 4.47429
414.598 4.80489
414.647 4.98442
414.696 5.17444
414.745 5.37581
414.794 5.58944
414.843 5.81639
414.892 6.05781
414.935 6.27944
414.977 6.51322
415.019 6.76067
415.062 7.02290
415.104 7.30115
415.147 7.59679
415.189 7.91135
415.231 8.24654
415.274 8.60514
415.316 8.98763
415.359 9.39725
415.401 9.83675
415.444 10.3093
415.486 10.8184
415.507 11.0879
415.528 11.3682
415.550 11.6598
415.571 11.9634
415.598 12.3655
415.624 12.7896
415.651 13.2373
415.678 13.7087
415.705 14.2097
415.718 14.4713
415.731 14.7407
415.745 15.0184
415.758 15.3046
415.772 15.5998
415.785 15.9021
415.805 16.3774
415.825 16.8763
415.845 17.4006
415.865 17.9523
415.885 18.5335
415.896 18.8374
415.906 19.1465
415.916 19.4673
415.926 19.7938
415.936 20.1329
415.946 20.4783
415.961 21.0409
415.977 21.6260
415.993 22.2387
416.008 22.8809
416.024 23.5547
416.032 23.9042
416.039 24.2624
416.047 24.6296
416.055 25.0062
416.063 25.3924
416.071 25.7887
416.083 26.4348
416.095 27.1083
416.108 27.8105
416.120 28.5433
416.132 29.3083
416.144 30.1075
416.157 30.9427
416.169 31.8089
416.181 32.7224
416.194 33.6787
416.206 34.6802
416.218 35.7209
416.230 36.8205
416.243 37.9737
416.255 39.1835
416.267 40.4427
416.279 41.7752
416.292 43.1747
416.304 44.6447
416.316 46.1765
416.329 47.7993
416.341 49.5051
416.353 51.2983
416.365 53.1681
416.378 55.1498
416.390 57.2335
416.402 59.4246
416.414 61.7091
416.427 64.1301
416.439 66.6750
416.451 69.3498
416.464 72.1370
416.476 75.0884
416.488 78.1880
416.500 81.4422
416.513 84.8289
416.525 88.4102
416.537 92.1655
416.550 96.1013
416.562 100.190
416.574 104.504
416.586 109.019
416.599 113.739
416.611 118.631
416.623 123.780
416.635 129.152
416.648 134.754
416.660 140.541
416.672 146.613
416.685 152.929
416.697 159.491
416.709 166.303
416.721 173.367
416.734 180.686
416.746 188.261
416.758 196.028
416.771 204.114
416.783 212.455
416.807 229.822
416.832 248.167
416.856 267.447
416.881 287.686
416.905 308.641
416.930 330.386
416.955 352.627
416.979 375.410
417.004 398.397
417.053 444.657
417.102 489.875
417.151 532.354
417.176 552.056
417.200 570.340
417.225 587.080
417.249 602.083
417.277 617.063
417.306 629.184
417.334 638.303
417.362 644.266
417.381 646.438
417.400 647.139
417.419 646.373
417.450 642.002
417.480 633.846
417.511 622.067
417.542 606.951
417.569 590.540
417.597 571.912
417.625 551.214
417.653 528.894
417.681 504.929
417.709 479.971
417.764 428.005
417.820 375.526
417.876 324.547
417.901 302.306
417.927 280.849
417.952 260.278
417.978 240.672
418.003 222.089
418.028 204.571
418.054 188.138
418.079 172.855
418.107 157.191
418.121 149.844
418.135 142.863
418.149 136.142
418.163 129.769
418.177 123.646
418.191 117.853
418.205 112.298
418.219 107.015
418.233 101.995
418.247 97.2614
418.261 92.7373
418.275 88.4778
418.289 84.4119
418.303 80.5884
418.319 76.3127
418.336 72.3078
418.352 68.5588
418.369 65.0508
418.385 61.7694
418.402 58.7009
418.418 55.8319
418.435 53.1495
418.451 50.6416
418.468 48.2966
418.484 46.1033
418.501 44.0513
418.517 42.1309
418.534 40.3326
418.550 38.6479
418.567 37.0686
418.595 34.6084
418.622 32.4036
418.650 30.4154
418.678 28.6177
418.706 26.9822
418.734 25.5004
418.762 24.1489
418.790 22.9126
418.818 21.7745
418.846 20.7311
418.874 19.7683
418.902 18.8775
418.930 18.0513
418.957 17.2830
418.985 16.5669
419.013 15.8981
419.041 15.2699
419.069 14.6831
419.097 14.1317
419.125 13.6129
419.153 13.1222
419.181 12.6608
419.237 11.8118
419.293 11.0481
419.348 10.3605
419.404 9.73653
419.460 9.17033
419.508 8.72053
419.557 8.30492
419.605 7.91845
419.653 7.55983
419.701 7.22501
419.750 6.91314
419.798 6.62152
419.846 6.34838
419.894 6.09166
419.942 5.85100
419.991 5.62460
420.039 5.41134
420.087 5.20980
420.135 5.01989
420.232 4.67045
420.288 4.48454
420.343 4.30999
420.399 4.14531
420.455 3.99031
420.511 3.84371
420.567 3.70540
420.679 3.45037
420.790 3.22113
420.902 3.01429
421.014 2.82701
421.125 2.65702
421.196 2.55670
421.267 2.46204
421.339 2.37261
421.410 2.28816
421.552 2.13222
421.694 1.99203
421.836 1.86532
421.978 1.75054
422.120 1.64608
422.262 1.55085
422.374 1.48172
422.486 1.41717
422.598 1.35679
422.709 1.30024
422.821 1.24720
422.933 1.19739
423.044 1.15054
423.156 1.10647
423.268 1.06489
423.379 1.02565
423.491 0.988572
423.603 0.953502
423.826 0.888828
424.049 0.830652
424.273 0.778083
424.496 0.730444
424.720 0.687135
424.943 0.647645
425.166 0.611538
425.390 0.578442
425.613 0.548040
425.837 0.520071
426.050 0.495378
426.263 0.472459
426.476 0.451120
426.689 0.431218
426.903 0.412626
427.116 0.395255
427.329 0.378994
427.542 0.363750
427.756 0.349434
427.969 0.335984
428.182 0.323325
428.395 0.311397
428.608 0.300143
428.822 0.289514
429.248 0.269952
429.695 0.251597
430.142 0.235141
430.588 0.220322
431.035 0.206934
431.482 0.194794
431.929 0.183754
432.375 0.173680
432.822 0.164466
433.167 0.157870
433.513 0.151692
433.858 0.145897
434.203 0.140462
434.548 0.135363
434.893 0.130553
435.584 0.121700
436.274 0.113783
436.965 0.106679
437.655 0.100279
438.346 0.0944907
438.792 0.0910345
439.239 0.0877839
439.686 0.0847227
440.133 0.0818371
441.026 0.0765368
441.920 0.0717912
442.813 0.0675233
443.707 0.0636699
444.600 0.0601776
445.494 0.0570012
446.306 0.0543557
447.118 0.0519152
447.931 0.0496584
448.743 0.0475755
450.042 0.0445394
451.342 0.0418184
452.642 0.0393760
453.941 0.0371739
455.241 0.0351800
456.541 0.0333678
457.191 0.0325261
457.515 0.0321182
457.840 0.0318582
458.003 0.0323517
458.084 0.0332781
458.165 0.0352562
458.247 0.0391493
458.287 0.0422094
458.328 0.0462993
458.368 0.0516859
458.409 0.0586784
458.450 0.0676280
458.490 0.0789228
458.531 0.0930186
458.571 0.110282
458.612 0.131183
458.653 0.156140
458.693 0.185536
458.734 0.219689
458.774 0.258830
458.815 0.303079
458.856 0.352550
458.896 0.406841
458.937 0.465751
458.978 0.528808
459.018 0.595389
459.059 0.664740
459.140 0.808222
459.140 1.58605
492.944 1.50076
526.747 1.42528
560.551 1.35794
594.355 1.29746
628.159 1.24281
661.963 1.19314
695.766 1.14779
729.570 1.10619
763.374 1.06789
797.178 1.03249
830.981 0.999656
864.785 0.969119
932.393 0.913990
1000.00 0.865540
1070.31 0.832822
1140.63 0.803308
1210.94 0.776515
1281.25 0.752055
1351.56 0.729611
1421.88 0.708927
1562.50 0.672008
1703.13 0.639956
1843.75 0.611802
1984.38 0.586825
2125.00 0.564477
2265.63 0.544333
2406.25 0.526058
2546.88 0.509384
2687.50 0.494094
2828.13 0.480008
2968.75 0.466978
3250.00 0.443614
3531.25 0.423218
3812.50 0.405220
4093.75 0.389190
4375.00 0.374798
4656.25 0.361787
4937.50 0.349952
5218.75 0.339129
5500.00 0.329183
5781.25 0.320003
6062.50 0.311498
6625.00 0.296213
7187.50 0.282835
7750.00 0.271004
8312.50 0.260447
8875.00 0.250954
9437.50 0.242359
10000.0 0.234531
10703.1 0.228732
11406.3 0.223432
12812.5 0.214064
14218.8 0.206005
15625.0 0.198970
17031.3 0.192751
18437.5 0.187199
19843.8 0.182197
21250.0 0.177658
24062.5 0.169705
26875.0 0.162932
29687.5 0.157066
32500.0 0.151914
35312.5 0.147339
38125.0 0.143237
40937.5 0.139529
43750.0 0.136155
49375.0 0.130220
55000.0 0.125145
60625.0 0.120735
66250.0 0.116852
71875.0 0.113395
77500.0 0.110290
83125.0 0.107480
88750.0 0.104918
100000 0.100404
106250 0.0975534
112500 0.0949399
125000 0.0903045
137500 0.0863065
150000 0.0828115
162500 0.0797214
175000 0.0769634
187500 0.0744816
200000 0.0722325
218750 0.0692217
237500 0.0665693
256250 0.0642090
275000 0.0620905
293750 0.0601750
312500 0.0584318
331250 0.0568364
350000 0.0553689
381949 0.0531180
413898 0.0511289
413898 0.0511289
413900 0.0511288
420000 0.0507746
425000 0.0504899
440000 0.0496647
460000 0.0486269
500000 0.0467382
523385 0.0452742
546770 0.0439171
593539 0.0414778
600000 0.0411663
646410 0.0410933
649020 0.0410894
692820 0.0410256
746410 0.0409529
800000 0.0408853
850000 0.0416820
900000 0.0424473
1.00000E+06 0.0438950
1.05380E+06 0.0419638
1.05384E+06 0.0419625
1.05384E+06 0.0419624
1.05384E+06 0.0419623
1.07836E+06 0.0411419
1.09320E+06 0.0406620
1.09324E+06 0.0406607
1.09324E+06 0.0406606
1.09324E+06 0.0406606
1.10288E+06 0.0403553
1.13243E+06 0.0394495
1.15192E+06 0.0388758
1.17162E+06 0.0383139
1.25000E+06 0.0362418
1.37500E+06 0.0357706
1.40864E+06 0.0356520
1.40864E+06 0.0356520
1.40870E+06 0.0356518
1.42663E+06 0.0355900
1.42663E+06 0.0355899
1.43010E+06 0.0355781
1.43356E+06 0.0355663
1.44049E+06 0.0355427
1.45435E+06 0.0354960
1.46331E+06 0.0354661
1.48166E+06 0.0354055
1.50000E+06 0.0353457
1.55639E+06 0.0344340
1.55639E+06 0.0344339
1.56041E+06 0.0343712
1.56442E+06 0.0343087
1.57245E+06 0.0341846
1.58851E+06 0.0339395
1.60456E+06 0.0336986
1.62062E+06 0.0334618
1.62644E+06 0.0333770
1.63226E+06 0.0332927
1.64390E+06 0.0331256
1.64393E+06 0.0331252
1.64394E+06 0.0331251
1.64394E+06 0.0331251
1.65506E+06 0.0329673
1.66618E+06 0.0328113
1.68843E+06 0.0325045
1.69188E+06 0.0324576
1.69190E+06 0.0324573
1.71116E+06 0.0321982
1.73041E+06 0.0319441
1.73294E+06 0.0319111
1.75000E+06 0.0316904
1.76892E+06 0.0314500
1.76897E+06 0.0314494
1.77559E+06 0.0313663
1.78222E+06 0.0312837
1.79547E+06 0.0311200
1.80871E+06 0.0309585
1.82196E+06 0.0307989
1.82505E+06 0.0307620
1.82505E+06 0.0307619
1.82925E+06 0.0307119
1.83345E+06 0.0306621
1.84184E+06 0.0305631
1.84420E+06 0.0305354
1.84425E+06 0.0305348
1.84425E+06 0.0305348
1.84595E+06 0.0305149
1.85661E+06 0.0303907
1.85661E+06 0.0303907
1.86244E+06 0.0303233
1.86827E+06 0.0302563
1.86827E+06 0.0302563
1.87573E+06 0.0301711
1.88318E+06 0.0300865
1.89608E+06 0.0299414
1.90898E+06 0.0297979
1.91109E+06 0.0297746
1.91526E+06 0.0297287
1.91943E+06 0.0296830
1.91943E+06 0.0296830
1.92054E+06 0.0296708
1.92074E+06 0.0296686
1.92212E+06 0.0296535
1.93186E+06 0.0295476
1.94159E+06 0.0294427
1.96106E+06 0.0292353
1.98053E+06 0.0290315
2.00000E+06 0.0288311
2.01563E+06 0.0283624
2.03125E+06 0.0279048
2.06250E+06 0.0270217
2.09375E+06 0.0261792
2.12500E+06 0.0253749
2.15625E+06 0.0246065
2.18750E+06 0.0238720
2.25000E+06 0.0224967
2.31250E+06 0.0212352
2.37500E+06 0.0200753
2.43750E+06 0.0190064
2.50000E+06 0.0180194
2.53125E+06 0.0175572
2.56250E+06 0.0171122
2.59375E+06 0.0166838
2.62500E+06 0.0162710
2.68750E+06 0.0154895
2.75000E+06 0.0147622
2.81250E+06 0.0140842
2.87500E+06 0.0134513
2.93750E+06 0.0128596
3.00000E+06 0.0123055
3.06250E+06 0.0116520
3.12500E+06 0.0110453
3.18750E+06 0.0104814
3.25000E+06 0.00995630
3.31250E+06 0.00946682
3.37500E+06 0.00900989
3.43750E+06 0.00858280
3.50000E+06 0.00818311
3.56250E+06 0.00780862
3.62500E+06 0.00745735
3.68750E+06 0.00712748
3.75000E+06 0.00681739
3.81250E+06 0.00652558
3.87500E+06 0.00625071
3.93750E+06 0.00599154
4.00000E+06 0.00574695
4.05647E+06 0.00545873
4.11293E+06 0.00518866
4.16940E+06 0.00493536
4.22587E+06 0.00469759
4.28233E+06 0.00447421
4.33880E+06 0.00426417
4.39526E+06 0.00406652
4.45173E+06 0.00388038
4.50000E+06 0.00372977
4.55043E+06 0.00358027
4.60087E+06 0.00343831
4.65130E+06 0.00330344
4.70174E+06 0.00317523
4.80260E+06 0.00293724
4.90347E+06 0.00272148
4.98116E+06 0.00256890
5.00000E+06 0.00253355
5.06250E+06 0.00238397
5.12500E+06 0.00224490
5.18750E+06 0.00211548
5.25000E+06 0.00199495
5.31250E+06 0.00188258
5.37500E+06 0.00177775
5.43750E+06 0.00167987
5.50000E+06 0.00158841
5.56250E+06 0.00150288
5.62500E+06 0.00142283
5.68750E+06 0.00134786
5.75000E+06 0.00127760
5.81250E+06 0.00121170
5.87500E+06 0.00114985
5.93750E+06 0.00109176
6.00000E+06 0.00103717
6.07121E+06 0.000964096
6.14243E+06 0.000896935
6.21364E+06 0.000835146
6.28485E+06 0.000778248
6.35606E+06 0.000725802
6.42728E+06 0.000677417
6.49849E+06 0.000632738
6.56970E+06 0.000591447
