Sn-117(n,g) ENDFB-8.0
0.00200000 3.80591
0.00209375 3.71974
0.00218750 3.63916
0.00228125 3.56360
0.00237500 3.49256
0.00246875 3.42561
0.00256250 3.36237
0.00265625 3.30250
0.00275000 3.24573
0.00284375 3.19178
0.00293750 3.14044
0.00303125 3.09150
0.00312500 3.04478
0.00321875 3.00011
0.00331250 2.95736
0.00340625 2.91638
0.00350000 2.87706
0.00359375 2.83929
0.00368750 2.80297
0.00378125 2.76801
0.00387500 2.73432
0.00396875 2.70184
0.00406250 2.67049
0.00425000 2.61092
0.00443750 2.55518
0.00462500 2.50285
0.00481250 2.45362
0.00500000 2.40719
0.00515625 2.37044
0.00531250 2.33533
0.00546875 2.30173
0.00562500 2.26954
0.00578125 2.23867
0.00593750 2.20903
0.00609375 2.18053
0.00625000 2.15311
0.00640625 2.12669
0.00656250 2.10123
0.00671875 2.07666
0.00687500 2.05293
0.00718750 2.00782
0.00750000 1.96556
0.00781250 1.92586
0.00812500 1.88847
0.00843750 1.85318
0.00875000 1.81979
0.00906250 1.78815
0.00937500 1.75810
0.00968750 1.72952
0.0100000 1.70229
0.0103125 1.67631
0.0106250 1.65148
0.0109375 1.62773
0.0112500 1.60497
0.0115625 1.58314
0.0118750 1.56218
0.0121875 1.54204
0.0125000 1.52265
0.0128125 1.50398
0.0131250 1.48598
0.0134375 1.46861
0.0137500 1.45184
0.0143750 1.41994
0.0150000 1.39007
0.0156250 1.36200
0.0162500 1.33557
0.0168750 1.31062
0.0175000 1.28701
0.0181250 1.26464
0.0187500 1.24340
0.0193750 1.22319
0.0200000 1.20394
0.0206625 1.18449
0.0213250 1.16596
0.0219875 1.14827
0.0226500 1.13137
0.0233125 1.11519
0.0239750 1.09969
0.0246375 1.08482
0.0253000 1.07053
0.0264578 1.04687
0.0276156 1.02472
0.0287734 1.00392
0.0299313 0.984335
0.0310891 0.965862
0.0322469 0.948394
0.0334047 0.931843
0.0345625 0.916130
0.0355274 0.903627
0.0364922 0.891621
0.0374570 0.880082
0.0384219 0.868979
0.0393867 0.858287
0.0403516 0.847979
0.0413164 0.838035
0.0422813 0.828433
0.0442109 0.810182
0.0461406 0.793089
0.0480703 0.777038
0.0500000 0.761926
0.0515625 0.750317
0.0531250 0.739226
0.0546875 0.728614
0.0562500 0.718448
0.0578125 0.708698
0.0593750 0.699337
0.0609375 0.690339
0.0625000 0.681683
0.0640625 0.673348
0.0656250 0.665313
0.0671875 0.657562
0.0687500 0.650077
0.0718750 0.635846
0.0750000 0.622513
0.0781250 0.609985
0.0812500 0.598186
0.0843750 0.587050
0.0875000 0.576517
0.0906250 0.566536
0.0937500 0.557059
0.0968750 0.548047
0.100000 0.539462
0.103125 0.531272
0.106250 0.523447
0.109375 0.515962
0.112500 0.508792
0.115625 0.501916
0.118750 0.495315
0.121875 0.488971
0.125000 0.482869
0.128125 0.476994
0.131250 0.471333
0.134375 0.465874
0.137500 0.460604
0.143750 0.450585
0.150000 0.441198
0.156250 0.432380
0.162500 0.424079
0.168750 0.416249
0.175000 0.408846
0.181250 0.401834
0.187500 0.395182
0.193750 0.388862
0.200000 0.382847
0.209375 0.374342
0.218750 0.366392
0.228125 0.358945
0.237500 0.351953
0.246875 0.345373
0.256250 0.339167
0.265625 0.333302
0.275000 0.327750
0.284375 0.322485
0.293750 0.317484
0.303125 0.312728
0.312500 0.308197
0.321875 0.303877
0.331250 0.299752
0.340625 0.295810
0.350000 0.292038
0.359375 0.288426
0.368750 0.284965
0.378125 0.281645
0.387500 0.278460
0.396875 0.275404
0.406250 0.272470
0.425000 0.266932
0.443750 0.261793
0.462500 0.257027
0.500000 0.248517
0.531250 0.242336
0.562500 0.236874
0.593750 0.232096
0.625000 0.227964
0.656250 0.224457
0.687500 0.221574
0.718750 0.219332
0.750000 0.217771
0.781250 0.216954
0.804688 0.216886
0.828125 0.217348
0.851563 0.218413
0.875000 0.220170
0.906250 0.223769
0.921875 0.226227
0.937500 0.229229
0.953125 0.232852
0.968750 0.237186
0.984375 0.242347
1.00000 0.248484
1.01483 0.255371
1.02965 0.263486
1.04447 0.273062
1.05930 0.284398
1.06671 0.290845
1.07412 0.297887
1.08153 0.305593
1.08895 0.314037
1.09636 0.323303
1.10377 0.333488
1.11118 0.344699
1.11859 0.357062
1.12848 0.375590
1.13836 0.396824
1.14330 0.408605
1.14824 0.421248
1.15319 0.434835
1.15813 0.449443
1.16307 0.465169
1.16801 0.482107
1.17295 0.500373
1.17789 0.520079
1.18283 0.541364
1.18778 0.564359
1.19272 0.589217
1.19766 0.616100
1.20309 0.648214
1.20853 0.683205
1.21396 0.721317
1.21940 0.762763
1.22484 0.807768
1.23027 0.856493
1.23571 0.909082
1.24114 0.965570
1.24725 1.03365
1.25336 1.10633
1.25946 1.18310
1.26557 1.26311
1.27779 1.42777
1.28389 1.50897
1.29000 1.58662
1.29463 1.64161
1.29925 1.69212
1.30388 1.73712
1.30850 1.77563
1.31313 1.80676
1.31775 1.82980
1.32238 1.84419
1.32700 1.84963
1.33105 1.84695
1.33509 1.83740
1.33914 1.82120
1.34319 1.79869
1.34724 1.77031
1.35128 1.73659
1.35533 1.69814
1.35938 1.65562
1.36747 1.56108
1.37556 1.45840
1.39175 1.24762
1.39817 1.16718
1.40459 1.09044
1.41101 1.01814
1.41743 0.950701
1.42386 0.888290
1.43028 0.830881
1.43670 0.778312
1.44312 0.730328
1.44955 0.686530
1.45599 0.646698
1.46242 0.610478
1.46886 0.577549
1.47529 0.547585
1.48173 0.520301
1.48816 0.495418
1.49459 0.472698
1.50103 0.451912
1.50746 0.432866
1.51390 0.415381
1.52033 0.399303
1.52677 0.384486
1.53320 0.370811
1.53964 0.358164
1.54607 0.346451
1.55251 0.335580
1.55894 0.325477
1.56538 0.316071
1.57181 0.307302
1.58468 0.291453
1.59755 0.277547
1.60749 0.267938
1.61744 0.259188
1.62738 0.251196
1.63733 0.243876
1.64727 0.237149
1.65722 0.230949
1.67710 0.219909
1.69699 0.210383
1.71688 0.202096
1.73677 0.194833
1.75666 0.188422
1.77187 0.184010
1.78708 0.179967
1.81749 0.172824
1.84791 0.166685
1.87833 0.161333
1.90875 0.156631
1.93917 0.152466
1.96958 0.148749
2.00000 0.145408
2.04688 0.140854
2.09375 0.136875
2.14063 0.133364
2.18750 0.130253
2.28125 0.124874
2.37500 0.120334
2.46875 0.116435
2.56250 0.113020
2.65625 0.109981
2.75000 0.107259
2.93750 0.102492
3.12500 0.0984079
3.31250 0.0948470
3.50000 0.0916916
3.68750 0.0888609
3.87500 0.0862969
4.06250 0.0839567
4.25000 0.0818071
4.62500 0.0779808
5.00000 0.0746673
5.31250 0.0722188
5.62500 0.0700031
5.93750 0.0679893
6.25000 0.0661499
6.56250 0.0644628
6.87500 0.0629099
7.50000 0.0601494
8.12500 0.0577750
8.75000 0.0557215
9.37500 0.0539363
10.0000 0.0523795
10.4985 0.0512953
10.9969 0.0503214
11.4954 0.0494445
11.9939 0.0486672
12.4924 0.0480057
12.9908 0.0474414
13.4893 0.0469812
13.9878 0.0466548
14.3201 0.0466036
14.5174 0.0467202
14.6160 0.0468620
14.7147 0.0471053
14.8134 0.0475397
14.8627 0.0478775
14.9120 0.0483482
14.9613 0.0490306
14.9860 0.0494926
15.0107 0.0500709
15.0353 0.0508082
15.0600 0.0517652
15.0847 0.0530306
15.0970 0.0538161
15.1093 0.0547285
15.1288 0.0564832
15.1483 0.0587081
15.1580 0.0600314
15.1677 0.0615116
15.1775 0.0631643
15.1872 0.0649975
15.1969 0.0670239
15.2067 0.0692475
15.2164 0.0716700
15.2262 0.0742850
15.2359 0.0770881
15.2456 0.0800570
15.2651 0.0863989
15.2887 0.0944300
15.3123 0.102126
15.3241 0.105575
15.3359 0.108604
15.3477 0.111110
15.3595 0.112999
15.3723 0.114266
15.3850 0.114674
15.3946 0.114401
15.4042 0.113637
15.4138 0.112402
15.4235 0.110728
15.4331 0.108656
15.4427 0.106238
15.4523 0.103530
15.4619 0.100592
15.4863 0.0925064
15.5107 0.0842841
15.5230 0.0803622
15.5352 0.0766601
15.5474 0.0732238
15.5596 0.0700815
15.5751 0.0665232
15.5907 0.0634576
15.6062 0.0608527
15.6218 0.0586634
15.6373 0.0568375
15.6528 0.0553211
15.6684 0.0540635
15.6839 0.0530189
15.6995 0.0521476
15.7150 0.0514177
15.7461 0.0502780
15.7772 0.0494417
15.8082 0.0488092
15.8571 0.0480833
15.9059 0.0475677
16.0036 0.0468969
16.1013 0.0464902
16.1990 0.0462187
16.3944 0.0459045
16.5898 0.0457293
17.1581 0.0455628
17.8686 0.0456857
18.5791 0.0460491
19.2895 0.0466500
20.0000 0.0476147
20.2645 0.0481668
20.3967 0.0485217
20.5289 0.0489921
20.6612 0.0496443
20.7273 0.0500905
20.7934 0.0506758
20.8595 0.0514862
20.8926 0.0520234
20.9256 0.0526925
20.9587 0.0535499
20.9918 0.0546851
21.0083 0.0553992
21.0248 0.0562433
21.0413 0.0572494
21.0579 0.0584568
21.0799 0.0604674
21.1019 0.0630661
21.1130 0.0646376
21.1240 0.0664207
21.1350 0.0684385
21.1460 0.0707142
21.1570 0.0732694
21.1681 0.0761232
21.1791 0.0792908
21.1901 0.0827817
21.2011 0.0865986
21.2121 0.0907352
21.2232 0.0951749
21.2342 0.0998851
21.2549 0.109351
21.2757 0.119241
21.2964 0.129011
21.3068 0.133651
21.3171 0.138010
21.3258 0.141363
21.3344 0.144411
21.3430 0.147113
21.3516 0.149427
21.3602 0.151318
21.3689 0.152755
21.3775 0.153716
21.3861 0.154184
21.3900 0.154233
21.3984 0.153989
21.4068 0.153277
21.4152 0.152108
21.4236 0.150502
21.4319 0.148481
21.4403 0.146081
21.4487 0.143331
21.4571 0.140278
21.4680 0.135921
21.4789 0.131217
21.5007 0.121175
21.5225 0.110903
21.5443 0.101053
21.5546 0.0966685
21.5649 0.0925226
21.5752 0.0886349
21.5856 0.0850210
21.5959 0.0816854
21.6062 0.0786348
21.6165 0.0758606
21.6269 0.0733528
21.6372 0.0710955
21.6475 0.0690769
21.6681 0.0656771
21.6888 0.0630018
21.7094 0.0609112
21.7244 0.0596910
21.7393 0.0586692
21.7691 0.0570848
21.7989 0.0559440
21.8287 0.0551042
21.8585 0.0544722
21.8884 0.0539877
21.9480 0.0533146
22.0077 0.0528945
22.0673 0.0526309
22.1866 0.0523772
22.3517 0.0523638
22.5169 0.0525544
22.8472 0.0532163
23.1776 0.0541339
23.5079 0.0552471
23.8382 0.0565649
24.1685 0.0581428
24.4989 0.0600807
24.6640 0.0612808
24.8292 0.0627182
24.9255 0.0637106
25.0219 0.0648567
25.1182 0.0662084
25.2146 0.0678568
25.3109 0.0699447
25.3591 0.0712186
25.4073 0.0726993
25.4555 0.0744467
25.5036 0.0765437
25.5518 0.0791103
25.5759 0.0806224
25.6000 0.0823243
25.6321 0.0849584
25.6642 0.0881218
25.6803 0.0899550
25.6963 0.0919925
25.7124 0.0942698
25.7284 0.0968289
25.7445 0.0997273
25.7605 0.103031
25.7766 0.106824
25.7927 0.111210
25.8087 0.116322
25.8248 0.122322
25.8408 0.129405
25.8489 0.133425
25.8569 0.137804
25.8643 0.142234
25.8718 0.147041
25.8793 0.152259
25.8867 0.157916
25.8942 0.164065
25.9016 0.170727
25.9091 0.177964
25.9165 0.185796
25.9240 0.194287
25.9314 0.203458
25.9389 0.213377
25.9464 0.224057
25.9538 0.235568
25.9613 0.247916
25.9687 0.261167
25.9762 0.275315
25.9865 0.296486
25.9968 0.319474
26.0071 0.344306
26.0175 0.370953
26.0278 0.399374
26.0381 0.429394
26.0484 0.460873
26.0588 0.493589
26.0840 0.576979
26.1092 0.660672
26.1216 0.699743
26.1339 0.736449
26.1462 0.769934
26.1586 0.799352
26.1717 0.825339
26.1848 0.845139
26.1913 0.852521
26.1979 0.858144
26.2044 0.861964
26.2110 0.863951
26.2150 0.864256
26.2216 0.863255
26.2281 0.860414
26.2347 0.855756
26.2412 0.849320
26.2543 0.831333
26.2674 0.807021
26.2780 0.783369
26.2885 0.756555
26.2990 0.727076
26.3096 0.695455
26.3302 0.629260
26.3509 0.560759
26.3688 0.502383
26.3866 0.446710
26.3956 0.420300
26.4045 0.395056
26.4134 0.371016
26.4223 0.348302
26.4345 0.319368
26.4407 0.305859
26.4468 0.293009
26.4529 0.280770
26.4590 0.269174
26.4651 0.258170
26.4712 0.247780
26.4773 0.237953
26.4834 0.228688
26.4895 0.219965
26.4956 0.211775
26.5017 0.204070
26.5078 0.196851
26.5200 0.183733
26.5313 0.173059
26.5426 0.163635
26.5539 0.155309
26.5651 0.147970
26.5764 0.141486
26.5877 0.135764
26.5990 0.130698
26.6102 0.126213
26.6215 0.122225
26.6328 0.118676
26.6441 0.115503
26.6553 0.112663
26.6666 0.110108
26.6779 0.107806
26.7004 0.103834
26.7155 0.101573
26.7305 0.0995703
26.7605 0.0961924
26.7906 0.0934704
26.8207 0.0912497
26.8507 0.0894176
26.8808 0.0878947
26.9109 0.0866198
26.9409 0.0855480
27.0011 0.0838789
27.0612 0.0826862
27.1213 0.0818418
27.1815 0.0812601
27.2716 0.0807514
27.3618 0.0805577
27.5122 0.0807119
27.6625 0.0812888
27.8128 0.0821664
27.9631 0.0832460
28.1285 0.0846300
28.2938 0.0861936
28.6245 0.0897928
28.9553 0.0939797
29.2860 0.0987634
29.6167 0.104194
29.9474 0.110354
30.1127 0.113743
30.2781 0.117360
30.4434 0.121226
30.6088 0.125366
30.8493 0.131934
31.0898 0.139245
31.3303 0.147434
31.5709 0.156642
31.6911 0.161705
31.8264 0.167861
31.9617 0.174560
32.0970 0.181887
32.2323 0.189963
32.3676 0.198956
32.5029 0.209097
32.6381 0.220715
32.7058 0.227223
32.7734 0.234310
32.8411 0.242101
32.9087 0.250757
32.9764 0.260486
33.0440 0.271565
33.1117 0.284386
33.1455 0.291618
33.1793 0.299520
33.2131 0.308214
33.2470 0.317843
33.2808 0.328597
33.3146 0.340718
33.3484 0.354526
33.3822 0.370433
33.4161 0.389020
33.4330 0.399559
33.4499 0.411099
33.4668 0.423804
33.4837 0.437855
33.5006 0.453497
33.5175 0.471023
33.5344 0.490796
33.5514 0.513262
33.5683 0.538975
33.5852 0.568613
33.5950 0.588051
33.6049 0.609275
33.6148 0.632543
33.6246 0.658046
33.6345 0.686096
33.6444 0.716925
33.6542 0.750910
33.6641 0.788322
33.6740 0.829603
33.6838 0.875060
33.6937 0.925194
33.7036 0.980335
33.7134 1.04103
33.7233 1.10762
33.7332 1.18066
33.7430 1.26046
33.7534 1.35191
33.7637 1.45165
33.7740 1.56024
33.7844 1.67776
33.7947 1.80464
33.8050 1.94072
33.8154 2.08618
33.8257 2.24052
33.8346 2.38092
33.8436 2.52739
33.8614 2.83630
33.8793 3.16211
33.8971 3.49765
33.9178 3.88654
33.9384 4.26014
33.9489 4.43795
33.9593 4.60490
33.9698 4.75903
33.9803 4.89788
33.9941 5.05486
34.0079 5.17771
34.0217 5.26327
34.0355 5.30925
34.0440 5.31730
34.0578 5.29723
34.0716 5.23683
34.0854 5.13784
34.0993 5.00303
34.1115 4.85668
34.1237 4.68830
34.1359 4.50098
34.1482 4.29860
34.1730 3.85543
34.1979 3.39476
34.2148 3.08439
34.2317 2.78554
34.2487 2.50354
34.2572 2.37015
34.2656 2.24236
34.2781 2.06548
34.2905 1.90187
34.3029 1.75146
34.3153 1.61438
34.3215 1.55060
34.3278 1.49008
34.3340 1.43264
34.3402 1.37821
34.3464 1.32668
34.3526 1.27798
34.3588 1.23198
34.3650 1.18860
34.3763 1.11600
34.3876 1.05109
34.3989 0.993079
34.4102 0.941440
34.4215 0.895458
34.4328 0.854630
34.4441 0.818336
34.4554 0.786137
34.4667 0.757516
34.4780 0.732107
34.4893 0.709491
34.5006 0.689375
34.5119 0.671428
34.5231 0.655422
34.5344 0.641100
34.5457 0.628287
34.5616 0.612523
34.5774 0.598961
34.5932 0.587250
34.6090 0.577131
34.6248 0.568366
34.6406 0.560781
34.6722 0.548542
34.7039 0.539459
34.7355 0.532869
34.7671 0.528283
34.7987 0.525345
34.8349 0.523659
34.8846 0.523726
34.9343 0.526047
34.9840 0.530220
35.0337 0.535963
35.0834 0.543080
35.1331 0.551426
35.2325 0.571429
35.3319 0.595476
35.4313 0.623368
35.5307 0.655123
35.6300 0.690898
35.7294 0.730993
35.8288 0.775810
35.9282 0.825893
36.0276 0.881899
36.1270 0.944660
36.1767 0.978878
36.2264 1.01517
36.2761 1.05371
36.3258 1.09467
36.3755 1.13825
36.4252 1.18465
36.5020 1.26253
36.5788 1.34881
36.6556 1.44469
36.7324 1.55159
36.7708 1.60972
36.8092 1.67128
36.8476 1.73656
36.8860 1.80588
36.9245 1.87961
36.9629 1.95810
37.0013 2.04179
37.0397 2.13115
37.0894 2.25608
37.1391 2.39267
37.1888 2.54242
37.2384 2.70703
37.2881 2.88865
37.3378 3.08966
37.3875 3.31295
37.4124 3.43401
37.4372 3.56193
37.4621 3.69736
37.4869 3.84085
37.5118 3.99305
37.5366 4.15470
37.5615 4.32660
37.5863 4.50964
37.6112 4.70482
37.6360 4.91317
37.6609 5.13609
37.6857 5.37491
37.7106 5.63119
37.7354 5.90673
37.7603 6.20355
37.7851 6.52394
37.8100 6.87056
37.8348 7.24626
37.8597 7.65483
37.8845 8.10016
37.9094 8.58694
37.9342 9.12068
37.9591 9.70782
37.9839 10.3560
38.0088 11.0745
38.0336 11.8742
38.0460 12.3088
38.0585 12.7687
38.0709 13.2567
38.0833 13.7744
38.0957 14.3255
38.1082 14.9121
38.1206 15.5381
38.1330 16.2074
38.1454 16.9250
38.1579 17.6949
38.1703 18.5241
38.1827 19.4180
38.1951 20.3859
38.2076 21.4351
38.2200 22.5769
38.2324 23.8235
38.2414 24.8047
38.2505 25.8553
38.2595 26.9821
38.2685 28.1918
38.2776 29.4958
38.2866 30.9011
38.2957 32.4219
38.3047 34.0672
38.3137 35.8542
38.3228 37.7968
38.3318 39.9117
38.3408 42.2152
38.3499 44.7332
38.3589 47.4828
38.3679 50.4950
38.3770 53.7904
38.3832 56.2420
38.3894 58.8492
38.3956 61.6267
38.4018 64.5854
38.4080 67.7425
38.4143 71.0999
38.4205 74.6751
38.4267 78.4812
38.4329 82.5383
38.4391 86.8471
38.4453 91.4279
38.4515 96.2948
38.4577 101.471
38.4640 106.953
38.4702 112.765
38.4764 118.919
38.4809 123.622
38.4854 128.519
38.4899 133.615
38.4945 138.915
38.4990 144.423
38.5035 150.145
38.5080 156.082
38.5125 162.227
38.5170 168.609
38.5216 175.217
38.5261 182.055
38.5306 189.108
38.5351 196.410
38.5396 203.946
38.5442 211.716
38.5487 219.703
38.5554 232.146
38.5622 245.109
38.5690 258.581
38.5758 272.528
38.5826 286.974
38.5893 301.854
38.5961 317.185
38.6029 332.890
38.6142 359.888
38.6255 387.668
38.6368 416.047
38.6481 444.708
38.6605 476.263
38.6729 507.372
38.6853 537.624
38.6978 566.488
38.7102 593.505
38.7226 618.197
38.7344 639.022
38.7461 656.984
38.7557 669.363
38.7654 679.462
38.7750 687.178
38.7846 692.402
38.7923 694.750
38.8000 695.447
38.8077 694.487
38.8154 691.879
38.8270 684.926
38.8385 674.441
38.8501 660.609
38.8616 643.673
38.8766 617.599
38.8915 587.529
38.9031 562.061
38.9146 535.068
38.9262 506.942
38.9378 478.091
38.9527 440.210
38.9677 402.461
38.9826 365.454
38.9976 329.799
39.0125 295.903
39.0200 279.735
39.0275 264.133
39.0350 249.123
39.0425 234.724
39.0499 220.950
39.0574 207.828
39.0635 197.551
39.0696 187.699
39.0758 178.271
39.0819 169.262
39.0880 160.665
39.0941 152.475
39.1002 144.681
39.1064 137.287
39.1125 130.257
39.1186 123.592
39.1247 117.280
39.1308 111.309
39.1370 105.665
39.1431 100.335
39.1492 95.3058
39.1553 90.5715
39.1628 85.1459
39.1703 80.1051
39.1777 75.4251
39.1852 71.0827
39.1927 67.0554
39.2002 63.3214
39.2077 59.8599
39.2151 56.6554
39.2226 53.6804
39.2301 50.9217
39.2376 48.3627
39.2450 45.9908
39.2525 43.7851
39.2600 41.7354
39.2675 39.8290
39.2750 38.0567
39.2831 36.2582
39.2913 34.5909
39.2994 33.0432
39.3076 31.6044
39.3158 30.2648
39.3239 29.0158
39.3321 27.8494
39.3402 26.7597
39.3484 25.7375
39.3565 24.7785
39.3647 23.8774
39.3729 23.0302
39.3810 22.2308
39.3892 21.4763
39.4055 20.0889
39.4204 18.9411
39.4354 17.8967
39.4504 16.9427
39.4653 16.0688
39.4803 15.2646
39.4952 14.5232
39.5102 13.8371
39.5251 13.2013
39.5401 12.6100
39.5550 12.0596
39.5700 11.5456
39.5850 11.0653
39.5999 10.6151
39.6149 10.1930
39.6298 9.79606
39.6448 9.42281
39.6597 9.07085
39.6747 8.73876
39.6897 8.42503
39.7046 8.12849
39.7345 7.58115
39.7644 7.08852
39.7944 6.64312
39.8243 6.23924
39.8542 5.87169
39.8841 5.53618
39.9072 5.29643
39.9303 5.07224
39.9534 4.86208
39.9765 4.66496
39.9997 4.47965
40.0228 4.30536
40.0459 4.14115
40.0690 3.98623
40.0921 3.83986
40.1152 3.70152
40.1615 3.44644
40.2077 3.21699
40.2539 3.00987
40.2838 2.88633
40.3137 2.77032
40.3437 2.66116
40.3736 2.55840
40.4035 2.46147
40.4334 2.37001
40.4633 2.28357
40.4932 2.20180
40.5530 2.05094
40.6129 1.91516
40.6727 1.79246
40.7325 1.68125
40.7923 1.58009
40.8522 1.48785
40.9120 1.40348
40.9718 1.32613
41.0316 1.25503
41.0915 1.18955
41.1513 1.12910
41.2111 1.07319
41.2709 1.02135
41.3308 0.973175
41.3906 0.928329
41.4504 0.886514
41.5103 0.847457
41.5701 0.810938
41.6299 0.776733
41.6897 0.744664
41.7496 0.714547
41.8094 0.686237
41.8692 0.659584
41.9290 0.634468
41.9889 0.610767
42.0487 0.588383
42.1683 0.547179
42.2880 0.510192
42.4076 0.476866
42.5273 0.446733
42.6469 0.419399
42.7666 0.394529
42.8862 0.371835
43.0059 0.351070
43.1255 0.332024
43.2180 0.318365
43.3104 0.305550
43.4029 0.293515
43.4954 0.282207
43.5878 0.271562
43.6803 0.261518
43.7727 0.252022
43.8652 0.243036
44.0501 0.226471
44.2350 0.211584
44.4199 0.198158
44.6048 0.186009
44.7245 0.178752
44.8442 0.171927
44.9638 0.165501
45.0835 0.159441
45.2031 0.153722
45.3228 0.148319
45.5621 0.138368
45.8014 0.129430
46.0407 0.121373
46.2800 0.114085
46.5193 0.107471
46.7368 0.101975
46.9544 0.0969180
47.1719 0.0922537
47.3894 0.0879431
47.6505 0.0831888
47.9116 0.0788578
48.1726 0.0748880
48.4337 0.0712219
48.6947 0.0678426
48.9558 0.0647236
49.2168 0.0618393
49.4779 0.0591658
49.7390 0.0566822
50.0000 0.0543738
50.3331 0.0516553
50.6662 0.0491626
50.9992 0.0468727
51.3323 0.0447642
51.6654 0.0428183
51.9985 0.0410189
52.3315 0.0393516
52.6646 0.0378042
53.1880 0.0355881
53.7114 0.0336024
54.2348 0.0318166
54.7582 0.0302053
55.2816 0.0287459
55.8050 0.0274206
56.3284 0.0262136
56.8518 0.0251149
57.3276 0.0242044
57.8035 0.0233490
58.2793 0.0225582
58.7551 0.0218311
59.2309 0.0211470
59.7067 0.0205176
60.6584 0.0193806
61.6100 0.0183975
62.5617 0.0175440
63.5133 0.0168028
64.4649 0.0161667
65.5118 0.0155862
66.0352 0.0153388
66.5586 0.0151270
67.0820 0.0149509
67.6054 0.0148109
68.1288 0.0147192
68.6522 0.0146798
69.0328 0.0147009
69.4135 0.0147718
69.7941 0.0149069
70.1748 0.0151278
70.5555 0.0154619
70.7458 0.0156866
70.9361 0.0159647
71.1264 0.0163069
71.3168 0.0167281
71.5071 0.0172497
71.6974 0.0179006
71.8521 0.0185512
72.0067 0.0193404
