Ba-134(n,tot) ENDFB-8.0
0.0150000 16.3599
0.0156250 16.1864
0.0162500 16.0230
0.0168750 15.8689
0.0175000 15.7230
0.0181250 15.5848
0.0187500 15.4536
0.0193750 15.3288
0.0200000 15.2099
0.0206625 15.0899
0.0213250 14.9755
0.0219875 14.8663
0.0226500 14.7620
0.0233125 14.6621
0.0239750 14.5665
0.0246375 14.4747
0.0253000 14.3866
0.0264578 14.2406
0.0276156 14.1039
0.0287734 13.9757
0.0299313 13.8549
0.0310891 13.7410
0.0322469 13.6333
0.0334047 13.5313
0.0345625 13.4344
0.0355274 13.3573
0.0364922 13.2833
0.0374570 13.2122
0.0384219 13.1437
0.0393867 13.0778
0.0403516 13.0143
0.0413164 12.9530
0.0422813 12.8938
0.0442109 12.7813
0.0461406 12.6759
0.0480703 12.5770
0.0500000 12.4838
0.0515625 12.4123
0.0531250 12.3439
0.0546875 12.2785
0.0562500 12.2158
0.0578125 12.1557
0.0593750 12.0980
0.0609375 12.0425
0.0625000 11.9891
0.0640625 11.9377
0.0656250 11.8881
0.0671875 11.8403
0.0687500 11.7942
0.0718750 11.7064
0.0750000 11.6241
0.0781250 11.5468
0.0812500 11.4739
0.0843750 11.4052
0.0875000 11.3401
0.0906250 11.2784
0.0937500 11.2199
0.0968750 11.1642
0.100000 11.1111
0.103125 11.0604
0.106250 11.0120
0.109375 10.9657
0.112500 10.9213
0.115625 10.8787
0.118750 10.8378
0.121875 10.7985
0.125000 10.7606
0.128125 10.7242
0.131250 10.6891
0.134375 10.6552
0.137500 10.6225
0.143750 10.5602
0.150000 10.5018
0.156250 10.4469
0.162500 10.3952
0.168750 10.3463
0.175000 10.3001
0.181250 10.2562
0.187500 10.2146
0.193750 10.1750
0.200000 10.1373
0.209375 10.0838
0.218750 10.0337
0.228125 9.98675
0.237500 9.94253
0.246875 9.90082
0.256250 9.86138
0.265625 9.82402
0.275000 9.78856
0.284375 9.75483
0.293750 9.72270
0.303125 9.69204
0.312500 9.66275
0.321875 9.63472
0.331250 9.60786
0.340625 9.58209
0.350000 9.55733
0.359375 9.53353
0.368750 9.51062
0.378125 9.48854
0.387500 9.46726
0.396875 9.44672
0.406250 9.42690
0.425000 9.38915
0.443750 9.35369
0.462500 9.32031
0.500000 9.25918
0.531250 9.21306
0.562500 9.17056
0.593750 9.13130
0.625000 9.09486
0.687500 9.02915
0.750000 8.97131
0.812500 8.91979
0.875000 8.87355
0.937500 8.83158
1.00000 8.79311
1.06250 8.75772
1.12500 8.72498
1.18750 8.69453
1.25000 8.66608
1.37500 8.61427
1.50000 8.56804
1.62500 8.52630
1.75000 8.48829
1.87500 8.45333
2.00000 8.42086
2.18750 8.37618
2.37500 8.33549
2.56250 8.29803
2.75000 8.26328
2.93750 8.23077
3.12500 8.20014
3.31250 8.17114
3.50000 8.14357
3.68750 8.11724
3.87500 8.09201
4.25000 8.04435
4.62500 7.99982
5.00000 7.95785
5.31250 7.92451
5.62500 7.89242
5.93750 7.86145
6.25000 7.83146
6.87500 7.77399
7.50000 7.71934
8.12500 7.66700
8.75000 7.61661
9.37500 7.56788
10.0000 7.52055
10.6250 7.47446
11.2500 7.42947
11.8750 7.38546
12.5000 7.34232
13.1250 7.29997
13.7500 7.25835
15.0000 7.17701
16.2500 7.09790
17.5000 7.02070
18.7500 6.94517
20.0000 6.87106
20.9375 6.81633
21.8750 6.76224
23.7500 6.65580
25.6250 6.55132
27.5000 6.44846
29.3750 6.34689
31.2500 6.24633
33.1250 6.14651
35.0000 6.04718
36.8750 5.94809
38.7500 5.84900
40.6250 5.74966
42.5000 5.64982
44.3750 5.54922
46.2500 5.44758
48.1250 5.34463
50.0000 5.24007
51.5625 5.15147
53.1250 5.06132
54.6875 4.96941
56.2500 4.87552
57.8125 4.77939
59.3750 4.68076
60.9375 4.57935
62.5000 4.47484
63.9649 4.37374
65.4297 4.26930
66.8945 4.16120
68.3594 4.04913
69.0918 3.99184
69.8242 3.93313
70.5567 3.87325
71.2891 3.81215
72.0215 3.74977
72.7539 3.68607
73.4863 3.62100
74.2188 3.55450
75.0000 3.48196
76.0742 3.37934
77.1484 3.27344
78.2227 3.16410
78.7598 3.10811
79.2969 3.05123
79.8340 2.99358
80.3711 2.93505
80.9082 2.87566
81.4453 2.81558
81.9824 2.75477
82.5195 2.69324
83.0567 2.63119
83.5938 2.56870
84.0820 2.51157
84.5703 2.45433
85.0586 2.39710
85.5469 2.34008
86.0352 2.28351
86.5234 2.22770
87.0117 2.17297
87.5000 2.11977
88.0371 2.06364
88.5742 2.01082
89.1113 1.96238
89.6484 1.91965
90.1856 1.88428
90.4541 1.86999
90.7227 1.85836
90.9912 1.84974
91.2598 1.84454
91.5283 1.84317
91.7969 1.84615
92.0166 1.85211
92.2363 1.86143
92.4561 1.87487
92.6758 1.89293
92.8955 1.91590
93.0054 1.92937
93.1152 1.94428
93.2251 1.96073
93.3350 1.97879
93.4448 1.99855
93.5547 2.02007
93.6340 2.03677
93.7134 2.05448
93.7927 2.07324
93.8721 2.09310
93.9514 2.11410
94.0308 2.13629
94.1101 2.15971
94.1895 2.18442
94.2566 2.20637
94.3237 2.22930
94.3909 2.25326
94.4580 2.27827
94.5252 2.30437
94.5923 2.33160
94.6594 2.36000
94.7266 2.38961
94.7815 2.41477
94.8090 2.42768
94.8364 2.44080
94.8639 2.45414
94.8914 2.46771
94.9188 2.48151
94.9463 2.49554
94.9860 2.51623
95.0257 2.53741
95.0653 2.55911
95.1050 2.58133
95.1447 2.60409
95.1843 2.62739
95.2240 2.65125
95.2637 2.67568
95.3308 2.71835
95.3980 2.76275
95.4651 2.80893
95.5322 2.85697
95.5994 2.90694
95.6665 2.95890
95.7337 3.01294
95.8008 3.06912
95.8344 3.09805
95.8679 3.12754
95.9015 3.15762
95.9351 3.18829
95.9686 3.21956
96.0022 3.25144
96.0358 3.28395
96.0694 3.31710
96.1029 3.35090
96.1365 3.38537
96.1701 3.42051
96.2036 3.45634
96.2372 3.49287
96.2708 3.53012
96.3043 3.56810
96.3379 3.60681
96.4050 3.68656
96.4722 3.76948
96.5393 3.85569
96.6065 3.94531
96.6736 4.03852
96.7407 4.13545
96.8079 4.23626
96.8750 4.34109
96.9421 4.45014
97.0093 4.56359
97.0764 4.68161
97.1436 4.80442
97.2107 4.93221
97.2778 5.06523
97.3450 5.20369
97.4121 5.34786
97.4640 5.46334
97.5159 5.58250
97.5678 5.70548
97.6196 5.83241
97.6715 5.96342
97.7234 6.09865
97.7753 6.23825
97.8272 6.38238
97.8790 6.53119
97.9309 6.68486
97.9828 6.84357
98.0347 7.00752
98.0866 7.17690
98.1384 7.35192
98.1903 7.53281
98.2422 7.71974
98.3093 7.97113
98.3765 8.23366
98.4436 8.50789
98.5108 8.79444
98.5779 9.09395
98.6450 9.40711
98.7122 9.73466
98.7793 10.0773
98.8464 10.4360
98.9136 10.8116
98.9807 11.2050
99.0479 11.6172
99.1150 12.0494
99.1821 12.5026
99.2493 12.9782
99.3164 13.4773
99.4019 14.1490
99.4873 14.8645
99.5728 15.6272
99.6582 16.4410
99.7437 17.3099
99.8291 18.2386
99.9146 19.2320
100.000 20.2959
100.088 21.4735
100.176 22.7391
100.264 24.1043
100.352 25.5754
100.440 27.1664
100.528 28.8856
100.616 30.7505
100.704 32.7720
100.793 34.9720
100.881 37.3653
100.969 39.9797
101.057 42.8349
101.101 44.3665
101.145 45.9670
101.189 47.6442
101.233 49.4027
101.277 51.2521
101.321 53.1894
101.365 55.2246
101.409 57.3640
101.453 59.6199
101.497 61.9895
101.541 64.4859
101.585 67.1180
101.629 69.9017
101.673 72.8349
101.717 75.9351
101.761 79.2146
101.805 82.6951
101.849 86.3756
101.893 90.2800
101.937 94.4260
101.981 98.8333
102.025 103.524
102.069 108.521
102.113 113.851
102.165 120.635
102.217 127.968
102.269 135.927
102.321 144.582
102.373 154.034
102.425 164.342
102.477 175.632
102.529 188.028
102.573 199.518
102.617 211.983
102.661 225.565
102.705 240.402
102.750 256.687
102.794 274.531
102.838 294.181
102.882 315.888
102.904 327.658
102.926 340.005
102.948 353.027
102.970 366.774
102.992 381.301
103.014 396.666
103.036 412.938
103.058 430.187
103.080 448.580
103.102 468.039
103.124 488.743
103.146 510.801
103.168 534.334
103.190 559.477
103.212 586.382
103.234 615.217
103.251 639.084
103.268 664.178
103.285 690.741
103.302 718.891
103.319 748.755
103.336 780.474
103.353 814.203
103.370 850.112
103.387 888.387
103.404 929.236
103.421 972.884
103.438 1019.58
103.455 1069.59
103.472 1123.23
103.489 1180.81
103.506 1242.70
103.528 1330.23
103.550 1426.18
103.572 1531.95
103.594 1648.67
103.616 1777.57
103.638 1919.96
103.649 1996.66
103.660 2077.26
103.671 2161.95
103.682 2250.93
103.693 2345.25
103.704 2443.40
103.715 2546.41
103.726 2654.47
103.737 2767.76
103.748 2886.46
103.770 3140.78
103.792 3418.71
103.814 3721.29
103.836 4049.30
103.858 4403.10
103.880 4782.60
103.902 5187.17
103.924 5615.51
103.946 6065.64
103.968 6534.78
103.990 7019.39
104.034 8016.69
104.079 9024.63
104.101 9510.19
104.123 9974.27
104.145 10409.2
104.167 10807.2
104.190 11161.2
104.212 11464.4
104.234 11709.9
104.256 11894.3
104.278 12014.1
104.300 12066.8
104.321 12055.1
104.341 11985.1
104.362 11858.6
104.382 11677.7
104.403 11444.6
104.423 11165.8
104.444 10845.1
104.464 10487.7
104.495 9904.67
104.525 9273.37
104.585 7940.94
104.614 7308.70
104.643 6692.39
104.672 6101.50
104.700 5545.09
104.720 5185.11
104.739 4845.44
104.759 4523.23
104.778 4222.03
104.798 3938.73
104.817 3675.92
104.837 3431.59
104.856 3205.07
104.871 3048.75
104.885 2902.34
104.899 2764.33
104.914 2634.36
104.928 2511.19
104.942 2396.14
104.957 2287.94
104.971 2186.20
104.985 2089.90
105.000 2000.00
105.014 1915.46
105.028 1835.95
105.043 1760.62
105.057 1690.23
105.071 1623.93
105.086 1561.46
105.100 1502.16
105.114 1446.61
105.129 1394.16
105.143 1344.60
105.157 1297.41
105.172 1253.08
105.200 1171.27
105.229 1097.40
105.258 1030.92
105.286 970.486
105.315 915.748
105.337 876.614
105.359 840.277
105.381 806.173
105.403 774.398
105.426 744.478
105.448 716.515
105.470 690.220
105.492 665.459
105.514 642.010
105.536 619.973
105.558 599.050
105.581 579.340
105.625 542.875
105.669 510.081
105.698 490.482
105.726 472.083
105.755 454.787
105.784 438.559
105.812 423.207
105.841 408.766
105.870 395.071
105.898 382.157
105.927 369.882
105.956 358.283
106.013 336.772
106.070 317.315
106.128 299.653
106.185 283.566
106.242 268.868
106.299 255.399
106.357 243.024
106.414 231.624
106.471 221.097
106.529 211.354
106.586 202.316
106.643 193.914
106.701 186.088
106.758 178.785
106.815 171.956
106.872 165.562
106.930 159.564
106.987 153.929
107.044 148.630
107.102 143.637
107.159 138.929
107.216 134.483
107.274 130.279
107.331 126.300
107.388 122.529
107.445 118.952
107.503 115.555
107.617 109.249
107.732 103.535
107.847 98.3340
107.961 93.5848
108.076 89.2346
108.190 85.2385
108.305 81.5579
108.420 78.1593
108.508 75.7067
108.597 73.3939
108.685 71.2103
108.774 69.1484
108.863 67.1941
108.951 65.3435
109.040 63.5843
109.128 61.9141
109.305 58.8096
109.482 55.9902
109.659 53.4212
109.837 51.0728
109.951 49.6573
110.066 48.3185
110.180 47.0495
110.295 45.8454
110.410 44.7016
110.524 43.6139
110.753 41.5920
110.983 39.7521
111.212 38.0733
111.441 36.5357
111.670 35.1230
111.900 33.8206
112.129 32.6178
112.358 31.5034
112.587 30.4685
112.816 29.5052
113.046 28.6066
113.275 27.7672
113.504 26.9826
113.733 26.2459
113.963 25.5520
114.192 24.8979
114.421 24.2808
114.650 23.6977
114.879 23.1461
115.109 22.6236
115.338 22.1277
115.567 21.6563
115.796 21.2081
116.026 20.7810
116.255 20.3737
116.484 19.9848
116.713 19.6129
116.942 19.2569
117.172 18.9157
117.401 18.5883
117.630 18.2740
118.088 17.6808
118.547 17.1299
118.776 16.8688
119.005 16.6163
119.235 16.3718
119.464 16.1351
119.693 15.9054
119.922 15.6824
120.151 15.4656
120.381 15.2546
120.610 15.0489
120.839 14.8482
121.068 14.6521
121.298 14.4608
121.527 14.2738
121.756 14.0910
121.985 13.9123
122.100 13.8246
122.214 13.7379
122.329 13.6525
122.444 13.5682
122.558 13.4853
122.673 13.4040
122.787 13.3242
122.902 13.2466
123.017 13.1713
123.131 13.0989
123.246 13.0298
123.360 12.9650
123.418 12.9346
123.475 12.9056
123.532 12.8782
123.590 12.8528
123.668 12.8216
123.746 12.7952
123.824 12.7745
123.902 12.7608
123.980 12.7557
124.020 12.7569
124.059 12.7610
124.098 12.7684
124.137 12.7794
124.176 12.7945
124.215 12.8141
124.272 12.8524
124.329 12.9040
124.358 12.9357
124.387 12.9716
124.415 13.0125
124.444 13.0586
124.473 13.1108
124.501 13.1694
124.530 13.2356
124.559 13.3097
124.587 13.3934
124.616 13.4871
124.645 13.5929
124.673 13.7116
124.710 13.8855
124.746 14.0889
124.764 14.2040
124.783 14.3281
124.801 14.4632
124.819 14.6103
124.837 14.7719
124.856 14.9478
124.874 15.1419
124.892 15.3544
124.910 15.5903
124.929 15.8502
124.947 16.1392
124.965 16.4616
124.979 16.7438
124.994 17.0512
125.008 17.3888
125.022 17.7608
125.037 18.1745
125.051 18.6294
125.065 19.1340
125.080 19.6951
125.094 20.3247
125.108 21.0227
125.123 21.8029
125.137 22.6761
125.151 23.6616
125.166 24.7595
125.180 25.9911
125.194 27.3733
125.206 28.6402
125.218 30.0207
125.229 31.5371
125.241 33.2016
125.253 35.0441
125.265 37.0476
125.276 39.2418
125.288 41.6425
125.300 44.2894
125.311 47.1548
125.323 50.2777
125.335 53.6760
125.347 57.3682
125.358 61.3725
125.370 65.7077
125.382 70.3920
125.396 76.6629
125.410 83.4724
125.425 90.8914
125.439 98.9467
125.453 107.725
125.468 117.123
125.482 127.214
125.496 138.004
125.511 149.578
125.525 161.768
125.539 174.729
125.554 188.256
125.568 202.504
125.582 217.230
125.597 232.476
125.611 248.177
125.625 264.257
125.640 280.630
125.654 297.202
125.668 313.867
125.679 326.098
125.707 358.980
125.736 390.535
125.750 405.491
125.765 419.589
125.779 432.806
125.793 445.019
125.808 456.113
125.822 465.980
125.835 473.749
125.848 480.331
125.864 487.216
125.881 491.961
125.900 494.642
125.915 494.815
125.926 493.783
125.938 491.782
125.960 484.892
125.982 474.720
126.004 461.435
126.025 445.320
126.047 426.753
126.069 406.148
126.090 383.948
126.111 361.696
126.132 338.786
126.152 315.586
126.173 292.441
126.195 268.574
126.217 245.421
126.238 223.242
126.260 202.246
126.274 189.492
126.288 177.403
126.301 165.906
126.315 155.015
126.329 144.737
126.343 135.072
126.357 126.014
126.370 117.554
126.381 111.284
126.392 105.421
126.403 99.8474
126.414 94.6536
126.425 89.7318
126.436 85.1600
126.446 80.8404
126.457 76.8391
126.468 73.0684
126.479 69.5839
126.490 66.3074
126.501 63.2858
126.512 60.4496
126.522 57.8382
126.533 55.3904
126.544 53.1391
126.555 51.0307
126.566 49.0929
126.577 47.2790
126.587 45.6120
126.598 44.0515
126.609 42.6169
126.620 41.2732
126.631 40.0370
126.642 38.8778
126.653 37.8099
126.663 36.8071
126.674 35.8817
126.685 35.0111
126.696 34.2059
126.707 33.4533
126.718 32.7490
126.727 32.1424
126.737 31.5702
126.747 31.0299
126.757 30.5240
126.777 29.5815
126.797 28.7368
126.816 27.9682
126.836 27.2728
126.856 26.6371
126.875 26.0535
126.895 25.5128
126.915 25.0151
126.935 24.5529
126.954 24.1221
126.974 23.7175
126.994 23.3403
127.014 22.9858
127.033 22.6520
127.055 22.3060
127.077 21.9806
127.098 21.6739
127.120 21.3843
127.142 21.1103
127.163 20.8507
127.185 20.6043
127.207 20.3702
127.250 19.9350
127.294 19.5388
127.337 19.1767
127.380 18.8442
127.414 18.6049
127.448 18.3804
127.481 18.1683
127.515 17.9686
127.548 17.7791
127.582 17.6001
127.615 17.4303
127.649 17.2690
127.682 17.1149
127.716 16.9686
127.783 16.6956
127.850 16.4455
127.917 16.2161
127.960 16.0772
128.004 15.9452
128.047 15.8194
128.091 15.6996
128.177 15.4759
128.264 15.2711
128.351 15.0826
128.438 14.9085
128.525 14.7470
128.611 14.5967
128.690 14.4686
128.769 14.3480
128.848 14.2339
128.927 14.1259
129.006 14.0234
129.085 13.9261
129.164 13.8338
129.243 13.7478
129.282 13.7080
129.321 13.6717
129.361 13.6399
129.381 13.6264
129.400 13.6150
129.420 13.6059
129.440 13.5998
129.460 13.5971
129.479 13.5985
129.499 13.6046
129.519 13.6163
129.529 13.6245
129.538 13.6343
129.548 13.6460
129.558 13.6596
129.568 13.6754
129.578 13.6933
129.588 13.7137
129.598 13.7362
129.608 13.7617
129.617 13.7895
129.627 13.8205
129.637 13.8542
129.647 13.8914
129.657 13.9318
129.667 13.9757
129.677 14.0226
129.686 14.0737
129.696 14.1279
129.706 14.1865
129.716 14.2485
129.726 14.3151
129.736 14.3858
129.746 14.4608
129.755 14.5391
129.765 14.6225
129.775 14.7093
129.795 14.8965
129.815 15.1017
129.834 15.3224
129.854 15.5588
129.874 15.8101
129.890 16.0214
129.905 16.2406
129.937 16.6978
129.968 17.1765
130.000 17.6645
130.000 22.1412
140.000 21.4646
150.000 20.8600
160.000 20.3104
170.000 19.8122
185.000 19.1390
200.000 18.5463
212.500 18.0977
225.000 17.6886
237.500 17.3137
250.000 16.9684
262.500 16.6450
275.000 16.3449
287.500 16.0653
300.000 15.8041
325.000 15.3249
350.000 14.8998
375.000 14.5166
400.000 14.1712
425.000 13.8550
450.000 13.5664
475.000 13.3017
500.000 13.0576
525.000 12.8300
550.000 12.6185
575.000 12.4212
600.000 12.2367
630.000 12.0291
660.000 11.8361
690.000 11.6561
720.000 11.4877
760.000 11.2784
800.000 11.0854
850.000 10.8633
900.000 10.6603
950.000 10.4736
1000.00 10.3012
1062.50 10.1033
1125.00 9.92210
1187.50 9.75538
1250.00 9.60127
1312.50 9.45883
1375.00 9.32611
1437.50 9.20205
1500.00 9.08571
1600.00 8.91470
1700.00 8.75870
1775.00 8.65109
1850.00 8.54990
2000.00 8.36436
2125.00 8.22639
2250.00 8.09963
2375.00 7.98257
2500.00 7.87401
2625.00 7.77489
2750.00 7.68222
2875.00 7.59530
3000.00 7.51356
3250.00 7.36664
3500.00 7.23464
3750.00 7.11756
4000.00 7.01072
4250.00 6.91560
4500.00 6.82774
4750.00 6.74621
5000.00 6.67026
5250.00 6.60209
5500.00 6.53807
6000.00 6.42084
6500.00 6.31988
7000.00 6.22851
7500.00 6.14827
8000.00 6.07459
8500.00 6.00995
9000.00 5.94992
9500.00 5.89394
10000.0 5.84153
10625.0 5.78468
11250.0 5.73180
12500.0 5.63613
13750.0 5.55737
15000.0 5.48683
16000.0 5.43824
17000.0 5.39315
18500.0 5.33458
20000.0 5.28140
22500.0 5.20849
25000.0 5.14456
27500.0 5.09240
30000.0 5.04552
32500.0 5.00596
35000.0 4.96980
37500.0 4.93847
40000.0 4.90950
45000.0 4.86094
50000.0 4.81831
55000.0 4.78305
60000.0 4.75134
65000.0 4.72399
70000.0 4.69897
75000.0 4.67674
80000.0 4.65615
90000.0 4.62007
99999.9 4.58830
100000 4.58834
112500 4.61329
125000 4.63606
137500 4.65703
150000 4.67646
175000 4.75325
200000 4.82108
250000 4.98862
300000 5.16407
342038 5.32530
384077 5.47200
468153 5.73192
469127 5.73498
470102 5.73804
472050 5.74414
475947 5.75631
479844 5.76844
483741 5.78052
491535 5.80455
499329 5.82839
500000 5.83043
512500 5.86965
525000 5.90805
537500 5.94564
550000 5.98248
562500 6.01859
575000 6.05401
587500 6.08875
600000 6.12285
612500 6.15634
625000 6.18922
637500 6.22154
650000 6.25331
662500 6.28454
675000 6.31526
687500 6.34549
700000 6.37524
712500 6.40502
725000 6.43434
737500 6.46323
750000 6.49169
762500 6.51974
775000 6.54739
787500 6.57466
800000 6.60155
812500 6.62742
825000 6.65294
837500 6.67812
850000 6.70297
862500 6.72750
875000 6.75173
887500 6.77564
900000 6.79927
912500 6.82129
925000 6.84305
937500 6.86455
950000 6.88580
962500 6.90680
975000 6.92755
987500 6.94808
1.00000E+06 6.96837
1.02146E+06 7.00054
1.03959E+06 7.02730
1.04261E+06 7.03136
1.04563E+06 7.03540
1.05167E+06 7.04346
1.06375E+06 7.05944
1.07583E+06 7.07524
1.08791E+06 7.09086
1.09998E+06 7.10630
1.11206E+06 7.12158
1.13622E+06 7.15165
1.13622E+06 7.15165
1.13978E+06 7.15530
1.14334E+06 7.15893
1.15045E+06 7.16615
1.15756E+06 7.17333
1.16467E+06 7.18047
1.17889E+06 7.19462
1.19311E+06 7.20860
1.20733E+06 7.22242
1.22156E+06 7.23608
1.23578E+06 7.24958
1.25000E+06 7.26292
1.26563E+06 7.27065
1.28125E+06 7.27832
1.29688E+06 7.28592
1.31250E+06 7.29345
1.32813E+06 7.30093
1.34375E+06 7.30834
1.35938E+06 7.31569
1.37500E+06 7.32299
1.39063E+06 7.33022
1.40625E+06 7.33740
1.42188E+06 7.34452
1.43750E+06 7.35159
1.45313E+06 7.35861
1.46875E+06 7.36557
1.48438E+06 7.37248
1.50000E+06 7.37934
1.51449E+06 7.38117
1.51449E+06 7.38117
1.51863E+06 7.38158
1.52276E+06 7.38199
1.52826E+06 7.38126
1.53376E+06 7.38054
1.54475E+06 7.37914
1.55575E+06 7.37778
1.56674E+06 7.37647
1.58873E+06 7.37396
1.61073E+06 7.37161
1.63272E+06 7.36941
1.65471E+06 7.36736
1.67670E+06 7.36544
1.69869E+06 7.36366
1.69869E+06 7.36366
1.70418E+06 7.36178
1.70967E+06 7.35991
1.72066E+06 7.35624
1.73164E+06 7.35263
1.74262E+06 7.34909
1.74263E+06 7.34909
1.74631E+06 7.34768
1.75000E+06 7.34628
1.77470E+06 7.33074
1.79940E+06 7.31566
1.82409E+06 7.30103
1.84879E+06 7.28683
1.87349E+06 7.27305
1.89819E+06 7.25967
1.92288E+06 7.24668
1.94758E+06 7.23405
1.94758E+06 7.23405
1.95413E+06 7.22879
1.96069E+06 7.22357
1.97379E+06 7.21324
1.98690E+06 7.20305
2.00000E+06 7.19300
2.00674E+06 7.18736
2.01348E+06 7.18175
2.01348E+06 7.18174
2.02074E+06 7.17538
2.02799E+06 7.16906
2.03525E+06 7.16279
2.04250E+06 7.15657
2.04250E+06 7.15657
2.04736E+06 7.15215
2.05223E+06 7.14775
2.06195E+06 7.13901
2.06928E+06 7.12577
2.07661E+06 7.11263
2.08394E+06 7.09958
2.09127E+06 7.08663
