Sn-117(n,tot) ENDFB-8.0
15.3123 5.25898
15.3241 5.26231
15.3359 5.26523
15.3477 5.26761
15.3595 5.26939
15.3723 5.27053
15.3850 5.27081
15.3946 5.27044
15.4042 5.26958
15.4138 5.26825
15.4235 5.26648
15.4331 5.26432
15.4427 5.26180
15.4523 5.25900
15.4619 5.25596
15.4863 5.24764
15.5107 5.23917
15.5230 5.23513
15.5352 5.23131
15.5474 5.22775
15.5596 5.22449
15.5751 5.22077
15.5907 5.21755
15.6062 5.21479
15.6218 5.21245
15.6373 5.21047
15.6528 5.20880
15.6684 5.20739
15.6839 5.20619
15.6995 5.20516
15.7150 5.20428
15.7461 5.20283
15.7772 5.20168
15.8082 5.20074
15.8571 5.19953
15.9059 5.19852
16.0036 5.19687
16.1013 5.19549
16.1990 5.19424
16.3944 5.19195
16.5898 5.18980
17.1581 5.18384
17.8686 5.17661
18.5791 5.16947
19.2895 5.16242
20.0000 5.15553
20.2645 5.15310
20.3967 5.15196
20.5289 5.15092
20.6612 5.15005
20.7273 5.14974
20.7934 5.14956
20.8595 5.14960
20.8926 5.14975
20.9256 5.15004
20.9587 5.15051
20.9918 5.15126
21.0083 5.15178
21.0248 5.15243
21.0413 5.15324
21.0579 5.15426
21.0799 5.15601
21.1019 5.15835
21.1130 5.15979
21.1240 5.16144
21.1350 5.16333
21.1460 5.16548
21.1570 5.16790
21.1681 5.17063
21.1791 5.17367
21.1901 5.17703
21.2011 5.18071
21.2121 5.18472
21.2232 5.18903
21.2342 5.19361
21.2549 5.20283
21.2757 5.21247
21.2964 5.22200
21.3068 5.22651
21.3171 5.23075
21.3258 5.23400
21.3344 5.23695
21.3430 5.23955
21.3516 5.24176
21.3602 5.24355
21.3689 5.24488
21.3775 5.24574
21.3861 5.24610
21.3900 5.24611
21.3984 5.24576
21.4068 5.24495
21.4152 5.24368
21.4236 5.24198
21.4319 5.23985
21.4403 5.23735
21.4487 5.23450
21.4571 5.23135
21.4680 5.22686
21.4789 5.22203
21.5007 5.21173
21.5225 5.20119
21.5443 5.19108
21.5546 5.18657
21.5649 5.18230
21.5752 5.17829
21.5856 5.17455
21.5959 5.17109
21.6062 5.16792
21.6165 5.16502
21.6269 5.16239
21.6372 5.16001
21.6475 5.15786
21.6681 5.15421
21.6888 5.15129
21.7094 5.14895
21.7244 5.14755
21.7393 5.14634
21.7691 5.14440
21.7989 5.14289
21.8287 5.14169
21.8585 5.14070
21.8884 5.13985
21.9480 5.13844
22.0077 5.13729
22.0673 5.13629
22.1866 5.13456
22.3517 5.13248
22.5169 5.13059
22.8472 5.12703
23.1776 5.12363
23.5079 5.12034
23.8382 5.11715
24.1685 5.11412
24.4989 5.11133
24.6640 5.11012
24.8292 5.10912
24.9255 5.10867
25.0219 5.10836
25.1182 5.10825
25.2146 5.10842
25.3109 5.10902
25.3591 5.10954
25.4073 5.11027
25.4555 5.11126
25.5036 5.11260
25.5518 5.11441
25.5759 5.11553
25.6000 5.11685
25.6321 5.11898
25.6642 5.12162
25.6803 5.12320
25.6963 5.12498
25.7124 5.12700
25.7284 5.12930
25.7445 5.13194
25.7605 5.13498
25.7766 5.13852
25.7927 5.14264
25.8087 5.14749
25.8248 5.15323
25.8408 5.16005
25.8489 5.16394
25.8569 5.16819
25.8643 5.17250
25.8718 5.17718
25.8793 5.18228
25.8867 5.18781
25.8942 5.19384
25.9016 5.20038
25.9091 5.20750
25.9165 5.21521
25.9240 5.22357
25.9314 5.23262
25.9389 5.24242
25.9464 5.25298
25.9538 5.26437
25.9613 5.27659
25.9687 5.28972
25.9762 5.30374
25.9865 5.32475
25.9968 5.34756
26.0071 5.37222
26.0175 5.39870
26.0278 5.42695
26.0381 5.45680
26.0484 5.48811
26.0588 5.52065
26.0840 5.60362
26.1092 5.68690
26.1216 5.72576
26.1339 5.76226
26.1462 5.79554
26.1586 5.82475
26.1717 5.85052
26.1848 5.87010
26.1913 5.87737
26.1979 5.88288
26.2044 5.88659
26.2110 5.88847
26.2150 5.88871
26.2216 5.88759
26.2281 5.88464
26.2347 5.87987
26.2412 5.87332
26.2543 5.85512
26.2674 5.83058
26.2780 5.80675
26.2885 5.77975
26.2990 5.75009
26.3096 5.71829
26.3302 5.65174
26.3509 5.58289
26.3688 5.52420
26.3866 5.46822
26.3956 5.44166
26.4045 5.41626
26.4134 5.39206
26.4223 5.36920
26.4345 5.34005
26.4407 5.32643
26.4468 5.31348
26.4529 5.30113
26.4590 5.28943
26.4651 5.27832
26.4712 5.26782
26.4773 5.25789
26.4834 5.24852
26.4895 5.23969
26.4956 5.23139
26.5017 5.22358
26.5078 5.21626
26.5200 5.20292
26.5313 5.19205
26.5426 5.18243
26.5539 5.17391
26.5651 5.16637
26.5764 5.15969
26.5877 5.15377
26.5990 5.14850
26.6102 5.14382
26.6215 5.13963
26.6328 5.13588
26.6441 5.13251
26.6553 5.12947
26.6666 5.12672
26.6779 5.12421
26.7004 5.11984
26.7155 5.11731
26.7305 5.11504
26.7605 5.11113
26.7906 5.10786
26.8207 5.10510
26.8507 5.10273
26.8808 5.10066
26.9109 5.09883
26.9409 5.09721
27.0011 5.09444
27.0612 5.09214
27.1213 5.09017
27.1815 5.08846
27.2716 5.08625
27.3618 5.08433
27.5122 5.08157
27.6625 5.07917
27.8128 5.07702
27.9631 5.07501
28.1285 5.07293
28.2938 5.07095
28.6245 5.06720
28.9553 5.06368
29.2860 5.06036
29.6167 5.05724
29.9474 5.05435
30.1127 5.05301
30.2781 5.05175
30.4434 5.05059
30.6088 5.04953
30.8493 5.04823
31.0898 5.04726
31.3303 5.04673
31.5709 5.04675
31.6911 5.04703
31.8264 5.04762
31.9617 5.04856
32.0970 5.04993
32.2323 5.05183
32.3676 5.05443
32.5029 5.05793
32.6381 5.06266
32.7058 5.06562
32.7734 5.06910
32.8411 5.07320
32.9087 5.07809
32.9764 5.08398
33.0440 5.09114
33.1117 5.09995
33.1455 5.10515
33.1793 5.11100
33.2131 5.11761
33.2470 5.12514
33.2808 5.13377
33.3146 5.14374
33.3484 5.15538
33.3822 5.16909
33.4161 5.18545
33.4330 5.19487
33.4499 5.20529
33.4668 5.21686
33.4837 5.22977
33.5006 5.24427
33.5175 5.26064
33.5344 5.27926
33.5514 5.30056
33.5683 5.32510
33.5852 5.35356
33.5950 5.37231
33.6049 5.39284
33.6148 5.41542
33.6246 5.44022
33.6345 5.46757
33.6444 5.49770
33.6542 5.53098
33.6641 5.56769
33.6740 5.60827
33.6838 5.65301
33.6937 5.70244
33.7036 5.75687
33.7134 5.81685
33.7233 5.88271
33.7332 5.95504
33.7430 6.03411
33.7534 6.12481
33.7637 6.22379
33.7740 6.33162
33.7844 6.44838
33.7947 6.57450
33.8050 6.70981
33.8154 6.85450
33.8257 7.00807
33.8346 7.14780
33.8436 7.29360
33.8614 7.60117
33.8793 7.92564
33.8971 8.25982
33.9178 8.64712
33.9384 9.01912
33.9489 9.19612
33.9593 9.36225
33.9698 9.51556
33.9803 9.65358
33.9941 9.80947
34.0079 9.93120
34.0217 10.0156
34.0355 10.0605
34.0440 10.0678
34.0578 10.0466
34.0716 9.98505
34.0854 9.88489
34.0993 9.74890
34.1115 9.60150
34.1237 9.43206
34.1359 9.24367
34.1482 9.04021
34.1730 8.59484
34.1979 8.13194
34.2148 7.82004
34.2317 7.51966
34.2487 7.23610
34.2572 7.10195
34.2656 6.97337
34.2781 6.79535
34.2905 6.63059
34.3029 6.47902
34.3153 6.34079
34.3215 6.27642
34.3278 6.21532
34.3340 6.15730
34.3402 6.10228
34.3464 6.05017
34.3526 6.00087
34.3588 5.95429
34.3650 5.91032
34.3763 5.83665
34.3876 5.77065
34.3989 5.71156
34.4102 5.65884
34.4215 5.61176
34.4328 5.56984
34.4441 5.53244
34.4554 5.49914
34.4667 5.46941
34.4780 5.44288
34.4893 5.41914
34.5006 5.39790
34.5119 5.37882
34.5231 5.36168
34.5344 5.34621
34.5457 5.33225
34.5616 5.31487
34.5774 5.29968
34.5932 5.28633
34.6090 5.27456
34.6248 5.26414
34.6406 5.25488
34.6722 5.23926
34.7039 5.22675
34.7355 5.21668
34.7671 5.20856
34.7987 5.20205
34.8349 5.19620
34.8846 5.19044
34.9343 5.18679
34.9840 5.18484
35.0337 5.18432
35.0834 5.18502
35.1331 5.18678
35.2325 5.19311
35.3319 5.20275
35.4313 5.21545
35.5307 5.23114
35.6300 5.24991
35.7294 5.27197
35.8288 5.29763
35.9282 5.32731
36.0276 5.36154
36.1270 5.40102
36.1767 5.42297
36.2264 5.44656
36.2761 5.47192
36.3258 5.49921
36.3755 5.52859
36.4252 5.56025
36.5020 5.61416
36.5788 5.67492
36.6556 5.74359
36.7324 5.82141
36.7708 5.86423
36.8092 5.90994
36.8476 5.95879
36.8860 6.01107
36.9245 6.06711
36.9629 6.12722
37.0013 6.19181
37.0397 6.26129
37.0894 6.35928
37.1391 6.46743
37.1888 6.58714
37.2384 6.71997
37.2881 6.86788
37.3378 7.03310
37.3875 7.21832
37.4124 7.31941
37.4372 7.42672
37.4621 7.54085
37.4869 7.66230
37.5118 7.79171
37.5366 7.92976
37.5615 8.07721
37.5863 8.23492
37.6112 8.40384
37.6360 8.58493
37.6609 8.77955
37.6857 8.98896
37.7106 9.21468
37.7354 9.45840
37.7603 9.72209
37.7851 10.0080
37.8100 10.3186
37.8348 10.6568
37.8597 11.0261
37.8845 11.4304
37.9094 11.8743
37.9342 12.3632
37.9591 12.9033
37.9839 13.5023
38.0088 14.1690
38.0336 14.9146
38.0460 15.3211
38.0585 15.7521
38.0709 16.2106
38.0833 16.6982
38.0957 17.2184
38.1082 17.7734
38.1206 18.3670
38.1330 19.0032
38.1454 19.6870
38.1579 20.4223
38.1703 21.2164
38.1827 22.0745
38.1951 23.0059
38.2076 24.0184
38.2200 25.1230
38.2324 26.3323
38.2414 27.2864
38.2505 28.3099
38.2595 29.4100
38.2685 30.5934
38.2776 31.8717
38.2866 33.2521
38.2957 34.7490
38.3047 36.3718
38.3137 38.1381
38.3228 40.0619
38.3318 42.1607
38.3408 44.4513
38.3499 46.9600
38.3589 49.7048
38.3679 52.7174
38.3770 56.0193
38.3832 58.4796
38.3894 61.0992
38.3956 63.8931
38.4018 66.8729
38.4080 70.0560
38.4143 73.4449
38.4205 77.0576
38.4267 80.9078
38.4329 85.0161
38.4391 89.3837
38.4453 94.0316
38.4515 98.9746
38.4577 104.237
38.4640 109.815
38.4702 115.734
38.4764 122.007
38.4809 126.805
38.4854 131.804
38.4899 137.009
38.4945 142.425
38.4990 148.058
38.5035 153.911
38.5080 159.990
38.5125 166.285
38.5170 172.825
38.5216 179.602
38.5261 186.618
38.5306 193.859
38.5351 201.360
38.5396 209.104
38.5442 217.094
38.5487 225.311
38.5554 238.121
38.5622 251.476
38.5690 265.366
38.5758 279.759
38.5826 294.677
38.5893 310.055
38.5961 325.912
38.6029 342.170
38.6142 370.148
38.6255 398.976
38.6368 428.470
38.6481 458.303
38.6605 491.207
38.6729 523.712
38.6853 555.393
38.6978 585.703
38.7102 614.163
38.7226 640.274
38.7344 662.404
38.7461 681.614
38.7557 694.962
38.7654 705.970
38.7750 714.532
38.7846 720.526
38.7923 723.432
38.8000 724.632
38.8077 724.118
38.8154 721.896
38.8270 715.407
38.8385 705.245
38.8501 691.593
38.8616 674.696
38.8766 648.470
38.8915 618.032
38.9031 592.145
38.9146 564.627
38.9262 535.882
38.9378 506.332
38.9527 467.449
38.9677 428.614
38.9826 390.465
38.9976 353.642
39.0125 318.572
39.0200 301.822
39.0275 285.645
39.0350 270.067
39.0425 255.112
39.0499 240.794
39.0574 227.141
39.0635 216.440
39.0696 206.175
39.0758 196.344
39.0819 186.943
39.0880 177.967
39.0941 169.408
39.1002 161.257
39.1064 153.518
39.1125 146.155
39.1186 139.168
39.1247 132.547
39.1308 126.277
39.1370 120.346
39.1431 114.740
39.1492 109.446
39.1553 104.458
39.1628 98.7359
39.1703 93.4133
39.1777 88.4659
39.1852 83.8698
39.1927 79.6018
39.2002 75.6396
39.2077 71.9619
39.2151 68.5525
39.2226 65.3831
39.2301 62.4400
39.2376 59.7060
39.2450 57.1683
39.2525 54.8049
39.2600 52.6054
39.2675 50.5566
39.2750 48.6489
39.2831 46.7100
39.2913 44.9095
39.2994 43.2353
39.3076 41.6762
39.3158 40.2223
39.3239 38.8643
39.3321 37.5939
39.3402 36.4052
39.3484 35.2883
39.3565 34.2386
39.3647 33.2507
39.3729 32.3205
39.3810 31.4413
39.3892 30.6101
39.4055 29.0783
39.4204 27.8074
39.4354 26.6478
39.4504 25.5858
39.4653 24.6105
39.4803 23.7106
39.4952 22.8792
39.5102 22.1077
39.5251 21.3911
39.5401 20.7232
39.5550 20.0999
39.5700 19.5166
39.5850 18.9703
39.5999 18.4570
39.6149 17.9748
39.6298 17.5203
39.6448 17.0920
39.6597 16.6872
39.6747 16.3045
39.6897 15.9421
39.7046 15.5989
39.7345 14.9634
39.7644 14.3891
39.7944 13.8676
39.8243 13.3929
39.8542 12.9590
39.8841 12.5614
39.9072 12.2763
39.9303 12.0088
39.9534 11.7573
39.9765 11.5207
39.9997 11.2976
40.0228 11.0871
40.0459 10.8882
40.0690 10.7000
40.0921 10.5216
40.1152 10.3525
40.1615 10.0394
40.2077 9.75609
40.2539 9.49884
40.2838 9.34466
40.3137 9.19933
40.3437 9.06208
40.3736 8.93239
40.4035 8.80961
40.4334 8.69333
40.4633 8.58303
40.4932 8.47830
40.5530 8.28403
40.6129 8.10791
40.6727 7.94760
40.7325 7.80125
40.7923 7.66720
40.8522 7.54408
40.9120 7.43067
40.9718 7.32596
41.0316 7.22905
41.0915 7.13917
41.1513 7.05563
41.2111 6.97782
41.2709 6.90517
41.3308 6.83722
41.3906 6.77353
41.4504 6.71374
41.5103 6.65753
41.5701 6.60461
41.6299 6.55472
41.6897 6.50764
41.7496 6.46313
41.8094 6.42101
41.8692 6.38110
41.9290 6.34324
41.9889 6.30728
42.0487 6.27310
42.1683 6.20958
42.2880 6.15183
42.4076 6.09913
42.5273 6.05087
42.6469 6.00654
42.7666 5.96570
42.8862 5.92796
43.0059 5.89301
43.1255 5.86056
43.2180 5.83703
43.3104 5.81474
43.4029 5.79362
43.4954 5.77358
43.5878 5.75454
43.6803 5.73640
43.7727 5.71911
43.8652 5.70259
44.0501 5.67173
44.2350 5.64349
44.4199 5.61755
44.6048 5.59365
44.7245 5.57917
44.8442 5.56539
44.9638 5.55226
45.0835 5.53974
45.2031 5.52779
45.3228 5.51637
45.5621 5.49498
45.8014 5.47533
46.0407 5.45722
46.2800 5.44046
46.5193 5.42492
46.7368 5.41172
46.9544 5.39934
47.1719 5.38768
47.3894 5.37670
47.6505 5.36432
47.9116 5.35276
48.1726 5.34191
48.4337 5.33167
48.6947 5.32200
48.9558 5.31288
49.2168 5.30424
49.4779 5.29604
49.7390 5.28825
50.0000 5.28084
50.3331 5.27188
50.6662 5.26343
50.9992 5.25544
51.3323 5.24786
51.6654 5.24067
51.9985 5.23382
52.3315 5.22730
52.6646 5.22107
53.1880 5.21181
53.7114 5.20314
54.2348 5.19499
54.7582 5.18731
55.2816 5.18004
55.8050 5.17314
56.3284 5.16658
56.8518 5.16033
57.3276 5.15491
57.8035 5.14966
58.2793 5.14460
58.7551 5.13974
59.2309 5.13501
59.7067 5.13045
60.6584 5.12174
61.6100 5.11352
62.5617 5.10573
63.5133 5.09831
64.4649 5.09122
65.5118 5.08379
66.0352 5.08019
66.5586 5.07669
67.0820 5.07327
67.6054 5.06992
68.1288 5.06667
68.6522 5.06351
69.0328 5.06128
69.4135 5.05912
69.7941 5.05705
70.1748 5.05508
70.5555 5.05323
70.7458 5.05237
70.9361 5.05157
71.1264 5.05084
71.3168 5.05019
71.5071 5.04964
71.6974 5.04923
71.8521 5.04901
72.0067 5.04894
72.1613 5.04905
72.3160 5.04940
72.3933 5.04970
72.4706 5.05008
72.5480 5.05058
72.6253 5.05121
72.7026 5.05199
72.7799 5.05296
72.8572 5.05415
72.9346 5.05562
73.0059 5.05728
73.0773 5.05931
73.1487 5.06179
73.2200 5.06486
73.2557 5.06667
73.2914 5.06869
73.3271 5.07096
73.3628 5.07352
73.3985 5.07643
73.4342 5.07974
73.4699 5.08353
73.5055 5.08790
73.5442 5.09345
73.5829 5.10007
73.6022 5.10389
