Sn-117(n,tot) ENDFB-8.0
342.235 71.2823
342.257 66.7169
342.278 62.3527
342.299 58.1964
342.320 54.2525
342.342 50.5232
342.363 47.0090
342.384 43.7086
342.406 40.6189
342.427 37.7358
342.445 35.4071
342.464 33.2243
342.482 31.1825
342.501 29.2767
342.519 27.5014
342.537 25.8510
342.556 24.3197
342.574 22.9014
342.593 21.5902
342.611 20.3800
342.629 19.2647
342.648 18.2386
342.657 17.7572
342.666 17.2958
342.675 16.8539
342.685 16.4307
342.694 16.0256
342.703 15.6379
342.712 15.2670
342.721 14.9122
342.732 14.5189
342.743 14.1457
342.753 13.7916
342.764 13.4588
342.775 13.1400
342.785 12.8406
342.796 12.5539
342.807 12.2846
342.817 12.0270
342.828 11.7850
342.839 11.5534
342.849 11.3359
342.860 11.1278
342.871 10.9323
342.881 10.7453
342.892 10.5696
342.903 10.4013
342.913 10.2432
342.924 10.0918
342.934 9.94940
342.945 9.81295
342.956 9.68456
342.966 9.56144
342.977 9.44550
342.988 9.33421
342.998 9.22932
343.020 9.03345
343.041 8.85556
343.062 8.69361
343.077 8.59085
343.091 8.49483
343.106 8.40434
343.120 8.31894
343.135 8.23769
343.149 8.16133
343.178 8.02023
343.208 7.89227
343.237 7.77635
343.266 7.66999
343.295 7.57254
343.324 7.48216
343.353 7.39852
343.382 7.32023
343.411 7.24717
343.440 7.17826
343.469 7.11351
343.498 7.05206
343.527 6.99400
343.570 6.91370
343.612 6.83904
343.655 6.76921
343.698 6.70370
343.740 6.64207
343.783 6.58396
343.825 6.52904
343.868 6.47704
343.911 6.42773
343.953 6.38088
344.038 6.29386
344.124 6.21469
344.209 6.14232
344.294 6.07582
344.379 6.01460
344.464 5.95800
344.550 5.90549
344.635 5.85663
344.720 5.81105
344.805 5.76841
344.890 5.72842
344.976 5.69080
345.061 5.65541
345.146 5.62201
345.231 5.59043
345.317 5.56049
345.402 5.53210
345.572 5.47946
345.743 5.43161
345.913 5.38793
346.084 5.34781
346.254 5.31083
346.456 5.27061
346.657 5.23369
346.858 5.19960
347.060 5.16798
347.261 5.13852
347.463 5.11095
347.664 5.08502
347.865 5.06054
348.113 5.03216
348.361 5.00544
348.609 4.98018
348.857 4.95617
349.198 4.92487
349.539 4.89522
349.880 4.86688
350.220 4.83957
350.391 4.82622
350.561 4.81303
350.732 4.79997
350.902 4.78704
351.073 4.77418
351.243 4.76139
351.414 4.74864
351.584 4.73591
351.785 4.72086
351.987 4.70578
352.188 4.69065
352.390 4.67545
352.591 4.66014
352.793 4.64475
352.893 4.63702
352.994 4.62926
353.095 4.62149
353.195 4.61371
353.358 4.60113
353.521 4.58857
353.602 4.58232
353.683 4.57610
353.765 4.56993
353.846 4.56382
353.928 4.55777
354.009 4.55183
354.090 4.54601
354.172 4.54034
354.253 4.53485
354.334 4.52959
354.416 4.52462
354.497 4.51998
354.582 4.51555
354.667 4.51168
354.753 4.50849
354.838 4.50612
354.923 4.50478
355.008 4.50468
355.051 4.50519
355.093 4.50613
355.136 4.50755
355.179 4.50950
355.221 4.51206
355.264 4.51529
355.306 4.51927
355.349 4.52410
355.392 4.52990
355.434 4.53679
355.477 4.54494
355.519 4.55453
355.562 4.56578
355.605 4.57896
355.647 4.59442
355.690 4.61257
355.732 4.63395
355.775 4.65922
355.818 4.68926
355.860 4.72518
355.884 4.74783
355.907 4.77283
355.930 4.80075
355.953 4.83173
355.977 4.86647
356.000 4.90520
356.023 4.94883
356.046 4.99767
356.070 5.05292
356.093 5.11499
356.116 5.18545
356.139 5.26487
356.163 5.35525
356.186 5.45732
356.209 5.57316
356.232 5.70466
356.253 5.84104
356.275 5.99430
356.296 6.16650
356.317 6.35989
356.339 6.57696
356.360 6.82044
356.381 7.09329
356.403 7.39872
356.413 7.56554
356.424 7.74022
356.435 7.92656
356.445 8.12154
356.456 8.32936
356.466 8.54667
356.477 8.77810
356.488 9.01990
356.498 9.27718
356.509 9.54575
356.520 9.83126
356.530 10.1290
356.541 10.4452
356.552 10.7747
356.562 11.1242
356.573 11.4880
356.589 12.0904
356.606 12.7393
356.622 13.4371
356.639 14.1820
356.655 14.9854
356.672 15.8405
356.688 16.7602
356.705 17.7359
356.721 18.7820
356.738 19.8954
356.754 21.0783
356.771 22.3252
356.787 23.6533
356.803 25.0484
356.820 26.5293
356.836 28.0793
356.858 30.2212
356.879 32.4887
356.900 34.8925
356.922 37.4326
356.943 40.1077
356.964 42.9155
356.986 45.8524
357.007 48.9134
357.028 52.0921
357.049 55.3806
357.071 58.7697
357.092 62.2485
357.135 69.4250
357.177 76.7952
357.224 84.9014
357.270 92.8771
357.278 94.1704
357.296 97.2163
357.315 100.188
357.352 105.855
357.394 111.833
357.416 114.552
357.437 117.044
357.458 119.304
357.479 121.317
357.501 123.067
357.522 124.543
357.542 125.689
357.563 126.563
357.600 127.455
357.613 127.545
357.638 127.409
357.662 126.857
357.690 125.750
357.718 124.150
357.747 122.035
357.775 119.459
357.804 116.457
357.832 113.083
357.873 107.563
357.914 101.468
357.943 97.0053
357.971 92.4081
358.028 82.9585
358.085 73.4725
358.113 68.8184
358.142 64.2710
358.168 60.2424
358.193 56.3621
358.219 52.6307
358.245 49.0615
358.271 45.6650
358.297 42.4486
358.322 39.4173
358.348 36.5734
358.362 35.0883
358.377 33.6599
358.391 32.2876
358.405 30.9709
358.419 29.7092
358.433 28.5015
358.448 27.3469
358.462 26.2443
358.476 25.1925
358.490 24.1902
358.504 23.2362
358.519 22.3289
358.533 21.4670
358.547 20.6489
358.561 19.8732
358.575 19.1383
358.594 18.2582
358.612 17.4386
358.630 16.6762
358.648 15.9717
358.666 15.3141
358.684 14.7044
358.702 14.1395
358.720 13.6194
358.738 13.1355
358.756 12.6880
358.774 12.2745
358.792 11.8945
358.810 11.5415
358.829 11.2154
358.847 10.9142
358.865 10.6375
358.879 10.4340
358.893 10.2427
358.907 10.0627
358.921 9.89342
358.936 9.73408
358.950 9.58402
358.964 9.44263
358.978 9.30932
358.992 9.18354
359.007 9.06479
359.021 8.95258
359.035 8.84648
359.049 8.74605
359.063 8.65090
359.078 8.56069
359.092 8.47506
359.120 8.31634
359.149 8.17248
359.177 8.04155
359.205 7.92187
359.234 7.81203
359.262 7.71079
359.291 7.61711
359.319 7.53011
359.348 7.44874
359.376 7.37291
359.404 7.30178
359.433 7.23485
359.461 7.17172
359.490 7.11203
359.518 7.05546
359.546 7.00174
359.603 6.90195
359.660 6.81106
359.717 6.72784
359.774 6.65128
359.828 6.58357
359.882 6.52072
359.936 6.46211
359.990 6.40730
360.045 6.35593
360.099 6.30768
360.153 6.26227
360.207 6.21944
360.262 6.17892
360.316 6.14064
360.370 6.10438
360.424 6.06996
360.478 6.03725
360.533 6.00612
360.587 5.97646
360.641 5.94818
360.698 5.91990
360.755 5.89292
360.868 5.84253
360.982 5.79639
361.095 5.75396
361.209 5.71482
361.323 5.67859
361.436 5.64496
361.550 5.61365
361.638 5.59089
361.725 5.56928
361.813 5.54873
361.901 5.52916
362.077 5.49269
362.252 5.45940
362.428 5.42883
362.603 5.40068
362.779 5.37464
362.954 5.35049
363.182 5.32168
363.409 5.29531
363.636 5.27107
363.863 5.24867
364.090 5.22792
364.318 5.20861
364.545 5.19059
364.772 5.17372
365.082 5.15235
365.392 5.13266
365.701 5.11444
366.011 5.09750
366.321 5.08169
366.631 5.06686
366.941 5.05292
367.250 5.03978
367.705 5.02177
368.159 5.00510
368.614 4.98957
369.068 4.97505
369.523 4.96140
369.977 4.94852
370.431 4.93632
370.886 4.92472
371.629 4.90687
372.373 4.89024
373.117 4.87459
373.860 4.85976
374.604 4.84562
375.347 4.83207
376.091 4.81901
376.834 4.80635
377.661 4.79268
378.487 4.77933
379.313 4.76623
380.139 4.75328
381.131 4.73787
382.122 4.72250
383.113 4.70707
384.105 4.69147
385.096 4.67559
386.088 4.65933
387.079 4.64254
388.071 4.62509
388.608 4.61531
389.145 4.60526
389.682 4.59491
390.219 4.58421
390.756 4.57312
391.293 4.56159
391.830 4.54956
392.367 4.53697
392.739 4.52789
393.110 4.51847
393.482 4.50869
393.854 4.49850
394.226 4.48788
394.598 4.47680
394.969 4.46521
395.155 4.45921
395.341 4.45308
395.568 4.44540
395.795 4.43753
396.023 4.42949
396.250 4.42131
396.477 4.41307
396.591 4.40895
396.704 4.40486
396.818 4.40084
396.931 4.39690
397.045 4.39311
397.159 4.38951
397.283 4.38592
397.407 4.38282
397.531 4.38041
397.593 4.37955
397.654 4.37900
397.716 4.37880
397.778 4.37904
397.840 4.37982
397.902 4.38127
397.964 4.38356
398.026 4.38693
398.088 4.39172
398.150 4.39841
398.186 4.40346
398.222 4.40955
398.259 4.41694
398.295 4.42588
398.331 4.43676
398.367 4.44997
398.403 4.46612
398.439 4.48579
398.476 4.50991
398.512 4.53934
398.548 4.57546
398.584 4.61955
398.602 4.64521
398.620 4.67358
398.638 4.70493
398.656 4.73934
398.674 4.77753
398.692 4.81939
398.710 4.86578
398.728 4.91657
398.753 4.99425
398.778 5.08215
398.802 5.18225
398.827 5.29508
398.839 5.35712
398.851 5.42301
398.864 5.49297
398.876 5.56656
398.888 5.64521
398.900 5.72785
398.913 5.81606
398.925 5.90862
398.937 6.00728
398.949 6.11155
398.962 6.22165
398.974 6.33687
398.986 6.45933
398.998 6.58730
399.011 6.72312
399.023 6.86483
399.035 7.01500
399.047 7.17276
399.060 7.33836
399.072 7.51060
399.084 7.69254
399.096 7.88148
399.121 8.28731
399.135 8.53923
399.149 8.80384
399.164 9.08143
399.178 9.37231
399.192 9.67675
399.206 9.99499
399.220 10.3273
399.235 10.6737
399.263 11.4099
399.291 12.2043
399.320 13.0569
399.348 13.9672
399.370 14.7111
399.392 15.4841
399.414 16.2919
399.436 17.1253
399.480 18.8755
399.524 20.7138
399.581 23.1788
399.637 25.6710
399.684 27.6809
399.730 29.6076
399.766 31.0133
399.802 32.3144
399.831 33.2528
399.859 34.0985
399.888 34.8453
399.916 35.4828
399.952 36.1311
399.987 36.5684
400.009 36.7425
400.030 36.8423
400.046 36.8684
400.069 36.8340
400.092 36.7116
400.120 36.4548
400.148 36.0815
400.175 35.5957
400.203 35.0055
400.230 34.3137
400.258 33.5302
400.301 32.1583
400.343 30.6277
400.399 28.4655
400.454 26.1824
400.509 23.8503
400.564 21.5499
400.590 20.4760
400.617 19.4325
400.643 18.4164
400.669 17.4397
400.696 16.4986
400.722 15.6031
400.748 14.7517
400.775 13.9460
400.805 13.0810
400.820 12.6702
400.835 12.2774
400.850 11.8973
400.865 11.5349
400.880 11.1851
400.895 10.8523
400.910 10.5320
400.925 10.2279
400.940 9.93591
400.955 9.65942
400.970 9.39444
400.985 9.14411
401.000 8.90624
401.015 8.68044
401.029 8.48301
401.043 8.29514
401.057 8.11649
401.071 7.94675
401.084 7.78557
401.098 7.63263
401.112 7.48761
401.126 7.35017
401.140 7.22000
401.153 7.09679
401.167 6.98021
401.181 6.86997
401.195 6.76576
401.209 6.66730
401.222 6.57430
401.236 6.48711
401.250 6.40418
401.264 6.32592
401.277 6.25207
401.291 6.18240
401.305 6.11668
401.319 6.05468
401.346 5.94103
401.374 5.83986
401.402 5.74973
401.429 5.66935
401.457 5.59780
401.479 5.54465
401.502 5.49603
401.525 5.45149
401.547 5.41077
401.570 5.37314
401.592 5.33845
401.615 5.30639
401.637 5.27681
401.683 5.22351
401.728 5.17715
401.773 5.13631
401.818 5.09998
401.863 5.06729
401.908 5.03776
401.953 5.01075
401.998 4.98601
402.044 4.96309
402.089 4.94186
402.179 4.90352
402.259 4.87321
402.339 4.84587
402.420 4.82097
402.500 4.79820
402.580 4.77721
402.660 4.75782
402.741 4.73977
402.821 4.72295
402.981 4.69237
403.142 4.66518
403.302 4.64072
403.463 4.61849
403.613 4.59932
403.764 4.58153
403.914 4.56489
404.065 4.54925
404.215 4.53445
404.366 4.52040
404.516 4.50696
404.667 4.49409
404.968 4.46967
405.269 4.44669
405.569 4.42478
405.870 4.40369
406.091 4.38860
406.312 4.37376
406.532 4.35910
406.753 4.34457
407.195 4.31569
407.636 4.28679
408.077 4.25758
408.519 4.22782
408.739 4.21265
408.960 4.19726
409.181 4.18162
409.401 4.16571
409.782 4.13749
410.164 4.10823
410.545 4.07779
410.735 4.06209
410.926 4.04605
411.117 4.02964
411.307 4.01284
411.498 3.99565
411.688 3.97804
411.879 3.96000
412.070 3.94149
412.260 3.92251
412.451 3.90303
412.671 3.87982
412.892 3.85587
413.113 3.83117
413.333 3.80569
413.554 3.77941
413.775 3.75231
413.996 3.72439
414.216 3.69564
414.437 3.66608
414.658 3.63572
414.768 3.62027
414.878 3.60465
414.989 3.58888
415.099 3.57297
415.209 3.55692
415.320 3.54079
415.430 3.52457
415.540 3.50833
415.651 3.49209
415.761 3.47591
415.871 3.45985
415.982 3.44398
416.112 3.42555
416.242 3.40768
416.373 3.39057
416.503 3.37446
416.634 3.35968
416.764 3.34662
416.894 3.33578
417.025 3.32776
417.135 3.32376
417.246 3.32292
417.356 3.32595
417.466 3.33375
417.521 3.33978
417.577 3.34743
417.632 3.35689
417.687 3.36834
417.742 3.38205
417.797 3.39823
417.852 3.41724
417.908 3.43934
417.955 3.46129
418.003 3.48609
418.051 3.51416
418.098 3.54573
418.146 3.58135
418.193 3.62133
418.241 3.66636
418.289 3.71687
418.336 3.77377
418.384 3.83765
418.432 3.90975
418.479 3.99091
418.527 4.08286
418.575 4.18688
418.622 4.30517
418.670 4.44026
418.725 4.62211
418.753 4.72499
418.780 4.83706
418.808 4.95944
418.835 5.09339
418.863 5.24038
418.891 5.40149
418.918 5.57984
418.946 5.77716
418.973 5.99605
419.001 6.23955
419.029 6.51117
419.056 6.81494
419.084 7.15553
419.098 7.34127
419.111 7.53680
419.126 7.76612
419.141 8.00930
419.156 8.27078
419.171 8.54837
419.187 8.84714
419.202 9.16458
419.217 9.50650
419.232 9.87005
419.251 10.3648
419.269 10.9010
419.288 11.4852
419.307 12.1219
419.326 12.8157
419.345 13.5718
419.363 14.3956
419.382 15.2930
419.401 16.2702
419.420 17.3339
419.439 18.4912
419.457 19.7495
419.476 21.1167
419.495 22.6012
419.514 24.2117
419.533 25.9573
419.546 27.3302
419.560 28.7849
419.574 30.3254
419.588 31.9559
419.602 33.6804
419.615 35.5033
419.629 37.4288
419.643 39.4613
419.657 41.6053
419.671 43.8652
419.684 46.2455
419.698 48.7507
419.712 51.3852
419.726 54.1535
419.740 57.0600
419.753 60.0863
419.766 63.1390
419.780 66.3294
419.793 69.6612
419.806 73.1108
419.819 76.7340
419.832 80.5082
419.846 84.4363
419.859 88.4892
419.872 92.7313
419.885 97.1344
419.911 106.394
419.938 116.311
419.964 126.891
419.992 138.707
420.019 151.243
420.047 164.482
420.074 178.344
420.102 192.894
420.129 208.033
420.157 223.702
420.185 239.831
420.240 273.131
420.295 307.097
420.350 340.937
420.405 373.565
420.443 394.541
420.481 414.108
420.508 427.379
420.536 439.543
420.563 450.569
420.591 460.272
420.619 468.872
420.648 475.879
420.683 482.319
420.718 486.112
420.730 486.778
420.736 487.002
420.755 487.208
420.774 486.623
420.813 483.094
420.840 478.758
420.866 472.972
420.892 466.104
420.918 458.013
420.965 440.470
421.012 419.689
421.063 393.789
421.115 365.540
421.166 335.806
421.218 305.422
421.269 275.159
421.321 245.692
421.346 231.410
421.372 217.582
421.398 204.203
421.424 191.314
421.449 178.903
421.475 167.048
421.501 155.770
421.527 145.120
421.552 135.023
421.578 125.558
421.604 116.646
421.630 108.347
421.647 102.989
421.665 97.8917
421.682 93.0474
421.700 88.4757
421.718 84.1171
421.735 80.0141
421.753 76.1121
421.770 72.4474
421.788 68.9701
421.805 65.7114
421.823 62.6258
421.840 59.7399
421.858 57.0126
421.875 54.4664
421.893 52.0643
421.911 49.8254
421.923 48.2661
421.936 46.7806
421.949 45.3660
421.962 44.0295
421.975 42.7475
421.988 41.5279
422.001 40.3681
422.014 39.2738
422.026 38.2255
422.039 37.2294
422.052 36.2833
422.065 35.3916
422.078 34.5384
422.091 33.7286
422.117 32.2372
422.142 30.8908
422.168 29.6865
422.194 28.6026
422.220 27.6364
422.245 26.7704
422.271 26.0024
422.297 25.3186
422.323 24.7171
422.344 24.2782
422.365 23.8856
422.386 23.5364
422.407 23.2295
422.428 22.9596
422.449 22.7261
422.470 22.5271
422.491 22.3614
422.512 22.2259
422.533 22.1197
422.554 22.0414
422.575 21.9898
422.597 21.9628
422.618 21.9595
422.660 22.0177
422.688 22.1004
422.716 22.2141
422.772 22.5206
422.828 22.9072
422.884 23.3414
422.945 23.8258
423.006 24.2800
423.053 24.5825
423.100 24.8220
423.109 24.8606
423.135 24.9504
423.161 25.0126
423.186 25.0455
423.212 25.0471
423.240 25.0111
423.269 24.9345
423.290 24.8488
423.318 24.7008
423.346 24.5119
423.370 24.3190
423.393 24.0974
423.417 23.8469
423.441 23.5697
423.469 23.2100
423.498 22.8176
423.545 22.0864
423.593 21.2864
423.650 20.2765
423.706 19.2279
423.802 17.4400
423.850 16.5741
423.897 15.7461
423.943 14.9974
423.966 14.6409
423.988 14.2971
424.011 13.9666
424.034 13.6496
424.057 13.3463
424.080 13.0570
424.102 12.7815
424.125 12.5199
424.148 12.2719
424.171 12.0373
424.194 11.8157
424.216 11.6069
424.239 11.4103
424.262 11.2255
424.282 11.0757
424.301 10.9347
424.321 10.8006
424.340 10.6744
424.360 10.5546
424.379 10.4421
424.399 10.3352
424.418 10.2348
424.438 10.1395
424.458 10.0499
424.477 9.96486
424.497 9.88487
424.516 9.80882
424.536 9.73722
424.555 9.66940
424.575 9.60508
424.594 9.54373
424.614 9.48575
424.633 9.43030
424.653 9.37777
424.692 9.27954
424.731 9.18968
424.770 9.10697
424.809 9.03037
424.848 8.95900
424.887 8.89228
424.918 8.84298
424.948 8.79576
425.009 8.70674
425.070 8.62384
425.131 8.54599
425.191 8.47243
425.252 8.40257
425.313 8.33596
425.374 8.27224
425.435 8.21115
425.495 8.15246
425.617 8.04155
425.739 7.93833
425.860 7.84195
425.956 7.77039
426.051 7.70233
426.147 7.63736
426.242 7.57540
426.338 7.51609
426.433 7.45939
426.529 7.40500
426.625 7.35290
426.816 7.25475
427.007 7.16399
427.198 7.07978
427.389 7.00146
427.615 6.91558
427.841 6.83623
428.066 6.76268
428.292 6.69429
428.518 6.63053
428.744 6.57097
428.970 6.51516
429.195 6.46274
429.387 6.42080
429.578 6.38091
429.769 6.34292
429.960 6.30673
430.151 6.27216
430.342 6.23912
430.533 6.20753
430.724 6.17729
430.915 6.14828
431.106 6.12046
431.488 6.06806
431.870 6.01958
432.253 5.97456
432.635 5.93262
433.017 5.89346
433.399 5.85679
433.781 5.82237
434.163 5.78997
434.546 5.75942
434.928 5.73054
435.310 5.70321
435.675 5.67845
436.039 5.65484
436.404 5.63227
436.769 5.61067
437.134 5.58999
437.499 5.57014
438.228 5.53274
438.958 5.49801
439.687 5.46559
440.417 5.43513
441.146 5.40635
441.841 5.38028
442.536 5.35531
443.231 5.33126
443.926 5.30797
444.621 5.28525
445.315 5.26296
446.010 5.24092
446.705 5.21898
447.192 5.20357
447.678 5.18805
448.164 5.17235
448.651 5.15639
449.137 5.14006
449.623 5.12327
450.110 5.10590
450.596 5.08781
450.961 5.07368
451.326 5.05898
451.691 5.04363
452.055 5.02752
452.420 5.01054
452.785 4.99255
453.150 4.97343
453.514 4.95299
453.706 4.94170
453.897 4.92995
454.088 4.91774
454.279 4.90502
454.470 4.89177
454.661 4.87796
454.852 4.86357
455.043 4.84862
455.217 4.83451
455.391 4.81997
455.564 4.80505
455.738 4.78986
455.825 4.78222
455.912 4.77461
455.999 4.76705
456.085 4.75962
456.172 4.75238
456.259 4.74544
456.346 4.73893
456.433 4.73304
456.528 4.72754
456.624 4.72352
456.719 4.72167
456.767 4.72187
456.815 4.72307
456.863 4.72552
456.911 4.72955
456.958 4.73559
457.006 4.74420
457.054 4.75619
457.102 4.77259
457.149 4.79478
457.197 4.82451
457.228 4.84849
457.258 4.87730
457.288 4.91185
457.319 4.95323
457.349 5.00272
457.380 5.06181
457.410 5.13227
457.440 5.21612
457.471 5.31570
457.486 5.37222
457.501 5.43371
457.516 5.50057
457.532 5.57323
457.547 5.65213
457.562 5.73776
457.577 5.83062
457.592 5.93125
457.608 6.04022
457.623 6.15813
457.638 6.28561
457.653 6.42334
457.668 6.57200
457.683 6.73124
457.695 6.86651
457.707 7.00868
457.719 7.16056
457.731 7.32001
457.743 7.49016
457.755 7.66860
457.767 7.85877
457.779 8.05798
457.791 8.27003
457.803 8.49188
457.815 8.72776
457.827 8.97422
457.839 9.23593
457.851 9.50904
457.863 9.79620
457.875 10.0979
457.887 10.4175
457.898 10.7501
457.910 11.1020
457.922 11.4676
457.946 12.2548
457.970 13.1161
457.994 14.0556
458.018 15.0777
458.042 16.1864
458.066 17.3801
458.090 18.6722
458.113 20.0611
458.137 21.5493
458.161 23.1388
458.185 24.8310
458.209 26.6266
458.233 28.5256
458.257 30.5183
458.281 32.6199
458.305 34.8192
458.328 37.1125
458.352 39.4847
458.400 44.4910
458.448 49.7561
458.513 57.2430
458.578 64.8354
458.626 70.2887
458.674 75.5165
458.719 80.1945
458.765 84.4269
458.789 86.4359
458.813 88.2750
458.836 89.9467
458.860 91.4310
458.884 92.7170
458.908 93.7916
458.945 95.0229
458.987 95.7934
458.990 95.8259
458.994 95.8534
459.005 95.9090
459.016 95.9123
459.039 95.7638
459.078 95.0234
459.118 93.6787
459.157 91.7680
459.191 89.6939
459.225 87.2600
459.265 84.0387
459.304 80.4483
459.347 76.1888
459.390 71.6629
459.469 62.9688
459.548 54.2282
459.587 49.9810
459.627 45.8795
459.666 41.9619
459.705 38.2586
459.738 35.3985
459.770 32.7143
459.802 30.2024
459.818 29.0120
459.834 27.8654
459.850 26.7558
459.867 25.6967
459.883 24.6807
459.899 23.7074
459.915 22.7760
459.931 21.8861
459.947 21.0366
459.963 20.2269
459.983 19.2840
460.003 18.4020
460.022 17.5741
460.042 16.7983
460.062 16.0722
460.081 15.3938
460.101 14.7608
460.121 14.1709
460.141 13.6193
460.160 13.1092
460.180 12.6356
460.200 12.1963
460.219 11.7892
460.239 11.4124
460.259 11.0637
460.279 10.7414
460.290 10.5617
460.302 10.3917
460.314 10.2282
460.325 10.0735
460.348 9.78399
460.372 9.52071
460.395 9.28130
460.418 9.06357
460.442 8.86549
460.465 8.68592
460.488 8.52160
460.511 8.37176
460.535 8.23496
460.558 8.11041
460.581 7.99584
460.605 7.89075
460.628 7.79415
460.651 7.70554
460.691 7.56991
460.730 7.45095
460.769 7.34558
460.809 7.25158
460.848 7.16710
460.888 7.09066
460.927 7.02104
460.966 6.95722
461.006 6.89841
461.045 6.84393
461.085 6.79324
461.124 6.74587
461.203 6.65967
461.282 6.58298
461.360 6.51404
461.439 6.45175
461.518 6.39506
461.597 6.34318
461.676 6.29550
461.754 6.25152
461.833 6.21080
461.912 6.17299
461.991 6.13772
462.070 6.10483
462.227 6.04514
462.385 5.99238
462.543 5.94537
462.700 5.90320
462.858 5.86516
463.015 5.83064
463.173 5.79918
463.331 5.77035
463.488 5.74386
463.646 5.71942
463.803 5.69679
463.961 5.67577
464.119 5.65618
464.434 5.62077
464.735 5.59088
465.036 5.56418
465.337 5.54014
465.638 5.51837
465.938 5.49854
466.239 5.48038
466.540 5.46369
466.841 5.44827
467.185 5.43201
467.529 5.41703
468.217 5.39029
468.905 5.36707
469.592 5.34664
470.223 5.32988
470.853 5.31469
471.484 5.30084
472.114 5.28813
472.745 5.27640
473.375 5.26553
474.636 5.24593
475.783 5.23017
476.929 5.21599
477.387 5.21071
479.222 5.19136
481.056 5.17442
482.890 5.15942
483.807 5.15256
484.724 5.14614
485.641 5.14026
486.157 5.13737
486.415 5.13620
486.544 5.13577
486.673 5.13553
486.802 5.13564
486.866 5.13591
486.931 5.13639
486.995 5.13714
487.060 5.13827
487.124 5.13987
487.189 5.14208
487.253 5.14505
487.318 5.14897
487.382 5.15400
487.446 5.16033
487.511 5.16815
487.575 5.17759
487.640 5.18873
487.704 5.20158
487.762 5.21441
487.819 5.22838
487.934 5.25884
488.048 5.29036
488.106 5.30542
488.163 5.31934
488.213 5.33021
488.263 5.33949
488.313 5.34693
488.363 5.35227
488.412 5.35528
488.460 5.35609
488.517 5.35421
488.573 5.34935
488.623 5.34264
488.674 5.33390
488.724 5.32339
488.775 5.31140
488.845 5.29290
488.915 5.27315
489.055 5.23327
489.125 5.21456
489.195 5.19743
489.265 5.18216
489.335 5.16890
489.422 5.15523
489.508 5.14446
489.595 5.13618
489.639 5.13285
489.682 5.12998
489.726 5.12750
489.769 5.12538
489.856 5.12201
489.943 5.11952
490.029 5.11765
490.116 5.11620
490.203 5.11505
490.377 5.11324
490.550 5.11180
490.724 5.11053
491.071 5.10827
491.419 5.10620
492.113 5.10236
493.368 5.09595
494.623 5.08996
497.132 5.07889
500.000 5.06738
502.463 5.05832
504.926 5.04989
506.568 5.04462
508.210 5.03959
509.749 5.03510
511.289 5.03083
512.828 5.02679
514.367 5.02299
515.907 5.01947
516.676 5.01786
517.446 5.01636
518.216 5.01502
518.985 5.01388
519.755 5.01302
520.525 5.01255
520.935 5.01254
521.346 5.01277
521.756 5.01334
522.167 5.01437
522.577 5.01608
522.782 5.01731
522.988 5.01886
523.193 5.02086
523.398 5.02344
523.603 5.02682
523.809 5.03135
523.969 5.03607
524.129 5.04240
524.210 5.04647
524.290 5.05142
524.370 5.05757
524.450 5.06542
524.530 5.07571
524.610 5.08950
524.651 5.09818
524.691 5.10837
524.731 5.12035
524.771 5.13444
524.811 5.15110
524.851 5.17078
524.891 5.19398
524.931 5.22132
524.971 5.25344
525.011 5.29110
525.051 5.33510
525.091 5.38614
525.125 5.43538
525.159 5.49090
525.193 5.55328
525.226 5.62288
525.260 5.70069
525.294 5.78704
525.327 5.88246
525.361 5.98707
525.395 6.10190
525.428 6.22695
525.462 6.36244
525.496 6.50799
525.529 6.66443
525.563 6.83114
525.597 7.00773
525.630 7.19310
525.666 7.39702
525.701 7.60929
525.771 8.05267
525.912 8.96621
525.983 9.40147
526.018 9.60486
526.053 9.79488
526.098 10.0149
526.143 10.2053
526.179 10.3316
526.214 10.4349
526.249 10.5145
526.289 10.5736
526.314 10.5944
526.340 10.6012
526.349 10.6003
526.377 10.5867
526.404 10.5566
526.430 10.5155
526.451 10.4714
526.469 10.4266
526.502 10.3285
526.535 10.2107
526.580 10.0208
526.625 9.80122
526.661 9.60736
526.697 9.40012
526.769 8.95624
526.901 8.10145
526.967 7.68415
527.000 7.48337
527.033 7.28943
527.066 7.10330
527.099 6.92577
527.132 6.75744
527.165 6.59876
527.198 6.45000
527.231 6.31129
527.264 6.18263
527.297 6.06423
527.330 5.95515
527.363 5.85545
527.396 5.76473
527.429 5.68255
527.462 5.60843
527.495 5.54183
527.528 5.48224
527.560 5.42926
527.602 5.37012
527.644 5.31950
527.686 5.27639
527.728 5.23982
527.770 5.20891
527.812 5.18286
527.854 5.16095
527.896 5.14255
527.938 5.12711
527.980 5.11414
528.022 5.10324
528.064 5.09405
528.148 5.07970
528.232 5.06928
528.316 5.06155
528.400 5.05568
528.484 5.05114
528.568 5.04757
528.736 5.04246
528.904 5.03928
529.096 5.03736
529.300 5.03697
529.504 5.03815
529.708 5.04098
529.810 5.04310
529.912 5.04575
530.014 5.04902
530.116 5.05304
530.218 5.05797
530.320 5.06405
530.422 5.07168
530.524 5.08145
530.626 5.09437
530.677 5.10248
530.728 5.11206
530.776 5.12277
530.824 5.13553
530.872 5.15082
530.920 5.16927
530.968 5.19164
531.016 5.21885
531.064 5.25203
531.112 5.29239
531.136 5.31583
531.160 5.34169
531.184 5.37021
531.208 5.40165
531.232 5.43627
531.256 5.47435
531.280 5.51620
531.304 5.56212
