Mo-96(n,g) ENDFB-8.0
Energy(eV) XS(b)
4544.56 0.00296903
4546.99 0.00350962
4548.21 0.00386377
4549.43 0.00429747
4550.65 0.00484058
4551.86 0.00553150
4553.08 0.00642637
4554.30 0.00761155
4555.30 0.00890387
4556.30 0.0106136
4557.31 0.0129517
4557.81 0.0144668
4558.31 0.0163030
4558.81 0.0185816
4559.31 0.0214857
4559.82 0.0254040
4560.07 0.0279750
4560.32 0.0311743
4560.57 0.0353319
4560.82 0.0409172
4561.07 0.0486777
4561.32 0.0597033
4561.45 0.0670137
4561.57 0.0757829
4561.70 0.0863958
4561.82 0.0992473
4561.95 0.114940
4562.07 0.133772
4562.20 0.156489
4562.32 0.183815
4562.49 0.230175
4562.66 0.288746
4562.83 0.362493
4563.00 0.454472
4563.09 0.508331
4563.17 0.568017
4563.26 0.633975
4563.34 0.706658
4563.43 0.786519
4563.51 0.874004
4563.60 0.969549
4563.68 1.07357
4563.77 1.18785
4563.85 1.31009
4563.94 1.44189
4564.02 1.58351
4564.11 1.73517
4564.19 1.89702
4564.28 2.06913
4564.36 2.25149
4564.45 2.44399
4564.53 2.64643
4564.62 2.85851
4564.70 3.07980
4564.79 3.30977
4564.87 3.54778
4565.04 4.04466
4565.29 4.81452
4565.55 5.59875
4565.80 6.35879
4565.92 6.71509
4566.05 7.04945
4566.15 7.31661
4566.26 7.55806
4566.37 7.77529
4566.48 7.96157
4566.58 8.10617
4566.67 8.22144
4566.79 8.32028
4566.88 8.36798
4566.94 8.38581
4567.00 8.39131
4567.00 8.39129
4567.01 8.39102
4567.02 8.39042
4567.04 8.38826
4567.08 8.38008
4567.15 8.35585
4567.24 8.30168
4567.38 8.16490
4567.51 7.98669
4567.64 7.76197
4567.76 7.50819
4567.88 7.22266
4568.01 6.90541
4568.13 6.56651
4568.31 6.04673
4568.49 5.50281
4568.84 4.40342
4569.02 3.87038
4569.10 3.61169
4569.19 3.36348
4569.28 3.12101
4569.37 2.89051
4569.46 2.66980
4569.55 2.45936
4569.63 2.27061
4569.71 2.09362
4569.79 1.92416
4569.88 1.76634
4569.96 1.61626
4570.04 1.47742
4570.12 1.34777
4570.20 1.22709
4570.29 1.11378
4570.37 1.01026
4570.45 0.913660
4570.53 0.825929
4570.62 0.744535
4570.70 0.671039
4570.78 0.604012
4570.86 0.543049
4570.96 0.479471
4571.05 0.423435
4571.15 0.373651
4571.24 0.329559
4571.43 0.256001
4571.62 0.199605
4571.81 0.156327
4571.99 0.123731
4572.18 0.0990651
4572.37 0.0806609
4572.56 0.0667873
4572.75 0.0564080
4572.94 0.0485046
4573.13 0.0424846
4573.31 0.0377808
4573.50 0.0340787
4573.88 0.0286223
4574.26 0.0247598
4574.63 0.0218356
4575.01 0.0195056
4575.39 0.0175899
4576.14 0.0145875
4576.89 0.0123527
4577.79 0.0103522
4578.68 0.00883890
4579.58 0.00766310
4580.47 0.00672766
4581.37 0.00596838
4582.26 0.00534259
4584.05 0.00438217
4585.84 0.00368914
4587.63 0.00317271
4589.42 0.00277730
4591.21 0.00246972
4594.22 0.00208071
4597.24 0.00179777
4600.25 0.00158744
4603.27 0.00142873
4607.41 0.00126579
4611.56 0.00113917
4615.70 0.00104177
4619.85 0.000966482
4628.14 0.000855996
4636.42 0.000781193
4653.00 0.000679056
4669.58 0.000618222
4686.16 0.000576226
4702.74 0.000548267
4735.90 0.000508319
4772.07 0.000485852
4808.24 0.000477455
4856.47 0.000489298
4880.58 0.000513849
4892.64 0.000538150
4904.70 0.000581339
4913.74 0.000641929
4918.26 0.000690690
4922.78 0.000759528
4925.23 0.000811675
4927.68 0.000881023
4930.13 0.000973614
4932.58 0.00109989
4935.03 0.00128423
4936.25 0.00141001
4937.48 0.00156800
4938.70 0.00177034
4939.93 0.00203482
4941.15 0.00239229
4942.38 0.00289556
4943.18 0.00334771
4943.98 0.00395001
4944.78 0.00479029
4945.18 0.00535600
4945.58 0.00608825
4945.98 0.00710797
4946.18 0.00779201
4946.38 0.00865463
4946.58 0.00976737
4946.78 0.0112313
4946.98 0.0131873
4947.18 0.0158295
4947.38 0.0194412
4947.58 0.0243376
4947.78 0.0309908
4947.98 0.0399850
4948.18 0.0520517
4948.38 0.0680849
4948.58 0.0891504
4948.78 0.116483
4948.95 0.144729
4949.11 0.179021
4949.28 0.220229
4949.44 0.269224
4949.61 0.326843
4949.77 0.393835
4949.94 0.470821
4950.10 0.557663
4950.27 0.655599
4950.43 0.764006
4950.60 0.882398
4950.76 1.00910
4950.92 1.14435
4951.09 1.28568
4951.42 1.57662
4951.64 1.77268
4951.87 1.95814
4951.98 2.04434
4952.09 2.12485
4952.20 2.19869
4952.31 2.26495
4952.41 2.31409
4952.50 2.35685
4952.60 2.39282
4952.69 2.42169
4952.86 2.45436
4952.94 2.46172
4953.00 2.46355
4953.08 2.46103
4953.17 2.45135
4953.26 2.43426
4953.35 2.40997
4953.44 2.37872
4953.53 2.34078
4953.63 2.29649
4953.72 2.24683
4953.81 2.19175
4953.99 2.06579
4954.18 1.92378
4954.36 1.77105
4954.73 1.44886
4954.91 1.28680
4955.09 1.13041
4955.28 0.981710
4955.46 0.842984
4955.68 0.692947
4955.79 0.624625
4955.89 0.560908
4956.00 0.501818
4956.11 0.447318
4956.33 0.352095
4956.55 0.273180
4956.76 0.209652
4956.98 0.159010
4957.20 0.119729
4957.31 0.103576
4957.42 0.0895032
4957.53 0.0772921
4957.64 0.0667363
4957.74 0.0576443
4957.85 0.0498398
4957.96 0.0431615
4958.07 0.0375116
4958.18 0.0326552
4958.29 0.0285315
4958.40 0.0250365
4958.51 0.0221035
4958.72 0.0174811
4958.94 0.0141892
4959.10 0.0123605
4959.26 0.0109283
4959.42 0.00978355
4959.58 0.00887057
4959.90 0.00751266
4960.22 0.00656319
4960.55 0.00585772
4960.87 0.00530458
4961.51 0.00447282
4962.15 0.00386071
4962.79 0.00338875
4963.43 0.00301355
4964.07 0.00271030
4965.36 0.00225236
4966.64 0.00192678
4967.92 0.00168553
4969.21 0.00150173
4970.86 0.00132375
4972.51 0.00119152
4975.81 0.00101215
4979.10 0.000896738
4982.40 0.000820734
4986.80 0.000754493
4991.20 0.000709653
5000.00 0.000659368
5011.97 0.000632401
5023.94 0.000626898
5047.87 0.000645534
5071.81 0.000687090
5095.74 0.000747639
5119.68 0.000829633
5152.59 0.000990914
5169.04 0.00110137
5185.50 0.00124034
5199.71 0.00139132
5213.92 0.00158078
5228.13 0.00182319
5242.34 0.00213930
5250.57 0.00236953
5258.80 0.00264543
5267.03 0.00298003
5275.25 0.00339134
5283.11 0.00387905
5290.96 0.00449213
5298.82 0.00527795
5302.74 0.00575665
5306.67 0.00630586
5310.78 0.00697830
5314.90 0.00777183
5319.01 0.00871686
5323.12 0.00985453
5327.24 0.0112421
5331.35 0.0129585
5333.41 0.0139738
5335.47 0.0151174
5337.52 0.0164121
5339.58 0.0178851
5342.38 0.0202472
5343.79 0.0216118
5345.19 0.0231197
5346.59 0.0247958
5347.99 0.0266659
5349.40 0.0287642
5350.80 0.0311249
5352.01 0.0334209
5353.23 0.0359839
5354.45 0.0388630
5355.66 0.0421094
5356.88 0.0457962
5358.09 0.0499929
5359.31 0.0547905
5360.52 0.0603086
5361.22 0.0638883
5361.92 0.0677965
5362.63 0.0720824
5363.33 0.0767967
5364.03 0.0820060
5364.38 0.0848153
5364.73 0.0877652
5365.08 0.0908834
5365.43 0.0941637
5365.78 0.0976379
5366.13 0.101300
5366.51 0.105450
5366.88 0.109863
5367.07 0.112176
5367.25 0.114564
5367.44 0.117030
5367.63 0.119578
5367.91 0.123568
5368.19 0.127748
5368.47 0.132163
5368.75 0.136798
5369.01 0.141290
5369.26 0.145992
5369.52 0.150936
5369.78 0.156138
5370.04 0.161618
5370.29 0.167396
5370.55 0.173494
5370.81 0.179935
5371.06 0.186774
5371.32 0.193988
5371.58 0.201634
5371.84 0.209748
5372.09 0.218368
5372.22 0.222900
5372.35 0.227540
5372.48 0.232366
5372.61 0.237311
5372.74 0.242458
5372.86 0.247734
5372.99 0.253231
5373.12 0.258916
5373.25 0.264797
5373.38 0.270837
5373.51 0.277138
5373.64 0.283613
5373.76 0.290376
5373.89 0.297331
5374.02 0.304601
5374.15 0.312086
5374.28 0.319916
5374.41 0.327986
5374.54 0.336436
5374.66 0.345153
5374.79 0.354292
5374.92 0.363729
5375.05 0.373632
5375.18 0.383953
5375.31 0.394714
5375.44 0.405852
5375.56 0.417569
5375.69 0.429712
5375.82 0.442501
5375.95 0.455773
5376.08 0.469770
5376.21 0.484315
5376.34 0.499676
5376.46 0.515660
5376.59 0.532566
5376.72 0.550183
5376.85 0.568843
5376.98 0.588317
5377.08 0.605213
5377.19 0.622678
5377.29 0.640907
5377.40 0.659945
5377.50 0.680030
5377.61 0.700831
5377.71 0.722587
5377.82 0.745351
5377.93 0.769412
5378.03 0.794378
5378.14 0.820535
5378.24 0.847951
5378.35 0.876696
5378.45 0.906846
5378.56 0.938478
5378.66 0.971674
5378.79 1.01472
5378.92 1.06043
5379.05 1.10896
5379.18 1.16009
5379.30 1.21480
5379.43 1.27242
5379.56 1.33406
5379.69 1.39893
5379.82 1.46826
5379.95 1.54116
5380.08 1.61894
5380.20 1.70058
5380.33 1.78751
5380.46 1.87854
5380.59 1.97521
5380.72 2.07612
5380.85 2.18294
5380.98 2.29491
5381.10 2.41205
5381.23 2.53334
5381.36 2.66057
5381.49 2.79162
5381.62 2.92833
5381.75 3.06831
5381.88 3.21339
5382.00 3.36092
5382.26 3.66590
5382.52 3.97852
5382.77 4.29296
5383.14 4.73032
5383.32 4.93831
5383.51 5.13425
5383.69 5.31736
5383.87 5.48280
5384.05 5.62967
5384.24 5.75390
5384.43 5.85900
5384.62 5.93509
5384.81 5.98128
5385.00 5.99665
5385.13 5.98952
5385.26 5.96868
5385.46 5.90547
5385.67 5.80807
5385.88 5.67852
5386.08 5.51973
5386.29 5.33425
5386.50 5.12776
5386.71 4.90358
5386.91 4.66598
5387.20 4.32462
5387.48 3.97745
5387.77 3.63253
5388.05 3.29763
5388.33 2.98539
5388.61 2.69376
5388.74 2.55565
5388.88 2.42333
5389.02 2.29693
5389.16 2.17738
5389.40 1.98349
5389.64 1.80709
5389.88 1.64746
5390.12 1.50420
5390.36 1.37497
5390.60 1.25917
5390.84 1.15557
5391.08 1.06330
5391.36 0.968125
5391.63 0.884705
5391.91 0.810926
5392.19 0.745987
5392.47 0.688251
5392.74 0.637126
5393.02 0.591376
5393.30 0.550591
5393.58 0.513846
5393.85 0.480868
5394.13 0.450961
5394.41 0.423951
5394.69 0.399310
5394.96 0.376927
5395.24 0.356397
5395.52 0.337655
5395.80 0.320381
5396.07 0.304541
5396.63 0.276389
5397.18 0.252284
5397.74 0.231520
5398.29 0.213549
5398.85 0.197940
5399.40 0.184354
5399.96 0.172542
5400.51 0.162234
5401.07 0.153328
5401.62 0.145684
5402.18 0.139223
5402.73 0.133906
5403.29 0.129741
5403.84 0.126799
5404.40 0.125251
5405.21 0.126356
5405.86 0.132353
5406.19 0.138671
5406.52 0.148943
5406.85 0.165576
5407.17 0.192434
5407.34 0.211463
5407.50 0.235497
5407.67 0.265741
5407.83 0.303626
5407.97 0.342960
5408.11 0.390156
5408.25 0.446525
5408.38 0.512990
5408.52 0.592082
5408.66 0.685058
5408.80 0.793712
5408.94 0.918937
5409.08 1.06444
5409.22 1.23127
5409.36 1.42127
5409.49 1.63449
5409.63 1.87553
5409.77 2.14214
5409.91 2.43908
5410.05 2.76250
5410.16 3.05118
5410.28 3.35897
5410.39 3.68528
5410.50 4.02607
5410.62 4.38614
5410.73 4.75760
5410.84 5.14510
5410.96 5.53962
5411.20 6.39987
5411.44 7.26627
5411.68 8.10536
5411.80 8.50337
5411.92 8.87782
5412.03 9.21351
5412.14 9.52025
5412.26 9.79761
5412.37 10.0424
5412.49 10.2650
5412.61 10.4426
5412.75 10.5904
5412.84 10.6552
5412.94 10.6905
5413.00 10.6969
5413.10 10.6783
5413.18 10.6427
5413.29 10.5530
5413.43 10.3869
5413.57 10.1617
5413.70 9.88128
5413.84 9.56611
5413.97 9.21007
5414.10 8.81868
5414.23 8.40108
5414.39 7.84991
5414.56 7.27454
5414.88 6.09592
5415.05 5.51322
5415.21 4.94691
5415.37 4.40434
5415.54 3.89150
5415.62 3.62864
5415.71 3.37632
5415.80 3.13498
5415.89 2.90493
5415.98 2.68636
5416.06 2.47940
5416.15 2.28404
5416.24 2.10225
5416.33 1.92970
5416.41 1.76833
5416.50 1.61786
5416.59 1.47796
5416.68 1.34827
5416.77 1.22838
5416.85 1.11784
5416.94 1.01731
5417.03 0.924015
5417.12 0.838672
5417.21 0.760799
5417.29 0.689915
5417.47 0.567219
5417.64 0.467428
5417.82 0.385998
5418.00 0.320782
5418.17 0.268281
5418.35 0.226710
5418.48 0.200058
5418.62 0.177872
5418.90 0.144050
5419.17 0.120536
5419.45 0.103979
5419.73 0.0920649
5420.00 0.0832331
5420.55 0.0710677
5421.11 0.0628962
5421.66 0.0568130
5422.76 0.0480238
5423.97 0.0413420
5425.17 0.0364249
5426.38 0.0326194
5427.58 0.0295718
5429.79 0.0252720
5432.00 0.0220618
5434.21 0.0195555
5436.41 0.0175356
5439.83 0.0150778
5443.24 0.0131791
5446.65 0.0116656
5450.06 0.0104361
5454.48 0.00915514
5458.90 0.00813490
5463.31 0.00730916
5467.73 0.00663282
5474.96 0.00577029
5482.18 0.00512963
5489.41 0.00465337
5496.64 0.00430539
5507.88 0.00396717
5519.12 0.00384117
5526.75 0.00387403
5534.38 0.00401393
5542.01 0.00428427
5549.63 0.00472567
5555.25 0.00520735
5560.88 0.00586657
5566.50 0.00678424
5572.12 0.00809099
5575.33 0.00909092
5578.54 0.0103509
5582.76 0.0125622
5584.86 0.0139982
5586.97 0.0157346
5589.08 0.0178623
5591.19 0.0205049
5593.30 0.0238348
5595.40 0.0281088
5597.61 0.0340681
5598.72 0.0378329
5599.82 0.0422926
5600.92 0.0476288
5602.03 0.0540870
5603.13 0.0620079
5604.24 0.0718804
5605.34 0.0844395
5605.89 0.0920392
5606.44 0.100759
5607.00 0.110838
5607.55 0.122582
5608.10 0.136395
5608.65 0.152819
5609.05 0.166843
5609.46 0.182993
5609.86 0.201871
5610.26 0.224105
5610.66 0.250854
5611.06 0.283569
5611.46 0.324947
5611.66 0.350074
5611.86 0.378950
5612.13 0.424655
5612.39 0.481575
5612.52 0.515679
5612.66 0.554336
5612.79 0.598324
5612.92 0.648147
5613.05 0.705613
5613.18 0.771583
5613.31 0.847455
5613.45 0.934113
5613.58 1.03467
5613.71 1.15054
5613.84 1.28399
5613.97 1.43626
5614.11 1.62100
5614.18 1.72376
5614.25 1.83405
5614.32 1.95233
5614.39 2.07907
5614.46 2.21477
5614.52 2.35994
5614.59 2.51508
5614.66 2.68072
5614.73 2.85739
5614.80 3.04560
5614.87 3.24590
5614.94 3.45880
5615.01 3.68482
5615.08 3.92447
5615.15 4.17824
5615.21 4.44661
5615.28 4.73003
5615.35 5.02892
5615.42 5.34367
5615.49 5.67463
5615.56 6.02212
5615.63 6.38641
5615.70 6.76769
5615.77 7.16612
5615.84 7.58180
5615.90 8.01474
5615.97 8.46488
5616.04 8.93210
5616.18 9.91683
5616.33 11.0682
5616.48 12.2910
5616.63 13.5775
5616.78 14.9080
5617.06 17.4501
5617.34 20.0300
5617.57 22.1963
5617.81 24.2223
5617.95 25.2996
5618.09 26.2857
5618.23 27.1653
5618.36 27.9248
5618.50 28.5518
5618.64 29.0331
5618.77 29.3584
5618.90 29.5378
5619.00 29.5768
5619.12 29.5178
5619.24 29.3446
5619.35 29.0592
5619.47 28.6690
5619.59 28.1485
5619.71 27.5272
5619.83 26.8090
5619.95 26.0028
5620.12 24.7712
5620.28 23.4274
5620.53 21.2898
5620.77 19.0524
5621.01 16.7903
5621.25 14.5783
5621.36 13.5980
5621.47 12.6547
5621.58 11.7437
5621.69 10.8686
5621.80 10.0320
5621.91 9.23614
5622.02 8.48265
5622.13 7.77249
5622.26 7.03606
5622.38 6.35875
5622.44 6.03714
5622.50 5.72864
5622.56 5.43309
5622.62 5.15480
5622.68 4.88428
5622.74 4.62599
5622.80 4.37967
5622.86 4.14876
5622.92 3.92527
5622.98 3.71619
5623.05 3.51424
5623.11 3.32569
5623.20 3.04960
5623.29 2.79592
5623.39 2.56332
5623.48 2.35262
5623.57 2.15801
5623.67 1.98235
5623.76 1.82062
5623.85 1.67509
5623.95 1.54147
5624.04 1.42030
5624.14 1.31052
5624.23 1.21214
5624.32 1.12214
5624.42 1.04158
5624.51 0.967919
5624.60 0.902004
5624.73 0.824917
5624.85 0.757748
5624.97 0.698636
5625.09 0.646532
5625.21 0.600153
5625.33 0.559442
5625.57 0.491081
5625.82 0.436241
5626.06 0.391934
5626.30 0.355248
5626.54 0.324630
5626.78 0.299570
5627.01 0.277911
5627.47 0.241975
5627.93 0.213329
5628.39 0.189945
5628.86 0.170411
5629.32 0.153900
5629.78 0.139786
5630.25 0.127630
5631.00 0.111135
5631.74 0.0977561
5632.49 0.0867238
5633.24 0.0775074
5633.99 0.0697112
5634.74 0.0630693
5635.49 0.0573545
5636.24 0.0524007
5637.65 0.0447002
5639.06 0.0386286
5640.47 0.0337503
5641.88 0.0297705
5643.29 0.0264695
5644.70 0.0237041
5647.52 0.0193688
5650.70 0.0158248
5653.87 0.0132288
5657.04 0.0112513
5660.22 0.00970811
5663.39 0.00848612
5666.56 0.00750288
5669.74 0.00669973
5672.91 0.00603590
5679.26 0.00501371
5685.60 0.00428399
5691.95 0.00373331
5698.30 0.00331893
5704.65 0.00300458
5710.99 0.00276684
5723.69 0.00246510
5734.97 0.00236823
5741.32 0.00238832
5747.66 0.00247742
5754.01 0.00266261
5760.36 0.00299812
5764.23 0.00332340
5768.11 0.00379425
5771.99 0.00449608
5773.93 0.00497886
5775.87 0.00558860
5777.99 0.00645464
5780.10 0.00762780
5782.22 0.00927080
5783.28 0.0103501
5784.33 0.0116682
5785.83 0.0141062
5787.33 0.0175395
5788.08 0.0198183
5788.83 0.0226284
5789.58 0.0261645
5790.33 0.0307244
5790.81 0.0344450
5791.30 0.0390234
5791.78 0.0448454
5792.27 0.0526173
5792.75 0.0638308
5792.99 0.0715892
5793.24 0.0814982
5793.48 0.0945216
5793.72 0.111780
5793.96 0.135004
5794.21 0.166463
5794.34 0.188312
5794.47 0.213932
5794.60 0.244151
5794.73 0.279731
5794.87 0.321871
5795.00 0.370893
5795.13 0.428136
5795.26 0.494738
5795.40 0.572553
5795.53 0.661721
5795.66 0.764150
5795.79 0.881250
5795.93 1.01553
5796.06 1.16639
5796.19 1.33616
5796.32 1.52615
5796.43 1.69249
5796.53 1.87287
5796.64 2.06774
5796.74 2.27534
5796.85 2.49988
5796.95 2.73951
5797.06 2.99416
5797.16 3.26096
5797.26 3.54464
5797.37 3.84208
5797.47 4.15250
5797.58 4.47176
5797.68 4.80480
5797.79 5.14388
5797.89 5.49389
5798.00 5.84638
5798.22 6.60541
5798.44 7.35683
5798.66 8.08061
5798.88 8.75196
5799.02 9.15111
5799.16 9.50816
5799.19 9.55922
5799.25 9.69502
5799.31 9.81998
5799.42 10.0359
5799.54 10.2146
5799.68 10.3845
5799.80 10.4777
5799.87 10.5137
5799.97 10.5402
5800.00 10.5414
5800.03 10.5399
5800.14 10.5088
5800.23 10.4602
5800.31 10.3910
5800.47 10.2045
5800.63 9.93378
5800.78 9.62668
5800.93 9.26758
5801.11 8.77757
5801.29 8.23838
5801.46 7.70701
5801.62 7.15353
5801.79 6.58826
5801.95 6.02440
5802.19 5.21378
5802.31 4.82149
5802.43 4.44439
5802.55 4.07826
5802.67 3.72808
5802.79 3.39525
5802.91 3.08338
5802.99 2.87697
5803.07 2.68219
5803.16 2.49438
5803.24 2.31809
5803.32 2.14899
5803.40 1.99107
5803.49 1.84210
5803.57 1.70191
5803.65 1.56875
5803.73 1.44557
5803.82 1.33047
5803.90 1.22314
5803.98 1.12212
5804.06 1.02950
5804.23 0.864360
5804.38 0.734865
5804.53 0.623798
5804.68 0.529112
5804.83 0.449342
5804.98 0.381584
5805.13 0.324719
5805.28 0.277195
5805.42 0.237860
5805.57 0.204957
5805.72 0.177691
5805.87 0.155123
5806.02 0.136559
5806.17 0.121068
5806.32 0.108209
5806.62 0.0885953
5806.85 0.0777237
5807.07 0.0692029
5807.30 0.0624017
5807.52 0.0568873
5807.97 0.0484083
5808.42 0.0421387
5808.87 0.0372438
5809.32 0.0332774
5810.22 0.0271993
5810.87 0.0238204
5811.53 0.0210788
5812.85 0.0169327
5814.17 0.0139757
5815.49 0.0117904
5816.68 0.0102593
5817.88 0.00903874
5819.08 0.00804861
5820.28 0.00723377
5822.67 0.00598413
5825.07 0.00508369
5828.42 0.00419177
5831.78 0.00357278
5835.13 0.00312635
5838.48 0.00279288
5843.75 0.00242002
5849.02 0.00216685
5854.29 0.00199015
5859.56 0.00186522
5865.79 0.00176474
5872.02 0.00170064
5884.48 0.00164958
5899.81 0.00169219
5915.14 0.00183835
5925.68 0.00200733
5936.22 0.00224890
5946.76 0.00258994
5957.30 0.00307616
5965.45 0.00360009
5973.59 0.00431942
5981.74 0.00533306
5985.81 0.00600551
5989.88 0.00683310
5994.91 0.00814555
5999.94 0.00991735
6004.97 0.0123893
6007.49 0.0140058
6010.00 0.0159714
6012.64 0.0185371
6015.27 0.0218058
6017.91 0.0260545
6020.54 0.0317183
6022.22 0.0363636
6023.90 0.0421315
6025.57 0.0494276
6027.25 0.0588458
6028.57 0.0683295
6029.89 0.0803526
6030.54 0.0876238
6031.20 0.0959520
6031.86 0.105557
6032.52 0.116704
6033.24 0.131097
6033.96 0.148431
6034.68 0.169602
6035.40 0.195854
6035.73 0.210127
6036.05 0.226068
6036.38 0.244087
6036.71 0.264469
6037.04 0.287849
6037.37 0.314760
6037.70 0.346176
6038.03 0.383346
6038.29 0.417205
6038.54 0.456663
6038.80 0.503170
6038.92 0.529534
6039.05 0.558398
6039.18 0.590353
6039.30 0.625275
6039.43 0.663831
6039.56 0.706504
6039.69 0.754235
6039.81 0.806899
6039.94 0.865543
6040.07 0.930943
6040.15 0.977743
6040.23 1.02743
6040.32 1.08148
6040.40 1.13890
6040.48 1.20138
6040.56 1.26774
6040.64 1.33906
6040.73 1.41567
6040.81 1.49899
6040.89 1.58739
6040.97 1.68226
6041.06 1.78400
6041.14 1.89441
6041.22 2.01127
6041.30 2.13632
6041.38 2.27001
6041.47 2.41459
6041.55 2.56705
6041.63 2.73156
6041.71 2.90463
6041.80 3.09092
6041.88 3.28638
6041.96 3.49361
6042.04 3.71297
6042.13 3.94775
6042.21 4.19261
6042.29 4.45059
6042.37 4.72195
6042.46 5.01042
6042.54 5.30921
6042.62 5.62178
6042.70 5.94813
6042.79 6.32212
6042.88 6.71245
6042.97 7.11881
6043.06 7.54075
6043.24 8.42897
6043.42 9.36542
6043.59 10.2683
6043.75 11.1948
6044.08 13.1001
6044.38 14.8224
6044.53 15.6509
6044.68 16.4375
6044.84 17.2529
6045.01 17.9912
6045.17 18.6474
6045.34 19.2041
6045.44 19.5066
6045.55 19.7577
6045.66 19.9601
6045.76 20.1081
6045.88 20.2107
6046.00 20.2447
6046.10 20.2187
6046.21 20.1422
6046.31 20.0145
6046.41 19.8391
6046.59 19.4152
6046.77 18.8545
6046.95 18.1870
6047.12 17.4212
6047.30 16.5649
6047.47 15.6400
6047.64 14.7099
6047.81 13.7557
6048.14 11.8115
6048.32 10.8035
6048.49 9.82804
6048.67 8.88526
6048.85 7.99487
6048.96 7.45290
6049.07 6.93436
6049.18 6.44027
6049.29 5.97540
6049.40 5.53179
6049.52 5.11751
6049.63 4.72497
6049.74 4.36088
6049.83 4.08954
6049.91 3.83317
6050.00 3.59140
6050.09 3.36629
6050.18 3.15222
6050.27 2.95136
6050.35 2.76318
6050.44 2.58908
6050.53 2.42450
6050.62 2.27095
6050.70 2.12787
6050.79 1.99614
6050.88 1.87220
6050.97 1.75706
6051.06 1.65018
6051.14 1.55212
6051.23 1.46015
6051.32 1.37493
6051.41 1.29600
6051.49 1.22373
6051.58 1.15602
6051.67 1.09335
6051.76 1.03533
6051.84 0.982199
6051.93 0.932403
6052.02 0.886265
6052.11 0.843494
6052.20 0.804254
6052.37 0.733148
6052.55 0.671984
6052.70 0.625405
6052.85 0.584025
6053.00 0.547123
6053.15 0.514288
6053.31 0.484560
6053.46 0.457887
6053.61 0.433536
6053.76 0.411507
6054.06 0.372756
6054.37 0.339902
6054.67 0.311687
6054.97 0.287187
6055.32 0.262548
6055.67 0.241172
6056.02 0.222460
6056.38 0.205959
6057.08 0.178239
6057.78 0.155947
6058.23 0.143932
6058.67 0.133294
6059.57 0.115374
6060.46 0.100900
6061.35 0.0890498
6062.06 0.0811660
6062.76 0.0743014
6064.16 0.0629831
6065.57 0.0541013
6066.97 0.0470012
6068.12 0.0421988
6069.27 0.0381096
6071.56 0.0315561
6073.86 0.0265767
6076.16 0.0227064
6079.48 0.0184749
6082.80 0.0153481
6086.12 0.0129768
6089.43 0.0111287
6092.50 0.00976040
6095.56 0.00863966
6101.69 0.00693007
6106.79 0.00588382
6111.90 0.00507503
6118.02 0.00432226
6124.15 0.00373741
6131.30 0.00320919
6138.45 0.00279975
6145.59 0.00247616
6152.74 0.00221762
6161.93 0.00195414
6171.12 0.00174745
6180.31 0.00158361
6189.50 0.00145211
6207.88 0.00125912
6226.26 0.00113163
6250.76 0.00102929
6275.27 0.000981708
6291.61 0.000974373
6324.28 0.00101351
6340.62 0.00106230
6356.96 0.00113425
6379.42 0.00128270
6401.89 0.00151333
6413.12 0.00167251
6424.35 0.00187462
6435.58 0.00213284
6446.81 0.00246647
6459.07 0.00295419
6471.32 0.00364252
6477.45 0.00409541
6483.57 0.00464901
6489.70 0.00533585
6495.83 0.00620113
6501.95 0.00730476
6508.08 0.00876102
6514.21 0.0107282
6517.27 0.0119805
6520.33 0.0134736
6524.16 0.0157809
6527.99 0.0187470
6531.82 0.0226546
6533.73 0.0250994
6535.65 0.0279688
6538.33 0.0329096
6541.01 0.0393060
6542.35 0.0432399
6543.69 0.0477973
6545.03 0.0531210
6546.37 0.0593969
6547.77 0.0672665
6549.18 0.0768413
6550.58 0.0886544
6551.98 0.103455
6553.20 0.119513
6553.80 0.129016
6554.41 0.139701
6555.02 0.151820
6555.62 0.165602
6556.23 0.181401
6556.84 0.199644
6557.54 0.224564
6558.24 0.254659
6558.59 0.272128
6558.94 0.291546
6559.29 0.313232
6559.64 0.337581
6559.99 0.365083
6560.35 0.396363
6560.70 0.432231
6561.05 0.473755
6561.40 0.522373
6561.57 0.550015
6561.75 0.580060
6561.93 0.613222
6562.10 0.649563
6562.28 0.690019
6562.45 0.734749
6562.66 0.794772
6562.87 0.863297
6563.07 0.942778
6563.18 0.987176
6563.28 1.03461
6563.39 1.08634
6563.49 1.14229
6563.59 1.20288
6563.70 1.26790
6563.80 1.33908
6563.90 1.41556
6564.01 1.49938
6564.11 1.58954
6564.20 1.67265
6564.29 1.76182
6564.37 1.85747
6564.46 1.95886
6564.55 2.06880
6564.64 2.18665
6564.73 2.31292
6564.81 2.44658
6564.90 2.59122
6564.99 2.74594
6565.08 2.91129
6565.16 3.08580
6565.25 3.27405
6565.34 3.47468
6565.43 3.68827
6565.51 3.91274
6565.59 4.13129
6565.67 4.36188
6565.75 4.60491
6565.83 4.85746
6565.91 5.12626
6565.99 5.40851
6566.07 5.70448
6566.15 6.01046
6566.23 6.33437
6566.31 6.67259
6566.39 7.02520
6566.47 7.38757
6566.63 8.16441
6566.79 8.99239
6566.97 9.97128
6567.14 11.0049
6567.32 12.0984
6567.49 13.2302
6568.19 17.9671
6568.48 19.8389
6568.63 20.7198
6568.77 21.5443
