Mo-96(n,g) ENDFB-8.0
Energy(eV) XS(b)
9090.82 15.4074
9091.02 14.9411
9091.22 14.3928
9091.43 13.7704
9091.63 13.0920
9091.94 11.9535
9092.26 10.7506
9092.66 9.17166
9092.86 8.39934
9093.06 7.64941
9093.27 6.92593
9093.47 6.24214
9093.67 5.59907
9093.77 5.29389
9093.87 5.00001
9093.97 4.72861
9094.07 4.46795
9094.16 4.21810
9094.26 3.98146
9094.36 3.75306
9094.45 3.53753
9094.55 3.33024
9094.65 3.13529
9094.74 2.94841
9094.84 2.77322
9094.94 2.60580
9095.03 2.44934
9095.13 2.30025
9095.23 2.16131
9095.32 2.02927
9095.42 1.90654
9095.52 1.78440
9095.62 1.67147
9095.72 1.56609
9095.82 1.46787
9095.93 1.37556
9096.03 1.29056
9096.13 1.21156
9096.23 1.13820
9096.33 1.06947
9096.43 1.00638
9096.53 0.947891
9096.63 0.893694
9096.73 0.843488
9096.84 0.796989
9096.94 0.753926
9097.04 0.714046
9097.14 0.676756
9097.24 0.642561
9097.44 0.581490
9097.65 0.528692
9097.85 0.483370
9098.05 0.443938
9098.25 0.409825
9098.45 0.380017
9098.66 0.353836
9098.86 0.330606
9099.06 0.310084
9099.47 0.275295
9099.87 0.246887
9100.27 0.223347
9100.90 0.193776
9101.53 0.170303
9102.15 0.151155
9102.78 0.135300
9103.40 0.121942
9104.03 0.110592
9105.28 0.0923810
9106.38 0.0799563
9107.48 0.0700034
9108.59 0.0618859
9109.69 0.0551843
9110.80 0.0495724
9111.90 0.0448296
9114.11 0.0372904
9116.46 0.0313078
9118.81 0.0267916
9121.17 0.0232893
9123.97 0.0200534
9126.76 0.0175456
9129.56 0.0155715
9132.35 0.0140037
9137.94 0.0116866
9143.54 0.0100803
9149.13 0.00895141
9154.72 0.00814745
9165.90 0.00715751
9177.67 0.00664847
9189.45 0.00650010
9202.39 0.00662465
9215.34 0.00699973
9228.29 0.00761912
9241.24 0.00851239
9251.84 0.00949220
9262.43 0.0107593
9273.03 0.0124035
9283.62 0.0145617
9290.10 0.0162278
9296.57 0.0182387
9303.05 0.0206926
9309.52 0.0237252
9315.70 0.0273377
9318.79 0.0294800
9321.88 0.0318973
9324.97 0.0346384
9328.06 0.0377632
9331.15 0.0413426
9334.24 0.0454658
9337.48 0.0505133
9340.71 0.0564786
9342.33 0.0598759
9343.95 0.0635954
9345.57 0.0676791
9347.19 0.0721731
9348.81 0.0771407
9350.43 0.0826473
9352.05 0.0887736
9353.66 0.0956118
9355.28 0.103286
9356.90 0.111928
9358.52 0.121718
9360.14 0.132856
9361.24 0.141361
9362.35 0.150711
9363.45 0.161023
9364.55 0.172423
9365.66 0.185096
9366.76 0.199218
9367.86 0.215049
9368.97 0.232841
9369.78 0.247359
9370.59 0.263262
9371.40 0.280754
9372.20 0.300052
9373.01 0.321441
9373.82 0.345172
9374.63 0.371632
9375.44 0.401252
9376.21 0.432985
9376.99 0.468577
9377.37 0.488087
9377.76 0.508780
9378.15 0.530811
9378.53 0.554295
9378.92 0.579429
9379.30 0.606228
9379.69 0.634913
9380.08 0.665666
9380.46 0.698775
9380.85 0.734294
9381.24 0.772558
9381.62 0.813851
9382.03 0.860784
9382.43 0.911823
9382.84 0.967441
9383.24 1.02802
9383.65 1.09448
9384.05 1.16719
9384.45 1.24729
9384.86 1.33528
9385.26 1.43263
9385.67 1.54027
9386.07 1.65950
9386.48 1.79138
9386.88 1.93814
9387.08 2.01729
9387.29 2.10071
9387.49 2.18906
9387.69 2.28168
9387.89 2.37924
9388.10 2.48195
9388.30 2.59059
9388.50 2.70429
9388.70 2.82438
9388.91 2.94986
9389.11 3.08213
9389.31 3.22002
9389.71 3.51494
9390.12 3.83633
9390.52 4.18202
9390.93 4.55204
9391.33 4.94159
9392.18 5.80514
9393.03 6.67303
9393.45 7.08185
9393.88 7.45721
9394.30 7.78628
9394.51 7.92962
9394.73 8.05695
9395.04 8.21561
9395.36 8.33154
9395.68 8.40199
9396.00 8.42530
9396.21 8.41489
9396.42 8.38447
9396.62 8.33435
9396.83 8.26504
9397.04 8.17676
9397.24 8.07124
9397.66 7.81154
9398.07 7.49444
9398.49 7.13267
9398.90 6.73744
9399.32 6.32065
9400.09 5.51862
9400.48 5.12432
9400.87 4.74245
9401.26 4.37667
9401.65 4.03212
9402.03 3.70992
9402.42 3.41115
9402.82 3.12586
9403.03 2.99296
9403.23 2.86617
9403.43 2.74475
9403.63 2.62972
9403.83 2.52030
9404.03 2.41626
9404.23 2.31692
9404.43 2.22305
9404.64 2.13391
9404.84 2.04928
9405.24 1.89270
9405.64 1.75160
9406.04 1.62406
9406.45 1.50923
9406.85 1.40542
9407.25 1.31142
9407.65 1.22614
9408.05 1.14861
9408.46 1.07798
9408.86 1.01350
9409.15 0.969996
9409.44 0.929179
9409.74 0.890839
9410.03 0.854905
9410.32 0.820959
9410.61 0.789075
9411.20 0.730484
9411.78 0.678125
9412.37 0.631158
9412.95 0.588874
9413.54 0.550677
9413.94 0.526474
9414.34 0.503880
9414.75 0.482653
9415.15 0.462784
9415.55 0.444069
9415.95 0.426506
9416.76 0.394366
9417.56 0.365691
9418.37 0.340065
9419.17 0.317017
9419.98 0.296264
9420.78 0.277466
9421.58 0.260428
9422.39 0.244899
9423.19 0.230741
9424.00 0.217768
9424.80 0.205880
9425.61 0.194935
9426.41 0.184859
9427.18 0.175952
9427.95 0.167678
9428.72 0.159977
9429.48 0.152796
9431.02 0.139817
9432.56 0.128432
9434.09 0.118393
9435.63 0.109497
9437.16 0.101578
9438.70 0.0944979
9440.31 0.0878562
9441.92 0.0819003
9443.53 0.0765390
9445.14 0.0716959
9446.74 0.0673061
9448.35 0.0633151
9449.96 0.0596759
9451.57 0.0563485
9453.91 0.0519945
9456.25 0.0481426
9458.59 0.0447185
9460.93 0.0416599
9463.27 0.0389096
9465.61 0.0364316
9470.30 0.0321609
9473.51 0.0296643
9476.73 0.0274628
9483.17 0.0237740
9489.61 0.0208263
9496.04 0.0184369
9503.65 0.0161564
9511.25 0.0143239
9518.86 0.0128376
9526.47 0.0116126
9539.34 0.00999570
9552.21 0.00880612
9565.09 0.00793120
9577.96 0.00730244
9592.00 0.00685386
9606.04 0.00664781
9621.26 0.00673719
9628.87 0.00693280
9636.47 0.00730491
9644.08 0.00792215
9651.68 0.00893644
9655.49 0.00967965
9659.29 0.0106616
9663.09 0.0119835
9666.90 0.0137787
9670.70 0.0163569
9672.60 0.0181005
9674.50 0.0202654
9676.41 0.0229924
9678.31 0.0264914
9680.21 0.0311103
9682.11 0.0374090
9683.21 0.0421535
9684.31 0.0480256
9685.40 0.0554331
9686.50 0.0649973
9687.60 0.0777298
9688.69 0.0954379
9689.24 0.107216
9689.79 0.121973
9690.34 0.141253
9690.89 0.167589
9691.33 0.196793
9691.55 0.215359
9691.77 0.237275
9691.99 0.263546
9692.21 0.294912
9692.42 0.332661
9692.64 0.378202
9692.86 0.433482
9692.97 0.465311
9693.08 0.499961
9693.19 0.538363
9693.30 0.580530
9693.41 0.626798
9693.52 0.677041
9693.63 0.732555
9693.74 0.793296
9693.85 0.859676
9693.96 0.931440
9694.07 1.01035
9694.18 1.09541
9694.29 1.18866
9694.40 1.28887
9694.52 1.40770
9694.64 1.53697
9694.76 1.67728
9694.87 1.82923
9694.99 1.99340
9695.11 2.17034
9695.23 2.36055
9695.35 2.56452
9695.47 2.78263
9695.59 3.01526
9695.71 3.26264
9695.83 3.52498
9695.95 3.80235
9696.06 4.09472
9696.18 4.40196
9696.30 4.72101
9696.45 5.13794
9696.59 5.57240
9696.74 6.02576
9696.89 6.49630
9697.18 7.48363
9697.47 8.50666
9697.86 9.86675
9698.05 10.5333
9698.24 11.1782
9698.44 11.8193
9698.64 12.4145
9698.84 12.9528
9699.04 13.4238
9699.17 13.6845
9699.30 13.9119
9699.50 14.1976
9699.71 14.3945
9699.84 14.4696
9699.98 14.4990
9700.00 14.4995
9700.01 14.4993
9700.04 14.4971
9700.08 14.4922
9700.14 14.4743
9700.27 14.4076
9700.48 14.2209
9700.67 13.9537
9700.81 13.7240
9700.94 13.4601
9701.13 13.0102
9701.33 12.4987
9701.52 11.9296
9701.72 11.3188
9701.90 10.7006
9702.09 10.0632
9702.46 8.75204
9702.71 7.87715
9702.95 7.02694
9703.20 6.20885
9703.33 5.81687
9703.45 5.44089
9703.64 4.87330
9703.84 4.34572
9703.94 4.09391
9704.03 3.85459
9704.13 3.62523
9704.23 3.40584
9704.33 3.19432
9704.42 2.99491
9704.52 2.80530
9704.62 2.62533
9704.71 2.45312
9704.81 2.29198
9704.91 2.13986
9705.01 1.99650
9705.10 1.86703
9705.19 1.74509
9705.28 1.63041
9705.38 1.52273
9705.47 1.42174
9705.56 1.32716
9705.66 1.23870
9705.75 1.15693
9705.84 1.07977
9705.93 1.00787
9706.03 0.940932
9706.12 0.879330
9706.21 0.821457
9706.31 0.767743
9706.49 0.672258
9706.68 0.589921
9706.86 0.519514
9707.05 0.459426
9707.23 0.408465
9707.42 0.364798
9707.60 0.327777
9707.79 0.296017
9707.98 0.269015
9708.14 0.247847
9708.31 0.229389
9708.65 0.199055
9708.98 0.175459
9709.32 0.156753
9709.66 0.141620
9709.99 0.129129
9710.66 0.109662
9711.33 0.0950207
9712.01 0.0835523
9712.68 0.0742735
9713.35 0.0666339
9714.55 0.0558783
9715.75 0.0477727
9716.95 0.0414916
9718.16 0.0365130
9719.36 0.0324926
9720.56 0.0291959
9722.96 0.0241619
9725.51 0.0203707
9728.05 0.0176105
9730.60 0.0155312
9733.15 0.0139239
9735.69 0.0126600
9738.24 0.0116526
9743.33 0.0101759
9748.70 0.00913837
9754.07 0.00841995
9764.82 0.00758206
9775.57 0.00721301
9786.31 0.00712290
9798.76 0.00725913
9811.20 0.00760383
9823.65 0.00814563
9829.87 0.00849464
9836.09 0.00890090
9842.31 0.00937051
9848.53 0.00991111
9854.76 0.0105326
9860.98 0.0112474
9867.20 0.0120712
9873.42 0.0130238
9879.64 0.0141304
9885.87 0.0154189
9893.22 0.0172387
9900.57 0.0194817
9907.93 0.0222558
9911.60 0.0238929
9913.44 0.0247915
9915.28 0.0257479
9917.12 0.0267666
9918.96 0.0278512
9920.79 0.0290088
9922.63 0.0302473
9924.47 0.0315756
9926.31 0.0330002
9927.23 0.0337517
9928.15 0.0345310
9929.07 0.0353394
9929.98 0.0361784
9931.33 0.0374639
9932.00 0.0381342
9932.67 0.0388227
9933.34 0.0395324
9934.02 0.0402630
9934.69 0.0410154
9935.02 0.0414000
9935.36 0.0417892
9935.78 0.0422902
9936.21 0.0428008
9936.63 0.0433225
9937.06 0.0438531
9937.48 0.0443941
9937.90 0.0449457
9938.33 0.0455095
9938.75 0.0460833
9939.18 0.0466685
9939.60 0.0472655
9940.38 0.0483928
9941.16 0.0495628
9941.93 0.0507779
9942.71 0.0520388
9943.49 0.0533510
9944.27 0.0547158
9945.05 0.0561360
9945.82 0.0576127
9946.60 0.0591529
9947.38 0.0607582
9948.16 0.0624324
9948.93 0.0641770
9949.71 0.0660010
9950.49 0.0679066
9951.27 0.0698988
9952.04 0.0719801
9952.82 0.0741616
9953.60 0.0764468
9953.99 0.0776303
9954.38 0.0788423
9954.77 0.0800837
9955.16 0.0813520
9955.54 0.0826549
9955.93 0.0839901
9956.32 0.0853587
9956.71 0.0867581
9957.10 0.0881967
9957.49 0.0896722
9957.88 0.0911858
9958.27 0.0927347
9958.65 0.0943284
9959.04 0.0959642
9959.43 0.0976437
9959.82 0.0993685
9960.21 0.101140
9960.60 0.102960
9960.99 0.104831
9961.38 0.106753
9961.77 0.108730
9962.16 0.110762
9962.54 0.112853
9962.93 0.115004
9963.32 0.117217
9963.71 0.119496
9964.10 0.121842
9964.49 0.124252
9964.88 0.126742
9965.27 0.129306
9965.66 0.131950
9966.04 0.134676
9966.43 0.137488
9966.82 0.140388
9967.21 0.143380
9967.60 0.146461
9967.99 0.149651
9968.38 0.152945
9968.77 0.156348
9969.15 0.159856
9969.54 0.163492
9969.93 0.167252
9970.32 0.171141
9970.71 0.175155
9971.10 0.179321
9971.49 0.183635
9971.88 0.188103
9972.27 0.192733
9972.65 0.197532
9973.04 0.202508
9973.43 0.207669
9973.82 0.213011
9974.21 0.218570
9974.60 0.224342
9974.99 0.230337
9975.38 0.236567
9975.77 0.243043
9976.15 0.249778
9976.54 0.256783
9976.93 0.264054
9977.32 0.271642
9977.71 0.279544
9978.10 0.287775
9978.49 0.296353
9978.88 0.305296
9979.27 0.314621
9979.65 0.324348
9980.04 0.334472
9980.43 0.345065
9980.82 0.356126
9981.21 0.367677
9981.60 0.379744
9981.99 0.392352
9982.38 0.405528
9982.77 0.419301
9983.15 0.433661
9983.54 0.448712
9983.93 0.464449
9984.32 0.480903
9984.71 0.498105
9985.10 0.516088
9985.49 0.534883
9985.88 0.554522
9986.26 0.574982
9986.65 0.596398
9987.04 0.618744
9987.43 0.642047
9987.82 0.666326
9988.21 0.691600
9988.60 0.717878
9988.99 0.745167
9989.38 0.773389
9989.80 0.805744
9990.23 0.839197
9990.66 0.873854
9991.09 0.909484
9991.52 0.946158
9991.95 0.983586
9992.80 1.06034
9993.66 1.13838
9994.52 1.21549
9995.37 1.28938
9996.23 1.35702
9996.70 1.39061
9997.17 1.42086
9997.64 1.44742
9998.11 1.46976
9998.59 1.48759
9999.06 1.50052
9999.53 1.50838
10000.0 1.51099
10000.5 1.50823
10001.0 1.50026
10001.4 1.48692
10001.9 1.46898
10002.4 1.44602
10002.9 1.41937
10003.3 1.38836
10003.8 1.35476
10004.3 1.31766
10004.8 1.27910
10005.7 1.19734
10006.6 1.11148
10007.6 1.02647
10008.5 0.942955
10009.5 0.864440
10010.5 0.782885
10011.6 0.708513
10012.6 0.641468
10013.7 0.581504
10014.7 0.528148
10015.8 0.480812
10016.8 0.438877
10017.9 0.401732
10018.9 0.368217
10020.0 0.338537
10021.1 0.312204
10022.1 0.289000
10023.2 0.268116
10024.3 0.249463
10025.4 0.232763
10026.4 0.217910
10027.5 0.204417
10028.5 0.192364
10029.6 0.181370
10030.7 0.171510
10031.7 0.162484
10032.8 0.154364
10033.9 0.146911
10034.9 0.140190
10036.9 0.129337
10038.8 0.120197
10040.8 0.112447
10042.7 0.105886
10044.6 0.100357
10046.6 0.0957330
10048.5 0.0919126
10050.5 0.0888171
10052.8 0.0859742
10055.1 0.0840253
10057.4 0.0829112
10059.8 0.0826267
10061.7 0.0830327
10063.7 0.0840453
10065.6 0.0857039
10067.5 0.0880650
10069.5 0.0912060
10071.4 0.0952285
10073.4 0.100268
10075.3 0.106511
10076.7 0.111737
10078.0 0.117782
10079.4 0.124775
10080.7 0.132809
10082.9 0.148269
10083.9 0.157525
10085.0 0.167912
10086.1 0.179832
10087.1 0.193311
10088.2 0.208916
10089.3 0.226740
10090.6 0.253844
10091.3 0.269559
10092.0 0.286992
10092.7 0.306402
10093.3 0.328096
10094.0 0.352443
10094.7 0.379892
10095.2 0.404257
10095.8 0.430726
10096.3 0.460682
10096.8 0.493464
10097.4 0.530865
10097.9 0.572153
10098.4 0.618768
10099.0 0.671676
10099.4 0.724815
10099.9 0.783506
10100.4 0.849989
10100.8 0.925697
10101.0 0.967547
10101.3 1.01239
10101.5 1.06052
10101.7 1.11224
10102.0 1.16790
10102.2 1.22788
10102.4 1.29261
10102.7 1.36256
10102.9 1.45201
10103.2 1.54645
10103.5 1.65412
10103.7 1.76804
10104.0 1.89811
10104.2 2.03587
10104.5 2.19319
10104.8 2.35969
10105.0 2.54953
10105.3 2.75800
10105.6 2.98642
10105.8 3.22636
10106.1 3.49729
10106.4 3.79114
10106.7 4.10836
10106.9 4.43591
10107.2 4.79851
10107.5 5.18289
10107.7 5.58728
10108.0 5.99326
10108.5 6.85806
10109.0 7.74364
10109.6 8.62140
10109.9 9.03415
10110.1 9.41988
10110.4 9.77143
10110.7 10.0819
10110.9 10.3450
10111.2 10.5552
10111.4 10.6741
10111.6 10.7599
10111.8 10.8118
10112.0 10.8289
10112.1 10.8253
10112.4 10.7751
10112.6 10.6723
10112.9 10.5181
10113.1 10.3153
10113.4 10.0676
10113.6 9.77963
10113.9 9.45627
10114.1 9.10300
10114.5 8.44192
10115.0 7.75484
10115.8 6.34197
10116.2 5.67454
10116.4 5.35534
10116.6 5.04765
10116.9 4.75248
10117.1 4.47060
10117.3 4.20252
10117.5 3.96029
10117.7 3.71979
10117.9 3.49337
10118.1 3.28082
10118.3 3.09096
10118.5 2.90437
10118.7 2.73034
10118.9 2.56827
10119.1 2.42448
10119.3 2.28397
10119.6 2.15352
10119.8 2.03249
10120.0 1.92023
10120.2 1.81611
10120.4 1.71954
10120.6 1.62992
10120.8 1.55056
10121.0 1.47302
10121.2 1.40094
10121.4 1.33389
10121.6 1.27145
10121.9 1.21324
10122.1 1.15892
10122.5 1.06290
10122.9 0.976511
10123.3 0.900404
10123.7 0.833036
10124.1 0.774476
10124.6 0.720827
10125.0 0.672714
10125.4 0.629394
10125.8 0.591135
10126.4 0.543646
10127.0 0.501818
10127.5 0.464775
10128.1 0.432352
10128.7 0.402814
10129.2 0.376290
10129.8 0.352377
10130.4 0.331101
10131.2 0.302727
10132.0 0.278230
10132.9 0.256434
10133.7 0.237396
10134.5 0.220278
10135.4 0.205181
10136.2 0.191639
10137.0 0.179443
10138.7 0.158306
10140.4 0.140926
10142.0 0.126294
10143.7 0.113995
10145.4 0.103431
10147.0 0.0943355
10148.7 0.0864442
10150.4 0.0795920
10152.0 0.0735343
10153.7 0.0682136
10157.0 0.0592411
10160.4 0.0520144
10163.7 0.0461364
10167.0 0.0412734
10170.3 0.0372042
10173.4 0.0340549
10176.4 0.0313274
10182.5 0.0268594
10188.5 0.0233936
10194.6 0.0206605
10201.3 0.0182881
10207.9 0.0164339
10214.6 0.0150047
10221.3 0.0139590
10227.3 0.0133493
10233.4 0.0131405
10238.8 0.0134591
10241.6 0.0138999
10244.3 0.0146274
10247.0 0.0157855
10249.7 0.0176034
10251.1 0.0189061
10252.5 0.0205819
10253.8 0.0227894
10255.2 0.0257599
10256.4 0.0293838
10257.6 0.0343673
10258.5 0.0391066
10259.3 0.0454987
10259.7 0.0497555
10260.1 0.0550688
10260.5 0.0619156
10261.0 0.0707909
10261.4 0.0832552
10261.8 0.100865
10262.0 0.112367
10262.2 0.126206
10262.4 0.142884
10262.6 0.161946
10262.8 0.185959
10263.0 0.214845
10263.3 0.249502
10263.5 0.288799
10263.7 0.337739
10263.9 0.395745
10264.1 0.464123
10264.3 0.540149
10264.5 0.614064
10264.6 0.692150
10264.8 0.779130
10264.9 0.875601
10265.1 0.982123
10265.3 1.09920
10265.4 1.22727
10265.6 1.36668
10265.7 1.51765
10265.9 1.68031
10266.1 1.85462
10266.2 2.04038
10266.4 2.23721
10266.5 2.44456
10266.7 2.66164
10266.9 2.88750
10267.0 3.13574
10267.2 3.37569
10267.5 3.86721
10267.8 4.36138
10268.1 4.84074
10268.3 5.08292
10268.5 5.31272
10268.7 5.52727
10268.8 5.72383
10269.0 5.93794
10269.2 6.11619
10269.4 6.20047
10269.5 6.27119
10269.7 6.36088
10269.8 6.39203
10269.9 6.40747
10270.0 6.41077
10270.2 6.39372
10270.4 6.33143
10270.6 6.23683
10270.7 6.14487
10270.9 6.04343
10271.1 5.83898
10271.3 5.59745
10271.5 5.35027
10271.7 5.08134
10271.9 4.79530
10272.1 4.49685
10272.9 3.32884
10273.0 3.04586
10273.2 2.77225
10273.4 2.51019
10273.6 2.26147
10273.8 1.98013
10274.1 1.72192
10274.3 1.48766
10274.5 1.28612
10274.8 1.09853
10275.0 0.940339
10275.2 0.795875
10275.4 0.676257
10275.7 0.568906
10275.9 0.477825
10276.1 0.401151
10276.3 0.339616
10276.6 0.285965
10276.8 0.243410
10277.0 0.206682
10277.2 0.177794
10277.5 0.147346
10277.8 0.123810
10278.1 0.105603
10278.4 0.0914645
10278.7 0.0804075
10279.0 0.0716717
10279.3 0.0646804
10279.6 0.0590009
10280.1 0.0503772
10280.7 0.0441211
10281.3 0.0393261
10281.9 0.0354955
10283.0 0.0296989
10284.2 0.0255006
10285.4 0.0223277
10286.5 0.0198589
10288.0 0.0174655
10289.4 0.0156135
10292.3 0.0129453
10295.2 0.0111266
10298.1 0.00982140
10301.0 0.00884398
10303.9 0.00808527
10309.7 0.00698301
10318.4 0.00590531
10327.1 0.00518763
10335.8 0.00465877
10344.5 0.00424582
10360.7 0.00366190
10377.0 0.00322719
10393.2 0.00288617
10409.4 0.00260676
10434.9 0.00225741
10460.4 0.00198463
10485.9 0.00176588
10511.4 0.00158740
10548.6 0.00138085
10585.7 0.00122134
10622.8 0.00109675
10659.9 0.00100030
10706.2 0.000914726
10752.6 0.000869915
10773.5 0.000870110
10794.3 0.000896294
10804.8 0.000928499
10815.2 0.000987400
10825.7 0.00110235
10830.9 0.00120210
10836.1 0.00136482
10838.4 0.00147126
10840.7 0.00161356
10843.0 0.00180852
10845.4 0.00208458
10847.7 0.00249599
10848.8 0.00278486
10850.0 0.00316067
10851.2 0.00366713
10852.3 0.00439459
10852.9 0.00491044
10853.5 0.00562226
10853.8 0.00609883
10854.1 0.00669861
10854.4 0.00747124
10854.6 0.00844711
10855.0 0.0101231
10855.3 0.0124576
10855.5 0.0140822
10855.7 0.0159336
10855.8 0.0181555
10856.0 0.0208198
10856.2 0.0242161
10856.4 0.0280684
10856.5 0.0326598
10856.7 0.0381163
10856.9 0.0449945
10857.1 0.0526971
10857.2 0.0617512
10857.4 0.0723505
10857.6 0.0854912
10857.7 0.0999509
10857.9 0.116647
10858.1 0.135831
10858.3 0.159148
10858.4 0.184286
10858.8 0.244723
10859.1 0.322865
10859.5 0.416008
10859.8 0.527303
10860.1 0.657065
10860.4 0.781781
10860.7 0.918146
10861.0 1.06417
10861.3 1.21707
10861.9 1.52883
10862.2 1.67892
10862.5 1.81871
10862.7 1.91901
10862.9 2.00742
10863.2 2.08180
10863.4 2.13811
10863.6 2.17246
10863.7 2.19565
10863.9 2.20619
10864.0 2.20876
10864.0 2.20878
10864.0 2.20861
10864.1 2.20831
10864.1 2.20686
10864.2 2.19998
10864.4 2.18269
10864.5 2.15835
10864.7 2.11160
10864.9 2.05417
10865.1 1.98526
10865.3 1.90616
10865.6 1.79513
10865.8 1.67345
10866.1 1.54425
10866.3 1.41070
10866.8 1.15812
10867.1 1.03299
10867.3 0.917898
10867.5 0.804311
10867.8 0.702759
10868.0 0.609082
10868.2 0.523710
10868.5 0.443657
10868.7 0.375525
10868.9 0.313100
10869.2 0.261155
10869.4 0.214591
10869.6 0.176659
10869.9 0.144619
10870.1 0.117812
10870.4 0.0880000
10870.7 0.0660229
10870.9 0.0568818
10871.0 0.0494735
10871.2 0.0426637
10871.3 0.0371803
10871.5 0.0321702
10871.7 0.0279125
10871.8 0.0243035
10872.0 0.0214270
10872.1 0.0188225
10872.3 0.0167529
10872.6 0.0133990
10872.9 0.0109284
10873.2 0.00921338
10873.5 0.00796502
10873.8 0.00704171
10874.1 0.00634408
10874.5 0.00580336
10875.1 0.00501965
10875.7 0.00446112
10876.3 0.00404306
10877.6 0.00342997
10878.8 0.00299333
10880.1 0.00267220
10882.1 0.00230327
10884.0 0.00205288
10886.0 0.00187681
10888.0 0.00175299
10891.0 0.00163001
10894.0 0.00155889
10897.0 0.00152790
10900.0 0.00153272
10904.0 0.00159899
10908.0 0.00175831
10910.0 0.00189759
10912.0 0.00210581
10914.0 0.00242919
10915.0 0.00266402
10916.0 0.00297829
10916.9 0.00341683
10917.4 0.00373669
10917.8 0.00418417
10918.3 0.00485245
10918.5 0.00532843
10918.8 0.00590775
10919.0 0.00668214
10919.2 0.00763764
10919.5 0.00886516
10919.7 0.0104434
10919.9 0.0125704
10920.2 0.0151945
10920.4 0.0187062
10920.6 0.0229974
10920.9 0.0286731
10921.1 0.0355160
10921.3 0.0440202
10921.6 0.0545053
10921.8 0.0679405
10922.0 0.0836038
10922.3 0.103303
10922.5 0.125829
10922.8 0.153598
10923.0 0.184707
10923.2 0.220582
10923.4 0.261520
10923.8 0.333974
10924.1 0.416250
10924.5 0.509755
10924.8 0.613170
10926.2 1.06820
10926.4 1.15106
10926.7 1.22574
10927.0 1.28983
10927.2 1.33957
10927.5 1.37126
10927.7 1.39189
10927.9 1.40267
10928.0 1.40431
10928.0 1.40430
10928.0 1.40412
10928.1 1.40374
10928.1 1.40264
10928.3 1.39397
10928.5 1.37351
10928.7 1.34269
10929.1 1.27413
10929.2 1.24073
10929.4 1.20164
10929.7 1.12395
10929.9 1.03890
10930.5 0.860211
10931.0 0.680857
10931.3 0.594120
10931.5 0.515453
10931.9 0.416173
10932.2 0.329469
10932.6 0.255894
10932.9 0.196668
10933.3 0.147494
10933.7 0.109837
10933.8 0.0939006
10934.0 0.0800304
10934.2 0.0680270
10934.4 0.0582300
10934.5 0.0493096
10934.7 0.0417116
10934.9 0.0352725
10935.1 0.0298419
10935.3 0.0252827
10935.4 0.0214716
10935.6 0.0182984
10935.8 0.0157996
10936.0 0.0135993
10936.2 0.0117844
10936.3 0.0102904
10936.5 0.00912453
10936.7 0.00810477
10936.9 0.00726700
10937.2 0.00603881
10937.5 0.00531484
10937.8 0.00479144
10938.1 0.00437852
10938.4 0.00406872
10938.9 0.00361253
10939.5 0.00329586
10940.6 0.00286768
10941.8 0.00257893
10942.9 0.00236695
10944.1 0.00220815
10946.3 0.00198831
10948.6 0.00185035
10950.9 0.00176308
10955.5 0.00167333
10960.0 0.00164732
10966.9 0.00167863
10973.7 0.00176905
10980.6 0.00190922
10987.4 0.00210188
10993.7 0.00233493
11000.0 0.00263706
11006.2 0.00303291
11012.5 0.00356050
11016.5 0.00399231
11020.5 0.00452262
11024.5 0.00518715
11028.5 0.00603434
11031.6 0.00687514
11034.7 0.00792431
11037.9 0.00925671
11041.0 0.0109781
11043.6 0.0128031
11046.1 0.0151410
11048.7 0.0182304
11050.0 0.0201503
11051.3 0.0224038
11052.8 0.0257481
11054.4 0.0299350
11056.0 0.0352789
11056.8 0.0385038
11057.5 0.0422102
11058.3 0.0465616
11059.1 0.0515844
11059.9 0.0575913
11060.7 0.0646744
11061.5 0.0733601
11062.3 0.0839154
11063.0 0.0971618
11063.8 0.114237
11064.5 0.133043
11064.8 0.144521
11065.1 0.157798
11065.5 0.173293
11065.8 0.191539
11066.1 0.213208
11066.3 0.225976
11066.5 0.239145
11066.6 0.254505
11066.8 0.270396
11067.0 0.288979
11067.1 0.308244
11067.3 0.330808
11067.4 0.354228
11067.6 0.381676
11067.8 0.410167
11067.9 0.443542
11068.1 0.478151
11068.3 0.518633
11068.4 0.560524
11068.5 0.585816
11068.6 0.609397
11068.7 0.634052
11068.8 0.659818
11068.9 0.690180
11068.9 0.718432
11069.0 0.747914
11069.1 0.778660
11069.2 0.823068
11069.3 0.870029
11069.4 0.919628
11069.5 0.967079
11069.6 1.02194
11069.7 1.07430
11069.8 1.13469
11069.9 1.19216
11070.0 1.24602
11070.1 1.30192
11070.2 1.35988
11070.3 1.41989
11070.4 1.48197
11070.5 1.54611
11070.6 1.61230
11070.7 1.67283
11070.8 1.78257
11070.9 1.88869
11071.1 2.00734
11071.2 2.12137
11071.3 2.24805
11071.5 2.36898
11071.6 2.49276
11071.7 2.61903
11071.9 2.81720
11072.1 3.01862
11072.3 3.22140
11072.5 3.41344
11072.8 3.72041
11073.1 4.00274
11073.3 4.17028
11073.5 4.32659
11073.7 4.47680
11073.9 4.61014
11074.1 4.74506
11074.4 4.84608
11074.5 4.89886
11074.7 4.93665
11074.9 4.95905
11075.0 4.96589
11075.2 4.95589
11075.4 4.92617
11075.5 4.88036
11075.7 4.81366
11075.9 4.73424
11076.0 4.65166
11076.2 4.56465
11076.3 4.46156
11076.5 4.35687
11076.8 4.11738
