Ca-42(n,g) ENDFB-8.0
Energy(eV) XS(b)
26086.1 0.00158326
26107.0 0.00189507
26117.5 0.00209575
26127.9 0.00233677
26138.4 0.00262949
26148.8 0.00298999
26159.3 0.00343841
26169.7 0.00400190
26180.2 0.00474551
26190.6 0.00574080
26201.1 0.00711587
26206.3 0.00800906
26211.5 0.00908922
26216.8 0.0104182
26222.0 0.0120702
26227.2 0.0141601
26232.4 0.0168463
26235.5 0.0188006
26238.5 0.0211358
26241.6 0.0239573
26244.6 0.0274064
26247.7 0.0316849
26250.7 0.0370929
26252.3 0.0403668
26253.8 0.0440903
26255.3 0.0483832
26256.8 0.0533749
26258.0 0.0579200
26259.2 0.0631161
26260.4 0.0691058
26261.6 0.0760159
26262.8 0.0842189
26263.4 0.0888925
26264.0 0.0940221
26264.6 0.0996778
26265.2 0.105945
26265.8 0.112927
26266.4 0.120612
26267.0 0.129412
26267.6 0.139393
26268.2 0.150782
26268.8 0.163861
26269.4 0.178964
26270.0 0.196500
26270.6 0.216954
26271.2 0.240902
26271.8 0.269020
26272.4 0.302094
26273.0 0.341019
26273.6 0.386811
26274.2 0.440593
26274.5 0.470860
26274.8 0.503590
26275.1 0.538948
26275.4 0.577103
26275.7 0.618224
26276.0 0.660956
26276.3 0.713343
26276.6 0.769945
26277.0 0.830978
26277.3 0.894585
26277.6 0.964925
26277.9 1.03790
26278.3 1.11820
26278.6 1.20109
26278.9 1.29182
26279.3 1.38795
26279.6 1.48948
26279.9 1.59307
26280.2 1.70511
26280.6 1.81868
26280.9 1.94070
26281.2 2.06354
26281.6 2.20670
26281.9 2.35046
26282.3 2.50248
26282.6 2.65368
26283.3 2.96774
26284.0 3.28138
26285.0 3.71259
26285.5 3.91837
26286.0 4.11358
26286.6 4.33382
26287.2 4.52838
26287.8 4.69232
26288.4 4.82137
26288.7 4.87913
26289.1 4.92221
26289.4 4.95275
26289.8 4.96872
26290.0 4.97181
26290.1 4.97093
26290.5 4.95695
26290.9 4.92710
26291.2 4.88155
26291.6 4.82077
26292.1 4.72029
26292.6 4.59699
26293.2 4.41068
26293.8 4.19957
26294.2 4.02623
26294.7 3.84678
26295.6 3.46710
26296.8 2.92637
26297.4 2.66131
26298.0 2.40389
26298.4 2.21791
26298.9 2.04320
26299.3 1.87644
26299.7 1.71832
26300.2 1.56934
26300.6 1.42979
26301.1 1.29983
26301.5 1.17945
26301.9 1.06611
26302.4 0.964587
26302.8 0.871924
26303.3 0.787707
26303.7 0.709828
26304.2 0.641234
26304.6 0.579579
26305.0 0.524326
26305.5 0.473883
26305.9 0.429957
26306.4 0.390857
26306.8 0.356104
26307.2 0.325243
26307.7 0.297856
26308.1 0.273553
26308.6 0.251980
26309.3 0.221359
26310.0 0.196419
26310.7 0.175685
26311.5 0.158333
26312.2 0.143508
26312.9 0.131081
26313.6 0.120412
26314.3 0.111170
26315.1 0.102989
26315.8 0.0958866
26316.5 0.0895827
26317.2 0.0839495
26318.7 0.0742467
26320.1 0.0663074
26321.4 0.0602967
26322.7 0.0551496
26324.0 0.0506337
26325.3 0.0467036
26326.6 0.0432070
26327.8 0.0401262
26329.1 0.0373547
26330.4 0.0348883
26333.0 0.0306397
26335.5 0.0271401
26338.1 0.0242202
26340.7 0.0217571
26343.1 0.0197809
26345.5 0.0180686
26347.9 0.0165749
26350.3 0.0152643
26352.7 0.0141080
26355.1 0.0130829
26360.0 0.0113522
26364.8 0.00995249
26369.6 0.00880154
26374.4 0.00784420
26379.2 0.00704026
26384.1 0.00635879
26388.9 0.00577610
26393.7 0.00527393
26398.5 0.00483806
26408.2 0.00412332
26417.8 0.00356991
26427.4 0.00312698
26437.1 0.00276679
26446.7 0.00247154
26456.3 0.00222679
26474.3 0.00186866
26492.3 0.00160257
26510.3 0.00139939
26528.3 0.00124080
26546.3 0.00111663
26564.3 0.00101408
26600.3 0.000860537
26638.8 0.000746605
26677.4 0.000665485
26715.9 0.000605781
26754.5 0.000561331
26831.6 0.000498768
26908.7 0.000459400
26985.8 0.000433487
27062.9 0.000415902
27217.1 0.000395570
27371.3 0.000386033
27525.5 0.000382740
27741.4 0.000384396
27957.3 0.000390128
28389.1 0.000409973
28820.9 0.000437632
29252.7 0.000472096
29663.9 0.000511946
29869.6 0.000534550
30075.2 0.000559149
30280.8 0.000586255
30383.6 0.000600607
30486.4 0.000615815
30589.2 0.000631474
30692.0 0.000648070
30794.8 0.000665234
30897.6 0.000683330
31010.7 0.000704346
31067.3 0.000715204
31123.8 0.000726437
31236.9 0.000749739
31293.4 0.000761901
31350.0 0.000774423
31406.5 0.000787227
31463.1 0.000800411
31519.6 0.000814047
31576.2 0.000827994
31632.7 0.000842324
31689.3 0.000857195
31745.8 0.000872426
31802.3 0.000888044
31874.3 0.000908732
31946.3 0.000930242
32018.2 0.000952592
32090.2 0.000975683
32146.7 0.000994598
32203.3 0.00101409
32259.8 0.00103422
32316.4 0.00105503
32372.9 0.00107649
32429.5 0.00109870
32486.0 0.00112166
32542.5 0.00114536
32599.1 0.00116995
32655.6 0.00119535
32712.2 0.00122165
32768.7 0.00124893
32825.3 0.00127715
32881.8 0.00130644
32938.4 0.00133681
32994.9 0.00136828
33051.5 0.00140102
33079.7 0.00141780
33108.0 0.00143496
33164.5 0.00147023
33192.8 0.00148839
33221.1 0.00150694
33249.4 0.00152580
33277.6 0.00154504
33334.2 0.00158475
33362.4 0.00160517
33390.7 0.00162608
33447.3 0.00166907
33503.8 0.00171399
33532.1 0.00173707
33560.3 0.00176074
33616.9 0.00180953
33673.4 0.00186055
33730.0 0.00191373
33786.5 0.00196941
33814.8 0.00199815
33843.1 0.00202766
33899.6 0.00208851
33956.2 0.00215244
34012.7 0.00221932
34069.2 0.00228948
34125.8 0.00236326
34182.3 0.00244059
34238.9 0.00252204
34295.4 0.00260775
34352.0 0.00269785
34408.5 0.00279313
34465.0 0.00289344
34521.6 0.00299940
34578.1 0.00311165
34634.7 0.00323010
34691.2 0.00335585
34747.8 0.00348920
34804.3 0.00363047
34860.9 0.00378118
34917.4 0.00394118
34973.9 0.00411170
35030.5 0.00429407
35087.0 0.00448830
35143.6 0.00469665
35171.9 0.00480601
35200.1 0.00491993
35256.7 0.00515888
35313.2 0.00541685
35341.5 0.00555229
35369.8 0.00569378
35426.3 0.00599253
35454.6 0.00615100
35482.8 0.00631626
35511.1 0.00648715
35539.4 0.00666534
35595.9 0.00704517
35624.2 0.00724652
35652.5 0.00745805
35680.8 0.00767773
35709.0 0.00790629
35737.3 0.00814717
35765.6 0.00839819
35793.8 0.00865923
35822.1 0.00893455
35850.4 0.00922293
35878.7 0.00952291
35906.9 0.00983925
35935.2 0.0101724
35963.5 0.0105195
35991.7 0.0108850
36020.0 0.0112720
36048.3 0.0116761
36076.6 0.0121012
36104.8 0.0125533
36133.1 0.0130272
36161.4 0.0135251
36202.5 0.0143042
36243.6 0.0151492
36284.7 0.0160676
36325.9 0.0170678
36367.0 0.0181576
36387.5 0.0187390
36408.1 0.0193489
36428.7 0.0199875
36449.2 0.0206564
36469.8 0.0213576
36490.3 0.0220934
36518.6 0.0231666
36546.9 0.0243159
36575.2 0.0255517
36603.4 0.0268868
36631.7 0.0283381
36660.0 0.0299373
36688.3 0.0317436
36716.5 0.0338872
36733.9 0.0355292
36751.2 0.0377179
36759.9 0.0392343
36768.6 0.0413226
36777.2 0.0445370
36781.6 0.0469697
36785.9 0.0504747
36788.7 0.0537089
36791.4 0.0585322
36792.8 0.0620956
36794.1 0.0669878
36795.5 0.0741226
36796.8 0.0847507
36798.2 0.101175
36798.9 0.112407
36799.6 0.126344
36800.3 0.143878
36800.9 0.165214
36801.6 0.191387
36802.3 0.223298
36803.0 0.262555
36803.7 0.309089
36804.4 0.364513
36805.0 0.429929
36805.7 0.507611
36806.4 0.596285
36807.1 0.697800
36807.8 0.812735
36808.6 0.975665
36809.5 1.15740
36810.3 1.36088
36811.1 1.57878
36812.0 1.81236
36812.8 2.05103
36813.7 2.29124
36814.5 2.52588
36815.2 2.69874
36815.8 2.85760
36816.4 3.00174
36817.1 3.12791
36817.7 3.23314
36818.4 3.31490
36819.1 3.37874
36819.7 3.40100
36820.0 3.40491
36820.5 3.39609
36821.1 3.36409
36821.8 3.29197
36822.5 3.19307
36823.2 3.06924
36824.0 2.90902
36824.7 2.72706
36825.5 2.52883
36826.2 2.31996
36828.1 1.79348
36829.0 1.53975
36829.9 1.30518
36830.9 1.08940
36831.8 0.899885
36832.7 0.733691
36833.6 0.594153
36834.6 0.476880
36835.5 0.382291
36836.4 0.305740
36837.3 0.246135
36838.3 0.199435
36839.2 0.164121
36840.1 0.137147
36841.0 0.117169
36842.0 0.102139
36842.9 0.0911021
36843.8 0.0828825
36844.7 0.0767235
36846.1 0.0703487
36847.4 0.0659435
36850.0 0.0603926
36855.4 0.0547604
36860.7 0.0518778
36866.0 0.0502312
36876.6 0.0487188
36887.2 0.0483474
36900.3 0.0485924
36913.3 0.0492514
36939.3 0.0511573
36965.4 0.0535014
36991.4 0.0561261
37017.5 0.0589237
37043.5 0.0618740
37069.5 0.0649519
37095.6 0.0681348
37138.6 0.0735412
37181.7 0.0789900
37224.7 0.0842740
37267.8 0.0891241
37289.3 0.0913188
37310.9 0.0932987
37332.4 0.0950066
37353.9 0.0964619
37375.4 0.0976146
37397.0 0.0983957
37418.5 0.0988545
37440.0 0.0989707
37471.3 0.0984604
37496.8 0.0974850
37522.2 0.0960424
37547.7 0.0941905
37573.1 0.0919761
37598.5 0.0894401
37624.0 0.0866351
37649.4 0.0836306
37674.9 0.0804916
37725.7 0.0739960
37776.6 0.0675382
37827.5 0.0612509
37878.4 0.0553961
37931.4 0.0498180
37984.5 0.0447908
38011.0 0.0424907
38037.5 0.0403200
38064.1 0.0382560
38090.6 0.0363384
38117.1 0.0345292
38143.7 0.0328146
38170.2 0.0312247
38196.7 0.0297244
38223.2 0.0283042
38249.8 0.0269878
38302.8 0.0245649
38330.4 0.0234261
38358.1 0.0223517
38385.7 0.0213360
38413.4 0.0203916
38468.6 0.0186578
38523.9 0.0171278
38579.2 0.0157591
38634.5 0.0145436
38689.7 0.0134560
38745.0 0.0124767
38800.3 0.0116002
38855.6 0.0108066
38910.8 0.0100883
38966.1 0.00943911
39021.4 0.00884584
39076.7 0.00830680
39131.9 0.00781408
39187.2 0.00736143
39262.6 0.00680470
39338.0 0.00630761
39413.3 0.00586183
39488.7 0.00546338
39564.1 0.00510023
39639.5 0.00477157
39714.8 0.00447330
39790.2 0.00420211
39900.8 0.00384836
39956.0 0.00368535
40011.3 0.00353495
40121.9 0.00325773
40232.4 0.00301321
40343.0 0.00279339
40453.5 0.00259776
40564.1 0.00242186
40674.6 0.00226233
40785.2 0.00211925
40895.7 0.00198870
41006.3 0.00186981
41116.8 0.00176186
41227.4 0.00166246
41337.9 0.00157172
41448.5 0.00148826
41559.0 0.00141101
41750.0 0.00129189
41940.9 0.00118755
42131.9 0.00109522
42322.8 0.00101412
42513.8 0.000941801
42704.7 0.000877072
42895.7 0.000818948
43086.6 0.000766665
43307.7 0.000713077
43528.8 0.000665003
43749.9 0.000622033
43971.0 0.000583809
44192.1 0.000549235
44413.2 0.000518365
44855.4 0.000465497
45277.5 0.000425103
45699.6 0.000393278
46121.7 0.000370565
46543.8 0.000359940
46905.6 0.000368286
47086.5 0.000384253
47267.4 0.000415719
47357.9 0.000441657
47448.3 0.000478558
47538.8 0.000532134
47629.2 0.000612727
47684.5 0.000683704
47739.8 0.000780240
47795.0 0.000915790
47822.7 0.00100498
47850.3 0.00111396
47885.5 0.00129181
47920.7 0.00153032
47938.2 0.00168291
47955.8 0.00186499
47973.4 0.00208450
47991.0 0.00235224
48004.8 0.00260644
48018.6 0.00290999
48032.5 0.00327656
48046.3 0.00372488
48060.1 0.00428122
48067.0 0.00461110
48073.9 0.00498336
48080.8 0.00540555
48087.7 0.00588668
48094.7 0.00643705
48101.6 0.00706909
48108.5 0.00780532
48115.4 0.00867125
48122.3 0.00969767
48129.2 0.0109252
48136.1 0.0124099
48143.0 0.0142291
48149.9 0.0164922
48156.8 0.0193560
48163.7 0.0230505
48170.7 0.0279300
48174.1 0.0309884
48177.6 0.0345803
48179.3 0.0366276
48181.0 0.0388673
48182.8 0.0413247
48183.6 0.0426363
48184.5 0.0440130
48185.3 0.0453387
48186.0 0.0467089
48186.8 0.0481626
48187.6 0.0496672
48189.0 0.0525984
48190.4 0.0557804
48191.4 0.0581950
48192.4 0.0607471
48193.4 0.0634753
48194.4 0.0663965
48195.4 0.0695298
48196.3 0.0728964
48197.3 0.0765205
48198.3 0.0804296
48200.0 0.0881241
48201.8 0.0970133
48202.6 0.102015
48203.5 0.107360
48204.3 0.113147
48205.2 0.119425
48206.1 0.126332
48206.9 0.133775
48207.8 0.141900
48208.7 0.150788
48209.5 0.160647
48210.4 0.171353
48211.2 0.183127
48212.1 0.196093
48213.1 0.211966
48214.0 0.229465
48214.5 0.238949
48214.9 0.248958
48215.4 0.259522
48215.9 0.270670
48216.4 0.282687
48216.8 0.295104
48217.3 0.308193
48217.8 0.321986
48218.2 0.336509
48218.7 0.351793
48219.2 0.367863
48219.6 0.384746
48220.0 0.399772
48220.4 0.415017
48220.8 0.431276
48221.2 0.447745
48221.6 0.465276
48222.0 0.482998
48222.4 0.501345
48222.8 0.520318
48223.2 0.540426
48223.6 0.560659
48224.0 0.581504
48224.4 0.602950
48225.2 0.648173
48225.9 0.695021
48226.8 0.749577
48227.7 0.805508
48228.5 0.862933
48229.4 0.921263
48231.3 1.04980
48233.2 1.17058
48234.5 1.24586
48235.2 1.27917
48235.9 1.30907
48236.5 1.33520
48237.2 1.35721
48237.9 1.37484
48238.5 1.38786
48239.3 1.39658
48240.0 1.39949
48241.0 1.39419
48241.8 1.38213
48242.6 1.36363
48243.4 1.33856
48244.2 1.30801
48245.0 1.27174
48245.8 1.23127
48246.5 1.18684
48247.3 1.13915
48248.4 1.06798
48249.6 0.993717
48250.7 0.918205
48251.8 0.843783
48253.9 0.702736
48255.0 0.637394
48256.1 0.576928
48257.1 0.528050
48258.0 0.482782
48258.9 0.441138
48259.9 0.403438
48260.8 0.368743
48261.7 0.337300
48262.7 0.308900
48263.6 0.283574
48264.7 0.257090
48265.8 0.233710
48266.9 0.213080
48268.0 0.195026
48269.1 0.178913
48270.1 0.164769
48271.2 0.152092
48272.3 0.140908
48273.6 0.129095
48274.9 0.118796
48276.2 0.109700
48277.4 0.101630
48278.7 0.0943848
48280.0 0.0879530
48281.3 0.0821725
48282.6 0.0769572
48284.7 0.0691758
48286.9 0.0625698
48289.1 0.0568850
48291.3 0.0519554
48293.4 0.0476511
48295.6 0.0438694
48297.8 0.0405282
48299.9 0.0375610
48302.9 0.0340091
48305.9 0.0309560
48308.8 0.0283031
48311.8 0.0259827
48314.7 0.0239408
48317.7 0.0221339
48320.7 0.0205268
48323.6 0.0190909
48328.0 0.0172430
48332.3 0.0156583
48336.7 0.0142861
48341.0 0.0130899
48345.3 0.0120385
48349.7 0.0111135
48354.0 0.0102935
48358.4 0.00956315
48365.1 0.00858082
48371.8 0.00774837
48378.5 0.00703540
48385.2 0.00641905
48391.9 0.00588237
48398.6 0.00541255
48412.1 0.00463341
48420.7 0.00421933
48429.4 0.00386162
48446.8 0.00327692
48464.2 0.00282335
48481.5 0.00246478
48498.1 0.00218885
48514.7 0.00196045
48531.3 0.00176994
48547.9 0.00160951
48581.0 0.00135627
48614.2 0.00116765
48655.2 0.000994159
48696.3 0.000865799
48737.4 0.000768879
48778.4 0.000693243
48847.9 0.000599887
48917.4 0.000535811
48986.9 0.000491399
49056.3 0.000461312
49132.1 0.000441477
49207.9 0.000433837
49290.1 0.000440904
49372.2 0.000466907
49413.2 0.000491110
49454.3 0.000526127
49495.4 0.000576539
49536.4 0.000649711
49561.7 0.000711711
49586.9 0.000792306
49605.9 0.000869600
49624.8 0.000966542
49643.8 0.00108576
49662.7 0.00124316
49681.7 0.00145218
49700.6 0.00173688
49719.6 0.00213695
49729.1 0.00239892
49738.5 0.00272143
49752.8 0.00336607
49759.9 0.00378824
49767.0 0.00430201
49774.1 0.00493714
49781.2 0.00573217
49788.3 0.00675167
49791.8 0.00737266
49795.4 0.00808879
49799.1 0.00897125
49802.9 0.0100139
49806.6 0.0112582
49810.4 0.0127602
49812.3 0.0136336
49814.1 0.0145980
49816.0 0.0156789
49817.9 0.0168830
49819.8 0.0182457
49821.6 0.0197798
49823.5 0.0215364
49825.4 0.0235400
49827.5 0.0261367
49829.5 0.0292024
49830.6 0.0309647
49831.6 0.0328836
49832.6 0.0350220
49833.7 0.0373688
49834.7 0.0400060
49835.8 0.0429561
49836.8 0.0462723
49837.8 0.0499806
49838.9 0.0542295
49839.9 0.0590282
49840.9 0.0645797
49842.0 0.0709061
49842.5 0.0746731
49843.1 0.0786665
49843.6 0.0830614
49844.1 0.0877268
49844.7 0.0928668
49845.2 0.0983270
49845.8 0.104231
49846.3 0.110615
49846.9 0.117649
49847.4 0.125115
49847.9 0.133178
49848.5 0.141876
49849.0 0.151432
49849.6 0.161537
49850.1 0.172398
49850.7 0.184054
49851.4 0.201380
49852.1 0.220344
49852.9 0.241009
49853.6 0.263418
49854.4 0.287590
49855.1 0.313512
49855.8 0.341133
49856.6 0.370366
49857.7 0.416068
49858.7 0.463901
49860.9 0.564173
49862.0 0.613439
49863.1 0.660859
49864.1 0.705031
49865.2 0.744193
49865.7 0.761641
49866.2 0.777179
49866.8 0.791016
49867.3 0.803031
49867.8 0.813291
49868.3 0.821317
49868.8 0.827248
49869.4 0.831030
49870.0 0.832683
49870.2 0.832563
49870.7 0.830792
49871.2 0.827017
49871.7 0.821123
49872.2 0.813389
49872.7 0.803574
49873.2 0.792146
49874.2 0.764314
49874.9 0.740234
49875.7 0.713422
49876.4 0.684306
49877.1 0.653334
49878.5 0.592694
49879.8 0.530490
49881.1 0.471465
49882.4 0.414646
49883.0 0.387511
49883.7 0.361411
49884.3 0.336450
49884.9 0.313069
49885.7 0.287184
49886.4 0.263362
49887.1 0.241255
49887.9 0.220845
49888.6 0.202091
49889.3 0.184932
49890.0 0.169293
49890.8 0.155084
49891.5 0.143053
49892.1 0.132256
49892.8 0.122430
49893.5 0.113499
49894.1 0.105388
49894.8 0.0980260
49895.5 0.0913441
49896.1 0.0852783
49896.8 0.0797689
49897.5 0.0747609
49898.2 0.0702035
49898.8 0.0660508
49899.5 0.0622610
49900.2 0.0587965
49900.8 0.0556235
49901.5 0.0527119
49902.7 0.0482109
49903.8 0.0442944
49905.0 0.0408649
49906.1 0.0378434
49907.3 0.0351658
49908.5 0.0327799
49909.6 0.0306430
49910.8 0.0287357
49911.9 0.0269963
49913.1 0.0254180
49915.4 0.0226783
49917.7 0.0203668
49920.0 0.0184121
49922.1 0.0168918
49924.2 0.0155648
49926.3 0.0143938
49928.3 0.0133547
49930.4 0.0124237
49932.5 0.0115938
49936.6 0.0101722
49940.8 0.00900124
49944.9 0.00802889
49949.1 0.00720874
49953.2 0.00651384
49959.1 0.00569630
49964.9 0.00503146
49970.8 0.00448242
49976.6 0.00402256
49988.3 0.00329935
50000.0 0.00276410
50016.3 0.00222400
50032.6 0.00183933
50048.9 0.00155688
50065.1 0.00134245
50081.4 0.00117392
50097.7 0.00104034
50114.0 0.000932582
50130.3 0.000844359
50154.7 0.000739282
50179.1 0.000660004
50203.6 0.000594540
50228.0 0.000542144
50276.8 0.000464442
50325.7 0.000409271
50374.5 0.000369173
50423.4 0.000339707
50521.1 0.000295850
50618.8 0.000267687
50716.5 0.000247294
50911.9 0.000220640
51107.3 0.000203558
51302.7 0.000191449
51823.8 0.000170596
52344.8 0.000157476
52865.9 0.000148031
53387.0 0.000140840
54429.1 0.000131158
55471.2 0.000127282
56252.9 0.000130379
56643.7 0.000136157
57034.5 0.000148729
57205.4 0.000158733
57376.4 0.000174176
57547.4 0.000199948
57632.9 0.000220158
57718.4 0.000248337
57799.8 0.000288562
57840.5 0.000316122
57881.2 0.000351168
57921.9 0.000396990
57962.6 0.000458247
58003.3 0.000542222
58023.7 0.000595588
58044.0 0.000661603
58064.4 0.000742841
58084.7 0.000844221
58105.1 0.000973191
58125.4 0.00114068
58145.8 0.00136412
58166.2 0.00167133
58176.3 0.00186999
58186.5 0.00210736
58196.7 0.00239595
58206.9 0.00275690
58216.5 0.00318935
58226.2 0.00373962
58235.9 0.00445494
58245.5 0.00540941
58255.2 0.00672330
58260.0 0.00757399
58264.9 0.00859788
58269.7 0.00985280
58274.5 0.0114129
58279.4 0.0133979
58284.2 0.0159840
58288.0 0.0186317
58291.8 0.0220390
58295.7 0.0265500
58299.5 0.0327480
58301.4 0.0368214
58303.3 0.0418389
58305.2 0.0481664
58307.1 0.0563102
58308.1 0.0613754
58309.0 0.0671935
58310.0 0.0740596
58310.9 0.0820362
58311.9 0.0915409
58312.8 0.102668
58313.8 0.115845
58314.7 0.131463
58315.5 0.146214
58316.3 0.162882
58317.0 0.181911
58317.8 0.203585
58318.5 0.226140
58319.2 0.251418
58319.9 0.279651
58320.6 0.311062
58321.3 0.345859
58322.0 0.384228
58322.7 0.426324
58323.4 0.472264
58324.1 0.522111
58324.8 0.575874
58325.5 0.633489
58326.2 0.694820
58326.9 0.759644
58327.6 0.827649
58328.3 0.898430
58329.0 0.970430
58329.6 1.03547
58330.2 1.10027
58331.4 1.23145
58332.6 1.35966
58333.8 1.48015
58334.5 1.54440
58335.2 1.60348
58335.9 1.65652
58336.6 1.70268
58337.2 1.73775
58337.9 1.76579
58338.5 1.78705
58339.1 1.80125
58339.6 1.80703
58340.0 1.80895
58340.4 1.80763
58341.0 1.79939
58341.6 1.78369
58342.3 1.76075
58342.9 1.73088
58343.5 1.69322
58344.2 1.64985
58344.8 1.60083
58345.5 1.54679
58346.3 1.46553
58347.2 1.37894
58348.1 1.28797
58349.0 1.19443
58350.5 1.02987
58352.0 0.871652
58353.5 0.724816
58354.3 0.656594
58355.0 0.593472
58355.6 0.543068
58356.3 0.495922
58356.9 0.452052
58357.6 0.411431
58358.2 0.373991
58358.8 0.339636
58359.5 0.308240
58360.1 0.279659
58360.8 0.253732
58361.4 0.230290
58362.0 0.209158
58362.7 0.190156
58363.3 0.173109
58364.0 0.157846
58364.6 0.144201
58365.2 0.132017
58365.9 0.120188
58366.6 0.109751
58368.0 0.0924056
58369.4 0.0788480
58370.8 0.0682408
58372.2 0.0597330
58373.6 0.0528757
58375.0 0.0472694
58376.4 0.0426487
58377.8 0.0387308
58379.2 0.0353916
58382.0 0.0300211
58384.8 0.0258755
58387.6 0.0225833
58390.4 0.0199030
58393.2 0.0176993
58396.0 0.0158547
58398.8 0.0142931
58401.6 0.0129534
58404.4 0.0118028
58407.1 0.0108033
58409.9 0.00992929
58415.5 0.00847838
58421.1 0.00733533
58426.7 0.00641487
58432.3 0.00566347
58437.9 0.00503857
58443.5 0.00451395
58454.6 0.00369085
58465.8 0.00308177
58477.0 0.00261836
58488.1 0.00225729
58499.3 0.00197154
58510.5 0.00174237
58521.7 0.00155374
58534.7 0.00137250
58547.7 0.00122480
58573.8 0.00100105
58599.9 0.000842287
58625.9 0.000725821
58652.0 0.000639640
58678.1 0.000571543
58704.1 0.000518215
58730.2 0.000475965
58771.2 0.000425751
58812.1 0.000389403
58853.1 0.000362905
58894.1 0.000344382
58976.0 0.000321170
59057.9 0.000311939
59192.0 0.000319738
59259.0 0.000333060
59326.1 0.000353042
59393.1 0.000380809
59460.1 0.000417685
59527.2 0.000468090
59594.2 0.000536392
59664.9 0.000637056
59700.3 0.000702892
59735.7 0.000782786
59771.1 0.000881050
59806.5 0.00100385
59841.8 0.00115779
59877.2 0.00135813
59897.7 0.00150225
59918.2 0.00167314
59938.7 0.00187792
59959.1 0.00212618
59979.6 0.00243126
60000.1 0.00281153
60010.4 0.00303791
60020.6 0.00329413
60030.8 0.00358568
60041.1 0.00391935
60056.0 0.00449823
60070.9 0.00521992
60085.8 0.00613702
60100.7 0.00732551
60115.6 0.00890464
60130.4 0.0110382
60137.9 0.0124081
60145.3 0.0140634
60152.8 0.0160815
60156.5 0.0172582
60160.2 0.0185716
60163.5 0.0198522
60166.8 0.0212727
60170.0 0.0228539
60171.6 0.0237124
60173.3 0.0246211
60175.8 0.0261588
60178.4 0.0278473
60181.0 0.0297070
60183.5 0.0317619
60186.1 0.0340403
60188.6 0.0365761
60191.2 0.0394098
60193.8 0.0425903
60196.3 0.0461771
60198.9 0.0502431
60201.4 0.0548783
60204.0 0.0601952
60206.6 0.0663354
60209.1 0.0734796
60210.4 0.0774986
60211.7 0.0818609
60213.0 0.0866071
60214.2 0.0917836
60216.0 0.0996554
60217.7 0.108595
60219.5 0.118800
60220.4 0.124417
60221.2 0.130440
60222.1 0.136984
60223.0 0.143942
60223.8 0.151431
60224.7 0.159503
60225.6 0.168315
60226.5 0.177727
60227.3 0.187901
60228.2 0.198906
60228.8 0.207576
60229.5 0.216768
60230.1 0.226513
60230.8 0.236846
60231.4 0.247801
60232.0 0.259415
60232.7 0.271722
60233.3 0.284758
60234.0 0.298561
60234.6 0.313164
60235.2 0.328601
60235.9 0.344905
60236.5 0.362105
60237.2 0.380227
60237.8 0.399294
60238.4 0.419323
60239.1 0.442346
60239.8 0.466540
60240.5 0.491903
60241.2 0.518029
60241.9 0.545647
60242.6 0.574340
60243.3 0.604047
60244.0 0.634246
60245.3 0.692344
60246.6 0.752483
60247.9 0.813697
60249.1 0.874825
60251.1 0.962958
60253.0 1.04263
60253.9 1.07791
60254.9 1.10935
60255.8 1.13640
60256.8 1.15858
60257.6 1.17348
60258.4 1.18412
60259.2 1.19056
60260.0 1.19270
60260.7 1.19130
60261.3 1.18712
60262.4 1.17447
60263.4 1.15486
60264.5 1.12876
60265.5 1.09708
60266.6 1.05994
60267.6 1.01881
60268.7 0.973751
60269.8 0.926471
60271.4 0.848379
60273.1 0.769366
60276.4 0.617258
60278.0 0.548235
60279.6 0.485054
60280.5 0.455820
60281.3 0.428192
60282.1 0.402168
60282.9 0.378016
60283.9 0.351074
60284.9 0.326213
60285.8 0.303331
60286.8 0.282522
60287.8 0.263231
60288.7 0.245735
60289.7 0.229546
60290.6 0.214877
60291.5 0.203327
60292.3 0.192609
60293.1 0.182658
60293.9 0.173414
60294.7 0.164821
60295.6 0.156826
60297.2 0.142521
60298.8 0.129983
60300.5 0.119078
60302.1 0.109433
60303.7 0.100967
60304.8 0.0960268
60305.8 0.0914856
60307.9 0.0833282
60310.0 0.0762266
60312.1 0.0700059
60314.2 0.0645008
60316.2 0.0596496
60318.3 0.0553318
60320.4 0.0514712
60322.0 0.0487079
60323.7 0.0461634
60326.9 0.0416557
60330.2 0.0377824
60333.5 0.0344295
60336.8 0.0314990
60340.0 0.0289376
60343.3 0.0266791
60346.6 0.0246773
60351.3 0.0221468
60356.1 0.0199905
60360.9 0.0181378
60365.6 0.0165335
60370.4 0.0151343
60375.1 0.0139062
60379.9 0.0128225
60384.7 0.0118616
60391.2 0.0107080
60397.7 0.00971789
60404.3 0.00885926
60410.8 0.00811196
60417.4 0.00745560
60423.9 0.00687775
60430.5 0.00636509
60437.0 0.00590988
60449.5 0.00516867
60462.0 0.00455992
60474.5 0.00405367
60487.0 0.00362935
60499.5 0.00326967
60512.0 0.00296259
60524.5 0.00269792
60537.0 0.00246854
60556.0 0.00217315
60575.1 0.00192994
60594.1 0.00172804
60613.1 0.00155793
60632.2 0.00141243
60651.2 0.00128769
60689.3 0.00108626
60715.5 0.000976115
60741.7 0.000883492
60794.0 0.000737493
60846.4 0.000628865
60898.8 0.000545873
60948.7 0.000484069
60998.7 0.000433930
61098.7 0.000359440
61198.6 0.000307522
61298.6 0.000269918
61460.5 0.000228114
61622.3 0.000200809
61784.1 0.000182011
61946.0 0.000168940
