Tm-169(n,g) ENDFB-8.0
126.156 3.13467
126.181 3.02243
126.206 2.91675
126.231 2.81712
126.282 2.63420
126.332 2.47048
126.382 2.32331
126.433 2.19052
126.470 2.10110
126.507 2.01782
126.544 1.94012
126.581 1.86770
126.618 1.79974
126.655 1.73605
126.692 1.67628
126.729 1.62026
126.803 1.51765
126.876 1.42656
126.950 1.34513
127.024 1.27227
127.078 1.22391
127.132 1.17908
127.186 1.13746
127.240 1.09877
127.293 1.06275
127.347 1.02918
127.401 0.997834
127.455 0.968600
127.562 0.915538
127.670 0.868979
127.777 0.827946
127.885 0.791791
127.959 0.769396
128.033 0.748864
128.107 0.729990
128.181 0.712693
128.329 0.682282
128.476 0.656849
128.624 0.635790
128.772 0.618634
128.920 0.605029
129.068 0.594723
129.176 0.589203
129.283 0.585310
129.391 0.583038
129.498 0.582409
129.633 0.584020
129.767 0.588476
129.902 0.596103
130.036 0.607380
130.171 0.623075
130.238 0.632907
130.305 0.644320
130.372 0.657593
130.440 0.673025
130.507 0.691081
130.574 0.712357
130.634 0.734939
130.695 0.761628
130.755 0.793613
130.786 0.812152
130.816 0.832695
130.846 0.855781
130.876 0.881786
130.907 0.911592
130.937 0.945962
130.967 0.986451
130.982 1.00942
130.997 1.03462
131.013 1.06257
131.028 1.09332
131.043 1.12749
131.058 1.16564
131.073 1.20870
131.088 1.25684
131.103 1.31156
131.119 1.37312
131.134 1.44349
131.149 1.52301
131.164 1.61357
131.172 1.66382
131.179 1.71677
131.187 1.77407
131.194 1.83527
131.202 1.90065
131.209 1.96951
131.217 2.04399
131.224 2.12242
131.232 2.20718
131.240 2.29636
131.247 2.39267
131.255 2.49530
131.262 2.60460
131.270 2.71935
131.277 2.84298
131.285 2.97261
131.293 3.11205
131.300 3.25803
131.309 3.45114
131.319 3.65600
131.328 3.87777
131.337 4.11235
131.346 4.36553
131.356 4.63248
131.365 4.91964
131.374 5.22139
131.383 5.54483
131.393 5.88345
131.402 6.24504
131.411 6.62214
131.420 7.02320
131.430 7.43973
131.439 7.87601
131.448 8.33195
131.460 8.94527
131.471 9.58438
131.483 10.2592
131.495 10.9569
131.507 11.6875
131.518 12.4366
131.542 14.0044
131.579 16.5868
131.616 19.1907
131.640 20.7903
131.663 22.2830
131.682 23.3583
131.700 24.3229
131.719 25.1571
131.737 25.8402
131.744 26.0496
131.760 26.4645
131.776 26.7430
131.788 26.8617
131.800 26.9014
131.816 26.8310
131.832 26.6214
131.835 26.5729
131.843 26.3976
131.852 26.1892
131.868 25.6676
131.888 24.8791
131.908 23.9277
131.928 22.8364
131.948 21.6370
131.975 19.8530
132.002 17.9813
132.042 15.1980
132.062 13.8408
132.082 12.5385
132.095 11.6797
132.109 10.8605
132.122 10.0720
132.136 9.32830
132.150 8.62007
132.163 7.95892
132.177 7.33562
132.190 6.75935
132.201 6.32464
132.212 5.92041
132.223 5.53858
132.234 5.18547
132.244 4.85369
132.255 4.54844
132.266 4.26307
132.277 4.00178
132.288 3.75864
132.299 3.53701
132.310 3.33166
132.320 3.14526
132.331 2.97324
132.342 2.81767
132.353 2.67587
132.364 2.54681
132.375 2.42852
132.385 2.32220
132.396 2.22502
132.407 2.13791
132.418 2.05845
132.429 1.98739
132.440 1.92269
132.450 1.86492
132.461 1.81242
132.472 1.76560
132.483 1.72309
132.494 1.68522
132.505 1.65088
132.516 1.62032
132.537 1.56820
132.559 1.52605
132.581 1.49223
132.602 1.46519
132.624 1.44381
132.646 1.42692
132.667 1.41387
132.711 1.39698
132.750 1.38991
132.790 1.38913
132.830 1.39352
132.870 1.40228
132.909 1.41491
132.949 1.43099
132.989 1.45034
133.029 1.47269
133.108 1.52621
133.188 1.59121
133.267 1.66790
133.347 1.75698
133.426 1.85971
133.466 1.91662
133.506 1.97739
133.546 2.04258
133.585 2.11219
133.625 2.18690
133.665 2.26673
133.705 2.35252
133.744 2.44457
133.784 2.54345
133.824 2.64950
133.864 2.76398
133.903 2.88712
133.943 3.02046
133.983 3.16439
134.026 3.33564
134.070 3.52320
134.113 3.72919
134.156 3.95556
134.200 4.20634
134.243 4.48387
134.286 4.79367
134.330 5.13944
134.370 5.49492
134.389 5.68806
134.409 5.89259
134.429 6.10948
134.449 6.33981
134.469 6.58479
134.489 6.84443
134.509 7.12290
134.529 7.42069
134.549 7.73984
134.568 8.08088
134.588 8.44997
134.608 8.84862
134.628 9.28057
134.648 9.74776
134.663 10.1402
134.679 10.5613
134.694 11.0142
134.709 11.4995
134.725 12.0279
134.740 12.5977
134.755 13.2222
134.771 13.9002
134.786 14.6486
134.802 15.4726
134.817 16.3830
134.825 16.8745
134.832 17.3856
134.840 17.9316
134.848 18.5081
134.855 19.1171
134.863 19.7525
134.871 20.4334
134.878 21.1544
134.886 21.9183
134.894 22.7174
134.900 23.4273
134.906 24.1613
134.913 24.9322
134.919 25.7420
134.925 26.6067
134.932 27.5018
134.938 28.4427
134.944 29.4320
134.951 30.4893
134.957 31.5844
134.963 32.7362
134.970 33.9477
134.976 35.2221
134.982 36.5625
134.988 37.9724
134.995 39.4552
135.002 41.1417
135.008 42.9220
135.015 44.8010
135.022 46.7837
135.029 48.8753
135.036 51.0809
135.042 53.4060
135.049 55.8193
135.056 58.3982
135.063 61.1135
135.069 63.9710
135.076 66.9313
135.083 70.0887
135.090 73.4059
135.097 76.8892
135.103 80.4893
135.113 86.1854
135.123 92.2217
135.133 98.7380
135.143 105.621
135.153 113.027
135.163 120.822
135.173 129.091
135.183 137.848
135.193 147.198
135.203 156.961
135.213 167.342
135.223 178.135
135.233 189.559
135.242 201.381
135.252 213.707
135.262 226.526
135.271 238.733
135.280 251.189
135.289 264.156
135.298 277.329
135.317 304.774
135.335 333.146
135.354 365.445
135.374 398.311
135.414 463.598
135.434 495.077
135.454 524.791
135.474 552.443
135.494 577.293
135.513 598.794
135.533 616.380
135.544 624.088
135.554 630.538
135.565 635.685
135.576 639.464
135.588 642.188
135.600 643.051
135.607 642.697
135.619 640.783
135.630 637.225
135.642 632.053
135.654 625.376
135.665 617.285
135.676 607.793
135.688 596.973
135.699 584.909
135.711 571.449
135.722 557.027
135.745 525.247
135.768 490.478
135.792 453.655
135.829 391.200
135.867 329.572
135.890 293.409
135.914 259.324
135.925 243.061
135.937 227.554
135.948 212.564
135.960 198.371
135.972 183.600
135.985 169.657
135.998 156.543
136.010 144.253
136.023 132.773
136.035 122.086
136.048 112.169
136.061 102.992
136.072 95.1723
136.084 87.9278
136.095 81.2306
136.107 75.1032
136.118 69.4099
136.130 64.2197
136.142 59.4133
136.153 55.0451
136.165 51.0109
136.176 47.3534
136.188 43.9827
136.199 40.9321
136.211 38.1246
136.222 35.5864
136.234 33.2520
136.245 31.1421
136.257 29.2015
136.269 27.4466
136.280 25.8311
136.292 24.3685
136.303 23.0198
136.315 21.7963
136.326 20.6655
136.338 19.6370
136.349 18.6836
136.361 17.8137
136.373 17.0046
136.384 16.2636
136.396 15.5719
136.407 14.9359
136.419 14.3398
136.430 13.7895
136.449 12.9591
136.468 12.2180
136.487 11.5494
136.506 10.9432
136.525 10.3911
136.544 9.88599
136.563 9.42206
136.582 8.99439
136.600 8.59881
136.619 8.23181
136.638 7.89038
136.657 7.57193
136.676 7.27423
136.695 6.99535
136.714 6.73359
136.733 6.48747
136.756 6.20480
136.779 5.94268
136.802 5.69802
136.825 5.46921
136.848 5.25396
136.872 5.05286
136.895 4.86384
136.918 4.68593
136.941 4.51753
136.964 4.35929
137.010 4.06829
137.056 3.80725
137.103 3.57209
137.130 3.44344
137.157 3.32252
137.212 3.10027
137.267 2.90108
137.321 2.72180
137.376 2.55983
137.430 2.41298
137.485 2.27940
137.540 2.15750
137.586 2.06229
137.632 1.97399
137.678 1.89177
137.724 1.81507
137.771 1.74326
137.817 1.67623
137.863 1.61341
137.909 1.55447
137.956 1.49897
138.002 1.44688
138.048 1.39782
138.094 1.35155
138.187 1.26651
138.279 1.19051
138.334 1.14922
138.388 1.11049
138.498 1.03973
138.607 0.976756
138.716 0.920598
138.825 0.870240
138.935 0.824998
139.044 0.784127
139.153 0.747151
139.246 0.718505
139.338 0.692093
139.431 0.667653
139.523 0.645056
139.615 0.624091
139.708 0.604658
139.800 0.586586
139.893 0.569799
140.078 0.539599
140.263 0.513355
140.447 0.490498
140.632 0.470576
140.775 0.456931
140.918 0.444661
141.061 0.433646
141.204 0.423792
141.347 0.414981
141.489 0.407118
141.775 0.393894
142.061 0.383690
142.347 0.376186
142.632 0.371113
142.918 0.368273
143.187 0.367520
143.372 0.368042
143.557 0.369396
143.742 0.371578
143.927 0.374590
144.111 0.378442
144.296 0.383152
144.481 0.388744
144.666 0.395248
144.851 0.402712
145.036 0.411183
145.221 0.420722
145.406 0.431394
145.590 0.443294
145.775 0.456512
145.960 0.471160
146.145 0.487341
146.347 0.506908
146.548 0.528709
146.750 0.553080
146.952 0.580339
147.154 0.610835
147.355 0.645006
147.557 0.683384
147.759 0.726610
147.876 0.754376
147.994 0.784206
148.112 0.816352
148.229 0.850986
148.347 0.888423
148.465 0.928888
148.582 0.972782
148.700 1.02041
148.843 1.08397
148.986 1.15463
149.129 1.23344
149.271 1.32160
149.343 1.36973
149.414 1.42074
149.486 1.47502
149.557 1.53270
149.629 1.59426
149.700 1.65988
149.771 1.73001
149.843 1.80508
149.935 1.91043
150.028 2.02590
150.120 2.15307
150.213 2.29327
150.305 2.44869
150.398 2.62124
150.490 2.81376
150.536 2.91848
150.582 3.02946
150.666 3.24920
150.708 3.36842
150.750 3.49461
150.793 3.62865
150.835 3.77053
150.877 3.92123
150.919 4.08151
150.961 4.25263
151.003 4.43470
151.045 4.62916
151.087 4.83719
151.129 5.06011
151.171 5.29939
151.213 5.55672
151.255 5.83399
151.301 6.16537
151.347 6.52613
151.393 6.92081
151.440 7.35389
151.486 7.83172
151.532 8.35849
151.578 8.94259
151.601 9.25887
151.624 9.59295
151.648 9.94783
151.671 10.3220
151.694 10.7187
151.717 11.1398
151.740 11.5875
151.763 12.0642
151.786 12.5725
151.809 13.1154
151.832 13.6965
151.856 14.3194
151.879 14.9887
151.902 15.7093
151.925 16.4869
151.948 17.3283
151.971 18.2409
151.994 19.2338
152.019 20.4253
152.045 21.7358
152.057 22.4430
152.070 23.1882
152.082 23.9744
152.095 24.8046
152.108 25.6822
152.120 26.6110
152.133 27.5948
152.145 28.6382
152.158 29.7459
152.171 30.9229
152.183 32.1749
152.196 33.5079
152.207 34.8124
152.219 36.1965
152.231 37.6662
152.242 39.2138
152.254 40.8728
152.265 42.6217
152.277 44.4984
152.288 46.4782
152.300 48.6039
152.311 50.8477
152.323 53.2577
152.335 55.8019
152.346 58.5345
152.358 61.4187
152.369 64.5153
152.381 67.7818
152.392 71.2862
152.404 74.9793
152.415 78.9368
152.427 83.1018
152.439 87.5581
152.450 92.2399
152.462 97.2395
152.473 102.481
152.485 108.066
152.496 113.906
152.508 120.111
152.519 126.582
152.531 133.436
152.542 140.561
152.554 148.083
152.566 155.873
152.577 164.066
152.589 172.592
152.600 181.447
152.612 190.542
152.635 209.719
152.658 230.006
152.681 251.243
152.704 273.218
152.750 318.306
152.797 362.706
152.820 383.704
152.843 403.362
152.870 424.102
152.897 441.793
152.910 449.380
152.924 455.976
152.937 461.627
152.951 466.203
152.975 471.839
152.988 473.237
153.000 473.673
153.008 473.425
153.022 472.100
153.035 469.646
153.049 466.081
153.062 461.436
153.076 455.750
153.089 449.068
153.103 441.444
153.116 432.940
153.136 419.161
153.156 403.887
153.175 387.353
153.195 369.805
153.233 334.012
153.270 297.183
153.298 270.496
153.325 244.628
153.353 219.893
153.380 196.608
153.399 181.512
153.418 167.263
153.437 153.892
153.456 141.476
153.474 129.882
153.493 119.219
153.512 109.349
153.531 100.344
153.550 92.0695
153.559 88.1910
153.569 84.5304
153.578 81.0038
153.588 77.6795
153.597 74.5132
153.606 71.4989
153.616 68.6007
153.625 65.8735
153.635 63.2800
153.644 60.8143
153.654 58.4463
153.663 56.2200
153.682 52.0942
153.699 48.6713
153.716 45.5704
153.733 42.7268
153.750 40.1476
153.768 37.7785
153.785 35.6251
153.802 33.6421
153.819 31.8344
153.836 30.1644
153.853 28.6370
153.871 27.2207
153.888 25.9205
153.905 24.7103
153.922 23.5949
153.939 22.5527
153.956 21.5883
153.975 20.5979
153.994 19.6788
154.013 18.8243
154.032 18.0320
154.051 17.2884
154.069 16.5963
154.088 15.9443
154.107 15.3354
154.126 14.7598
154.145 14.2179
154.164 13.7069
154.183 13.2269
154.220 12.3408
154.258 11.5449
154.280 11.1114
154.303 10.7029
154.325 10.3174
154.347 9.95321
154.392 9.28252
154.436 8.67975
154.481 8.13580
154.526 7.64308
154.570 7.19520
154.615 6.78765
154.653 6.46888
154.690 6.17348
154.728 5.89847
154.766 5.64198
154.803 5.40174
154.841 5.17756
154.879 4.96748
154.917 4.77032
154.954 4.58457
154.992 4.41026
155.030 4.24603
155.067 4.09112
155.105 3.94483
155.143 3.80653
155.218 3.55167
155.294 3.32224
155.369 3.11547
155.445 2.92802
155.520 2.75798
155.596 2.60287
155.671 2.46139
155.746 2.33183
155.822 2.21291
155.887 2.11779
155.952 2.02914
156.017 1.94641
156.082 1.86919
156.148 1.79679
156.213 1.72904
156.278 1.66535
156.343 1.60562
156.408 1.54936
156.473 1.49650
156.604 1.39970
156.734 1.31360
156.864 1.23684
156.940 1.19619
157.015 1.15816
157.091 1.12248
157.166 1.08910
157.317 1.02853
157.468 0.975576
157.619 0.929571
157.770 0.890061
157.921 0.856796
158.071 0.829763
158.181 0.814149
158.291 0.802206
158.401 0.794285
158.510 0.790961
158.593 0.791999
158.675 0.796642
158.757 0.805622
158.840 0.819960
158.881 0.829586
158.922 0.841124
158.963 0.854928
159.004 0.871305
159.045 0.890815
159.086 0.913990
159.128 0.941790
159.169 0.975255
159.189 0.994681
159.210 1.01623
159.231 1.04024
159.251 1.06698
159.272 1.09721
159.292 1.13143
159.313 1.17041
159.333 1.21483
159.354 1.26627
159.375 1.32592
159.395 1.39549
159.405 1.43462
159.416 1.47660
159.426 1.52258
159.436 1.57250
159.447 1.62676
159.457 1.68578
159.467 1.75000
159.477 1.81991
159.488 1.89605
159.498 1.97815
159.510 2.08501
159.522 2.20215
159.534 2.33152
159.546 2.47434
159.558 2.63192
159.570 2.80564
159.582 2.99696
159.594 3.20743
159.606 3.43866
159.618 3.69234
159.630 3.97020
159.642 4.27405
159.654 4.60568
159.666 4.96695
159.678 5.35968
159.690 5.78570
159.700 6.14774
159.709 6.52842
159.718 6.93664
159.728 7.36458
159.737 7.82203
159.747 8.30001
159.756 8.80375
159.766 9.33374
159.775 9.89643
159.784 10.4803
159.794 11.0979
159.803 11.7362
159.813 12.4089
159.822 13.1015
159.841 14.5657
159.862 16.2858
159.882 18.1079
159.903 20.0355
159.923 22.0317
159.961 25.8382
159.999 29.6474
160.026 32.3082
160.054 34.7835
160.072 36.3384
160.091 37.7380
160.110 38.9516
160.129 39.9649
160.132 40.1299
160.141 40.5105
160.150 40.8374
160.167 41.3386
160.182 41.6027
160.197 41.7076
160.200 41.7094
160.207 41.6905
160.214 41.6387
160.227 41.4349
160.246 40.9524
160.264 40.2401
160.283 39.2887
160.302 38.1356
160.321 36.7975
160.340 35.2979
160.360 33.5001
160.381 31.5749
160.419 27.8418
160.456 24.0181
160.475 22.1279
160.494 20.2934
160.513 18.5125
160.532 16.8189
160.549 15.3472
160.566 13.9648
160.583 12.6602
160.600 11.4516
160.609 10.8776
160.618 10.3262
160.626 9.79734
160.635 9.29671
160.643 8.81226
160.652 8.35498
160.660 7.91374
160.669 7.49841
160.678 7.05808
160.688 6.64655
160.697 6.25431
160.707 5.88884
160.716 5.54154
160.726 5.21888
160.735 4.91623
160.744 4.63272
160.754 4.36476
160.763 4.11709
160.773 3.88593
160.782 3.67040
160.792 3.46761
160.801 3.28097
160.810 3.10747
160.820 2.94630
160.829 2.79519
160.839 2.65656
160.848 2.52806
160.857 2.40901
160.867 2.29764
160.876 2.19568
160.886 2.10132
160.895 2.01402
160.905 1.93243
160.914 1.85777
160.923 1.78870
160.933 1.72478
160.942 1.66502
160.952 1.61029
160.961 1.55959
160.971 1.51260
160.980 1.46858
160.989 1.42818
161.008 1.35576
161.027 1.29277
161.046 1.23833
161.065 1.19058
161.084 1.14893
161.103 1.11204
161.121 1.07957
161.137 1.05552
161.152 1.03374
161.183 0.995507
161.214 0.963283
161.245 0.935993
161.276 0.912600
161.307 0.892611
161.337 0.875403
161.368 0.860710
161.399 0.848137
161.430 0.837530
161.492 0.821342
161.553 0.811022
161.615 0.805823
161.653 0.804951
161.691 0.805737
161.766 0.812092
161.841 0.824711
161.917 0.843704
161.954 0.855695
161.992 0.869440
162.030 0.885027
162.068 0.902565
162.105 0.922185
162.143 0.944039
162.181 0.968308
162.218 0.995204
162.273 1.03959
162.328 1.09090
162.383 1.15050
162.410 1.18375
162.438 1.21964
162.465 1.25855
162.493 1.30049
162.520 1.34594
162.547 1.39526
162.575 1.44911
162.602 1.50763
162.630 1.57161
162.657 1.64180
162.676 1.69430
162.695 1.75052
162.714 1.81088
162.733 1.87549
162.752 1.94558
162.770 2.02105
162.789 2.10349
162.808 2.19293
162.827 2.29141
162.846 2.39919
162.865 2.51901
162.883 2.65146
162.902 2.80024
162.921 2.96649
162.940 3.15528
162.949 3.25846
162.959 3.36852
162.973 3.54385
162.986 3.73600
163.000 3.94853
163.014 4.18410
163.027 4.44570
163.041 4.73667
163.055 5.06076
163.069 5.42210
163.075 5.61964
163.082 5.82843
163.089 6.04912
163.096 6.27895
163.103 6.52538
163.110 6.78201
163.117 7.05718
163.123 7.34370
163.130 7.65087
163.137 7.97063
163.144 8.31331
163.151 8.66991
163.158 9.05190
163.165 9.44920
163.171 9.87455
163.178 10.3167
163.188 10.9745
163.197 11.6741
163.207 12.4336
163.216 13.2399
163.226 14.1136
163.235 15.0394
163.244 16.0294
163.254 17.0870
163.263 18.2278
163.273 19.4311
163.282 20.7117
163.291 22.0728
163.301 23.5333
163.310 25.0653
163.320 26.6867
163.329 28.3999
163.337 29.9713
163.345 31.5955
163.354 33.3136
163.362 35.0849
163.370 36.9541
163.378 38.8761
163.394 42.9733
163.411 47.3768
163.427 52.0826
163.443 57.0816
163.459 62.3260
163.478 68.7656
163.497 75.4745
163.516 82.4341
163.535 89.5818
163.554 96.8838
163.573 104.219
163.610 118.581
163.631 126.012
163.650 132.479
163.668 138.442
163.687 143.865
163.706 148.599
163.728 153.245
163.747 156.263
163.766 158.355
163.781 159.467
163.797 159.905
163.800 159.913
163.807 159.836
163.814 159.620
163.831 158.562
163.848 156.762
163.861 155.014
163.873 152.923
163.886 150.234
163.899 147.184
163.923 140.665
163.948 133.172
163.972 124.849
163.996 115.946
164.027 104.131
164.058 92.2010
164.082 82.9343
164.107 73.9727
164.131 65.4486
164.143 61.3675
164.155 57.4648
164.167 53.6843
164.179 50.0944
164.192 46.6404
164.204 43.3821
164.216 40.2672
164.228 37.3470
164.240 34.5942
164.252 32.0067
164.263 29.7757
164.274 27.6963
164.285 25.7271
164.296 23.8996
164.308 22.1762
164.319 20.5831
164.330 19.0996
164.341 17.7204
164.352 16.4294
164.363 15.2445
164.374 14.1484
164.385 13.1359
164.396 12.1938
164.407 11.3341
164.418 10.5429
164.429 9.81571
164.441 9.07839
164.453 8.41342
164.465 7.80425
164.477 7.25566
164.490 6.75365
164.502 6.30191
164.514 5.89189
164.526 5.51971
164.538 5.17910
164.550 4.87232
164.562 4.59121
164.574 4.33761
164.587 4.10475
164.599 3.89417
164.611 3.70179
164.623 3.52576
164.632 3.40573
164.641 3.29426
164.658 3.09067
164.676 2.90879
164.694 2.74737
164.711 2.60179
164.729 2.47134
164.747 2.35255
164.764 2.24510
164.782 2.14635
164.799 2.05624
164.817 1.97275
164.835 1.89597
164.852 1.82432
164.870 1.75799
164.888 1.69572
164.905 1.63776
164.930 1.56352
164.954 1.49524
164.978 1.43221
165.002 1.37408
165.027 1.31986
165.051 1.26938
165.075 1.22227
165.100 1.17839
165.124 1.13710
165.148 1.09835
165.197 1.02774
165.245 0.964807
165.294 0.908650
165.331 0.869074
165.369 0.832640
165.406 0.798923
165.444 0.767647
165.481 0.738572
165.519 0.711487
165.556 0.686206
165.594 0.662566
165.631 0.640365
165.669 0.619589
165.744 0.581689
165.819 0.548021
165.894 0.517954
165.943 0.500147
165.991 0.483548
166.040 0.467983
166.088 0.453424
166.185 0.426875
166.282 0.403332
166.379 0.382342
166.477 0.363532
166.574 0.346597
166.671 0.331295
166.768 0.317379
166.865 0.304685
166.962 0.293062
167.059 0.282384
167.156 0.272545
167.253 0.263456
167.350 0.255036
167.447 0.247218
167.545 0.239941
167.642 0.233152
167.836 0.220858
168.030 0.210026
168.224 0.200421
168.392 0.192955
168.560 0.186168
168.727 0.179965
168.895 0.174262
169.063 0.168996
169.230 0.164121
169.566 0.155396
169.901 0.147818
170.237 0.141175
170.572 0.135305
170.907 0.130081
171.208 0.125872
171.508 0.122044
171.808 0.118548
172.108 0.115350
172.708 0.109728
173.308 0.104888
173.909 0.100722
174.509 0.0971134
175.109 0.0939734
175.709 0.0912317
176.239 0.0890989
176.768 0.0872024
177.298 0.0855166
177.828 0.0840205
178.357 0.0827005
178.887 0.0815728
179.946 0.0796511
181.005 0.0782317
182.064 0.0772600
183.124 0.0766980
184.183 0.0765220
185.383 0.0767759
186.584 0.0775141
187.784 0.0787585
188.984 0.0805532
189.585 0.0816714
190.185 0.0829699
190.785 0.0844188
191.385 0.0860549
191.986 0.0879381
192.586 0.0900670
193.186 0.0924724
193.786 0.0951927
194.422 0.0984693
195.057 0.102221
195.693 0.106537
196.328 0.111531
196.646 0.114326
196.964 0.117351
197.282 0.120628
197.599 0.124174
197.917 0.128019
198.235 0.132243
198.553 0.136888
198.870 0.142000
199.153 0.146993
199.435 0.152465
199.718 0.158486
200.000 0.165130
200.299 0.172953
200.597 0.181740
200.896 0.191670
201.195 0.202956
201.344 0.209199
201.493 0.215889
201.643 0.223078
201.792 0.230822
201.941 0.239181
202.091 0.248222
202.240 0.258026
202.389 0.268689
202.539 0.280342
202.688 0.293111
202.837 0.307165
202.986 0.322688
203.136 0.339902
203.285 0.359077
203.434 0.380542
203.584 0.404701
203.713 0.428128
203.842 0.454334
203.971 0.483802
204.035 0.499939
204.100 0.517097
204.164 0.535425
204.229 0.555008
204.293 0.575969
204.357 0.598411
204.422 0.622566
204.486 0.648580
204.551 0.676663
204.615 0.707003
204.690 0.745438
204.765 0.787771
204.839 0.834704
204.914 0.886817
204.989 0.945100
205.063 1.01043
205.101 1.04625
205.138 1.08426
205.175 1.12476
205.213 1.16799
205.274 1.24537
205.335 1.33214
205.365 1.37964
205.396 1.42998
205.426 1.48378
205.457 1.54100
205.488 1.60235
205.518 1.66785
205.549 1.73838
205.579 1.81401
205.610 1.89584
205.640 1.98404
205.671 2.07971
205.701 2.18383
205.739 2.32481
205.776 2.48260
205.795 2.56925
205.813 2.66163
205.832 2.76037
205.851 2.86562
205.869 2.97937
205.888 3.10206
205.907 3.23485
205.925 3.37832
205.944 3.53563
205.963 3.70696
205.981 3.89639
206.000 4.10451
206.018 4.32621
206.036 4.57067
206.053 4.84274
206.071 5.14665
206.089 5.48934
206.098 5.67531
206.107 5.87267
206.116 6.08225
206.125 6.30496
206.134 6.54175
206.143 6.79366
206.152 7.06488
206.160 7.35056
206.169 7.65486
206.178 7.97911
206.187 8.32468
206.196 8.69306
206.205 9.08580
206.214 9.50455
206.223 9.95105
206.232 10.4271
206.241 10.9346
206.249 11.4757
206.258 12.0523
206.267 12.6666
206.276 13.3210
206.285 14.0178
206.294 14.8024
206.304 15.6309
206.313 16.5241
206.322 17.4661
206.332 18.4804
206.341 19.5487
206.350 20.6848
206.360 21.8919
206.369 23.1878
206.378 24.5484
206.388 25.9904
206.397 27.5173
206.406 29.1505
206.416 30.8585
206.425 32.6617
206.434 34.5633
206.442 36.2145
206.450 37.9143
206.457 39.7089
206.465 41.5534
206.473 43.4977
206.480 45.4928
206.488 47.5645
206.495 49.7141
206.511 54.2816
206.526 59.1748
206.541 64.3974
206.557 69.9129
206.570 75.1221
206.584 80.5862
206.597 86.2985
206.611 92.2053
206.624 98.3823
206.638 104.772
206.652 111.357
206.665 118.067
206.684 127.603
206.702 137.304
206.740 157.088
206.791 183.646
206.809 192.907
206.828 201.730
206.847 210.006
206.865 217.590
206.884 224.461
206.903 230.456
206.921 235.554
206.940 239.631
206.959 242.736
206.978 244.668
207.000 245.426
207.006 245.355
207.027 244.244
207.047 241.803
207.067 238.098
207.087 233.181
207.108 227.070
207.128 219.911
207.149 211.820
207.169 202.925
207.199 188.774
207.228 173.694
207.269 152.130
207.310 130.594
207.331 120.099
207.351 109.981
207.372 100.267
207.392 91.0211
207.412 82.2499
207.433 74.0749
207.443 70.1646
207.453 66.4384
207.464 62.8584
207.474 59.4250
207.484 56.1062
207.494 52.9655
207.504 49.9684
207.515 47.1129
207.525 44.3965
207.535 41.8164
207.545 39.3695
207.555 37.0522
207.566 34.8398
207.576 32.7714
207.586 30.8206
207.596 28.9832
207.607 27.2383
207.617 25.6154
207.627 24.0924
207.637 22.6647
207.648 21.3152
207.658 20.0657
207.668 18.8981
207.678 17.8080
207.688 16.7914
207.699 15.8439
207.709 14.9617
207.719 14.1408
207.728 13.4717
207.737 12.8508
207.745 12.2683
207.754 11.7220
207.763 11.2041
207.772 10.7244
207.781 10.2748
207.790 9.85377
207.798 9.45509
207.807 9.08613
207.816 8.74073
207.825 8.41743
207.834 8.11152
207.843 7.82858
207.851 7.56382
207.860 7.31610
207.869 7.08179
207.878 6.86514
207.895 6.47294
207.913 6.12814
207.931 5.82870
207.948 5.56611
207.966 5.33903
207.984 5.14229
208.001 4.97291
208.016 4.84913
208.031 4.74210
208.046 4.65090
208.061 4.57535
208.076 4.51397
208.090 4.46736
208.105 4.43486
208.120 4.41708
208.135 4.41414
208.150 4.42677
208.165 4.45572
208.180 4.50156
208.195 4.56604
208.209 4.64960
208.224 4.75490
208.239 4.88220
208.254 5.03514
208.269 5.21504
208.284 5.42418
208.299 5.66331
208.313 5.93829
208.328 6.24818
208.343 6.60008
208.358 6.99228
208.373 7.43320
208.388 7.92353
208.403 8.46649
208.417 9.06104
208.432 9.71834
208.447 10.4325
208.462 11.2160
208.477 12.0608
208.487 12.6891
208.497 13.3446
208.508 14.0339
208.518 14.7573
208.528 15.5228
208.538 16.3156
208.548 17.1431
208.559 18.0051
208.579 19.8409
208.600 21.8006
208.620 23.8962
208.640 26.0969
208.661 28.4102
208.681 30.7964
208.702 33.2462
208.722 35.7359
208.756 39.8403
208.789 43.8374
208.817 47.0014
208.845 49.9061
208.865 51.8326
208.886 53.5510
208.905 54.9733
208.925 56.1582
208.945 57.1237
208.959 57.6213
208.973 57.9707
208.987 58.1618
209.000 58.2169
209.012 58.1511
209.030 57.8502
209.048 57.3140
209.062 56.7119
209.076 55.9705
209.099 54.5223
209.122 52.7706
209.144 50.7347
209.167 48.4720
209.193 45.5400
209.220 42.4214
209.243 39.6715
209.265 36.8878
209.310 31.3421
209.335 28.4035
209.359 25.5800
209.384 22.9018
209.396 21.6247
209.408 20.3920
209.420 19.3004
209.431 18.2489
209.442 17.2384
209.454 16.2779
209.465 15.3505
209.476 14.4726
209.487 13.6286
209.499 12.8329
209.510 12.0709
209.521 11.3492
209.532 10.6668
209.544 10.0284
209.555 9.42153
209.566 8.85573
209.577 8.31967
209.589 7.82155
209.604 7.18813
209.619 6.61109
209.627 6.34258
209.635 6.08681
209.650 5.61459
209.658 5.39417
209.666 5.18469
209.681 4.79920
209.689 4.61983
209.696 4.44970
209.712 4.13749
209.727 3.85537
209.742 3.60252
209.758 3.37618
209.773 3.17498
209.788 2.99391
