Ge-73(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 772.188
1.03125E-05 760.407
1.06250E-05 749.150
1.09375E-05 738.380
1.12500E-05 728.061
1.15625E-05 718.163
1.18750E-05 708.660
1.21875E-05 699.524
1.25000E-05 690.733
1.28125E-05 682.265
1.31250E-05 674.102
1.34375E-05 666.226
1.37500E-05 658.619
1.43750E-05 644.158
1.50000E-05 630.611
1.56250E-05 617.885
1.62500E-05 605.900
1.68750E-05 594.588
1.75000E-05 583.888
1.81250E-05 573.747
1.87500E-05 564.117
1.93750E-05 554.957
2.00000E-05 546.230
2.09375E-05 533.880
2.18750E-05 522.334
2.28125E-05 511.506
2.37500E-05 501.327
2.46875E-05 491.734
2.56250E-05 482.672
2.65625E-05 474.095
2.75000E-05 465.961
2.84375E-05 458.232
2.93750E-05 450.877
3.03125E-05 443.866
3.12500E-05 437.173
3.21875E-05 430.774
3.31250E-05 424.650
3.40625E-05 418.780
3.50000E-05 413.149
3.59375E-05 407.739
3.68750E-05 402.536
3.78125E-05 397.529
3.87500E-05 392.705
3.96875E-05 388.053
4.06250E-05 383.563
4.25000E-05 375.033
4.43750E-05 367.051
4.62500E-05 359.559
4.81250E-05 352.510
5.00000E-05 345.862
5.15625E-05 340.601
5.31250E-05 335.575
5.46875E-05 330.766
5.62500E-05 326.159
5.78125E-05 321.740
5.93750E-05 317.497
6.09375E-05 313.418
6.25000E-05 309.494
6.40625E-05 305.714
6.56250E-05 302.071
6.71875E-05 298.555
6.87500E-05 295.160
7.18750E-05 288.706
7.50000E-05 282.660
7.81250E-05 276.982
8.12500E-05 271.634
8.43750E-05 266.588
8.75000E-05 261.814
9.06250E-05 257.290
9.37500E-05 252.995
9.68750E-05 248.910
0.000100000 245.018
0.000103125 241.304
0.000106250 237.757
0.000109375 234.362
0.000112500 231.111
0.000115625 227.992
0.000118750 224.998
0.000121875 222.120
0.000125000 219.351
0.000128125 216.684
0.000131250 214.113
0.000134375 211.632
0.000137500 209.237
0.000143750 204.684
0.000150000 200.419
0.000156250 196.414
0.000162500 192.642
0.000168750 189.083
0.000175000 185.717
0.000181250 182.527
0.000187500 179.498
0.000193750 176.618
0.000200000 173.874
0.000209375 169.992
0.000218750 166.364
0.000228125 162.962
0.000237500 159.765
0.000246875 156.752
0.000256250 153.906
0.000265625 151.214
0.000275000 148.661
0.000284375 146.236
0.000293750 143.928
0.000303125 141.729
0.000312500 139.630
0.000321875 137.624
0.000331250 135.704
0.000340625 133.864
0.000350000 132.099
0.000359375 130.404
0.000368750 128.774
0.000378125 127.206
0.000387500 125.695
0.000396875 124.239
0.000406250 122.833
0.000425000 120.163
0.000443750 117.666
0.000462500 115.322
0.000481250 113.118
0.000500000 111.040
0.000515625 109.396
0.000531250 107.825
0.000546875 106.323
0.000562500 104.884
0.000578125 103.504
0.000593750 102.180
0.000609375 100.907
0.000625000 99.6819
0.000640625 98.5026
0.000656250 97.3659
0.000671875 96.2694
0.000687500 95.2107
0.000718750 93.1984
0.000750000 91.3141
0.000781250 89.5448
0.000812500 87.8792
0.000843750 86.3076
0.000875000 84.8215
0.000906250 83.4134
0.000937500 82.0769
0.000968750 80.8059
0.00100000 79.5954
0.00103125 78.4406
0.00106250 77.3376
0.00109375 76.2824
0.00112500 75.2718
0.00115625 74.3027
0.00118750 73.3724
0.00121875 72.4783
0.00125000 71.6181
0.00128125 70.7899
0.00131250 69.9915
0.00134375 69.2213
0.00137500 68.4777
0.00143750 67.0644
0.00150000 65.7409
0.00156250 64.4980
0.00162500 63.3280
0.00168750 62.2239
0.00175000 61.1799
0.00181250 60.1906
0.00187500 59.2515
0.00193750 58.3584
0.00200000 57.5078
0.00209375 56.3044
0.00218750 55.1795
0.00228125 54.1251
0.00237500 53.1341
0.00246875 52.2003
0.00256250 51.3185
0.00265625 50.4840
0.00275000 49.6927
0.00284375 48.9411
0.00293750 48.2259
0.00303125 47.5443
0.00312500 46.8938
0.00321875 46.2720
0.00331250 45.6769
0.00340625 45.1066
0.00350000 44.5595
0.00359375 44.0340
0.00368750 43.5288
0.00378125 43.0425
0.00387500 42.5741
0.00396875 42.1225
0.00406250 41.6866
0.00425000 40.8587
0.00443750 40.0840
0.00462500 39.3571
0.00481250 38.6732
0.00500000 38.0284
0.00515625 37.5181
0.00531250 37.0307
0.00546875 36.5643
0.00562500 36.1176
0.00578125 35.6891
0.00593750 35.2778
0.00609375 34.8824
0.00625000 34.5020
0.00640625 34.1356
0.00656250 33.7824
0.00671875 33.4417
0.00687500 33.1126
0.00718750 32.4871
0.00750000 31.9013
0.00781250 31.3510
0.00812500 30.8329
0.00843750 30.3439
0.00875000 29.8814
0.00906250 29.4431
0.00937500 29.0269
0.00968750 28.6311
0.0100000 28.2540
0.0103125 27.8943
0.0106250 27.5506
0.0109375 27.2217
0.0112500 26.9067
0.0115625 26.6046
0.0118750 26.3145
0.0121875 26.0357
0.0125000 25.7674
0.0128125 25.5090
0.0131250 25.2600
0.0134375 25.0196
0.0137500 24.7876
0.0143750 24.3464
0.0150000 23.9331
0.0156250 23.5449
0.0162500 23.1794
0.0168750 22.8343
0.0175000 22.5080
0.0181250 22.1987
0.0187500 21.9050
0.0193750 21.6257
0.0200000 21.3596
0.0206625 21.0908
0.0213250 20.8346
0.0219875 20.5902
0.0226500 20.3566
0.0233125 20.1330
0.0239750 19.9187
0.0246375 19.7132
0.0253000 19.5159
0.0264578 19.1889
0.0276156 18.8828
0.0287734 18.5954
0.0299313 18.3249
0.0310891 18.0696
0.0322469 17.8283
0.0334047 17.5996
0.0345625 17.3825
0.0355274 17.2097
0.0364922 17.0439
0.0374570 16.8844
0.0384219 16.7311
0.0393867 16.5833
0.0403516 16.4410
0.0413164 16.3036
0.0422813 16.1709
0.0442109 15.9188
0.0461406 15.6827
0.0480703 15.4609
0.0500000 15.2521
0.0515625 15.0917
0.0531250 14.9384
0.0546875 14.7918
0.0562500 14.6513
0.0578125 14.5165
0.0593750 14.3872
0.0609375 14.2628
0.0625000 14.1431
0.0640625 14.0279
0.0656250 13.9168
0.0671875 13.8096
0.0687500 13.7061
0.0718750 13.5093
0.0750000 13.3249
0.0781250 13.1516
0.0812500 12.9884
0.0843750 12.8343
0.0875000 12.6885
0.0906250 12.5503
0.0937500 12.4191
0.0968750 12.2943
0.100000 12.1754
0.103125 12.0619
0.106250 11.9535
0.109375 11.8497
0.112500 11.7503
0.115625 11.6550
0.118750 11.5634
0.121875 11.4754
0.125000 11.3907
0.128125 11.3091
0.131250 11.2305
0.134375 11.1546
0.137500 11.0814
0.143750 10.9420
0.150000 10.8114
0.156250 10.6887
0.162500 10.5731
0.168750 10.4639
0.175000 10.3606
0.181250 10.2627
0.187500 10.1697
0.193750 10.0813
0.200000 9.99701
0.209375 9.87774
0.218750 9.76613
0.228125 9.66140
0.237500 9.56289
0.246875 9.47002
0.256250 9.38225
0.265625 9.29915
0.275000 9.22031
0.284375 9.14537
0.293750 9.07402
0.303125 9.00599
0.312500 8.94101
0.321875 8.87886
0.331250 8.81935
0.340625 8.76230
0.350000 8.70752
0.359375 8.65488
0.368750 8.60425
0.378125 8.55549
0.387500 8.50852
0.396875 8.46322
0.406250 8.41951
0.425000 8.33636
0.443750 8.25838
0.462500 8.18510
0.500000 8.05112
0.531250 7.95031
0.562500 7.85767
0.593750 7.77228
0.625000 7.69324
0.687500 7.55127
0.750000 7.42699
0.812500 7.31692
0.875000 7.21874
0.937500 7.13017
1.00000 7.04943
1.06250 6.97561
1.12500 6.90774
1.18750 6.84503
1.25000 6.78683
1.37500 6.68185
1.50000 6.58942
1.62500 6.50709
1.75000 6.43318
1.87500 6.36611
2.00000 6.30458
2.18750 6.22136
2.37500 6.14712
2.56250 6.08014
2.75000 6.01927
2.93750 5.96343
3.12500 5.91177
3.31250 5.86379
3.50000 5.81901
3.68750 5.77702
3.87500 5.73748
4.25000 5.66472
4.62500 5.59895
5.00000 5.53893
5.31250 5.49257
5.62500 5.44900
5.93750 5.40792
6.25000 5.36902
6.87500 5.29686
7.50000 5.23096
8.12500 5.17022
8.75000 5.11384
9.37500 5.06112
10.0000 5.01152
10.6250 4.96469
11.2500 4.92031
11.8750 4.87811
12.5000 4.83788
13.7500 4.76263
15.0000 4.69341
16.2500 4.62939
17.5000 4.56998
18.7500 4.51467
20.0000 4.46304
21.8750 4.39200
23.7500 4.32807
25.6250 4.27075
27.5000 4.21979
29.3750 4.17502
31.2500 4.13636
33.1250 4.10396
35.0000 4.07802
36.8750 4.05886
38.7500 4.04691
40.6250 4.04276
42.5000 4.04712
44.3750 4.06088
46.2500 4.08515
48.1250 4.12126
50.0000 4.17080
51.5625 4.22379
53.1250 4.28896
54.6875 4.36791
56.2500 4.46258
57.8125 4.57531
59.3750 4.70891
60.9375 4.86676
62.5000 5.05295
63.7695 5.22943
65.0391 5.43191
66.3086 5.65769
67.5781 5.92111
68.8477 6.22304
70.1172 6.57099
70.7520 6.76469
71.3867 6.97273
72.0215 7.19638
72.6563 7.43738
73.2422 7.67698
73.8281 7.93417
74.4141 8.20978
75.0000 8.50602
75.8789 8.99424
76.7578 9.54115
77.6367 10.1554
78.0762 10.4898
78.5156 10.8472
78.9551 11.2249
79.3945 11.6289
79.8340 12.0578
80.2734 12.5149
80.7129 12.9987
81.1524 13.5200
81.5918 14.0782
82.0313 14.6762
82.5684 15.4664
83.1055 16.3288
83.6426 17.2721
84.1797 18.3062
84.7168 19.4424
85.2539 20.6941
85.7910 22.0768
86.3281 23.6084
86.6211 24.5140
86.9141 25.4742
87.2070 26.4932
87.5000 27.5757
87.7564 28.5791
88.0127 29.6389
88.2691 30.7593
88.5254 31.9449
88.7818 33.2006
89.0381 34.5319
89.2945 35.9448
89.5508 37.4459
89.8071 39.0426
90.0635 40.7428
90.3198 42.5554
90.5762 44.4903
90.8325 46.5583
91.0889 48.7696
91.3452 51.1338
91.6016 53.6692
91.8701 56.5360
92.1387 59.6382
92.4072 62.9979
92.6758 66.6429
92.9444 70.6059
93.2129 74.9239
93.4815 79.6399
93.7500 84.8031
94.0186 90.4710
94.2871 96.7098
94.5557 103.598
94.8242 111.226
95.0928 119.703
95.2271 124.299
95.3613 129.156
95.4956 134.296
95.6299 139.739
95.7642 145.510
95.8984 151.635
96.1182 162.500
96.3379 174.538
96.4478 181.050
96.5576 187.922
96.6675 195.179
96.7774 202.851
96.8872 210.969
96.9971 219.563
97.1069 228.672
97.2168 238.339
97.3267 248.614
97.4365 259.549
97.5464 271.204
97.6563 283.644
97.7905 300.015
97.9248 317.804
98.0591 337.173
98.1934 358.310
98.3277 381.432
98.4619 406.791
98.5962 434.677
98.7305 465.429
98.8648 499.449
98.9990 537.202
99.0662 557.648
99.1333 579.241
99.2005 602.068
99.2676 626.217
99.3347 651.798
99.4019 678.917
99.4690 707.697
99.5361 738.265
99.6033 770.777
99.6704 805.390
99.7376 842.281
99.8047 881.641
99.9024 943.775
100.000 1012.37
100.074 1069.52
100.149 1131.31
100.223 1198.40
100.297 1271.18
100.372 1350.50
100.446 1436.85
100.521 1531.28
100.595 1634.44
100.669 1747.66
100.744 1871.78
100.818 2008.24
100.892 2158.50
100.967 2324.38
101.041 2507.21
101.115 2709.09
101.189 2932.06
101.264 3178.21
101.338 3449.61
101.412 3748.23
101.487 4075.71
101.561 4433.17
101.635 4820.88
101.710 5237.93
101.784 5681.86
101.871 6232.30
101.959 6801.68
102.046 7375.24
102.133 7930.95
102.221 8445.70
102.264 8679.26
102.308 8892.07
102.352 9081.96
102.395 9245.12
102.439 9379.71
102.483 9482.90
102.536 9564.95
102.590 9595.08
102.634 9580.92
102.677 9532.34
102.721 9450.25
102.765 9336.43
102.808 9192.33
102.852 9020.62
102.896 8824.07
102.939 8606.25
103.027 8117.20
103.114 7580.62
103.289 6457.89
103.356 6034.01
103.423 5624.93
103.491 5234.88
103.558 4866.69
103.625 4521.95
103.693 4201.26
103.760 3904.47
103.827 3630.85
103.892 3387.91
103.957 3164.65
104.022 2959.38
104.087 2770.77
104.151 2597.24
104.216 2438.04
104.281 2291.69
104.346 2157.04
104.422 2011.55
104.499 1879.39
104.576 1759.13
104.652 1649.52
104.729 1549.43
104.805 1457.85
104.882 1373.90
104.959 1296.79
105.024 1236.30
105.088 1179.94
105.153 1127.26
105.218 1077.97
105.283 1031.73
105.348 988.423
105.412 947.762
105.477 909.538
105.542 873.513
105.607 839.629
105.672 807.675
105.737 777.509
105.801 748.961
105.866 722.001
105.931 696.476
105.996 672.288
106.126 627.535
106.255 587.172
106.385 550.594
106.514 517.396
106.644 487.132
106.774 459.510
106.903 434.196
107.033 410.976
107.127 395.258
107.222 380.448
107.316 366.479
107.410 353.290
107.505 340.822
107.599 329.023
107.787 307.253
107.976 287.615
108.165 269.846
108.353 253.722
108.542 239.056
108.671 229.718
108.801 220.945
108.931 212.679
109.060 204.894
109.190 197.542
109.320 190.601
109.449 184.031
109.579 177.816
109.838 166.334
110.097 155.982
110.357 146.616
110.616 138.117
110.875 130.374
111.135 123.302
111.394 116.826
111.653 110.878
111.912 105.404
112.172 100.353
112.431 95.6842
112.690 91.3647
112.938 87.5329
113.185 83.9562
113.433 80.6065
113.680 77.4671
113.928 74.5230
114.175 71.7586
114.423 69.1593
114.670 66.7121
114.918 64.4052
115.165 62.2279
115.413 60.1705
115.660 58.2241
115.908 56.3808
116.155 54.6334
116.650 51.3999
116.910 49.8326
117.169 48.3445
117.688 45.5851
118.206 43.0839
118.725 40.8093
119.243 38.7334
119.762 36.8336
120.280 35.0900
120.799 33.4858
121.176 32.3977
121.553 31.3705
121.930 30.3991
122.308 29.4801
122.685 28.6096
123.062 27.7875
123.816 26.2612
124.570 24.8750
125.325 23.6156
126.079 22.4674
126.833 21.4173
127.352 20.7465
127.871 20.1132
128.389 19.5145
128.908 18.9485
129.426 18.4122
129.945 17.9032
130.463 17.4201
130.982 16.9611
132.019 16.1078
133.056 15.3322
134.093 14.6245
135.131 13.9763
136.262 13.3291
137.393 12.7368
138.525 12.1929
139.656 11.6916
140.788 11.2283
141.919 10.7987
143.051 10.4021
144.182 10.0287
145.219 9.70973
146.257 9.40812
147.294 9.12219
148.331 8.85350
149.368 8.59858
150.405 8.35529
151.442 8.12487
152.479 7.90561
153.517 7.69517
154.554 7.49442
156.628 7.11784
157.665 6.94026
158.702 6.76994
160.777 6.44582
162.662 6.16978
164.548 5.90847
166.434 5.65952
168.320 5.42139
169.923 5.22634
171.525 5.03695
173.128 4.85237
174.731 4.67179
175.533 4.58276
176.334 4.49447
177.136 4.40677
177.937 4.31962
178.738 4.23306
179.540 4.14694
180.341 4.06121
181.143 3.97583
182.086 3.87576
183.028 3.77612
183.971 3.67691
184.914 3.57826
185.386 3.52919
185.857 3.48034
186.329 3.43174
186.800 3.38346
187.271 3.33556
187.743 3.28812
188.214 3.24123
188.686 3.19508
189.204 3.14535
189.723 3.09695
190.241 3.05025
190.760 3.00567
191.279 2.96378
191.797 2.92528
192.316 2.89110
192.575 2.87598
192.834 2.86242
193.212 2.84587
193.589 2.83378
193.966 2.82704
194.343 2.82672
194.720 2.83413
194.909 2.84129
195.097 2.85111
195.286 2.86391
195.474 2.87999
195.663 2.89971
195.852 2.92347
196.111 2.96363
196.370 3.01375
196.629 3.07553
196.889 3.15105
197.148 3.24280
197.407 3.35383
197.537 3.41774
197.667 3.48790
197.796 3.56495
197.926 3.64957
198.114 3.78781
198.303 3.94638
198.456 4.09243
198.610 4.25595
198.763 4.43944
198.916 4.64570
199.069 4.87802
199.146 5.00512
199.222 5.14023
199.299 5.28392
199.376 5.43683
199.452 5.59966
199.529 5.77318
199.647 6.06308
199.706 6.21919
199.764 6.38345
199.823 6.55638
199.882 6.73853
199.941 6.93051
