Ne-20(n,tot) ENDFB-8.0
5.93750 2.46555
6.25000 2.46547
6.87500 2.46534
7.50000 2.46522
8.12500 2.46512
8.75000 2.46503
9.37500 2.46495
10.0000 2.46487
10.6250 2.46481
11.2500 2.46475
11.8750 2.46469
12.5000 2.46464
13.7500 2.46455
15.0000 2.46447
16.2500 2.46439
17.5000 2.46433
18.7500 2.46427
20.0000 2.46422
21.8750 2.46415
23.7500 2.46409
25.6250 2.46404
27.5000 2.46399
29.3750 2.46394
31.2500 2.46390
33.1250 2.46386
35.0000 2.46383
38.7500 2.46376
42.5000 2.46371
46.2500 2.46366
50.0000 2.46361
53.1250 2.46358
56.2500 2.46354
62.5000 2.46348
68.7500 2.46343
75.0000 2.46338
81.2500 2.46334
87.5000 2.46330
93.7500 2.46326
100.000 2.46322
112.500 2.46315
125.000 2.46309
137.500 2.46303
150.000 2.46297
162.500 2.46292
175.000 2.46287
200.000 2.46277
218.750 2.46270
237.500 2.46264
256.250 2.46257
275.000 2.46251
312.500 2.46238
350.000 2.46227
387.500 2.46215
425.000 2.46203
462.500 2.46192
500.000 2.46181
562.500 2.46163
625.000 2.46145
687.500 2.46127
750.000 2.46109
875.000 2.46074
1000.00 2.46039
1125.00 2.46005
1250.00 2.45971
1500.00 2.45902
1750.00 2.45834
2000.00 2.45766
2375.00 2.45665
2750.00 2.45563
3125.00 2.45462
3500.00 2.45361
4250.00 2.45160
5000.00 2.44958
6250.00 2.44622
7500.00 2.44286
8750.00 2.43951
10000.0 2.43615
12500.0 2.42943
15000.0 2.42270
17500.0 2.41596
20000.0 2.40921
23750.0 2.39906
27500.0 2.38888
35000.0 2.36842
42500.0 2.34778
50000.0 2.32693
56250.0 2.30938
62500.0 2.29165
75000.0 2.25555
87500.0 2.21846
100000 2.18017
102928 2.17099
111710 2.14291
116101 2.12851
120492 2.11382
124334 2.10067
126256 2.09399
128177 2.08720
130098 2.08032
132019 2.07334
133940 2.06624
134901 2.06264
135861 2.05903
136776 2.05558
137691 2.05214
138606 2.04874
139521 2.04545
140298 2.04286
140687 2.04169
141076 2.04064
141465 2.03976
141853 2.03910
142242 2.03880
142631 2.03900
143020 2.03998
143409 2.04213
143797 2.04611
143992 2.04917
144186 2.05323
144415 2.05979
144644 2.06901
144872 2.08230
145101 2.10166
145227 2.11628
145353 2.13487
145478 2.15884
145604 2.19028
145690 2.21759
145776 2.25122
145862 2.29312
145947 2.34627
146010 2.39471
146073 2.45362
146136 2.52609
146199 2.61625
146229 2.66746
146259 2.72476
146289 2.78933
146319 2.86242
146349 2.94580
146379 3.04075
146409 3.14969
146439 3.27517
146470 3.42906
146486 3.51574
146502 3.61000
146518 3.71269
146533 3.82479
146549 3.94741
146565 4.08182
146580 4.23048
146596 4.39316
146612 4.57391
146628 4.77264
146643 4.99447
146659 5.23955
146675 5.51259
146691 5.81744
146706 6.16087
146722 6.54362
146738 6.97348
146753 7.45685
146761 7.72250
146769 8.00075
146777 8.29968
146785 8.61269
146793 8.94876
146801 9.30031
146808 9.67725
146816 10.0708
146825 10.5193
146833 10.9881
146841 11.4889
146850 12.0100
146866 13.1347
146883 14.3498
146916 16.9262
146933 18.1826
146942 18.7742
146950 19.3175
146962 20.0389
146969 20.3427
146975 20.5991
146981 20.8127
146988 20.9759
146994 21.0863
147000 21.1421
147008 21.1340
147016 21.0338
147025 20.8447
147033 20.5721
147041 20.2236
147049 19.8081
147057 19.3355
147066 18.8228
147082 17.6863
147098 16.4891
147115 15.2783
147131 14.1136
147143 13.2922
147155 12.5162
147167 11.7895
147179 11.1188
147191 10.4926
147203 9.91493
147216 9.38342
147228 8.89901
147239 8.47190
147250 8.08166
147262 7.71881
147273 7.38719
147285 7.07859
147296 6.79618
147308 6.53515
147319 6.29365
147335 5.99178
147350 5.71948
147366 5.47344
147381 5.25196
147397 5.04935
147413 4.86469
147428 4.69607
147444 4.54279
147467 4.33925
147489 4.16014
147512 4.00047
147535 3.85878
147558 3.73146
147581 3.61762
147604 3.51502
147626 3.42223
147649 3.33771
147672 3.26116
147718 3.12714
147763 3.01446
147809 2.91900
147849 2.84758
147888 2.78488
147928 2.72923
147967 2.67986
148046 2.59612
148125 2.52822
148216 2.46443
148307 2.41272
148399 2.37008
148490 2.33454
148623 2.29237
148756 2.25880
148889 2.23143
149022 2.20882
149205 2.18357
149387 2.16335
149570 2.14683
149753 2.13311
150069 2.11427
150384 2.09971
150700 2.08812
151015 2.07864
151447 2.06815
151879 2.05967
152311 2.05264
152743 2.04659
153341 2.03951
153939 2.03347
154537 2.02818
155135 2.02344
155667 2.01959
156199 2.01601
156930 2.01143
157661 2.00714
158392 2.00309
159123 1.99923
160585 1.99192
162047 1.98500
164173 1.97539
166300 1.96612
168426 1.95705
170552 1.94811
172679 1.93923
174805 1.93038
176932 1.92154
179058 1.91268
184906 1.88814
190754 1.86321
196602 1.83776
202450 1.81171
212019 1.76755
221588 1.72132
240726 1.62167
250295 1.56748
259864 1.51011
269434 1.44922
279003 1.38447
288572 1.31549
298141 1.24187
307710 1.16333
317279 1.07908
323127 1.02449
328975 0.967798
334823 0.908802
340671 0.847342
346518 0.783764
352366 0.717891
358214 0.650084
364062 0.580784
381074 0.376275
385327 0.326962
387453 0.303056
389579 0.279818
391706 0.257387
393832 0.235922
395959 0.215603
398085 0.196627
399547 0.184522
401009 0.173186
402471 0.162746
403933 0.153362
404664 0.149027
405395 0.144992
406857 0.137892
407588 0.134766
408319 0.132095
409050 0.129712
409781 0.127631
410578 0.125958
411376 0.124734
412173 0.123962
412971 0.123666
413702 0.123976
414433 0.124746
415164 0.126018
415895 0.127845
416626 0.130179
417357 0.133113
418088 0.136632
418818 0.140724
419376 0.144300
419933 0.148322
421047 0.157317
421604 0.162548
422161 0.168126
422719 0.174032
423276 0.180570
424390 0.194745
425504 0.211038
426062 0.219769
426619 0.229234
427733 0.249422
428886 0.272875
429462 0.285340
430038 0.298634
431191 0.326950
431767 0.342163
432344 0.358106
432920 0.374605
433496 0.391851
434649 0.428664
435225 0.448057
435801 0.468459
436954 0.511153
438107 0.557398
439259 0.606717
440412 0.659385
441565 0.715704
442717 0.775285
443870 0.838641
445022 0.905583
446175 0.975944
447642 1.07139
449109 1.17267
450576 1.27967
451310 1.33459
452043 1.39228
453510 1.51034
454977 1.63364
456444 1.76193
457911 1.89494
459378 2.03278
460845 2.17595
463779 2.46731
469647 3.07192
473000 3.41713
477611 3.87050
479916 4.08667
482221 4.28777
484526 4.47635
486832 4.65381
489137 4.81352
491442 4.95682
493748 5.08785
496053 5.20255
498358 5.29961
500663 5.38545
502969 5.45851
505274 5.51498
509884 5.60090
514914 5.64541
519944 5.65713
524090 5.64286
528236 5.61455
536528 5.52647
544820 5.41283
553112 5.28729
564138 5.11622
575164 4.95038
586190 4.79424
597216 4.64985
615468 4.43733
633720 4.25400
638990 4.20595
644259 4.15985
650140 4.11058
656020 4.06347
661901 4.01837
667781 3.97516
673662 3.93370
679542 3.89388
685423 3.85560
691303 3.81875
703064 3.74894
714825 3.68376
720706 3.65270
726586 3.62256
732467 3.59327
738347 3.56477
744227 3.53699
750108 3.50986
755988 3.48333
761869 3.45733
767749 3.43180
773630 3.40669
779510 3.38192
785391 3.35744
791271 3.33318
797152 3.30907
808913 3.26101
811853 3.24898
814793 3.23691
817733 3.22480
820674 3.21264
823614 3.20042
826554 3.18812
829494 3.17574
832434 3.16326
835375 3.15067
838315 3.13797
841255 3.12515
844195 3.11220
847136 3.09913
850076 3.08596
853016 3.07270
855956 3.05939
858897 3.04610
861837 3.03294
863307 3.02646
864777 3.02007
866247 3.01383
867717 3.00776
869188 3.00193
870658 2.99640
872128 2.99126
873598 2.98662
875068 2.98262
875803 2.98090
876538 2.97941
877273 2.97818
878008 2.97723
878743 2.97661
879478 2.97636
880213 2.97652
880948 2.97715
881684 2.97832
882419 2.98008
883154 2.98253
883889 2.98576
884624 2.98987
885359 2.99499
886094 3.00127
886829 3.00887
887564 3.01797
888299 3.02882
889034 3.04167
889769 3.05682
890504 3.07465
891239 3.09558
891974 3.12011
892709 3.14883
893444 3.18246
894179 3.22184
894547 3.24399
894915 3.26797
895282 3.29393
895650 3.32204
896017 3.35250
896385 3.38551
896752 3.42128
897120 3.46006
897487 3.50213
897855 3.54776
898222 3.59728
898590 3.65104
898957 3.70941
899325 3.77278
899692 3.84160
900060 3.91634
900427 3.99753
900795 4.08566
901162 4.18132
901530 4.28511
901898 4.39765
902265 4.51951
902633 4.65134
903000 4.79373
903438 4.97774
903875 5.17825
904313 5.39575
904750 5.63038
905188 5.88178
905625 6.14887
906500 6.72161
906938 7.02037
907375 7.32087
907813 7.61687
908250 7.90120
908688 8.16617
909125 8.40408
909563 8.60779
910000 8.77135
910438 8.89055
910875 8.96323
911313 8.98944
911750 8.97128
912188 8.91253
912625 8.81826
913063 8.69423
913500 8.54644
914375 8.20243
915250 7.82641
915688 7.63597
916125 7.44760
916563 7.26327
917000 7.08444
917352 6.94541
917703 6.81093
918055 6.68125
918406 6.55652
918758 6.43673
919109 6.32192
919461 6.21196
919813 6.10681
920164 6.00629
920516 5.91025
920867 5.81855
921219 5.73103
921570 5.64746
921922 5.56771
922274 5.49156
922625 5.41887
922977 5.34943
923328 5.28310
923680 5.21971
924031 5.15913
924383 5.10118
924734 5.04576
925438 4.94190
926141 4.84656
926844 4.75890
927547 4.67812
928250 4.60353
928953 4.53451
929656 4.47053
930359 4.41110
931063 4.35579
931766 4.30421
932469 4.25603
933172 4.21094
933875 4.16867
934578 4.12898
935281 4.09165
935984 4.05648
936688 4.02331
937391 3.99196
938094 3.96230
938797 3.93420
939500 3.90754
940203 3.88222
940906 3.85813
941609 3.83520
942313 3.81334
943719 3.77254
945125 3.73522
946531 3.70095
947938 3.66937
949344 3.64015
950750 3.61304
952156 3.58781
953563 3.56425
954969 3.54219
956375 3.52149
957781 3.50201
959188 3.48365
960594 3.46628
962000 3.44984
963406 3.43423
964813 3.41939
967625 3.39176
970438 3.36652
973250 3.34333
976063 3.32189
978875 3.30197
981688 3.28338
984500 3.26595
987313 3.24954
990125 3.23405
992938 3.21936
995750 3.20539
1.00138E+06 3.17933
1.00700E+06 3.15538
1.01263E+06 3.13316
1.01825E+06 3.11238
1.02388E+06 3.09280
1.02950E+06 3.07425
1.03513E+06 3.05656
1.04075E+06 3.03961
1.04638E+06 3.02330
1.05200E+06 3.00753
1.05763E+06 2.99222
1.06325E+06 2.97732
1.06888E+06 2.96275
1.07450E+06 2.94847
1.08013E+06 2.93443
1.08575E+06 2.92059
1.09138E+06 2.90691
1.09700E+06 2.89335
1.10263E+06 2.87987
1.10825E+06 2.86644
1.11950E+06 2.83960
1.12513E+06 2.82611
1.13075E+06 2.81254
1.13638E+06 2.79885
1.14200E+06 2.78499
1.14763E+06 2.77092
1.15325E+06 2.75661
1.15888E+06 2.74200
1.16450E+06 2.72703
1.17013E+06 2.71165
1.17575E+06 2.69579
1.18138E+06 2.67936
1.18700E+06 2.66228
1.19263E+06 2.64443
1.19825E+06 2.62569
1.20388E+06 2.60591
1.20950E+06 2.58490
1.21231E+06 2.57386
1.21513E+06 2.56243
1.21794E+06 2.55055
1.22075E+06 2.53820
1.22356E+06 2.52532
1.22638E+06 2.51186
1.22919E+06 2.49774
1.23200E+06 2.48290
1.23481E+06 2.46724
1.23763E+06 2.45068
1.24044E+06 2.43306
1.24325E+06 2.41427
1.24606E+06 2.39411
1.24888E+06 2.37238
1.25028E+06 2.36084
1.25169E+06 2.34881
1.25309E+06 2.33626
1.25450E+06 2.32314
1.25591E+06 2.30940
1.25731E+06 2.29503
1.25872E+06 2.27998
1.26013E+06 2.26426
1.26153E+06 2.24787
1.26294E+06 2.23092
1.26434E+06 2.21364
1.26575E+06 2.19646
1.26645E+06 2.18816
1.26716E+06 2.18028
1.26786E+06 2.17306
1.26856E+06 2.16687
1.26892E+06 2.16429
1.26927E+06 2.16218
1.26962E+06 2.16061
1.26997E+06 2.15971
1.27032E+06 2.15962
1.27067E+06 2.16049
1.27102E+06 2.16253
1.27138E+06 2.16598
1.27173E+06 2.17115
1.27208E+06 2.17840
1.27243E+06 2.18816
1.27278E+06 2.20096
1.27313E+06 2.21752
1.27349E+06 2.23859
1.27384E+06 2.26532
1.27419E+06 2.29880
1.27436E+06 2.31865
1.27454E+06 2.34084
1.27472E+06 2.36563
1.27489E+06 2.39314
1.27507E+06 2.42401
1.27524E+06 2.45843
1.27542E+06 2.49682
1.27559E+06 2.53934
1.27577E+06 2.58696
1.27595E+06 2.63998
1.27612E+06 2.69895
1.27630E+06 2.76412
1.27647E+06 2.83688
1.27665E+06 2.91758
1.27683E+06 3.00694
1.27700E+06 3.10510
1.27719E+06 3.22173
1.27738E+06 3.35001
1.27756E+06 3.49202
1.27775E+06 3.64676
1.27794E+06 3.81611
1.27813E+06 3.99807
1.27831E+06 4.19389
1.27850E+06 4.40011
1.27869E+06 4.61677
1.27888E+06 4.83859
1.27906E+06 5.06405
1.27925E+06 5.28612
1.27944E+06 5.50191
1.27963E+06 5.70359
1.27981E+06 5.88785
1.28000E+06 6.04784
1.28019E+06 6.18127
1.28038E+06 6.28404
1.28056E+06 6.35599
1.28075E+06 6.39654
1.28094E+06 6.40766
1.28113E+06 6.39178
1.28131E+06 6.35203
1.28150E+06 6.29250
1.28169E+06 6.21635
1.28188E+06 6.12803
1.28225E+06 5.92614
1.28244E+06 5.81800
1.28263E+06 5.70875
1.28281E+06 5.59894
1.28300E+06 5.49103
1.28317E+06 5.39379
1.28334E+06 5.29908
1.28352E+06 5.20732
1.28369E+06 5.11878
1.28386E+06 5.03364
1.28403E+06 4.95202
1.28420E+06 4.87392
1.28438E+06 4.79978
1.28455E+06 4.72865
1.28472E+06 4.66091
1.28489E+06 4.59644
1.28506E+06 4.53514
1.28541E+06 4.42154
1.28575E+06 4.31934
1.28609E+06 4.22692
1.28644E+06 4.14362
1.28678E+06 4.06854
1.28713E+06 4.00104
1.28747E+06 3.94001
1.28781E+06 3.88499
1.28816E+06 3.83541
1.28850E+06 3.79089
1.28884E+06 3.75072
1.28919E+06 3.71465
1.28953E+06 3.68233
1.28988E+06 3.65353
1.29056E+06 3.60509
1.29125E+06 3.56770
1.29194E+06 3.53992
1.29263E+06 3.52079
1.29331E+06 3.50944
1.29400E+06 3.50530
1.29500E+06 3.51118
1.29600E+06 3.53024
1.29700E+06 3.56175
1.29800E+06 3.60518
1.29900E+06 3.66003
1.30000E+06 3.72577
1.30100E+06 3.80172
1.30200E+06 3.88694
1.30400E+06 4.07969
1.30600E+06 4.28877
1.30800E+06 4.49275
1.30900E+06 4.58525
1.31000E+06 4.66758
1.31100E+06 4.73737
1.31200E+06 4.79292
1.31300E+06 4.83323
1.31400E+06 4.85811
1.31500E+06 4.86805
1.31600E+06 4.86412
1.31700E+06 4.84781
1.31800E+06 4.82086
1.32000E+06 4.74236
1.32100E+06 4.69431
1.32200E+06 4.64246
1.32300E+06 4.58814
1.32400E+06 4.53243
1.32500E+06 4.47625
1.32600E+06 4.42031
1.32725E+06 4.35170
1.32850E+06 4.28521
1.32974E+06 4.22133
1.33099E+06 4.16040
1.33224E+06 4.10259
1.33348E+06 4.04807
1.33473E+06 3.99684
1.33598E+06 3.94885
1.33660E+06 3.92604
1.33723E+06 3.90403
1.33785E+06 3.88280
1.33847E+06 3.86238
1.33910E+06 3.84270
1.33972E+06 3.82380
1.34034E+06 3.80564
1.34097E+06 3.78825
1.34159E+06 3.77158
1.34221E+06 3.75569
1.34284E+06 3.74052
1.34346E+06 3.72612
1.34409E+06 3.71246
1.34471E+06 3.69958
1.34533E+06 3.68747
1.34596E+06 3.67616
1.34658E+06 3.66567
1.34720E+06 3.65602
1.34783E+06 3.64725
1.34845E+06 3.63942
1.34907E+06 3.63255
1.34970E+06 3.62673
1.35032E+06 3.62199
1.35094E+06 3.61845
1.35157E+06 3.61619
1.35219E+06 3.61534
1.35282E+06 3.61604
1.35344E+06 3.61845
1.35406E+06 3.62278
1.35438E+06 3.62573
1.35469E+06 3.62925
1.35500E+06 3.63339
1.35531E+06 3.63817
1.35562E+06 3.64366
1.35593E+06 3.64987
1.35625E+06 3.65690
1.35656E+06 3.66479
1.35687E+06 3.67360
1.35718E+06 3.68342
1.35749E+06 3.69432
1.35781E+06 3.70639
1.35812E+06 3.71973
1.35843E+06 3.73440
1.35874E+06 3.75062
1.35905E+06 3.76848
1.35936E+06 3.78813
1.35968E+06 3.80967
1.35999E+06 3.83342
1.36030E+06 3.85953
1.36061E+06 3.88824
1.36092E+06 3.91970
1.36123E+06 3.95440
1.36155E+06 3.99259
1.36186E+06 4.03462
1.36217E+06 4.08076
1.36248E+06 4.13175
1.36279E+06 4.18796
1.36311E+06 4.24996
1.36342E+06 4.31813
1.36373E+06 4.39359
1.36404E+06 4.47687
1.36435E+06 4.56874
1.36466E+06 4.66969
1.36498E+06 4.78119
1.36529E+06 4.90375
1.36560E+06 5.03809
1.36591E+06 5.18431
1.36617E+06 5.31412
1.36642E+06 5.45244
1.36668E+06 5.59900
1.36693E+06 5.75258
1.36744E+06 6.07858
1.36796E+06 6.41583
1.36821E+06 6.58173
1.36847E+06 6.74040
1.36872E+06 6.88731
1.36898E+06 7.01718
1.36923E+06 7.12626
1.36949E+06 7.20939
1.36975E+06 7.26370
1.37000E+06 7.28644
1.37026E+06 7.27687
1.37051E+06 7.23544
1.37077E+06 7.16421
1.37102E+06 7.06687
1.37128E+06 6.94678
1.37153E+06 6.80943
1.37179E+06 6.65839
1.37205E+06 6.49929
1.37256E+06 6.16919
1.37307E+06 5.84532
1.37332E+06 5.69031
1.37358E+06 5.54239
1.37384E+06 5.40111
1.37409E+06 5.26797
1.37432E+06 5.15594
1.37454E+06 5.05000
1.37477E+06 4.95001
1.37500E+06 4.85581
1.37523E+06 4.76715
1.37545E+06 4.68379
1.37568E+06 4.60545
1.37591E+06 4.53184
1.37613E+06 4.46268
1.37636E+06 4.39770
1.37659E+06 4.33663
1.37681E+06 4.27922
1.37704E+06 4.22521
1.37727E+06 4.17437
1.37750E+06 4.12650
1.37772E+06 4.08138
1.37795E+06 4.03883
1.37818E+06 3.99866
1.37840E+06 3.96072
1.37863E+06 3.92485
1.37886E+06 3.89092
1.37908E+06 3.85878
1.37931E+06 3.82831
1.37954E+06 3.79941
1.37977E+06 3.77198
1.37999E+06 3.74590
1.38022E+06 3.72111
1.38045E+06 3.69750
1.38090E+06 3.65358
1.38135E+06 3.61366
1.38181E+06 3.57711
1.38226E+06 3.54362
1.38272E+06 3.51284
1.38317E+06 3.48446
1.38362E+06 3.45823
1.38408E+06 3.43391
1.38453E+06 3.41131
1.38499E+06 3.39026
1.38544E+06 3.37059
1.38589E+06 3.35217
1.38635E+06 3.33490
1.38680E+06 3.31865
1.38726E+06 3.30334
1.38771E+06 3.28889
1.38816E+06 3.27522
1.38862E+06 3.26229
1.38907E+06 3.24999
1.38952E+06 3.23830
1.38998E+06 3.22716
1.39043E+06 3.21653
1.39089E+06 3.20637
1.39134E+06 3.19666
1.39179E+06 3.18735
1.39225E+06 3.17842
1.39270E+06 3.16985
1.39316E+06 3.16160
1.39406E+06 3.14600
1.39497E+06 3.13147
1.39588E+06 3.11791
1.39679E+06 3.10516
1.39770E+06 3.09315
1.39860E+06 3.08180
1.39951E+06 3.07104
1.40042E+06 3.06081
1.40133E+06 3.05107
1.40224E+06 3.04176
1.40314E+06 3.03285
1.40405E+06 3.02430
1.40496E+06 3.01608
1.40587E+06 3.00816
1.40677E+06 3.00051
1.40768E+06 2.99313
1.40859E+06 2.98599
