Se-77(n,g) ENDFB-8.0
0.00121875 191.626
0.00125000 189.215
0.00128125 186.893
0.00131250 184.655
0.00134375 182.494
0.00137500 180.408
0.00143750 176.442
0.00150000 172.727
0.00156250 169.236
0.00162500 165.949
0.00168750 162.847
0.00175000 159.912
0.00181250 157.130
0.00187500 154.488
0.00193750 151.975
0.00200000 149.581
0.00209375 146.193
0.00218750 143.026
0.00228125 140.055
0.00237500 137.262
0.00246875 134.630
0.00256250 132.144
0.00265625 129.790
0.00275000 127.558
0.00284375 125.437
0.00293750 123.418
0.00303125 121.494
0.00312500 119.657
0.00321875 117.901
0.00331250 116.220
0.00340625 114.609
0.00350000 113.063
0.00359375 111.578
0.00368750 110.150
0.00378125 108.775
0.00387500 107.450
0.00396875 106.173
0.00406250 104.940
0.00425000 102.598
0.00443750 100.406
0.00462500 98.3489
0.00481250 96.4129
0.00500000 94.5869
0.00515625 93.1419
0.00531250 91.7612
0.00546875 90.4400
0.00562500 89.1742
0.00578125 87.9602
0.00593750 86.7943
0.00609375 85.6736
0.00625000 84.5952
0.00640625 83.5564
0.00656250 82.5550
0.00671875 81.5887
0.00687500 80.6555
0.00718750 78.8812
0.00750000 77.2190
0.00781250 75.6575
0.00812500 74.1869
0.00843750 72.7988
0.00875000 71.4856
0.00906250 70.2410
0.00937500 69.0592
0.00968750 67.9349
0.0100000 66.8638
0.0103125 65.8417
0.0106250 64.8651
0.0109375 63.9306
0.0112500 63.0353
0.0115625 62.1766
0.0118750 61.3520
0.0121875 60.5592
0.0125000 59.7965
0.0128125 59.0617
0.0131250 58.3534
0.0134375 57.6699
0.0137500 57.0098
0.0143750 55.7548
0.0150000 54.5790
0.0156250 53.4744
0.0162500 52.4341
0.0168750 51.4521
0.0175000 50.5231
0.0181250 49.6425
0.0187500 48.8063
0.0193750 48.0109
0.0200000 47.2530
0.0206625 46.4874
0.0213250 45.7578
0.0219875 45.0614
0.0226500 44.3957
0.0233125 43.7586
0.0239750 43.1482
0.0246375 42.5625
0.0253000 41.9999
0.0264578 41.0680
0.0276156 40.1953
0.0287734 39.3758
0.0299313 38.6044
0.0310891 37.8764
0.0322469 37.1880
0.0334047 36.5356
0.0345625 35.9162
0.0355274 35.4233
0.0364922 34.9500
0.0374570 34.4951
0.0384219 34.0574
0.0393867 33.6358
0.0403516 33.2293
0.0413164 32.8372
0.0422813 32.4585
0.0442109 31.7386
0.0461406 31.0642
0.0480703 30.4309
0.0500000 29.8345
0.0515625 29.3763
0.0531250 28.9384
0.0546875 28.5194
0.0562500 28.1180
0.0578125 27.7329
0.0593750 27.3632
0.0609375 27.0077
0.0625000 26.6657
0.0640625 26.3363
0.0656250 26.0187
0.0671875 25.7122
0.0687500 25.4163
0.0718750 24.8535
0.0750000 24.3260
0.0781250 23.8303
0.0812500 23.3634
0.0843750 22.9225
0.0875000 22.5053
0.0906250 22.1099
0.0937500 21.7343
0.0968750 21.3770
0.100000 21.0365
0.103125 20.7116
0.106250 20.4011
0.109375 20.1039
0.112500 19.8191
0.115625 19.5460
0.118750 19.2837
0.121875 19.0315
0.125000 18.7888
0.128125 18.5550
0.131250 18.3297
0.134375 18.1123
0.137500 17.9023
0.143750 17.5029
0.150000 17.1284
0.156250 16.7764
0.162500 16.4447
0.168750 16.1315
0.175000 15.8352
0.181250 15.5542
0.187500 15.2874
0.193750 15.0336
0.200000 14.7918
0.209375 14.4494
0.218750 14.1289
0.228125 13.8282
0.237500 13.5452
0.246875 13.2785
0.256250 13.0263
0.265625 12.7876
0.275000 12.5610
0.284375 12.3456
0.293750 12.1406
0.303125 11.9450
0.312500 11.7582
0.321875 11.5796
0.331250 11.4085
0.340625 11.2445
0.350000 11.0870
0.359375 10.9356
0.368750 10.7900
0.378125 10.6499
0.387500 10.5148
0.396875 10.3845
0.406250 10.2588
0.425000 10.0197
0.443750 9.79549
0.462500 9.58476
0.500000 9.19957
0.531250 8.90979
0.562500 8.64353
0.593750 8.39818
0.625000 8.17117
0.687500 7.76366
0.750000 7.40725
0.812500 7.09196
0.875000 6.81111
0.937500 6.55810
1.00000 6.32784
1.06250 6.11769
1.12500 5.92485
1.18750 5.74702
1.25000 5.58231
1.37500 5.28627
1.50000 5.02690
1.62500 4.79709
1.75000 4.59201
1.87500 4.40703
2.00000 4.23837
2.09375 4.12151
2.25781 3.93449
2.42188 3.76608
2.58594 3.61333
2.75000 3.47426
2.93750 3.32919
3.12500 3.19657
3.31250 3.07494
3.50000 2.96285
3.68750 2.85912
3.87500 2.76274
4.06250 2.67288
4.25000 2.58884
4.62500 2.43590
5.00000 2.30016
5.31250 2.19797
5.62500 2.10411
5.93750 2.01765
6.25000 1.93768
6.56250 1.86345
6.87500 1.79434
7.18750 1.72979
7.50000 1.66935
7.81250 1.61262
8.12500 1.55926
8.75000 1.46158
9.37500 1.37416
10.0000 1.29532
10.6250 1.22394
11.2500 1.15899
11.8750 1.09966
12.5000 1.04524
13.1250 0.995151
13.7500 0.948913
14.3750 0.906107
15.0000 0.866374
15.6250 0.829407
16.2500 0.794938
16.8750 0.762733
17.5000 0.732587
18.1250 0.704318
18.7500 0.677767
19.3750 0.652790
20.0000 0.629284
20.9375 0.596479
21.8750 0.566315
22.8125 0.538528
23.7500 0.512869
24.6875 0.489122
25.6250 0.467098
26.5625 0.446634
27.5000 0.427583
28.4375 0.409818
29.3750 0.393226
30.3125 0.377706
31.2500 0.363168
32.1875 0.349531
33.1250 0.336724
34.0625 0.324682
35.0000 0.313366
36.8750 0.292623
38.7500 0.274110
40.6250 0.257546
42.5000 0.242677
44.3750 0.229292
46.2500 0.217212
48.1250 0.206284
50.0000 0.196376
51.5625 0.188819
53.1250 0.181843
54.6875 0.175395
56.2500 0.169430
57.8125 0.163911
59.3750 0.158802
60.9375 0.154073
62.5000 0.149697
64.0625 0.145651
65.6250 0.141920
68.7500 0.135301
71.8750 0.129714
75.0000 0.125082
78.1250 0.121356
81.2500 0.118521
82.8125 0.117450
84.3750 0.116633
85.9375 0.116085
87.5000 0.115834
89.0625 0.115923
90.6250 0.116411
92.1875 0.117385
93.7500 0.118973
95.3125 0.121346
96.0938 0.122910
96.8750 0.124813
97.6563 0.127104
98.4375 0.129870
99.2188 0.133223
100.000 0.137308
100.728 0.141922
101.092 0.144590
101.456 0.147572
101.911 0.151780
102.366 0.156612
102.821 0.162195
103.276 0.168683
103.732 0.176284
103.959 0.180580
104.187 0.185259
104.414 0.190366
104.642 0.195952
104.869 0.202069
105.097 0.208782
105.347 0.216979
105.597 0.226180
105.847 0.236540
106.098 0.248244
106.348 0.261543
106.598 0.276736
106.723 0.285161
106.849 0.294201
106.974 0.303925
107.099 0.314405
107.281 0.331177
107.463 0.349993
107.645 0.371205
107.736 0.382840
107.827 0.395245
107.952 0.413705
108.077 0.433960
108.202 0.456292
108.327 0.480951
108.453 0.508315
108.578 0.538740
108.703 0.572730
108.828 0.610865
108.919 0.641607
109.021 0.679669
109.124 0.721924
109.226 0.769013
109.328 0.821649
109.380 0.850373
109.431 0.880861
109.482 0.913258
109.533 0.947731
109.584 0.984462
109.636 1.02366
109.687 1.06554
109.738 1.11028
109.806 1.17516
109.874 1.24646
109.943 1.32532
110.011 1.41257
110.074 1.50125
110.136 1.59934
110.199 1.70825
110.261 1.82942
110.293 1.89538
110.324 1.96523
110.355 2.03928
110.386 2.11789
110.418 2.20142
110.449 2.29030
110.480 2.38500
110.512 2.48569
110.540 2.58366
110.568 2.68744
110.597 2.79830
110.625 2.91604
110.654 3.04212
110.682 3.17637
110.711 3.31997
110.739 3.47378
110.768 3.63933
110.796 3.81650
110.824 4.00766
110.853 4.21272
110.881 4.43449
110.910 4.67287
110.938 4.93022
110.967 5.20824
110.998 5.54081
111.029 5.90335
111.060 6.29862
111.092 6.72952
111.123 7.19901
111.154 7.71006
111.186 8.26559
111.217 8.86638
111.248 9.51876
111.279 10.2230
111.311 10.9806
111.342 11.7897
111.373 12.6555
111.405 13.5743
111.436 14.5439
111.467 15.5570
111.524 17.5064
111.581 19.5466
111.653 22.1538
111.689 23.4248
111.725 24.6387
111.761 25.7779
111.797 26.8118
111.833 27.7225
111.868 28.4834
111.901 29.0354
111.934 29.4363
111.967 29.6775
112.000 29.7535
112.036 29.6475
112.071 29.3480
112.107 28.8628
112.143 28.2063
112.178 27.3912
112.214 26.4416
112.250 25.3740
112.285 24.2178
112.347 22.0739
112.408 19.8451
112.461 17.9540
112.513 16.1326
112.566 14.4136
112.592 13.6041
112.618 12.8299
112.644 12.0897
112.671 11.3901
112.697 10.7284
112.723 10.1045
112.749 9.51560
112.776 8.96527
112.802 8.45000
112.828 7.96839
112.853 7.53713
112.878 7.13544
112.903 6.75861
112.928 6.40810
112.953 6.07962
112.978 5.77428
113.003 5.48928
113.028 5.22324
113.053 4.97387
113.078 4.74189
113.103 4.52508
113.128 4.32232
113.153 4.13183
113.178 3.95415
113.203 3.78760
113.228 3.63134
113.255 3.47722
113.281 3.33334
113.307 3.19835
113.333 3.07156
113.360 2.95191
113.386 2.83974
113.412 2.73404
113.438 2.63434
113.465 2.53986
113.491 2.45091
113.543 2.28706
113.596 2.13984
113.648 2.00708
113.705 1.87632
113.762 1.75884
113.810 1.66963
113.858 1.58748
113.906 1.51165
113.953 1.44167
114.001 1.37666
114.049 1.31630
114.096 1.26014
114.144 1.20781
114.192 1.15896
114.239 1.11328
114.287 1.07051
114.335 1.03049
114.382 0.992821
114.430 0.957406
114.478 0.924065
114.525 0.892705
114.621 0.835032
114.716 0.783511
114.821 0.732850
114.926 0.687648
115.031 0.647148
115.136 0.610718
115.241 0.577834
115.345 0.548052
115.450 0.520995
115.555 0.496365
115.631 0.479784
115.708 0.464233
115.860 0.435892
116.013 0.410757
116.166 0.388360
116.318 0.368333
116.423 0.355758
116.528 0.344059
116.633 0.333159
116.738 0.322986
116.947 0.304577
117.157 0.288407
117.367 0.274128
117.577 0.261462
117.787 0.250182
117.996 0.240108
118.149 0.233439
118.454 0.221518
118.759 0.211194
119.064 0.202204
119.370 0.194348
119.675 0.187445
119.980 0.181356
120.285 0.175960
120.590 0.171163
121.048 0.164918
121.506 0.159653
122.001 0.154818
122.497 0.150693
122.993 0.147185
123.489 0.144196
123.985 0.141643
124.481 0.139460
125.473 0.136004
126.464 0.133503
127.456 0.131798
128.448 0.130591
129.439 0.129866
130.660 0.129511
132.338 0.129814
134.017 0.130849
135.695 0.132531
137.373 0.134827
139.052 0.137714
140.730 0.141291
142.408 0.145720
143.247 0.148369
144.087 0.151363
144.697 0.153883
145.307 0.156811
145.917 0.160278
146.528 0.164493
146.852 0.167175
147.176 0.170305
147.500 0.174016
147.825 0.178506
148.149 0.184071
148.311 0.187394
148.473 0.191189
148.635 0.195571
148.797 0.200690
148.959 0.206742
149.122 0.213991
149.246 0.220573
149.370 0.228304
149.494 0.237498
149.556 0.242773
149.617 0.248578
149.679 0.255015
149.741 0.262174
149.803 0.270177
149.865 0.279174
149.927 0.289352
149.989 0.300946
150.051 0.314259
150.113 0.329656
150.171 0.346227
150.199 0.355496
150.228 0.365532
150.256 0.376428
150.285 0.388286
150.314 0.401227
150.342 0.415386
150.371 0.430917
150.399 0.447997
150.428 0.466823
150.457 0.487622
150.485 0.510644
150.514 0.536171
150.542 0.564515
150.571 0.596023
150.590 0.619011
150.609 0.643697
150.628 0.670206
150.647 0.698518
150.666 0.729065
150.686 0.761845
150.705 0.797004
150.724 0.834486
150.743 0.874833
150.762 0.918004
150.781 0.964148
150.800 1.01314
150.819 1.06564
150.838 1.12123
150.857 1.18061
150.876 1.24327
150.902 1.33609
150.929 1.43574
150.955 1.54268
150.981 1.65691
151.007 1.77883
151.034 1.90731
151.060 2.04243
151.086 2.18373
151.129 2.42667
151.172 2.68067
151.258 3.20164
151.310 3.51146
151.336 3.65845
151.362 3.79808
151.398 3.97344
151.434 4.12747
151.469 4.25722
151.505 4.35871
151.529 4.40967
151.553 4.44627
151.576 4.46836
151.600 4.47552
151.619 4.47033
151.639 4.45531
151.658 4.43056
151.677 4.39630
151.697 4.35278
151.716 4.30036
151.754 4.17047
151.787 4.03631
151.820 3.88378
151.853 3.71505
151.885 3.53442
151.951 3.14793
152.017 2.75045
152.055 2.51940
152.094 2.29670
152.133 2.08422
152.172 1.88535
152.204 1.72819
152.237 1.58211
152.270 1.44737
152.286 1.38426
152.303 1.32397
152.319 1.26646
152.336 1.21169
152.352 1.15959
152.368 1.11011
152.385 1.06317
152.401 1.01869
152.418 0.976593
152.434 0.936786
152.456 0.885954
152.479 0.838993
152.501 0.795663
152.524 0.755899
152.546 0.719109
152.568 0.685396
152.591 0.654238
152.613 0.625704
152.635 0.599337
152.658 0.575186
152.680 0.552856
152.702 0.532383
152.725 0.513430
152.747 0.496025
152.769 0.479882
152.792 0.465024
152.831 0.441745
152.869 0.421356
152.908 0.403328
152.947 0.387397
152.986 0.373181
153.024 0.360504
153.063 0.349091
153.102 0.338825
153.141 0.329507
153.179 0.321062
153.218 0.313342
153.257 0.306299
153.334 0.293877
153.412 0.283314
153.501 0.272964
153.591 0.264213
153.680 0.256743
153.769 0.250319
153.859 0.244755
153.948 0.239921
154.038 0.235695
154.127 0.231985
154.306 0.225823
154.485 0.220984
154.664 0.217150
154.843 0.214104
155.033 0.211540
155.224 0.209541
155.510 0.207350
155.797 0.205889
156.083 0.204983
156.369 0.204515
156.846 0.204482
157.323 0.205166
158.277 0.207844
159.231 0.211779
160.184 0.216622
161.138 0.222260
162.092 0.228525
163.046 0.235399
164.000 0.242833
165.717 0.257986
166.576 0.266530
167.434 0.275853
168.293 0.286087
169.151 0.297459
170.010 0.310346
170.868 0.325318
171.250 0.332930
171.631 0.341424
172.013 0.351039
172.395 0.362147
172.776 0.375342
172.967 0.383030
173.158 0.391690
173.348 0.401586
173.539 0.413055
173.730 0.426578
173.921 0.442853
174.046 0.455531
174.171 0.470272
174.296 0.487657
174.422 0.508494
174.484 0.520554
174.547 0.533955
174.609 0.548937
174.672 0.565802
174.735 0.584931
174.797 0.606817
174.860 0.632099
174.922 0.661612
174.955 0.679124
174.988 0.698290
175.021 0.719337
175.054 0.742525
175.086 0.768156
175.119 0.796577
175.152 0.828185
175.185 0.863319
175.217 0.902709
175.250 0.946831
175.283 0.996336
175.316 1.05194
175.349 1.11444
175.381 1.18469
175.414 1.26360
175.447 1.35187
175.480 1.45102
175.496 1.50491
175.513 1.56183
175.529 1.62193
175.545 1.68531
175.562 1.75210
175.578 1.82242
175.611 1.97404
175.644 2.14093
175.677 2.32368
175.709 2.52267
175.738 2.70815
175.766 2.90502
175.794 3.11358
175.823 3.33325
175.851 3.56407
175.879 3.80334
175.936 4.30404
176.067 5.50130
176.100 5.78794
176.133 6.06086
176.165 6.31558
176.198 6.54707
176.237 6.78591
176.275 6.98170
176.314 7.12928
176.353 7.22469
176.376 7.25632
176.400 7.26679
176.439 7.23870
176.477 7.15555
176.516 7.01967
176.554 6.83479
176.586 6.64914
176.618 6.43688
176.650 6.20164
176.682 5.94813
176.744 5.40468
176.807 4.83315
176.893 4.05977
176.936 3.69130
176.979 3.34347
177.010 3.10237
177.042 2.87582
177.073 2.66308
177.105 2.46584
177.136 2.28292
177.167 2.11530
177.199 1.96195
177.230 1.82233
177.256 1.71739
177.282 1.62117
177.307 1.53278
177.333 1.45176
177.359 1.37733
177.385 1.30959
177.410 1.24775
177.436 1.19136
177.462 1.13978
177.488 1.09297
177.513 1.05033
177.539 1.01148
177.565 0.976072
177.590 0.943773
177.616 0.914289
177.642 0.887346
177.666 0.863984
177.690 0.842481
177.739 0.804371
177.788 0.771814
177.836 0.743830
177.885 0.719626
177.933 0.698561
177.982 0.680121
178.030 0.663921
178.079 0.649557
178.128 0.636791
178.225 0.615217
178.322 0.597790
178.419 0.583597
178.511 0.572550
178.602 0.563335
178.693 0.555608
178.785 0.549135
178.968 0.539159
179.151 0.532245
179.334 0.527625
179.516 0.524763
179.699 0.523269
179.882 0.522856
180.271 0.524698
180.659 0.529305
181.048 0.535950
181.437 0.544192
182.214 0.564398
182.991 0.588351
183.769 0.615722
184.546 0.646390
185.323 0.680428
186.100 0.718046
186.969 0.764742
187.838 0.816911
188.707 0.875313
189.141 0.907138
189.575 0.940883
190.010 0.976715
190.444 1.01478
190.879 1.05529
191.313 1.09839
191.747 1.14425
192.182 1.19304
192.616 1.24540
193.050 1.30155
193.553 1.37172
194.056 1.44797
194.559 1.53104
195.062 1.62175
195.565 1.72109
196.068 1.83014
196.571 1.95028
197.074 2.08300
197.440 2.18848
197.805 2.30241
198.171 2.42570
198.537 2.55937
198.903 2.70471
199.269 2.86307
199.634 3.03602
200.000 3.22534
200.375 3.43897
200.750 3.67494
201.125 3.93651
201.501 4.22747
201.688 4.38537
201.876 4.55231
202.063 4.72897
202.251 4.91601
202.438 5.11458
202.626 5.32555
202.814 5.55028
203.001 5.78971
203.230 6.10453
203.460 6.44589
203.689 6.81716
203.918 7.22154
204.147 7.66350
204.377 8.14739
204.606 8.67890
204.835 9.26450
205.064 9.91204
205.179 10.2615
205.293 10.6299
205.408 11.0189
205.523 11.4294
205.637 11.8632
205.752 12.3224
205.867 12.8092
205.981 13.3249
206.096 13.8725
206.210 14.4546
206.325 15.0740
206.440 15.7339
206.554 16.4379
206.669 17.1901
206.804 18.1476
206.940 19.1869
207.075 20.3179
207.211 21.5506
207.346 22.8997
207.482 24.3779
207.617 26.0044
207.753 27.7965
207.867 29.4623
207.982 31.2789
208.096 33.2664
208.211 35.4466
208.326 37.8445
208.440 40.4892
208.555 43.4146
208.612 44.9947
208.669 46.6604
208.727 48.4208
208.784 50.2764
208.841 52.2372
208.899 54.3109
208.956 56.5099
209.013 58.8356
209.071 61.3015
209.128 63.9184
209.185 66.7029
209.243 69.6579
209.300 72.8018
209.357 76.1495
209.415 79.7171
209.472 83.5219
209.529 87.5828
209.587 91.9200
209.660 97.8799
209.732 104.362
209.805 111.426
209.878 119.126
209.951 127.531
210.024 136.675
210.097 146.627
210.170 157.439
210.227 166.589
210.285 176.301
210.342 186.605
210.399 197.504
210.457 208.995
210.514 221.060
210.571 233.672
210.628 246.786
210.721 268.827
210.813 291.644
210.998 337.495
211.090 359.168
211.183 378.950
211.229 387.873
211.275 396.015
211.321 403.280
211.368 409.568
211.426 416.013
211.484 420.664
211.542 423.439
211.600 424.279
211.648 423.504
211.696 421.424
211.743 418.058
211.791 413.469
211.839 407.701
211.887 400.856
211.934 393.013
211.982 384.274
212.077 364.518
212.173 342.510
212.268 319.152
212.364 295.302
212.462 270.987
212.560 247.492
212.658 225.261
212.756 204.600
212.805 194.882
212.854 185.617
212.903 176.770
212.952 168.373
213.001 160.387
213.050 152.832
213.099 145.680
213.148 138.916
213.201 132.107
213.253 125.701
213.305 119.678
213.358 114.015
213.410 108.693
213.462 103.690
213.515 98.9861
213.567 94.5713
213.619 90.4101
213.671 86.4938
213.724 82.8062
213.776 79.3385
213.828 76.0630
213.880 72.9733
213.933 70.0568
213.985 67.3072
214.037 64.7030
214.090 62.2396
214.142 59.9079
214.194 57.7032
214.299 53.6226
214.403 49.9486
214.508 46.6251
214.612 43.6161
214.717 40.8794
214.821 38.3888
214.935 35.9153
215.049 33.6708
215.164 31.6250
215.278 29.7589
215.392 28.0495
215.506 26.4826
215.620 25.0407
215.734 23.7129
215.838 22.5843
215.943 21.5342
216.047 20.5537
216.152 19.6387
216.257 18.7819
216.361 17.9801
216.466 17.2273
216.570 16.5209
216.675 15.8561
216.779 15.2308
216.884 14.6410
216.988 14.0850
217.093 13.5593
217.197 13.0628
217.407 12.1472
217.616 11.3236
217.825 10.5809
218.034 9.90846
218.243 9.29779
218.452 8.74132
218.661 8.23333
218.870 7.76816
219.080 7.34117
219.241 7.03479
219.403 6.74721
219.564 6.47696
219.726 6.22283
219.887 5.98324
220.049 5.75717
220.211 5.54354
220.372 5.34155
220.695 4.96875
221.018 4.63349
221.342 4.33083
221.665 4.05689
221.874 3.89312
222.083 3.73911
222.292 3.59404
222.501 3.45724
222.710 3.32809
222.919 3.20603
223.338 2.98119
223.756 2.77914
224.174 2.59697
224.592 2.43214
225.011 2.28252
225.429 2.14627
225.847 2.02191
226.265 1.90807
226.683 1.80359
227.102 1.70750
227.520 1.61891
227.938 1.53714
228.356 1.46162
228.775 1.39156
229.193 1.32631
229.611 1.26550
230.029 1.20880
230.447 1.15587
230.866 1.10636
231.284 1.06001
231.702 1.01654
232.120 0.975715
232.538 0.937345
232.957 0.901227
233.375 0.867191
233.793 0.835080
234.211 0.804754
235.048 0.748952
235.884 0.698877
236.721 0.653791
237.557 0.613053
238.393 0.576128
239.230 0.542558
240.066 0.511960
240.903 0.483998
241.739 0.458381
242.423 0.438990
243.108 0.420882
243.792 0.403972
244.477 0.388255
245.161 0.373411
245.845 0.359465
246.530 0.346329
247.214 0.334020
247.898 0.322386
248.583 0.311468
249.951 0.291415
251.320 0.273534
252.689 0.257554
253.525 0.248633
254.362 0.240281
255.198 0.232456
256.034 0.225146
257.707 0.211887
259.380 0.200295
261.053 0.190174
262.726 0.181414
264.399 0.173914
266.072 0.167614
267.592 0.162930
269.113 0.159263
270.634 0.156678
271.394 0.155840
272.155 0.155321
273.143 0.155204
274.132 0.155788
275.120 0.157129
276.109 0.159538
276.603 0.161197
277.097 0.163208
277.592 0.165619
278.086 0.168488
278.580 0.171884
279.074 0.175893
279.569 0.180611
280.063 0.186148
280.481 0.191614
280.899 0.197942
281.317 0.205281
281.736 0.213813
282.154 0.223778
282.363 0.229388
282.572 0.235476
282.781 0.242094
282.990 0.249300
283.199 0.257162
283.409 0.265753
283.656 0.276971
283.903 0.289500
284.150 0.303559
284.397 0.319411
284.644 0.337380
284.891 0.357832
285.015 0.369139
285.138 0.381242
285.262 0.394240
285.386 0.408199
285.576 0.431813
285.766 0.458386
285.956 0.488428
286.051 0.504952
286.146 0.522571
286.241 0.541428
286.336 0.561596
286.431 0.583250
286.526 0.606489
286.621 0.631530
286.716 0.658507
286.811 0.687694
286.906 0.719275
287.011 0.757188
287.116 0.798816
287.220 0.844672
287.325 0.895309
287.429 0.951542
287.534 1.01412
287.638 1.08421
287.691 1.12244
287.743 1.16295
287.795 1.20609
287.847 1.25204
287.900 1.30103
287.952 1.35327
288.004 1.40927
288.057 1.46931
288.109 1.53381
288.161 1.60311
288.213 1.67803
288.266 1.75910
288.318 1.84704
288.370 1.94256
288.422 2.04704
288.475 2.16130
288.527 2.28725
288.579 2.42614
288.631 2.58064
288.684 2.75305
288.710 2.84712
288.736 2.94653
288.762 3.05254
288.788 3.16489
288.815 3.28506
288.841 3.41281
288.867 3.54986
288.893 3.69600
288.919 3.85324
288.945 4.02138
288.971 4.20210
288.997 4.39658
289.024 4.60699
289.050 4.83313
289.076 5.07833
289.102 5.34240
289.128 5.62923
289.154 5.93861
289.180 6.27374
289.207 6.63689
289.233 7.03208
289.259 7.45891
289.285 7.92341
289.311 8.42495
289.337 8.97042
289.363 9.55881
289.390 10.1954
289.416 10.8835
289.435 11.4216
289.454 11.9875
289.473 12.5851
289.492 13.2158
289.511 13.8808
289.530 14.5815
289.549 15.3190
289.568 16.0947
289.587 16.9095
289.606 17.7647
289.625 18.6610
289.644 19.5996
289.663 20.5811
289.682 21.6061
289.720 23.7890
289.746 25.3979
289.772 27.0852
289.798 28.8629
289.824 30.7160
289.851 32.6564
289.877 34.6658
289.929 38.8964
289.981 43.3786
290.033 48.0435
290.086 52.8141
290.138 57.5990
290.195 62.7089
290.252 67.5680
290.304 71.6773
290.357 75.3281
290.405 78.2122
290.453 80.5402
290.478 81.4924
290.502 82.2795
290.527 82.8961
290.551 83.3377
290.576 83.6012
290.600 83.6848
290.628 83.5625
290.655 83.2123
290.683 82.6373
290.710 81.8461
290.744 80.5941
290.778 79.0441
290.811 77.2165
290.845 75.1412
290.878 72.8462
290.911 70.3534
290.945 67.6919
290.978 64.8918
291.045 58.9966
291.112 52.9135
291.160 48.4823
291.209 44.1357
291.258 39.9369
291.306 35.9452
291.339 33.3325
291.373 30.8424
291.406 28.4819
291.440 26.2624
291.473 24.1730
291.506 22.2211
291.540 20.4058
291.573 18.7291
291.606 17.1771
291.640 15.7501
291.673 14.4423
291.707 13.2473
291.723 12.6900
291.740 12.1583
291.757 11.6514
291.773 11.1684
291.790 10.7083
291.807 10.2703
291.824 9.85354
291.840 9.45706
291.872 8.75308
291.904 8.11424
291.936 7.53494
