Se-78(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1351.33 20.3556
1351.38 19.4674
1351.44 18.6270
1351.52 17.4443
1351.58 16.6093
1351.64 15.8334
1351.68 15.3333
1351.72 14.8545
1351.76 14.3969
1351.79 13.9711
1351.83 13.5550
1351.87 13.1694
1351.91 12.7941
1351.95 12.4474
1352.01 11.9899
1352.06 11.5755
1352.09 11.3737
1352.12 11.1872
1352.14 11.0086
1352.17 10.8376
1352.20 10.6682
1352.23 10.5121
1352.25 10.3630
1352.28 10.2206
1352.31 10.0799
1352.33 9.95074
1352.36 9.82764
1352.39 9.71044
1352.42 9.59490
1352.44 9.48905
1352.50 9.29289
1352.55 9.11299
1352.61 8.95428
1352.66 8.80929
1352.72 8.68184
1352.77 8.56579
1352.82 8.46407
1352.88 8.37167
1352.93 8.28943
1352.99 8.21627
1353.04 8.15232
1353.10 8.09435
1353.15 8.04368
1353.21 7.99770
1353.26 7.95746
1353.32 7.92088
1353.37 7.88877
1353.43 7.85949
1353.48 7.83369
1353.59 7.78915
1353.70 7.75275
1353.81 7.72237
1353.92 7.69716
1354.03 7.67574
1354.13 7.65730
1354.24 7.64123
1354.35 7.62708
1354.57 7.60319
1354.77 7.58525
1354.97 7.57011
1355.17 7.55702
1355.36 7.54569
1355.56 7.53570
1355.76 7.52690
1355.96 7.51907
1356.16 7.51206
1356.55 7.50001
1356.95 7.49012
1357.35 7.48184
1357.74 7.47485
1358.30 7.46668
1358.85 7.45999
1359.41 7.45439
1359.97 7.44965
1360.52 7.44558
1361.08 7.44206
1361.63 7.43897
1362.19 7.43624
1363.30 7.43162
1364.41 7.42780
1365.52 7.42455
1366.63 7.42174
1368.14 7.41844
1369.64 7.41558
1371.15 7.41302
1372.66 7.41070
1374.17 7.40855
1375.67 7.40653
1378.69 7.40277
1381.70 7.39929
1384.72 7.39599
1387.73 7.39283
1390.74 7.38974
1395.82 7.38468
1400.90 7.37974
1405.98 7.37488
1411.05 7.37008
1421.21 7.36057
1431.36 7.35114
1441.52 7.34175
1451.67 7.33238
1471.98 7.31368
1492.29 7.29498
1512.60 7.27625
1532.90 7.25748
1573.52 7.21976
1614.14 7.18171
1664.91 7.13356
1715.68 7.08465
1741.07 7.05984
1766.45 7.03477
1791.84 7.00945
1817.22 6.98385
1845.15 6.95532
1859.11 6.94092
1873.07 6.92643
1887.04 6.91186
1901.00 6.89722
1914.96 6.88253
1928.92 6.86785
1939.08 6.85722
1949.23 6.84670
1954.62 6.84120
1960.02 6.83579
1965.41 6.83052
1970.81 6.82545
1976.20 6.82069
1978.90 6.81845
1981.60 6.81635
1984.29 6.81445
1986.99 6.81278
1989.69 6.81143
1992.39 6.81050
1994.29 6.81016
1996.19 6.81018
1998.10 6.81061
2000.00 6.81165
2001.57 6.81309
2003.14 6.81519
2004.71 6.81816
2006.29 6.82224
2007.07 6.82481
2007.86 6.82783
2008.64 6.83139
2009.43 6.83558
2010.21 6.84053
2011.00 6.84638
2011.79 6.85334
2012.57 6.86165
2013.25 6.87020
2013.93 6.88028
2014.61 6.89227
2015.29 6.90664
2015.97 6.92410
2016.32 6.93426
2016.66 6.94551
2017.00 6.95808
2017.34 6.97211
2017.68 6.98785
2018.02 7.00560
2018.41 7.02910
2018.80 7.05646
2019.20 7.08860
2019.59 7.12662
2019.78 7.14846
2019.98 7.17235
2020.18 7.19882
2020.37 7.22800
2020.57 7.26062
2020.77 7.29691
2020.96 7.33773
2021.16 7.38397
2021.39 7.44859
2021.51 7.48538
2021.63 7.52580
2021.75 7.57044
2021.87 7.62008
2021.98 7.67568
2022.10 7.73789
2022.22 7.80929
2022.34 7.89135
2022.46 7.98652
2022.57 8.09691
2022.69 8.22830
2022.75 8.30302
2022.81 8.38471
2022.87 8.47416
2022.93 8.57225
2022.99 8.67997
2023.04 8.79630
2023.12 8.95921
2023.19 9.14018
2023.26 9.34402
2023.33 9.57373
2023.40 9.83263
2023.48 10.1244
2023.51 10.2838
2023.55 10.4530
2023.58 10.6324
2023.62 10.8228
2023.66 11.0246
2023.69 11.2384
2023.73 11.4651
2023.76 11.7051
2023.80 11.9592
2023.84 12.2281
2023.87 12.5125
2023.91 12.8132
2023.94 13.1309
2023.98 13.4664
2024.02 13.8204
2024.05 14.1938
2024.09 14.5874
2024.12 15.0021
2024.16 15.4385
2024.20 15.8976
2024.24 16.4768
2024.28 17.0909
2024.33 17.7413
2024.37 18.4129
2024.41 19.1391
2024.45 19.8872
2024.50 20.6942
2024.54 21.5236
2024.58 22.4160
2024.62 23.3309
2024.67 24.3129
2024.71 25.3170
2024.75 26.3917
2024.79 27.4877
2024.84 28.6576
2024.88 29.8473
2024.95 31.9951
2025.02 34.2791
2025.09 36.6975
2025.17 39.2465
2025.24 41.9207
2025.31 44.7127
2025.38 47.6132
2025.45 50.6108
2025.62 58.0371
2025.79 65.6634
2025.94 72.1111
2026.08 78.3056
2026.22 83.9013
2026.36 88.9063
2026.43 91.2598
2026.50 93.3927
2026.57 95.2843
2026.64 96.9155
2026.72 98.2700
2026.79 99.3210
2026.87 100.137
2026.94 100.590
2027.00 100.687
2027.01 100.686
2027.03 100.667
2027.04 100.630
2027.08 100.490
2027.15 99.9719
2027.22 99.2699
2027.28 98.3374
2027.34 97.2019
2027.40 95.8591
2027.47 94.3192
2027.53 92.5934
2027.65 88.6366
2027.78 84.1016
2027.90 79.0708
2028.02 73.7552
2028.36 58.6390
2028.49 53.2012
2028.61 47.9729
2028.67 45.4608
2028.73 43.0270
2028.80 40.6780
2028.86 38.4189
2028.92 36.2540
2028.98 34.1864
2029.04 32.2185
2029.11 30.3513
2029.17 28.5854
2029.23 26.9205
2029.29 25.3553
2029.35 23.8884
2029.42 22.4960
2029.48 21.2197
2029.54 20.0333
2029.60 18.9334
2029.67 17.9162
2029.73 16.9779
2029.79 16.1142
2029.85 15.3211
2029.91 14.5944
2029.94 14.2546
2029.98 13.9297
2030.01 13.6194
2030.04 13.3231
2030.07 13.0402
2030.10 12.7703
2030.13 12.5130
2030.16 12.2676
2030.19 12.0337
2030.22 11.8110
2030.29 11.3968
2030.35 11.0217
2030.39 10.7827
2030.43 10.5648
2030.48 10.3567
2030.52 10.1671
2030.56 9.98610
2030.60 9.82131
2030.64 9.66758
2030.69 9.52418
2030.73 9.38735
2030.77 9.26278
2030.86 9.03810
2030.94 8.84018
2031.02 8.66966
2031.11 8.51892
2031.19 8.38698
2031.28 8.27115
2031.36 8.17021
2031.45 8.07978
2031.53 8.00033
2031.62 7.92852
2031.70 7.86483
2031.83 7.78134
2031.95 7.70949
2032.07 7.64652
2032.20 7.59081
2032.32 7.54112
2032.45 7.49644
2032.57 7.45602
2032.69 7.41922
2032.94 7.35460
2033.19 7.29964
2033.44 7.25227
2033.69 7.21103
2033.87 7.18417
2034.05 7.15978
2034.41 7.11678
2034.77 7.08025
2035.13 7.04892
2035.49 7.02180
2035.85 6.99814
2036.21 6.97736
2036.57 6.95900
2036.94 6.94268
2037.30 6.92811
2037.66 6.91502
2038.02 6.90322
2038.38 6.89254
2038.74 6.88282
2039.46 6.86583
2040.05 6.85399
2040.64 6.84359
2041.22 6.83439
2041.81 6.82623
2042.40 6.81890
2042.98 6.81232
2044.16 6.80095
2045.33 6.79146
2046.50 6.78343
2047.68 6.77650
2048.85 6.77041
2050.20 6.76425
2051.56 6.75883
2052.91 6.75398
2054.26 6.74961
2055.62 6.74562
2056.97 6.74194
2059.68 6.73536
2062.39 6.72947
2065.09 6.72411
2067.80 6.71915
2070.51 6.71449
2074.84 6.70748
2079.17 6.70087
2084.22 6.69350
2089.28 6.68637
2094.33 6.67941
2099.38 6.67257
2104.44 6.66580
2109.49 6.65909
2119.60 6.64575
2129.71 6.63246
2139.81 6.61915
2149.92 6.60578
2160.03 6.59234
2173.02 6.57490
2186.02 6.55728
2199.01 6.53944
2212.01 6.52136
2230.78 6.49481
2249.55 6.46775
2268.32 6.44011
2287.09 6.41189
2302.97 6.38759
2310.91 6.37531
2318.86 6.36297
2326.80 6.35060
2334.74 6.33826
2338.71 6.33213
2342.68 6.32607
2346.65 6.32009
2350.62 6.31422
2353.69 6.30982
2356.76 6.30559
2359.83 6.30159
2362.89 6.29792
2365.96 6.29472
2369.03 6.29220
2370.56 6.29134
2372.10 6.29082
2373.63 6.29075
2375.17 6.29126
2376.52 6.29235
2377.87 6.29422
2379.23 6.29712
2380.58 6.30139
2381.26 6.30421
2381.94 6.30761
2382.61 6.31172
2383.29 6.31667
2383.97 6.32267
2384.64 6.32996
2385.32 6.33886
2386.00 6.34979
2386.58 6.36139
2387.17 6.37551
2387.76 6.39290
2388.34 6.41457
2388.64 6.42751
2388.93 6.44211
2389.22 6.45870
2389.52 6.47768
2389.81 6.49962
2390.10 6.52502
2390.40 6.55484
2390.69 6.59029
2390.96 6.62967
2391.23 6.67767
2391.37 6.70603
2391.50 6.73781
2391.64 6.77398
2391.77 6.81558
2391.91 6.86434
2392.04 6.92129
2392.18 6.98953
2392.31 7.07098
2392.45 7.17056
2392.52 7.22838
2392.58 7.29149
2392.65 7.36253
2392.72 7.44027
2392.79 7.52798
2392.85 7.62412
2392.94 7.76177
2393.02 7.91935
2393.11 8.09975
2393.19 8.30356
2393.28 8.53913
2393.36 8.80469
2393.41 8.95454
2393.45 9.11073
2393.49 9.27718
2393.53 9.45447
2393.57 9.64784
2393.62 9.84892
2393.66 10.0680
2393.70 10.2954
2393.74 10.5428
2393.79 10.7993
2393.83 11.0712
2393.87 11.3593
2393.91 11.6715
2393.96 11.9943
2394.00 12.3352
2394.04 12.6951
2394.08 13.0838
2394.12 13.4841
2394.17 13.9054
2394.21 14.3484
2394.26 14.9509
2394.32 15.5915
2394.37 16.2716
2394.42 16.9786
2394.48 17.7401
2394.53 18.5289
2394.58 19.3754
2394.64 20.2489
2394.69 21.1828
2394.75 22.1611
2394.80 23.1840
2394.85 24.2309
2394.91 25.3411
2394.96 26.4727
2395.07 28.8796
2395.13 30.3457
2395.19 31.8608
2395.31 35.0236
2395.44 38.3344
2395.56 41.7504
2395.92 51.7923
2396.05 55.0991
2396.17 58.1804
2396.30 60.9943
2396.42 63.4563
2396.49 64.7544
2396.57 65.8861
2396.69 67.4316
2396.75 68.0281
2396.81 68.4969
2396.89 68.8769
2396.96 69.0755
2397.00 69.1100
2397.07 69.0200
2397.14 68.7539
2397.21 68.3434
2397.28 67.7814
2397.35 67.0371
2397.42 66.1383
2397.49 65.1084
2397.55 63.9617
2397.66 62.0358
2397.76 59.8949
2397.89 56.5951
2398.03 53.0321
2398.17 49.2790
2398.31 45.4297
2398.57 38.1111
2398.70 34.6062
2398.84 31.2742
2398.92 29.3091
2399.00 27.4331
2399.08 25.6518
2399.16 23.9891
2399.25 22.4063
2399.33 20.9432
2399.41 19.5636
2399.49 18.3001
2399.56 17.2859
2399.63 16.3551
2399.70 15.4904
2399.77 14.6895
2399.84 13.9499
2399.90 13.2685
2399.94 12.9443
2399.97 12.6426
2400.01 12.3453
2400.04 12.0690
2400.08 11.7970
2400.11 11.5374
2400.15 11.2895
2400.18 11.0598
2400.25 10.6252
2400.32 10.2305
2400.39 9.87287
2400.46 9.54931
2400.53 9.25710
2400.60 8.99361
2400.66 8.77599
2400.72 8.57843
2400.78 8.39924
2400.85 8.23682
2400.91 8.08968
2400.97 7.95645
2401.04 7.83583
2401.10 7.72829
2401.16 7.62926
2401.22 7.53957
2401.29 7.45830
2401.35 7.38571
2401.41 7.31870
2401.48 7.25782
2401.60 7.15270
2401.73 7.06437
2401.85 6.99023
2401.98 6.92746
2402.10 6.87421
2402.23 6.82787
2402.35 6.78780
2402.48 6.75225
2402.61 6.72094
2402.82 6.67462
2403.03 6.63548
2403.25 6.60183
2403.46 6.57264
2403.67 6.54680
2403.89 6.52394
2404.10 6.50339
2404.31 6.48498
2404.74 6.45303
2405.17 6.42651
2405.60 6.40414
2406.02 6.38504
2406.43 6.36943
2406.83 6.35578
2407.23 6.34373
2407.63 6.33301
2408.03 6.32341
2408.44 6.31478
2409.24 6.29985
2409.99 6.28811
2410.75 6.27806
2411.50 6.26936
2412.26 6.26173
2413.01 6.25498
2413.76 6.24894
2415.27 6.23858
2416.78 6.22986
2418.29 6.22233
2419.80 6.21569
2421.30 6.20973
2423.72 6.20123
2426.13 6.19369
2429.15 6.18512
2432.16 6.17719
2435.18 6.16973
2438.19 6.16259
2441.21 6.15569
2444.23 6.14895
2447.24 6.14234
2450.26 6.13582
2456.29 6.12293
2462.32 6.11017
2468.35 6.09745
2474.38 6.08472
2483.23 6.06595
2492.08 6.04701
2500.93 6.02783
2509.77 6.00839
2527.46 5.96860
2545.16 5.92747
2551.59 5.91214
2569.29 5.86884
2586.98 5.82394
2604.67 5.77720
2622.37 5.72836
2640.06 5.67749
2657.75 5.62412
2675.45 5.56819
2693.14 5.50959
2710.83 5.44765
2728.53 5.38251
2746.22 5.31365
2763.91 5.24048
2781.61 5.16306
2799.30 5.08033
2816.99 4.99198
2834.68 4.89767
2847.55 4.82449
2860.42 4.74722
2873.29 4.66548
2886.16 4.57884
2899.02 4.48686
2911.89 4.38893
2924.76 4.28436
2937.63 4.17249
2946.47 4.09084
2955.32 4.00515
2964.17 3.91499
2973.01 3.81988
2981.86 3.71970
2990.71 3.61370
2999.56 3.50154
3008.40 3.38285
3015.64 3.28019
3022.88 3.17228
3030.12 3.05874
3037.35 2.93922
3044.59 2.81330
3051.83 2.68054
3059.07 2.54068
3066.31 2.39263
3070.73 2.29807
3075.15 2.20034
3079.58 2.09930
3084.00 1.99491
3088.42 1.88709
3092.85 1.77585
3097.27 1.66119
3101.69 1.54318
3106.12 1.42194
3110.54 1.29779
3114.96 1.17109
3119.39 1.04245
3121.60 0.977629
3123.81 0.912667
3126.02 0.847727
3128.23 0.783031
3130.45 0.718746
3132.66 0.655208
3134.87 0.592667
3137.08 0.531442
3138.69 0.488005
3140.30 0.445829
3141.91 0.405047
3143.51 0.365932
3145.12 0.328698
3145.93 0.310914
3146.73 0.293749
3147.54 0.277231
3148.34 0.261451
3149.14 0.246437
3149.95 0.232247
3150.90 0.216529
3151.86 0.202185
3152.81 0.189319
3153.77 0.178057
3154.72 0.168537
3155.68 0.160906
3156.16 0.157847
3156.63 0.155329
3157.11 0.153367
3157.59 0.151993
3158.19 0.151130
3158.49 0.151081
3158.80 0.151295
3159.10 0.151780
3159.40 0.152540
3159.70 0.153589
3160.00 0.154925
3160.35 0.156868
3160.71 0.159233
3161.06 0.162032
3161.41 0.165269
3161.76 0.168977
3162.11 0.173161
3162.46 0.177836
3162.82 0.183001
3163.42 0.193111
3164.02 0.204815
3164.63 0.218212
3165.23 0.233393
3165.83 0.250486
3166.44 0.269540
3167.04 0.290697
3167.64 0.314074
3168.19 0.337569
3168.75 0.363133
3169.30 0.390871
3169.85 0.420894
3170.41 0.453319
3170.96 0.488269
3171.51 0.525875
3172.06 0.566201
3172.62 0.609538
3173.17 0.655970
3173.72 0.705662
3174.28 0.758787
3174.83 0.815529
3175.38 0.876081
3175.94 0.940652
3176.49 1.00946
3177.04 1.08273
3177.59 1.16073
3178.15 1.24369
3178.70 1.33192
3179.25 1.42570
3179.81 1.52534
3180.36 1.63119
3180.91 1.74339
3181.46 1.86273
3182.02 1.98942
3182.57 2.12389
3183.12 2.26661
3183.68 2.41807
3184.23 2.57880
3184.78 2.74937
3185.33 2.93005
3185.89 3.12214
3186.44 3.32603
3186.99 3.54246
3187.55 3.77224
3188.10 4.01624
3188.65 4.27538
3189.21 4.55067
3189.76 4.84319
3190.31 5.15410
3190.86 5.48467
3191.42 5.83626
3191.97 6.21034
3192.52 6.60851
3193.08 7.03249
3193.63 7.48416
3194.18 7.96467
3194.73 8.47796
3195.29 9.02560
3195.84 9.61024
3196.39 10.2347
3196.95 10.9022
3197.50 11.6162
3198.05 12.3803
3198.61 13.1987
3199.16 14.0760
3199.71 15.0171
3200.26 16.0276
3200.82 17.1135
3201.37 18.2814
3201.92 19.5389
3202.48 20.8941
3203.03 22.3533
3203.58 23.9321
3204.13 25.6392
3204.69 27.4871
3205.24 29.4901
3205.79 31.6638
3206.35 34.0260
3206.90 36.5967
3207.45 39.3929
3208.00 42.4502
3208.56 45.7921
3209.11 49.4513
3209.66 53.4644
3210.22 57.8733
3210.77 62.7254
3211.05 65.3392
3211.32 68.0750
3211.60 70.9607
3211.88 73.9840
3212.15 77.1758
3212.43 80.5229
3212.71 84.0600
3212.98 87.7725
3213.26 91.6995
3213.53 95.8251
3213.81 100.193
3214.09 104.786
3214.36 109.653
3214.64 114.775
3214.92 120.207
3215.19 125.928
3215.47 132.000
3215.75 138.400
3216.02 145.171
3216.30 152.337
3216.58 159.950
3216.85 167.982
3217.13 176.518
3217.40 185.524
3217.68 195.094
3217.96 205.188
3218.23 215.872
3218.51 227.173
3218.79 239.166
3219.06 251.794
3219.34 265.176
3219.62 279.239
3219.89 294.107
3220.17 309.690
3220.44 326.052
3220.72 343.198
3221.02 362.385
3221.31 382.376
3221.90 424.884
3222.49 470.227
3223.08 517.479
3223.66 565.561
3224.25 612.766
3224.84 657.147
3225.14 677.583
3225.43 696.521
3225.82 719.052
3226.22 737.849
3226.61 752.539
3227.00 762.699
3227.39 768.171
3227.79 768.869
3228.10 765.990
3228.42 760.145
3228.74 751.512
3229.06 740.318
3229.38 726.824
3229.70 711.322
3230.02 694.116
3230.34 675.515
3230.98 635.328
3231.61 592.989
3232.25 550.343
3232.89 508.851
3233.32 482.138
3233.74 456.596
3234.17 432.230
3234.59 409.222
3235.02 387.491
3235.45 367.131
3235.87 348.017
3236.30 330.190
3236.72 313.923
3237.13 298.758
3237.55 284.592
3237.96 271.363
3238.38 258.977
3238.79 247.434
3239.21 236.645
3239.62 226.554
3240.02 217.507
3240.42 209.029
3240.81 201.037
3241.21 193.536
3241.61 186.454
3242.00 179.795
3242.40 173.512
3242.79 167.579
3243.19 161.958
3243.59 156.655
3243.98 151.635
3244.38 146.879
3244.78 142.358
3245.17 138.079
3245.57 134.014
3245.96 130.150
3246.38 126.293
3246.79 122.639
3247.21 119.164
3247.62 115.858
3248.46 109.703
3249.29 104.112
3250.12 99.0040
3250.95 94.3369
3251.78 90.0551
3252.61 86.1168
3253.51 82.1670
3254.42 78.5421
3255.32 75.2065
3256.23 72.1299
3257.14 69.2861
3258.04 66.6521
3258.95 64.2066
3259.85 61.9300
3260.69 59.9760
3261.52 58.1413
3262.35 56.4125
3263.18 54.7854
3264.01 53.2485
3264.84 51.7983
3265.67 50.4267
3266.50 49.1276
3267.33 47.8945
3268.16 46.7255
3268.99 45.6134
3269.82 44.5568
3270.65 43.5496
3271.48 42.5908
3273.14 40.8028
3274.80 39.1690
3276.46 37.6721
3278.12 36.2964
3279.78 35.0284
3281.45 33.8565
3283.11 32.7707
3284.77 31.7622
3286.43 30.8240
3287.64 30.1811
3288.84 29.5693
3290.05 28.9864
3291.26 28.4307
3292.47 27.9008
3293.68 27.3953
3296.09 26.4487
3298.51 25.5775
3300.92 24.7754
3303.34 24.0349
3305.75 23.3496
3307.41 22.9072
3309.08 22.4865
3310.74 22.0859
3312.40 21.7040
3315.72 20.9917
3319.04 20.3410
3322.36 19.7440
3325.68 19.1949
3329.01 18.6879
3332.33 18.2187
3335.65 17.7832
3338.97 17.3780
3342.29 17.0000
3345.61 16.6469
3348.94 16.3160
3352.26 16.0056
3355.58 15.7136
3358.90 15.4395
3362.22 15.1811
3365.54 14.9358
3368.87 14.7033
3372.19 14.4835
3378.83 14.0761
3385.47 13.7077
3392.12 13.3722
3398.76 13.0660
3405.40 12.7853
3412.05 12.5267
3418.69 12.2881
3425.33 12.0671
3431.98 11.8617
3438.62 11.6704
3445.26 11.4917
3451.91 11.3245
3458.55 11.1676
3465.19 11.0200
3476.06 10.7967
3486.93 10.5940
3497.80 10.4078
3508.67 10.2364
3519.55 10.0781
3530.42 9.93132
3541.29 9.79492
3552.16 9.66789
3565.44 9.52414
3578.73 9.39080
3592.02 9.26700
3605.30 9.15203
3618.59 9.04419
3631.88 8.94337
3645.16 8.84859
3658.45 8.75907
3672.95 8.66733
3687.44 8.58059
3701.93 8.49890
3716.43 8.42129
3729.71 8.35377
3743.00 8.28940
3756.29 8.22799
3762.93 8.19838
3769.57 8.16950
3779.84 8.12639
3784.98 8.10559
3790.11 8.08537
3795.24 8.06580
3800.38 8.04701
3805.51 8.02929
3808.08 8.02095
3810.64 8.01304
3813.06 8.00609
3815.47 7.99973
3817.89 7.99412
3820.31 7.98950
3822.72 7.98617
3825.14 7.98457
3827.55 7.98547
3828.76 7.98724
3829.97 7.99013
3831.18 7.99444
3832.38 8.00051
3833.44 8.00766
3834.50 8.01697
3835.55 8.02905
3836.61 8.04474
3837.67 8.06527
3838.20 8.07788
3838.73 8.09238
3839.25 8.10918
3839.78 8.12866
3840.31 8.15144
3840.84 8.17816
3841.33 8.20738
3841.82 8.24182
3842.31 8.28278
3842.80 8.33192
3843.29 8.39190
3843.54 8.42691
3843.78 8.46606
3844.03 8.51033
3844.27 8.56035
3844.52 8.61761
3844.76 8.68390
3845.07 8.78174
3845.22 8.83922
3845.37 8.90385
3845.52 8.97704
3845.67 9.06053
3845.82 9.15649
3845.97 9.26757
3846.12 9.39705
3846.27 9.54890
3846.43 9.72797
3846.58 9.94008
3846.73 10.1922
3846.88 10.4925
3846.95 10.6649
3847.03 10.8507
3847.10 11.0536
3847.18 11.2749
3847.27 11.5844
3847.37 11.9259
3847.46 12.3104
3847.56 12.7337
3847.65 13.2090
3847.75 13.7308
3847.84 14.3083
3847.93 14.9462
3848.03 15.6571
3848.12 16.4310
3848.22 17.2894
3848.31 18.2193
3848.36 18.7265
3848.41 19.2451
3848.50 20.3500
3848.60 21.5487
3848.69 22.8450
3848.79 24.3973
3848.90 26.0774
3849.00 27.8881
3849.11 29.8312
3849.21 31.9070
3849.31 34.1143
3849.42 36.4502
3849.52 38.8858
3849.68 42.9200
3849.84 47.1727
3850.00 51.6507
3850.16 56.2402
3850.58 68.2732
3850.79 74.0234
3850.89 76.7397
3850.99 79.2916
3851.12 82.3214
3851.26 85.0352
3851.36 86.9206
3851.46 88.5611
3851.57 89.9388
3851.67 91.0293
3851.79 91.9341
3851.91 92.4457
3852.00 92.5667
3852.11 92.3987
3852.22 91.8887
3852.34 90.9504
3852.46 89.6398
3852.59 87.7983
3852.72 85.5599
3852.85 82.9624
3852.98 80.0487
3853.13 76.2520
3853.29 72.1862
3853.55 64.8674
3853.80 57.3345
3854.06 49.9093
3854.19 46.3414
3854.32 42.9101
3854.44 40.0572
3854.55 37.3616
3854.66 34.8068
3854.77 32.3994
3854.89 30.1436
3855.00 28.0411
3855.11 26.0918
3855.17 25.1739
3855.22 24.2935
3855.30 23.1428
3855.38 22.0602
3855.45 21.0438
3855.53 20.1036
3855.61 19.2125
3855.68 18.3809
3855.76 17.6063
3855.84 16.8951
3855.91 16.2261
3855.99 15.6061
3856.07 15.0326
3856.14 14.5094
3856.22 14.0201
3856.30 13.5694
3856.37 13.1547
3856.45 12.7783
3856.51 12.4806
3856.58 12.2038
3856.64 11.9466
3856.71 11.7077
3856.77 11.4859
3856.84 11.2800
3856.97 10.9144
3857.10 10.5973
3857.23 10.3244
3857.36 10.0894
3857.49 9.88814
3857.62 9.71274
3857.75 9.56068
3857.88 9.42837
3858.01 9.31359
3858.14 9.21199
3858.27 9.12235
3858.40 9.04283
3858.53 8.97241
3858.75 8.86620
3858.97 8.77715
3859.20 8.70099
3859.42 8.63498
3859.65 8.57685
3859.87 8.52559
3860.10 8.47981
3860.32 8.43863
3860.77 8.36730
3861.22 8.30793
3861.67 8.25754
3862.11 8.21446
3862.54 8.17894
3862.96 8.14772
3863.39 8.12007
3863.81 8.09543
3864.66 8.05341
3865.51 8.01898
3866.36 7.99019
3867.21 7.96579
3868.06 7.94481
3868.91 7.92658
3870.04 7.90563
3871.18 7.88770
3871.93 7.87708
3873.25 7.86054
3874.58 7.84605
3875.90 7.83318
3877.22 7.82162
3878.54 7.81109
3879.86 7.80143
3882.51 7.78411
3885.53 7.76675
3887.60 7.75590
3889.68 7.74569
3893.83 7.72677
3897.99 7.70934
3902.14 7.69297
3906.30 7.67737
3910.45 7.66236
3914.60 7.64782
3918.76 7.63367
3927.07 7.60625
3935.37 7.57974
3943.68 7.55395
3951.99 7.52877
3968.61 7.47986
3985.22 7.43257
4009.39 7.36614
4033.56 7.30205
4057.73 7.23991
4081.90 7.17943
4107.58 7.11672
4133.26 7.05535
4184.61 6.93574
4235.97 6.81870
4287.33 6.70261
4329.63 6.60623
4371.92 6.50769
4414.22 6.40449
4435.37 6.35004
4456.51 6.29269
4472.37 6.24697
4488.23 6.19806
4504.10 6.14476
4519.96 6.08518
4528.26 6.05041
4536.57 6.01235
4544.88 5.97000
4553.19 5.92194
4562.25 5.86053
4566.78 5.82497
4571.31 5.78517
4575.47 5.74400
4579.62 5.69716
4583.78 5.64302
4587.93 5.57930
4590.58 5.53228
4593.22 5.47893
4595.86 5.41752
4598.50 5.34585
4600.58 5.28039
4602.66 5.20468
4604.74 5.11591
4605.77 5.06544
4606.81 5.01017
4608.23 4.92552
4609.65 4.82804
4610.35 4.77347
4611.06 4.71434
4611.77 4.65006
4612.48 4.57991
4613.52 4.46456
4614.04 4.40053
4614.55 4.33162
4615.07 4.25727
4615.59 4.17687
4616.11 4.08976
4616.63 3.99530
4617.01 3.92155
4617.39 3.84354
4617.76 3.76152
4618.14 3.67661
4618.52 3.59056
4618.71 3.54851
4618.90 3.50849
4619.09 3.47140
4619.27 3.43925
4619.46 3.41448
4619.65 3.40035
4619.78 3.39885
4619.91 3.40605
4620.04 3.42396
4620.17 3.45496
4620.30 3.50183
4620.43 3.56780
4620.56 3.65658
4620.69 3.77141
4620.82 3.91884
4620.95 4.10349
4621.08 4.33137
4621.15 4.46356
4621.21 4.60909
4621.28 4.76889
4621.34 4.94391
4621.41 5.13514
4621.47 5.34363
4621.54 5.57042
4621.60 5.81661
4621.67 6.08331
4621.73 6.36706
4621.82 6.82932
4621.92 7.33824
4622.01 7.90830
4622.11 8.53113
4622.20 9.22358
4622.30 9.97458
4622.39 10.7944
4622.48 11.6861
4622.58 12.6634
4622.67 13.7082
4622.77 14.8452
4622.86 16.0520
4622.96 17.3559
4623.05 18.7301
4623.15 20.1881
4623.24 21.7293
4623.33 23.3703
4623.43 25.0746
4623.52 26.8755
4623.62 28.7316
4623.71 30.6776
4623.81 32.6674
4624.00 36.8350
4624.11 39.5280
4624.12 39.6664
4624.14 40.1749
4624.16 40.6850
4624.21 41.7094
4624.31 44.2183
4624.42 46.7161
4624.66 52.2400
4624.77 54.9364
4624.89 57.5348
4625.02 60.3047
4625.15 62.9196
4625.26 64.9332
4625.36 66.7867
4625.49 68.8454
4625.62 70.6313
4625.79 72.5276
4625.90 73.4642
4626.00 74.1947
4626.06 74.5079
4626.17 74.9389
4626.29 75.1073
4626.41 75.0012
4626.54 74.6013
4626.66 73.9031
4626.79 72.9324
4626.91 71.7012
4627.04 70.2285
4627.22 67.6830
4627.40 64.7603
4627.53 62.5510
4627.66 60.2213
4627.91 55.3311
4628.16 50.2840
4628.28 47.7723
4628.41 45.2902
4628.53 42.8373
4628.66 40.4691
4628.78 38.1620
4628.91 35.9643
4629.04 33.8504
4629.16 31.8609
4629.29 29.9690
4629.35 29.0668
4629.41 28.2076
4629.47 27.3638
4629.54 26.5496
4629.60 25.7647
4629.66 25.0208
4629.73 24.2935
4629.79 23.5948
4629.85 22.9241
4629.91 22.2910
4629.98 21.6745
4630.04 21.0844
4630.10 20.5201
4630.16 19.9893
4630.23 19.4741
4630.29 18.9825
4630.35 18.5139
4630.42 18.0742
4630.51 17.4276
4630.61 16.8287
4630.71 16.2746
4630.80 15.7623
4630.90 15.2892
