Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,3452.33,(36),3638150.0,1358.72,(0),9200.43,(1),none
1,2283.89,(35),1401800.0,401.143,(1),10053.0,(0),none
2,1350.37,(34),207691.0,103.064,(2),5790.71,(2),none
3,1178.36,(33),77643.5,71.9906,(3),3033.92,(5),none
4,810.368,(31),56537.4,38.3324,(6),4361.98,(3),none
5,960.201,(32),53231.0,45.1736,(5),3170.68,(4),none
6,476.787,(29),4285.92,10.2541,(8),1194.58,(8),none
7,327.234,(20),2777.46,3.28474,(13),2087.57,(6),none
8,606.023,(30),2433.58,17.7697,(7),401.82,(16),none
9,284.704,(11),1428.88,2.70257,(17),1233.29,(7),none
10,218.924,(0),951.892,60.4061,(4),137.572,(31),none
11,263.623,(8),818.854,1.94474,(28),998.173,(9),none
12,390.901,(25),752.062,4.39011,(11),531.568,(11),none
13,314.244,(17),545.078,2.14238,(25),704.975,(10),none
14,415.916,(28),476.29,4.8312,(9),249.028,(23),none
15,401.493,(27),462.275,4.43321,(10),269.29,(20),none
16,347.856,(22),329.809,3.01761,(15),287.922,(18),none
17,249.07,(3),304.042,1.63888,(32),510.342,(12),none
18,316.535,(18),303.24,2.15614,(24),469.573,(13),none
19,272.141,(9),293.022,1.75755,(31),451.561,(15),none
20,308.332,(15),264.384,2.13284,(26),350.038,(17),none
21,364.203,(24),228.038,3.99573,(12),145.415,(30),none
22,260.038,(7),224.308,2.1665,(23),263.628,(22),none
23,300.719,(13),224.028,2.53231,(18),232.864,(24),none
24,254.549,(6),221.818,1.46626,(34),458.049,(14),none
25,304.756,(14),150.532,2.08112,(27),195.313,(26),none
26,340.579,(21),133.244,3.06891,(14),114.615,(33),none
27,250.752,(4),132.272,1.28882,(36),286.279,(19),none
28,240.597,(2),101.961,1.53326,(33),176.749,(28),none
29,322.101,(19),70.5738,2.22195,(22),116.22,(32),none
30,394.404,(26),64.0582,2.33712,(20),264.014,(21),none
31,288.004,(12),57.5289,1.76337,(30),111.503,(34),none
32,234.016,(1),54.6173,1.40159,(35),103.547,(36),none
33,351.05,(23),13.8155,2.31296,(21),105.452,(35),none
34,253.492,(5),0.0,1.85884,(29),232.358,(25),none
35,273.568,(10),0.0,2.4779,(19),185.83,(27),none
36,310.292,(16),0.0,3.0131,(16),170.072,(29),none
