Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,272.098,(85),42250.4,4508.08,(0),0.0494536,(13),none
1,95.4506,(84),837.313,70.9334,(1),0.00406494,(45),none
2,80.9035,(82),8.97421,11.1398,(3),0.00288,(56),none
3,61.3829,(81),8.84856,15.7585,(2),0.00106187,(78),none
4,56.2868,(80),2.04368,4.77301,(5),0.00132716,(72),none
5,44.0157,(77),1.97615,3.85336,(6),0.0014192,(70),none
6,49.1529,(78),1.81732,2.20714,(8),0.00456868,(41),none
7,32.0979,(65),1.79568,1.1764,(11),0.633088,(0),none
8,51.048,(79),1.60101,3.31807,(7),0.00206339,(63),none
9,88.2062,(83),1.26984,5.54044,(4),0.00382695,(46),none
10,39.4462,(72),0.74514,1.89904,(9),0.00180443,(67),none
11,40.3236,(73),0.629675,0.993574,(16),0.00355729,(47),none
12,31.3996,(64),0.605928,1.0254,(15),0.00755727,(32),none
13,37.1144,(71),0.470491,1.05885,(14),0.00217971,(62),none
14,33.1148,(66),0.384421,1.15288,(12),0.00245899,(58),none
15,41.3168,(74),0.317431,0.245292,(38),0.0373851,(14),none
16,24.001,(49),0.233891,0.581096,(28),0.00626908,(36),none
17,28.7427,(59),0.218063,0.65909,(24),0.00337242,(50),none
18,27.5376,(58),0.201483,0.989789,(17),0.00200319,(65),none
19,30.4754,(63),0.183397,0.496098,(30),0.00476774,(39),none
20,25.4112,(52),0.178568,0.415958,(33),0.00781883,(30),none
21,23.2749,(46),0.171584,0.733624,(23),0.00254347,(57),none
22,29.3127,(61),0.111905,0.384518,(35),0.00330474,(51),none
23,27.1177,(57),0.103664,0.586054,(27),0.00328892,(52),none
24,24.9548,(51),0.103481,0.564944,(29),0.00435567,(44),none
25,23.5426,(48),0.0962964,0.236931,(39),0.00470708,(40),none
26,42.1647,(75),0.0934987,0.962067,(18),0.00244822,(60),none
27,26.0119,(53),0.0916935,0.397437,(34),0.00761043,(31),none
28,29.9038,(62),0.088455,0.84916,(20),0.00166051,(69),none
29,42.8521,(76),0.0797313,0.787609,(22),0.00174719,(68),none
30,26.5634,(56),0.0761193,0.111397,(53),0.095717,(6),none
31,22.5904,(45),0.0679671,0.0615783,(66),0.145463,(5),none
32,29.0126,(60),0.0655337,0.0851086,(60),0.0254853,(19),none
33,24.6081,(50),0.051122,0.185484,(44),0.0186773,(21),none
34,21.7575,(42),0.0497624,0.957811,(19),0.00112785,(75),none
35,26.3564,(55),0.0442729,0.0833668,(61),0.0863111,(7),none
36,20.9179,(37),0.0440067,0.128522,(49),0.0255163,(18),none
37,35.763,(69),0.0423016,1.08254,(13),0.000779432,(82),none
38,20.5052,(36),0.0405413,0.327388,(37),0.00245399,(59),none
39,21.3963,(41),0.0394429,0.171465,(46),0.00345026,(49),none
40,34.778,(68),0.0389955,0.586192,(26),0.000936529,(81),none
41,34.2225,(67),0.02612,1.19174,(10),0.000961936,(80),none
42,26.1615,(54),0.0261016,0.188778,(43),0.0119789,(26),none
43,22.4672,(43),0.0260859,0.0680061,(65),0.0217907,(20),none
44,21.1429,(40),0.0258472,0.131506,(48),0.00551239,(38),none
45,22.536,(44),0.0258396,0.038597,(77),0.0612512,(10),none
46,19.2707,(29),0.0224819,0.432786,(32),0.000609714,(85),none
47,20.1998,(34),0.0220463,0.228584,(41),0.00111764,(76),none
48,18.1133,(23),0.021433,0.116585,(52),0.00960383,(29),none
49,18.6934,(26),0.0204807,0.457569,(31),0.00112822,(74),none
50,16.3061,(3),0.0203167,0.181922,(45),0.00448893,(42),none
51,16.657,(9),0.0200781,0.0887062,(59),0.0101275,(27),none
52,36.4942,(70),0.0191957,0.604155,(25),0.00108988,(77),none
53,17.0974,(14),0.0179964,0.0453369,(72),0.058527,(11),none
54,17.2457,(15),0.0174067,0.0762603,(62),0.0257135,(17),none
55,18.8156,(27),0.0167619,0.128129,(50),0.00200702,(64),none
56,21.0111,(38),0.0157951,0.0373168,(78),0.0296854,(15),none
57,18.2799,(24),0.0154503,0.04324,(74),0.0696703,(8),none
58,19.0124,(28),0.015403,0.0941773,(58),0.00300541,(54),none
59,17.7937,(21),0.0142849,0.381731,(36),0.00135186,(71),none
