Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,77.9575,(114),1337.19,363594.0,(0),0.00131031,(27),none
1,35.7669,(111),0.226409,6.75716,(2),0.000691081,(65),none
2,44.3354,(112),0.14206,4.79304,(3),0.000886373,(57),none
3,29.2402,(108),0.142036,1.30142,(9),0.00061499,(73),none
4,47.3818,(113),0.118955,29.8179,(1),0.000835811,(60),none
5,27.1235,(107),0.0720395,1.69207,(7),0.000462328,(86),none
6,30.799,(109),0.0713791,1.86699,(6),0.000577505,(74),none
7,31.9251,(110),0.0207238,1.2984,(10),0.000740431,(64),none
8,19.5659,(103),0.0125301,2.00197,(5),0.000372286,(98),none
9,21.3545,(104),0.0122753,3.81168,(4),0.000355113,(99),none
10,16.5088,(100),0.0102925,0.42388,(18),0.000413469,(95),none
11,15.3336,(96),0.00978644,0.61961,(12),0.000275891,(103),none
12,15.9713,(99),0.00563191,0.505593,(15),0.000285959,(101),none
13,17.1967,(101),0.00398223,0.470648,(17),0.000449742,(88),none
14,24.5314,(105),0.00371032,1.16341,(11),0.000400135,(97),none
15,14.0217,(94),0.00353421,0.417703,(19),0.000264272,(106),none
16,6.68968,(74),0.00348112,0.57734,(14),0.00063581,(70),none
17,17.3786,(102),0.00346008,0.615111,(13),0.000502494,(82),none
18,25.5052,(106),0.00338203,1.50993,(8),0.000418773,(94),none
19,13.7125,(93),0.00312701,0.273071,(25),0.000260975,(107),none
20,12.0154,(90),0.001968,0.285677,(22),0.000209877,(114),none
21,6.50576,(73),0.00184917,0.091627,(34),0.000774602,(63),none
22,15.7192,(98),0.00128629,0.297186,(21),0.000276531,(102),none
23,10.4182,(85),0.00127853,0.0507243,(46),0.00191151,(17),none
24,8.06295,(77),0.00121212,0.0359451,(48),0.0126052,(1),none
25,11.7499,(89),0.00121136,0.0141236,(68),0.00367638,(5),none
26,11.5575,(88),0.000792497,0.274265,(24),0.000210813,(113),none
27,13.298,(92),0.000747553,0.47269,(16),0.000234353,(112),none
28,14.3162,(95),0.000739119,0.208754,(27),0.000412118,(96),none
29,8.53293,(80),0.000717689,0.0242847,(57),0.00373536,(4),none
30,8.44027,(79),0.000555608,0.099062,(32),0.00171875,(20),none
31,5.45147,(69),0.000536634,0.0608641,(40),0.000915952,(55),none
32,4.06883,(52),0.000492205,0.0537792,(45),0.000443358,(92),none
33,10.9045,(87),0.000463039,0.23088,(26),0.000249395,(111),none
34,5.38275,(68),0.000457409,0.0581684,(43),0.000619633,(72),none
35,15.5219,(97),0.000451372,0.0453487,(47),0.000447398,(90),none
36,10.7911,(86),0.000403782,0.169053,(29),0.000271416,(104),none
37,8.62864,(81),0.000279242,0.0596306,(42),0.00101254,(45),none
38,6.4083,(72),0.00025657,0.0219979,(61),0.00223042,(12),none
39,8.35793,(78),0.000256217,0.0344336,(50),0.00266157,(7),none
40,4.58988,(61),0.000247953,0.0310425,(52),0.00139816,(24),none
41,4.76412,(62),0.00023723,0.0983776,(33),0.000678312,(66),none
42,4.46034,(60),0.000196716,0.0604263,(41),0.000546486,(78),none
43,9.19401,(82),0.000174453,0.0798236,(37),0.00033262,(100),none
44,3.69309,(46),0.00016283,0.0178975,(64),0.000775375,(62),none
45,7.3905,(75),0.000161024,0.313246,(20),0.000258763,(108),none
46,4.02791,(51),0.000158823,0.00539854,(91),0.00180665,(18),none
47,7.65943,(76),0.000135,0.0817549,(36),0.000552894,(77),none
48,5.06171,(66),0.000134276,0.17011,(28),0.000528964,(80),none
49,2.39749,(26),0.000129471,0.00985801,(75),0.0010934,(38),none
50,12.4804,(91),0.000124308,0.0637222,(39),0.000255103,(110),none
51,9.45105,(83),0.000109696,0.276446,(23),0.000258558,(109),none
52,4.3411,(58),0.000108047,0.0195047,(63),0.00116283,(36),none
53,3.67661,(45),0.000100323,0.028095,(54),0.000561249,(76),none
54,6.27473,(71),8.95026e-05,0.0835163,(35),0.000663631,(67),none
55,5.6528,(70),8.27253e-05,0.100706,(31),0.000660063,(68),none
56,4.87937,(64),8.21521e-05,0.0243793,(56),0.003834,(3),none
57,9.79046,(84),8.13326e-05,0.130591,(30),0.000265958,(105),none
58,4.81405,(63),8.13052e-05,0.00983762,(77),0.00165557,(21),none
59,2.35486,(24),7.90889e-05,0.00698714,(85),0.00220946,(14),none
60,4.1032,(53),6.86068e-05,0.0232368,(59),0.000447433,(89),none
61,4.88335,(65),6.65526e-05,0.0026238,(108),0.00442969,(2),none
62,3.94828,(50),6.17591e-05,0.0231797,(60),0.000468126,(85),none
63,3.92976,(49),5.8422e-05,0.030455,(53),0.000472379,(84),none
64,5.23526,(67),5.61909e-05,0.0680391,(38),0.00053813,(79),none
65,2.19111,(15),5.57585e-05,0.00587146,(90),0.00119701,(34),none
66,4.2304,(56),4.83044e-05,0.0147215,(67),0.000569996,(75),none
67,3.88029,(48),4.77753e-05,0.00190415,(112),0.0171784,(0),none
68,4.36813,(59),4.597e-05,0.0353088,(49),0.000635421,(71),none
69,2.15593,(13),4.3901e-05,0.0135548,(70),0.000963456,(53),none
70,2.53932,(37),4.31129e-05,0.0195672,(62),0.00108785,(39),none
71,2.83993,(42),3.98985e-05,0.0105779,(74),0.000898708,(56),none
72,2.4642,(32),3.5958e-05,0.0121659,(71),0.00128699,(28),none
73,2.29158,(20),3.41966e-05,0.00475569,(96),0.0017469,(19),none
74,2.83401,(41),3.20804e-05,0.00308479,(106),0.001174,(35),none
75,2.49366,(35),3.00502e-05,0.00294387,(107),0.00108198,(40),none
76,2.36886,(25),2.89311e-05,0.0065033,(88),0.00194258,(16),none
77,2.76821,(39),2.7897e-05,0.00493636,(94),0.00216652,(15),none
78,2.48148,(34),2.75455e-05,0.00658869,(86),0.00120755,(32),none
79,2.26899,(19),2.7206e-05,0.0139222,(69),0.00232041,(10),none
80,2.14151,(12),2.66148e-05,0.00461315,(97),0.00106857,(43),none
81,4.28467,(57),2.65562e-05,0.0118441,(72),0.000832571,(61),none
82,2.19472,(16),2.61932e-05,0.00208983,(111),0.00121086,(31),none
83,2.51493,(36),2.55238e-05,0.00957413,(79),0.000851312,(59),none
84,2.82987,(40),2.45118e-05,0.00528071,(92),0.00107962,(42),none
85,1.81474,(0),2.34557e-05,0.00736066,(83),0.000983211,(50),none
86,4.11481,(54),2.15559e-05,0.0162901,(66),0.000457183,(87),none
87,2.1135,(9),2.08591e-05,0.00386316,(102),0.00162356,(23),none
88,2.23851,(18),2.06678e-05,0.00915852,(81),0.00113704,(37),none
89,4.20391,(55),2.03932e-05,0.023293,(58),0.000520891,(81),none
90,2.29806,(21),1.88886e-05,0.0093373,(80),0.00127172,(29),none
91,2.17673,(14),1.8593e-05,0.009741,(78),0.00100417,(47),none
92,2.10166,(7),1.7688e-05,0.00381106,(104),0.00250408,(9),none
93,3.16491,(44),1.74217e-05,0.0246576,(55),0.000494773,(83),none
94,2.44576,(29),1.69555e-05,0.00478296,(95),0.00163672,(22),none
95,1.82768,(1),1.46307e-05,0.00222702,(109),0.00259551,(8),none
96,2.10859,(8),1.42127e-05,0.00217133,(110),0.00230177,(11),none
97,2.47624,(33),1.35717e-05,0.00385736,(103),0.0013427,(26),none
98,3.77027,(47),1.33539e-05,0.0567559,(44),0.000443606,(91),none
99,2.43199,(28),1.21641e-05,0.00416634,(99),0.00305845,(6),none
100,2.31951,(23),1.08351e-05,0.00844111,(82),0.00120663,(33),none
101,2.45209,(30),9.93925e-06,0.00526238,(93),0.00136616,(25),none
102,2.30394,(22),9.3461e-06,0.00700841,(84),0.00125679,(30),none
103,2.4573,(31),9.32566e-06,0.0013426,(114),0.00221549,(13),none
104,2.72734,(38),7.32748e-06,0.0165752,(65),0.000640184,(69),none
