Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,114.402,(148),155437.0,125847.0,(0),7.10968,(48),none
1,17.8426,(143),57.8534,4.60221,(4),0.011318,(146),none
2,92.3334,(147),30.9626,21.5559,(3),6.92509,(51),none
3,12.7055,(142),26.3163,3.33969,(5),3.44824,(106),none
4,50.1309,(146),9.40248,39.0169,(1),5.85046,(63),none
5,10.5522,(138),2.28256,1.68631,(7),1.27898,(130),none
6,7.34409,(126),1.64726,0.484064,(10),13.41,(12),none
7,1.86713,(2),1.60375,1.7155,(6),3.55403,(103),none
8,6.84407,(124),1.36151,0.418157,(12),5.25634,(77),none
9,6.60713,(123),0.823017,0.245449,(18),0.0132392,(145),none
10,8.56194,(129),0.539194,0.260573,(15),4.92792,(86),none
11,6.26146,(121),0.451474,0.217774,(21),4.79643,(87),none
12,8.59249,(130),0.445349,0.246534,(17),3.9559,(97),none
13,1.15089,(1),0.344081,1.58664,(8),3.53873,(104),none
14,4.71392,(101),0.248269,0.112797,(28),10.7491,(21),none
15,8.72255,(132),0.238438,0.0589535,(41),0.0204432,(143),none
16,8.86698,(133),0.225645,0.117304,(26),1.0299,(132),none
17,5.70156,(114),0.195746,0.0939778,(34),2.40854,(119),none
18,7.2865,(125),0.177438,0.0739473,(36),12.3122,(14),none
19,9.92318,(137),0.1603,0.566926,(9),0.552229,(135),none
20,4.37512,(92),0.136598,0.106494,(30),6.78044,(52),none
21,0.34615,(0),0.115553,0.400287,(13),2.29717,(121),none
22,5.13585,(107),0.107437,0.0951361,(33),11.3758,(18),none
23,6.03139,(119),0.102328,0.102743,(32),1.90538,(126),none
24,5.81155,(118),0.0921507,0.223297,(19),0.0085158,(147),none
25,9.5785,(136),0.0738284,0.346221,(14),0.190324,(138),none
26,3.48184,(52),0.064282,0.0213332,(59),3.27111,(108),none
27,3.46648,(51),0.0582011,0.0210503,(62),7.23748,(46),none
28,5.30014,(109),0.0532998,0.129495,(25),17.3179,(7),none
29,9.10115,(134),0.0522,0.217837,(20),0.101604,(139),none
30,12.2083,(139),0.0512486,0.191304,(23),2.9307,(113),none
31,9.25874,(135),0.0490025,0.454364,(11),0.00224891,(148),none
32,3.05691,(21),0.0485172,0.0302363,(52),1.17152,(131),none
33,12.4079,(140),0.0485164,0.251456,(16),3.13565,(110),none
34,6.49299,(122),0.0366813,0.0193142,(67),17.6629,(6),none
35,3.01416,(19),0.0359445,0.021245,(60),5.86506,(62),none
36,4.68607,(99),0.0332552,0.0174767,(75),10.2134,(22),none
37,4.49424,(94),0.0330839,0.0268493,(54),7.72514,(44),none
38,3.71651,(65),0.03277,0.0176553,(73),4.42073,(92),none
39,3.05024,(20),0.0323657,0.0145768,(84),1.38206,(128),none
40,2.9991,(17),0.029966,0.00796982,(112),0.624826,(134),none
41,3.19704,(32),0.0286079,0.0237791,(57),6.57664,(54),none
42,4.60441,(98),0.0279536,0.0735679,(37),8.81642,(35),none
43,4.10145,(82),0.0271273,0.0452254,(44),3.97874,(96),none
44,3.45879,(50),0.0270612,0.0198797,(65),9.6104,(27),none
45,3.56448,(57),0.027032,0.0183785,(69),1.94984,(124),none
46,3.35374,(42),0.0265721,0.0193901,(66),8.27526,(38),none
47,3.81516,(69),0.0260618,0.0189733,(68),5.50074,(75),none
48,4.47252,(93),0.024059,0.014784,(83),7.52811,(45),none
49,4.16679,(83),0.0222077,0.0210567,(61),5.06906,(84),none
50,5.78813,(117),0.021392,0.0609926,(40),0.0862497,(140),none
51,3.23242,(35),0.0212006,0.0202295,(64),7.72612,(43),none
52,4.34289,(89),0.0201617,0.00426338,(130),13.8409,(11),none
53,5.08405,(106),0.019899,0.0421606,(46),9.81379,(26),none
54,4.02391,(76),0.0197611,0.0169227,(76),0.468322,(137),none
55,3.59137,(58),0.0173421,0.0122216,(90),2.56406,(118),none
56,4.35556,(91),0.0173385,0.00519595,(124),6.62564,(53),none
57,4.18539,(84),0.017205,0.0363429,(48),5.25285,(78),none
58,21.5457,(144),0.0171054,0.0134173,(88),2.76591,(116),none
59,2.99507,(16),0.0168989,0.00845089,(107),8.17877,(40),none
60,3.70112,(64),0.0166649,0.00609759,(119),4.48948,(91),none
61,4.7051,(100),0.016581,0.00443603,(129),11.3401,(19),none
62,3.92826,(74),0.0163753,0.0478083,(43),7.18321,(47),none
63,3.50908,(54),0.0153581,0.024409,(56),0.057512,(141),none
64,4.34424,(90),0.0150531,0.00444973,(128),10.0888,(25),none
65,5.71838,(115),0.014068,0.0149496,(81),1.53712,(127),none
66,3.60456,(59),0.0140502,0.0152415,(80),2.69193,(117),none
67,3.17081,(31),0.0134725,0.0206481,(63),6.08799,(61),none
68,3.84981,(71),0.0127784,0.0149406,(82),5.8179,(65),none
69,3.33205,(41),0.0127192,0.0141457,(86),9.57777,(28),none
70,2.90066,(6),0.0122273,0.008436,(108),4.59987,(89),none
71,3.00625,(18),0.0116784,0.00662699,(116),4.376,(93),none
72,4.28821,(88),0.0113681,0.0232252,(58),6.18009,(58),none
73,3.25847,(37),0.0111926,0.0109029,(95),10.211,(23),none
74,3.82044,(70),0.0111547,0.0128113,(89),5.53733,(71),none
75,5.43176,(110),0.0109281,0.0445441,(45),25.5494,(3),none
76,6.1275,(120),0.0106867,0.130992,(24),2.98055,(112),none
77,2.91326,(7),0.010594,0.0105622,(99),5.16148,(81),none
78,4.02831,(77),0.01036,0.0283091,(53),0.0357815,(142),none
79,2.8768,(3),0.0103427,0.00973789,(102),2.33906,(120),none
80,3.73255,(66),0.00973686,0.00571349,(121),5.05557,(85),none
81,5.60341,(113),0.00914352,0.0177875,(72),14.6404,(10),none
82,2.92264,(8),0.00911819,0.0107089,(96),5.50088,(74),none
83,2.88893,(5),0.00897836,0.0094062,(103),3.84579,(100),none
84,3.36477,(44),0.00891933,0.0153146,(79),8.99688,(33),none
85,8.6689,(131),0.00888778,0.0731023,(38),1.9298,(125),none
86,3.7456,(68),0.00829348,0.0120855,(91),4.63045,(88),none
87,3.49226,(53),0.00755498,0.00281953,(135),2.81776,(115),none
88,3.5479,(56),0.00752675,0.00291353,(134),4.2619,(94),none
89,3.35937,(43),0.00749452,0.00610396,(118),9.0695,(32),none
90,3.67942,(63),0.00736697,0.0180658,(71),3.929,(98),none
91,4.05567,(78),0.0072809,0.0113934,(94),2.18441,(123),none
92,3.08796,(22),0.0071987,0.011424,(93),4.16964,(95),none
93,3.13579,(27),0.00710767,0.00793081,(113),5.52399,(72),none
94,2.96547,(12),0.00678718,0.00994785,(101),6.38863,(56),none
95,3.22068,(34),0.00622543,0.00869984,(104),6.38107,(57),none
96,2.88404,(4),0.00622197,0.00472619,(126),3.92475,(99),none
97,4.56396,(97),0.00594177,0.039679,(47),8.36433,(36),none
98,3.42324,(47),0.00566538,0.0159267,(78),11.0223,(20),none
99,5.02377,(105),0.00554847,0.0587827,(42),7.96036,(41),none
100,3.73741,(67),0.00543117,0.00213337,(139),5.5238,(73),none
101,3.12219,(26),0.00482588,0.00559714,(122),5.13765,(82),none
102,3.27097,(38),0.00467595,0.0105649,(98),12.7341,(13),none
103,3.53722,(55),0.00394902,0.00800543,(111),0.924134,(133),none
104,7.92251,(127),0.00394673,0.00358842,(132),51.2298,(0),none
105,3.2526,(36),0.00377206,0.00452989,(127),9.53806,(29),none
106,4.06821,(79),0.00375603,0.0085535,(106),2.87014,(114),none
107,5.72536,(116),0.00346392,0.00520203,(123),1.30606,(129),none
108,3.37986,(45),0.00345395,0.00749357,(114),9.261,(31),none
109,2.93973,(9),0.00333673,0.0071642,(115),5.58583,(70),none
110,4.51446,(95),0.00306239,0.0323967,(51),7.86522,(42),none
111,3.61877,(60),0.00292491,0.0164309,(77),2.99066,(111),none
112,4.54865,(96),0.00267781,0.014081,(87),8.19011,(39),none
113,3.11828,(24),0.00265077,0.00244355,(138),5.26293,(76),none
114,3.15314,(28),0.0025906,0.00604334,(120),5.23613,(79),none
115,3.38656,(46),0.00208713,0.0359604,(49),9.44966,(30),none
116,4.09528,(81),0.00198399,0.00347872,(133),3.76611,(102),none
117,4.23352,(85),0.00184078,0.00381247,(131),5.77735,(67),none
118,3.15925,(29),0.00177846,0.00868638,(105),5.76109,(68),none
119,5.27179,(108),0.00146481,0.0268446,(55),16.003,(9),none
120,4.07654,(80),0.00140685,0.0176378,(74),3.19348,(109),none
121,2.97853,(14),0.00126107,0.0103486,(100),7.07286,(49),none
122,2.97665,(13),0.0011978,0.00255909,(137),6.98871,(50),none
123,3.65181,(61),0.00114985,0.0182354,(70),3.52856,(105),none
124,3.98609,(75),0.00111455,0.00518491,(125),11.6809,(16),none
125,3.44084,(48),0.00110846,0.000899538,(142),11.533,(17),none
126,3.67091,(62),0.000925596,0.00800558,(110),3.80398,(101),none
127,12.6636,(141),0.000696822,0.0352598,(50),3.4026,(107),none
128,3.16896,(30),0.000645814,0.000586482,(146),6.4679,(55),none
129,3.44123,(49),0.000625094,0.000850007,(143),11.692,(15),none
130,4.23647,(86),0.000497648,0.00104452,(140),5.22747,(80),none
131,3.22002,(33),0.000444949,0.000330859,(148),8.82468,(34),none
132,3.09813,(23),0.000273194,0.00635263,(117),4.54814,(90),none
133,3.88128,(73),0.000232683,0.0144942,(85),6.16691,(59),none
