Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,176.314,(51),242486.0,2305.14,(0),0.0591733,(45),none
1,62.9524,(50),5327.6,21.6155,(1),0.822694,(34),none
2,53.0517,(49),1260.54,14.0305,(4),0.0263925,(50),none
3,42.3178,(48),608.735,4.39756,(5),0.416454,(36),none
4,38.8692,(46),189.557,2.83311,(6),0.156321,(41),none
5,32.3656,(43),82.8386,2.24676,(8),0.173512,(40),none
6,37.0626,(45),46.6499,0.8785,(11),31.9954,(2),none
7,41.2688,(47),36.183,0.655935,(14),15.3738,(5),none
8,28.8063,(38),31.9821,0.965875,(10),0.028016,(46),none
9,2.68127,(1),28.8987,15.6572,(3),6.01694,(22),none
10,27.7439,(37),25.0579,0.625576,(17),1.04168,(32),none
11,20.8472,(22),21.5757,0.874475,(12),0.0274707,(48),none
12,0.640945,(0),19.1875,16.5125,(2),4.33868,(26),none
13,31.1988,(42),16.2697,0.968298,(9),8.67457,(14),none
14,34.6067,(44),15.9161,2.43441,(7),11.7757,(11),none
15,24.4051,(29),9.85369,0.404792,(22),0.0215496,(51),none
16,21.7945,(24),9.083,0.447549,(21),0.0279727,(47),none
17,23.6361,(28),7.86897,0.395227,(23),12.866,(10),none
18,18.7755,(14),4.16284,0.242092,(32),0.0671479,(44),none
19,20.2308,(21),3.82071,0.256044,(31),13.118,(8),none
20,18.0178,(11),3.73676,0.465642,(20),0.178067,(39),none
21,22.575,(26),2.53279,0.154295,(37),0.113043,(42),none
22,22.1786,(25),2.5117,0.341338,(28),4.16679,(27),none
23,18.4896,(12),2.43185,0.200945,(34),9.67716,(13),none
24,19.1732,(16),2.42826,0.392049,(24),7.50629,(18),none
25,18.6854,(13),2.1137,0.0799821,(43),45.0657,(1),none
26,24.6213,(30),1.43495,0.354455,(27),0.319106,(37),none
27,19.6142,(17),1.25608,0.0833688,(42),0.268787,(38),none
28,20.0048,(19),1.19452,0.15383,(38),14.7276,(6),none
29,17.3564,(5),1.1066,0.0999583,(40),12.8947,(9),none
30,17.583,(6),0.637483,0.0576396,(44),1.01692,(33),none
31,24.9991,(31),0.613273,0.653388,(15),3.05105,(29),none
32,20.1896,(20),0.605988,0.0354124,(45),1.46616,(31),none
33,30.2344,(40),0.552529,0.386587,(25),5.97209,(23),none
34,17.1946,(3),0.533817,0.162108,(36),0.437734,(35),none
35,27.6818,(36),0.404268,0.0279557,(47),28.2532,(3),none
36,21.638,(23),0.398556,0.0259536,(48),51.1519,(0),none
37,17.1559,(2),0.397454,0.0297328,(46),8.6702,(15),none
38,26.7005,(34),0.305609,0.687459,(13),7.75399,(17),none
39,26.0556,(33),0.234153,0.623901,(18),6.03522,(21),none
40,17.7422,(9),0.227234,0.220882,(33),2.0971,(30),none
41,23.2793,(27),0.18057,0.336806,(29),8.16266,(16),none
42,19.6982,(18),0.157645,0.294249,(30),7.13058,(19),none
43,29.5503,(39),0.108628,0.643704,(16),3.8862,(28),none
44,30.6391,(41),0.1066,0.524309,(19),6.98404,(20),none
45,27.5754,(35),0.0836976,0.0852279,(41),14.6554,(7),none
46,17.9895,(10),0.0803762,0.0100783,(50),16.6676,(4),none
47,25.6694,(32),0.0658899,0.363781,(26),5.09484,(25),none
48,17.6283,(8),0.0522252,0.104931,(39),0.0888642,(43),none
49,18.9927,(15),0.0388071,0.168876,(35),5.54717,(24),none
50,17.613,(7),0.0104599,0.025331,(49),0.0268643,(49),none
51,17.3405,(4),0.00435426,0.00908843,(51),10.9088,(12),none
