Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1532.92,(90),60259700.0,10456.6,(0),56.0564,(13),none
1,1113.14,(89),38453.8,77.9799,(3),380.235,(2),none
2,893.808,(88),36470.6,115.071,(2),54.5423,(14),none
3,768.897,(87),16838.1,171.658,(1),15.0859,(36),none
4,619.847,(86),9654.35,46.5125,(5),42.9972,(18),none
5,347.083,(78),3034.48,15.9028,(11),19.9021,(30),none
6,541.841,(85),2937.48,55.8736,(4),8.3124,(53),none
7,455.06,(82),2124.54,34.2571,(6),8.20488,(55),none
8,366.048,(79),1734.16,5.69854,(16),127.118,(6),none
9,409.08,(81),1326.3,34.1194,(7),5.55966,(63),none
10,385.044,(80),1029.74,16.2938,(10),13.2342,(40),none
11,323.954,(77),632.28,20.3584,(9),5.08339,(66),none
12,506.438,(84),501.779,25.0593,(8),9.1658,(52),none
13,295.947,(74),456.876,5.00937,(17),23.7986,(24),none
14,259.019,(67),421.3,12.5569,(12),3.36383,(76),none
15,283.213,(71),378.663,4.1036,(24),22.7554,(25),none
16,310.954,(76),329.576,7.60476,(14),12.7704,(41),none
17,245.659,(66),232.485,3.96964,(25),14.3494,(37),none
18,236.303,(63),203.815,6.70097,(15),5.6506,(61),none
19,274.526,(69),196.873,3.90211,(26),17.3198,(33),none
20,211.309,(57),167.809,4.56475,(20),4.22221,(71),none
21,267.063,(68),161.228,4.3483,(22),9.19482,(51),none
22,286.164,(72),144.101,4.6936,(19),167.611,(4),none
23,482.366,(83),129.267,3.31409,(29),110.347,(7),none
24,222.326,(59),113.945,3.45594,(28),7.33658,(58),none
25,217.834,(58),106.086,4.22933,(23),4.55482,(69),none
26,192.508,(53),91.956,8.59261,(13),0.741493,(90),none
27,302.656,(75),77.109,0.743153,(52),496.581,(0),none
28,290.138,(73),71.0532,3.66832,(27),13.8909,(38),none
29,202.182,(54),63.2911,4.88823,(18),1.58421,(85),none
30,135.43,(14),40.9592,0.427015,(68),36.6027,(21),none
31,229.685,(62),40.9369,0.502885,(64),247.935,(3),none
32,150.78,(29),39.9126,2.24133,(32),2.43097,(82),none
33,227.617,(61),39.905,0.752508,(49),73.5516,(11),none
34,153.987,(31),37.4593,1.14021,(38),5.63206,(62),none
35,128.652,(7),35.849,2.0616,(33),1.49951,(86),none
36,182.207,(48),30.4429,2.58592,(31),1.94238,(84),none
37,207.04,(56),28.1229,1.01291,(43),10.4919,(47),none
38,278.548,(70),26.8607,0.775317,(47),128.208,(5),none
39,242.445,(65),26.7115,0.666998,(57),78.274,(10),none
40,162.781,(37),26.5065,1.6809,(34),3.42834,(74),none
41,239.916,(64),26.4697,0.879463,(45),30.92,(22),none
42,163.729,(38),22.8019,1.65445,(35),39.106,(19),none
43,176.049,(46),20.2773,4.44033,(21),0.871642,(88),none
44,156.985,(33),20.1115,1.2797,(37),3.18639,(78),none
45,167.458,(41),19.6071,0.73166,(53),11.2528,(46),none
46,143.688,(23),17.0495,0.65085,(59),8.29537,(54),none
47,165.657,(40),17.0226,0.865544,(46),6.36523,(60),none
48,155.384,(32),16.8363,0.402538,(72),20.6,(28),none
49,226.309,(60),15.974,0.468113,(65),93.6059,(9),none
50,186.849,(51),15.7453,0.697905,(56),16.7459,(35),none
