Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,35.8921,(79),6659.7,326.727,(0),0.664895,(73),none
1,20.2883,(75),47.1027,1.99008,(12),0.0284631,(79),none
2,24.2556,(78),44.911,11.4748,(1),5.96326,(55),none
3,22.4516,(77),37.8835,1.77495,(13),0.185812,(75),none
4,19.3597,(74),9.95226,0.758337,(16),9.48209,(8),none
5,16.9996,(73),9.75956,2.43719,(11),7.14257,(30),none
6,12.2984,(64),5.62913,0.419652,(22),0.094736,(76),none
7,22.2636,(76),3.50722,0.0706781,(52),39.5905,(0),none
8,11.0959,(59),2.89449,0.349607,(23),8.29131,(18),none
9,14.7422,(69),2.76243,0.477609,(20),6.33833,(47),none
10,12.96,(66),2.67187,0.776946,(15),4.98048,(60),none
11,15.3766,(70),2.26122,0.269415,(26),6.69514,(40),none
12,11.3905,(61),2.25282,0.50254,(19),5.89126,(56),none
13,12.8163,(65),2.09611,0.162534,(30),5.18598,(59),none
14,9.11502,(52),1.79699,0.246221,(27),0.0498611,(78),none
15,15.6112,(71),1.79215,1.02112,(14),6.67243,(41),none
16,13.7984,(67),1.75091,0.524754,(18),5.8599,(57),none
17,9.48044,(53),1.50246,0.136543,(34),6.28698,(49),none
18,8.25678,(44),1.20378,0.121518,(36),6.03516,(54),none
19,14.2971,(68),1.19143,0.422936,(21),6.13089,(53),none
20,10.9078,(58),1.16856,0.100865,(40),8.41577,(16),none
21,16.6025,(72),1.07967,0.325139,(24),6.97513,(33),none
22,11.9698,(62),1.03351,0.0899472,(44),18.063,(2),none
23,2.75092,(4),1.00783,3.05489,(6),9.32517,(9),none
24,3.04571,(5),1.00783,3.05489,(7),8.34957,(17),none
25,3.26353,(6),1.00783,3.05489,(8),9.18463,(11),none
26,3.79188,(7),1.00783,3.05489,(9),9.17591,(12),none
27,4.79639,(8),1.00783,3.05489,(10),9.71433,(7),none
28,9.83332,(56),0.874838,0.706633,(17),0.995307,(70),none
29,7.75726,(39),0.853131,0.141158,(33),6.22576,(51),none
30,9.60601,(54),0.823443,0.0945645,(41),7.49024,(23),none
31,8.4294,(45),0.817617,0.17079,(28),6.83279,(37),none
32,12.0384,(63),0.770506,0.0926295,(43),4.13294,(61),none
33,10.5696,(57),0.756513,0.291447,(25),7.3015,(27),none
34,8.80017,(48),0.755742,0.15737,(32),7.32628,(26),none
35,5.73036,(11),0.662124,0.0605785,(57),19.7488,(1),none
36,6.43655,(22),0.602803,0.0894694,(45),9.32416,(10),none
37,5.74713,(12),0.565326,0.0637621,(54),1.30064,(68),none
38,9.71951,(55),0.55292,0.164756,(29),6.90466,(35),none
39,5.83722,(13),0.508228,0.110763,(38),5.53852,(58),none
40,6.92508,(29),0.500713,0.0812285,(48),6.38308,(46),none
41,8.61521,(47),0.469504,0.10678,(39),6.75283,(39),none
42,7.07914,(30),0.447832,0.111524,(37),6.56225,(43),none
43,7.27261,(33),0.431885,0.158437,(31),6.76665,(38),none
44,7.63511,(37),0.422684,0.07805,(50),7.79097,(21),none
45,8.11822,(43),0.341539,0.0369593,(67),3.62525,(63),none
46,6.56502,(23),0.34017,0.0375663,(66),7.28696,(28),none
47,9.03059,(51),0.337116,0.0542498,(58),10.8047,(4),none
48,7.91895,(40),0.294881,0.0333453,(72),10.6602,(5),none
49,6.04806,(15),0.271741,0.0636362,(55),6.13919,(52),none
50,7.9543,(41),0.267527,0.0934493,(42),0.0829468,(77),none
51,8.91076,(49),0.25859,0.0787645,(49),7.94585,(19),none
52,7.43807,(34),0.255615,0.0666293,(53),7.00569,(32),none
53,6.16788,(17),0.217374,0.0500851,(61),6.84383,(36),none
54,6.08149,(16),0.21597,0.0537022,(59),6.28795,(48),none
55,7.15386,(31),0.200899,0.061648,(56),6.64998,(42),none
56,7.5075,(35),0.173502,0.0850986,(46),7.21053,(29),none
57,8.05217,(42),0.172484,0.0523861,(60),7.909,(20),none
58,7.71212,(38),0.158424,0.0335168,(71),0.340675,(74),none
59,7.57843,(36),0.149868,0.0366958,(68),7.34657,(25),none
60,8.98633,(50),0.139576,0.0417259,(64),8.92542,(13),none
61,6.5933,(24),0.138407,0.0224859,(77),10.9017,(3),none
62,7.21264,(32),0.138393,0.0345533,(70),6.91848,(34),none
63,5.68093,(9),0.136472,0.0241964,(76),10.4407,(6),none
64,6.60811,(25),0.135839,0.128602,(35),1.1302,(69),none
65,5.93909,(14),0.134575,0.0401328,(65),2.35456,(65),none
66,6.20683,(18),0.134219,0.0357086,(69),7.50679,(22),none
67,6.34099,(21),0.131068,0.031682,(74),6.49178,(44),none
68,6.8149,(27),0.117304,0.0726583,(51),6.4878,(45),none
69,6.25281,(19),0.116882,0.0329265,(73),7.40689,(24),none
70,11.3669,(60),0.110717,0.0136746,(79),0.685497,(72),none
71,6.2864,(20),0.0977277,0.0440335,(62),0.788153,(71),none
72,6.75486,(26),0.0829576,0.0422752,(63),6.23563,(50),none
73,8.51027,(46),0.0802029,0.0831537,(47),1.42279,(67),none
74,5.70912,(10),0.0676162,0.017554,(78),2.08163,(66),none
75,6.86962,(28),0.0632073,0.0316267,(75),3.95317,(62),none
76,0.808432,(0),0.0,5.07199,(2),3.59608,(64),none
77,1.89594,(1),0.0,4.82365,(3),7.10524,(31),none
78,2.18924,(2),0.0,4.80162,(4),8.45257,(15),none
79,2.3982,(3),0.0,4.80162,(5),8.47351,(14),none
