Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,819.687,(51),169656.0,47.8744,(0),13976.3,(0),none
1,527.363,(50),17068.2,12.1852,(1),4053.26,(3),none
2,271.079,(44),6566.85,3.11299,(5),6134.61,(1),none
3,346.873,(47),3263.18,4.21134,(4),2073.89,(5),none
4,283.024,(45),2503.48,2.14898,(8),2881.23,(4),none
5,454.028,(49),2266.73,7.97264,(2),792.029,(15),none
6,285.986,(46),1627.55,2.46025,(7),1887.27,(6),none
7,170.158,(33),1555.36,0.940136,(12),4082.31,(2),none
8,376.376,(48),876.957,4.85492,(3),462.871,(23),none
9,158.075,(31),411.067,0.750617,(20),1312.27,(9),none
10,165.06,(32),380.398,0.833266,(17),1150.16,(12),none
11,150.795,(30),361.264,0.7546,(19),1233.21,(10),none
12,186.201,(38),317.268,0.948165,(11),774.772,(16),none
13,121.498,(22),293.89,0.478656,(27),1513.23,(8),none
14,213.445,(42),279.158,1.65212,(10),470.323,(22),none
15,193.438,(41),273.099,0.905964,(14),746.036,(18),none
16,128.189,(24),242.522,0.414087,(29),1652.1,(7),none
17,145.151,(29),134.659,0.511165,(25),597.597,(21),none
18,192.454,(40),103.73,0.747141,(21),357.575,(24),none
19,111.258,(14),101.564,0.318249,(34),766.891,(17),none
20,102.46,(8),98.7098,0.263449,(41),865.107,(14),none
21,119.906,(21),97.9563,0.385875,(30),601.212,(20),none
22,104.503,(11),95.8414,0.253139,(44),898.835,(13),none
23,241.884,(43),90.276,1.84596,(9),134.248,(46),none
24,115.647,(19),84.7876,0.317496,(35),624.267,(19),none
25,183.817,(37),80.8979,0.87718,(15),226.007,(36),none
26,144.18,(28),77.3136,0.569437,(23),344.876,(25),none
27,179.15,(36),59.0196,0.800943,(18),170.599,(41),none
28,172.174,(34),43.0309,0.717869,(22),149.532,(43),none
29,112.971,(16),41.5684,0.334022,(33),295.294,(28),none
30,177.338,(35),39.7226,0.855582,(16),117.242,(50),none
31,190.843,(39),38.704,0.916098,(13),111.211,(51),none
32,131.458,(25),35.2342,0.482399,(26),177.507,(39),none
33,101.284,(6),31.0345,0.271501,(39),289.439,(29),none
34,115.222,(18),30.8011,0.296892,(37),262.166,(31),none
35,114.402,(17),30.6743,0.307123,(36),233.468,(34),none
36,99.5047,(4),29.849,0.379854,(31),196.314,(38),none
37,95.8016,(1),27.4959,0.235345,(46),326.431,(27),none
38,111.695,(15),26.8973,0.269498,(40),231.924,(35),none
39,96.9062,(3),26.0201,0.236762,(45),262.169,(30),none
40,138.595,(26),25.4433,0.521767,(24),139.584,(45),none
41,99.9733,(5),25.0883,0.228276,(48),252.448,(32),none
42,101.849,(7),24.6745,0.233957,(47),252.05,(33),none
43,117.467,(20),24.5901,0.361577,(32),169.469,(42),none
44,139.243,(27),20.8547,0.423557,(28),118.606,(49),none
45,127.817,(23),20.6748,0.261185,(43),1185.85,(11),none
46,96.0473,(2),15.8867,0.186012,(51),207.344,(37),none
47,108.85,(13),14.5741,0.293602,(38),123.018,(47),none
48,105.347,(12),13.7945,0.26219,(42),122.223,(48),none
49,102.858,(9),13.351,0.217047,(49),146.218,(44),none
50,104.23,(10),0.455496,0.193317,(50),170.85,(40),none
51,93.431,(0),0.0,2.89135,(6),336.301,(26),none
