Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,146.608,(51),516.838,4664.59,(0),0.0774447,(1),none
1,48.5767,(50),2.95962,78.9903,(1),0.0312008,(8),none
2,22.3384,(48),1.48426,5.18518,(2),0.0711738,(3),none
3,17.052,(47),0.305598,3.25679,(3),0.0502023,(7),none
4,25.0314,(49),0.190836,0.407379,(9),0.521107,(0),none
5,11.8646,(40),0.0301322,0.806301,(5),0.00683147,(22),none
6,12.3689,(41),0.0241443,0.318359,(13),0.0121675,(15),none
7,13.1514,(43),0.016418,0.119611,(21),0.0522283,(5),none
8,8.18031,(30),0.0129364,0.163221,(17),0.00661423,(23),none
9,8.47803,(31),0.0119916,0.199736,(14),0.00436101,(31),none
10,10.6615,(38),0.00946822,0.474483,(7),0.00326701,(33),none
11,13.5785,(44),0.00917101,1.55441,(4),0.0213472,(9),none
12,15.2981,(46),0.00851185,0.331289,(11),0.0531071,(4),none
13,8.86819,(32),0.00844517,0.470768,(8),0.00137649,(51),none
14,11.4386,(39),0.0076806,0.116099,(23),0.0175488,(11),none
15,8.0741,(29),0.00584771,0.118905,(22),0.00284807,(34),none
16,15.1416,(45),0.00579325,0.120298,(20),0.0508907,(6),none
17,9.23006,(34),0.00398539,0.32635,(12),0.00149013,(49),none
18,7.89091,(28),0.00371933,0.195736,(15),0.00169161,(48),none
19,7.66225,(26),0.00365528,0.157018,(18),0.00231983,(39),none
20,12.8178,(42),0.00320473,0.124528,(19),0.0727505,(2),none
21,9.71821,(36),0.00282465,0.099566,(27),0.00492387,(27),none
22,6.95965,(21),0.00282024,0.33863,(10),0.00352111,(32),none
23,7.76691,(27),0.00275661,0.101593,(25),0.00190217,(46),none
24,9.12662,(33),0.00257228,0.171792,(16),0.00139796,(50),none
25,9.54241,(35),0.00254391,0.0472157,(39),0.0153241,(12),none
26,7.30807,(23),0.00134468,0.0793397,(31),0.00689947,(21),none
27,7.04443,(22),0.00133491,0.0958298,(29),0.00474439,(28),none
28,7.35078,(24),0.00131424,0.0486688,(37),0.0100931,(18),none
29,6.35754,(19),0.00124708,0.0574898,(34),0.0176886,(10),none
30,10.035,(37),0.00119785,0.487037,(6),0.00192964,(45),none
31,6.44568,(20),0.00110528,0.105942,(24),0.0111544,(16),none
32,7.49952,(25),0.00095576,0.0237538,(47),0.0109576,(17),none
33,6.21178,(18),0.000926667,0.101536,(26),0.0127115,(14),none
34,5.51476,(5),0.000667105,0.0900838,(30),0.00448549,(29),none
35,5.97748,(12),0.000525321,0.0994321,(28),0.00228672,(40),none
36,5.67233,(7),0.00051176,0.060807,(33),0.0044614,(30),none
37,5.84989,(9),0.000436881,0.0556358,(35),0.00207587,(41),none
38,6.11088,(14),0.000426215,0.0369193,(42),0.00513025,(26),none
39,5.91959,(10),0.000394276,0.0739308,(32),0.00198259,(43),none
40,5.62735,(6),0.000347112,0.0272183,(45),0.00743004,(19),none
41,5.81282,(8),0.000336897,0.0494401,(36),0.00251972,(36),none
42,6.15734,(16),0.000285089,0.0469003,(40),0.00716553,(20),none
43,6.07009,(13),0.00025482,0.0134123,(49),0.00527262,(25),none
44,5.31397,(0),0.000210723,0.0337287,(43),0.00179943,(47),none
45,5.34685,(1),0.00020017,0.0227895,(48),0.00239255,(38),none
46,5.43174,(3),0.000196513,0.0483797,(38),0.00202221,(42),none
47,5.46463,(4),0.000190824,0.0467214,(41),0.00241521,(37),none
48,6.13147,(15),0.000175321,0.0248402,(46),0.00581339,(24),none
49,5.38946,(2),0.000165522,0.0303573,(44),0.00197121,(44),none
50,5.96109,(11),8.54104e-05,0.00447851,(50),0.00276976,(35),none
51,6.20456,(17),7.15425e-05,0.00264698,(51),0.0130533,(13),none
