Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,98.7926,(55),12355.7,12874.4,(0),0.00654699,(28),none
1,72.7653,(54),18.1209,20.7464,(1),0.00437993,(35),none
2,54.424,(51),4.65651,4.32816,(5),0.0123724,(22),none
3,60.9279,(52),4.58707,3.13778,(8),0.0150178,(14),none
4,44.4836,(49),3.54666,5.13542,(2),0.0142909,(15),none
5,40.2932,(48),2.54792,3.6535,(7),0.0071214,(27),none
6,53.1457,(50),1.5469,4.60048,(3),0.0142547,(16),none
7,37.808,(47),1.45095,1.93372,(9),0.0114337,(23),none
8,35.2187,(46),1.26406,3.68869,(6),0.00848158,(25),none
9,65.0598,(53),0.807614,4.50021,(4),0.00601201,(31),none
10,31.3421,(45),0.183669,0.925301,(11),0.0205768,(10),none
11,28.5013,(40),0.169038,1.05193,(10),0.00615383,(30),none
12,29.5544,(42),0.123425,0.793909,(12),0.00650717,(29),none
13,26.6435,(35),0.0906356,0.422528,(17),0.0139073,(18),none
14,30.4769,(43),0.0873322,0.170223,(31),0.0359059,(7),none
15,23.0979,(25),0.0815019,0.192489,(29),0.0216469,(9),none
16,29.381,(41),0.0795665,0.363607,(21),0.00754456,(26),none
17,26.7467,(36),0.0599608,0.544207,(15),0.0134794,(19),none
18,25.9232,(33),0.044412,0.162902,(32),0.0383428,(6),none
19,20.5259,(11),0.040647,0.317594,(23),0.0093314,(24),none
20,22.3227,(19),0.0344501,0.0741331,(46),0.046231,(4),none
21,23.3183,(26),0.0304513,0.0898472,(44),0.0205305,(11),none
22,25.5509,(32),0.0298282,0.377698,(20),0.00587552,(32),none
23,20.8527,(12),0.0276072,0.11472,(41),0.0140568,(17),none
24,27.7361,(38),0.0273967,0.188985,(30),0.0298778,(8),none
25,22.4956,(20),0.0261357,0.0737118,(47),0.0411119,(5),none
26,30.8664,(44),0.0244395,0.75184,(13),0.0125372,(21),none
27,25.0696,(31),0.0241748,0.486285,(16),0.00220076,(38),none
28,27.8744,(39),0.0237753,0.133593,(38),0.0175183,(13),none
29,26.1742,(34),0.0212064,0.043582,(50),0.726578,(0),none
30,22.0257,(18),0.0205128,0.299208,(24),0.00259107,(37),none
31,22.8804,(23),0.0200808,0.0978897,(43),0.0126285,(20),none
32,23.9682,(27),0.0200147,0.704288,(14),0.0013058,(45),none
33,20.1521,(9),0.0177796,0.161527,(33),0.00524713,(34),none
34,24.7289,(30),0.0155735,0.35764,(22),0.00152163,(43),none
35,19.5028,(6),0.0149314,0.247413,(26),0.000842268,(52),none
36,22.7428,(22),0.0143379,0.268523,(25),0.00542641,(33),none
37,27.5293,(37),0.0138833,0.0873497,(45),0.139967,(3),none
38,19.8892,(7),0.0136507,0.160798,(34),0.00203213,(39),none
39,20.9895,(13),0.0116417,0.13832,(37),0.00381242,(36),none
40,22.5486,(21),0.00806109,0.0421586,(51),0.0178775,(12),none
41,21.1956,(14),0.00775805,0.205539,(27),0.0016249,(42),none
42,21.3421,(15),0.00727834,0.158286,(35),0.00126345,(46),none
43,24.5271,(29),0.00716034,0.115919,(40),0.00144662,(44),none
44,24.2645,(28),0.0064793,0.396771,(19),0.00118689,(47),none
45,21.631,(17),0.00562261,0.408061,(18),0.00108084,(49),none
46,22.9752,(24),0.00514674,0.011954,(55),0.372376,(1),none
47,19.954,(8),0.00503036,0.198844,(28),0.0018208,(40),none
48,21.5105,(16),0.00477971,0.131422,(39),0.0011122,(48),none
49,19.1703,(1),0.00456648,0.105228,(42),0.000392041,(54),none
50,20.3121,(10),0.00444328,0.0173243,(54),0.164479,(2),none
51,19.4426,(5),0.00371155,0.050082,(49),0.000941546,(51),none
52,19.3715,(4),0.00363646,0.0406313,(52),0.00104441,(50),none
53,19.0313,(0),0.00342263,0.155156,(36),0.00026313,(55),none
54,19.2638,(2),0.00311486,0.0224819,(53),0.00169201,(41),none
55,19.3143,(3),0.00234308,0.0632997,(48),0.000610592,(53),none
