Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,358.86,(91),15658.6,7.61847,(1),7173.8,(0),none
1,498.328,(92),2221.68,12.7633,(0),529.666,(28),none
2,210.235,(88),2175.13,1.77853,(4),3350.07,(4),none
3,152.286,(84),2094.15,1.06266,(6),5604.82,(1),none
4,143.727,(83),1507.06,0.827507,(9),4760.88,(2),none
5,168.984,(86),931.48,1.05686,(7),2261.99,(5),none
6,132.214,(81),851.977,0.627491,(12),3375.92,(3),none
7,247.171,(90),592.281,2.2119,(3),685.633,(21),none
8,139.202,(82),413.067,0.708564,(10),1538.5,(6),none
9,241.028,(89),288.117,2.24386,(2),363.934,(38),none
10,116.738,(78),161.407,0.473716,(13),867.736,(14),none
11,165.02,(85),118.868,0.95293,(8),334.53,(40),none
12,105.676,(75),92.4858,0.358992,(17),637.453,(24),none
13,85.1602,(71),88.7129,0.236158,(21),909.942,(11),none
14,78.3852,(67),75.6403,0.214067,(22),900.726,(12),none
15,113.302,(77),72.0212,0.467945,(14),423.155,(34),none
16,103.354,(74),70.3297,0.4377,(16),498.211,(29),none
17,67.7711,(60),68.1214,0.158071,(28),1071.94,(8),none
18,80.4146,(69),67.8206,0.171973,(26),947.005,(10),none
19,58.6018,(51),67.7482,0.124897,(34),1334.01,(7),none
20,194.366,(87),63.9336,1.50393,(5),124.875,(79),none
21,119.43,(79),61.6094,0.456438,(15),331.27,(41),none
22,80.1953,(68),52.1518,0.19955,(24),766.04,(19),none
23,69.7823,(62),44.5854,0.126891,(33),810.549,(17),none
24,74.9493,(65),41.7526,0.155922,(29),605.939,(26),none
25,55.9732,(46),41.2382,0.10177,(41),986.047,(9),none
26,57.8249,(49),39.692,0.116309,(37),882.155,(13),none
27,83.9926,(70),39.0297,0.252754,(20),424.335,(33),none
28,56.5835,(48),36.2523,0.105269,(39),834.407,(15),none
29,129.899,(80),35.5047,0.629494,(11),189.893,(56),none
30,58.2902,(50),35.038,0.105147,(40),820.641,(16),none
31,106.653,(76),33.5169,0.321636,(18),239.711,(44),none
32,76.8599,(66),31.9836,0.162833,(27),447.38,(32),none
33,49.302,(35),25.4527,0.0777078,(53),776.415,(18),none
34,59.5915,(53),25.1808,0.0927159,(43),639.856,(23),none
35,54.5097,(45),23.8226,0.0830408,(46),654.975,(22),none
36,52.8245,(40),21.8447,0.0730568,(56),694.673,(20),none
37,74.5996,(64),20.0265,0.187672,(25),309.404,(42),none
38,72.1585,(63),19.1836,0.155662,(30),298.943,(43),none
39,60.9177,(55),18.111,0.117621,(36),382.573,(36),none
40,92.8154,(72),17.0573,0.277739,(19),190.257,(55),none
41,93.1087,(73),16.9145,0.208918,(23),189.304,(57),none
42,51.7746,(37),15.8682,0.0788878,(50),474.528,(30),none
43,53.9977,(43),14.235,0.0910522,(45),399.324,(35),none
44,40.371,(17),14.1787,0.0538772,(66),629.978,(25),none
45,66.9876,(59),11.696,0.128091,(32),223.817,(47),none
46,36.3787,(6),10.2333,0.0463632,(75),544.977,(27),none
47,64.652,(57),8.00696,0.106557,(38),188.27,(59),none
48,56.1679,(47),7.38423,0.0764045,(54),214.624,(48),none
49,33.1753,(2),7.05308,0.0382725,(83),453.286,(31),none
50,52.2789,(38),6.4887,0.0816935,(47),204.125,(51),none
51,60.1082,(54),6.2969,0.101427,(42),144.94,(72),none
52,40.8604,(19),6.03347,0.0572758,(64),236.361,(45),none
53,35.813,(5),6.01652,0.0390422,(82),375.754,(37),none
54,61.9523,(56),5.54142,0.118089,(35),120.048,(83),none
55,47.6646,(33),5.36394,0.0585448,(62),211.918,(49),none
56,47.5085,(32),5.06883,0.065039,(58),199.231,(54),none
57,64.7784,(58),5.04616,0.092417,(44),126.721,(78),none
58,51.5043,(36),4.51773,0.0792933,(48),156.785,(66),none
59,33.0517,(1),4.48316,0.0300682,(92),350.309,(39),none
60,42.0496,(22),4.29017,0.0488525,(72),208.292,(50),none
61,69.6195,(61),4.17705,0.131065,(31),109.038,(90),none
62,38.1311,(10),4.01692,0.0443268,(78),227.479,(46),none
63,52.7246,(39),4.00362,0.0781779,(52),166.491,(62),none
64,53.3497,(41),3.87357,0.0788961,(49),132.406,(76),none
65,45.9837,(29),3.6284,0.0554426,(65),153.316,(67),none
66,47.1183,(31),3.57314,0.0639973,(59),142.44,(73),none
67,45.2816,(27),3.49142,0.0605122,(61),148.193,(70),none
68,42.7054,(23),3.4836,0.0529314,(69),162.333,(63),none
69,54.3365,(44),3.42758,0.0788469,(51),117.089,(86),none
70,40.2332,(16),3.13701,0.0368006,(86),203.524,(52),none
71,39.2103,(14),3.11176,0.0458903,(77),177.473,(60),none
