Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1231.56,(37),72371.7,153.987,(0),1714.5,(2),none
1,432.428,(35),12181.0,11.3668,(2),3426.88,(0),none
2,330.527,(33),3602.4,4.58415,(4),1927.94,(1),none
3,762.152,(36),3145.74,34.8872,(1),256.013,(10),none
4,291.045,(31),2018.45,4.18407,(5),1327.37,(3),none
5,355.932,(34),1723.38,5.65051,(3),780.917,(5),none
6,172.65,(26),328.172,1.19894,(11),782.675,(4),none
7,162.1,(23),267.178,0.991766,(12),635.005,(6),none
8,197.081,(27),248.144,1.73503,(9),375.903,(7),none
9,247.109,(30),129.466,2.08939,(7),220.906,(13),none
10,148.863,(22),117.236,0.879222,(15),324.742,(8),none
11,171.336,(25),92.6767,0.967683,(13),249.793,(11),none
12,319.171,(32),73.5982,3.64413,(6),53.4957,(26),none
13,115.855,(20),57.6165,0.513173,(17),279.855,(9),none
14,109.307,(19),44.1369,0.477051,(18),229.414,(12),none
15,142.684,(21),32.8844,0.821197,(16),98.5385,(19),none
16,165.896,(24),20.5471,0.897325,(14),51.8196,(27),none
17,216.585,(28),20.0786,1.84766,(8),26.2845,(34),none
18,106.28,(15),18.3338,0.408345,(19),117.284,(16),none
19,107.899,(18),17.5363,0.332901,(24),123.529,(15),none
20,94.7196,(12),10.5453,0.361248,(22),72.7628,(21),none
21,100.463,(14),9.73109,0.386107,(20),61.1362,(24),none
22,68.4374,(1),8.66681,0.186683,(35),114.115,(17),none
23,91.5409,(10),8.31343,0.333569,(23),61.3439,(23),none
24,70.79,(3),8.16221,0.202846,(33),99.9937,(18),none
25,73.0509,(4),6.6905,0.229638,(30),75.5738,(20),none
26,106.812,(16),6.22407,0.307823,(26),45.5213,(31),none
27,93.2599,(11),4.88775,0.309559,(25),36.3684,(32),none
28,67.8521,(0),4.64416,0.153319,(37),67.8937,(22),none
29,78.6456,(7),4.54535,0.238366,(29),45.962,(30),none
30,76.4269,(5),4.07538,0.206325,(31),50.2228,(28),none
31,99.3134,(13),3.72201,0.366614,(21),24.4878,(36),none
32,70.1113,(2),3.61779,0.177433,(36),47.7994,(29),none
33,81.7513,(9),3.09636,0.28812,(27),28.2668,(33),none
34,79.802,(8),2.24791,0.239622,(28),22.3395,(37),none
35,76.723,(6),2.08853,0.196921,(34),25.864,(35),none
36,107.533,(17),1.24531,0.205011,(32),54.2318,(25),none
37,245.44,(29),0.0,1.53339,(10),209.199,(14),none
