Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,443.806,(14),13968.0,10.5383,(2),4048.59,(4),none
1,376.376,(13),12783.6,7.73406,(3),5266.92,(1),none
2,724.402,(16),11787.1,34.4903,(0),1132.29,(12),none
3,615.124,(15),10519.3,20.4232,(1),1512.4,(8),none
4,236.52,(9),7421.32,2.27502,(6),8587.57,(0),none
5,250.029,(10),3665.07,2.28156,(5),4052.07,(3),none
6,224.604,(8),3647.14,2.11427,(8),4846.73,(2),none
7,287.462,(12),2067.0,3.63993,(4),1609.01,(7),none
8,134.694,(3),865.477,0.826395,(12),3153.49,(5),none
9,116.962,(1),574.643,0.565156,(15),2822.86,(6),none
10,258.005,(11),479.394,2.26768,(7),527.616,(15),none
11,150.474,(5),477.623,0.883872,(11),1479.14,(9),none
12,160.157,(6),285.978,0.970927,(10),796.844,(13),none
13,123.742,(2),253.399,0.585904,(14),1191.36,(10),none
14,205.947,(7),235.307,1.99089,(9),409.106,(16),none
15,112.18,(0),201.286,0.473773,(16),1176.33,(11),none
16,142.002,(4),175.786,0.728543,(13),639.962,(14),none
