Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,22.0184,(161),39.7755,2.73712,(4),4.03468,(89),none
1,32.354,(165),27.3081,2.32992,(5),2.21105,(120),none
2,19.4918,(158),26.8393,1.32483,(7),1.69302,(134),none
3,28.2035,(162),26.5084,1.65842,(6),20.4264,(9),none
4,19.6341,(159),24.6508,1.32009,(8),1.23341,(149),none
5,37.7089,(167),9.72646,18.2825,(2),0.71458,(157),none
6,14.3327,(149),8.4169,1.13308,(9),3.56291,(98),none
7,52.3981,(168),8.34355,26.2557,(1),2.14514,(122),none
8,17.2233,(155),7.23499,0.433733,(14),14.8666,(24),none
9,21.8407,(160),7.02505,0.983605,(10),3.88028,(93),none
10,18.3177,(156),6.35252,0.407524,(16),9.51078,(36),none
11,18.3587,(157),3.72332,0.431306,(15),9.34308,(37),none
12,12.4658,(139),2.33892,0.297513,(22),4.97015,(77),none
13,9.10939,(113),2.2898,0.114683,(37),0.408028,(162),none
14,10.3845,(127),2.28689,0.479895,(13),0.347921,(167),none
15,29.0902,(164),2.22784,0.213862,(24),59.9628,(1),none
16,12.1036,(136),1.9513,0.347034,(21),3.9756,(91),none
17,28.373,(163),1.86304,0.551966,(11),21.0407,(7),none
18,16.2387,(151),1.83349,0.351662,(20),3.82762,(95),none
19,16.4489,(153),1.49529,0.356119,(19),0.496793,(160),none
20,12.9655,(142),1.16553,0.5224,(12),2.23267,(118),none
21,11.1809,(131),1.14841,0.358338,(18),4.00442,(90),none
22,13.9666,(146),1.09993,0.123629,(33),1.03494,(151),none
23,11.5505,(132),0.873112,0.117271,(36),20.6639,(8),none
24,12.3462,(138),0.800732,0.129655,(32),0.0505035,(169),none
25,13.6019,(144),0.786485,0.138221,(31),0.398771,(163),none
26,12.5853,(140),0.775269,0.287523,(23),1.5026,(139),none
27,13.7231,(145),0.64765,0.181516,(27),2.8808,(106),none
28,15.9593,(150),0.644953,0.0964142,(40),17.0487,(19),none
29,6.86338,(60),0.617503,0.0845966,(44),2.5898,(113),none
30,16.8103,(154),0.489726,0.372765,(17),5.6513,(68),none
31,7.81687,(88),0.466604,0.0968714,(39),1.5946,(138),none
32,9.90628,(122),0.434923,0.194605,(25),0.472139,(161),none
33,12.7852,(141),0.418809,0.170201,(28),1.8334,(132),none
34,16.3855,(152),0.34863,0.0376687,(77),10.2808,(34),none
35,10.9007,(128),0.308336,0.0430598,(67),6.07053,(65),none
36,8.52791,(103),0.303878,0.118256,(35),0.385349,(165),none
37,1.78751,(0),0.289131,3.89334,(3),2.84089,(108),none
38,9.59366,(117),0.267312,0.0901861,(43),3.14731,(103),none
39,10.2113,(125),0.259452,0.0952926,(41),3.0044,(105),none
40,9.67691,(118),0.254044,0.166151,(29),2.19669,(121),none
41,8.30819,(100),0.237909,0.071218,(49),3.06612,(104),none
42,9.79881,(119),0.205887,0.046932,(61),4.17225,(84),none
43,13.5091,(143),0.203769,0.0430106,(68),7.79053,(48),none
44,12.1948,(137),0.19458,0.0580084,(52),5.57317,(70),none
45,7.7224,(86),0.193293,0.0772091,(47),1.85924,(130),none
46,6.93215,(63),0.178281,0.039423,(75),7.51125,(49),none
47,11.7651,(134),0.169893,0.0449573,(62),55.7481,(2),none
48,8.70604,(105),0.167593,0.121575,(34),2.03861,(128),none
49,8.02854,(91),0.164923,0.102039,(38),2.71625,(110),none
50,9.34767,(116),0.160753,0.0500376,(56),5.92462,(66),none
51,6.81271,(59),0.146955,0.0446077,(63),23.9218,(5),none
52,7.09823,(66),0.14322,0.0470587,(60),2.86219,(107),none
53,7.04382,(65),0.140151,0.0472149,(59),6.68667,(57),none
54,9.00848,(111),0.138199,0.0291531,(94),10.9692,(32),none
55,6.35012,(44),0.138199,0.0478409,(58),8.25967,(44),none
56,9.27673,(114),0.137969,0.0421214,(69),1.41158,(142),none
57,11.679,(133),0.136475,0.0296769,(93),55.2955,(3),none
58,8.44401,(102),0.126801,0.0322802,(84),3.16195,(102),none
59,6.47053,(46),0.124872,0.0490889,(57),5.58555,(69),none
60,6.01714,(30),0.123394,0.0578709,(53),16.7332,(20),none
61,8.62992,(104),0.121261,0.0787978,(46),1.4216,(141),none
62,14.1399,(148),0.120408,0.163533,(30),2.2361,(117),none
63,7.30153,(73),0.119208,0.0714469,(48),1.0249,(152),none
64,14.1323,(147),0.116842,0.0412198,(71),2.22669,(119),none
65,9.30356,(115),0.116328,0.0443043,(64),2.49083,(115),none
66,8.83208,(106),0.11622,0.0619942,(50),3.29121,(101),none
67,5.65039,(14),0.108948,0.0299685,(92),3.41228,(100),none
68,6.55171,(50),0.106963,0.0413583,(70),10.9544,(33),none
69,6.79811,(58),0.106911,0.0223395,(101),15.4515,(23),none
70,9.86229,(120),0.103316,0.0153683,(119),0.987602,(153),none
71,6.27348,(42),0.102041,0.0403296,(73),4.70373,(80),none
72,7.19673,(68),0.100552,0.0933427,(42),0.7746,(155),none
73,6.05386,(31),0.0928645,0.0291178,(95),6.6278,(59),none
