Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1428.55,(149),16656100.0,116386.0,(0),13.8767,(35),none
1,674.199,(148),87201.7,142.907,(1),34.9476,(15),none
2,522.916,(147),34157.3,109.668,(3),15.7318,(28),none
3,264.065,(142),3860.91,8.08663,(13),60.7426,(4),none
4,454.757,(146),3748.81,29.957,(5),18.7831,(22),none
5,281.225,(143),3116.24,10.373,(10),15.5195,(29),none
6,313.525,(145),1147.27,132.271,(2),4.50639,(141),none
7,245.252,(141),869.675,15.9099,(8),12.323,(44),none
8,208.491,(139),666.907,12.09,(9),6.50729,(107),none
9,223.0,(140),628.048,22.6401,(6),6.87598,(100),none
10,198.36,(137),363.847,6.41379,(14),8.26885,(82),none
11,191.805,(136),311.891,3.99194,(18),14.2882,(33),none
12,157.339,(130),311.802,1.87029,(29),32.3757,(16),none
13,160.809,(131),204.904,4.04177,(17),5.09325,(133),none
14,152.23,(129),196.909,3.22891,(22),12.7161,(42),none
15,296.577,(144),186.562,16.2559,(7),4.82057,(136),none
16,113.705,(115),181.214,2.76172,(24),6.41958,(111),none
17,97.8267,(104),71.377,1.60383,(32),5.46258,(127),none
18,179.843,(134),65.5324,8.16013,(12),7.5406,(89),none
19,90.0975,(95),63.102,1.41836,(33),5.99252,(118),none
20,188.964,(135),57.5621,0.975943,(40),29.3986,(17),none
21,122.307,(118),53.4039,1.60438,(31),5.45853,(128),none
22,165.233,(132),52.5449,4.31882,(16),4.86731,(134),none
23,102.585,(107),47.1585,2.47123,(25),6.29323,(114),none
24,106.561,(110),46.6438,1.15274,(37),9.14523,(72),none
25,117.759,(117),42.1321,3.79792,(20),3.65669,(149),none
26,108.371,(111),41.5572,0.913197,(42),5.67864,(120),none
27,117.071,(116),41.4039,0.621413,(55),6.33485,(113),none
28,92.7596,(98),39.9659,1.02053,(39),5.37683,(129),none
29,127.816,(121),38.4515,6.40001,(15),5.67146,(121),none
30,110.457,(113),36.231,2.30887,(27),5.65972,(122),none
31,170.101,(133),34.2614,9.32143,(11),5.58916,(126),none
32,70.8444,(59),32.8765,0.777057,(46),64.0959,(3),none
33,146.265,(126),32.6063,2.87272,(23),8.33518,(81),none
34,143.847,(125),30.3783,1.75478,(30),9.42633,(65),none
35,135.803,(123),25.4319,3.81131,(19),6.15842,(117),none
36,203.257,(138),24.5178,0.371242,(70),143.256,(0),none
37,99.7717,(105),21.7421,0.853491,(43),5.18699,(132),none
38,71.0223,(60),21.1169,0.77554,(47),6.83716,(101),none
39,151.033,(128),19.8431,1.22291,(35),10.172,(60),none
40,96.8226,(103),19.3869,0.501651,(62),12.745,(41),none
41,105.906,(109),18.6329,0.574479,(60),10.7558,(56),none
42,82.1104,(87),18.25,1.15414,(36),3.91909,(145),none
43,87.8514,(93),16.2891,1.03505,(38),6.44191,(110),none
44,64.8599,(44),14.0394,0.590688,(58),5.36127,(130),none
45,149.25,(127),13.6643,0.703902,(48),16.4136,(27),none
46,80.1026,(82),13.1777,0.694618,(49),7.57703,(88),none
47,139.61,(124),12.7976,3.26977,(21),7.44136,(93),none
48,89.0389,(94),12.6017,0.670737,(51),9.3601,(66),none
49,109.267,(112),12.5871,0.514295,(61),9.12707,(73),none
50,112.703,(114),11.7904,0.3634,(71),16.6667,(26),none
51,100.631,(106),11.4831,1.41718,(34),6.60645,(105),none
52,71.9312,(62),11.4631,0.677787,(50),9.22541,(70),none
53,70.1259,(58),11.0091,0.618837,(56),6.64144,(104),none
54,94.1824,(100),10.226,0.808663,(45),5.82081,(119),none
55,79.14,(81),10.2188,0.657227,(53),6.2046,(116),none
56,60.016,(24),10.1101,0.374489,(69),4.14316,(143),none
57,83.7142,(89),9.85537,2.12628,(28),6.36702,(112),none
58,73.12,(64),9.61308,0.183238,(102),28.8742,(18),none
