Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1125.29,(92),623576.0,101.876,(0),23355.5,(0),none
1,614.925,(90),12850.1,15.9866,(2),2232.67,(2),none
2,289.7,(81),4868.21,3.1503,(8),4087.22,(1),none
3,679.094,(91),2985.48,18.3458,(1),429.239,(17),none
4,358.015,(86),2689.14,4.28546,(6),1754.21,(4),none
5,479.383,(89),2014.75,8.31074,(3),644.203,(9),none
6,460.04,(88),1706.25,6.86161,(4),609.024,(10),none
7,230.534,(76),1264.66,1.52217,(14),2018.66,(3),none
8,431.837,(87),1259.95,6.64833,(5),495.426,(13),none
9,256.364,(79),1131.39,2.32766,(12),1263.6,(7),none
10,216.214,(74),917.507,1.49134,(16),1501.18,(5),none
11,233.159,(77),786.68,1.4905,(17),1278.3,(6),none
12,222.595,(75),407.057,1.43164,(18),663.956,(8),none
13,160.027,(65),249.361,1.06628,(25),496.014,(12),none
14,159.683,(64),243.044,1.07814,(24),339.215,(22),none
15,191.418,(71),222.686,1.15789,(23),470.897,(15),none
16,196.801,(72),204.854,1.16969,(21),418.94,(18),none
17,320.369,(84),199.04,2.83551,(9),183.171,(57),none
18,353.076,(85),195.745,3.59247,(7),180.559,(60),none
19,183.967,(70),191.418,1.42157,(19),294.736,(30),none
20,177.221,(69),164.435,1.16164,(22),347.689,(21),none
21,316.815,(83),162.189,2.60319,(10),153.245,(76),none
22,145.647,(61),139.381,0.616721,(33),529.072,(11),none
23,304.318,(82),134.737,2.60066,(11),123.366,(84),none
24,208.403,(73),131.591,1.21737,(20),255.138,(38),none
25,273.379,(80),129.679,2.18616,(13),141.618,(78),none
26,166.653,(67),104.678,0.750036,(27),318.162,(25),none
27,140.248,(58),90.9208,0.512237,(34),399.352,(19),none
28,164.574,(66),90.0025,0.759551,(26),277.131,(36),none
29,117.603,(49),81.0102,0.400138,(43),473.561,(14),none
30,128.899,(53),80.9173,0.627091,(31),299.439,(28),none
31,149.47,(62),78.2135,0.621907,(32),299.249,(29),none
32,239.289,(78),71.3751,1.52132,(15),110.26,(88),none
33,126.875,(52),70.1466,0.447391,(41),360.339,(20),none
34,137.692,(57),65.3448,0.510971,(35),291.382,(31),none
35,108.879,(43),56.289,0.475169,(38),280.771,(35),none
36,125.471,(51),52.5127,0.739038,(29),186.122,(55),none
37,143.004,(60),46.195,0.45159,(40),308.798,(26),none
38,169.327,(68),42.7963,0.739551,(28),130.1,(83),none
39,111.576,(46),39.9454,0.322672,(47),280.885,(34),none
40,135.865,(56),38.7391,0.490952,(36),178.626,(61),none
41,116.487,(48),37.214,0.347617,(46),240.453,(42),none
42,134.108,(55),35.4134,0.467405,(39),170.455,(68),none
43,132.802,(54),35.2118,0.479391,(37),168.779,(69),none
44,121.382,(50),34.9608,0.351997,(45),232.393,(45),none
45,154.957,(63),34.3273,0.696373,(30),115.65,(86),none
46,101.138,(34),33.6087,0.273126,(58),285.325,(33),none
47,105.974,(38),33.413,0.293788,(53),319.143,(24),none
48,107.126,(41),29.2283,0.288147,(54),239.214,(43),none
49,97.5156,(30),28.0159,0.251905,(60),252.576,(39),none
50,104.69,(37),27.7258,0.299172,(52),212.778,(51),none
51,93.5734,(22),27.6657,0.285849,(55),234.962,(44),none
52,92.5695,(21),26.4514,0.208431,(67),299.996,(27),none
53,101.655,(35),25.603,0.217528,(65),320.638,(23),none
54,106.7,(40),25.2841,0.255804,(59),222.452,(47),none
55,98.5684,(31),25.0464,0.282056,(56),208.157,(53),none
56,100.315,(33),24.6946,0.242593,(63),226.384,(46),none
57,142.521,(59),23.0174,0.402847,(42),453.223,(16),none
58,113.696,(47),22.3574,0.300559,(50),171.927,(67),none
59,103.189,(36),20.8219,0.300058,(51),160.82,(73),none
60,87.9933,(20),20.7463,0.176035,(80),268.89,(37),none
61,110.921,(45),19.9432,0.311019,(49),147.211,(77),none
62,87.0238,(18),18.7864,0.191194,(75),220.032,(48),none
63,86.0974,(17),17.563,0.169771,(81),242.059,(41),none
64,96.297,(28),16.7689,0.276427,(57),287.73,(32),none
65,80.1864,(7),15.467,0.163436,(82),217.523,(50),none
66,73.1164,(0),15.3693,0.194035,(72),172.212,(66),none
67,87.6213,(19),15.3141,0.192757,(74),182.395,(58),none
68,85.5876,(16),15.181,0.189148,(77),186.603,(54),none
69,95.8604,(26),15.1735,0.204327,(69),172.446,(65),none
70,95.0796,(24),15.1042,0.2025,(70),176.927,(63),none
71,85.2679,(15),15.0862,0.1603,(83),212.765,(52),none
72,99.856,(32),14.4953,0.245873,(61),136.17,(81),none
73,83.8832,(12),13.853,0.193727,(73),164.16,(71),none
74,94.4561,(23),13.7421,0.218066,(64),140.048,(79),none
75,78.8156,(6),12.7368,0.207997,(68),131.29,(82),none
76,84.6836,(13),12.3284,0.159596,(84),180.644,(59),none
77,74.1086,(1),12.1415,0.190444,(76),175.511,(64),none
78,77.6493,(5),12.0215,0.153751,(85),185.548,(56),none
79,96.9599,(29),11.6996,0.215999,(66),120.337,(85),none
80,82.3073,(11),11.3916,0.176379,(79),154.097,(75),none
81,84.9406,(14),11.089,0.151648,(86),166.597,(70),none
82,95.3166,(25),10.794,0.187855,(78),137.512,(80),none
83,80.4903,(8),10.0859,0.14067,(89),160.885,(72),none
84,76.6074,(4),9.6828,0.133821,(92),177.128,(62),none
85,74.9733,(2),9.05756,0.137361,(91),154.306,(74),none
86,96.156,(27),8.12338,0.243453,(62),246.703,(40),none
87,80.7397,(9),6.9722,0.150119,(87),104.799,(92),none
88,76.2152,(3),6.6129,0.139533,(90),105.269,(91),none
89,81.1672,(10),6.59452,0.142346,(88),107.009,(90),none
90,109.064,(44),5.3568,0.376551,(44),219.015,(49),none
91,108.622,(42),1.40345,0.195366,(71),114.163,(87),none
92,106.16,(39),0.0,0.319217,(48),107.088,(89),none
